기준일자|||유형|||연관검색어|||검색일자|||검색량|||
2024-03-22|||일별급상승|||DEX거래소|||2021-03-24 00:00:00|||2.32558|||
2024-03-22|||일별급상승|||DEX거래소|||2021-03-26 00:00:00|||3.25581|||
2024-03-22|||일별급상승|||DEX거래소|||2021-03-27 00:00:00|||1.6279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-03-29 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-03-30 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-03-31 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-01 00:00:00|||1.8604599999999998|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-02 00:00:00|||2.32558|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-05 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-07 00:00:00|||2.32558|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-08 00:00:00|||2.32558|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-09 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-10 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-11 00:00:00|||1.8604599999999998|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-12 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-13 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-14 00:00:00|||3.02325|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-15 00:00:00|||1.6279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-16 00:00:00|||3.72093|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-17 00:00:00|||3.25581|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-18 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-20 00:00:00|||4.88372|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-21 00:00:00|||3.02325|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-22 00:00:00|||2.55813|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-23 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-24 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-25 00:00:00|||2.09302|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-26 00:00:00|||3.48837|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-27 00:00:00|||3.9534800000000003|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-28 00:00:00|||3.02325|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-29 00:00:00|||3.02325|||
2024-03-22|||일별급상승|||DEX거래소|||2021-04-30 00:00:00|||6.04651|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-01 00:00:00|||3.72093|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-02 00:00:00|||3.48837|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-03 00:00:00|||3.72093|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-04 00:00:00|||2.32558|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-06 00:00:00|||1.8604599999999998|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-07 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-08 00:00:00|||1.6279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-10 00:00:00|||5.81395|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-11 00:00:00|||3.25581|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-12 00:00:00|||4.18604|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-13 00:00:00|||3.25581|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-14 00:00:00|||4.65116|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-15 00:00:00|||1.8604599999999998|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-16 00:00:00|||1.6279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-17 00:00:00|||3.9534800000000003|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-18 00:00:00|||2.55813|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-19 00:00:00|||2.79069|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-20 00:00:00|||3.48837|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-21 00:00:00|||2.09302|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-24 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-27 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-28 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-30 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-05-31 00:00:00|||3.72093|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-02 00:00:00|||6.51162|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-03 00:00:00|||2.32558|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-04 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-05 00:00:00|||4.65116|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-06 00:00:00|||3.25581|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-07 00:00:00|||2.09302|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-08 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-09 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-10 00:00:00|||3.02325|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-15 00:00:00|||1.16279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-16 00:00:00|||1.6279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-17 00:00:00|||4.18604|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-18 00:00:00|||1.6279|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-24 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-25 00:00:00|||1.39534|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-28 00:00:00|||1.8604599999999998|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-29 00:00:00|||17.44186|||
2024-03-22|||일별급상승|||DEX거래소|||2021-06-30 00:00:00|||6.27906|||
2024-03-22|||일별급상승|||DEX거래소|||2021-07-01 00:00:00|||4.4186|||
