기준일자|||유형|||연관검색어|||검색키워드|||검색량|||지표|||뉴스제목|||뉴스링크|||활동성|||구글검색어|||네이버검색어|||상승월|||
"2024-03-24|||일별 급상승|||1억투자|||주식,금리,금융상품,재테크,돈버는법,특징주,급등주,공모주,주가지수,ETF,CMA통장,CMA금리비교,채권,신탁,조각투자,돈버는앱|||3600.0|||47.95%|||‘ETF 썰물’ 여파에 비트코인 하락…9300만원대 횡보|||http://www.kukinews.com/newsView/kuk202403230047|||7.7%||| |||환율||| |||"
"2024-03-24|||일별 급상승|||1억투자|||주식,금리,금융상품,재테크,돈버는법,특징주,급등주,공모주,주가지수,ETF,CMA통장,CMA금리비교,채권,신탁,조각투자,돈버는앱|||3600.0|||47.95%|||9300만원 비트코인, 경고등 들어왔다|||https://www.econovill.com/news/articleView.html?idxno=649916|||7.7%||| |||삼성전자주가||| |||"
"2024-03-24|||일별 급상승|||1억투자|||주식,금리,금융상품,재테크,돈버는법,특징주,급등주,공모주,주가지수,ETF,CMA통장,CMA금리비교,채권,신탁,조각투자,돈버는앱|||3600.0|||47.95%|||""누군 몇십억 벌었다더라""…비트코인, 지금 들어가도 되나 [암호화폐 A to Z]|||https://n.news.naver.com/mnews/article/015/0004963628?sid=101|||7.7%||| |||달러환율||| |||"
"2024-03-24|||일별 급상승|||1억투자|||주식,금리,금융상품,재테크,돈버는법,특징주,급등주,공모주,주가지수,ETF,CMA통장,CMA금리비교,채권,신탁,조각투자,돈버는앱|||3600.0|||47.95%|||""호재 투성이인데 저렴할 때 사두자""… 투자 자 몰리는 동네|||https://n.news.naver.com/mnews/article/015/0004963615?sid=101|||7.7%||| |||미국환율||| |||"
"2024-03-24|||일별 급상승|||1억투자|||주식,금리,금융상품,재테크,돈버는법,특징주,급등주,공모주,주가지수,ETF,CMA통장,CMA금리비교,채권,신탁,조각투자,돈버는앱|||3600.0|||47.95%|||""인간처럼 사고한다"" 차세대 AI 경쟁…'클로드3' VS 'GPT-5'|||https://n.news.naver.com/mnews/article/003/0012445858?sid=105|||7.7%||| |||나스닥||| |||"
"2024-03-24|||일별 급상승|||1억투자|||주식,금리,금융상품,재테크,돈버는법,특징주,급등주,공모주,주가지수,ETF,CMA통장,CMA금리비교,채권,신탁,조각투자,돈버는앱|||3600.0|||47.95%|||NH 투자 증권, 영업점 고객 대상 달러 RP 특판 진행|||http://www.asiaa.co.kr/news/articleView.html?idxno=164194|||7.7%||| |||SK하이닉스주가||| |||"
"2024-03-24|||일별 급상승|||1억투자|||주식,금리,금융상품,재테크,돈버는법,특징주,급등주,공모주,주가지수,ETF,CMA통장,CMA금리비교,채권,신탁,조각투자,돈버는앱|||3600.0|||47.95%|||1000만 조회수 가볍게 돌파한 임영웅X하나은행, 금융가 계속 흔든다|||https://n.news.naver.com/mnews/article/468/0001042491?sid=106|||7.7%||| |||홍콩H지수||| |||"
"2024-03-24|||일별 급상승|||1억투자|||주식,금리,금융상품,재테크,돈버는법,특징주,급등주,공모주,주가지수,ETF,CMA통장,CMA금리비교,채권,신탁,조각투자,돈버는앱|||3600.0|||47.95%|||'입시 비리' 조민, 1심서 벌금 천만 원...권순일 전 대법관 압수수색|||https://n.news.naver.com/mnews/article/052/0002014085?sid=102|||7.7%||| |||현대차주가||| |||"
"2024-03-24|||일별 급상승|||1억투자|||주식,금리,금융상품,재테크,돈버는법,특징주,급등주,공모주,주가지수,ETF,CMA통장,CMA금리비교,채권,신탁,조각투자,돈버는앱|||3600.0|||47.95%|||이익으론 삼성도 제꼈는데...현대차, 더 보여줄 게 있을까? [안재광의 대기만...|||https://n.news.naver.com/mnews/article/050/0000072770?sid=101|||7.7%||| |||주식||| |||"
"2024-03-24|||일별 급상승|||1억투자|||주식,금리,금융상품,재테크,돈버는법,특징주,급등주,공모주,주가지수,ETF,CMA통장,CMA금리비교,채권,신탁,조각투자,돈버는앱|||3600.0|||47.95%|||또 다시 세계를 놀래킨 오픈AI…이번엔 ‘휴머노이드’ 로봇|||https://n.news.naver.com/mnews/article/050/0000072765?sid=101|||7.7%||| |||검색상위종목||| |||"
