date,PBR
2023-05-30,5.06794
2023-05-31,4.66749
2023-06-01,4.49681
2023-06-02,3.73531
2023-06-03,2.639
2023-06-04,3.00663
2023-06-05,4.89069
2023-06-06,3.57119
2023-06-07,4.22766
2023-06-08,4.77253
2023-06-09,4.66749
2023-06-10,3.37425
2023-06-11,2.78343
2023-06-12,4.18827
2023-06-13,4.68062
2023-06-14,4.91039
2023-06-15,4.72001
2023-06-16,4.48368
2023-06-17,2.54053
2023-06-18,3.23639
2023-06-19,4.45742
2023-06-20,5.23206
2023-06-21,4.7397
2023-06-22,4.31956
2023-06-23,3.89942
2023-06-24,2.35672
2023-06-25,2.20573
2023-06-26,4.12262
2023-06-27,3.76813
2023-06-28,3.80095
2023-06-29,3.95851
2023-06-30,3.64997
2023-07-01,2.44206
2023-07-02,2.54053
2023-07-03,4.14232
2023-07-04,4.35895
2023-07-05,3.96507
2023-07-06,4.21453
2023-07-07,3.42677
2023-07-08,2.26481
2023-07-09,2.31077
2023-07-10,3.67622
2023-07-11,4.36552
2023-07-12,4.88413
2023-07-13,4.44429
2023-07-14,3.64997
2023-07-15,2.40267
2023-07-16,2.59305
2023-07-17,4.43773
2023-07-18,4.99573
2023-07-19,5.15328
2023-07-20,4.49025
2023-07-21,4.30643
2023-07-22,3.15105
2023-07-23,2.9738
2023-07-24,5.82288
2023-07-25,7.13582
2023-07-26,9.16431
2023-07-27,7.72664
2023-07-28,5.90822
2023-07-29,3.88629
2023-07-30,3.87317
2023-07-31,5.51434
2023-08-01,5.27801
2023-08-02,4.83818
2023-08-03,5.06137
2023-08-04,4.41803
2023-08-05,2.84907
2023-08-06,2.88846
2023-08-07,4.39178
2023-08-08,4.65436
2023-08-09,4.29331
2023-08-10,4.28674
2023-08-11,3.5318
2023-08-12,2.5471
2023-08-13,2.83594
2023-08-14,3.38738
2023-08-15,2.64557
2023-08-16,3.87317
2023-08-17,3.72218
2023-08-18,3.84034
2023-08-19,2.51427
2023-08-20,2.42893
2023-08-21,3.44646
2023-08-22,3.84691
2023-08-23,3.91912
2023-08-24,3.70905
2023-08-25,3.51211
2023-08-26,2.08757
2023-08-27,2.28451
2023-08-28,3.99789
2023-08-29,4.62154
2023-08-30,3.87973
2023-08-31,3.34799
2023-09-01,3.62371
2023-09-02,2.25169
2023-09-03,2.23856
2023-09-04,3.58432
2023-09-05,3.70248
2023-09-06,3.74187
2023-09-07,3.9782
2023-09-08,3.11166
2023-09-09,2.39611
2023-09-10,2.33046
2023-09-11,3.78782
2023-09-12,3.76157
2023-09-13,3.70905
2023-09-14,3.5318
2023-09-15,3.82721
2023-09-16,2.40924
2023-09-17,2.15978
2023-09-18,3.44646
2023-09-19,3.42677
2023-09-20,3.4399
2023-09-21,3.26265
2023-09-22,2.70465
2023-09-23,1.64773
2023-09-24,2.19917
2023-09-25,2.86877
2023-09-26,3.15105
2023-09-27,2.5274
2023-09-28,1.85124
2023-09-29,2.18604
2023-09-30,2.02849
2023-10-01,1.73964
2023-10-02,2.081
2023-10-03,2.36329
2023-10-04,3.70905
2023-10-05,3.76157
2023-10-06,3.39394
2023-10-07,1.75933
2023-10-08,1.91032
2023-10-09,2.58648
2023-10-10,3.44646
2023-10-11,3.36112
2023-10-12,3.42677
2023-10-13,3.06571
2023-10-14,1.77246
2023-10-15,1.87093
2023-10-16,3.13135
2023-10-17,3.34142
2023-10-18,3.8666
2023-10-19,3.93225
2023-10-20,3.43333
2023-10-21,2.25825
2023-10-22,2.36329
2023-10-23,3.68279
2023-10-24,3.70248
2023-10-25,3.77469
2023-10-26,4.14888
2023-10-27,4.26705
2023-10-28,2.23199
2023-10-29,1.94971
2023-10-30,3.57119
2023-10-31,3.87317
2023-11-01,3.91255
2023-11-02,3.54493
2023-11-03,3.05914
2023-11-04,2.15978
2023-11-05,2.45519
2023-11-06,3.85347
2023-11-07,3.86004
2023-11-08,3.78126
2023-11-09,3.50554
2023-11-10,2.90815
2023-11-11,1.77903
2023-11-12,1.79216
2023-11-13,4.03728
2023-11-14,4.08324
2023-11-15,3.60401
2023-11-16,3.84691
2023-11-17,3.22982
2023-11-18,2.21886
2023-11-19,1.98253
2023-11-20,3.8666
2023-11-21,4.12919
2023-11-22,3.91255
2023-11-23,3.59088
2023-11-24,3.03288
2023-11-25,2.48801
2023-11-26,1.83811
2023-11-27,3.35455
2023-11-28,3.74844
2023-11-29,3.42677
2023-11-30,3.24952
2023-12-01,2.9935
2023-12-02,2.51427
2023-12-03,2.69152
2023-12-04,3.43333
2023-12-05,3.92568
2023-12-06,4.18827
2023-12-07,3.68935
2023-12-08,3.39394
2023-12-09,2.26481
2023-12-10,2.55366
2023-12-11,3.66309
2023-12-12,4.03072
2023-12-13,3.72218
2023-12-14,3.95194
2023-12-15,3.20357
2023-12-16,2.13352
2023-12-17,2.23856
2023-12-18,3.5515
2023-12-19,3.755
2023-12-20,4.13575
2023-12-21,3.47928
2023-12-22,3.01319
2023-12-23,1.75933
2023-12-24,1.75933
2023-12-25,2.04818
2023-12-26,3.07884
2023-12-27,3.61058
2023-12-28,3.59088
2023-12-29,2.74404
2023-12-30,1.83154
2023-12-31,1.77903
2024-01-01,2.09413
2024-01-02,3.92568
2024-01-03,4.31956
2024-01-04,3.81408
2024-01-05,3.53837
2024-01-06,2.27138
2024-01-07,2.58648
2024-01-08,3.52524
2024-01-09,4.28018
2024-01-10,4.26048
2024-01-11,4.50338
2024-01-12,3.8666
2024-01-13,2.50771
2024-01-14,2.65213
2024-01-15,3.8666
2024-01-16,3.97164
2024-01-17,5.92791
2024-01-18,10.81205
2024-01-19,7.56909
2024-01-20,4.15545
2024-01-21,4.29987
2024-01-22,6.05264
2024-01-23,7.20803
2024-01-24,6.3218
2024-01-25,5.67189
2024-01-26,5.01542
2024-01-27,3.55806
2024-01-28,4.75283
2024-01-29,30.72277
2024-01-30,59.64025
2024-01-31,46.42552
2024-02-01,95.26685
2024-02-02,100.0
2024-02-03,29.3967
2024-02-04,27.03341
2024-02-05,50.40372
2024-02-06,33.63749
2024-02-07,28.03781
2024-02-08,21.58471
2024-02-09,10.64137
2024-02-10,9.95207
2024-02-11,9.77483
2024-02-12,12.26941
2024-02-13,29.21945
2024-02-14,20.12735
2024-02-15,15.49924
2024-02-16,14.28477
2024-02-17,8.12052
2024-02-18,8.94767
2024-02-19,20.65253
2024-02-20,17.80345
2024-02-21,14.12065
2024-02-22,14.05501
2024-02-23,12.61734
2024-02-24,7.51657
2024-02-25,7.96953
2024-02-26,26.77739
2024-02-27,17.09446
2024-02-28,12.56482
2024-02-29,10.20153
2024-03-01,5.90166
2024-03-02,5.61937
2024-03-03,5.56029
2024-03-04,9.15774
2024-03-05,9.75513
2024-03-06,8.56692
2024-03-07,7.87106
2024-03-08,7.38528
2024-03-09,4.9629
2024-03-10,4.20796
2024-03-11,6.83384
2024-03-12,6.62377
2024-03-13,7.18177
2024-03-14,8.33059
2024-03-15,7.70695
2024-03-16,3.83378
2024-03-17,3.41364
2024-03-18,5.93448
2024-03-19,6.7682
2024-03-20,6.01982
