date,하나은행환율
2020-06-23,19.4519
2020-06-24,21.65502
2020-06-25,21.81622
2020-06-26,21.86996
2020-06-27,3.76141
2020-06-28,3.81515
2020-06-29,23.32079
2020-06-30,25.95378
2020-07-01,22.62224
2020-07-02,18.59215
2020-07-03,16.65771
2020-07-04,3.60021
2020-07-05,3.70768
2020-07-06,25.52391
2020-07-07,23.21332
2020-07-08,20.95647
2020-07-09,22.35357
2020-07-10,19.72058
2020-07-11,3.00913
2020-07-12,2.74046
2020-07-13,20.09672
2020-07-14,20.52659
2020-07-15,18.48468
2020-07-16,21.44008
2020-07-17,20.58033
2020-07-18,3.43901
2020-07-19,2.74046
2020-07-20,19.72058
2020-07-21,21.27888
2020-07-22,21.17141
2020-07-23,17.30252
2020-07-24,19.77431
2020-07-25,3.76141
2020-07-26,2.9554
2020-07-27,23.26706
2020-07-28,24.01934
2020-07-29,22.67598
2020-07-30,20.90274
2020-07-31,27.40462
2020-08-01,4.99731
2020-08-02,3.00913
2020-08-03,21.22514
2020-08-04,18.53842
2020-08-05,18.53842
2020-08-06,19.72058
2020-08-07,19.82804
2020-08-08,2.9554
2020-08-09,2.79419
2020-08-10,22.13863
2020-08-11,18.64588
2020-08-12,18.53842
2020-08-13,17.03385
2020-08-14,16.71144
2020-08-15,2.74046
2020-08-16,3.33154
2020-08-17,5.96453
2020-08-18,21.0102
2020-08-19,19.98925
2020-08-20,22.89091
2020-08-21,20.47286
2020-08-22,2.68672
2020-08-23,2.84793
2020-08-24,22.19236
2020-08-25,23.69693
2020-08-26,19.39817
2020-08-27,21.70875
2020-08-28,20.90274
2020-08-29,3.17033
2020-08-30,3.81515
2020-08-31,26.92101
2020-09-01,26.49113
2020-09-02,23.26706
2020-09-03,22.03116
2020-09-04,19.77431
2020-09-05,2.31058
2020-09-06,2.52552
2020-09-07,20.79527
2020-09-08,21.65502
2020-09-09,18.48468
2020-09-10,17.46372
2020-09-11,18.96829
2020-09-12,3.33154
2020-09-13,2.79419
2020-09-14,21.0102
2020-09-15,20.63406
2020-09-16,23.05212
2020-09-17,20.09672
2020-09-18,24.71789
2020-09-19,3.54648
2020-09-20,2.31058
2020-09-21,25.57764
2020-09-22,25.63138
2020-09-23,21.92369
2020-09-24,21.81622
2020-09-25,21.44008
2020-09-26,2.9554
2020-09-27,2.90166
2020-09-28,25.09403
2020-09-29,18.48468
2020-09-30,3.86888
2020-10-01,3.22407
2020-10-02,3.2778
2020-10-03,3.17033
2020-10-04,3.65394
2020-10-05,39.22622
2020-10-06,22.89091
2020-10-07,21.38635
2020-10-08,22.2461
2020-10-09,5.10478
2020-10-10,4.56743
2020-10-11,2.47178
2020-10-12,30.84363
2020-10-13,24.28801
2020-10-14,22.99838
2020-10-15,20.47286
2020-10-16,18.69962
2020-10-17,3.65394
2020-10-18,3.1166
2020-10-19,23.69693
2020-10-20,23.21332
2020-10-21,23.75067
2020-10-22,20.95647
2020-10-23,21.65502
2020-10-24,4.40623
2020-10-25,3.06286
2020-10-26,24.23428
2020-10-27,21.11767
2020-10-28,22.56851
2020-10-29,25.63138
2020-10-30,25.2015
2020-10-31,4.6749
2020-11-01,2.47178
2020-11-02,30.84363
2020-11-03,20.09672
2020-11-04,25.41644
2020-11-05,24.12681
2020-11-06,22.72971
2020-11-07,5.53465
2020-11-08,4.45996
2020-11-09,26.32993
2020-11-10,24.77162
2020-11-11,23.58946
2020-11-12,24.44922
2020-11-13,21.38635
2020-11-14,4.56743
2020-11-15,3.33154
2020-11-16,24.28801
2020-11-17,23.9656
2020-11-18,21.54755
2020-11-19,24.71789
2020-11-20,19.2907
2020-11-21,3.43901
2020-11-22,3.22407
2020-11-23,22.46104
2020-11-24,24.77162
2020-11-25,22.89091
2020-11-26,22.46104
2020-11-27,19.34443
2020-11-28,4.8361
2020-11-29,3.2778
2020-11-30,25.47017
2020-12-01,25.63138
2020-12-02,25.90005
2020-12-03,25.41644
2020-12-04,26.06125
2020-12-05,5.53465
2020-12-06,4.8361
2020-12-07,26.5986
2020-12-08,26.27619
2020-12-09,21.65502
2020-12-10,23.21332
2020-12-11,20.31166
2020-12-12,5.15851
2020-12-13,3.54648
2020-12-14,26.54486
2020-12-15,24.93283
2020-12-16,23.53573
2020-12-17,19.50564
2020-12-18,21.33261
2020-12-19,4.29876
2020-12-20,3.86888
2020-12-21,25.30897
2020-12-22,23.6432
2020-12-23,21.60128
2020-12-24,19.72058
2020-12-25,4.19129
2020-12-26,3.49274
2020-12-27,3.70768
2020-12-28,25.68511
2020-12-29,24.44922
2020-12-30,25.14777
2020-12-31,20.52659
2021-01-01,3.81515
2021-01-02,4.13756
2021-01-03,3.65394
2021-01-04,36.48576
2021-01-05,26.16872
2021-01-06,24.12681
2021-01-07,24.82536
2021-01-08,23.26706
2021-01-09,4.35249
2021-01-10,5.05104
2021-01-11,27.51209
2021-01-12,23.9656
2021-01-13,24.07307
2021-01-14,25.52391
2021-01-15,23.85814
2021-01-16,4.08382
2021-01-17,3.86888
2021-01-18,24.39548
2021-01-19,22.56851
2021-01-20,23.26706
2021-01-21,24.34175
2021-01-22,21.0102
2021-01-23,4.03009
2021-01-24,5.80333
2021-01-25,24.39548
2021-01-26,22.19236
2021-01-27,21.92369
2021-01-28,23.53573
2021-01-29,24.61042
2021-01-30,4.24502
2021-01-31,5.31972
2021-02-01,29.554
2021-02-02,24.71789
2021-02-03,23.05212
2021-02-04,20.04298
2021-02-05,20.31166
2021-02-06,3.97635
2021-02-07,4.08382
2021-02-08,23.9656
2021-02-09,22.35357
2021-02-10,19.66684
2021-02-11,3.65394
2021-02-12,3.00913
2021-02-13,3.33154
2021-02-14,3.70768
2021-02-15,21.65502
2021-02-16,20.95647
2021-02-17,21.22514
2021-02-18,22.72971
2021-02-19,18.80709
2021-02-20,5.05104
2021-02-21,3.49274
2021-02-22,26.43739
2021-02-23,20.74153
2021-02-24,21.97743
2021-02-25,21.76249
2021-02-26,30.03761
2021-02-27,5.58839
2021-02-28,4.24502
2021-03-01,6.98549
2021-03-02,34.49758
2021-03-03,25.63138
2021-03-04,26.49113
2021-03-05,22.89091
2021-03-06,4.03009
2021-03-07,4.78237
2021-03-08,27.02847
2021-03-09,27.02847
2021-03-10,25.57764
2021-03-11,24.77162
2021-03-12,20.849
2021-03-13,4.19129
2021-03-14,3.22407
2021-03-15,25.14777
2021-03-16,23.6432
2021-03-17,21.81622
2021-03-18,23.15959
2021-03-19,20.63406
2021-03-20,5.15851
2021-03-21,4.13756
2021-03-22,22.13863
2021-03-23,22.83718
2021-03-24,23.58946
2021-03-25,21.33261
2021-03-26,20.15045
2021-03-27,4.78237
2021-03-28,4.24502
2021-03-29,22.51477
2021-03-30,23.75067
2021-03-31,27.35088
2021-04-01,27.40462
2021-04-02,21.54755
2021-04-03,4.56743
2021-04-04,4.03009
2021-04-05,25.68511
2021-04-06,27.45835
2021-04-07,28.74798
2021-04-08,26.38366
2021-04-09,26.43739
2021-04-10,6.12573
2021-04-11,9.99462
2021-04-12,29.33906
2021-04-13,28.64051
2021-04-14,30.25255
2021-04-15,27.13594
2021-04-16,21.65502
2021-04-17,6.28694
2021-04-18,6.50188
2021-04-19,32.5094
2021-04-20,21.86996
2021-04-21,26.97474
2021-04-22,22.99838
2021-04-23,22.13863
2021-04-24,4.13756
2021-04-25,4.35249
2021-04-26,26.00752
2021-04-27,24.82536
2021-04-28,24.55668
2021-04-29,22.72971
2021-04-30,25.68511
2021-05-01,4.24502
2021-05-02,3.06286
2021-05-03,28.53304
2021-05-04,21.76249
2021-05-05,5.58839
2021-05-06,21.65502
2021-05-07,22.56851
2021-05-08,3.76141
2021-05-09,3.70768
2021-05-10,24.77162
2021-05-11,24.28801
2021-05-12,25.0403
2021-05-13,24.28801
2021-05-14,24.01934
2021-05-15,3.86888
2021-05-16,4.40623
2021-05-17,25.95378
2021-05-18,20.95647
2021-05-19,6.55561
2021-05-20,24.82536
2021-05-21,22.83718
2021-05-22,4.29876
2021-05-23,3.81515
2021-05-24,27.13594
2021-05-25,26.97474
2021-05-26,22.89091
2021-05-27,24.07307
2021-05-28,22.89091
2021-05-29,3.86888
2021-05-30,3.22407
2021-05-31,29.87641
2021-06-01,30.36002
2021-06-02,24.50295
2021-06-03,23.8044
2021-06-04,22.35357
2021-06-05,3.54648
2021-06-06,3.60021
2021-06-07,27.13594
2021-06-08,28.47931
2021-06-09,26.86727
2021-06-10,23.6432
2021-06-11,20.41912
2021-06-12,3.70768
2021-06-13,2.68672
2021-06-14,22.51477
2021-06-15,20.20419
2021-06-16,22.83718
2021-06-17,30.30628
2021-06-18,20.58033
2021-06-19,3.60021
2021-06-20,3.22407
2021-06-21,30.36002
2021-06-22,23.21332
2021-06-23,24.77162
2021-06-24,23.8044
2021-06-25,20.95647
2021-06-26,4.5137
2021-06-27,4.19129
2021-06-28,25.84631
2021-06-29,22.78344
2021-06-30,100.0
2021-07-01,36.00214
2021-07-02,24.12681
2021-07-03,3.65394
2021-07-04,3.38527
2021-07-05,30.73616
2021-07-06,25.09403
2021-07-07,25.0403
2021-07-08,28.04943
2021-07-09,26.65233
2021-07-10,4.03009
2021-07-11,4.56743
2021-07-12,27.56582
2021-07-13,25.57764
2021-07-14,29.87641
2021-07-15,29.12412
2021-07-16,26.54486
2021-07-17,3.81515
2021-07-18,3.2778
2021-07-19,26.06125
2021-07-20,31.75711
2021-07-21,27.45835
2021-07-22,28.21063
2021-07-23,24.66415
2021-07-24,4.45996
2021-07-25,2.90166
2021-07-26,28.53304
2021-07-27,27.08221
2021-07-28,28.10317
2021-07-29,28.3181
2021-07-30,30.78989
2021-07-31,4.19129
2021-08-01,4.35249
2021-08-02,31.86458
2021-08-03,24.61042
2021-08-04,24.23428
2021-08-05,24.44922
2021-08-06,20.74153
2021-08-07,3.17033
2021-08-08,2.79419
2021-08-09,26.54486
2021-08-10,24.07307
2021-08-11,23.48199
2021-08-12,26.81354
2021-08-13,23.21332
2021-08-14,4.78237
2021-08-15,3.86888
2021-08-16,7.68404
2021-08-17,28.10317
2021-08-18,26.16872
2021-08-19,27.88823
2021-08-20,24.44922
2021-08-21,4.99731
2021-08-22,3.92262
2021-08-23,29.66147
2021-08-24,29.12412
2021-08-25,21.76249
2021-08-26,25.73885
2021-08-27,20.31166
2021-08-28,4.29876
2021-08-29,3.22407
2021-08-30,26.49113
2021-08-31,32.83181
2021-09-01,31.64965
2021-09-02,24.87909
2021-09-03,22.67598
2021-09-04,3.65394
2021-09-05,2.9554
2021-09-06,28.04943
2021-09-07,27.08221
2021-09-08,27.24341
2021-09-09,24.28801
2021-09-10,21.60128
2021-09-11,4.29876
2021-09-12,3.76141
2021-09-13,25.79258
2021-09-14,25.2015
2021-09-15,23.75067
2021-09-16,26.32993
2021-09-17,21.11767
2021-09-18,4.03009
2021-09-19,2.57925
2021-09-20,6.93175
2021-09-21,5.80333
2021-09-22,6.55561
2021-09-23,29.50026
2021-09-24,26.49113
2021-09-25,4.5137
2021-09-26,4.56743
2021-09-27,31.97205
2021-09-28,29.93014
2021-09-29,35.14239
2021-09-30,37.50671
2021-10-01,32.34819
2021-10-02,4.13756
2021-10-03,2.74046
2021-10-04,8.97367
2021-10-05,37.93659
2021-10-06,30.14508
2021-10-07,30.78989
2021-10-08,31.75711
2021-10-09,3.33154
2021-10-10,3.06286
2021-10-11,8.91993
2021-10-12,39.33369
2021-10-13,32.83181
2021-10-14,28.69425
2021-10-15,26.65233
2021-10-16,4.35249
2021-10-17,2.57925
2021-10-18,24.28801
2021-10-19,24.87909
2021-10-20,23.05212
2021-10-21,24.87909
2021-10-22,23.91187
2021-10-23,3.65394
2021-10-24,3.76141
2021-10-25,34.12144
2021-10-26,25.41644
2021-10-27,28.3181
2021-10-28,28.26437
2021-10-29,32.45566
2021-10-30,4.6749
2021-10-31,3.97635
2021-11-01,36.96937
2021-11-02,27.88823
2021-11-03,27.78076
2021-11-04,25.73885
2021-11-05,23.32079
2021-11-06,3.38527
2021-11-07,4.24502
2021-11-08,27.40462
2021-11-09,38.68887
2021-11-10,21.70875
2021-11-11,24.34175
2021-11-12,23.32079
2021-11-13,3.65394
2021-11-14,3.54648
2021-11-15,26.54486
2021-11-16,26.38366
2021-11-17,26.54486
2021-11-18,26.00752
2021-11-19,25.0403
2021-11-20,4.72864
2021-11-21,3.92262
2021-11-22,28.1569
2021-11-23,26.92101
2021-11-24,24.18054
2021-11-25,26.38366
2021-11-26,22.83718
2021-11-27,3.81515
2021-11-28,4.35249
2021-11-29,30.52122
2021-11-30,39.33369
2021-12-01,39.76356
2021-12-02,25.41644
2021-12-03,27.9957
2021-12-04,5.21225
2021-12-05,3.92262
2021-12-06,29.44653
2021-12-07,29.60773
2021-12-08,27.13594
2021-12-09,25.14777
2021-12-10,21.06394
2021-12-11,4.8361
2021-12-12,4.08382
2021-12-13,25.68511
2021-12-14,26.65233
2021-12-15,26.7598
2021-12-16,27.83449
2021-12-17,19.23696
2021-12-18,3.76141
2021-12-19,3.17033
2021-12-20,30.84363
2021-12-21,29.23159
2021-12-22,23.21332
2021-12-23,23.58946
2021-12-24,21.44008
2021-12-25,2.14938
2021-12-26,3.17033
2021-12-27,26.11499
2021-12-28,24.28801
2021-12-29,24.07307
2021-12-30,20.74153
2021-12-31,23.75067
2022-01-01,3.60021
2022-01-02,4.45996
2022-01-03,39.9785
2022-01-04,35.78721
2022-01-05,26.92101
2022-01-06,30.62869
2022-01-07,26.65233
2022-01-08,6.17947
2022-01-09,3.81515
2022-01-10,28.26437
2022-01-11,27.56582
2022-01-12,26.97474
2022-01-13,23.85814
2022-01-14,25.41644
2022-01-15,5.05104
2022-01-16,4.8361
2022-01-17,29.87641
2022-01-18,27.56582
2022-01-19,24.82536
2022-01-20,25.09403
2022-01-21,23.48199
2022-01-22,3.86888
2022-01-23,4.08382
2022-01-24,33.53036
2022-01-25,29.554
2022-01-26,29.28533
2022-01-27,30.09134
2022-01-28,28.96292
2022-01-29,4.6749
2022-01-30,2.68672
2022-01-31,4.08382
2022-02-01,5.64212
2022-02-02,6.44814
2022-02-03,33.53036
2022-02-04,27.88823
2022-02-05,3.76141
2022-02-06,3.92262
2022-02-07,33.47662
2022-02-08,27.35088
2022-02-09,27.40462
2022-02-10,29.87641
2022-02-11,24.55668
2022-02-12,3.22407
2022-02-13,3.86888
2022-02-14,26.86727
2022-02-15,26.16872
2022-02-16,24.61042
2022-02-17,25.95378
2022-02-18,25.68511
2022-02-19,3.2778
2022-02-20,3.97635
2022-02-21,32.56313
2022-02-22,27.40462
2022-02-23,26.5986
2022-02-24,32.18699
2022-02-25,30.78989
2022-02-26,4.94357
2022-02-27,4.56743
2022-02-28,44.76088
2022-03-01,9.0274
2022-03-02,40.40838
2022-03-03,33.74529
2022-03-04,32.93927
2022-03-05,5.37345
2022-03-06,4.88984
2022-03-07,41.80548
2022-03-08,43.41751
2022-03-09,9.51101
2022-03-10,36.10961
2022-03-11,31.81085
2022-03-12,5.53465
2022-03-13,4.62117
2022-03-14,40.40838
2022-03-15,36.70069
2022-03-16,42.98764
2022-03-17,36.10961
2022-03-18,35.14239
2022-03-19,6.98549
2022-03-20,5.37345
2022-03-21,42.12788
2022-03-22,33.96023
2022-03-23,30.25255
2022-03-24,33.20795
2022-03-25,27.40462
2022-03-26,5.05104
2022-03-27,4.72864
2022-03-28,35.89468
2022-03-29,35.78721
2022-03-30,38.47393
2022-03-31,42.28909
2022-04-01,39.76356
2022-04-02,4.78237
2022-04-03,4.35249
2022-04-04,32.18699
2022-04-05,31.48844
2022-04-06,33.79903
2022-04-07,29.82267
2022-04-08,29.7152
2022-04-09,4.24502
2022-04-10,4.40623
2022-04-11,34.28264
2022-04-12,33.79903
2022-04-13,34.49758
2022-04-14,27.56582
2022-04-15,26.65233
2022-04-16,3.86888
2022-04-17,3.2778
2022-04-18,34.17517
2022-04-19,35.89468
2022-04-20,35.4648
2022-04-21,34.87372
2022-04-22,27.61955
2022-04-23,3.1166
2022-04-24,3.54648
2022-04-25,35.41106
2022-04-26,35.626
2022-04-27,37.23804
2022-04-28,42.28909
2022-04-29,43.63245
2022-04-30,6.50188
2022-05-01,4.35249
2022-05-02,41.48307
2022-05-03,33.63782
2022-05-04,33.42289
2022-05-05,7.57657
2022-05-06,31.32724
2022-05-07,4.72864
2022-05-08,4.13756
2022-05-09,42.50403
2022-05-10,39.22622
2022-05-11,36.27082
2022-05-12,40.99946
2022-05-13,34.28264
2022-05-14,5.31972
2022-05-15,4.78237
2022-05-16,37.99032
2022-05-17,36.64696
2022-05-18,33.9065
2022-05-19,37.0231
2022-05-20,35.35733
2022-05-21,4.62117
2022-05-22,5.15851
2022-05-23,36.59322
2022-05-24,37.77538
2022-05-25,37.34551
2022-05-26,32.02579
2022-05-27,28.80171
2022-05-28,4.5137
2022-05-29,4.78237
2022-05-30,49.16711
2022-05-31,51.37023
2022-06-01,10.96184
2022-06-02,50.61794
2022-06-03,39.54862
2022-06-04,5.15851
2022-06-05,3.81515
2022-06-06,9.34981
2022-06-07,44.11606
2022-06-08,39.76356
2022-06-09,41.59054
2022-06-10,38.20526
2022-06-11,5.48092
2022-06-12,5.48092
2022-06-13,51.6389
2022-06-14,46.96399
2022-06-15,41.48307
2022-06-16,41.10693
2022-06-17,37.13057
2022-06-18,5.05104
2022-06-19,5.15851
2022-06-20,47.2864
2022-06-21,41.10693
2022-06-22,39.65609
2022-06-23,41.48307
2022-06-24,38.68887
2022-06-25,4.56743
2022-06-26,4.45996
2022-06-27,48.36109
2022-06-28,38.47393
2022-06-29,43.09511
2022-06-30,48.79097
2022-07-01,53.25094
2022-07-02,6.60934
2022-07-03,6.98549
2022-07-04,64.58893
2022-07-05,58.83933
2022-07-06,53.14347
2022-07-07,44.97581
2022-07-08,42.34282
2022-07-09,4.8361
2022-07-10,5.10478
2022-07-11,47.2864
2022-07-12,48.30736
2022-07-13,47.4476
2022-07-14,47.17893
2022-07-15,49.16711
2022-07-16,6.87802
2022-07-17,6.34067
2022-07-18,58.78559
2022-07-19,45.83557
2022-07-20,43.47125
2022-07-21,47.2864
2022-07-22,41.96668
2022-07-23,5.21225
2022-07-24,7.7915
2022-07-25,43.84739
2022-07-26,45.67436
2022-07-27,39.9785
2022-07-28,42.18162
2022-07-29,42.18162
2022-07-30,5.80333
2022-07-31,5.58839
2022-08-01,50.2418
2022-08-02,41.48307
2022-08-03,38.09779
2022-08-04,35.94841
2022-08-05,32.07952
2022-08-06,6.87802
2022-08-07,5.05104
2022-08-08,43.79365
2022-08-09,37.13057
2022-08-10,40.35464
2022-08-11,38.79634
2022-08-12,34.39011
2022-08-13,3.65394
2022-08-14,3.54648
2022-08-15,8.32885
2022-08-16,39.38742
2022-08-17,37.23804
2022-08-18,33.36915
2022-08-19,38.47393
2022-08-20,6.12573
2022-08-21,5.74959
2022-08-22,53.51961
2022-08-23,50.0806
2022-08-24,49.11337
2022-08-25,39.92477
2022-08-26,35.41106
2022-08-27,7.14669
2022-08-28,5.58839
2022-08-29,55.83019
2022-08-30,45.02955
2022-08-31,53.89575
2022-09-01,60.6663
2022-09-02,47.01773
2022-09-03,6.77055
2022-09-04,7.57657
2022-09-05,59.53788
2022-09-06,51.53143
2022-09-07,55.88393
2022-09-08,42.07415
2022-09-09,10.80064
2022-09-10,4.99731
2022-09-11,5.05104
2022-09-12,9.1886
2022-09-13,56.63621
2022-09-14,68.83396
2022-09-15,60.39763
2022-09-16,51.85384
2022-09-17,7.52283
2022-09-18,7.57657
2022-09-19,52.98226
2022-09-20,50.67168
2022-09-21,46.80279
2022-09-22,63.4605
2022-09-23,54.91671
2022-09-24,10.53197
2022-09-25,7.89897
2022-09-26,73.07898
2022-09-27,66.68457
2022-09-28,70.23105
2022-09-29,67.86673
2022-09-30,63.56797
2022-10-01,8.91993
2022-10-02,7.73777
2022-10-03,15.74422
2022-10-04,77.21655
2022-10-05,71.89682
2022-10-06,72.05803
2022-10-07,64.53519
2022-10-08,10.74691
2022-10-09,7.6303
2022-10-10,13.3799
2022-10-11,72.38044
2022-10-12,57.11982
2022-10-13,55.72272
2022-10-14,54.54056
2022-10-15,9.13487
2022-10-16,6.77055
2022-10-17,59.05427
2022-10-18,60.72004
2022-10-19,61.9022
2022-10-20,51.6389
2022-10-21,54.32563
2022-10-22,9.83342
2022-10-23,8.16765
2022-10-24,58.35572
2022-10-25,57.7109
2022-10-26,55.66899
2022-10-27,51.6389
2022-10-28,54.37936
2022-10-29,7.14669
2022-10-30,6.072
2022-10-31,64.75013
2022-11-01,64.26652
2022-11-02,52.82106
2022-11-03,53.89575
2022-11-04,45.8893
2022-11-05,7.6303
2022-11-06,6.98549
2022-11-07,62.86942
2022-11-08,63.03062
2022-11-09,66.79204
2022-11-10,65.87855
2022-11-11,70.01612
2022-11-12,12.95002
2022-11-13,10.31703
2022-11-14,81.35411
2022-11-15,66.95325
2022-11-16,61.04245
2022-11-17,58.67813
2022-11-18,45.78183
2022-11-19,10.26329
2022-11-20,7.30789
2022-11-21,63.51423
2022-11-22,55.29285
2022-11-23,47.23267
2022-11-24,50.18807
2022-11-25,47.77001
2022-11-26,9.08113
2022-11-27,8.11391
2022-11-28,57.28103
2022-11-29,57.22729
2022-11-30,63.89038
2022-12-01,70.06985
2022-12-02,52.22998
2022-12-03,7.57657
2022-12-04,8.81246
2022-12-05,66.20096
2022-12-06,56.63621
2022-12-07,50.88662
2022-12-08,50.0806
2022-12-09,44.4922
2022-12-10,8.22138
2022-12-11,7.30789
2022-12-12,52.01504
2022-12-13,54.05695
2022-12-14,54.37936
2022-12-15,53.1972
2022-12-16,47.1252
2022-12-17,6.66308
2022-12-18,6.55561
2022-12-19,58.30198
2022-12-20,53.30467
2022-12-21,53.1972
2022-12-22,53.036
2022-12-23,46.10424
2022-12-24,8.43632
2022-12-25,6.01826
2022-12-26,53.41214
2022-12-27,47.1252
2022-12-28,49.81192
2022-12-29,46.21171
2022-12-30,42.98764
2022-12-31,8.70499
2023-01-01,8.43632
2023-01-02,72.64911
2023-01-03,63.24556
2023-01-04,59.05427
2023-01-05,53.46587
2023-01-06,47.82375
2023-01-07,8.32885
2023-01-08,7.36163
2023-01-09,54.54056
2023-01-10,56.04513
2023-01-11,51.04782
2023-01-12,47.1252
2023-01-13,45.13702
2023-01-14,9.0274
2023-01-15,8.32885
2023-01-16,56.58248
2023-01-17,50.34927
2023-01-18,51.10155
2023-01-19,48.73723
2023-01-20,37.93659
2023-01-21,6.072
2023-01-22,4.99731
2023-01-23,8.32885
2023-01-24,9.83342
2023-01-25,56.85115
2023-01-26,46.10424
2023-01-27,46.74905
2023-01-28,6.01826
2023-01-29,8.16765
2023-01-30,53.46587
2023-01-31,60.77377
2023-02-01,56.36754
2023-02-02,58.62439
2023-02-03,44.86835
2023-02-04,8.11391
2023-02-05,8.97367
2023-02-06,60.6663
2023-02-07,49.22084
2023-02-08,49.43578
2023-02-09,42.66523
2023-02-10,42.18162
2023-02-11,7.84524
2023-02-12,6.60934
2023-02-13,54.37936
2023-02-14,51.74637
2023-02-15,51.31649
2023-02-16,51.74637
2023-02-17,50.13433
2023-02-18,8.54379
2023-02-19,7.03922
2023-02-20,57.97958
2023-02-21,50.99408
2023-02-22,53.41214
2023-02-23,50.61794
2023-02-24,46.15797
2023-02-25,7.84524
2023-02-26,7.52283
2023-02-27,67.49059
2023-02-28,63.99785
2023-03-01,15.42181
2023-03-02,68.61902
2023-03-03,55.29285
2023-03-04,8.59752
2023-03-05,7.68404
2023-03-06,61.09618
2023-03-07,47.07146
2023-03-08,50.403
2023-03-09,52.06878
2023-03-10,53.73455
2023-03-11,7.89897
2023-03-12,6.60934
2023-03-13,64.80386
2023-03-14,53.62708
2023-03-15,50.51047
2023-03-16,52.01504
2023-03-17,46.53412
2023-03-18,7.03922
2023-03-19,7.30789
2023-03-20,60.02149
2023-03-21,51.90757
2023-03-22,49.05964
2023-03-23,57.11982
2023-03-24,52.49865
2023-03-25,7.57657
2023-03-26,7.89897
2023-03-27,59.64535
2023-03-28,56.20634
2023-03-29,49.70445
2023-03-30,53.1972
2023-03-31,62.0634
2023-04-01,7.6303
2023-04-02,6.87802
2023-04-03,73.40139
2023-04-04,63.83664
2023-04-05,52.49865
2023-04-06,55.45405
2023-04-07,43.90112
2023-04-08,6.34067
2023-04-09,6.66308
2023-04-10,57.81837
2023-04-11,57.60343
2023-04-12,58.46319
2023-04-13,50.2418
2023-04-14,50.02686
2023-04-15,7.52283
2023-04-16,6.28694
2023-04-17,55.45405
2023-04-18,58.14078
2023-04-19,52.28371
2023-04-20,57.22729
2023-04-21,47.87748
2023-04-22,6.39441
2023-04-23,6.2332
2023-04-24,61.25738
2023-04-25,53.30467
2023-04-26,54.54056
2023-04-27,53.1972
2023-04-28,51.37023
2023-04-29,6.98549
2023-04-30,6.34067
2023-05-01,16.06663
2023-05-02,76.57173
2023-05-03,62.81569
2023-05-04,51.10155
2023-05-05,10.26329
2023-05-06,10.4245
2023-05-07,7.73777
2023-05-08,59.96775
2023-05-09,61.36485
2023-05-10,57.22729
2023-05-11,46.37291
2023-05-12,47.23267
2023-05-13,6.93175
2023-05-14,6.66308
2023-05-15,63.19183
2023-05-16,59.43041
2023-05-17,50.61794
2023-05-18,56.47501
2023-05-19,53.3584
2023-05-20,7.6303
2023-05-21,6.072
2023-05-22,65.18001
2023-05-23,61.68726
2023-05-24,58.19451
2023-05-25,55.07791
2023-05-26,48.95217
2023-05-27,6.50188
2023-05-28,6.39441
2023-05-29,10.80064
