date,증시일정
2020-03-20,2.6923
2020-03-21,1.53846
2020-03-22,1.6923
2020-03-23,3.92307
2020-03-24,3.23076
2020-03-25,4.76923
2020-03-26,4.84615
2020-03-27,3.84615
2020-03-28,1.92307
2020-03-29,2.30769
2020-03-30,3.84615
2020-03-31,5.30769
2020-04-01,4.38461
2020-04-02,4.0
2020-04-03,4.84615
2020-04-04,2.38461
2020-04-05,3.46153
2020-04-06,6.0
2020-04-07,6.53846
2020-04-08,7.0
2020-04-09,7.53846
2020-04-10,10.46153
2020-04-11,4.07692
2020-04-12,3.0
2020-04-13,10.46153
2020-04-14,12.84615
2020-04-15,8.6923
2020-04-16,4.07692
2020-04-17,3.30769
2020-04-18,3.76923
2020-04-19,3.53846
2020-04-20,4.6923
2020-04-21,5.38461
2020-04-22,4.30769
2020-04-23,5.15384
2020-04-24,6.84615
2020-04-25,3.61538
2020-04-26,6.6923
2020-04-27,15.38461
2020-04-28,21.0
2020-04-29,49.53846
2020-04-30,31.76923
2020-05-01,22.92307
2020-05-02,3.38461
2020-05-03,6.15384
2020-05-04,8.46153
2020-05-05,4.30769
2020-05-06,3.23076
2020-05-07,1.92307
2020-05-08,2.15384
2020-05-09,1.30769
2020-05-10,1.76923
2020-05-11,2.07692
2020-05-12,3.46153
2020-05-13,2.61538
2020-05-14,3.6923
2020-05-15,1.61538
2020-05-16,1.38461
2020-05-17,2.0
2020-05-18,1.76923
2020-05-19,2.46153
2020-05-20,2.61538
2020-05-21,3.84615
2020-05-22,2.07692
2020-05-23,1.23076
2020-05-24,3.0
2020-05-25,7.38461
2020-05-26,3.53846
2020-05-27,2.38461
2020-05-28,3.07692
2020-05-29,2.61538
2020-05-30,1.53846
2020-05-31,4.46153
2020-06-01,3.53846
2020-06-02,2.76923
2020-06-03,3.76923
2020-06-04,4.15384
2020-06-05,3.30769
2020-06-06,1.84615
2020-06-07,2.46153
2020-06-08,4.53846
2020-06-09,2.84615
2020-06-10,5.07692
2020-06-11,4.23076
2020-06-12,3.15384
2020-06-13,1.61538
2020-06-14,3.15384
2020-06-15,3.6923
2020-06-16,4.23076
2020-06-17,2.38461
2020-06-18,2.92307
2020-06-19,3.23076
2020-06-20,1.92307
2020-06-21,2.53846
2020-06-22,3.84615
2020-06-23,1.07692
2020-06-24,2.6923
2020-06-25,3.38461
2020-06-26,2.53846
2020-06-27,2.38461
2020-06-28,2.6923
2020-06-29,3.61538
2020-06-30,4.23076
2020-07-01,4.84615
2020-07-02,4.53846
2020-07-03,6.46153
2020-07-04,4.61538
2020-07-05,3.15384
2020-07-06,4.92307
2020-07-07,4.38461
2020-07-08,5.30769
2020-07-09,3.92307
2020-07-10,4.23076
2020-07-11,3.76923
2020-07-12,5.6923
2020-07-13,5.30769
2020-07-14,4.92307
2020-07-15,4.6923
2020-07-16,6.6923
2020-07-17,4.15384
2020-07-18,2.23076
2020-07-19,3.53846
2020-07-20,4.23076
2020-07-21,4.0
2020-07-22,3.84615
2020-07-23,4.53846
2020-07-24,3.84615
2020-07-25,2.23076
2020-07-26,4.46153
2020-07-27,6.38461
2020-07-28,4.84615
2020-07-29,5.07692
2020-07-30,4.84615
2020-07-31,5.15384
2020-08-01,2.6923
2020-08-02,4.84615
2020-08-03,7.07692
2020-08-04,3.84615
2020-08-05,3.38461
2020-08-06,3.92307
2020-08-07,4.6923
2020-08-08,2.30769
2020-08-09,4.84615
2020-08-10,4.61538
2020-08-11,3.23076
2020-08-12,4.07692
2020-08-13,5.84615
2020-08-14,6.46153
2020-08-15,1.84615
2020-08-16,5.76923
2020-08-17,7.0
2020-08-18,2.76923
2020-08-19,1.84615
2020-08-20,2.38461
2020-08-21,2.76923
2020-08-22,0.53846
2020-08-23,1.76923
2020-08-24,2.84615
2020-08-25,4.07692
2020-08-26,3.53846
2020-08-27,2.38461
2020-08-28,2.46153
2020-08-29,2.46153
2020-08-30,4.38461
2020-08-31,5.38461
2020-09-01,5.6923
2020-09-02,3.6923
2020-09-03,4.30769
2020-09-04,6.30769
2020-09-05,5.30769
2020-09-06,6.0
2020-09-07,9.84615
2020-09-08,6.76923
2020-09-09,6.30769
2020-09-10,5.84615
2020-09-11,4.53846
2020-09-12,3.6923
2020-09-13,4.15384
2020-09-14,6.30769
2020-09-15,6.84615
2020-09-16,4.53846
2020-09-17,4.07692
2020-09-18,5.53846
2020-09-19,3.23076
2020-09-20,4.92307
2020-09-21,6.76923
2020-09-22,6.46153
2020-09-23,8.15384
2020-09-24,9.23076
2020-09-25,9.61538
2020-09-26,6.23076
2020-09-27,6.30769
2020-09-28,18.15384
2020-09-29,13.0
2020-09-30,6.6923
2020-10-01,4.0
2020-10-02,2.76923
2020-10-03,2.0
2020-10-04,3.84615
2020-10-05,4.76923
2020-10-06,5.84615
2020-10-07,4.46153
2020-10-08,7.84615
2020-10-09,3.46153
2020-10-10,1.84615
2020-10-11,4.53846
2020-10-12,5.30769
2020-10-13,5.0
2020-10-14,4.07692
2020-10-15,4.38461
2020-10-16,4.46153
2020-10-17,2.61538
2020-10-18,3.6923
2020-10-19,6.92307
2020-10-20,5.15384
2020-10-21,4.23076
2020-10-22,3.92307
2020-10-23,3.46153
2020-10-24,1.23076
2020-10-25,4.23076
2020-10-26,6.07692
2020-10-27,6.53846
2020-10-28,4.61538
2020-10-29,4.07692
2020-10-30,3.15384
2020-10-31,2.30769
2020-11-01,2.46153
2020-11-02,6.53846
2020-11-03,5.30769
2020-11-04,4.76923
2020-11-05,4.53846
2020-11-06,4.30769
2020-11-07,2.15384
2020-11-08,4.6923
2020-11-09,5.76923
2020-11-10,6.07692
2020-11-11,4.84615
2020-11-12,6.15384
2020-11-13,3.6923
2020-11-14,2.53846
2020-11-15,6.23076
2020-11-16,6.76923
2020-11-17,5.0
2020-11-18,5.0
2020-11-19,6.38461
2020-11-20,5.61538
2020-11-21,4.0
2020-11-22,6.15384
2020-11-23,5.6923
2020-11-24,5.30769
2020-11-25,5.38461
2020-11-26,8.38461
2020-11-27,7.6923
2020-11-28,3.38461
2020-11-29,7.07692
2020-11-30,9.38461
2020-12-01,11.46153
2020-12-02,16.07692
2020-12-03,38.76923
2020-12-04,7.61538
2020-12-05,4.92307
2020-12-06,7.6923
2020-12-07,10.6923
2020-12-08,9.38461
2020-12-09,9.84615
2020-12-10,8.30769
2020-12-11,8.07692
2020-12-12,5.15384
2020-12-13,7.38461
2020-12-14,8.53846
2020-12-15,6.6923
2020-12-16,8.0
2020-12-17,7.23076
2020-12-18,10.30769
2020-12-19,5.6923
2020-12-20,8.23076
2020-12-21,15.6923
2020-12-22,18.46153
2020-12-23,26.30769
2020-12-24,37.76923
2020-12-25,18.92307
2020-12-26,10.53846
2020-12-27,17.30769
2020-12-28,41.38461
2020-12-29,57.53846
2020-12-30,56.15384
2020-12-31,29.07692
2021-01-01,7.6923
2021-01-02,5.23076
2021-01-03,9.92307
2021-01-04,41.30769
2021-01-05,8.0
2021-01-06,5.92307
2021-01-07,6.07692
2021-01-08,8.23076
2021-01-09,8.38461
2021-01-10,9.38461
2021-01-11,11.6923
2021-01-12,11.30769
2021-01-13,9.07692
2021-01-14,7.38461
2021-01-15,7.53846
2021-01-16,5.38461
2021-01-17,9.23076
2021-01-18,11.38461
2021-01-19,8.23076
2021-01-20,5.23076
2021-01-21,7.23076
2021-01-22,8.23076
2021-01-23,6.38461
2021-01-24,7.84615
2021-01-25,11.07692
2021-01-26,8.61538
2021-01-27,8.23076
2021-01-28,7.61538
2021-01-29,6.76923
2021-01-30,7.23076
2021-01-31,6.61538
2021-02-01,9.76923
2021-02-02,7.92307
2021-02-03,7.23076
2021-02-04,9.76923
2021-02-05,10.61538
2021-02-06,6.92307
2021-02-07,11.15384
2021-02-08,20.61538
2021-02-09,27.0
2021-02-10,19.6923
2021-02-11,8.92307
2021-02-12,5.84615
2021-02-13,4.76923
2021-02-14,8.61538
2021-02-15,15.53846
2021-02-16,8.6923
2021-02-17,7.23076
2021-02-18,6.84615
2021-02-19,6.07692
2021-02-20,4.23076
2021-02-21,6.0
2021-02-22,7.6923
2021-02-23,6.92307
2021-02-24,6.46153
2021-02-25,6.6923
2021-02-26,6.53846
2021-02-27,3.6923
2021-02-28,5.76923
2021-03-01,7.30769
2021-03-02,6.46153
2021-03-03,4.53846
2021-03-04,4.92307
2021-03-05,5.0
2021-03-06,3.61538
2021-03-07,5.76923
2021-03-08,7.61538
2021-03-09,6.6923
2021-03-10,7.23076
2021-03-11,6.6923
2021-03-12,5.46153
2021-03-13,4.07692
2021-03-14,6.07692
2021-03-15,7.0
2021-03-16,5.61538
2021-03-17,3.76923
2021-03-18,5.84615
2021-03-19,3.53846
2021-03-20,4.38461
2021-03-21,5.6923
2021-03-22,6.23076
2021-03-23,4.15384
2021-03-24,3.84615
2021-03-25,3.23076
2021-03-26,2.61538
2021-03-27,2.46153
2021-03-28,5.84615
2021-03-29,8.23076
2021-03-30,4.6923
2021-03-31,4.92307
2021-04-01,6.6923
2021-04-02,8.38461
2021-04-03,5.30769
2021-04-04,7.0
2021-04-05,9.0
2021-04-06,7.23076
2021-04-07,6.46153
2021-04-08,5.38461
2021-04-09,3.38461
2021-04-10,2.0
2021-04-11,4.53846
2021-04-12,4.92307
2021-04-13,4.46153
2021-04-14,4.61538
2021-04-15,5.30769
2021-04-16,4.07692
2021-04-17,3.30769
2021-04-18,5.92307
2021-04-19,6.46153
2021-04-20,4.61538
2021-04-21,4.0
2021-04-22,3.61538
2021-04-23,3.6923
2021-04-24,2.53846
2021-04-25,5.76923
2021-04-26,6.23076
2021-04-27,5.53846
2021-04-28,4.53846
2021-04-29,3.38461
2021-04-30,2.84615
2021-05-01,2.30769
2021-05-02,5.0
2021-05-03,5.30769
2021-05-04,4.84615
2021-05-05,5.84615
2021-05-06,2.46153
2021-05-07,2.30769
2021-05-08,2.61538
2021-05-09,5.07692
2021-05-10,4.38461
2021-05-11,4.15384
2021-05-12,4.92307
2021-05-13,4.61538
2021-05-14,3.84615
2021-05-15,2.38461
2021-05-16,4.07692
2021-05-17,5.0
2021-05-18,5.23076
2021-05-19,5.38461
2021-05-20,3.46153
2021-05-21,3.0
2021-05-22,2.07692
2021-05-23,2.53846
2021-05-24,4.61538
2021-05-25,3.23076
2021-05-26,3.46153
2021-05-27,5.38461
2021-05-28,2.76923
2021-05-29,2.30769
2021-05-30,5.07692
2021-05-31,7.0
2021-06-01,4.84615
2021-06-02,5.07692
2021-06-03,5.92307
2021-06-04,2.38461
2021-06-05,3.0
2021-06-06,5.07692
2021-06-07,6.38461
2021-06-08,4.84615
