date,삼성SDI주가
2020-10-05,33.47372
2020-10-06,31.2984
2020-10-07,29.75562
2020-10-08,32.71159
2020-10-09,4.7965
2020-10-10,2.98065
2020-10-11,2.93745
2020-10-12,32.10527
2020-10-13,30.11663
2020-10-14,28.86235
2020-10-15,28.51059
2020-10-16,28.32855
2020-10-17,3.23984
2020-10-18,2.54096
2020-10-19,29.87287
2020-10-20,33.02631
2020-10-21,30.05492
2020-10-22,26.14088
2020-10-23,25.15813
2020-10-24,3.15035
2020-10-25,3.20127
2020-10-26,30.11509
2020-10-27,31.29069
2020-10-28,29.44552
2020-10-29,28.85772
2020-10-30,45.43799
2020-10-31,4.81964
2020-11-01,3.70113
2020-11-02,33.6604
2020-11-03,41.63041
2020-11-04,41.89268
2020-11-05,52.34039
2020-11-06,56.04616
2020-11-07,6.29609
2020-11-08,6.07855
2020-11-09,70.5591
2020-11-10,57.49637
2020-11-11,50.47517
2020-11-12,44.40741
2020-11-13,52.04572
2020-11-14,6.32231
2020-11-15,4.7425
2020-11-16,50.31935
2020-11-17,46.21864
2020-11-18,44.7638
2020-11-19,46.11373
2020-11-20,38.28874
2020-11-21,4.65919
2020-11-22,3.9094
2020-11-23,45.79129
2020-11-24,58.00394
2020-11-25,57.26032
2020-11-26,50.84081
2020-11-27,46.26338
2020-11-28,6.17883
2020-11-29,5.09889
2020-11-30,44.79774
2020-12-01,45.17109
2020-12-02,47.72131
2020-12-03,45.1464
2020-12-04,47.05945
2020-12-05,6.02147
2020-12-06,5.15134
2020-12-07,44.59717
2020-12-08,49.94908
2020-12-09,49.08358
2020-12-10,47.05945
2020-12-11,42.34471
2020-12-12,8.41587
2020-12-13,5.35345
2020-12-14,42.21821
2020-12-15,38.54947
2020-12-16,41.61035
2020-12-17,40.69394
2020-12-18,37.10543
2020-12-19,6.11867
2020-12-20,6.08164
2020-12-21,38.85957
2020-12-22,35.96531
2020-12-23,39.65873
2020-12-24,41.69057
2020-12-25,5.82399
2020-12-26,4.93535
2020-12-27,5.12666
2020-12-28,39.28229
2020-12-29,59.4773
2020-12-30,60.39526
2020-12-31,13.90045
2021-01-01,9.11783
2021-01-02,8.77379
2021-01-03,11.28235
2021-01-04,82.55422
2021-01-05,76.26893
2021-01-06,72.66345
2021-01-07,75.78913
2021-01-08,92.74275
2021-01-09,15.49569
2021-01-10,16.55558
2021-01-11,100.0
2021-01-12,87.74568
2021-01-13,75.58702
2021-01-14,68.33132
2021-01-15,60.8982
2021-01-16,8.14588
2021-01-17,6.56144
2021-01-18,66.15754
2021-01-19,67.93946
2021-01-20,58.88642
2021-01-21,57.07673
2021-01-22,79.37764
2021-01-23,11.06482
2021-01-24,7.93606
2021-01-25,64.65333
2021-01-26,64.44197
2021-01-27,62.24351
2021-01-28,64.18433
2021-01-29,61.67268
2021-01-30,8.62106
2021-01-31,7.4038
2021-02-01,60.20704
2021-02-02,53.21824
2021-02-03,49.2934
2021-02-04,45.0523
2021-02-05,49.73464
2021-02-06,6.87617
2021-02-07,5.43521
2021-02-08,46.84501
2021-02-09,41.26014
2021-02-10,39.1635
2021-02-11,6.19735
2021-02-12,4.72553
2021-02-13,4.62371
2021-02-14,5.10352
2021-02-15,56.84223
2021-02-16,48.38162
2021-02-17,46.23407
2021-02-18,43.4802
2021-02-19,46.39606
2021-02-20,6.28374
2021-02-21,6.38094
2021-02-22,60.53565
2021-02-23,59.57141
2021-02-24,59.124
2021-02-25,55.1714
2021-02-26,50.10028
2021-02-27,6.98879
2021-02-28,6.51516
2021-03-01,8.04714
2021-03-02,51.28359
2021-03-03,44.04177
2021-03-04,40.65383
2021-03-05,43.15313
2021-03-06,5.83634
2021-03-07,5.30871
2021-03-08,43.49409
2021-03-09,48.70869
2021-03-10,47.01008
2021-03-11,60.87969
2021-03-12,51.38541
2021-03-13,5.96439
2021-03-14,5.11432
2021-03-15,44.51695
2021-03-16,52.43913
2021-03-17,60.79021
2021-03-18,53.20589
2021-03-19,44.29479
2021-03-20,5.84868
2021-03-21,4.96929
2021-03-22,44.46141
2021-03-23,42.98805
2021-03-24,42.10558
2021-03-25,40.13854
2021-03-26,38.58958
2021-03-27,4.87981
2021-03-28,3.81375
2021-03-29,38.49239
2021-03-30,40.93461
2021-03-31,36.54231
2021-04-01,37.30445
2021-04-02,36.45592
2021-04-03,5.00015
2021-04-04,3.94797
2021-04-05,37.67009
2021-04-06,39.66953
2021-04-07,41.25397
2021-04-08,35.6367
2021-04-09,35.67836
2021-04-10,4.14699
2021-04-11,4.72708
2021-04-12,39.02619
2021-04-13,58.6118
2021-04-14,51.3021
2021-04-15,44.93967
2021-04-16,41.48384
2021-04-17,5.55092
2021-04-18,4.51417
2021-04-19,36.82464
2021-04-20,36.28467
2021-04-21,34.70332
2021-04-22,33.21762
2021-04-23,32.81804
2021-04-24,4.19636
2021-04-25,3.52988
2021-04-26,37.35073
2021-04-27,36.47443
2021-04-28,33.45367
2021-04-29,36.61637
2021-04-30,32.82575
2021-05-01,4.21642
2021-05-02,3.22132
2021-05-03,37.49575
2021-05-04,36.94806
2021-05-05,5.11586
2021-05-06,36.51146
2021-05-07,34.3963
2021-05-08,4.86901
2021-05-09,4.02048
2021-05-10,38.99071
2021-05-11,32.03276
2021-05-12,32.98466
2021-05-13,42.79675
2021-05-14,41.54401
2021-05-15,4.94461
2021-05-16,4.10071
2021-05-17,35.65676
2021-05-18,32.59588
2021-05-19,5.43213
2021-05-20,32.45086
2021-05-21,33.14202
2021-05-22,4.28584
2021-05-23,3.83535
2021-05-24,28.62167
2021-05-25,29.46403
2021-05-26,29.39615
2021-05-27,30.00709
2021-05-28,29.13079
2021-05-29,3.35863
2021-05-30,2.88962
2021-05-31,47.91107
2021-06-01,41.7492
2021-06-02,33.8085
2021-06-03,34.90079
2021-06-04,29.08914
2021-06-05,3.47434
2021-06-06,2.96522
2021-06-07,29.72785
2021-06-08,27.52013
2021-06-09,28.71733
2021-06-10,30.69363
2021-06-11,41.37585
2021-06-12,5.21922
2021-06-13,4.65611
2021-06-14,36.13965
2021-06-15,40.90221
2021-06-16,38.01567
2021-06-17,35.14301
2021-06-18,44.4645
2021-06-19,5.6836
2021-06-20,4.74096
2021-06-21,42.91091
2021-06-22,38.87808
2021-06-23,41.53013
2021-06-24,43.19016
2021-06-25,39.71736
2021-06-26,4.74559
2021-06-27,3.88935
2021-06-28,33.40892
2021-06-29,32.49714
2021-06-30,38.7562
2021-07-01,54.29201
2021-07-02,47.51457
2021-07-03,5.56172
2021-07-04,4.95695
2021-07-05,40.00586
2021-07-06,51.36227
2021-07-07,51.19874
2021-07-08,47.46521
2021-07-09,48.24894
2021-07-10,5.56481
2021-07-11,6.40254
2021-07-12,40.19562
2021-07-13,45.24051
2021-07-14,41.44836
2021-07-15,42.87543
2021-07-16,38.93362
2021-07-17,6.72961
2021-07-18,4.0066
2021-07-19,35.61356
2021-07-20,36.81847
2021-07-21,34.63235
2021-07-22,35.06896
2021-07-23,35.01496
2021-07-24,4.76873
2021-07-25,3.58233
2021-07-26,34.02758
2021-07-27,43.14696
2021-07-28,39.14499
2021-07-29,35.99617
2021-07-30,35.85886
2021-07-31,3.81066
2021-08-01,2.95596
2021-08-02,32.06053
2021-08-03,33.9597
2021-08-04,36.89715
2021-08-05,45.2004
2021-08-06,41.43139
2021-08-07,4.26424
2021-08-08,3.70421
2021-08-09,39.31778
2021-08-10,50.40883
2021-08-11,44.31485
2021-08-12,52.11669
2021-08-13,51.98555
2021-08-14,10.1623
2021-08-15,7.62442
2021-08-16,10.34126
2021-08-17,50.92412
2021-08-18,44.59409
2021-08-19,43.05285
2021-08-20,40.16476
2021-08-21,5.85022
2021-08-22,5.38276
2021-08-23,51.58597
2021-08-24,68.71085
2021-08-25,56.37631
2021-08-26,46.44388
2021-08-27,39.31932
2021-08-28,5.93045
2021-08-29,5.34419
2021-08-30,39.97809
2021-08-31,48.52664
2021-09-01,47.7753
2021-09-02,56.22666
2021-09-03,44.62186
2021-09-04,5.15906
2021-09-05,3.83381
2021-09-06,39.25144
2021-09-07,38.9398
2021-09-08,36.02548
2021-09-09,38.25634
2021-09-10,35.39294
2021-09-11,3.7721
2021-09-12,3.14418
2021-09-13,34.65703
2021-09-14,35.1353
2021-09-15,33.74988
2021-09-16,54.06522
2021-09-17,41.94822
2021-09-18,6.35934
2021-09-19,3.02847
2021-09-20,2.8634
2021-09-21,2.85105
2021-09-22,3.16733
2021-09-23,35.59505
2021-09-24,31.36937
2021-09-25,3.88935
2021-09-26,3.08401
2021-09-27,33.39041
2021-09-28,33.07106
2021-09-29,36.37878
2021-09-30,33.79308
2021-10-01,30.16137
2021-10-02,4.1655
2021-10-03,2.93899
2021-10-04,5.09426
2021-10-05,37.64849
2021-10-06,35.34049
2021-10-07,33.67274
2021-10-08,33.76839
2021-10-09,3.23521
2021-10-10,2.40673
2021-10-11,3.74124
2021-10-12,34.74806
2021-10-13,31.09167
2021-10-14,32.19013
2021-10-15,34.4503
2021-10-16,3.94489
2021-10-17,2.81094
2021-10-18,35.50556
2021-10-19,35.29575
2021-10-20,34.02604
2021-10-21,30.13823
2021-10-22,32.05282
2021-10-23,3.99271
2021-10-24,2.66746
2021-10-25,30.49461
2021-10-26,32.02351
2021-10-27,30.18143
2021-10-28,31.91243
2021-10-29,27.01718
2021-10-30,3.04236
2021-10-31,2.13983
2021-11-01,27.29025
2021-11-02,30.73683
2021-11-03,31.21972
2021-11-04,34.43642
2021-11-05,29.91452
2021-11-06,3.53605
2021-11-07,2.87574
2021-11-08,27.8796
2021-11-09,27.31494
2021-11-10,26.86445
2021-11-11,27.85491
2021-11-12,28.04313
2021-11-13,3.36017
2021-11-14,2.81711
2021-11-15,27.85337
2021-11-16,28.58002
2021-11-17,26.57903
2021-11-18,24.81255
2021-11-19,24.67833
2021-11-20,3.07939
2021-11-21,2.54558
2021-11-22,28.34552
2021-11-23,25.4096
2021-11-24,25.09025
2021-11-25,24.21395
2021-11-26,23.7326
2021-11-27,2.89888
2021-11-28,2.33731
2021-11-29,23.76346
2021-11-30,27.67595
2021-12-01,27.89965
2021-12-02,27.10203
2021-12-03,25.73667
2021-12-04,2.75386
2021-12-05,2.36508
2021-12-06,25.07328
2021-12-07,26.55589
2021-12-08,31.4897
2021-12-09,28.00302
2021-12-10,24.71844
2021-12-11,3.00688
2021-12-12,2.60575
2021-12-13,25.93569
2021-12-14,26.53429
2021-12-15,31.55296
2021-12-16,28.56459
2021-12-17,24.48548
2021-12-18,3.20281
2021-12-19,2.66438
2021-12-20,30.92968
2021-12-21,34.54595
2021-12-22,34.69715
2021-12-23,32.65759
2021-12-24,31.81369
2021-12-25,3.99734
2021-12-26,4.05597
2021-12-27,28.16501
2021-12-28,28.75898
2021-12-29,32.41075
2021-12-30,27.64509
2021-12-31,7.04279
2022-01-01,2.52399
2022-01-02,3.04082
2022-01-03,28.1249
2022-01-04,29.28507
2022-01-05,27.89811
2022-01-06,28.40106
2022-01-07,29.76333
2022-01-08,4.28893
2022-01-09,3.84615
2022-01-10,28.72195
2022-01-11,28.47974
2022-01-12,36.15045
2022-01-13,33.83782
2022-01-14,27.66515
2022-01-15,4.20407
2022-01-16,3.91095
2022-01-17,27.3242
2022-01-18,41.93433
2022-01-19,35.46545
2022-01-20,43.19016
2022-01-21,35.69224
2022-01-22,9.14097
2022-01-23,6.64013
2022-01-24,34.86068
2022-01-25,41.32648
2022-01-26,37.97401
2022-01-27,53.71347
2022-01-28,65.13622
2022-01-29,7.69539
2022-01-30,4.88907
2022-01-31,4.1979
2022-02-01,4.57897
2022-02-02,4.8073
2022-02-03,45.77123
2022-02-04,40.51035
2022-02-05,6.30997
2022-02-06,4.64068
2022-02-07,43.13925
2022-02-08,48.98639
2022-02-09,41.67052
2022-02-10,39.29155
2022-02-11,40.24499
2022-02-12,5.64966
2022-02-13,4.83044
2022-02-14,38.43376
2022-02-15,36.25998
2022-02-16,37.144
2022-02-17,42.80138
2022-02-18,32.27189
2022-02-19,4.43086
2022-02-20,3.73044
2022-02-21,30.66277
2022-02-22,29.46095
2022-02-23,30.1876
2022-02-24,38.70375
2022-02-25,36.41426
2022-02-26,4.70239
2022-02-27,3.79215
2022-02-28,32.0667
2022-03-01,5.27631
2022-03-02,31.32
2022-03-03,30.46684
2022-03-04,29.84356
2022-03-05,3.92329
2022-03-06,3.37869
2022-03-07,31.84917
2022-03-08,33.61874
2022-03-09,4.62217
2022-03-10,30.74608
2022-03-11,41.23083
2022-03-12,6.35163
2022-03-13,5.01249
2022-03-14,46.13533
2022-03-15,37.45101
2022-03-16,34.9841
2022-03-17,38.72381
2022-03-18,34.7604
2022-03-19,5.69286
2022-03-20,3.89398
2022-03-21,32.11453
2022-03-22,30.24468
2022-03-23,34.87765
2022-03-24,34.19266
2022-03-25,37.44176
2022-03-26,5.83479
2022-03-27,4.05597
2022-03-28,31.49896
2022-03-29,31.58844
2022-03-30,46.86661
2022-03-31,66.00172
2022-04-01,43.60054
2022-04-02,5.7592
2022-04-03,4.32441
2022-04-04,39.62325
2022-04-05,46.54571
2022-04-06,39.77135
2022-04-07,36.01623
2022-04-08,40.21413
2022-04-09,5.2038
2022-04-10,3.67953
2022-04-11,33.65423
2022-04-12,31.03767
2022-04-13,38.08201
2022-04-14,46.6645
2022-04-15,35.0921
2022-04-16,3.66102
2022-04-17,3.12876
2022-04-18,31.44342
2022-04-19,31.48199
2022-04-20,29.84356
2022-04-21,31.34005
2022-04-22,27.97216
2022-04-23,3.51908
2022-04-24,2.92974
2022-04-25,30.10892
2022-04-26,30.02715
2022-04-27,31.8754
2022-04-28,32.52337
2022-04-29,37.81974
2022-04-30,3.94026
2022-05-01,2.94671
2022-05-02,28.9256
2022-05-03,32.89826
2022-05-04,29.37609
2022-05-05,4.41698
2022-05-06,27.16992
2022-05-07,3.22132
2022-05-08,2.45302
2022-05-09,28.0385
2022-05-10,29.86824
2022-05-11,28.42883
2022-05-12,28.42574
2022-05-13,30.80934
2022-05-14,3.55456
2022-05-15,2.58261
2022-05-16,27.4939
2022-05-17,25.97889
2022-05-18,27.91199
2022-05-19,26.85519
2022-05-20,30.38816
2022-05-21,4.11305
2022-05-22,3.07939
2022-05-23,28.90555
2022-05-24,33.8301
2022-05-25,29.2357
2022-05-26,26.02826
2022-05-27,25.16584
2022-05-28,3.4836
2022-05-29,2.10281
2022-05-30,34.48116
2022-05-31,32.97695
2022-06-01,5.03872
2022-06-02,25.36486
2022-06-03,24.62124
2022-06-04,3.23521
2022-06-05,2.27868
2022-06-06,3.04853
2022-06-07,33.34876
2022-06-08,28.92869
2022-06-09,26.07917
2022-06-10,24.11367
2022-06-11,2.94671
2022-06-12,2.35428
2022-06-13,24.73232
2022-06-14,29.02743
2022-06-15,24.98071
2022-06-16,32.5172
2022-06-17,31.11944
2022-06-18,3.78135
2022-06-19,2.63507
2022-06-20,28.27146
2022-06-21,28.53528
2022-06-22,28.30232
2022-06-23,26.44481
2022-06-24,26.44481
2022-06-25,2.98682
2022-06-26,2.254
2022-06-27,29.27581
2022-06-28,27.38899
2022-06-29,23.7542
2022-06-30,29.7803
2022-07-01,28.38409
2022-07-02,3.03465
2022-07-03,2.2972
2022-07-04,24.94368
2022-07-05,26.2643
2022-07-06,23.91156
2022-07-07,26.23036
2022-07-08,24.57496
2022-07-09,2.29874
2022-07-10,1.86059
2022-07-11,21.72698
2022-07-12,20.80594
2022-07-13,21.21941
2022-07-14,24.38365
2022-07-15,23.68786
2022-07-16,2.4885
2022-07-17,1.9223
2022-07-18,23.32839
2022-07-19,21.05896
2022-07-20,25.59319
2022-07-21,25.55462
2022-07-22,23.16331
2022-07-23,2.30491
2022-07-24,1.90842
2022-07-25,22.07257
2022-07-26,20.12403
2022-07-27,19.66274
2022-07-28,24.85574
2022-07-29,27.82406
2022-07-30,2.91277
2022-07-31,2.41753
2022-08-01,25.72742
2022-08-02,21.89206
2022-08-03,24.92054
2022-08-04,25.1211
2022-08-05,26.0298
2022-08-06,3.04082
2022-08-07,2.58415
2022-08-08,24.42839
2022-08-09,30.5085
2022-08-10,26.47567
2022-08-11,26.59137
2022-08-12,24.64284
2022-08-13,3.05933
2022-08-14,2.2216
2022-08-15,3.01305
2022-08-16,26.15477
2022-08-17,22.7807
2022-08-18,21.08982
2022-08-19,19.65503
2022-08-20,2.14755
2022-08-21,1.74951
2022-08-22,19.19219
2022-08-23,19.20762
2022-08-24,20.05152
2022-08-25,21.68841
2022-08-26,19.59795
2022-08-27,2.22777
2022-08-28,1.65386
2022-08-29,18.94072
2022-08-30,20.46345
2022-08-31,20.76429
2022-09-01,18.37915
2022-09-02,19.63034
2022-09-03,2.09509
2022-09-04,1.52735
2022-09-05,17.941
2022-09-06,18.21099
2022-09-07,18.18476
2022-09-08,19.34647
2022-09-09,2.10281
2022-09-10,1.44095
2022-09-11,1.38387
2022-09-12,2.05344
2022-09-13,26.67777
2022-09-14,29.91761
2022-09-15,26.9601
2022-09-16,22.38267
2022-09-17,2.41599
2022-09-18,1.91304
2022-09-19,22.07102
2022-09-20,31.66867
2022-09-21,23.37622
2022-09-22,23.89768
2022-09-23,22.97509
2022-09-24,2.54867
2022-09-25,1.81122
2022-09-26,21.59739
2022-09-27,22.45055
2022-09-28,22.63414
2022-09-29,21.91829
2022-09-30,21.90132
2022-10-01,2.40828
2022-10-02,2.03184
2022-10-03,2.53633
2022-10-04,22.17902
2022-10-05,21.96303
2022-10-06,22.35798
2022-10-07,19.89107
2022-10-08,2.15835
2022-10-09,1.92693
2022-10-10,2.34811
2022-10-11,20.44493
2022-10-12,21.17158
2022-10-13,19.06569
2022-10-14,19.25391
2022-10-15,2.55793
2022-10-16,1.84053
2022-10-17,21.84578
2022-10-18,20.96485
2022-10-19,20.36471
2022-10-20,19.40973
2022-10-21,43.15159
2022-10-22,4.89833
2022-10-23,2.41599
2022-10-24,32.29041
2022-10-25,29.48255
2022-10-26,38.16686
2022-10-27,71.24409
2022-10-28,44.59255
2022-10-29,4.79804
2022-10-30,3.09019
2022-10-31,35.71538
2022-11-01,45.35622
2022-11-02,40.70782
2022-11-03,36.36798
2022-11-04,30.04875
2022-11-05,3.16733
2022-11-06,2.44068
2022-11-07,28.87315
2022-11-08,28.66179
2022-11-09,28.34706
2022-11-10,25.24915
2022-11-11,32.93066
2022-11-12,3.84152
2022-11-13,2.831
2022-11-14,35.67218
2022-11-15,42.08244
2022-11-16,30.44678
2022-11-17,25.41577
2022-11-18,24.74312
2022-11-19,2.5533
2022-11-20,1.99635
2022-11-21,21.56654
2022-11-22,21.36443
2022-11-23,23.51198
2022-11-24,23.62769
2022-11-25,21.6483
2022-11-26,2.73843
2022-11-27,1.97476
2022-11-28,20.40174
2022-11-29,18.7093
2022-11-30,20.75657
2022-12-01,20.94325
2022-12-02,16.94436
2022-12-03,1.77419
2022-12-04,1.51038
2022-12-05,18.43315
2022-12-06,17.79289
2022-12-07,17.41491
2022-12-08,16.92739
2022-12-09,31.3524
2022-12-10,4.02357
2022-12-11,2.55484
2022-12-12,19.78925
2022-12-13,19.21842
2022-12-14,20.10244
2022-12-15,18.17396
2022-12-16,17.19738
2022-12-17,2.3188
2022-12-18,2.21389
2022-12-19,18.25881
2022-12-20,17.13258
2022-12-21,17.23441
2022-12-22,16.9999
2022-12-23,16.20846
2022-12-24,2.20926
2022-12-25,1.80659
2022-12-26,15.92613
2022-12-27,15.59751
2022-12-28,17.58153
2022-12-29,16.69289
2022-12-30,6.47968
2022-12-31,1.72791
2023-01-01,1.56283
2023-01-02,17.7065
2023-01-03,17.86232
2023-01-04,18.93301
2023-01-05,18.80033
2023-01-06,18.80033
2023-01-07,2.9066
2023-01-08,2.36816
2023-01-09,20.00987
2023-01-10,20.37705
2023-01-11,18.87592
2023-01-12,18.95769
2023-01-13,18.03511
2023-01-14,2.56564
2023-01-15,1.70785
2023-01-16,17.30537
2023-01-17,14.97114
2023-01-18,14.28306
2023-01-19,13.9452
2023-01-20,13.41294
2023-01-21,1.82973
2023-01-22,1.32062
2023-01-23,1.49804
2023-01-24,2.10281
2023-01-25,22.70356
2023-01-26,25.37258
2023-01-27,25.85084
2023-01-28,3.58388
2023-01-29,2.4669
2023-01-30,24.95294
2023-01-31,26.9601
2023-02-01,37.48958
2023-02-02,28.14495
2023-02-03,23.36079
2023-02-04,2.57953
2023-02-05,2.38513
2023-02-06,21.60819
2023-02-07,22.52769
2023-02-08,25.39263
2023-02-09,25.78758
2023-02-10,22.66191
2023-02-11,2.96676
2023-02-12,2.65358
2023-02-13,21.00342
2023-02-14,23.26822
2023-02-15,21.91366
2023-02-16,23.21731
2023-02-17,21.14998
2023-02-18,2.84643
2023-02-19,2.13983
2023-02-20,21.58968
2023-02-21,21.26261
2023-02-22,18.79879
2023-02-23,19.73988
2023-02-24,17.52136
2023-02-25,2.65358
2023-02-26,2.35274
2023-02-27,17.65096
2023-02-28,20.24283
2023-03-01,4.51263
2023-03-02,21.02193
2023-03-03,23.59529
2023-03-04,4.72708
2023-03-05,4.35835
2023-03-06,48.36465
2023-03-07,43.23336
2023-03-08,31.29531
2023-03-09,27.19614
2023-03-10,25.46052
2023-03-11,3.87238
2023-03-12,3.70884
2023-03-13,26.26893
2023-03-14,24.01184
2023-03-15,24.18155
2023-03-16,23.13863
2023-03-17,23.86528
2023-03-18,3.32932
2023-03-19,3.28303
2023-03-20,21.43386
2023-03-21,20.75812
2023-03-22,21.94914
2023-03-23,23.58141
2023-03-24,22.48295
2023-03-25,3.33395
2023-03-26,2.90505
2023-03-27,22.37495
2023-03-28,20.23974
2023-03-29,20.26751
2023-03-30,21.45854
2023-03-31,21.11604
2023-04-01,3.44503
2023-04-02,2.80169
2023-04-03,21.98771
2023-04-04,21.43231
2023-04-05,35.41763
2023-04-06,28.35632
2023-04-07,24.99614
2023-04-08,3.18275
2023-04-09,2.57953
2023-04-10,28.16964
2023-04-11,31.25829
2023-04-12,27.26557
2023-04-13,24.67215
2023-04-14,22.70048
2023-04-15,3.03927
2023-04-16,2.64124
2023-04-17,20.5807
2023-04-18,22.99978
2023-04-19,20.63007
2023-04-20,18.51337
2023-04-21,18.3051
2023-04-22,2.61501
2023-04-23,2.10743
2023-04-24,17.89009
2023-04-25,21.46625
2023-04-26,21.61899
2023-04-27,21.38912
2023-04-28,23.1556
2023-04-29,3.03465
2023-04-30,2.11052
2023-05-01,5.07575
2023-05-02,19.9929
2023-05-03,18.22024
2023-05-04,17.38405
2023-05-05,2.47307
2023-05-06,1.75877
2023-05-07,1.61837
2023-05-08,17.65404
2023-05-09,17.8654
2023-05-10,16.30874
2023-05-11,16.45222
2023-05-12,15.92613
2023-05-13,1.99327
2023-05-14,1.74797
2023-05-15,17.26372
2023-05-16,16.33342
2023-05-17,17.78672
2023-05-18,17.13104
2023-05-19,17.16189
2023-05-20,2.24628
2023-05-21,2.18457
2023-05-22,17.91631
2023-05-23,19.095
2023-05-24,17.17578
2023-05-25,15.74716
2023-05-26,15.17479
2023-05-27,1.96087
2023-05-28,1.75722
