date,퇴직연금계좌
2020-10-05,44.23076
2020-10-06,37.82051
2020-10-07,47.43589
2020-10-08,22.43589
2020-10-09,12.17948
2020-10-10,10.89743
2020-10-11,7.6923
2020-10-12,46.15384
2020-10-13,39.10256
2020-10-14,26.28205
2020-10-15,26.28205
2020-10-16,30.1282
2020-10-17,21.79487
2020-10-18,10.89743
2020-10-19,41.66666
2020-10-20,35.25641
2020-10-21,50.64102
2020-10-22,42.94871
2020-10-23,35.25641
2020-10-24,12.82051
2020-10-25,7.05128
2020-10-26,44.87179
2020-10-27,36.53846
2020-10-28,41.66666
2020-10-29,32.05128
2020-10-30,35.25641
2020-10-31,8.97435
2020-11-01,10.89743
2020-11-02,37.17948
2020-11-03,40.38461
2020-11-04,37.17948
2020-11-05,30.1282
2020-11-06,34.61538
2020-11-07,11.53846
2020-11-08,4.48717
2020-11-09,31.41025
2020-11-10,48.07692
2020-11-11,33.33333
2020-11-12,42.30769
2020-11-13,30.1282
2020-11-14,5.1282
2020-11-15,7.05128
2020-11-16,35.25641
2020-11-17,42.94871
2020-11-18,32.05128
2020-11-19,30.76923
2020-11-20,27.5641
2020-11-21,7.6923
2020-11-22,7.05128
2020-11-23,47.43589
2020-11-24,42.30769
2020-11-25,40.38461
2020-11-26,35.89743
2020-11-27,38.46153
2020-11-28,12.17948
2020-11-29,6.41025
2020-11-30,53.20512
2020-12-01,60.89743
2020-12-02,39.10256
2020-12-03,33.97435
2020-12-04,30.76923
2020-12-05,14.74358
2020-12-06,21.79487
2020-12-07,44.87179
2020-12-08,43.58974
2020-12-09,36.53846
2020-12-10,39.10256
2020-12-11,47.43589
2020-12-12,23.07692
2020-12-13,12.17948
2020-12-14,53.20512
2020-12-15,55.76923
2020-12-16,51.92307
2020-12-17,38.46153
2020-12-18,38.46153
2020-12-19,8.97435
2020-12-20,10.89743
2020-12-21,39.10256
2020-12-22,42.94871
2020-12-23,46.79487
2020-12-24,44.87179
2020-12-25,16.66666
2020-12-26,13.46153
2020-12-27,10.89743
2020-12-28,57.05128
2020-12-29,67.30769
2020-12-30,65.38461
2020-12-31,63.46153
2021-01-01,17.94871
2021-01-02,20.51282
2021-01-03,14.10256
2021-01-04,77.5641
2021-01-05,60.89743
2021-01-06,53.84615
2021-01-07,48.71794
2021-01-08,51.92307
2021-01-09,13.46153
2021-01-10,32.05128
2021-01-11,51.92307
2021-01-12,46.15384
2021-01-13,57.05128
2021-01-14,55.1282
2021-01-15,53.20512
2021-01-16,16.02564
2021-01-17,29.48717
2021-01-18,85.25641
2021-01-19,73.71794
2021-01-20,74.35897
2021-01-21,89.10256
2021-01-22,48.71794
2021-01-23,33.33333
2021-01-24,32.05128
2021-01-25,72.43589
2021-01-26,69.87179
2021-01-27,66.66666
2021-01-28,55.76923
2021-01-29,48.07692
2021-01-30,19.23076
2021-01-31,20.51282
2021-02-01,44.23076
2021-02-02,39.74358
2021-02-03,51.28205
2021-02-04,55.1282
2021-02-05,50.64102
2021-02-06,8.97435
2021-02-07,15.38461
2021-02-08,42.94871
2021-02-09,48.07692
2021-02-10,54.48717
2021-02-11,16.02564
2021-02-12,9.61538
2021-02-13,12.17948
2021-02-14,16.66666
2021-02-15,62.82051
2021-02-16,63.46153
2021-02-17,51.28205
2021-02-18,51.28205
2021-02-19,42.30769
2021-02-20,21.79487
2021-02-21,15.38461
2021-02-22,71.15384
2021-02-23,60.25641
2021-02-24,58.97435
2021-02-25,51.92307
2021-02-26,46.15384
2021-02-27,12.17948
2021-02-28,16.66666
2021-03-01,17.30769
2021-03-02,49.35897
2021-03-03,60.89743
2021-03-04,46.79487
2021-03-05,52.5641
2021-03-06,14.74358
2021-03-07,14.10256
2021-03-08,56.41025
2021-03-09,50.0
2021-03-10,58.97435
2021-03-11,60.89743
2021-03-12,37.82051
2021-03-13,9.61538
2021-03-14,10.89743
2021-03-15,43.58974
2021-03-16,52.5641
2021-03-17,53.20512
2021-03-18,38.46153
2021-03-19,34.61538
2021-03-20,7.6923
2021-03-21,9.61538
2021-03-22,38.46153
2021-03-23,51.92307
2021-03-24,44.23076
2021-03-25,45.51282
2021-03-26,41.66666
2021-03-27,12.82051
2021-03-28,5.1282
2021-03-29,33.33333
2021-03-30,42.30769
2021-03-31,44.23076
2021-04-01,45.51282
2021-04-02,39.10256
2021-04-03,7.6923
2021-04-04,12.82051
2021-04-05,51.28205
2021-04-06,48.71794
2021-04-07,41.02564
2021-04-08,34.61538
2021-04-09,34.61538
2021-04-10,12.17948
2021-04-11,24.35897
2021-04-12,78.84615
2021-04-13,45.51282
2021-04-14,48.07692
2021-04-15,42.94871
2021-04-16,34.61538
2021-04-17,8.97435
2021-04-18,10.89743
2021-04-19,53.20512
2021-04-20,32.6923
2021-04-21,31.41025
2021-04-22,35.89743
2021-04-23,23.71794
2021-04-25,10.25641
2021-04-26,41.02564
2021-04-27,38.46153
2021-04-28,53.20512
2021-04-29,48.71794
2021-04-30,41.66666
2021-05-01,14.74358
2021-05-02,11.53846
2021-05-03,37.82051
2021-05-04,44.23076
2021-05-05,13.46153
2021-05-06,41.02564
2021-05-07,32.05128
2021-05-08,8.97435
2021-05-09,7.6923
2021-05-10,44.87179
2021-05-11,36.53846
2021-05-12,30.76923
2021-05-13,32.05128
2021-05-14,39.74358
2021-05-15,11.53846
2021-05-16,11.53846
2021-05-17,34.61538
2021-05-18,35.25641
2021-05-19,14.74358
2021-05-20,50.64102
2021-05-21,50.64102
2021-05-22,8.33333
2021-05-23,15.38461
2021-05-24,50.0
2021-05-25,44.23076
2021-05-26,49.35897
2021-05-27,48.71794
2021-05-28,36.53846
2021-05-29,14.74358
2021-05-30,7.6923
2021-05-31,39.74358
2021-06-01,23.07692
2021-06-02,29.48717
2021-06-03,30.76923
2021-06-04,32.6923
2021-06-05,6.41025
2021-06-06,14.74358
2021-06-07,37.17948
2021-06-08,32.6923
2021-06-09,31.41025
2021-06-10,33.33333
2021-06-11,33.97435
2021-06-12,7.6923
2021-06-13,7.6923
2021-06-14,37.17948
2021-06-15,49.35897
2021-06-16,33.97435
2021-06-17,39.74358
2021-06-18,32.05128
2021-06-19,5.76923
2021-06-20,11.53846
2021-06-21,35.25641
2021-06-22,27.5641
2021-06-23,41.02564
2021-06-24,40.38461
2021-06-25,33.33333
2021-06-26,5.1282
2021-06-27,7.6923
2021-06-28,37.17948
2021-06-29,44.23076
2021-06-30,48.07692
2021-07-01,41.02564
2021-07-02,32.05128
2021-07-03,9.61538
2021-07-04,5.1282
2021-07-05,26.28205
2021-07-06,42.30769
2021-07-07,39.74358
2021-07-08,26.92307
2021-07-09,32.05128
2021-07-10,12.17948
2021-07-11,13.46153
2021-07-12,38.46153
2021-07-13,35.89743
2021-07-14,25.64102
2021-07-15,43.58974
2021-07-16,22.43589
2021-07-17,9.61538
2021-07-18,6.41025
2021-07-19,33.97435
2021-07-20,39.74358
2021-07-21,38.46153
2021-07-22,25.0
2021-07-23,23.07692
2021-07-24,8.33333
2021-07-25,12.82051
2021-07-26,37.17948
2021-07-27,39.10256
2021-07-28,33.33333
2021-07-29,41.66666
2021-07-30,41.66666
2021-07-31,13.46153
2021-08-01,14.74358
2021-08-02,48.07692
2021-08-03,35.89743
2021-08-04,44.23076
2021-08-05,49.35897
2021-08-06,35.89743
2021-08-07,16.66666
2021-08-08,8.97435
2021-08-09,51.92307
2021-08-10,36.53846
2021-08-11,50.64102
2021-08-12,40.38461
2021-08-13,46.79487
2021-08-14,15.38461
2021-08-15,14.10256
2021-08-16,28.84615
2021-08-17,55.1282
2021-08-18,44.23076
2021-08-19,39.74358
2021-08-20,36.53846
2021-08-21,10.89743
2021-08-22,12.82051
2021-08-23,38.46153
2021-08-24,33.97435
2021-08-25,36.53846
2021-08-26,32.6923
2021-08-27,31.41025
2021-08-28,23.71794
2021-08-29,16.66666
2021-08-30,41.66666
2021-08-31,45.51282
2021-09-01,56.41025
2021-09-02,35.89743
2021-09-03,41.02564
2021-09-04,23.71794
2021-09-05,14.10256
2021-09-06,46.79487
2021-09-07,33.97435
2021-09-08,28.20512
2021-09-09,30.76923
2021-09-10,33.97435
2021-09-11,6.41025
2021-09-12,8.33333
2021-09-13,42.30769
2021-09-14,48.07692
2021-09-15,37.82051
2021-09-16,42.30769
2021-09-17,31.41025
2021-09-18,12.17948
2021-09-19,7.05128
2021-09-20,21.79487
2021-09-21,8.97435
2021-09-22,15.38461
2021-09-23,31.41025
2021-09-24,33.33333
2021-09-25,13.46153
2021-09-26,11.53846
2021-09-27,59.61538
2021-09-28,46.79487
2021-09-29,40.38461
2021-09-30,50.64102
2021-10-01,48.07692
2021-10-02,14.10256
2021-10-03,12.82051
2021-10-04,14.74358
2021-10-05,46.79487
2021-10-06,51.28205
2021-10-07,41.02564
2021-10-08,34.61538
2021-10-09,3.20512
2021-10-10,13.46153
2021-10-11,16.02564
2021-10-12,33.33333
2021-10-13,47.43589
2021-10-14,42.94871
2021-10-15,37.17948
2021-10-16,9.61538
2021-10-17,10.89743
2021-10-18,25.64102
2021-10-19,41.66666
2021-10-20,37.17948
2021-10-21,35.25641
2021-10-22,35.89743
2021-10-23,8.33333
2021-10-24,14.74358
2021-10-25,35.25641
2021-10-26,44.87179
2021-10-27,57.05128
2021-10-28,49.35897
2021-10-29,43.58974
2021-10-30,13.46153
2021-10-31,16.66666
2021-11-01,40.38461
2021-11-02,44.87179
2021-11-03,41.02564
2021-11-04,39.74358
2021-11-05,41.02564
2021-11-06,11.53846
2021-11-07,15.38461
2021-11-08,41.66666
2021-11-09,35.89743
2021-11-10,41.66666
2021-11-11,32.6923
2021-11-12,37.82051
2021-11-13,8.97435
2021-11-14,19.87179
2021-11-15,36.53846
2021-11-16,49.35897
2021-11-17,53.84615
2021-11-18,32.05128
2021-11-19,31.41025
2021-11-20,9.61538
2021-11-21,9.61538
2021-11-22,32.6923
2021-11-23,46.15384
2021-11-24,46.79487
2021-11-25,40.38461
2021-11-26,39.74358
2021-11-27,15.38461
2021-11-28,17.94871
2021-11-29,43.58974
2021-11-30,44.87179
2021-12-01,44.23076
2021-12-02,40.38461
2021-12-03,42.30769
2021-12-04,14.10256
2021-12-05,11.53846
2021-12-06,34.61538
2021-12-07,46.15384
2021-12-08,46.15384
2021-12-09,38.46153
2021-12-10,37.17948
2021-12-11,24.35897
2021-12-12,10.89743
2021-12-13,49.35897
2021-12-14,45.51282
2021-12-15,45.51282
2021-12-16,41.66666
2021-12-17,38.46153
2021-12-18,5.76923
2021-12-19,19.23076
2021-12-20,36.53846
2021-12-21,51.92307
2021-12-22,50.64102
2021-12-23,51.92307
2021-12-24,53.84615
2021-12-25,14.10256
2021-12-26,15.38461
2021-12-27,55.1282
2021-12-28,74.35897
2021-12-29,71.15384
2021-12-30,81.41025
2021-12-31,68.58974
2022-01-01,17.30769
2022-01-02,10.89743
2022-01-03,58.33333
2022-01-04,51.92307
2022-01-05,43.58974
2022-01-06,51.92307
2022-01-07,44.87179
2022-01-08,18.58974
2022-01-09,15.38461
2022-01-10,64.10256
2022-01-11,54.48717
2022-01-12,52.5641
2022-01-13,45.51282
2022-01-14,46.15384
2022-01-15,14.10256
2022-01-16,11.53846
2022-01-17,50.64102
2022-01-18,70.51282
2022-01-19,55.76923
2022-01-20,63.46153
2022-01-21,60.25641
2022-01-22,25.64102
2022-01-23,20.51282
2022-01-24,73.71794
2022-01-25,74.35897
2022-01-26,69.23076
2022-01-27,55.76923
2022-01-28,48.71794
2022-01-29,14.10256
2022-01-30,9.61538
2022-01-31,10.25641
2022-02-01,13.46153
2022-02-02,16.02564
2022-02-03,68.58974
2022-02-04,62.17948
2022-02-05,14.74358
2022-02-06,16.02564
2022-02-07,70.51282
2022-02-08,62.82051
2022-02-09,58.33333
2022-02-10,58.33333
2022-02-11,46.79487
2022-02-12,16.02564
2022-02-13,14.10256
2022-02-14,74.35897
2022-02-15,64.74358
2022-02-16,51.28205
2022-02-17,39.74358
2022-02-18,42.30769
2022-02-19,11.53846
2022-02-20,8.33333
2022-02-21,62.82051
2022-02-22,80.76923
2022-02-23,64.74358
2022-02-24,58.33333
2022-02-25,67.94871
2022-02-26,23.71794
2022-02-27,18.58974
2022-02-28,67.30769
2022-03-01,28.20512
2022-03-02,59.61538
2022-03-03,61.53846
2022-03-04,64.10256
2022-03-05,16.02564
2022-03-06,13.46153
2022-03-07,69.87179
2022-03-08,55.1282
2022-03-09,13.46153
2022-03-10,57.6923
2022-03-11,53.20512
2022-03-12,15.38461
2022-03-13,8.97435
2022-03-14,73.71794
2022-03-15,64.10256
2022-03-16,43.58974
2022-03-17,44.23076
2022-03-18,30.76923
2022-03-19,12.17948
2022-03-20,17.30769
2022-03-21,40.38461
2022-03-22,43.58974
2022-03-23,59.61538
2022-03-24,41.66666
2022-03-25,46.15384
2022-03-26,10.25641
2022-03-27,14.10256
2022-03-28,47.43589
2022-03-29,51.28205
2022-03-30,40.38461
2022-03-31,62.17948
2022-04-01,56.41025
2022-04-02,12.17948
2022-04-03,6.41025
2022-04-04,58.97435
2022-04-05,45.51282
2022-04-06,55.76923
2022-04-07,41.02564
2022-04-08,44.23076
2022-04-09,5.76923
2022-04-10,16.02564
2022-04-11,52.5641
2022-04-12,55.76923
2022-04-13,39.74358
2022-04-14,50.64102
2022-04-15,48.07692
2022-04-16,6.41025
2022-04-17,11.53846
2022-04-18,41.66666
2022-04-19,50.64102
2022-04-20,56.41025
2022-04-21,46.15384
2022-04-22,44.23076
2022-04-23,10.25641
2022-04-24,13.46153
2022-04-25,52.5641
2022-04-26,52.5641
2022-04-27,50.64102
2022-04-28,55.1282
2022-04-29,43.58974
2022-04-30,12.82051
2022-05-01,19.87179
2022-05-02,57.05128
2022-05-03,67.30769
2022-05-04,46.79487
2022-05-05,7.6923
2022-05-06,40.38461
2022-05-07,8.33333
2022-05-08,12.17948
2022-05-09,56.41025
2022-05-10,62.82051
2022-05-11,53.84615
2022-05-12,52.5641
2022-05-13,46.15384
2022-05-14,16.66666
2022-05-15,14.74358
2022-05-16,50.0
2022-05-17,57.6923
2022-05-18,48.07692
2022-05-19,49.35897
2022-05-20,37.82051
2022-05-21,7.6923
2022-05-22,11.53846
2022-05-23,45.51282
2022-05-24,54.48717
2022-05-25,51.28205
2022-05-26,61.53846
2022-05-27,36.53846
2022-05-28,7.05128
2022-05-29,12.17948
2022-05-30,66.66666
2022-05-31,48.07692
2022-06-01,14.10256
2022-06-02,42.30769
2022-06-03,36.53846
2022-06-04,11.53846
2022-06-05,6.41025
2022-06-06,8.33333
2022-06-07,55.76923
2022-06-08,51.92307
2022-06-09,51.92307
2022-06-10,52.5641
2022-06-11,17.30769
2022-06-12,12.82051
2022-06-13,59.61538
2022-06-14,47.43589
2022-06-15,42.30769
2022-06-16,51.92307
2022-06-17,44.23076
2022-06-18,5.76923
2022-06-19,7.6923
2022-06-20,59.61538
2022-06-21,48.07692
2022-06-22,44.23076
2022-06-23,53.20512
2022-06-24,55.76923
2022-06-25,11.53846
2022-06-26,10.89743
2022-06-27,57.6923
2022-06-28,50.0
2022-06-29,53.84615
2022-06-30,55.76923
2022-07-01,47.43589
2022-07-02,8.97435
2022-07-03,8.33333
2022-07-04,54.48717
2022-07-05,50.0
2022-07-06,48.71794
2022-07-07,36.53846
2022-07-08,44.87179
2022-07-09,10.25641
2022-07-10,10.25641
2022-07-11,44.87179
2022-07-12,38.46153
2022-07-13,40.38461
2022-07-14,41.02564
2022-07-15,43.58974
2022-07-16,8.33333
2022-07-17,12.17948
2022-07-18,56.41025
2022-07-19,42.94871
2022-07-20,44.23076
2022-07-21,36.53846
2022-07-22,38.46153
2022-07-23,11.53846
2022-07-24,25.0
2022-07-25,44.23076
2022-07-26,51.92307
2022-07-27,50.0
2022-07-28,45.51282
2022-07-29,34.61538
2022-07-30,12.82051
2022-07-31,6.41025
2022-08-01,60.25641
2022-08-02,38.46153
2022-08-03,36.53846
2022-08-04,25.0
2022-08-05,33.97435
2022-08-06,8.33333
2022-08-07,14.10256
2022-08-08,48.71794
2022-08-09,41.02564
2022-08-10,51.92307
2022-08-11,38.46153
2022-08-12,32.05128
2022-08-14,7.6923
2022-08-15,7.05128
2022-08-16,42.94871
2022-08-17,49.35897
2022-08-18,39.10256
2022-08-19,33.97435
2022-08-20,8.33333
2022-08-21,7.6923
2022-08-22,45.51282
2022-08-23,53.84615
2022-08-24,37.17948
2022-08-25,41.66666
2022-08-26,25.64102
2022-08-27,7.6923
2022-08-28,8.33333
2022-08-29,49.35897
2022-08-30,50.64102
2022-08-31,41.66666
2022-09-01,39.10256
2022-09-02,38.46153
2022-09-03,12.17948
2022-09-04,9.61538
2022-09-05,42.94871
2022-09-06,48.71794
2022-09-07,52.5641
2022-09-08,30.76923
2022-09-09,8.97435
2022-09-10,4.48717
2022-09-11,7.6923
2022-09-12,8.33333
2022-09-13,51.92307
2022-09-14,55.1282
2022-09-15,48.71794
2022-09-16,44.23076
2022-09-17,9.61538
2022-09-18,8.33333
2022-09-19,33.33333
2022-09-20,50.0
2022-09-21,30.1282
2022-09-22,40.38461
2022-09-23,48.07692
2022-09-24,8.97435
2022-09-25,8.33333
2022-09-26,42.30769
2022-09-27,43.58974
2022-09-28,39.10256
2022-09-29,67.30769
2022-09-30,50.0
2022-10-01,11.53846
2022-10-02,12.82051
2022-10-03,9.61538
2022-10-04,48.07692
2022-10-05,45.51282
2022-10-06,50.64102
2022-10-07,46.15384
2022-10-08,11.53846
2022-10-09,9.61538
2022-10-10,9.61538
2022-10-11,45.51282
2022-10-12,52.5641
2022-10-13,44.23076
2022-10-14,53.84615
2022-10-15,16.66666
2022-10-16,11.53846
2022-10-17,42.30769
2022-10-18,46.15384
2022-10-19,30.1282
2022-10-20,42.94871
2022-10-21,39.10256
2022-10-22,9.61538
2022-10-23,12.82051
2022-10-24,38.46153
2022-10-25,41.66666
2022-10-26,48.71794
2022-10-27,30.1282
2022-10-28,39.74358
2022-10-29,12.17948
2022-10-30,12.82051
2022-10-31,54.48717
2022-11-01,55.1282
2022-11-02,50.0
2022-11-03,41.66666
2022-11-04,33.97435
2022-11-05,13.46153
2022-11-06,11.53846
2022-11-07,49.35897
2022-11-08,50.0
2022-11-09,33.97435
2022-11-10,44.23076
2022-11-11,47.43589
2022-11-12,7.05128
2022-11-13,10.25641
2022-11-14,41.02564
2022-11-15,46.79487
2022-11-16,51.92307
2022-11-17,46.79487
2022-11-18,31.41025
2022-11-19,10.89743
2022-11-20,53.84615
2022-11-21,51.28205
2022-11-22,50.64102
2022-11-23,45.51282
2022-11-24,51.28205
2022-11-25,43.58974
2022-11-26,15.38461
2022-11-27,14.74358
2022-11-28,44.23076
2022-11-29,55.76923
2022-11-30,58.33333
2022-12-01,58.97435
2022-12-02,42.30769
2022-12-03,23.07692
2022-12-04,21.79487
2022-12-05,38.46153
2022-12-06,76.92307
2022-12-07,58.33333
2022-12-08,52.5641
2022-12-09,57.05128
2022-12-10,21.15384
2022-12-11,25.0
2022-12-12,62.82051
2022-12-13,64.74358
2022-12-14,53.20512
2022-12-15,52.5641
2022-12-16,49.35897
2022-12-17,7.05128
2022-12-18,25.0
2022-12-19,55.1282
2022-12-20,56.41025
2022-12-21,43.58974
2022-12-22,50.64102
2022-12-23,45.51282
2022-12-24,10.25641
2022-12-25,11.53846
2022-12-26,64.74358
2022-12-27,59.61538
2022-12-28,62.82051
2022-12-29,68.58974
2022-12-30,64.74358
2022-12-31,19.23076
2023-01-01,11.53846
2023-01-02,56.41025
2023-01-03,58.33333
2023-01-04,62.82051
2023-01-05,58.97435
2023-01-06,51.28205
2023-01-07,16.66666
2023-01-08,15.38461
2023-01-09,50.0
2023-01-10,70.51282
2023-01-11,48.71794
2023-01-12,53.84615
2023-01-13,53.84615
2023-01-14,21.15384
2023-01-15,15.38461
2023-01-16,83.97435
2023-01-17,65.38461
2023-01-18,78.84615
2023-01-19,76.92307
2023-01-20,47.43589
2023-01-21,9.61538
2023-01-22,29.48717
2023-01-23,27.5641
2023-01-24,17.30769
2023-01-25,73.07692
2023-01-26,75.64102
2023-01-27,73.07692
2023-01-28,25.64102
2023-01-29,17.94871
2023-01-30,78.84615
2023-01-31,68.58974
2023-02-01,70.51282
2023-02-02,66.66666
2023-02-03,46.79487
2023-02-04,8.97435
2023-02-05,10.25641
2023-02-06,67.30769
2023-02-07,58.33333
2023-02-08,62.17948
2023-02-09,60.25641
2023-02-10,59.61538
2023-02-11,7.05128
2023-02-12,9.61538
2023-02-13,64.74358
2023-02-14,60.25641
2023-02-15,64.10256
2023-02-16,58.33333
2023-02-17,49.35897
2023-02-18,11.53846
2023-02-19,8.97435
2023-02-20,65.38461
2023-02-21,71.79487
2023-02-22,63.46153
2023-02-23,54.48717
2023-02-24,59.61538
2023-02-25,19.23076
2023-02-26,15.38461
2023-02-27,67.94871
2023-02-28,75.0
2023-03-01,25.0
2023-03-02,55.1282
2023-03-03,57.05128
2023-03-04,21.79487
2023-03-05,15.38461
2023-03-06,72.43589
2023-03-07,66.66666
2023-03-08,72.43589
2023-03-09,60.89743
2023-03-10,58.97435
2023-03-11,21.15384
2023-03-12,8.97435
2023-03-13,54.48717
2023-03-14,41.66666
2023-03-15,64.74358
2023-03-16,47.43589
2023-03-17,39.10256
2023-03-18,10.89743
2023-03-19,11.53846
2023-03-20,57.6923
2023-03-21,55.1282
2023-03-22,44.23076
2023-03-23,45.51282
2023-03-24,46.79487
2023-03-25,9.61538
2023-03-26,14.74358
2023-03-27,44.23076
2023-03-28,41.02564
2023-03-29,52.5641
2023-03-30,41.02564
2023-03-31,62.17948
2023-04-01,14.74358
2023-04-02,12.17948
2023-04-03,51.92307
2023-04-04,44.87179
2023-04-05,73.71794
2023-04-06,56.41025
2023-04-07,53.20512
2023-04-08,18.58974
2023-04-09,7.05128
2023-04-10,61.53846
2023-04-11,53.20512
2023-04-12,52.5641
2023-04-13,50.64102
2023-04-14,37.17948
2023-04-15,12.17948
2023-04-16,10.25641
2023-04-17,52.5641
2023-04-18,47.43589
2023-04-19,41.66666
2023-04-20,51.28205
2023-04-21,40.38461
2023-04-22,11.53846
2023-04-23,12.17948
2023-04-24,48.71794
2023-04-25,58.33333
2023-04-26,44.23076
2023-04-27,57.6923
2023-04-28,58.97435
2023-04-29,24.35897
2023-04-30,19.87179
2023-05-01,25.0
2023-05-02,60.25641
2023-05-03,62.82051
2023-05-04,56.41025
2023-05-05,13.46153
2023-05-06,12.82051
2023-05-07,16.66666
2023-05-08,71.15384
2023-05-09,71.79487
2023-05-10,60.25641
2023-05-11,61.53846
2023-05-12,48.07692
2023-05-13,17.94871
2023-05-14,17.30769
2023-05-15,59.61538
2023-05-16,57.05128
2023-05-17,51.92307
2023-05-18,41.02564
2023-05-19,45.51282
2023-05-20,7.6923
2023-05-21,16.66666
2023-05-22,55.1282
2023-05-23,53.20512
2023-05-24,53.84615
2023-05-25,46.15384
2023-05-26,57.6923
2023-05-27,10.89743
2023-05-28,7.6923
2023-05-29,20.51282
2023-05-30,63.46153
2023-05-31,73.71794
