date,KB라이프
2021-04-19,7.79874
2021-04-20,6.16352
2021-04-21,5.66037
2021-04-22,6.16352
2021-04-23,7.29559
2021-04-24,1.63522
2021-04-26,4.15094
2021-04-27,7.42138
2021-04-28,6.41509
2021-04-29,8.67924
2021-04-30,6.91823
2021-05-01,0.62893
2021-05-02,2.13836
2021-05-03,7.79874
2021-05-04,3.39622
2021-05-05,0.75471
2021-05-06,10.31446
2021-05-07,9.43396
2021-05-08,1.63522
2021-05-09,0.75471
2021-05-10,8.80503
2021-05-11,7.67295
2021-05-12,10.69182
2021-05-13,8.55345
2021-05-14,8.93081
2021-05-15,1.13207
2021-05-16,2.01257
2021-05-17,9.18238
2021-05-18,9.68553
2021-05-19,1.63522
2021-05-20,9.0566
2021-05-21,9.81132
2021-05-22,1.00628
2021-05-23,3.27044
2021-05-24,10.69182
2021-05-25,9.30817
2021-05-26,9.30817
2021-05-27,8.67924
2021-05-28,8.1761
2021-05-29,3.52201
2021-05-30,1.88679
2021-05-31,11.19496
2021-06-01,10.31446
2021-06-02,7.92452
2021-06-03,8.42767
2021-06-04,10.18867
2021-06-05,1.25786
2021-06-06,2.76729
2021-06-07,13.33333
2021-06-08,10.94339
2021-06-09,15.47169
2021-06-10,8.80503
2021-06-11,9.68553
2021-06-12,2.38993
2021-06-13,3.14465
2021-06-14,11.06918
2021-06-15,11.82389
2021-06-16,10.56603
2021-06-17,9.68553
2021-06-18,8.93081
2021-06-19,2.13836
2021-06-21,7.54716
2021-06-22,10.69182
2021-06-23,9.55974
2021-06-24,11.32075
2021-06-25,11.69811
2021-06-26,0.62893
2021-06-27,0.75471
2021-06-28,12.83018
2021-06-29,9.81132
2021-06-30,8.55345
2021-07-01,4.65408
2021-07-02,8.93081
2021-07-03,1.38364
2021-07-04,1.13207
2021-07-05,9.30817
2021-07-06,8.67924
2021-07-07,6.2893
2021-07-08,8.1761
2021-07-09,8.55345
2021-07-10,1.88679
2021-07-11,0.75471
2021-07-12,7.04402
2021-07-13,11.69811
2021-07-14,8.05031
2021-07-15,5.66037
2021-07-16,8.80503
2021-07-17,1.50943
2021-07-18,0.8805
2021-07-19,9.30817
2021-07-20,13.08176
2021-07-21,11.19496
2021-07-22,11.19496
2021-07-23,8.80503
2021-07-24,1.88679
2021-07-26,8.42767
2021-07-27,9.55974
2021-07-28,8.30188
2021-07-29,8.42767
2021-07-30,6.91823
2021-07-31,0.75471
2021-08-01,0.8805
2021-08-02,5.66037
2021-08-03,6.54088
2021-08-04,9.30817
2021-08-05,8.93081
2021-08-06,8.30188
2021-08-08,1.761
2021-08-09,7.79874
2021-08-10,8.93081
2021-08-11,6.41509
2021-08-12,7.04402
2021-08-13,8.05031
2021-08-15,0.8805
2021-08-16,0.75471
2021-08-17,7.79874
2021-08-18,5.66037
2021-08-19,9.0566
2021-08-20,6.91823
2021-08-21,1.25786
2021-08-22,1.38364
2021-08-23,8.42767
2021-08-24,7.29559
2021-08-25,7.67295
2021-08-26,6.79245
2021-08-27,8.80503
2021-08-28,1.38364
2021-08-29,0.8805
2021-08-30,8.1761
2021-08-31,10.31446
2021-09-01,6.54088
2021-09-02,5.15723
2021-09-03,5.91194
2021-09-04,0.8805
2021-09-05,0.62893
2021-09-06,4.5283
2021-09-07,8.1761
2021-09-08,5.28301
2021-09-09,6.91823
2021-09-10,7.92452
2021-09-11,2.6415
2021-09-13,4.02515
2021-09-14,8.05031
2021-09-15,7.79874
2021-09-16,8.67924
2021-09-17,6.03773
2021-09-18,0.8805
2021-09-19,0.8805
2021-09-21,1.25786
2021-09-23,6.2893
2021-09-24,8.93081
2021-09-25,0.75471
2021-09-27,9.0566
2021-09-28,4.02515
2021-09-29,7.79874
2021-09-30,7.04402
2021-10-01,5.91194
2021-10-02,1.00628
2021-10-03,1.38364
2021-10-04,1.38364
2021-10-05,4.65408
2021-10-06,5.4088
2021-10-07,6.16352
2021-10-08,5.28301
2021-10-10,1.00628
2021-10-12,5.4088
2021-10-13,6.2893
2021-10-14,4.5283
2021-10-15,3.89937
2021-10-17,1.13207
2021-10-18,4.40251
2021-10-19,5.91194
2021-10-20,5.15723
2021-10-21,4.77987
2021-10-22,3.39622
2021-10-24,0.8805
2021-10-25,6.54088
2021-10-26,5.66037
2021-10-27,4.40251
2021-10-28,1.761
2021-10-29,2.76729
2021-10-31,0.8805
2021-11-01,5.03144
2021-11-02,7.29559
2021-11-03,4.65408
2021-11-04,5.15723
2021-11-05,3.39622
2021-11-06,1.50943
2021-11-08,3.64779
2021-11-09,4.27672
2021-11-10,3.89937
2021-11-11,6.16352
2021-11-12,5.53459
2021-11-15,4.5283
2021-11-16,3.14465
2021-11-17,3.64779
2021-11-18,4.77987
2021-11-19,3.52201
2021-11-20,0.8805
2021-11-21,1.13207
2021-11-22,4.02515
2021-11-23,4.5283
2021-11-24,4.02515
2021-11-25,4.15094
2021-11-26,5.28301
2021-11-27,0.75471
2021-11-29,6.91823
2021-11-30,7.16981
2021-12-01,6.41509
2021-12-02,5.15723
2021-12-03,4.65408
2021-12-04,1.00628
2021-12-05,1.00628
2021-12-06,4.5283
2021-12-07,6.2893
2021-12-08,5.15723
2021-12-09,5.4088
2021-12-10,4.5283
2021-12-11,0.75471
2021-12-12,1.13207
2021-12-13,4.90566
2021-12-14,5.91194
2021-12-15,8.05031
2021-12-16,6.2893
2021-12-17,5.4088
2021-12-19,1.38364
2021-12-20,4.27672
2021-12-21,6.16352
2021-12-22,7.67295
2021-12-23,5.03144
2021-12-24,4.90566
2021-12-25,0.75471
2021-12-26,1.25786
2021-12-27,5.03144
2021-12-28,3.14465
2021-12-29,3.27044
2021-12-30,4.27672
2021-12-31,2.38993
2022-01-02,0.75471
2022-01-03,4.40251
2022-01-04,2.76729
2022-01-05,5.78616
2022-01-06,3.64779
2022-01-07,4.02515
2022-01-08,0.75471
2022-01-09,0.62893
2022-01-10,3.52201
2022-01-11,2.76729
2022-01-12,3.64779
2022-01-13,3.64779
2022-01-14,5.03144
2022-01-16,0.8805
2022-01-17,5.78616
2022-01-18,5.91194
2022-01-19,7.16981
2022-01-20,5.78616
2022-01-21,4.40251
2022-01-23,1.50943
2022-01-24,7.54716
2022-01-25,7.42138
2022-01-26,5.78616
2022-01-27,6.41509
2022-01-28,5.91194
2022-01-29,0.75471
2022-01-31,0.62893
2022-02-03,7.04402
2022-02-04,6.54088
2022-02-05,0.8805
2022-02-06,0.8805
2022-02-07,6.54088
2022-02-08,5.15723
2022-02-09,4.15094
2022-02-10,9.55974
2022-02-11,4.65408
2022-02-12,0.8805
2022-02-13,1.13207
2022-02-14,7.16981
2022-02-15,5.15723
2022-02-16,8.30188
2022-02-17,6.41509
2022-02-18,7.04402
2022-02-19,1.88679
2022-02-20,0.75471
2022-02-21,4.15094
2022-02-22,8.05031
2022-02-23,6.79245
2022-02-24,7.42138
2022-02-25,6.03773
2022-02-26,1.761
2022-02-27,1.50943
2022-02-28,6.54088
2022-03-01,2.01257
2022-03-02,6.91823
2022-03-03,6.66666
2022-03-04,6.91823
2022-03-05,1.00628
2022-03-06,1.00628
2022-03-07,7.42138
2022-03-08,7.16981
2022-03-09,2.13836
2022-03-10,6.54088
2022-03-11,7.54716
2022-03-12,1.761
2022-03-13,0.75471
2022-03-14,7.42138
2022-03-15,8.42767
2022-03-16,10.81761
2022-03-17,11.69811
2022-03-18,8.42767
2022-03-20,1.25786
2022-03-21,8.55345
2022-03-22,11.44654
2022-03-23,12.45283
2022-03-24,9.18238
2022-03-25,8.30188
2022-03-26,3.27044
2022-03-27,0.75471
2022-03-28,10.94339
2022-03-29,14.08805
2022-03-30,9.68553
2022-03-31,6.79245
2022-04-01,6.03773
2022-04-02,0.8805
2022-04-03,1.13207
2022-04-04,7.79874
2022-04-05,8.42767
2022-04-06,8.67924
2022-04-07,6.03773
2022-04-08,4.15094
2022-04-09,0.75471
2022-04-10,0.62893
2022-04-11,9.9371
2022-04-12,7.16981
2022-04-13,8.42767
2022-04-14,7.79874
2022-04-15,7.42138
2022-04-16,1.25786
2022-04-17,1.13207
2022-04-18,6.16352
2022-04-19,6.79245
2022-04-20,6.03773
2022-04-21,9.18238
2022-04-22,7.04402
2022-04-23,0.75471
2022-04-24,0.75471
2022-04-25,6.66666
2022-04-26,7.92452
2022-04-27,5.4088
2022-04-28,6.03773
2022-04-29,7.04402
2022-04-30,1.00628
2022-05-02,6.03773
2022-05-03,6.91823
2022-05-04,5.03144
2022-05-05,1.88679
2022-05-06,4.77987
2022-05-07,0.62893
2022-05-08,1.13207
2022-05-09,8.80503
2022-05-10,9.55974
2022-05-11,6.91823
2022-05-12,7.67295
2022-05-13,5.4088
2022-05-16,7.04402
2022-05-17,5.53459
2022-05-18,7.79874
2022-05-19,7.92452
2022-05-20,6.16352
2022-05-21,0.8805
2022-05-22,0.8805
2022-05-23,8.1761
2022-05-24,7.29559
2022-05-25,10.56603
2022-05-26,10.18867
2022-05-27,6.2893
2022-05-28,0.62893
2022-05-29,0.8805
2022-05-30,8.1761
2022-05-31,5.91194
2022-06-01,2.13836
2022-06-02,11.32075
2022-06-03,7.04402
2022-06-04,1.63522
2022-06-05,1.13207
2022-06-07,7.54716
2022-06-08,7.04402
2022-06-09,6.66666
2022-06-10,7.16981
2022-06-11,1.25786
2022-06-12,2.13836
2022-06-13,7.04402
2022-06-14,6.66666
2022-06-15,8.05031
2022-06-16,7.92452
2022-06-17,7.29559
2022-06-18,2.01257
2022-06-19,1.00628
2022-06-20,4.77987
2022-06-21,7.16981
2022-06-22,9.18238
2022-06-23,7.54716
2022-06-24,6.16352
2022-06-25,1.13207
2022-06-27,8.30188
2022-06-28,8.67924
2022-06-29,8.1761
2022-06-30,6.79245
2022-07-01,5.4088
2022-07-02,0.75471
2022-07-03,0.8805
2022-07-04,6.54088
2022-07-05,5.91194
2022-07-06,7.16981
2022-07-07,5.53459
2022-07-08,5.66037
2022-07-09,0.62893
2022-07-11,8.67924
2022-07-12,8.93081
2022-07-13,6.79245
2022-07-14,5.4088
2022-07-15,8.67924
2022-07-16,1.13207
2022-07-17,1.38364
2022-07-18,6.54088
2022-07-19,5.91194
2022-07-20,4.02515
2022-07-21,5.4088
2022-07-22,7.79874
2022-07-23,0.75471
2022-07-24,0.75471
2022-07-25,8.55345
2022-07-26,5.53459
2022-07-27,4.40251
2022-07-28,7.29559
2022-07-29,4.90566
2022-07-30,1.50943
2022-07-31,0.8805
2022-08-01,7.79874
2022-08-02,4.65408
2022-08-03,5.03144
2022-08-04,6.54088
2022-08-05,6.54088
2022-08-06,1.00628
2022-08-08,4.65408
2022-08-09,11.57232
2022-08-10,12.83018
2022-08-11,10.69182
2022-08-12,7.29559
2022-08-13,2.26415
2022-08-14,2.6415
2022-08-15,2.26415
2022-08-16,5.53459
2022-08-17,8.1761
2022-08-18,10.06289
2022-08-19,8.93081
2022-08-20,1.38364
2022-08-21,0.62893
2022-08-22,8.55345
2022-08-23,7.16981
2022-08-24,6.91823
2022-08-25,7.42138
2022-08-26,10.31446
2022-08-27,1.88679
2022-08-28,0.8805
2022-08-29,8.1761
2022-08-30,8.1761
2022-08-31,8.1761
2022-09-01,7.79874
2022-09-02,7.67295
2022-09-03,0.8805
2022-09-04,2.01257
2022-09-05,8.55345
2022-09-06,6.2893
2022-09-07,8.93081
2022-09-08,5.03144
2022-09-09,1.50943
2022-09-10,0.75471
2022-09-11,1.00628
2022-09-12,1.25786
2022-09-13,7.92452
2022-09-14,8.80503
2022-09-15,8.1761
2022-09-16,10.06289
2022-09-17,1.13207
2022-09-18,0.62893
2022-09-19,8.30188
2022-09-20,11.44654
2022-09-21,8.67924
2022-09-22,5.66037
2022-09-23,6.79245
2022-09-24,1.88679
2022-09-25,1.50943
2022-09-26,8.30188
2022-09-27,10.18867
2022-09-28,8.67924
2022-09-29,7.29559
2022-09-30,6.91823
2022-10-01,0.8805
2022-10-02,1.13207
2022-10-04,4.27672
2022-10-05,5.28301
2022-10-06,4.40251
2022-10-07,4.77987
2022-10-08,0.8805
2022-10-09,1.38364
2022-10-10,0.75471
2022-10-11,4.27672
2022-10-12,3.89937
2022-10-13,4.40251
2022-10-14,4.02515
2022-10-15,0.62893
2022-10-16,2.6415
2022-10-17,6.79245
2022-10-18,5.03144
2022-10-19,2.89308
2022-10-20,3.64779
2022-10-21,4.90566
2022-10-23,1.25786
2022-10-24,3.52201
2022-10-25,6.16352
2022-10-26,17.98742
2022-10-27,7.16981
2022-10-28,5.4088
2022-10-30,1.13207
2022-10-31,4.5283
2022-11-01,18.61635
2022-11-02,8.55345
2022-11-03,3.89937
2022-11-04,3.64779
2022-11-05,1.38364
2022-11-06,0.8805
2022-11-07,4.77987
2022-11-08,4.40251
2022-11-09,4.15094
2022-11-10,5.03144
2022-11-11,4.40251
2022-11-12,1.761
2022-11-13,0.8805
2022-11-14,6.66666
2022-11-15,5.91194
2022-11-16,7.29559
2022-11-17,3.77358
2022-11-18,3.89937
2022-11-19,1.25786
2022-11-20,0.62893
2022-11-21,5.78616
2022-11-22,7.54716
2022-11-23,29.0566
2022-11-24,9.55974
2022-11-25,6.79245
2022-11-26,1.63522
2022-11-27,1.761
2022-11-28,6.16352
2022-11-29,5.78616
2022-11-30,5.15723
2022-12-01,5.28301
2022-12-02,4.90566
2022-12-03,0.8805
2022-12-04,1.761
2022-12-05,4.5283
2022-12-06,3.89937
2022-12-07,4.65408
2022-12-08,6.03773
2022-12-09,4.40251
2022-12-10,2.6415
2022-12-11,2.51572
2022-12-12,6.91823
2022-12-13,9.18238
2022-12-14,7.79874
2022-12-15,5.91194
2022-12-16,7.67295
2022-12-17,2.13836
2022-12-18,1.00628
2022-12-19,34.4654
2022-12-20,43.27044
2022-12-21,45.28301
2022-12-22,60.37735
2022-12-23,48.42767
2022-12-24,53.08176
2022-12-25,38.86792
2022-12-26,51.69811
2022-12-27,34.4654
2022-12-28,38.23899
2022-12-29,35.97484
2022-12-30,32.95597
2022-12-31,44.02515
2023-01-01,54.84276
2023-01-02,100.0
2023-01-03,63.27044
2023-01-04,66.66666
2023-01-05,55.59748
2023-01-06,48.1761
2023-01-07,26.66666
2023-01-08,32.57861
2023-01-09,58.74213
2023-01-10,56.98113
2023-01-11,53.45911
2023-01-12,53.20754
2023-01-13,56.47798
2023-01-14,25.53459
2023-01-15,27.29559
2023-01-16,54.21383
2023-01-17,55.47169
2023-01-18,48.67924
2023-01-19,46.41509
2023-01-20,39.87421
2023-01-21,18.23899
2023-01-22,16.72955
2023-01-23,13.96226
2023-01-24,16.85534
2023-01-25,69.30817
2023-01-26,58.86792
2023-01-27,49.55974
2023-01-28,18.1132
2023-01-29,20.50314
2023-01-30,53.33333
2023-01-31,53.83647
2023-02-01,43.89937
2023-02-02,43.64779
2023-02-03,40.0
2023-02-04,19.24528
2023-02-05,20.25157
2023-02-06,51.06918
2023-02-07,53.83647
2023-02-08,50.44025
2023-02-09,48.67924
2023-02-10,52.45283
2023-02-11,18.61635
2023-02-12,22.13836
2023-02-13,47.04402
2023-02-14,47.29559
2023-02-15,46.03773
2023-02-16,42.89308
2023-02-17,35.09433
2023-02-18,14.33962
2023-02-19,10.81761
2023-02-20,45.78616
2023-02-21,41.00628
2023-02-22,36.85534
2023-02-23,38.74213
2023-02-24,35.84905
2023-02-25,13.45911
2023-02-26,11.19496
2023-02-27,36.3522
2023-02-28,35.22012
2023-03-01,14.71698
2023-03-02,33.96226
2023-03-03,30.69182
2023-03-04,11.82389
2023-03-05,14.21383
2023-03-06,40.25157
2023-03-07,38.49056
2023-03-08,33.08176
2023-03-09,35.84905
2023-03-10,31.32075
2023-03-11,11.44654
2023-03-12,9.30817
2023-03-13,36.3522
2023-03-14,36.98113
2023-03-15,31.44654
2023-03-16,30.06289
2023-03-17,32.7044
2023-03-18,8.93081
2023-03-19,7.79874
2023-03-20,36.85534
2023-03-21,37.35849
2023-03-22,38.86792
2023-03-23,39.87421
2023-03-24,30.44025
2023-03-25,8.93081
2023-03-26,7.79874
2023-03-27,37.61006
2023-03-28,38.49056
2023-03-29,31.82389
2023-03-30,35.59748
2023-03-31,31.06918
2023-04-01,9.81132
2023-04-02,10.31446
2023-04-03,32.45283
2023-04-04,33.33333
2023-04-05,49.9371
2023-04-06,39.87421
2023-04-07,32.07547
2023-04-08,10.69182
2023-04-09,11.06918
2023-04-10,38.36477
2023-04-11,36.10062
2023-04-12,28.30188
2023-04-13,27.42138
2023-04-14,26.03773
2023-04-15,9.18238
2023-04-16,7.79874
2023-04-17,37.86163
2023-04-18,30.69182
2023-04-19,32.07547
2023-04-20,29.0566
2023-04-21,23.77358
2023-04-22,5.91194
2023-04-23,9.30817
2023-04-24,30.81761
2023-04-25,34.33962
2023-04-26,33.33333
2023-04-27,32.20125
2023-04-28,26.2893
2023-04-29,6.2893
2023-04-30,5.78616
2023-05-01,11.94968
2023-05-02,32.95597
2023-05-03,28.93081
2023-05-04,31.82389
2023-05-05,9.0566
2023-05-06,9.9371
2023-05-07,7.79874
2023-05-08,46.79245
2023-05-09,34.21383
2023-05-10,30.56603
2023-05-11,37.35849
2023-05-12,27.16981
2023-05-13,7.42138
2023-05-14,6.03773
2023-05-15,30.81761
2023-05-16,35.84905
2023-05-17,32.83018
2023-05-18,33.71069
2023-05-19,28.55345
2023-05-20,7.79874
2023-05-21,7.16981
2023-05-22,30.56603
2023-05-23,26.16352
2023-05-24,31.94968
2023-05-25,33.71069
2023-05-26,32.07547
2023-05-27,7.67295
2023-05-28,5.53459
2023-05-29,9.68553
2023-05-30,31.19496
2023-05-31,33.96226
2023-06-01,32.20125
2023-06-02,26.79245
2023-06-03,6.41509
2023-06-04,7.16981
2023-06-05,31.32075
2023-06-06,7.79874
2023-06-07,31.19496
2023-06-08,29.68553
2023-06-09,24.15094
2023-06-10,9.68553
2023-06-11,8.05031
2023-06-12,45.66037
2023-06-13,34.21383
2023-06-14,28.30188
2023-06-15,27.16981
2023-06-16,22.13836
2023-06-17,7.04402
2023-06-18,5.15723
2023-06-19,30.56603
2023-06-20,30.94339
2023-06-21,28.80503
2023-06-22,31.94968
2023-06-23,22.76729
2023-06-24,7.04402
2023-06-25,5.91194
2023-06-26,30.81761
2023-06-27,30.69182
2023-06-28,30.69182
2023-06-29,29.43396
2023-06-30,31.06918
2023-07-01,6.91823
2023-07-02,6.03773
2023-07-03,27.04402
2023-07-04,23.77358
2023-07-05,30.18867
2023-07-06,32.07547
2023-07-07,27.67295
2023-07-08,3.27044
2023-07-09,7.42138
2023-07-10,31.57232
2023-07-11,29.0566
2023-07-12,25.15723
2023-07-13,29.68553
2023-07-14,26.2893
2023-07-15,6.54088
2023-07-16,5.53459
2023-07-17,25.53459
2023-07-18,47.42138
2023-07-19,50.31446
2023-07-20,42.13836
2023-07-21,32.32704
2023-07-22,9.18238
2023-07-23,9.30817
2023-07-24,32.45283
2023-07-25,37.2327
2023-07-26,32.07547
2023-07-27,33.33333
2023-07-28,31.19496
2023-07-29,8.1761
2023-07-30,6.79245
2023-07-31,31.94968
2023-08-01,28.67924
2023-08-02,29.30817
2023-08-03,27.16981
2023-08-04,27.04402
2023-08-05,10.44025
2023-08-06,7.29559
2023-08-07,31.57232
2023-08-08,29.0566
2023-08-09,28.30188
2023-08-10,29.0566
2023-08-11,33.83647
2023-08-12,10.06289
2023-08-13,6.16352
2023-08-14,30.18867
2023-08-15,10.69182
2023-08-16,44.90566
2023-08-17,39.11949
2023-08-18,27.67295
2023-08-19,7.16981
2023-08-20,9.81132
2023-08-21,37.86163
2023-08-22,30.94339
2023-08-23,34.4654
2023-08-24,34.4654
2023-08-25,30.81761
2023-08-26,9.81132
2023-08-27,8.1761
2023-08-28,34.84276
2023-08-29,35.97484
2023-08-30,34.59119
2023-08-31,36.3522
2023-09-01,29.9371
2023-09-02,6.2893
2023-09-03,7.67295
2023-09-04,36.60377
2023-09-05,34.21383
2023-09-06,29.55974
2023-09-07,28.67924
2023-09-08,26.2893
2023-09-09,8.93081
2023-09-10,7.54716
2023-09-11,30.44025
2023-09-12,31.82389
2023-09-13,28.80503
2023-09-14,30.69182
2023-09-15,22.6415
2023-09-16,7.16981
2023-09-17,7.67295
2023-09-18,28.93081
2023-09-19,30.44025
2023-09-20,25.28301
2023-09-21,27.92452
2023-09-22,20.25157
2023-09-23,7.54716
2023-09-24,6.54088
2023-09-25,29.0566
2023-09-26,45.15723
2023-09-27,30.31446
2023-09-28,5.91194
2023-09-29,6.03773
2023-09-30,5.03144
2023-10-01,4.65408
2023-10-02,6.54088
2023-10-03,9.30817
2023-10-04,37.98742
2023-10-05,27.92452
2023-10-06,26.91823
2023-10-07,5.28301
2023-10-08,4.65408
2023-10-09,5.53459
2023-10-10,32.57861
2023-10-11,27.54716
2023-10-12,28.30188
2023-10-13,23.52201
2023-10-14,5.28301
2023-10-15,6.41509
2023-10-16,23.14465
2023-10-17,26.54088
2023-10-18,24.15094
2023-10-19,33.83647
2023-10-20,43.01886
2023-10-21,7.04402
2023-10-22,5.66037
2023-10-23,30.81761
2023-10-24,31.94968
2023-10-25,29.81132
2023-10-26,31.82389
2023-10-27,29.68553
2023-10-28,7.29559
2023-10-29,5.15723
2023-10-30,34.4654
2023-10-31,37.98742
2023-11-01,34.21383
2023-11-02,26.91823
2023-11-03,26.41509
2023-11-04,6.54088
2023-11-05,6.79245
2023-11-06,31.32075
2023-11-07,37.35849
2023-11-08,32.7044
2023-11-09,31.57232
2023-11-10,26.41509
2023-11-11,7.04402
2023-11-12,6.03773
2023-11-13,48.1761
2023-11-14,39.37106
2023-11-15,44.15094
2023-11-16,45.4088
2023-11-17,33.08176
2023-11-18,8.1761
2023-11-19,10.44025
2023-11-20,30.06289
2023-11-21,30.69182
2023-11-22,29.30817
2023-11-23,28.42767
2023-11-24,31.32075
2023-11-25,7.92452
2023-11-26,7.92452
2023-11-27,32.20125
2023-11-28,34.59119
2023-11-29,31.94968
2023-11-30,36.98113
2023-12-01,28.42767
2023-12-02,7.67295
2023-12-03,8.42767
2023-12-04,29.9371
2023-12-05,35.59748
2023-12-06,31.57232
2023-12-07,30.69182
2023-12-08,26.79245
2023-12-09,9.43396
2023-12-10,7.79874
2023-12-11,39.49685
2023-12-12,30.94339
2023-12-13,33.71069
2023-12-14,37.61006
2023-12-15,28.30188
2023-12-16,10.56603
2023-12-17,6.16352
2023-12-18,30.56603
2023-12-19,27.42138
2023-12-20,28.42767
2023-12-21,26.66666
2023-12-22,27.29559
2023-12-23,6.91823
2023-12-24,4.5283
2023-12-25,5.91194
2023-12-26,37.98742
2023-12-27,37.73584
2023-12-28,40.75471
2023-12-29,36.47798
2023-12-30,10.44025
2023-12-31,7.79874
2024-01-01,10.31446
2024-01-02,40.50314
2024-01-03,34.71698
2024-01-04,34.84276
2024-01-05,27.92452
2024-01-06,8.93081
2024-01-07,9.0566
2024-01-08,29.43396
2024-01-09,31.69811
2024-01-10,34.08805
2024-01-11,31.57232
2024-01-12,28.55345
2024-01-13,9.18238
2024-01-14,8.67924
2024-01-15,33.5849
2024-01-16,35.09433
2024-01-17,29.0566
2024-01-18,32.95597
