date,AI관련주
2023-05-30,27.00093
2023-05-31,24.12239
2023-06-01,15.81441
2023-06-02,16.26491
2023-06-03,11.28013
2023-06-04,11.5083
2023-06-05,14.29908
2023-06-06,11.08705
2023-06-07,16.93774
2023-06-08,11.20992
2023-06-09,11.14556
2023-06-10,9.54247
2023-06-11,7.55909
2023-06-12,11.14556
2023-06-13,15.83196
2023-06-14,11.28013
2023-06-15,12.16943
2023-06-16,14.24643
2023-06-17,8.1149
2023-06-18,12.26889
2023-06-19,11.8769
2023-06-20,11.06365
2023-06-21,11.28013
2023-06-22,10.46103
2023-06-23,10.227
2023-06-24,5.72782
2023-06-25,7.50643
2023-06-26,12.95927
2023-06-27,9.12707
2023-06-28,9.43716
2023-06-29,8.15586
2023-06-30,5.98525
2023-07-01,5.40018
2023-07-02,5.02574
2023-07-03,8.75848
2023-07-04,9.51907
2023-07-05,9.71214
2023-07-06,8.22021
2023-07-07,5.80388
2023-07-08,4.58109
2023-07-09,4.87362
2023-07-10,7.02667
2023-07-11,7.51228
2023-07-12,7.33091
2023-07-13,11.32108
2023-07-14,11.75988
2023-07-15,5.5406
2023-07-16,6.94476
2023-07-17,9.7648
2023-07-18,12.70769
2023-07-19,18.45307
2023-07-20,20.68219
2023-07-21,15.45752
2023-07-22,9.46641
2023-07-23,11.07535
2023-07-24,15.35806
2023-07-25,19.06739
2023-07-26,19.45939
2023-07-27,17.56377
2023-07-28,14.4278
2023-07-29,8.17926
2023-07-30,7.93353
2023-07-31,18.6871
2023-08-01,38.32202
2023-08-02,26.62064
2023-08-03,15.48092
2023-08-04,16.26491
2023-08-05,12.46197
2023-08-06,13.36882
2023-08-07,19.66417
2023-08-08,15.97238
2023-08-09,13.42733
2023-08-10,11.42054
2023-08-11,9.48396
2023-08-12,7.13784
2023-08-13,11.72478
2023-08-14,12.60238
2023-08-15,13.64966
2023-08-16,17.17762
2023-08-17,13.04703
2023-08-18,10.28551
2023-08-19,7.93938
2023-08-20,7.82822
2023-08-21,12.3274
2023-08-22,12.80716
2023-08-23,10.67165
2023-08-24,31.31874
2023-08-25,13.19915
2023-08-26,7.2724
2023-08-27,7.67025
2023-08-28,11.36204
2023-08-29,19.23121
2023-08-30,23.58998
2023-08-31,18.16054
2023-09-01,12.19868
2023-09-02,7.54153
2023-09-03,7.15539
2023-09-04,12.04072
2023-09-05,16.71542
2023-09-06,19.37748
2023-09-07,20.14392
2023-09-08,14.66183
2023-09-09,8.09735
2023-09-10,8.83454
2023-09-11,15.7559
2023-09-12,15.93728
2023-09-13,13.59115
2023-09-14,13.60285
2023-09-15,9.82915
2023-09-16,5.20126
2023-09-17,6.64053
2023-09-18,8.20851
2023-09-19,6.17247
2023-09-20,6.03791
2023-09-21,6.14322
2023-09-22,5.33582
2023-09-23,3.56892
2023-09-24,5.80388
2023-09-25,6.10812
2023-09-26,7.78141
2023-09-27,5.90334
2023-09-28,3.59817
2023-09-29,3.56892
2023-09-30,3.27053
2023-10-01,3.28223
2023-10-02,3.68008
2023-10-03,3.80294
2023-10-04,4.85022
2023-10-05,4.51088
2023-10-06,3.8439
2023-10-07,2.586
2023-10-08,2.6211
2023-10-09,2.83758
2023-10-10,4.03697
2023-10-11,4.37631
2023-10-12,4.85022
2023-10-13,4.15984
2023-10-14,2.49239
2023-10-15,2.74982
2023-10-16,3.20617
2023-10-17,4.32366
2023-10-18,4.17154
2023-10-19,3.15937
2023-10-20,2.98385
2023-10-21,1.77275
2023-10-22,2.5743
2023-10-23,3.57477
2023-10-24,4.30025
2023-10-25,5.42944
2023-10-26,4.23589
2023-10-27,3.98432
2023-10-28,3.13597
2023-10-29,4.26515
2023-10-30,5.31827
2023-10-31,6.61128
2023-11-01,6.49426
2023-11-02,10.02808
2023-11-03,10.6424
2023-11-04,6.56447
2023-11-05,6.06716
2023-11-06,9.62438
2023-11-07,10.81207
2023-11-08,10.43178
2023-11-09,8.4835
2023-11-10,7.06763
2023-11-11,4.82681
2023-11-12,5.50549
2023-11-13,7.31921
2023-11-14,8.85209
2023-11-15,12.3391
2023-11-16,12.19283
2023-11-17,9.24409
2023-11-18,5.66346
2023-11-19,6.53522
2023-11-20,12.88322
2023-11-21,19.5179
2023-11-22,13.85443
2023-11-23,10.82962
2023-11-24,11.0578
2023-11-25,6.3831
2023-11-26,7.88673
2023-11-27,11.54926
2023-11-28,12.06412
2023-11-29,13.66721
2023-11-30,13.37467
2023-12-01,9.87596
2023-12-02,7.12614
2023-12-03,6.67563
2023-12-04,9.05101
2023-12-05,10.73016
2023-12-06,11.18066
2023-12-07,12.06412
2023-12-08,22.42569
2023-12-09,10.74771
2023-12-10,11.46735
2023-12-11,11.65457
2023-12-12,10.70091
2023-12-13,9.51907
2023-12-14,11.13386
2023-12-15,11.72478
2023-12-16,8.44839
2023-12-17,8.85794
2023-12-18,13.97729
2023-12-19,12.07582
2023-12-20,17.8563
2023-12-21,13.30446
2023-12-22,12.50292
2023-12-23,8.15001
2023-12-24,8.21436
2023-12-25,10.36742
2023-12-26,15.22934
2023-12-27,16.20056
2023-12-28,19.80458
2023-12-29,16.14205
2023-12-30,12.93002
2023-12-31,13.40978
2024-01-01,21.05663
2024-01-02,49.74256
2024-01-03,39.28738
2024-01-04,29.25345
2024-01-05,33.12075
2024-01-06,16.78563
2024-01-07,19.84554
2024-01-08,35.85303
2024-01-09,47.8879
2024-01-10,39.55066
2024-01-11,34.3494
2024-01-12,26.72595
2024-01-13,18.07278
2024-01-14,17.4058
2024-01-15,25.26328
2024-01-16,20.79335
2024-01-17,24.66651
2024-01-18,35.20945
2024-01-19,42.31219
2024-01-20,39.56236
2024-01-21,38.73157
2024-01-22,58.16171
2024-01-23,51.80786
2024-01-24,35.13339
2024-01-25,31.52351
2024-01-26,30.36508
2024-01-27,24.01708
2024-01-28,26.293
2024-01-29,33.5069
2024-01-30,24.13994
2024-01-31,19.97425
2024-02-01,14.53311
2024-02-02,17.32389
2024-02-03,14.79639
2024-02-04,12.60238
2024-02-05,17.27123
2024-02-06,18.09033
2024-02-07,15.27615
2024-02-08,18.30095
2024-02-09,14.81979
2024-02-10,18.17809
2024-02-11,16.22396
2024-02-12,16.72712
2024-02-13,63.83103
2024-02-14,34.05686
2024-02-15,37.54388
2024-02-16,35.92323
2024-02-17,21.46618
2024-02-18,28.32904
2024-02-19,44.81043
2024-02-20,36.10461
2024-02-21,31.86285
2024-02-22,39.96606
2024-02-23,63.45658
2024-02-24,33.15001
2024-02-25,29.03697
2024-02-26,35.87643
2024-02-27,34.61853
2024-02-28,40.10648
2024-02-29,33.81699
2024-03-01,24.45003
2024-03-02,47.77088
2024-03-03,32.47133
2024-03-04,46.84647
2024-03-05,40.66229
2024-03-06,29.26515
2024-03-07,28.75029
2024-03-08,27.21156
2024-03-09,17.60472
2024-03-10,17.15422
2024-03-11,22.53685
2024-03-12,27.04774
2024-03-13,28.62742
2024-03-14,29.93798
2024-03-15,21.11514
2024-03-16,13.25766
2024-03-17,17.16007
2024-03-18,24.95904
2024-03-19,25.29253
2024-03-20,23.80645
