date,금양주가
2020-03-20,0.02668
2020-03-23,0.0163
2020-03-24,0.01704
2020-03-25,0.01704
2020-03-26,0.02001
2020-03-27,0.01408
2020-03-29,0.0037
2020-03-30,0.02297
2020-03-31,0.03854
2020-04-01,0.03187
2020-04-02,0.04595
2020-04-03,0.02446
2020-04-06,0.02297
2020-04-07,0.02446
2020-04-08,0.03039
2020-04-09,0.02742
2020-04-10,0.0252
2020-04-13,0.02446
2020-04-14,0.03113
2020-04-16,0.04299
2020-04-17,0.02816
2020-04-20,0.0163
2020-04-21,0.02594
2020-04-22,0.02371
2020-04-23,0.02964
2020-04-24,0.0126
2020-04-27,0.02594
2020-04-28,0.01927
2020-04-29,0.02446
2020-05-01,0.00444
2020-05-03,0.00444
2020-05-04,0.02223
2020-05-06,0.06522
2020-05-07,0.08968
2020-05-08,0.04669
2020-05-09,0.00741
2020-05-10,0.00518
2020-05-11,0.03409
2020-05-12,0.03928
2020-05-13,0.03409
2020-05-14,0.04817
2020-05-15,0.04817
2020-05-16,0.0037
2020-05-17,0.00592
2020-05-18,0.04595
2020-05-19,0.04002
2020-05-20,0.03483
2020-05-21,0.03261
2020-05-22,0.04817
2020-05-23,0.0037
2020-05-25,0.03261
2020-05-26,0.08301
2020-05-27,0.0756
2020-05-28,0.05262
2020-05-29,0.03113
2020-05-30,0.0037
2020-06-01,0.04373
2020-06-02,0.06819
2020-06-03,0.063
2020-06-04,0.04002
2020-06-05,0.03706
2020-06-06,0.00444
2020-06-08,0.0378
2020-06-09,0.03039
2020-06-10,0.02446
2020-06-11,0.03039
2020-06-12,0.04373
2020-06-14,0.00444
2020-06-15,0.02742
2020-06-16,0.02742
2020-06-17,0.16751
2020-06-18,0.11711
2020-06-19,0.11044
2020-06-20,0.01334
2020-06-21,0.01334
2020-06-22,0.08301
2020-06-23,0.07782
2020-06-24,0.15862
2020-06-25,0.08968
2020-06-26,0.10747
2020-06-27,0.01408
2020-06-28,0.01037
2020-06-29,0.05855
2020-06-30,0.08672
2020-07-01,0.07189
2020-07-02,0.05855
2020-07-03,0.08153
2020-07-04,0.00592
2020-07-05,0.00518
2020-07-06,0.08894
2020-07-07,0.11711
2020-07-08,0.09413
2020-07-09,0.15639
2020-07-10,0.12526
2020-07-11,0.0126
2020-07-12,0.01482
2020-07-13,0.11859
2020-07-14,0.12378
2020-07-15,0.1008
2020-07-16,0.06671
2020-07-17,0.06596
2020-07-18,0.00741
2020-07-19,0.01037
2020-07-20,0.09191
2020-07-21,0.05855
2020-07-22,0.07708
2020-07-23,0.07931
2020-07-24,0.0756
2020-07-25,0.01704
2020-07-26,0.01334
2020-07-27,0.07486
2020-07-28,0.09487
2020-07-29,0.06745
2020-07-30,0.08079
2020-07-31,0.06967
2020-08-01,0.00444
2020-08-02,0.00963
2020-08-03,0.10228
2020-08-04,0.08524
2020-08-05,0.05336
2020-08-06,0.05559
2020-08-07,0.05485
2020-08-08,0.01037
2020-08-09,0.01037
2020-08-10,0.14453
2020-08-11,0.12007
2020-08-12,0.0882
2020-08-13,0.07782
2020-08-14,0.06596
2020-08-15,0.00444
2020-08-16,0.01037
2020-08-17,0.01185
2020-08-18,0.07263
2020-08-19,0.0541
2020-08-20,0.06745
2020-08-21,0.06671
2020-08-22,0.00963
2020-08-23,0.00592
2020-08-24,0.08153
2020-08-25,0.06745
2020-08-26,0.06152
2020-08-27,0.0541
2020-08-28,0.04299
2020-08-29,0.00592
2020-08-30,0.0037
2020-08-31,0.05929
2020-09-01,0.07782
2020-09-02,0.07041
2020-09-03,0.16899
2020-09-04,0.08894
2020-09-05,0.01334
2020-09-06,0.01111
2020-09-07,0.10525
2020-09-08,0.09487
2020-09-09,0.08672
2020-09-10,0.09487
2020-09-11,0.08153
2020-09-12,0.00518
2020-09-13,0.00889
2020-09-14,0.08746
2020-09-15,0.10303
2020-09-16,0.07634
2020-09-17,0.07041
2020-09-18,0.06596
2020-09-19,0.00741
2020-09-20,0.00444
2020-09-21,0.09042
2020-09-22,0.0504
2020-09-23,0.06152
2020-09-24,0.04817
2020-09-25,0.04743
2020-09-26,0.00667
2020-09-27,0.01704
2020-09-28,0.07634
2020-09-29,0.09042
2020-09-30,0.01334
2020-10-01,0.0163
2020-10-02,0.00963
2020-10-03,0.00741
2020-10-04,0.00889
2020-10-05,0.09191
2020-10-06,0.07931
2020-10-07,0.0541
2020-10-08,0.08005
2020-10-09,0.00963
2020-10-10,0.00963
2020-10-11,0.00963
2020-10-12,0.05929
2020-10-13,0.03039
2020-10-14,0.04076
2020-10-15,0.04299
2020-10-16,0.0378
2020-10-17,0.0037
2020-10-19,0.04373
2020-10-20,0.0378
2020-10-21,0.03261
2020-10-22,0.04373
2020-10-23,0.03706
2020-10-26,0.03483
2020-10-27,0.02816
2020-10-28,0.03557
2020-10-29,0.03113
2020-10-30,0.03187
2020-10-31,0.00444
2020-11-02,0.03113
2020-11-03,0.0415
2020-11-04,0.03483
2020-11-05,0.04002
2020-11-06,0.04076
2020-11-09,0.04002
2020-11-10,0.04447
2020-11-11,0.03113
2020-11-12,0.03261
2020-11-13,0.0252
2020-11-16,0.03409
2020-11-17,0.04669
2020-11-18,0.03039
2020-11-19,0.02223
2020-11-20,0.03113
2020-11-22,0.00518
2020-11-23,0.03483
2020-11-24,0.03483
2020-11-25,0.02446
2020-11-26,0.02297
2020-11-27,0.02668
2020-11-28,0.00815
2020-11-30,0.01704
2020-12-01,0.02742
2020-12-02,0.03187
2020-12-03,0.04002
2020-12-04,0.02742
2020-12-05,0.00518
2020-12-06,0.01037
2020-12-07,0.05188
2020-12-08,0.05336
2020-12-09,0.04817
2020-12-10,0.05114
2020-12-11,0.03409
2020-12-12,0.00592
2020-12-14,0.04002
2020-12-15,0.30834
2020-12-16,2.27629
2020-12-17,1.74706
2020-12-18,0.95173
2020-12-19,0.16455
2020-12-20,0.15343
2020-12-21,0.5952
2020-12-22,0.44918
2020-12-23,0.39507
2020-12-24,0.39062
2020-12-25,0.07041
2020-12-26,0.05336
2020-12-27,0.04595
2020-12-28,0.34096
2020-12-29,0.26535
2020-12-30,0.35282
2020-12-31,0.09413
2021-01-01,0.04447
2021-01-02,0.0415
2021-01-03,0.0504
2021-01-04,0.34615
2021-01-05,0.27795
2021-01-06,0.24089
2021-01-07,0.22533
2021-01-08,0.24534
2021-01-09,0.03187
2021-01-10,0.04373
2021-01-11,0.23422
2021-01-12,0.19938
2021-01-13,0.18752
2021-01-14,0.18901
2021-01-15,0.12156
2021-01-16,0.01704
2021-01-17,0.02223
2021-01-18,0.13342
2021-01-19,0.16899
2021-01-20,0.19716
2021-01-21,0.17937
2021-01-22,0.1853
2021-01-23,0.0289
2021-01-24,0.02742
2021-01-25,0.17789
2021-01-26,0.16084
2021-01-27,0.14157
2021-01-28,0.15417
2021-01-29,0.12823
2021-01-30,0.00963
2021-01-31,0.0126
2021-02-01,0.14824
2021-02-02,0.1853
2021-02-03,0.11933
2021-02-04,0.11192
2021-02-05,0.11859
2021-02-06,0.01704
2021-02-07,0.01185
2021-02-08,0.10451
2021-02-09,0.11933
2021-02-10,0.09561
2021-02-11,0.01927
2021-02-12,0.01408
2021-02-13,0.01556
2021-02-14,0.0126
2021-02-15,0.11414
2021-02-16,0.11118
2021-02-17,0.13119
2021-02-18,0.14231
2021-02-19,0.11192
2021-02-20,0.02668
2021-02-21,0.02001
2021-02-22,0.11266
2021-02-23,0.12971
2021-02-24,0.12007
2021-02-25,0.11414
2021-02-26,0.11711
2021-02-27,0.01037
2021-02-28,0.01037
2021-03-01,0.0163
2021-03-02,0.09784
2021-03-03,0.08672
2021-03-04,0.11044
2021-03-05,0.08079
2021-03-06,0.01111
2021-03-07,0.00815
2021-03-08,0.1008
2021-03-09,0.07856
2021-03-10,0.07931
2021-03-11,0.27499
2021-03-12,0.36097
2021-03-13,0.17048
2021-03-14,0.13786
2021-03-15,0.42768
2021-03-16,0.29945
2021-03-17,0.24979
2021-03-18,0.85166
2021-03-19,0.63078
2021-03-20,0.10673
2021-03-21,0.07708
2021-03-22,0.56925
2021-03-23,0.51366
2021-03-24,0.32984
2021-03-25,0.34615
2021-03-26,0.33725
2021-03-27,0.05929
2021-03-28,0.04817
2021-03-29,0.35801
2021-03-30,0.34466
2021-03-31,0.295
2021-04-01,0.31576
2021-04-02,0.29945
2021-04-03,0.0504
2021-04-04,0.04224
2021-04-05,0.31946
2021-04-06,0.33429
2021-04-07,0.54035
2021-04-08,0.52923
2021-04-09,0.32762
2021-04-10,0.0504
2021-04-11,0.03631
2021-04-12,0.41656
2021-04-13,0.3543
2021-04-14,0.30019
2021-04-15,0.35801
2021-04-16,0.29648
2021-04-17,0.05855
2021-04-18,0.0504
2021-04-19,0.29945
2021-04-20,0.4047
2021-04-21,0.34392
2021-04-22,0.32391
2021-04-23,0.35504
2021-04-24,0.06522
2021-04-25,0.04743
2021-04-26,0.34541
2021-04-27,0.43435
2021-04-28,0.42842
2021-04-29,0.34763
2021-04-30,0.25794
2021-05-01,0.02594
2021-05-02,0.01704
2021-05-03,0.25201
2021-05-04,0.22977
2021-05-05,0.03928
2021-05-06,0.22459
2021-05-07,0.22236
2021-05-08,0.02816
2021-05-09,0.03039
2021-05-10,0.21273
2021-05-11,0.17789
2021-05-12,0.19938
2021-05-13,0.18752
2021-05-14,0.16084
2021-05-15,0.01778
2021-05-16,0.01408
2021-05-17,0.16974
2021-05-18,0.17196
2021-05-19,0.01927
2021-05-20,0.20606
2021-05-21,0.1942
2021-05-22,0.02816
2021-05-23,0.01482
2021-05-24,0.18308
2021-05-25,0.18604
2021-05-26,0.16603
2021-05-27,0.17122
2021-05-28,0.17715
2021-05-29,0.02446
2021-05-30,0.01185
2021-05-31,0.20828
2021-06-01,0.19049
2021-06-02,0.26016
2021-06-03,0.25498
2021-06-04,0.19938
2021-06-05,0.0163
2021-06-06,0.01111
2021-06-07,0.17492
2021-06-08,0.15788
2021-06-09,0.24534
2021-06-10,0.29648
2021-06-11,0.19864
2021-06-12,0.02446
2021-06-13,0.01778
2021-06-14,0.18011
2021-06-15,0.17048
2021-06-16,0.16084
2021-06-17,0.31502
2021-06-18,0.29797
2021-06-19,0.06671
2021-06-20,0.05559
2021-06-21,0.43806
2021-06-22,0.33503
2021-06-23,0.28981
2021-06-24,0.32465
2021-06-25,0.36097
2021-06-26,0.10821
2021-06-27,0.14231
2021-06-28,0.53664
2021-06-29,0.35875
2021-06-30,0.6456
2021-07-01,0.64931
2021-07-02,0.41434
2021-07-03,0.05188
2021-07-04,0.05188
2021-07-05,0.3884
2021-07-06,0.41286
2021-07-07,0.42027
2021-07-08,0.34615
2021-07-09,0.34318
2021-07-10,0.03113
2021-07-11,0.02001
2021-07-12,0.3884
2021-07-13,0.40915
2021-07-14,0.36171
2021-07-15,0.29723
2021-07-16,0.27944
2021-07-17,0.04002
2021-07-18,0.03187
2021-07-19,0.77161
2021-07-20,0.50551
2021-07-21,0.38543
2021-07-22,0.60335
2021-07-23,0.52404
2021-07-24,0.03557
2021-07-25,0.03706
2021-07-26,0.37505
2021-07-27,0.38617
2021-07-28,0.38617
2021-07-29,0.30093
2021-07-30,0.26165
2021-07-31,0.02149
2021-08-01,0.01927
2021-08-02,0.30241
2021-08-03,0.25053
2021-08-04,0.23496
2021-08-05,0.27054
2021-08-06,0.26165
2021-08-07,0.0289
2021-08-08,0.01556
2021-08-09,0.295
2021-08-10,0.23719
2021-08-11,0.52626
2021-08-12,0.49291
2021-08-13,0.37209
2021-08-14,0.03409
2021-08-15,0.01408
2021-08-16,0.0378
2021-08-17,0.25646
2021-08-18,0.38098
2021-08-19,0.33503
2021-08-20,0.33873
2021-08-21,0.03928
2021-08-22,0.01927
2021-08-23,0.32836
2021-08-24,0.38024
2021-08-25,0.34911
2021-08-26,0.29055
2021-08-27,0.29352
2021-08-28,0.02964
2021-08-29,0.0163
2021-08-30,0.28314
2021-08-31,0.75011
2021-09-01,1.07032
2021-09-02,0.57963
2021-09-03,0.47808
2021-09-04,0.02964
2021-09-05,0.03854
2021-09-06,0.43065
2021-09-07,0.5144
2021-09-08,0.42842
2021-09-09,0.39358
2021-09-10,0.44695
2021-09-11,0.06152
2021-09-12,0.04224
2021-09-13,0.39284
2021-09-14,0.41212
2021-09-15,0.33873
2021-09-16,0.30464
2021-09-17,0.24682
2021-09-18,0.03854
2021-09-19,0.01927
2021-09-20,0.0163
2021-09-21,0.0126
2021-09-22,0.01927
2021-09-23,0.24312
2021-09-24,0.44028
2021-09-25,0.04224
2021-09-26,0.02742
2021-09-27,0.33355
2021-09-28,0.30538
2021-09-29,0.43287
2021-09-30,0.66413
2021-10-01,0.38247
2021-10-02,0.03854
2021-10-03,0.02964
2021-10-04,0.0415
2021-10-05,0.35578
2021-10-06,0.33651
2021-10-07,0.32391
2021-10-08,0.36838
2021-10-09,0.02371
2021-10-10,0.02223
2021-10-11,0.02075
2021-10-12,0.31798
2021-10-13,0.25868
2021-10-14,0.2572
2021-10-15,0.25498
2021-10-16,0.03113
2021-10-17,0.02594
2021-10-18,0.51589
2021-10-19,0.4603
2021-10-20,0.34541
2021-10-21,0.33651
2021-10-22,0.29278
2021-10-23,0.02075
2021-10-24,0.03187
2021-10-25,0.26313
2021-10-26,0.30019
2021-10-27,0.29648
2021-10-28,0.3039
2021-10-29,0.25423
2021-10-30,0.0378
2021-10-31,0.01482
2021-11-01,0.28314
2021-11-02,0.35875
2021-11-03,0.27277
2021-11-04,0.26758
2021-11-05,0.22384
2021-11-06,0.02001
2021-11-07,0.01853
2021-11-08,0.28833
2021-11-09,0.2698
2021-11-10,0.22903
2021-11-11,0.19197
2021-11-12,0.23496
2021-11-13,0.01704
2021-11-14,0.02223
2021-11-15,0.20087
2021-11-16,0.19197
2021-11-17,0.32243
2021-11-18,0.2231
2021-11-19,0.20531
2021-11-20,0.01408
2021-11-21,0.00963
2021-11-22,0.19716
2021-11-23,0.22088
2021-11-24,0.22162
2021-11-25,0.29871
2021-11-26,0.24608
2021-11-27,0.01927
2021-11-28,0.0126
2021-11-29,0.23274
2021-11-30,0.26461
2021-12-01,0.295
2021-12-02,0.29278
2021-12-03,0.31427
2021-12-04,0.02223
2021-12-05,0.01704
2021-12-06,0.30538
2021-12-07,0.25275
2021-12-08,0.24608
2021-12-09,0.2105
2021-12-10,0.17715
2021-12-11,0.0126
2021-12-12,0.01037
2021-12-13,0.22533
2021-12-14,0.20235
2021-12-15,0.18975
2021-12-16,0.16603
2021-12-17,0.17122
2021-12-18,0.01482
2021-12-19,0.01482
2021-12-20,0.17492
2021-12-21,0.17715
2021-12-22,0.21866
2021-12-23,0.16232
2021-12-24,0.16603
2021-12-25,0.00667
2021-12-26,0.01334
2021-12-27,0.16899
2021-12-28,0.18308
2021-12-29,0.24682
2021-12-30,0.2068
2021-12-31,0.04299
2022-01-01,0.01482
2022-01-02,0.01408
2022-01-03,0.16899
2022-01-04,0.18752
2022-01-05,0.1727
2022-01-06,0.23645
2022-01-07,0.23941
2022-01-08,0.03113
2022-01-09,0.0126
2022-01-10,0.16825
2022-01-11,0.18752
2022-01-12,0.24163
2022-01-13,0.31946
2022-01-14,0.76271
2022-01-15,0.11637
2022-01-16,0.09413
2022-01-17,0.51292
2022-01-18,0.35134
2022-01-19,0.39136
2022-01-20,0.4299
2022-01-21,0.39136
2022-01-22,0.04595
2022-01-23,0.04224
2022-01-24,0.26609
2022-01-25,0.28462
2022-01-26,0.2913
2022-01-27,0.22755
2022-01-28,0.22977
2022-01-29,0.03261
2022-01-30,0.0252
2022-01-31,0.01037
2022-02-01,0.01334
2022-02-02,0.01778
2022-02-03,0.25498
2022-02-04,0.22533
2022-02-05,0.02594
2022-02-06,0.02001
2022-02-07,0.20235
2022-02-08,0.20606
2022-02-09,0.20309
2022-02-10,0.21124
2022-02-11,0.2105
2022-02-12,0.02594
2022-02-13,0.01556
2022-02-14,0.26461
2022-02-15,0.21347
2022-02-16,0.21866
2022-02-17,0.21199
2022-02-18,0.17641
2022-02-19,0.02371
2022-02-20,0.02149
2022-02-21,0.16232
2022-02-22,0.12081
2022-02-23,0.15639
2022-02-24,0.15639
2022-02-25,0.12452
2022-02-26,0.01704
2022-02-27,0.0126
2022-02-28,0.09487
2022-03-01,0.02297
2022-03-02,0.13712
2022-03-03,0.14602
2022-03-04,0.12749
2022-03-05,0.00963
