date,펀드추천
2020-03-20,39.73634
2020-03-21,16.38418
2020-03-22,21.09227
2020-03-23,36.15819
2020-03-24,34.08662
2020-03-25,45.76271
2020-03-26,39.73634
2020-03-27,32.39171
2020-03-28,14.87758
2020-03-29,17.89077
2020-03-30,29.37853
2020-03-31,32.20338
2020-04-01,36.91148
2020-04-02,27.11864
2020-04-03,25.04708
2020-04-04,15.8192
2020-04-05,14.50094
2020-04-06,27.87193
2020-04-07,30.69679
2020-04-08,24.4821
2020-04-09,24.29378
2020-04-10,23.54048
2020-04-11,13.37099
2020-04-12,18.64406
2020-04-13,19.02071
2020-04-14,22.78719
2020-04-15,12.24105
2020-04-16,18.07909
2020-04-17,23.16384
2020-04-18,15.44256
2020-04-19,17.89077
2020-04-20,23.91713
2020-04-21,24.4821
2020-04-22,25.61205
2020-04-23,25.04708
2020-04-24,21.46892
2020-04-25,15.06591
2020-04-26,18.26741
2020-04-27,20.5273
2020-04-28,15.63088
2020-04-29,19.96233
2020-04-30,12.42937
2020-05-01,9.79284
2020-05-02,6.59133
2020-05-03,8.6629
2020-05-04,15.8192
2020-05-05,15.25423
2020-05-06,19.39736
2020-05-07,19.77401
2020-05-08,17.3258
2020-05-09,13.74764
2020-05-10,12.80602
2020-05-11,14.12429
2020-05-12,19.58568
2020-05-13,16.19585
2020-05-14,14.31261
2020-05-15,14.87758
2020-05-16,11.29943
2020-05-17,7.53295
2020-05-18,19.96233
2020-05-19,13.93596
2020-05-20,15.63088
2020-05-21,18.45574
2020-05-22,16.38418
2020-05-23,8.47457
2020-05-24,11.29943
2020-05-25,22.78719
2020-05-26,22.03389
2020-05-27,16.38418
2020-05-28,21.65725
2020-05-29,13.93596
2020-05-30,9.98116
2020-05-31,11.11111
2020-06-01,18.45574
2020-06-02,23.35216
2020-06-03,19.77401
2020-06-04,21.46892
2020-06-05,24.4821
2020-06-06,19.39736
2020-06-07,14.50094
2020-06-08,22.78719
2020-06-09,33.70998
2020-06-10,24.4821
2020-06-11,19.96233
2020-06-12,16.5725
2020-06-13,10.35781
2020-06-14,12.42937
2020-06-15,17.70244
2020-06-16,18.45574
2020-06-17,18.07909
2020-06-18,23.16384
2020-06-19,19.77401
2020-06-20,14.87758
2020-06-21,11.8644
2020-06-22,21.09227
2020-06-23,21.2806
2020-06-24,22.41054
2020-06-25,29.37853
2020-06-26,18.83239
2020-06-27,10.73446
2020-06-28,5.27306
2020-06-29,16.76082
2020-06-30,18.64406
2020-07-01,21.65725
2020-07-02,20.5273
2020-07-03,18.45574
2020-07-04,9.79284
2020-07-05,31.07344
2020-07-06,37.28813
2020-07-07,35.59322
2020-07-08,39.54802
2020-07-09,34.08662
2020-07-10,34.08662
2020-07-11,20.90395
2020-07-12,22.22222
2020-07-13,32.58003
2020-07-14,38.04143
2020-07-15,36.34651
2020-07-16,28.81355
2020-07-17,20.71563
2020-07-18,13.18267
2020-07-19,16.38418
2020-07-20,28.43691
2020-07-21,31.63841
2020-07-22,39.17137
2020-07-23,38.98305
2020-07-24,28.81355
2020-07-25,19.02071
2020-07-26,22.41054
2020-07-27,37.66478
2020-07-28,41.8079
2020-07-29,43.12617
2020-07-30,36.91148
2020-07-31,33.145
2020-08-01,20.5273
2020-08-02,22.97551
2020-08-03,33.145
2020-08-04,35.02824
2020-08-05,42.18455
2020-08-06,44.44444
2020-08-07,40.86629
2020-08-08,26.74199
2020-08-09,22.97551
2020-08-10,54.23728
2020-08-11,63.8418
2020-08-12,50.4708
2020-08-13,38.22975
2020-08-14,35.96986
2020-08-15,21.09227
2020-08-16,18.26741
2020-08-17,25.04708
2020-08-18,33.33333
2020-08-19,39.17137
2020-08-20,31.26177
2020-08-21,29.56685
2020-08-22,18.83239
2020-08-23,22.03389
2020-08-24,31.07344
2020-08-25,41.43126
2020-08-26,42.18455
2020-08-27,39.92467
2020-08-28,34.83992
2020-08-29,24.67043
2020-08-30,25.9887
2020-08-31,33.70998
2020-09-01,41.8079
2020-09-02,47.2693
2020-09-03,44.63276
2020-09-04,41.43126
2020-09-05,29.1902
2020-09-06,27.87193
2020-09-07,45.76271
2020-09-08,37.8531
2020-09-09,41.05461
2020-09-10,39.54802
2020-09-11,34.27495
2020-09-12,18.07909
2020-09-13,19.02071
2020-09-14,33.52165
2020-09-15,44.82109
2020-09-16,43.87947
2020-09-17,38.22975
2020-09-18,32.76836
2020-09-19,16.94915
2020-09-20,15.44256
2020-09-21,31.82674
2020-09-22,23.91713
2020-09-23,26.36534
2020-09-24,25.80037
2020-09-25,22.03389
2020-09-26,13.55932
2020-09-27,11.8644
2020-09-28,28.06026
2020-09-29,18.83239
2020-09-30,13.93596
2020-10-01,18.45574
2020-10-02,17.3258
2020-10-03,12.6177
2020-10-04,21.09227
2020-10-05,32.95668
2020-10-06,28.43691
2020-10-07,25.04708
2020-10-08,25.42372
2020-10-09,15.8192
2020-10-10,16.38418
2020-10-11,15.63088
2020-10-12,26.74199
2020-10-13,33.33333
2020-10-14,36.53483
2020-10-15,30.50847
2020-10-16,29.75517
2020-10-17,17.51412
2020-10-18,19.02071
2020-10-19,28.24858
2020-10-20,31.07344
2020-10-21,27.68361
2020-10-22,29.1902
2020-10-23,20.71563
2020-10-24,13.74764
2020-10-25,14.50094
2020-10-26,26.17702
2020-10-27,31.07344
2020-10-28,28.62523
2020-10-29,19.77401
2020-10-30,21.2806
2020-10-31,12.05273
2020-11-01,17.70244
2020-11-02,21.2806
2020-11-03,22.22222
2020-11-04,18.45574
2020-11-05,22.03389
2020-11-06,16.00753
2020-11-07,16.19585
2020-11-08,12.99435
2020-11-09,30.69679
2020-11-10,34.27495
2020-11-11,35.21657
2020-11-12,34.46327
2020-11-13,32.20338
2020-11-14,17.70244
2020-11-15,18.45574
2020-11-16,29.9435
2020-11-17,37.28813
2020-11-18,38.41807
2020-11-19,31.63841
2020-11-20,38.04143
2020-11-21,21.84557
2020-11-22,20.15065
2020-11-23,37.09981
2020-11-24,47.83427
2020-11-25,47.64595
2020-11-26,47.2693
2020-11-27,43.12617
2020-11-28,30.13182
2020-11-29,35.78154
2020-11-30,37.8531
2020-12-01,57.43879
2020-12-02,46.516
2020-12-03,54.61393
2020-12-04,48.77589
2020-12-05,32.58003
2020-12-06,36.53483
2020-12-07,54.23728
2020-12-08,52.73069
2020-12-09,50.28248
2020-12-10,48.58757
2020-12-11,45.57438
2020-12-12,23.35216
2020-12-13,25.9887
2020-12-14,27.11864
2020-12-15,34.6516
2020-12-16,36.53483
2020-12-17,43.12617
2020-12-18,35.40489
