date,금리높은예금
2020-11-03,1.25031
2020-11-04,1.96478
2020-11-05,1.73513
2020-11-06,1.81168
2020-11-07,0.9186
2020-11-08,0.4593
2020-11-09,1.6841
2020-11-10,1.30135
2020-11-11,1.25031
2020-11-12,1.65858
2020-11-13,1.6841
2020-11-14,0.66343
2020-11-15,0.84205
2020-11-16,1.88823
2020-11-17,1.3779
2020-11-18,1.40341
2020-11-19,1.63306
2020-11-20,1.2248
2020-11-21,0.89308
2020-11-22,1.14825
2020-11-23,1.81168
2020-11-24,1.81168
2020-11-25,1.86272
2020-11-26,2.47512
2020-11-27,1.47996
2020-11-28,0.99515
2020-11-29,1.02066
2020-11-30,1.70961
2020-12-01,1.78616
2020-12-02,1.60755
2020-12-03,1.55651
2020-12-04,1.2248
2020-12-05,0.89308
2020-12-06,1.04618
2020-12-07,2.50063
2020-12-08,1.60755
2020-12-09,1.50548
2020-12-10,1.12273
2020-12-11,1.47996
2020-12-12,0.89308
2020-12-13,0.40826
2020-12-14,1.27583
2020-12-15,1.42893
2020-12-16,1.55651
2020-12-17,1.02066
2020-12-18,2.06685
2020-12-19,1.27583
2020-12-20,1.17376
2020-12-21,2.37305
2020-12-22,2.01582
2020-12-23,1.96478
2020-12-24,1.9903
2020-12-25,0.99515
2020-12-26,1.40341
2020-12-27,1.50548
2020-12-28,2.83235
2020-12-29,2.27098
2020-12-30,2.70477
2020-12-31,2.85787
2021-01-01,2.04133
2021-01-02,2.01582
2021-01-03,2.98545
2021-01-04,4.31232
2021-01-05,4.4399
2021-01-06,3.3682
2021-01-07,3.08752
2021-01-08,3.92957
2021-01-09,2.34753
2021-01-10,2.04133
2021-01-11,4.10819
2021-01-12,3.26613
2021-01-13,3.57233
2021-01-14,3.31717
2021-01-15,3.85302
2021-01-16,2.16892
2021-01-17,2.06685
2021-01-18,3.3682
2021-01-19,2.67925
2021-01-20,2.85787
2021-01-21,2.9089
2021-01-22,3.31717
2021-01-23,1.88823
2021-01-24,1.3779
2021-01-25,2.98545
2021-01-26,2.85787
2021-01-27,2.16892
2021-01-28,3.24062
2021-01-29,2.88338
2021-01-30,2.11788
2021-01-31,1.58203
2021-02-01,2.9089
2021-02-02,3.062
2021-02-03,2.78132
2021-02-04,3.03648
2021-02-05,3.08752
2021-02-06,2.01582
2021-02-07,1.8372
2021-02-08,2.95993
2021-02-09,4.10819
2021-02-10,3.2151
2021-02-11,1.35238
2021-02-12,1.2248
2021-02-13,1.58203
2021-02-14,2.24547
2021-02-15,4.593
2021-02-16,4.41439
2021-02-17,3.57233
2021-02-18,2.80683
2021-02-19,2.37305
2021-02-20,1.30135
2021-02-21,1.50548
2021-02-22,3.03648
2021-02-23,2.34753
2021-02-24,3.16407
2021-02-25,4.18474
2021-02-26,3.59785
2021-02-27,1.531
2021-02-28,1.60755
2021-03-01,1.9903
2021-03-02,2.95993
2021-03-03,3.11303
2021-03-04,3.08752
2021-03-05,3.5213
2021-03-06,1.73513
2021-03-07,1.65858
2021-03-08,2.32202
2021-03-09,2.93442
2021-03-10,2.7558
2021-03-11,2.4496
2021-03-12,2.70477
2021-03-13,1.45445
2021-03-14,2.47512
2021-03-15,4.23577
2021-03-16,4.41439
2021-03-17,5.51161
2021-03-18,4.1337
2021-03-19,3.59785
2021-03-20,2.04133
2021-03-21,2.7558
2021-03-22,4.7461
2021-03-23,5.94539
2021-03-24,5.23092
2021-03-25,5.51161
2021-03-26,5.71574
2021-03-27,2.27098
2021-03-28,3.062
2021-03-29,5.07782
2021-03-30,5.25644
2021-03-31,5.71574
2021-04-01,5.66471
2021-04-02,5.63919
2021-04-03,3.5213
2021-04-04,3.34268
2021-04-05,5.66471
2021-04-06,4.84817
2021-04-07,4.79714
2021-04-08,5.10334
2021-04-09,4.593
2021-04-10,2.4496
2021-04-11,3.49578
2021-04-12,5.81781
2021-04-13,4.92472
2021-04-14,4.72059
2021-04-15,4.92472
2021-04-16,5.07782
2021-04-17,2.57718
2021-04-18,3.47027
2021-04-19,4.46542
2021-04-20,4.66955
2021-04-21,4.31232
2021-04-22,4.41439
2021-04-23,3.95509
2021-04-24,2.19443
2021-04-25,2.42408
2021-04-26,3.08752
2021-04-27,3.31717
2021-04-28,2.80683
2021-04-29,2.95993
2021-04-30,3.24062
2021-05-01,2.55167
2021-05-02,2.39857
2021-05-03,3.8275
2021-05-04,5.07782
2021-05-05,3.08752
2021-05-06,4.64404
2021-05-07,4.82265
2021-05-08,2.98545
2021-05-09,2.7558
2021-05-10,5.07782
2021-05-11,4.8992
2021-05-12,3.34268
2021-05-13,3.87854
2021-05-14,2.47512
2021-05-15,2.01582
2021-05-16,2.55167
2021-05-17,4.05715
2021-05-18,4.31232
2021-05-19,2.95993
2021-05-20,5.3585
2021-05-21,4.36335
2021-05-22,2.09237
2021-05-23,2.1434
2021-05-24,4.66955
2021-05-25,6.30262
2021-05-26,5.97091
2021-05-27,6.04746
2021-05-28,4.56749
2021-05-29,2.24547
2021-05-30,2.01582
2021-05-31,4.77162
2021-06-01,5.63919
2021-06-02,5.97091
2021-06-03,5.2054
2021-06-04,4.21025
2021-06-05,2.78132
2021-06-06,2.55167
2021-06-07,4.23577
2021-06-08,4.4399
2021-06-09,4.21025
2021-06-10,3.80199
2021-06-11,2.95993
2021-06-12,1.60755
2021-06-13,1.2248
2021-06-14,2.52615
2021-06-15,3.3682
2021-06-16,3.13855
2021-06-17,3.92957
2021-06-18,3.03648
2021-06-19,2.50063
2021-06-20,1.47996
2021-06-21,4.00612
2021-06-22,4.15922
2021-06-23,4.03164
2021-06-24,4.92472
2021-06-25,4.61852
2021-06-26,2.4496
2021-06-27,2.80683
2021-06-28,3.77647
2021-06-29,3.54682
2021-06-30,4.87369
2021-07-01,3.95509
2021-07-02,3.9806
2021-07-03,1.81168
2021-07-04,2.4496
2021-07-05,4.64404
2021-07-06,3.29165
2021-07-07,2.9089
2021-07-08,3.64889
2021-07-09,2.34753
2021-07-10,2.01582
2021-07-11,2.37305
2021-07-12,4.82265
2021-07-13,3.75095
2021-07-14,3.87854
2021-07-15,3.57233
2021-07-16,2.9089
2021-07-17,1.6841
2021-07-18,2.24547
2021-07-19,3.85302
2021-07-20,2.83235
2021-07-21,2.50063
2021-07-22,2.95993
2021-07-23,4.03164
2021-07-24,1.8372
2021-07-25,1.9903
2021-07-26,3.47027
2021-07-27,3.85302
2021-07-28,3.13855
2021-07-29,4.08267
2021-07-30,3.16407
2021-07-31,1.76065
2021-08-01,2.06685
2021-08-02,2.80683
2021-08-03,3.08752
2021-08-04,2.39857
2021-08-05,0.86756
2021-08-06,0.66343
2021-08-07,0.68895
2021-08-08,0.66343
2021-08-09,1.25031
2021-08-10,1.63306
2021-08-11,1.09721
2021-08-12,1.14825
2021-08-13,0.96963
2021-08-14,0.51033
2021-08-15,0.58688
2021-08-16,0.89308
2021-08-17,1.12273
2021-08-18,1.2248
2021-08-19,0.53585
2021-08-20,0.73998
2021-08-21,0.33171
2021-08-22,0.51033
2021-08-23,1.88823
2021-08-24,2.19443
2021-08-25,2.9089
2021-08-26,2.62822
2021-08-27,0.94411
2021-08-28,0.73998
2021-08-29,0.71446
2021-08-30,1.27583
2021-08-31,1.50548
2021-09-01,1.0717
2021-09-02,1.50548
2021-09-03,1.50548
2021-09-04,0.79101
2021-09-05,0.43378
2021-09-06,1.76065
2021-09-07,1.65858
2021-09-08,1.12273
2021-09-09,1.60755
2021-09-10,1.17376
2021-09-11,0.7655
2021-09-12,0.63791
2021-09-13,1.19928
2021-09-14,1.50548
2021-09-15,0.58688
2021-09-16,0.86756
2021-09-17,1.12273
2021-09-18,0.58688
2021-09-19,0.53585
2021-09-20,0.38275
2021-09-21,0.99515
2021-09-22,1.40341
2021-09-23,2.04133
2021-09-24,1.531
2021-09-25,0.71446
2021-09-26,1.30135
2021-09-27,1.96478
2021-09-28,0.89308
2021-09-29,2.39857
2021-09-30,1.65858
2021-10-01,0.94411
2021-10-02,0.53585
2021-10-03,0.6124
2021-10-04,0.86756
2021-10-05,1.2248
2021-10-06,1.27583
2021-10-07,1.09721
2021-10-08,1.30135
2021-10-09,0.40826
2021-10-10,0.56136
2021-10-11,0.68895
2021-10-12,1.12273
2021-10-13,1.30135
2021-10-14,0.7655
2021-10-15,1.17376
2021-10-16,0.81653
2021-10-17,0.99515
2021-10-18,1.40341
2021-10-19,1.73513
2021-10-20,1.02066
2021-10-21,1.55651
2021-10-22,0.99515
2021-10-23,0.7655
2021-10-24,0.40826
2021-10-25,0.56136
2021-10-26,1.04618
2021-10-27,0.94411
2021-10-28,0.79101
2021-10-29,0.99515
2021-10-30,0.51033
2021-10-31,0.63791
2021-11-01,1.8372
2021-11-02,1.32686
2021-11-03,1.19928
2021-11-04,1.0717
2021-11-05,1.73513
2021-11-06,0.58688
2021-11-07,0.4593
2021-11-08,1.04618
2021-11-09,1.35238
2021-11-10,1.47996
2021-11-11,0.96963
2021-11-12,1.32686
2021-11-13,0.51033
2021-11-14,0.6124
2021-11-15,1.32686
2021-11-16,0.7655
2021-11-17,0.40826
2021-11-18,0.73998
2021-11-19,0.9186
2021-11-20,0.33171
2021-11-21,0.73998
2021-11-22,1.30135
2021-11-23,1.14825
2021-11-24,1.30135
2021-11-25,1.55651
2021-11-26,2.09237
2021-11-27,1.27583
2021-11-28,1.25031
2021-11-29,1.93927
2021-11-30,2.34753
2021-12-01,2.32202
2021-12-02,2.06685
2021-12-03,1.86272
2021-12-04,1.27583
2021-12-05,1.3779
2021-12-06,2.50063
2021-12-07,2.1434
2021-12-08,2.1434
2021-12-09,1.42893
2021-12-10,2.37305
2021-12-11,1.19928
2021-12-12,1.50548
2021-12-13,1.60755
2021-12-14,1.96478
2021-12-15,1.93927
2021-12-16,2.01582
2021-12-17,1.88823
2021-12-18,1.04618
2021-12-19,0.81653
2021-12-20,1.65858
2021-12-21,2.04133
2021-12-22,1.2248
2021-12-23,1.65858
2021-12-24,2.1434
2021-12-25,1.25031
2021-12-26,0.89308
2021-12-27,1.76065
2021-12-28,2.4496
2021-12-29,2.04133
2021-12-30,2.34753
2021-12-31,2.01582
2022-01-01,1.45445
2022-01-02,1.55651
2022-01-03,2.62822
2022-01-04,2.88338
2022-01-05,2.1434
2022-01-06,3.16407
2022-01-07,2.21995
2022-01-08,1.42893
2022-01-09,1.3779
2022-01-10,2.95993
2022-01-11,1.76065
2022-01-12,2.67925
2022-01-13,2.16892
2022-01-14,2.32202
2022-01-15,2.32202
2022-01-16,2.42408
2022-01-17,2.73028
2022-01-18,3.47027
2022-01-19,3.39372
2022-01-20,3.24062
2022-01-21,3.2151
2022-01-22,1.88823
2022-01-23,2.01582
2022-01-24,3.24062
2022-01-25,3.90405
2022-01-26,2.80683
2022-01-27,2.83235
2022-01-28,3.18958
2022-01-29,1.81168
2022-01-30,1.40341
2022-01-31,1.27583
2022-02-01,2.88338
2022-02-02,2.57718
2022-02-03,5.51161
2022-02-04,3.62337
2022-02-05,2.06685
2022-02-06,1.78616
2022-02-07,3.69992
2022-02-08,3.47027
2022-02-09,2.78132
2022-02-10,2.62822
2022-02-11,2.24547
2022-02-12,1.35238
2022-02-13,1.55651
2022-02-14,3.6744
2022-02-15,3.59785
2022-02-16,3.16407
2022-02-17,2.37305
2022-02-18,3.03648
2022-02-19,1.30135
2022-02-20,1.78616
2022-02-21,3.85302
2022-02-22,3.3682
2022-02-23,3.2151
2022-02-24,2.67925
2022-02-25,2.70477
2022-02-26,1.60755
2022-02-27,1.73513
2022-02-28,3.2151
2022-03-01,2.19443
2022-03-02,3.24062
2022-03-03,2.6027
2022-03-04,2.95993
2022-03-05,1.42893
2022-03-06,1.55651
2022-03-07,2.11788
2022-03-08,2.11788
2022-03-09,1.45445
2022-03-10,3.13855
2022-03-11,2.78132
2022-03-12,1.30135
2022-03-13,1.3779
2022-03-14,1.9903
2022-03-15,2.67925
2022-03-16,3.13855
2022-03-17,2.50063
2022-03-18,2.42408
2022-03-19,1.42893
2022-03-20,1.04618
2022-03-21,2.19443
2022-03-22,2.4496
2022-03-23,2.09237
2022-03-24,2.11788
2022-03-25,2.73028
2022-03-26,1.531
2022-03-27,1.19928
2022-03-28,2.62822
2022-03-29,2.62822
2022-03-30,2.98545
2022-03-31,3.03648
2022-04-01,2.27098
2022-04-02,1.17376
2022-04-03,1.60755
2022-04-04,2.19443
2022-04-05,2.52615
2022-04-06,2.50063
2022-04-07,2.19443
2022-04-08,1.9903
2022-04-09,1.14825
2022-04-10,0.81653
2022-04-11,2.65373
2022-04-12,2.50063
2022-04-13,2.67925
2022-04-14,2.70477
2022-04-15,2.9089
2022-04-16,1.63306
2022-04-17,1.45445
2022-04-18,2.85787
2022-04-19,3.54682
2022-04-20,2.62822
2022-04-21,2.80683
2022-04-22,2.2965
2022-04-23,1.531
2022-04-24,1.81168
2022-04-25,2.93442
2022-04-26,2.95993
2022-04-27,2.19443
2022-04-28,2.95993
2022-04-29,2.78132
2022-04-30,1.55651
2022-05-01,1.50548
2022-05-02,2.09237
2022-05-03,2.01582
2022-05-04,1.6841
2022-05-05,1.47996
2022-05-06,2.01582
2022-05-07,1.35238
2022-05-08,1.96478
2022-05-09,2.88338
2022-05-10,2.80683
2022-05-11,2.83235
2022-05-12,2.83235
2022-05-13,2.27098
2022-05-14,1.19928
2022-05-15,1.2248
2022-05-16,2.21995
2022-05-17,2.47512
2022-05-18,1.96478
2022-05-19,2.1434
2022-05-20,2.73028
2022-05-21,0.9186
2022-05-22,1.35238
2022-05-23,3.57233
2022-05-24,2.4496
2022-05-25,3.18958
2022-05-26,3.08752
2022-05-27,3.2151
2022-05-28,1.93927
2022-05-29,1.50548
2022-05-30,3.16407
2022-05-31,3.5213
2022-06-01,2.19443
2022-06-02,3.44475
2022-06-03,3.8275
2022-06-04,2.57718
2022-06-05,1.531
2022-06-06,2.47512
2022-06-07,3.90405
2022-06-08,4.51645
2022-06-09,2.78132
2022-06-10,3.2151
2022-06-11,2.19443
2022-06-12,1.55651
2022-06-13,3.92957
2022-06-14,3.72544
2022-06-15,3.95509
2022-06-16,4.05715
2022-06-17,4.593
2022-06-18,2.93442
2022-06-19,2.42408
2022-06-20,4.46542
2022-06-21,4.33784
2022-06-22,4.49094
2022-06-23,4.64404
2022-06-24,3.9806
2022-06-25,2.34753
2022-06-26,2.70477
2022-06-27,5.25644
2022-06-28,5.48609
2022-06-29,4.4399
2022-06-30,3.75095
2022-07-01,4.41439
2022-07-02,2.06685
2022-07-03,2.85787
2022-07-04,5.00127
2022-07-05,5.2054
2022-07-06,4.69507
2022-07-07,4.8992
2022-07-08,3.47027
2022-07-09,2.85787
2022-07-10,2.16892
2022-07-11,4.82265
2022-07-12,5.12885
2022-07-13,7.50191
2022-07-14,8.80326
2022-07-15,7.19571
2022-07-16,4.82265
2022-07-17,3.8275
2022-07-18,8.21638
2022-07-19,7.47639
2022-07-20,7.45088
2022-07-21,6.83847
2022-07-22,6.02194
2022-07-23,3.11303
2022-07-24,2.4496
2022-07-25,5.58816
2022-07-26,6.20056
2022-07-27,5.43505
2022-07-28,6.73641
2022-07-29,5.63919
2022-07-30,3.03648
2022-07-31,3.03648
2022-08-01,6.22607
2022-08-02,5.71574
2022-08-03,5.28195
2022-08-04,4.77162
2022-08-05,5.46057
2022-08-06,2.57718
2022-08-07,2.39857
2022-08-08,4.97575
2022-08-09,5.02679
2022-08-10,5.46057
2022-08-11,4.41439
2022-08-12,4.15922
2022-08-13,2.04133
2022-08-14,2.16892
2022-08-15,2.19443
2022-08-16,5.23092
2022-08-17,5.43505
2022-08-18,4.64404
2022-08-19,3.80199
2022-08-20,2.95993
2022-08-21,2.70477
2022-08-22,4.36335
2022-08-23,4.54197
2022-08-24,3.95509
2022-08-25,5.74126
2022-08-26,6.20056
2022-08-27,2.52615
2022-08-28,3.13855
2022-08-29,6.04746
2022-08-30,5.79229
2022-08-31,5.02679
2022-09-01,4.46542
2022-09-02,4.31232
2022-09-03,2.6027
2022-09-04,2.95993
2022-09-05,4.69507
2022-09-06,4.23577
2022-09-07,4.46542
2022-09-08,4.1337
2022-09-09,2.52615
2022-09-10,2.06685
2022-09-11,2.16892
2022-09-12,3.01097
2022-09-13,6.40469
2022-09-14,5.89436
2022-09-15,5.79229
2022-09-16,4.79714
2022-09-17,2.67925
2022-09-18,3.31717
2022-09-19,5.74126
2022-09-20,6.48124
2022-09-21,4.77162
2022-09-22,6.76192
2022-09-23,7.09364
2022-09-24,4.00612
2022-09-25,3.57233
2022-09-26,7.11916
2022-09-27,5.97091
2022-09-28,8.36948
2022-09-29,7.39984
2022-09-30,7.14467
2022-10-01,3.92957
2022-10-02,4.41439
2022-10-03,5.89436
2022-10-04,9.10946
2022-10-05,9.44118
2022-10-06,9.59428
2022-10-07,10.13013
2022-10-08,5.61367
2022-10-09,5.76677
2022-10-10,6.71089
2022-10-11,11.96733
2022-10-12,19.59683
2022-10-13,24.03674
2022-10-14,23.60295
2022-10-15,12.988
2022-10-16,13.01352
2022-10-17,32.35519
2022-10-18,60.01531
2022-10-19,58.96912
2022-10-20,63.17938
2022-10-21,55.93263
2022-10-22,32.10002
2022-10-23,38.22403
2022-10-24,78.05562
2022-10-25,85.73615
2022-10-26,78.87216
2022-10-27,73.5902
2022-10-28,68.58892
2022-10-29,38.4792
2022-10-30,36.25924
2022-10-31,77.74942
2022-11-01,86.90992
2022-11-02,77.16254
2022-11-03,87.26715
2022-11-04,71.21714
2022-11-05,40.9288
2022-11-06,44.90941
2022-11-07,90.96708
2022-11-08,87.39474
2022-11-09,81.52589
2022-11-10,79.35697
2022-11-11,71.39576
2022-11-12,36.89716
2022-11-13,44.57769
2022-11-14,100.0
2022-11-15,90.9926
2022-11-16,79.10181
2022-11-17,69.0227
2022-11-18,62.97524
2022-11-19,36.61648
2022-11-20,36.76958
2022-11-21,76.24393
2022-11-22,70.34957
2022-11-23,68.97167
2022-11-24,97.34626
2022-11-25,81.9852
2022-11-26,44.37356
2022-11-27,45.70043
2022-11-28,82.21485
2022-11-29,77.13702
2022-11-30,65.62898
2022-12-01,64.20005
2022-12-02,49.98724
2022-12-03,26.99668
2022-12-04,27.58356
2022-12-05,53.10028
2022-12-06,51.56927
2022-12-07,52.99821
2022-12-08,54.06991
2022-12-09,47.28247
2022-12-10,25.41464
2022-12-11,28.52768
2022-12-12,59.17325
2022-12-13,55.7285
2022-12-14,48.20107
2022-12-15,51.95202
2022-12-16,44.37356
2022-12-17,25.82291
2022-12-18,30.82418
2022-12-19,48.37968
2022-12-20,49.65552
2022-12-21,44.57769
2022-12-22,42.99566
2022-12-23,35.74891
2022-12-24,22.27609
2022-12-25,26.84358
2022-12-26,47.3335
2022-12-27,45.62388
2022-12-28,46.33835
2022-12-29,46.03215
2022-12-30,41.92396
2022-12-31,23.39882
2023-01-01,32.81449
2023-01-02,54.55473
2023-01-03,49.91069
2023-01-04,43.81219
2023-01-05,45.87905
2023-01-06,38.65782
2023-01-07,25.97601
2023-01-08,27.71115
2023-01-09,42.40877
2023-01-10,45.70043
2023-01-11,39.5509
2023-01-12,34.70273
2023-01-13,45.6494
2023-01-14,23.44985
2023-01-15,22.32712
2023-01-16,37.1013
2023-01-17,36.36131
2023-01-18,31.66624
2023-01-19,29.6249
2023-01-20,30.03317
2023-01-21,16.61138
2023-01-22,18.01479
2023-01-23,19.03546
2023-01-24,26.43531
2023-01-25,43.78668
2023-01-26,38.68333
2023-01-27,36.10614
2023-01-28,19.852
2023-01-29,19.41821
2023-01-30,33.96274
2023-01-31,34.19239
2023-02-01,32.48277
2023-02-02,32.81449
2023-02-03,24.62362
2023-02-04,14.69762
2023-02-05,16.71344
2023-02-06,30.49247
2023-02-07,27.73666
2023-02-08,26.35876
2023-02-09,26.51186
2023-02-10,26.28221
2023-02-11,14.67211
2023-02-12,16.12656
2023-02-13,28.37458
2023-02-14,27.25184
2023-02-15,27.17529
2023-02-16,21.48507
2023-02-17,20.43888
2023-02-18,13.09007
2023-02-19,15.20796
2023-02-20,24.59811
2023-02-21,26.76703
2023-02-22,23.55192
2023-02-23,24.59811
2023-02-24,20.36233
2023-02-25,13.06455
2023-02-26,13.4473
2023-02-27,21.30645
2023-02-28,22.96504
2023-03-01,17.63204
2023-03-02,20.7706
2023-03-03,18.57616
2023-03-04,12.6818
2023-03-05,12.5287
2023-03-06,20.26027
2023-03-07,18.09134
2023-03-08,20.97473
2023-03-09,20.4644
2023-03-10,17.04516
2023-03-11,10.81908
2023-03-12,11.17632
2023-03-13,21.28093
2023-03-14,21.20438
2023-03-15,18.37203
2023-03-16,18.67823
2023-03-17,15.94794
2023-03-18,10.41081
2023-03-19,10.81908
2023-03-20,19.52028
2023-03-21,19.00995
2023-03-22,18.65271
2023-03-23,21.74023
2023-03-24,16.86654
2023-03-25,10.15565
2023-03-26,10.51288
2023-03-27,19.2396
2023-03-28,16.73896
2023-03-29,16.48379
2023-03-30,14.26384
2023-03-31,13.1411
2023-04-01,8.72671
2023-04-02,9.33911
2023-04-03,14.90176
2023-04-04,15.61622
2023-04-05,14.62107
2023-04-06,14.23832
2023-04-07,11.3039
2023-04-08,6.30262
2023-04-09,7.98673
2023-04-10,14.23832
2023-04-11,15.74381
2023-04-12,14.77417
2023-04-13,14.16177
2023-04-14,11.63562
2023-04-15,6.99157
2023-04-16,7.55294
2023-04-17,12.93697
2023-04-18,13.7535
2023-04-19,11.68665
2023-04-20,11.22735
2023-04-21,10.0791
2023-04-22,6.35366
2023-04-23,6.94054
2023-04-24,10.94667
2023-04-25,13.9066
2023-04-26,12.14595
2023-04-27,11.43148
2023-04-28,10.74253
2023-04-29,6.65986
2023-04-30,7.34881
2023-05-01,8.21638
2023-05-02,14.26384
2023-05-03,12.6818
2023-05-04,13.19214
2023-05-05,8.44603
2023-05-06,7.01709
2023-05-07,7.39984
2023-05-08,11.43148
2023-05-09,11.43148
2023-05-10,13.2942
2023-05-11,11.55907
2023-05-12,9.26256
2023-05-13,6.02194
2023-05-14,6.78744
2023-05-15,12.40112
2023-05-16,12.40112
2023-05-17,11.71217
2023-05-18,12.8349
2023-05-19,11.66113
2023-05-20,6.25159
2023-05-21,6.35366
2023-05-22,12.27353
2023-05-23,14.08522
2023-05-24,11.38045
2023-05-25,12.988
2023-05-26,11.50803
2023-05-27,6.09849
2023-05-28,6.40469
2023-05-29,8.80326
