date,임대료
2020-09-20,7.22267
2020-09-21,11.55628
2020-09-22,10.05723
2020-09-23,50.20441
2020-09-24,45.73453
2020-09-25,16.35322
2020-09-26,6.5958
2020-09-27,4.90596
2020-09-28,9.18506
2020-09-29,8.04033
2020-09-30,4.36086
2020-10-01,3.13436
2020-10-02,3.70673
2020-10-03,2.99809
2020-10-04,4.41537
2020-10-05,10.35704
2020-10-06,10.30253
2020-10-07,8.69446
2020-10-08,7.35895
2020-10-09,5.36931
2020-10-10,4.96047
2020-10-11,4.98773
2020-10-12,8.85799
2020-10-13,7.68601
2020-10-14,7.76778
2020-10-15,7.41346
2020-10-16,7.74052
2020-10-17,4.3336
2020-10-18,4.41537
2020-10-19,9.70291
2020-10-20,8.91251
2020-10-21,8.09484
2020-10-22,7.95857
2020-10-23,6.40501
2020-10-24,4.17007
2020-10-25,4.74243
2020-10-26,8.06759
2020-10-27,7.71327
2020-10-28,6.89561
2020-10-29,6.56854
2020-10-30,6.81384
2020-10-31,3.81575
2020-11-01,4.17007
2020-11-02,7.57699
2020-11-03,6.26873
2020-11-04,5.72363
2020-11-05,5.72363
2020-11-06,5.77814
2020-11-07,2.61651
2020-11-08,2.8073
2020-11-09,5.91441
2020-11-10,6.78659
2020-11-11,6.48678
2020-11-12,7.44071
2020-11-13,5.94167
2020-11-14,2.97083
2020-11-15,3.40692
2020-11-16,5.94167
2020-11-17,6.86835
2020-11-18,5.88716
2020-11-19,5.77814
2020-11-20,4.90596
2020-11-21,3.32515
2020-11-22,2.88907
2020-11-23,7.44071
2020-11-24,6.8411
2020-11-25,6.70482
2020-11-26,7.76778
2020-11-27,7.3862
2020-11-28,4.60615
2020-11-29,3.37966
2020-11-30,9.4031
2020-12-01,8.39465
2020-12-02,6.8411
2020-12-03,6.81384
2020-12-04,6.26873
2020-12-05,4.17007
2020-12-06,5.77814
2020-12-07,9.18506
2020-12-08,10.49332
2020-12-09,9.48487
2020-12-10,8.25838
2020-12-11,9.37585
2020-12-12,5.20577
2020-12-13,6.1052
2020-12-14,85.85445
2020-12-15,100.0
2020-12-16,77.05096
2020-12-17,37.2581
2020-12-18,22.67647
2020-12-19,20.55055
2020-12-20,20.44153
2020-12-21,28.86345
2020-12-22,21.77705
2020-12-23,18.12482
2020-12-24,13.05532
2020-12-25,9.34859
2020-12-26,10.02998
2020-12-27,14.52711
2020-12-28,14.85418
2020-12-29,13.6822
2020-12-30,10.84764
2020-12-31,9.45761
2021-01-01,5.31479
2021-01-02,7.46797
2021-01-03,6.24148
2021-01-04,12.01962
2021-01-05,11.69255
2021-01-06,9.83919
2021-01-07,8.80348
2021-01-08,8.80348
2021-01-09,4.96047
2021-01-10,4.3336
2021-01-11,10.68411
2021-01-12,9.04878
2021-01-13,8.55819
2021-01-14,8.72172
2021-01-15,8.58544
2021-01-16,4.03379
2021-01-17,4.38811
2021-01-18,8.6127
2021-01-19,8.25838
2021-01-20,8.28563
2021-01-21,8.74897
2021-01-22,7.30444
2021-01-23,3.57045
2021-01-24,4.0883
2021-01-25,9.86644
2021-01-26,7.35895
2021-01-27,7.11365
2021-01-28,7.14091
2021-01-29,7.90406
2021-01-30,2.88907
2021-01-31,3.35241
2021-02-01,9.04878
2021-02-02,7.22267
2021-02-03,5.88716
2021-02-04,6.75933
2021-02-05,6.56854
2021-02-06,3.40692
2021-02-07,2.88907
2021-02-08,5.99618
2021-02-09,6.13246
2021-02-10,4.79694
2021-02-11,2.53475
2021-02-12,2.23494
2021-02-13,2.34396
2021-02-14,3.2979
2021-02-15,5.96892
2021-02-16,7.90406
2021-02-17,7.57699
2021-02-18,7.14091
2021-02-19,7.08639
2021-02-20,4.27909
2021-02-21,3.32515
2021-02-22,6.65031
2021-02-23,6.21422
2021-02-24,6.54129
2021-02-25,5.99618
2021-02-26,5.39656
2021-02-27,2.48023
2021-02-28,3.54319
2021-03-01,3.59771
2021-03-02,7.79503
2021-03-03,6.78659
2021-03-04,6.02343
2021-03-05,5.36931
2021-03-06,2.8073
2021-03-07,3.10711
2021-03-08,5.83265
2021-03-09,6.86835
2021-03-10,6.45952
2021-03-11,5.83265
2021-03-12,4.76969
2021-03-13,2.83455
2021-03-14,2.99809
2021-03-15,7.57699
2021-03-16,6.81384
2021-03-17,6.81384
2021-03-18,6.26873
2021-03-19,5.83265
2021-03-20,3.51594
2021-03-21,3.48868
2021-03-22,6.56854
2021-03-23,7.08639
2021-03-24,6.92286
2021-03-25,7.6315
2021-03-26,5.94167
2021-03-27,2.78004
2021-03-28,3.62496
2021-03-29,8.55819
2021-03-30,11.88334
2021-03-31,10.24802
2021-04-01,9.07604
2021-04-02,7.82229
2021-04-03,3.95203
2021-04-04,4.3336
2021-04-05,8.1221
2021-04-06,8.39465
2021-04-07,8.66721
2021-04-08,7.22267
2021-04-09,6.81384
2021-04-10,4.0883
2021-04-11,5.28754
2021-04-12,7.82229
2021-04-13,8.20387
2021-04-14,7.54974
2021-04-15,8.74897
2021-04-16,8.42191
2021-04-17,5.09675
2021-04-18,5.23303
2021-04-19,8.25838
2021-04-20,9.70291
2021-04-21,8.93976
2021-04-22,8.34014
2021-04-23,6.43227
2021-04-24,3.54319
2021-04-25,3.73398
2021-04-26,7.3862
2021-04-27,7.33169
2021-04-28,6.07795
2021-04-29,6.81384
2021-04-30,7.6315
2021-05-01,3.10711
2021-05-02,2.99809
2021-05-03,7.00463
2021-05-04,9.43036
2021-05-05,3.62496
2021-05-06,6.3505
2021-05-07,5.88716
2021-05-08,2.97083
2021-05-09,3.13436
2021-05-10,6.81384
2021-05-11,7.30444
2021-05-12,7.00463
2021-05-13,6.24148
2021-05-14,5.50558
2021-05-15,2.94358
2021-05-16,3.76124
2021-05-17,6.97737
2021-05-18,6.26873
2021-05-19,3.65222
2021-05-20,6.78659
2021-05-21,6.73207
2021-05-22,5.72363
2021-05-23,4.98773
2021-05-24,8.42191
2021-05-25,9.18506
2021-05-26,8.01308
2021-05-27,6.78659
2021-05-28,7.03188
2021-05-29,4.0883
2021-05-30,4.17007
2021-05-31,9.53938
2021-06-01,8.69446
2021-06-02,8.34014
2021-06-03,7.35895
2021-06-04,5.83265
2021-06-05,4.25183
2021-06-06,4.5789
2021-06-07,7.6315
2021-06-08,7.11365
2021-06-09,7.46797
2021-06-10,7.93131
2021-06-11,5.39656
2021-06-12,3.21613
2021-06-13,3.51594
2021-06-14,6.95012
2021-06-15,5.91441
2021-06-16,6.29599
2021-06-17,5.47833
2021-06-18,5.01499
2021-06-19,3.02534
2021-06-20,2.78004
2021-06-21,5.31479
2021-06-22,5.96892
2021-06-23,5.56009
2021-06-24,5.56009
2021-06-25,5.01499
2021-06-26,2.8073
2021-06-27,2.88907
2021-06-28,5.34205
2021-06-29,5.8599
2021-06-30,7.35895
2021-07-01,6.65031
2021-07-02,4.79694
2021-07-03,2.0714
2021-07-04,2.15317
2021-07-05,6.26873
2021-07-06,6.1052
2021-07-07,5.80539
2021-07-08,5.66911
2021-07-09,5.69637
2021-07-10,2.37121
2021-07-11,2.67102
2021-07-12,7.65876
2021-07-13,6.3505
2021-07-14,6.5958
2021-07-15,5.91441
2021-07-16,5.17852
2021-07-17,2.53475
2021-07-18,3.46143
2021-07-19,4.85145
2021-07-20,6.5958
2021-07-21,6.70482
2021-07-22,6.21422
2021-07-23,4.96047
2021-07-24,2.42572
2021-07-25,2.20768
2021-07-26,5.6146
2021-07-27,5.83265
2021-07-28,5.28754
2021-07-29,5.8599
2021-07-30,5.31479
2021-07-31,2.99809
2021-08-01,3.2979
2021-08-02,5.26028
2021-08-03,5.66911
2021-08-04,5.09675
2021-08-05,5.66911
2021-08-06,5.53284
2021-08-07,3.18887
2021-08-08,1.90787
2021-08-09,4.90596
2021-08-10,5.17852
2021-08-11,5.0695
2021-08-12,4.90596
2021-08-13,3.97928
2021-08-14,2.34396
2021-08-15,2.0714
2021-08-16,2.88907
2021-08-17,5.58735
2021-08-18,5.39656
2021-08-19,5.12401
2021-08-20,5.80539
2021-08-21,2.37121
2021-08-22,2.37121
2021-08-23,4.46988
2021-08-24,4.90596
2021-08-25,5.88716
2021-08-26,5.96892
2021-08-27,6.02343
2021-08-28,1.98964
2021-08-29,2.28945
2021-08-30,5.6146
2021-08-31,7.08639
2021-09-01,7.08639
2021-09-02,5.45107
2021-09-03,5.09675
2021-09-04,2.48023
2021-09-05,2.37121
2021-09-06,6.62305
2021-09-07,5.77814
2021-09-08,5.69637
2021-09-09,5.6146
2021-09-10,6.40501
2021-09-11,2.42572
2021-09-12,2.48023
2021-09-13,5.80539
2021-09-14,6.45952
2021-09-15,5.77814
2021-09-16,5.47833
2021-09-17,4.8242
2021-09-18,2.0714
2021-09-19,1.60806
2021-09-20,1.93513
2021-09-21,2.01689
2021-09-22,2.67102
2021-09-23,6.13246
2021-09-24,6.40501
2021-09-25,3.02534
2021-09-26,3.24339
2021-09-27,7.19542
2021-09-28,5.77814
2021-09-29,6.70482
2021-09-30,6.67756
2021-10-01,6.70482
2021-10-02,3.97928
2021-10-03,3.37966
2021-10-04,3.87026
2021-10-05,6.15971
2021-10-06,5.6146
2021-10-07,5.58735
2021-10-08,4.63341
2021-10-09,2.78004
2021-10-10,3.16162
2021-10-11,4.17007
2021-10-12,6.67756
2021-10-13,6.02343
2021-10-14,5.8599
2021-10-15,6.07795
2021-10-16,3.43417
2021-10-17,3.37966
2021-10-18,7.22267
2021-10-19,6.78659
2021-10-20,6.8411
2021-10-21,6.37775
2021-10-22,5.69637
2021-10-23,2.58926
2021-10-24,3.65222
2021-10-25,5.88716
2021-10-26,5.6146
2021-10-27,5.91441
2021-10-28,6.07795
2021-10-29,5.45107
2021-10-30,3.48868
2021-10-31,2.99809
2021-11-01,6.37775
2021-11-02,6.21422
2021-11-03,5.6146
2021-11-04,5.39656
2021-11-05,4.8242
2021-11-06,1.88062
2021-11-07,2.0714
2021-11-08,5.69637
2021-11-09,6.15971
2021-11-10,5.47833
2021-11-11,5.6146
2021-11-12,4.74243
2021-11-13,2.34396
2021-11-14,2.37121
2021-11-15,5.58735
2021-11-16,4.8242
2021-11-17,4.60615
2021-11-18,3.97928
2021-11-19,3.92477
2021-11-20,1.88062
2021-11-21,2.86181
2021-11-22,6.51403
2021-11-23,5.34205
2021-11-24,5.26028
2021-11-25,5.53284
2021-11-26,5.01499
2021-11-27,2.42572
2021-11-28,2.53475
2021-11-29,5.77814
2021-11-30,6.70482
2021-12-01,6.78659
2021-12-02,6.15971
2021-12-03,5.39656
2021-12-04,2.94358
2021-12-05,2.04415
2021-12-06,5.94167
2021-12-07,5.0695
2021-12-08,5.39656
2021-12-09,5.39656
2021-12-10,4.52439
2021-12-11,2.04415
2021-12-12,2.67102
2021-12-13,4.8242
2021-12-14,5.20577
2021-12-15,5.23303
2021-12-16,5.20577
2021-12-17,4.22458
2021-12-18,1.96238
2021-12-19,2.69828
2021-12-20,6.29599
2021-12-21,5.83265
2021-12-22,4.06105
2021-12-23,4.52439
2021-12-24,3.95203
2021-12-25,1.14472
2021-12-26,1.66257
2021-12-27,4.3336
2021-12-28,5.39656
2021-12-29,4.76969
2021-12-30,4.0883
2021-12-31,4.52439
2022-01-01,1.71708
2022-01-02,2.64377
2022-01-03,6.73207
2022-01-04,6.29599
2022-01-05,7.33169
2022-01-06,6.67756
2022-01-07,5.17852
2022-01-08,2.50749
2022-01-09,3.0526
2022-01-10,6.62305
2022-01-11,24.72063
2022-01-12,9.94821
2022-01-13,7.33169
2022-01-14,5.56009
2022-01-15,3.57045
2022-01-16,1.90787
2022-01-17,6.43227
2022-01-18,6.56854
2022-01-19,6.3505
2022-01-20,6.02343
2022-01-21,5.31479
2022-01-22,2.50749
2022-01-23,2.86181
2022-01-24,5.6146
2022-01-25,5.99618
2022-01-26,5.69637
2022-01-27,5.91441
2022-01-28,4.96047
2022-01-29,2.26219
2022-01-30,2.04415
2022-01-31,2.0714
2022-02-01,2.0714
2022-02-02,1.98964
2022-02-03,7.05914
2022-02-04,5.50558
2022-02-05,2.94358
2022-02-06,2.3167
2022-02-07,6.81384
2022-02-08,6.40501
2022-02-09,5.91441
2022-02-10,6.70482
2022-02-11,5.23303
2022-02-12,2.48023
2022-02-13,3.18887
2022-02-14,5.53284
2022-02-15,6.40501
2022-02-16,5.45107
2022-02-17,4.87871
2022-02-18,4.60615
2022-02-19,2.48023
2022-02-20,2.09866
2022-02-21,5.53284
2022-02-22,5.58735
2022-02-23,5.17852
2022-02-24,4.90596
2022-02-25,4.87871
2022-02-26,1.96238
2022-02-27,2.26219
2022-02-28,5.56009
2022-03-01,4.03379
2022-03-02,6.05069
2022-03-03,5.04224
2022-03-04,4.8242
2022-03-05,2.12591
2022-03-06,2.72553
2022-03-07,5.58735
2022-03-08,5.15126
2022-03-09,2.64377
2022-03-10,6.75933
2022-03-11,4.98773
2022-03-12,6.02343
2022-03-13,3.57045
2022-03-14,5.99618
2022-03-15,6.48678
2022-03-16,5.75088
2022-03-17,5.56009
2022-03-18,4.71518
2022-03-19,2.562
2022-03-20,3.2979
2022-03-21,6.54129
2022-03-22,5.99618
2022-03-23,6.1052
2022-03-24,5.53284
2022-03-25,7.82229
2022-03-26,3.51594
2022-03-27,3.2979
2022-03-28,6.18697
2022-03-29,7.11365
2022-03-30,7.19542
2022-03-31,8.20387
2022-04-01,7.52248
2022-04-02,2.78004
2022-04-03,2.67102
2022-04-04,6.54129
2022-04-05,6.54129
2022-04-06,6.21422
2022-04-07,5.88716
2022-04-08,5.20577
2022-04-09,3.40692
2022-04-10,3.2979
2022-04-11,5.75088
2022-04-12,5.88716
2022-04-13,6.78659
2022-04-14,6.32324
2022-04-15,6.86835
2022-04-16,4.38811
2022-04-17,4.46988
2022-04-18,7.22267
2022-04-19,8.88525
2022-04-20,7.3862
2022-04-21,7.49523
2022-04-22,5.83265
2022-04-23,3.13436
2022-04-24,4.17007
2022-04-25,8.47642
2022-04-26,6.8411
2022-04-27,5.56009
2022-04-28,6.05069
2022-04-29,5.36931
2022-04-30,2.48023
2022-05-01,2.72553
2022-05-02,7.33169
2022-05-03,6.21422
2022-05-04,5.58735
2022-05-05,2.88907
2022-05-06,4.98773
2022-05-07,2.58926
2022-05-08,3.13436
2022-05-09,7.16816
2022-05-10,7.11365
2022-05-11,6.67756
2022-05-12,5.88716
2022-05-13,4.44262
2022-05-14,4.17007
2022-05-15,3.02534
2022-05-16,5.56009
2022-05-17,5.8599
2022-05-18,5.72363
2022-05-19,5.94167
2022-05-20,5.28754
2022-05-21,3.18887
2022-05-22,2.45298
2022-05-23,5.94167
2022-05-24,6.86835
2022-05-25,6.70482
2022-05-26,6.5958
2022-05-27,6.15971
2022-05-28,2.78004
2022-05-29,2.83455
2022-05-30,7.03188
2022-05-31,8.04033
2022-06-01,3.46143
2022-06-02,7.08639
2022-06-03,5.58735
2022-06-04,3.32515
2022-06-05,2.23494
2022-06-06,3.78849
2022-06-07,6.21422
2022-06-08,5.99618
2022-06-09,6.07795
2022-06-10,5.80539
2022-06-11,3.24339
2022-06-12,3.0526
2022-06-13,6.75933
2022-06-14,7.11365
2022-06-15,6.81384
2022-06-16,5.56009
2022-06-17,4.66067
2022-06-18,2.37121
2022-06-19,3.21613
2022-06-20,5.94167
2022-06-21,10.00272
2022-06-22,6.51403
2022-06-23,4.17007
2022-06-24,5.20577
2022-06-25,2.50749
2022-06-26,2.34396
2022-06-27,5.0695
2022-06-28,5.23303
2022-06-29,6.05069
2022-06-30,6.56854
2022-07-01,6.07795
2022-07-02,2.42572
2022-07-03,2.72553
2022-07-04,6.3505
2022-07-05,7.14091
2022-07-06,6.29599
2022-07-07,6.89561
2022-07-08,5.20577
2022-07-09,2.48023
2022-07-10,2.37121
2022-07-11,6.51403
2022-07-12,5.72363
2022-07-13,6.18697
2022-07-14,5.50558
2022-07-15,6.26873
2022-07-16,2.48023
2022-07-17,3.16162
2022-07-18,6.97737
2022-07-19,7.11365
2022-07-20,6.18697
2022-07-21,5.47833
2022-07-22,4.98773
2022-07-23,2.12591
2022-07-24,2.20768
2022-07-25,5.31479
2022-07-26,5.69637
2022-07-27,4.49713
2022-07-28,4.63341
2022-07-29,4.63341
2022-07-30,2.0714
2022-07-31,2.45298
2022-08-01,5.09675
2022-08-02,5.91441
2022-08-03,4.66067
2022-08-04,5.04224
2022-08-05,4.87871
2022-08-06,1.96238
2022-08-07,1.98964
2022-08-08,5.39656
2022-08-09,3.73398
2022-08-10,4.76969
2022-08-11,5.01499
2022-08-12,3.40692
2022-08-13,1.82611
2022-08-14,1.93513
2022-08-15,2.69828
2022-08-16,5.36931
2022-08-17,4.79694
2022-08-18,4.87871
2022-08-19,4.85145
2022-08-20,1.68983
2022-08-21,2.28945
2022-08-22,5.45107
2022-08-23,5.31479
2022-08-24,5.66911
2022-08-25,5.8599
2022-08-26,4.3336
2022-08-27,1.93513
2022-08-28,2.28945
2022-08-29,4.76969
2022-08-30,5.6146
2022-08-31,6.32324
2022-09-01,5.64186
2022-09-02,4.25183
2022-09-03,2.0714
2022-09-04,2.69828
2022-09-05,5.17852
2022-09-06,5.94167
2022-09-07,3.95203
2022-09-08,4.27909
2022-09-09,1.44453
2022-09-10,1.58081
2022-09-11,1.41727
2022-09-12,2.42572
2022-09-13,5.12401
2022-09-14,6.45952
2022-09-15,5.31479
2022-09-16,5.42382
2022-09-17,2.8073
2022-09-18,2.50749
2022-09-19,6.07795
2022-09-20,6.24148
2022-09-21,5.50558
2022-09-22,5.6146
2022-09-23,5.39656
2022-09-24,3.02534
2022-09-25,3.0526
2022-09-26,6.51403
2022-09-27,5.6146
2022-09-28,6.62305
2022-09-29,6.18697
2022-09-30,6.51403
2022-10-01,3.13436
2022-10-02,3.43417
2022-10-03,3.57045
2022-10-04,7.03188
2022-10-05,6.37775
2022-10-06,4.93322
2022-10-07,5.17852
2022-10-08,2.48023
2022-10-09,2.28945
2022-10-10,3.57045
2022-10-11,6.5958
2022-10-12,6.15971
2022-10-13,6.89561
2022-10-14,5.53284
2022-10-15,2.91632
2022-10-16,4.30635
2022-10-17,7.68601
2022-10-18,7.65876
2022-10-19,7.60425
2022-10-20,7.14091
2022-10-21,6.29599
2022-10-22,3.02534
2022-10-23,3.95203
2022-10-24,6.37775
2022-10-25,7.6315
2022-10-26,6.8411
2022-10-27,5.23303
2022-10-28,5.26028
2022-10-29,2.45298
2022-10-30,2.34396
2022-10-31,6.43227
2022-11-01,6.73207
2022-11-02,5.77814
2022-11-03,6.05069
2022-11-04,4.96047
2022-11-05,2.53475
2022-11-06,2.39847
2022-11-07,5.83265
2022-11-08,5.69637
2022-11-09,5.04224
2022-11-10,5.83265
2022-11-11,4.22458
2022-11-12,2.20768
2022-11-13,2.562
2022-11-14,5.28754
2022-11-15,6.40501
2022-11-16,5.39656
2022-11-17,4.41537
2022-11-18,4.14281
2022-11-19,2.0714
2022-11-20,2.18043
2022-11-21,6.1052
2022-11-22,5.34205
2022-11-23,5.45107
2022-11-24,4.71518
2022-11-25,4.79694
2022-11-26,2.39847
2022-11-27,2.48023
2022-11-28,5.20577
2022-11-29,6.07795
2022-11-30,7.30444
2022-12-01,7.60425
2022-12-02,5.94167
2022-12-03,2.88907
2022-12-04,2.8073
2022-12-05,5.80539
2022-12-06,5.80539
2022-12-07,4.71518
2022-12-08,4.85145
2022-12-09,4.44262
2022-12-10,2.42572
2022-12-11,2.42572
2022-12-12,5.45107
2022-12-13,5.6146
2022-12-14,5.53284
2022-12-15,4.71518
2022-12-16,5.26028
2022-12-17,2.37121
2022-12-18,2.39847
2022-12-19,5.6146
2022-12-20,5.69637
2022-12-21,5.96892
2022-12-22,4.52439
2022-12-23,4.36086
2022-12-24,1.66257
2022-12-25,1.58081
2022-12-26,3.95203
2022-12-27,5.39656
2022-12-28,5.04224
2022-12-29,5.39656
2022-12-30,4.71518
2022-12-31,2.72553
2023-01-01,3.18887
2023-01-02,6.65031
2023-01-03,7.11365
2023-01-04,6.89561
2023-01-05,6.32324
2023-01-06,6.02343
2023-01-07,3.13436
2023-01-08,3.2979
2023-01-09,6.51403
2023-01-10,7.08639
2023-01-11,6.3505
2023-01-12,6.75933
2023-01-13,6.02343
2023-01-14,2.48023
2023-01-15,3.02534
2023-01-16,6.95012
2023-01-17,7.3862
2023-01-18,7.08639
2023-01-19,6.26873
2023-01-20,4.79694
2023-01-21,2.3167
2023-01-22,1.77159
2023-01-23,2.04415
2023-01-24,1.79885
2023-01-25,7.30444
2023-01-26,7.76778
2023-01-27,6.65031
2023-01-28,2.53475
2023-01-29,2.78004
2023-01-30,7.24993
2023-01-31,7.84955
2023-02-01,8.34014
2023-02-02,6.73207
2023-02-03,4.74243
2023-02-04,2.91632
2023-02-05,2.18043
2023-02-06,6.54129
2023-02-07,6.32324
2023-02-08,5.39656
2023-02-09,5.28754
2023-02-10,5.04224
2023-02-11,3.02534
2023-02-12,2.8073
2023-02-13,5.96892
2023-02-14,5.42382
2023-02-15,5.6146
2023-02-16,5.04224
2023-02-17,5.17852
2023-02-18,2.04415
2023-02-19,2.78004
2023-02-20,5.96892
2023-02-21,4.74243
2023-02-22,5.91441
2023-02-23,4.74243
2023-02-24,5.58735
2023-02-25,2.42572
2023-02-26,2.12591
2023-02-27,6.32324
2023-02-28,7.3862
2023-03-01,3.87026
2023-03-02,6.37775
2023-03-03,4.98773
2023-03-04,2.39847
2023-03-05,2.12591
2023-03-06,5.31479
2023-03-07,4.93322
2023-03-08,4.96047
2023-03-09,4.93322
2023-03-10,4.98773
2023-03-11,1.96238
2023-03-12,2.04415
2023-03-13,4.93322
2023-03-14,5.0695
2023-03-15,6.54129
2023-03-16,5.17852
2023-03-17,4.5789
2023-03-18,1.98964
2023-03-19,2.48023
2023-03-20,5.42382
2023-03-21,4.96047
2023-03-22,4.63341
2023-03-23,5.39656
2023-03-24,4.68792
2023-03-25,2.75279
2023-03-26,3.13436
2023-03-27,6.21422
2023-03-28,5.75088
2023-03-29,5.45107
2023-03-30,4.96047
2023-03-31,5.96892
2023-04-01,2.88907
2023-04-02,2.34396
2023-04-03,6.51403
2023-04-04,6.26873
2023-04-05,6.02343
2023-04-06,5.47833
2023-04-07,4.66067
2023-04-08,3.10711
2023-04-09,3.70673
2023-04-10,6.18697
2023-04-11,6.45952
2023-04-12,6.54129
2023-04-13,6.02343
2023-04-14,6.05069
2023-04-15,3.59771
2023-04-16,3.46143
2023-04-17,6.97737
2023-04-18,6.62305
2023-04-19,6.3505
2023-04-20,6.62305
2023-04-21,5.47833
2023-04-22,4.11556
2023-04-23,3.32515
2023-04-24,6.62305
2023-04-25,6.81384
2023-04-26,5.64186
2023-04-27,5.47833
2023-04-28,4.74243
2023-04-29,2.45298
2023-04-30,2.53475
2023-05-01,4.14281
2023-05-02,6.15971
2023-05-03,5.26028
2023-05-04,3.67947
2023-05-05,2.18043
2023-05-06,2.50749
2023-05-07,2.3167
2023-05-08,5.8599
2023-05-09,6.45952
2023-05-10,6.73207
2023-05-11,4.74243
2023-05-12,5.01499
2023-05-13,2.01689
2023-05-14,2.15317
2023-05-15,5.64186
2023-05-16,5.09675
2023-05-17,4.52439
2023-05-18,6.1052
2023-05-19,4.17007
2023-05-20,2.562
2023-05-21,2.53475
2023-05-22,6.02343
2023-05-23,6.92286
2023-05-24,5.64186
2023-05-25,5.28754
2023-05-26,4.79694
2023-05-27,2.45298
2023-05-28,2.04415
2023-05-29,2.58926
