date,코인사이트
2023-11-24,5.30303
2023-11-25,7.95454
2023-11-26,6.43939
2023-11-27,7.19696
2023-11-28,8.71212
2023-11-29,8.71212
2023-11-30,5.30303
2023-12-01,6.43939
2023-12-02,5.30303
2023-12-03,5.30303
2023-12-04,10.98484
2023-12-05,17.04545
2023-12-06,16.28787
2023-12-07,9.0909
2023-12-08,11.36363
2023-12-09,9.84848
2023-12-10,13.63636
2023-12-11,14.01515
2023-12-12,14.77272
2023-12-13,11.74242
2023-12-14,9.84848
2023-12-15,9.46969
2023-12-16,7.95454
2023-12-17,2.65151
2023-12-18,7.95454
2023-12-19,4.54545
2023-12-20,5.30303
2023-12-21,5.68181
2023-12-22,4.92424
2023-12-23,6.0606
2023-12-24,3.40909
2023-12-25,7.19696
2023-12-26,8.71212
2023-12-27,6.0606
2023-12-28,9.0909
2023-12-29,9.84848
2023-12-30,9.46969
2023-12-31,7.95454
2024-01-01,7.95454
2024-01-02,11.74242
2024-01-03,12.87878
2024-01-04,11.74242
2024-01-05,12.5
2024-01-06,8.71212
2024-01-07,9.84848
2024-01-08,9.46969
2024-01-09,8.71212
2024-01-10,10.22727
2024-01-11,20.83333
2024-01-12,17.04545
2024-01-13,5.68181
2024-01-14,8.71212
2024-01-15,9.0909
2024-01-16,10.22727
2024-01-17,6.81818
2024-01-18,10.22727
2024-01-19,9.0909
2024-01-20,4.16666
2024-01-21,3.40909
2024-01-22,10.22727
2024-01-23,7.95454
2024-01-24,10.60606
2024-01-25,10.60606
2024-01-26,7.95454
2024-01-27,3.0303
2024-01-28,8.71212
2024-01-29,10.60606
2024-01-30,9.84848
2024-01-31,5.68181
2024-02-01,9.84848
2024-02-02,4.92424
2024-02-03,3.78787
2024-02-04,4.16666
2024-02-05,9.0909
2024-02-06,6.43939
2024-02-07,9.0909
2024-02-08,9.0909
2024-02-09,10.22727
2024-02-10,4.92424
2024-02-11,4.16666
2024-02-12,7.95454
2024-02-13,10.22727
2024-02-14,11.74242
2024-02-15,15.15151
2024-02-16,14.01515
2024-02-17,9.84848
2024-02-18,9.84848
2024-02-19,14.77272
2024-02-20,14.01515
2024-02-21,17.04545
2024-02-22,14.77272
2024-02-23,11.74242
2024-02-24,12.12121
2024-02-25,10.60606
2024-02-26,14.77272
2024-02-27,20.07575
2024-02-28,22.34848
2024-02-29,39.39393
2024-03-01,18.18181
2024-03-02,31.43939
2024-03-03,21.21212
2024-03-04,35.60606
2024-03-05,54.92424
2024-03-06,44.31818
2024-03-07,29.16666
2024-03-08,25.37878
2024-03-09,34.46969
2024-03-10,28.0303
2024-03-11,45.83333
2024-03-12,55.68181
2024-03-13,39.39393
2024-03-14,40.5303
2024-03-15,34.0909
2024-03-16,23.86363
2024-03-17,18.5606
2024-03-18,25.75757
2024-03-19,31.0606
2024-03-20,20.83333
