date,삼성카드홈페이지
2023-05-29,1.13969
2023-05-30,1.79538
2023-05-31,1.68585
2023-06-01,1.79242
2023-06-02,1.38243
2023-06-03,0.80222
2023-06-04,0.74154
2023-06-05,1.67401
2023-06-06,0.88511
2023-06-07,1.59409
2023-06-08,1.37503
2023-06-09,1.43571
2023-06-10,0.77558
2023-06-11,0.70009
2023-06-12,1.73026
2023-06-13,1.81314
2023-06-14,1.77022
2023-06-15,1.52452
2023-06-16,1.4668
2023-06-17,0.78298
2023-06-18,0.69565
2023-06-19,1.68289
2023-06-20,1.4594
2023-06-21,1.76874
2023-06-22,1.46532
2023-06-23,1.34247
2023-06-24,0.87771
2023-06-25,0.80518
2023-06-26,2.07809
2023-06-27,1.93155
2023-06-28,1.36911
2023-06-29,1.22406
2023-06-30,1.38095
2023-07-01,0.79334
2023-07-02,0.62905
2023-07-03,1.79686
2023-07-04,1.50676
2023-07-05,1.68141
2023-07-06,1.64589
2023-07-07,1.34395
2023-07-08,0.67049
2023-07-09,0.65421
2023-07-10,1.7643
2023-07-11,1.54672
2023-07-12,1.44903
2023-07-13,1.54376
2023-07-14,1.36763
2023-07-15,0.86587
2023-07-16,0.71193
2023-07-17,2.17429
2023-07-18,1.8161
2023-07-19,1.66513
2023-07-20,1.62369
2023-07-21,1.52156
2023-07-22,0.92803
2023-07-23,0.78594
2023-07-24,2.29566
2023-07-25,2.31491
2023-07-26,1.89307
2023-07-27,1.47124
2023-07-28,1.29214
2023-07-29,0.69713
2023-07-30,0.70009
2023-07-31,1.62073
2023-08-01,1.78058
2023-08-02,1.30546
2023-08-03,1.44607
2023-08-04,1.17225
2023-08-05,0.69713
2023-08-06,0.66605
2023-08-07,1.56004
2023-08-08,1.48604
2023-08-09,1.14709
2023-08-10,1.37355
2023-08-11,1.38983
2023-08-12,0.65865
2023-08-13,0.72081
2023-08-14,1.50972
2023-08-15,0.86587
2023-08-16,1.75394
2023-08-17,1.59113
2023-08-18,1.68437
2023-08-19,0.79038
2023-08-20,0.64533
2023-08-21,1.99076
2023-08-22,1.75246
2023-08-23,1.61185
2023-08-24,1.45495
2023-08-25,1.77762
2023-08-26,0.82294
2023-08-27,0.70305
2023-08-28,1.81166
2023-08-29,1.59261
2023-08-30,1.2803
2023-08-31,1.40315
2023-09-01,1.45644
2023-09-02,0.67641
2023-09-03,0.58612
2023-09-04,1.48308
2023-09-05,1.57484
2023-09-06,1.33358
2023-09-07,1.25366
2023-09-08,1.22258
2023-09-09,0.65125
2023-09-10,0.59944
2023-09-11,1.54672
2023-09-12,1.46532
2023-09-13,1.526
2023-09-14,1.54376
2023-09-15,1.5186
2023-09-16,0.76818
2023-09-17,0.68973
2023-09-18,1.57781
2023-09-19,1.2211
2023-09-20,1.39427
2023-09-21,1.52008
2023-09-22,1.43423
2023-09-23,0.76374
2023-09-24,0.72673
2023-09-25,1.99816
2023-09-26,1.76578
2023-09-27,1.52896
2023-09-28,0.5728
2023-09-29,0.47215
2023-09-30,0.558
2023-10-01,0.60685
2023-10-02,0.76078
2023-10-03,0.7297
2023-10-04,1.84423
2023-10-05,1.44903
2023-10-06,1.46532
2023-10-07,0.6024
2023-10-08,0.48992
2023-10-09,0.71193
2023-10-10,1.9434
2023-10-11,1.489
2023-10-12,1.66957
2023-10-13,1.5186
2023-10-14,0.72377
2023-10-15,0.69861
2023-10-16,1.80278
2023-10-17,1.59557
2023-10-18,1.526
2023-10-19,1.37059
2023-10-20,1.35875
2023-10-21,0.68085
2023-10-22,0.62905
2023-10-23,1.75542
2023-10-24,1.56004
2023-10-25,1.75838
2023-10-26,1.37059
2023-10-27,1.26402
2023-10-28,0.64089
2023-10-29,0.53284
2023-10-30,1.2359
2023-10-31,1.2877
2023-11-01,1.43719
2023-11-02,1.30546
2023-11-03,1.14117
2023-11-04,0.62017
2023-11-05,0.60981
2023-11-06,1.3321
2023-11-07,1.29806
2023-11-08,1.10565
2023-11-09,1.18557
2023-11-10,1.04644
2023-11-11,0.62905
2023-11-12,0.61425
2023-11-13,1.37947
2023-11-14,1.34987
2023-11-15,1.36171
2023-11-16,1.42831
2023-11-17,1.17669
2023-11-18,0.61721
2023-11-19,0.62757
2023-11-20,1.49788
2023-11-21,1.40611
2023-11-22,1.30102
2023-11-23,1.28326
2023-11-24,1.08492
2023-11-25,0.66753
2023-11-26,0.70009
2023-11-27,1.85163
2023-11-28,1.4964
2023-11-29,1.17817
2023-11-30,1.31878
2023-12-01,1.45051
2023-12-02,0.74894
2023-12-03,0.60092
2023-12-04,1.53488
2023-12-05,1.47568
2023-12-06,1.33358
2023-12-07,1.2581
2023-12-08,1.09973
2023-12-09,0.61277
2023-12-10,0.60388
2023-12-11,1.64441
2023-12-12,1.46976
2023-12-13,1.42683
2023-12-14,1.50972
2023-12-15,1.51416
2023-12-16,0.67937
2023-12-17,0.55208
2023-12-18,1.64441
2023-12-19,1.35135
2023-12-20,1.43423
2023-12-21,1.34395
2023-12-22,1.39131
2023-12-23,0.71933
2023-12-24,0.61573
2023-12-25,0.70009
2023-12-26,2.02036
2023-12-27,1.87087
2023-12-28,1.53636
2023-12-29,1.30842
2023-12-30,0.72229
2023-12-31,0.68825
2024-01-01,0.80074
2024-01-02,2.00408
2024-01-03,1.69918
2024-01-04,1.56004
2024-01-05,1.57929
2024-01-06,0.81406
2024-01-07,0.80222
2024-01-08,1.34247
2024-01-09,1.35431
2024-01-10,1.80278
2024-01-11,1.38243
2024-01-12,1.45051
2024-01-13,0.72525
2024-01-14,0.70601
2024-01-15,1.85459
2024-01-16,2.04996
2024-01-17,1.85311
2024-01-18,1.72138
2024-01-19,2.07809
2024-01-20,1.01832
2024-01-21,0.95763
2024-01-22,2.32231
2024-01-23,2.15653
2024-01-24,2.2039
2024-01-25,2.19502
2024-01-26,1.73914
2024-01-27,0.89399
2024-01-28,0.8111
2024-01-29,1.63701
2024-01-30,1.64293
2024-01-31,1.73174
2024-02-01,1.69621
2024-02-02,1.36023
2024-02-03,0.70009
2024-02-04,0.69417
2024-02-05,1.85311
2024-02-06,1.4742
2024-02-07,1.20185
2024-02-08,1.23442
2024-02-09,0.59352
2024-02-10,0.38927
2024-02-11,0.50916
2024-02-12,0.76818
2024-02-13,1.82351
2024-02-14,1.85015
2024-02-15,1.63405
2024-02-16,1.50972
2024-02-17,0.84218
2024-02-18,0.69417
2024-02-19,1.88863
2024-02-20,1.65033
2024-02-21,1.76134
2024-02-22,1.41647
2024-02-23,1.52748
2024-02-24,0.80666
2024-02-25,0.80962
2024-02-26,2.08401
2024-02-27,1.55856
2024-02-28,1.39131
2024-02-29,1.49788
2024-03-01,0.8259
2024-03-02,0.66309
2024-03-03,0.71193
2024-03-04,1.73174
2024-03-05,1.96856
2024-03-06,1.62665
2024-03-07,1.42979
2024-03-08,1.83387
2024-03-09,0.72525
2024-03-10,0.76818
2024-03-11,1.84275
2024-03-12,1.73618
2024-03-13,1.66217
2024-03-14,1.64441
2024-03-15,1.75246
2024-03-16,0.8111
2024-03-17,0.71785
2024-03-18,1.82499
2024-03-19,1.5482
2024-03-20,1.5482
