date,KODEX코스닥150레버리지
2020-06-29,12.33656
2020-06-30,12.58267
2020-07-01,12.18274
2020-07-02,13.04414
2020-07-03,10.0446
2020-07-04,0.89217
2020-07-05,1.1229
2020-07-06,11.07521
2020-07-07,10.58298
2020-07-08,9.21396
2020-07-09,10.89063
2020-07-10,8.84479
2020-07-11,0.92293
2020-07-12,0.84602
2020-07-13,9.99846
2020-07-14,9.47546
2020-07-15,10.33687
2020-07-16,9.12167
2020-07-17,10.62913
2020-07-18,1.09213
2020-07-19,1.27672
2020-07-20,9.01399
2020-07-21,11.90586
2020-07-22,10.70604
2020-07-23,11.99815
2020-07-24,9.42931
2020-07-25,1.44593
2020-07-26,0.95369
2020-07-27,10.05999
2020-07-28,10.53684
2020-07-29,9.96769
2020-07-30,9.41393
2020-07-31,9.15243
2020-08-01,1.26134
2020-08-02,1.19981
2020-08-03,11.36748
2020-08-04,10.85986
2020-08-05,14.70542
2020-08-06,14.99769
2020-08-07,14.05937
2020-08-08,1.89201
2020-08-09,1.58437
2020-08-10,13.27488
2020-08-11,11.70589
2020-08-12,15.28995
2020-08-13,18.45869
2020-08-14,13.12105
2020-08-15,1.95354
2020-08-16,1.70742
2020-08-17,2.23042
2020-08-18,17.13582
2020-08-19,13.8594
2020-08-20,17.73573
2020-08-21,15.2438
2020-08-22,1.44593
2020-08-23,1.49207
2020-08-24,14.04399
2020-08-25,13.79787
2020-08-26,12.82879
2020-08-27,11.41362
2020-08-28,13.6902
2020-08-29,1.36902
2020-08-30,1.15366
2020-08-31,13.58252
2020-09-01,12.09044
2020-09-02,13.41332
2020-09-03,13.41332
2020-09-04,14.15166
2020-09-05,1.76895
2020-09-06,1.43054
2020-09-07,14.45931
2020-09-08,16.35133
2020-09-09,13.18258
2020-09-10,13.76711
2020-09-11,11.952
2020-09-12,1.44593
2020-09-13,1.33825
2020-09-14,12.27503
2020-09-15,11.64436
2020-09-16,13.65943
2020-09-17,12.09044
2020-09-18,11.13674
2020-09-19,0.96908
2020-09-20,1.33825
2020-09-21,14.09013
2020-09-22,16.33594
2020-09-23,14.72081
2020-09-24,18.82787
2020-09-25,16.62821
2020-09-26,2.67651
2020-09-27,1.72281
2020-09-28,15.28995
2020-09-29,11.72127
2020-09-30,1.33825
2020-10-01,1.32287
2020-10-02,1.66128
2020-10-03,1.26134
2020-10-04,1.43054
2020-10-05,13.1672
2020-10-06,12.92108
2020-10-07,9.67543
2020-10-08,9.24473
2020-10-09,1.2921
2020-10-10,0.83064
2020-10-11,0.90755
2020-10-12,10.16766
2020-10-13,9.46008
2020-10-14,8.96785
2020-10-15,12.10582
2020-10-16,11.44439
2020-10-17,1.39978
2020-10-18,1.06137
2020-10-19,11.38286
2020-10-20,17.25888
2020-10-21,13.3364
2020-10-22,13.22873
2020-10-23,12.89032
2020-10-24,2.30733
2020-10-25,2.0766
2020-10-26,22.33502
2020-10-27,20.36609
2020-10-28,17.38194
2020-10-29,17.52038
2020-10-30,15.30533
2020-10-31,3.01492
2020-11-01,3.1995
2020-11-02,13.21335
2020-11-03,14.87463
2020-11-04,16.459
2020-11-05,15.64374
2020-11-06,13.81325
2020-11-07,1.93816
2020-11-08,1.99969
2020-11-09,15.5053
2020-11-10,15.92062
2020-11-11,14.21319
2020-11-12,13.8594
2020-11-13,13.61329
2020-11-14,2.04583
2020-11-15,2.16889
2020-11-16,13.70558
2020-11-17,14.24396
2020-11-18,15.35148
2020-11-19,14.59775
2020-11-20,13.99784
2020-11-21,3.2918
2020-11-22,3.58406
2020-11-23,18.16643
2020-11-24,15.99753
2020-11-25,15.98215
2020-11-26,14.99769
2020-11-27,16.15136
2020-11-28,4.30702
2020-11-29,5.47608
2020-11-30,18.95093
2020-12-01,15.48992
2020-12-02,20.443
2020-12-03,20.28918
2020-12-04,20.59683
2020-12-05,7.38347
2020-12-06,7.84494
2020-12-07,31.53361
2020-12-08,29.53391
2020-12-09,22.96569
2020-12-10,20.65836
2020-12-11,17.81264
2020-12-12,2.36886
2020-12-13,3.33794
2020-12-14,20.59683
2020-12-15,16.04368
2020-12-16,17.44347
2020-12-17,16.1975
2020-12-18,13.93631
2020-12-19,1.96892
2020-12-20,2.27657
2020-12-21,19.10475
2020-12-22,18.84325
2020-12-23,15.64374
2020-12-24,20.13536
2020-12-25,13.53637
2020-12-26,8.36794
2020-12-27,8.69097
2020-12-28,41.56283
2020-12-29,39.96308
2020-12-30,31.54899
2020-12-31,5.1069
2021-01-01,2.99953
2021-01-02,2.67651
2021-01-03,3.04568
2021-01-04,20.87371
2021-01-05,21.15059
2021-01-06,18.78172
2021-01-07,18.45869
2021-01-08,22.53499
2021-01-09,3.99938
2021-01-10,4.29164
2021-01-11,28.18027
2021-01-12,20.16612
2021-01-13,20.99676
2021-01-14,17.2435
2021-01-15,14.36702
2021-01-16,2.53807
2021-01-17,1.79972
2021-01-18,18.02799
2021-01-19,17.55114
2021-01-20,22.59652
2021-01-21,18.27411
2021-01-22,14.42854
2021-01-23,1.61513
2021-01-24,1.69204
2021-01-25,19.99692
2021-01-26,18.75096
2021-01-27,15.72065
2021-01-28,13.95169
2021-01-29,15.42839
2021-01-30,2.64574
2021-01-31,2.3381
2021-02-01,21.47361
2021-02-02,19.45854
2021-02-03,17.44347
2021-02-04,12.41347
2021-02-05,12.49038
2021-02-06,1.15366
2021-02-07,0.55376
2021-02-08,10.72142
2021-02-09,11.16751
2021-02-10,10.5676
2021-02-11,0.96908
2021-02-12,0.44608
2021-02-13,0.75373
2021-02-14,0.61528
2021-02-15,11.73665
2021-02-16,10.92139
2021-02-17,8.3987
2021-02-18,9.33702
2021-02-19,9.64467
2021-02-20,0.84602
2021-02-21,0.79987
2021-02-22,8.89093
2021-02-23,9.19858
2021-02-24,11.07521
2021-02-25,12.65959
2021-02-26,9.47546
2021-02-27,1.33825
2021-02-28,0.70758
2021-03-01,1.27672
2021-03-02,10.36763
2021-03-03,11.50592
2021-03-04,7.73727
2021-03-05,8.86017
2021-03-06,0.66143
2021-03-07,0.8614
2021-03-08,7.58344
2021-03-09,9.72158
2021-03-10,8.16797
2021-03-11,8.76788
2021-03-12,8.06029
2021-03-13,0.76911
2021-03-14,0.67681
2021-03-15,7.75265
2021-03-16,10.98292
2021-03-17,9.89078
2021-03-18,10.22919
2021-03-19,9.33702
2021-03-20,0.50761
2021-03-21,0.72296
2021-03-22,7.21427
2021-03-23,7.82956
2021-03-24,8.01415
2021-03-25,7.61421
2021-03-26,7.968
2021-03-27,0.81525
2021-03-28,0.66143
2021-03-29,9.46008
2021-03-30,7.73727
2021-03-31,6.53745
2021-04-01,9.07552
2021-04-02,7.38347
2021-04-03,0.83064
2021-04-04,0.73834
2021-04-05,8.36794
2021-04-06,8.10644
2021-04-07,7.07583
2021-04-08,8.59867
2021-04-09,9.62928
2021-04-10,0.90755
2021-04-11,0.50761
2021-04-12,12.56729
2021-04-13,15.36686
2021-04-14,11.15213
2021-04-15,8.3987
2021-04-16,8.87555
2021-04-17,1.30749
2021-04-18,1.23057
2021-04-19,13.21335
2021-04-20,10.67528
2021-04-21,7.78341
2021-04-22,8.69097
2021-04-23,8.41409
2021-04-24,0.96908
2021-04-25,0.61528
2021-04-26,8.27564
2021-04-27,6.81433
2021-04-28,10.45992
2021-04-29,8.33717
2021-04-30,8.79864
2021-05-01,0.8614
2021-05-02,0.61528
2021-05-03,10.95216
2021-05-04,12.42885
2021-05-05,1.33825
2021-05-06,7.82956
2021-05-07,10.27534
2021-05-08,0.73834
2021-05-09,0.4307
2021-05-10,11.5213
2021-05-11,8.89093
2021-05-12,6.92201
2021-05-13,7.2758
2021-05-14,8.82941
2021-05-15,0.64605
2021-05-16,0.52299
2021-05-17,6.52207
2021-05-18,5.30687
2021-05-19,0.67681
2021-05-20,6.76818
2021-05-21,7.0143
2021-05-22,0.79987
2021-05-23,0.63067
2021-05-24,5.24534
2021-05-25,6.66051
2021-05-26,6.19904
2021-05-27,6.26057
2021-05-28,6.5836
2021-05-29,0.55376
2021-05-30,0.41532
2021-05-31,6.52207
2021-06-01,5.92216
2021-06-02,5.30687
2021-06-03,5.1992
2021-06-04,5.47608
2021-06-05,0.58452
2021-06-06,0.3384
2021-06-07,5.02999
2021-06-08,4.58391
2021-06-09,4.72235
2021-06-10,6.01445
2021-06-11,5.42993
2021-06-12,0.3384
2021-06-13,0.1692
2021-06-14,5.55299
2021-06-15,3.95323
2021-06-16,4.19935
2021-06-17,4.92231
2021-06-18,6.52207
2021-06-19,0.79987
2021-06-20,0.46146
2021-06-21,4.46085
2021-06-22,4.43008
2021-06-23,5.30687
2021-06-24,5.04537
2021-06-25,4.8454
2021-06-26,0.49223
2021-06-27,0.27688
2021-06-28,4.36855
2021-06-29,5.32225
2021-06-30,4.89155
2021-07-01,4.9377
2021-07-02,5.64528
2021-07-03,0.67681
2021-07-04,0.47684
2021-07-05,7.98338
2021-07-06,6.0606
2021-07-07,5.18381
2021-07-08,5.42993
2021-07-09,5.16843
2021-07-10,0.61528
2021-07-11,0.23073
2021-07-12,5.49146
2021-07-13,6.98354
2021-07-14,4.69158
2021-07-15,4.33779
2021-07-16,4.19935
2021-07-17,0.38455
2021-07-18,0.19996
2021-07-19,4.53776
2021-07-20,4.96846
2021-07-21,4.76849
2021-07-22,6.29133
2021-07-23,6.19904
2021-07-24,0.5999
2021-07-25,0.70758
2021-07-26,4.2455
2021-07-27,5.1992
2021-07-28,4.44546
2021-07-29,3.81479
2021-07-30,4.76849
2021-07-31,0.3384
2021-08-01,0.35379
2021-08-02,4.1532
2021-08-03,3.73788
2021-08-04,4.73773
2021-08-05,5.52222
2021-08-06,4.4147
2021-08-07,0.32302
2021-08-08,0.29226
2021-08-09,4.27626
2021-08-10,4.55314
2021-08-11,4.98384
2021-08-12,4.30702
2021-08-13,3.75326
2021-08-14,0.32302
2021-08-15,0.24611
2021-08-16,0.52299
2021-08-17,4.30702
2021-08-18,3.83017
2021-08-19,4.72235
2021-08-20,4.52238
2021-08-21,0.72296
2021-08-22,0.66143
2021-08-23,6.04522
2021-08-24,6.09137
2021-08-25,4.78387
2021-08-26,4.81464
2021-08-27,4.13782
2021-08-28,0.39993
2021-08-29,0.41532
2021-08-30,5.04537
2021-08-31,4.29164
2021-09-01,6.16828
2021-09-02,4.76849
2021-09-03,4.76849
2021-09-04,0.47684
2021-09-05,0.36917
2021-09-06,5.66066
2021-09-07,4.39932
2021-09-08,4.63005
2021-09-09,4.46085
2021-09-10,4.19935
2021-09-11,0.44608
2021-09-12,0.39993
2021-09-13,3.39947
2021-09-14,4.10706
2021-09-15,4.8454
2021-09-16,3.76865
2021-09-17,3.7225
2021-09-18,0.36917
2021-09-19,0.24611
2021-09-20,0.39993
2021-09-21,0.39993
2021-09-22,0.35379
2021-09-23,5.90678
2021-09-24,4.2455
2021-09-25,0.63067
2021-09-26,0.35379
2021-09-27,4.35317
2021-09-28,5.67604
2021-09-29,6.33748
2021-09-30,5.15305
2021-10-01,4.8454
2021-10-02,0.70758
2021-10-03,0.30764
2021-10-04,0.61528
2021-10-05,5.09152
2021-10-06,7.36809
2021-10-07,5.38378
2021-10-08,4.44546
2021-10-09,0.46146
2021-10-10,0.39993
2021-10-11,0.66143
2021-10-12,4.27626
2021-10-13,3.75326
2021-10-14,5.86063
2021-10-15,4.75311
2021-10-16,0.29226
2021-10-17,0.27688
2021-10-18,4.06091
2021-10-19,4.33779
2021-10-20,3.84556
2021-10-21,3.55329
2021-10-22,3.10721
2021-10-23,0.41532
2021-10-24,0.38455
2021-10-25,3.09183
2021-10-26,5.07614
2021-10-27,4.26088
2021-10-28,2.99953
2021-10-29,2.99953
2021-10-30,0.21535
2021-10-31,0.36917
2021-11-01,4.19935
2021-11-02,4.59929
2021-11-03,3.984
2021-11-04,3.44562
2021-11-05,3.81479
2021-11-06,0.38455
2021-11-07,0.36917
2021-11-08,4.2455
2021-11-09,3.13797
2021-11-10,4.4147
2021-11-11,4.13782
2021-11-12,4.76849
2021-11-13,0.36917
2021-11-14,0.47684
2021-11-15,5.06075
2021-11-16,4.23011
2021-11-17,3.50715
2021-11-18,4.55314
2021-11-19,4.56852
2021-11-20,0.52299
2021-11-21,0.27688
2021-11-22,4.66082
2021-11-23,4.69158
2021-11-24,5.32225
2021-11-25,3.79941
2021-11-26,3.86094
2021-11-27,0.36917
2021-11-28,0.41532
2021-11-29,4.47623
2021-11-30,3.58406
2021-12-01,3.99938
2021-12-02,4.79926
2021-12-03,5.32225
2021-12-04,0.47684
2021-12-05,0.46146
2021-12-06,4.49161
2021-12-07,4.27626
2021-12-08,4.4147
2021-12-09,4.64543
2021-12-10,4.21473
2021-12-11,0.44608
2021-12-12,0.46146
2021-12-13,4.30702
2021-12-14,3.84556
2021-12-15,4.64543
2021-12-16,3.95323
2021-12-17,3.92247
2021-12-18,0.53837
2021-12-19,0.47684
2021-12-20,4.18397
2021-12-21,3.43024
2021-12-22,4.10706
2021-12-23,4.53776
2021-12-24,5.12228
2021-12-25,1.98431
2021-12-26,2.26119
2021-12-27,9.59852
2021-12-28,12.45962
2021-12-29,16.68974
2021-12-30,10.79833
2021-12-31,1.6459
2022-01-01,1.59975
2022-01-02,1.43054
2022-01-03,6.78357
2022-01-04,6.56822
2022-01-05,6.67589
2022-01-06,8.89093
2022-01-07,8.46023
2022-01-08,1.18443
2022-01-09,0.76911
2022-01-10,9.27549
2022-01-11,7.55268
2022-01-12,9.07552
2022-01-13,7.72188
2022-01-14,6.44516
2022-01-15,0.84602
2022-01-16,0.52299
2022-01-17,7.58344
2022-01-18,11.89047
2022-01-19,10.9983
2022-01-20,9.93693
2022-01-21,9.82925
2022-01-22,1.61513
2022-01-23,1.10752
2022-01-24,10.29072
2022-01-25,10.3984
2022-01-26,12.16735
2022-01-27,13.61329
2022-01-28,13.73634
2022-01-29,1.86125
2022-01-30,0.99984
2022-01-31,0.92293
2022-02-01,0.99984
2022-02-02,1.92278
2022-02-03,11.81356
2022-02-04,9.70619
2022-02-05,1.10752
2022-02-06,0.98446
2022-02-07,8.61405
2022-02-08,7.67574
2022-02-09,9.29087
2022-02-10,11.38286
2022-02-11,9.90616
2022-02-12,2.18427
2022-02-13,1.72281
2022-02-14,9.1832
2022-02-15,9.47546
2022-02-16,12.25965
2022-02-17,11.36748
2022-02-18,9.01399
2022-02-19,1.33825
2022-02-20,0.93831
2022-02-21,7.58344
2022-02-22,7.81418
2022-02-23,7.21427
2022-02-24,9.59852
2022-02-25,9.02938
2022-02-26,0.98446
2022-02-27,0.90755
2022-02-28,7.78341
2022-03-01,1.15366
2022-03-02,7.93724
2022-03-03,8.10644
2022-03-04,6.66051
2022-03-05,0.76911
2022-03-06,0.66143
2022-03-07,7.62959
2022-03-08,6.93739
2022-03-09,0.73834
2022-03-10,7.32195
2022-03-11,6.66051
2022-03-12,0.75373
2022-03-13,0.63067
2022-03-14,6.98354
2022-03-15,7.02968
2022-03-16,6.4913
2022-03-17,7.47577
2022-03-18,7.33733
2022-03-19,0.98446
2022-03-20,0.46146
2022-03-21,5.84525
2022-03-22,5.8914
2022-03-23,6.24519
2022-03-24,4.76849
2022-03-25,4.30702
2022-03-26,0.36917
2022-03-27,0.26149
2022-03-28,4.39932
2022-03-29,5.32225
2022-03-30,5.50684
2022-03-31,5.38378
2022-04-01,4.43008
2022-04-02,0.24611
2022-04-03,0.21535
2022-04-04,3.7225
2022-04-05,4.29164
2022-04-06,3.56868
2022-04-07,3.49177
2022-04-08,3.461
2022-04-09,0.30764
2022-04-10,0.10767
2022-04-11,3.73788
2022-04-12,4.19935
2022-04-13,4.12244
2022-04-14,4.52238
2022-04-15,3.461
2022-04-16,0.27688
2022-04-17,0.29226
2022-04-18,3.984
2022-04-19,4.01476
2022-04-20,4.19935
2022-04-21,3.83017
2022-04-22,3.30718
2022-04-23,0.61528
2022-04-24,0.21535
2022-04-25,4.21473
2022-04-26,4.50699
2022-04-27,5.1069
2022-04-28,3.8917
2022-04-29,4.61467
2022-04-30,0.46146
2022-05-01,0.35379
2022-05-02,4.13782
2022-05-03,4.03014
2022-05-04,3.61482
2022-05-05,0.52299
2022-05-06,3.55329
2022-05-07,0.58452
2022-05-08,0.19996
2022-05-09,4.92231
2022-05-10,5.56837
2022-05-11,5.46069
2022-05-12,7.04506
2022-05-13,5.39916
2022-05-14,0.84602
2022-05-15,0.32302
2022-05-16,4.58391
2022-05-17,4.33779
2022-05-18,4.47623
2022-05-19,4.55314
2022-05-20,5.01461
2022-05-21,0.50761
2022-05-22,0.24611
2022-05-23,4.01476
2022-05-24,3.36871
2022-05-25,4.18397
2022-05-26,3.69173
2022-05-27,2.99953
2022-05-28,0.30764
2022-05-29,0.24611
2022-05-30,4.09167
2022-05-31,3.70712
2022-06-01,0.39993
2022-06-02,2.56883
2022-06-03,3.04568
2022-06-04,0.30764
2022-06-05,0.12305
2022-06-06,0.44608
2022-06-07,4.09167
2022-06-08,3.64559
2022-06-09,4.35317
2022-06-10,3.35333
2022-06-11,0.38455
2022-06-12,0.24611
2022-06-13,4.70696
2022-06-14,6.39901
2022-06-15,5.13767
2022-06-16,5.09152
2022-06-17,4.92231
2022-06-18,0.61528
2022-06-19,0.49223
2022-06-20,4.83002
2022-06-21,4.2455
2022-06-22,5.46069
2022-06-23,7.56806
2022-06-24,7.29118
2022-06-25,1.44593
2022-06-26,1.36902
2022-06-27,6.5836
2022-06-28,5.41455
2022-06-29,6.09137
2022-06-30,4.29164
2022-07-01,5.70681
2022-07-02,1.15366
2022-07-03,0.66143
2022-07-04,6.50669
2022-07-05,7.5373
2022-07-06,5.7991
2022-07-07,5.3684
2022-07-08,5.33764
2022-07-09,0.90755
2022-07-10,0.50761
2022-07-11,4.38394
2022-07-12,4.46085
2022-07-13,4.55314
2022-07-14,4.72235
2022-07-15,4.21473
2022-07-16,0.6922
2022-07-17,0.35379
2022-07-18,5.46069
2022-07-19,4.59929
2022-07-20,5.98369
2022-07-21,4.75311
2022-07-22,5.13767
2022-07-23,0.79987
2022-07-24,0.52299
2022-07-25,5.44531
2022-07-26,4.55314
2022-07-27,4.52238
2022-07-28,6.01445
2022-07-29,5.1069
2022-07-30,0.39993
2022-07-31,0.49223
2022-08-01,4.36855
2022-08-02,3.58406
2022-08-03,5.72219
2022-08-04,6.09137
2022-08-05,5.3684
2022-08-06,0.89217
2022-08-07,0.5999
2022-08-08,5.42993
2022-08-09,5.04537
2022-08-10,5.12228
2022-08-11,5.09152
2022-08-12,4.76849
2022-08-13,0.52299
2022-08-14,0.24611
2022-08-15,0.41532
2022-08-16,4.83002
2022-08-17,4.27626
2022-08-18,4.30702
2022-08-19,4.26088
2022-08-20,0.79987
2022-08-21,0.44608
2022-08-22,4.55314
2022-08-23,4.92231
2022-08-24,4.92231
2022-08-25,5.96831
2022-08-26,4.64543
2022-08-27,1.39978
2022-08-28,1.16905
2022-08-29,5.75296
2022-08-30,4.99923
2022-08-31,4.76849
2022-09-01,4.12244
2022-09-02,3.78403
2022-09-03,0.6922
2022-09-04,0.4307
2022-09-05,4.32241
2022-09-06,3.76865
2022-09-07,4.33779
2022-09-08,3.95323
2022-09-09,0.63067
2022-09-10,0.35379
2022-09-11,0.29226
2022-09-12,0.56914
2022-09-13,5.12228
2022-09-14,5.82987
2022-09-15,4.58391
2022-09-16,5.15305
2022-09-17,0.89217
2022-09-18,0.44608
2022-09-19,4.89155
2022-09-20,4.75311
2022-09-21,5.76834
2022-09-22,5.76834
2022-09-23,6.73742
2022-09-24,1.24596
2022-09-25,1.27672
2022-09-26,9.39855
2022-09-27,8.19873
2022-09-28,11.24442
2022-09-29,9.02938
2022-09-30,8.10644
2022-10-01,1.79972
2022-10-02,1.03061
2022-10-03,1.27672
2022-10-04,9.29087
2022-10-05,9.8754
2022-10-06,9.12167
2022-10-07,7.09121
2022-10-08,1.50746
2022-10-09,1.07675
2022-10-10,1.15366
2022-10-11,10.32148
2022-10-12,8.59867
2022-10-13,9.47546
2022-10-14,8.44485
2022-10-15,2.09198
2022-10-16,1.24596
2022-10-17,8.44485
2022-10-18,10.47531
2022-10-19,8.9217
2022-10-20,7.0143
2022-10-21,7.46039
2022-10-22,1.23057
2022-10-23,1.03061
2022-10-24,7.93724
2022-10-25,6.82971
2022-10-26,6.0606
2022-10-27,7.04506
2022-10-28,5.66066
2022-10-29,0.84602
2022-10-30,0.67681
2022-10-31,6.16828
2022-11-01,6.26057
2022-11-02,5.24534
2022-11-03,6.19904
2022-11-04,6.41439
2022-11-05,0.67681
2022-11-06,0.53837
2022-11-07,6.39901
2022-11-08,7.56806
2022-11-09,7.18351
2022-11-10,6.70666
2022-11-11,11.0906
2022-11-12,1.35363
2022-11-13,1.27672
2022-11-14,7.90647
2022-11-15,11.33671
2022-11-16,9.26011
2022-11-17,6.78357
2022-11-18,6.44516
2022-11-19,0.63067
2022-11-20,0.46146
2022-11-21,7.2758
2022-11-22,6.95277
2022-11-23,8.89093
2022-11-24,7.95262
2022-11-25,5.87601
2022-11-26,0.79987
2022-11-27,0.3384
2022-11-28,5.73757
2022-11-29,7.07583
2022-11-30,5.66066
2022-12-01,8.41409
2022-12-02,5.76834
2022-12-03,0.61528
2022-12-04,0.55376
2022-12-05,6.46054
2022-12-06,5.6299
2022-12-07,6.73742
2022-12-08,6.12213
2022-12-09,6.50669
2022-12-10,0.76911
2022-12-11,0.61528
2022-12-12,6.61436
2022-12-13,6.47592
2022-12-14,8.47561
2022-12-15,7.46039
2022-12-16,7.33733
2022-12-17,0.66143
2022-12-18,0.53837
2022-12-19,5.61452
2022-12-20,6.07598
2022-12-21,6.18366
2022-12-22,7.41424
2022-12-23,10.19843
2022-12-24,1.24596
2022-12-25,0.99984
2022-12-26,9.24473
2022-12-27,10.58298
2022-12-28,10.53684
2022-12-29,11.30595
2022-12-30,2.53807
2022-12-31,0.96908
2023-01-01,0.79987
2023-01-02,11.30595
2023-01-03,11.42901
2023-01-04,11.7828
2023-01-05,9.78311
2023-01-06,9.69081
2023-01-07,1.73819
2023-01-08,1.24596
2023-01-09,9.30626
2023-01-10,9.13705
2023-01-11,9.30626
2023-01-12,7.73727
2023-01-13,7.36809
2023-01-14,1.33825
2023-01-15,1.03061
2023-01-16,6.95277
2023-01-17,7.35271
2023-01-18,6.09137
2023-01-19,5.70681
2023-01-20,5.8914
2023-01-21,0.98446
2023-01-22,0.4307
2023-01-23,0.39993
2023-01-24,0.95369
2023-01-25,7.41424
2023-01-26,7.19889
2023-01-27,7.5373
2023-01-28,0.67681
2023-01-29,0.72296
2023-01-30,6.0606
2023-01-31,5.35302
2023-02-01,7.55268
2023-02-02,8.76788
2023-02-03,9.47546
2023-02-04,0.72296
2023-02-05,0.70758
2023-02-06,6.61436
2023-02-07,7.75265
2023-02-08,7.99876
2023-02-09,8.79864
2023-02-10,6.27595
2023-02-11,0.64605
2023-02-12,0.79987
2023-02-13,6.19904
2023-02-14,7.10659
2023-02-15,6.13751
2023-02-16,9.79849
2023-02-17,7.12198
2023-02-18,0.63067
2023-02-19,0.64605
2023-02-20,8.44485
2023-02-21,8.72173
2023-02-22,7.42962
2023-02-23,7.52191
2023-02-24,6.64513
2023-02-25,0.83064
2023-02-26,0.58452
2023-02-27,7.15274
2023-02-28,7.86032
2023-03-01,1.13828
2023-03-02,7.98338
2023-03-03,8.35256
2023-03-04,1.21519
2023-03-05,0.75373
2023-03-06,10.59836
2023-03-07,7.84494
2023-03-08,7.75265
2023-03-09,7.49115
2023-03-10,7.22965
2023-03-11,0.89217
2023-03-12,1.09213
2023-03-13,8.10644
2023-03-14,9.98307
2023-03-15,8.99861
2023-03-16,7.22965
2023-03-17,7.33733
2023-03-18,0.64605
2023-03-19,0.58452
2023-03-20,6.02984
2023-03-21,6.3221
2023-03-22,7.73727
2023-03-23,10.12151
2023-03-24,8.59867
2023-03-25,0.90755
2023-03-26,1.01522
2023-03-27,7.16812
2023-03-28,8.16797
2023-03-29,8.61405
2023-03-30,9.95231
2023-03-31,8.30641
2023-04-01,1.23057
2023-04-02,0.81525
2023-04-03,8.64482
2023-04-04,8.95246
2023-04-05,10.49069
2023-04-06,7.47577
2023-04-07,10.49069
2023-04-08,1.44593
2023-04-09,1.41516
2023-04-10,13.27488
2023-04-11,14.33625
2023-04-12,11.04445
2023-04-13,8.67558
2023-04-14,9.82925
2023-04-15,1.04599
2023-04-16,0.93831
2023-04-17,6.81433
2023-04-18,7.50653
2023-04-19,7.62959
2023-04-20,8.09106
2023-04-21,7.56806
2023-04-22,1.09213
2023-04-23,1.33825
2023-04-24,7.7065
2023-04-25,9.89078
2023-04-26,8.38332
2023-04-27,9.27549
2023-04-28,8.89093
2023-04-29,1.18443
2023-04-30,0.76911
2023-05-01,1.24596
2023-05-02,8.2295
2023-05-03,6.24519
2023-05-04,6.30672
2023-05-05,0.90755
2023-05-06,0.55376
2023-05-07,0.46146
2023-05-08,5.56837
2023-05-09,6.30672
2023-05-10,6.53745
2023-05-11,6.76818
2023-05-12,6.07598
2023-05-13,1.03061
2023-05-14,0.64605
2023-05-15,6.56822
2023-05-16,6.78357
2023-05-17,9.1832
2023-05-18,7.38347
2023-05-19,7.21427
2023-05-20,1.03061
2023-05-21,0.75373
2023-05-22,8.36794
2023-05-23,7.93724
2023-05-24,6.76818
2023-05-25,6.18366
2023-05-26,5.52222
2023-05-27,0.64605
