date,자금조달계획서
2020-03-20,10.02028
2020-03-21,6.65314
2020-03-22,5.67951
2020-03-23,14.07707
2020-03-24,12.98174
2020-03-25,9.93914
2020-03-26,8.6004
2020-03-27,8.03245
2020-03-28,5.23326
2020-03-29,4.17849
2020-03-30,6.572
2020-03-31,7.74847
2020-04-01,7.38336
2020-04-02,5.27383
2020-04-03,5.72008
2020-04-04,3.48884
2020-04-05,3.04259
2020-04-06,6.08519
2020-04-07,6.97768
2020-04-08,6.12576
2020-04-09,6.08519
2020-04-10,4.58417
2020-04-11,3.24543
2020-04-12,3.69168
2020-04-13,6.20689
2020-04-14,6.85598
2020-04-15,5.27383
2020-04-16,7.50507
2020-04-17,7.01825
2020-04-18,4.74645
2020-04-19,4.78701
2020-04-20,9.7363
2020-04-21,6.36916
2020-04-22,6.36916
2020-04-23,5.5578
2020-04-24,5.5578
2020-04-25,4.09736
2020-04-26,3.12373
2020-04-27,7.95131
2020-04-28,7.66734
2020-04-29,6.73427
2020-04-30,5.07099
2020-05-01,4.50304
2020-05-02,3.08316
2020-05-03,3.52941
2020-05-04,6.89655
2020-05-05,6.89655
2020-05-06,8.76267
2020-05-07,6.97768
2020-05-08,8.19472
2020-05-09,3.77281
2020-05-10,5.39553
2020-05-11,16.30831
2020-05-12,12.12981
2020-05-13,9.24949
2020-05-14,8.19472
2020-05-15,7.99188
2020-05-16,6.00405
2020-05-17,5.5578
2020-05-18,9.77687
2020-05-19,11.03448
2020-05-20,10.83164
2020-05-21,8.64097
2020-05-22,8.80324
2020-05-23,5.11156
2020-05-24,5.27383
2020-05-25,10.50709
2020-05-26,9.08722
2020-05-27,8.80324
2020-05-28,9.24949
2020-05-29,8.84381
2020-05-30,6.00405
2020-05-31,5.15212
2020-06-01,10.54766
2020-06-02,12.29208
2020-06-03,10.46653
2020-06-04,11.11561
2020-06-05,12.45436
2020-06-06,6.40973
2020-06-07,7.26166
2020-06-08,12.61663
2020-06-09,11.19675
2020-06-10,22.23123
2020-06-11,26.61257
2020-06-12,18.29614
2020-06-13,14.60446
2020-06-14,14.48275
2020-06-15,21.21703
2020-06-16,25.15212
2020-06-17,80.44624
2020-06-18,56.38945
2020-06-19,37.76876
2020-06-20,24.66531
2020-06-21,23.44827
2020-06-22,38.01217
2020-06-23,33.54969
2020-06-24,30.46653
2020-06-25,29.4929
2020-06-26,29.41176
2020-06-27,19.55375
2020-06-28,21.37931
2020-06-29,36.51115
2020-06-30,28.35699
2020-07-01,25.63894
2020-07-02,25.67951
2020-07-03,19.83772
2020-07-04,14.11764
2020-07-05,14.60446
2020-07-06,26.20689
2020-07-07,25.59837
2020-07-08,26.3286
2020-07-09,26.24746
2020-07-10,21.54158
2020-07-11,13.71196
2020-07-12,14.84787
2020-07-13,26.12576
2020-07-14,23.89452
2020-07-15,23.97565
2020-07-16,24.13793
2020-07-17,21.1359
2020-07-18,11.84584
2020-07-19,10.42596
2020-07-20,20.56795
2020-07-21,21.01419
2020-07-22,18.25557
2020-07-23,16.34888
2020-07-24,14.96957
2020-07-25,9.57403
2020-07-26,10.34482
2020-07-27,18.9858
2020-07-28,19.95943
2020-07-29,18.25557
2020-07-30,16.59229
2020-07-31,14.44219
2020-08-01,8.27586
2020-08-02,8.84381
2020-08-03,15.9432
2020-08-04,15.41582
2020-08-05,17.11967
2020-08-06,16.79513
2020-08-07,14.88843
2020-08-08,8.64097
2020-08-09,7.82961
2020-08-10,19.1075
2020-08-11,18.0933
2020-08-12,15.78093
2020-08-13,16.67342
2020-08-14,14.36105
2020-08-15,7.05882
2020-08-16,7.18052
2020-08-17,11.39959
2020-08-18,16.71399
2020-08-19,14.52332
2020-08-20,15.41582
2020-08-21,14.52332
2020-08-22,9.00608
2020-08-23,9.16835
2020-08-24,15.86206
2020-08-25,13.22515
2020-08-26,16.87626
2020-08-27,15.53752
2020-08-28,13.50912
2020-08-29,9.33062
2020-08-30,8.80324
2020-08-31,15.45638
2020-09-01,16.47058
2020-09-02,17.80933
2020-09-03,15.74036
2020-09-04,11.48073
2020-09-05,10.87221
2020-09-06,11.48073
2020-09-07,18.01217
2020-09-08,15.98377
2020-09-09,14.11764
2020-09-10,16.18661
2020-09-11,11.11561
2020-09-12,8.7221
2020-09-13,8.76267
2020-09-14,18.45841
2020-09-15,18.21501
2020-09-16,23.89452
2020-09-17,16.26774
2020-09-18,15.65922
2020-09-19,8.43813
2020-09-20,8.15415
2020-09-21,15.41582
2020-09-22,14.44219
2020-09-23,12.41379
2020-09-24,12.21095
2020-09-25,11.11561
2020-09-26,7.74847
2020-09-27,5.72008
2020-09-28,12.25152
2020-09-29,10.6288
2020-09-30,5.03042
2020-10-01,4.09736
2020-10-02,4.46247
2020-10-03,5.4361
2020-10-04,6.69371
2020-10-05,15.57809
2020-10-06,14.52332
2020-10-07,13.7931
2020-10-08,13.26572
2020-10-09,9.24949
2020-10-10,8.31643
2020-10-11,9.93914
2020-10-12,15.98377
2020-10-13,54.07707
2020-10-14,43.77281
2020-10-15,24.05679
2020-10-16,18.21501
2020-10-17,13.46855
2020-10-18,11.8864
2020-10-19,20.97363
2020-10-20,100.0
2020-10-21,76.59229
2020-10-22,44.90872
2020-10-23,31.8864
2020-10-24,17.03853
2020-10-25,17.76876
2020-10-26,37.03853
2020-10-27,63.12373
2020-10-28,32.17038
2020-10-29,28.07302
2020-10-30,23.44827
2020-10-31,13.50912
2020-11-01,15.29411
2020-11-02,28.11359
2020-11-03,25.63894
2020-11-04,23.286
2020-11-05,19.02636
2020-11-06,20.0
2020-11-07,12.04868
2020-11-08,12.00811
2020-11-09,23.08316
2020-11-10,21.37931
2020-11-11,20.28397
2020-11-12,18.9858
2020-11-13,19.91886
2020-11-14,11.56186
2020-11-15,13.59026
2020-11-16,25.23326
2020-11-17,23.81338
2020-11-18,24.98985
2020-11-19,28.39756
2020-11-20,23.65111
2020-11-21,13.75253
2020-11-22,16.14604
2020-11-23,25.76064
2020-11-24,22.47464
2020-11-25,22.19066
2020-11-26,22.47464
2020-11-27,26.572
2020-11-28,16.67342
2020-11-29,14.23935
2020-11-30,25.67951
2020-12-01,23.77281
2020-12-02,24.17849
2020-12-03,22.2718
2020-12-04,16.9574
2020-12-05,16.43002
2020-12-06,15.21298
2020-12-07,28.35699
2020-12-08,25.88235
2020-12-09,20.56795
2020-12-10,22.10953
2020-12-11,20.81135
2020-12-12,13.67139
2020-12-13,13.22515
2020-12-14,26.73427
2020-12-15,22.96146
2020-12-16,25.84178
2020-12-17,39.71602
2020-12-18,33.75253
2020-12-19,19.02636
2020-12-20,19.91886
2020-12-21,30.50709
2020-12-22,33.46855
2020-12-23,25.59837
2020-12-24,19.79716
2020-12-25,11.80527
2020-12-26,15.01014
2020-12-27,17.44421
2020-12-28,31.60243
2020-12-29,42.2718
2020-12-30,20.52738
2020-12-31,16.02434
2021-01-01,8.31643
2021-01-02,9.37119
2021-01-03,12.17038
2021-01-04,22.35294
2021-01-05,21.29817
2021-01-06,21.46044
2021-01-07,20.16227
2021-01-08,16.59229
2021-01-09,12.6572
2021-01-10,13.75253
2021-01-11,21.2576
2021-01-12,19.63488
2021-01-13,18.94523
2021-01-14,20.89249
2021-01-15,16.22718
2021-01-16,13.10344
2021-01-17,14.36105
2021-01-18,21.98782
2021-01-19,21.17647
2021-01-20,20.89249
2021-01-21,21.29817
2021-01-22,20.56795
2021-01-23,13.38742
2021-01-24,13.50912
2021-01-25,25.11156
2021-01-26,24.62474
2021-01-27,20.2434
2021-01-28,20.28397
2021-01-29,16.99797
2021-01-30,13.38742
2021-01-31,13.14401
2021-02-01,21.94726
2021-02-02,22.10953
2021-02-03,16.79513
2021-02-04,17.40365
2021-02-05,15.21298
2021-02-06,11.27789
2021-02-07,10.22312
2021-02-08,19.55375
2021-02-09,17.84989
2021-02-10,16.47058
2021-02-11,6.69371
2021-02-12,6.69371
2021-02-13,8.35699
2021-02-14,10.70993
2021-02-15,24.54361
2021-02-16,22.31237
2021-02-17,19.31034
2021-02-18,19.2292
2021-02-19,16.83569
2021-02-20,12.00811
2021-02-21,11.27789
2021-02-22,20.81135
2021-02-23,18.21501
2021-02-24,17.0791
2021-02-25,15.45638
2021-02-26,13.14401
2021-02-27,9.12778
2021-02-28,7.74847
2021-03-01,11.56186
2021-03-02,20.44624
2021-03-03,19.43204
2021-03-04,15.41582
2021-03-05,14.40162
2021-03-06,12.12981
2021-03-07,9.37119
2021-03-08,20.36511
2021-03-09,18.70182
2021-03-10,19.02636
2021-03-11,18.66125
2021-03-12,15.8215
2021-03-13,9.20892
2021-03-14,9.81744
2021-03-15,21.29817
2021-03-16,19.63488
2021-03-17,18.25557
2021-03-18,16.63286
2021-03-19,14.84787
2021-03-20,10.26369
2021-03-21,10.46653
2021-03-22,22.47464
2021-03-23,17.60649
2021-03-24,22.96146
2021-03-25,19.67545
2021-03-26,16.38945
2021-03-27,11.8864
2021-03-28,12.98174
2021-03-29,25.67951
2021-03-30,21.46044
2021-03-31,18.21501
2021-04-01,14.76673
2021-04-02,12.81947
2021-04-03,9.12778
2021-04-04,8.15415
2021-04-05,21.94726
2021-04-06,17.0791
2021-04-07,16.55172
2021-04-08,16.0649
2021-04-09,14.84787
2021-04-10,8.80324
2021-04-11,9.16835
2021-04-12,18.33671
2021-04-13,28.43813
2021-04-14,20.36511
2021-04-15,19.79716
2021-04-16,16.55172
2021-04-17,11.19675
2021-04-18,10.02028
2021-04-19,20.81135
2021-04-20,19.31034
2021-04-21,17.11967
2021-04-22,15.86206
2021-04-23,14.27991
2021-04-24,10.06085
2021-04-25,10.26369
