date,부산금소매가
2020-03-20,78.29457
2020-03-21,23.49806
2020-03-22,19.42829
2020-03-23,67.05426
2020-03-24,64.34108
2020-03-25,53.53682
2020-03-26,33.76937
2020-03-27,37.3062
2020-03-28,18.1686
2020-03-29,13.95348
2020-03-30,38.75968
2020-03-31,42.8779
2020-04-01,31.25
2020-04-02,31.44379
2020-04-03,26.21124
2020-04-04,10.02906
2020-04-05,8.13953
2020-04-06,33.28488
2020-04-07,34.06007
2020-04-08,25.33914
2020-04-09,37.83914
2020-04-10,52.71317
2020-04-11,20.73643
2020-04-12,25.77519
2020-04-13,63.12984
2020-04-14,52.42248
2020-04-15,23.06201
2020-04-16,40.93992
2020-04-17,42.05426
2020-04-18,15.98837
2020-04-19,13.08139
2020-04-20,37.88759
2020-04-21,45.00968
2020-04-22,47.09302
2020-04-23,38.56589
2020-04-24,42.53875
2020-04-25,15.45542
2020-04-26,15.64922
2020-04-27,50.29069
2020-04-28,38.32364
2020-04-29,28.68217
2020-04-30,12.25775
2020-05-01,14.77713
2020-05-02,11.77325
2020-05-03,11.38565
2020-05-04,25.29069
2020-05-05,18.0717
2020-05-06,55.0872
2020-05-07,29.84496
2020-05-08,23.06201
2020-05-09,9.98062
2020-05-10,9.73837
2020-05-11,24.2248
2020-05-12,36.77325
2020-05-13,29.94186
2020-05-14,34.10852
2020-05-15,37.35465
2020-05-16,16.08527
2020-05-17,13.71124
2020-05-18,42.9748
2020-05-19,37.3062
2020-05-20,25.58139
2020-05-21,21.46317
2020-05-22,25.58139
2020-05-23,10.07751
2020-05-24,12.06395
2020-05-25,25.67829
2020-05-26,21.94767
2020-05-27,24.07945
2020-05-28,23.49806
2020-05-29,20.10658
2020-05-30,8.33333
2020-05-31,10.02906
2020-06-01,23.40116
2020-06-02,19.18604
2020-06-03,20.54263
2020-06-04,18.60465
2020-06-05,18.2655
2020-06-06,8.57558
2020-06-07,7.89728
2020-06-08,29.16666
2020-06-09,38.08139
2020-06-10,35.75581
2020-06-11,28.43992
2020-06-12,31.83139
2020-06-13,10.65891
2020-06-14,10.90116
2020-06-15,30.32945
2020-06-16,19.08914
2020-06-17,15.69767
2020-06-18,15.40697
2020-06-19,14.09883
2020-06-20,8.09108
2020-06-21,7.65503
2020-06-22,27.13178
2020-06-23,27.08333
2020-06-24,20.10658
2020-06-25,24.07945
2020-06-26,18.79844
2020-06-27,7.70348
2020-06-28,6.83139
2020-06-29,21.51162
2020-06-30,19.13759
2020-07-01,24.56395
2020-07-02,24.37015
2020-07-03,18.4593
2020-07-04,5.8624
2020-07-05,7.89728
2020-07-06,26.06589
2020-07-07,27.03488
2020-07-08,22.86821
2020-07-09,23.25581
2020-07-10,19.13759
2020-07-11,7.75193
2020-07-12,7.36434
2020-07-13,31.54069
2020-07-14,50.58139
2020-07-15,31.0562
2020-07-16,30.62015
2020-07-17,39.63178
2020-07-18,13.22674
2020-07-19,10.12596
2020-07-20,29.16666
2020-07-21,29.02131
2020-07-22,42.39341
2020-07-23,37.35465
2020-07-24,54.26356
2020-07-25,51.25968
2020-07-26,14.05038
2020-07-27,62.64534
2020-07-28,77.56782
2020-07-29,90.79457
2020-07-30,43.79844
2020-07-31,44.04069
2020-08-01,16.08527
2020-08-02,13.80813
2020-08-03,32.75193
2020-08-04,34.15697
2020-08-05,79.26356
2020-08-06,43.41085
2020-08-07,44.23449
2020-08-08,18.41085
2020-08-09,11.4341
2020-08-10,38.46899
2020-08-11,44.67054
2020-08-12,100.0
2020-08-13,46.94767
2020-08-14,32.31589
2020-08-15,10.80426
2020-08-16,9.68992
2020-08-17,19.13759
2020-08-18,54.84496
2020-08-19,32.60658
2020-08-20,33.47868
2020-08-21,25.82364
2020-08-22,13.08139
2020-08-23,8.67248
2020-08-24,32.31589
2020-08-25,29.16666
2020-08-26,23.9341
2020-08-27,24.031
2020-08-28,18.02325
2020-08-29,9.25387
2020-08-30,10.90116
2020-08-31,24.07945
2020-09-01,25.72674
2020-09-02,17.8779
2020-09-03,16.52131
2020-09-04,24.37015
2020-09-05,9.39922
2020-09-06,9.30232
2020-09-07,29.94186
2020-09-08,24.66085
2020-09-09,21.70542
2020-09-10,20.54263
2020-09-11,21.89922
2020-09-12,8.43023
2020-09-13,6.58914
2020-09-14,17.05426
2020-09-15,28.19767
2020-09-16,16.23062
2020-09-17,20.49418
2020-09-18,21.70542
2020-09-19,10.61046
2020-09-20,6.39534
2020-09-21,22.38372
2020-09-22,30.281
2020-09-23,28.97286
2020-09-24,34.68992
2020-09-25,27.47093
2020-09-26,8.91472
2020-09-27,10.46511
2020-09-28,25.29069
2020-09-29,18.6531
2020-09-30,5.91085
2020-10-01,5.42635
2020-10-02,7.46124
2020-10-03,10.70736
2020-10-04,9.35077
2020-10-05,24.7093
2020-10-06,32.41279
2020-10-07,19.33139
2020-10-08,18.70155
2020-10-09,10.80426
2020-10-10,9.64147
2020-10-11,8.52713
2020-10-12,21.85077
2020-10-13,28.68217
2020-10-14,21.46317
2020-10-15,17.39341
2020-10-16,14.82558
2020-10-17,8.52713
2020-10-18,6.44379
2020-10-19,17.34496
2020-10-20,19.67054
2020-10-21,20.20348
2020-10-22,16.23062
2020-10-23,18.5562
2020-10-24,7.21899
2020-10-25,7.07364
2020-10-26,25.53294
2020-10-27,20.44573
2020-10-28,18.75
2020-10-29,17.49031
2020-10-30,18.6531
2020-10-31,6.73449
2020-11-01,5.9593
2020-11-02,12.06395
2020-11-03,10.46511
2020-11-04,11.7248
2020-11-05,9.88372
2020-11-06,7.21899
2020-11-07,2.03488
2020-11-08,3.43992
2020-11-09,9.01162
2020-11-10,10.56201
2020-11-11,11.57945
2020-11-12,7.50968
2020-11-13,10.07751
2020-11-14,3.10077
2020-11-15,3.53682
2020-11-16,6.54069
2020-11-17,12.83914
2020-11-18,8.81782
2020-11-19,9.20542
2020-11-20,8.33333
2020-11-21,3.53682
2020-11-22,5.8624
2020-11-23,7.55813
2020-11-24,7.21899
2020-11-25,12.79069
2020-11-26,15.60077
2020-11-27,18.5562
2020-11-28,5.42635
2020-11-29,5.62015
2020-11-30,15.11627
2020-12-01,9.73837
2020-12-02,10.94961
2020-12-03,9.39922
2020-12-04,7.65503
2020-12-05,3.82751
2020-12-06,2.85852
2020-12-07,10.36821
2020-12-08,9.78682
2020-12-09,7.21899
2020-12-10,9.98062
2020-12-11,8.04263
2020-12-12,2.76162
2020-12-13,4.55426
2020-12-14,12.64534
2020-12-15,12.16085
2020-12-16,9.20542
2020-12-17,11.77325
2020-12-18,7.70348
2020-12-19,3.39147
2020-12-20,7.21899
2020-12-21,7.65503
2020-12-22,8.67248
2020-12-23,9.83527
2020-12-24,6.49224
2020-12-25,2.56782
2020-12-26,3.63372
2020-12-27,3.24612
2020-12-28,7.89728
2020-12-29,10.80426
2020-12-30,7.36434
2020-12-31,4.99031
2021-01-01,2.42248
2021-01-02,7.17054
2021-01-03,3.87596
2021-01-04,8.04263
2021-01-05,12.83914
2021-01-06,7.31589
2021-01-07,5.81395
2021-01-08,7.07364
2021-01-09,3.10077
2021-01-10,6.83139
2021-01-11,14.63178
2021-01-12,9.93217
2021-01-13,14.38953
2021-01-14,9.10852
2021-01-15,6.20155
2021-01-16,3.29457
2021-01-17,4.21511
2021-01-18,8.04263
2021-01-19,6.34689
2021-01-20,7.17054
2021-01-21,7.21899
2021-01-22,8.47868
2021-01-23,8.04263
2021-01-24,3.53682
2021-01-25,7.02519
2021-01-26,8.23643
2021-01-27,7.50968
2021-01-28,5.81395
2021-01-29,5.81395
2021-01-30,4.26356
2021-01-31,2.90697
2021-02-01,6.39534
2021-02-02,12.3062
2021-02-03,6.00775
2021-02-04,5.81395
2021-02-05,5.9593
2021-02-06,2.71317
2021-02-07,2.71317
2021-02-08,7.55813
2021-02-09,5.7655
2021-02-10,5.6686
2021-02-11,2.08333
2021-02-12,1.35658
2021-02-13,2.47093
2021-02-14,4.50581
2021-02-15,7.99418
2021-02-16,7.70348
2021-02-17,12.16085
2021-02-18,12.54844
2021-02-19,11.7248
2021-02-20,4.94186
2021-02-21,4.21511
2021-02-22,7.65503
2021-02-23,7.84883
2021-02-24,5.52325
2021-02-25,8.76937
2021-02-26,4.45736
2021-02-27,2.27713
2021-02-28,3.10077
2021-03-01,6.10465
2021-03-02,8.09108
2021-03-03,9.10852
2021-03-04,10.22286
2021-03-05,8.86627
2021-03-06,4.16666
2021-03-07,3.68217
2021-03-08,7.94573
2021-03-09,5.8624
2021-03-10,5.7655
2021-03-11,6.73449
2021-03-12,5.23255
2021-03-13,3.87596
2021-03-14,2.61627
2021-03-15,4.94186
2021-03-16,7.02519
2021-03-17,4.26356
2021-03-18,3.43992
2021-03-19,4.99031
2021-03-20,3.10077
2021-03-21,3.19767
2021-03-22,3.87596
2021-03-23,3.43992
2021-03-24,5.32945
2021-03-25,2.71317
2021-03-26,4.36046
2021-03-27,2.66472
2021-03-28,3.63372
2021-03-29,3.68217
2021-03-30,3.63372
2021-03-31,16.32751
2021-04-01,10.94961
2021-04-02,6.78294
2021-04-03,2.27713
2021-04-04,1.55038
2021-04-05,4.36046
2021-04-06,13.66279
2021-04-07,8.28488
2021-04-08,4.40891
2021-04-09,3.73062
2021-04-10,1.25968
2021-04-11,1.98643
2021-04-12,4.45736
2021-04-13,5.42635
2021-04-14,5.4748
2021-04-15,5.81395
2021-04-16,4.36046
2021-04-17,1.59883
2021-04-18,1.93798
2021-04-19,22.77131
2021-04-20,14.63178
2021-04-21,8.86627
2021-04-22,4.02131
2021-04-23,3.58527
2021-04-24,3.97286
2021-04-25,2.27713
2021-04-26,6.10465
2021-04-27,3.29457
2021-04-28,7.84883
2021-04-29,5.81395
2021-04-30,4.16666
2021-05-01,6.58914
2021-05-02,2.81007
2021-05-03,4.65116
2021-05-04,3.39147
2021-05-05,1.64728
2021-05-06,11.24031
2021-05-07,13.66279
2021-05-08,4.60271
2021-05-09,2.37403
2021-05-10,3.82751
2021-05-11,7.41279
2021-05-12,3.97286
2021-05-13,3.24612
2021-05-14,5.1841
2021-05-15,2.08333
2021-05-16,2.51937
2021-05-17,6.58914
2021-05-18,4.65116
2021-05-19,4.69961
2021-05-20,7.89728
2021-05-21,4.84496
2021-05-22,1.79263
2021-05-23,2.37403
2021-05-24,12.74224
2021-05-25,4.99031
2021-05-26,3.87596
2021-05-27,15.84302
2021-05-28,5.5717
2021-05-29,0.87209
2021-05-30,5.52325
2021-05-31,7.12209
2021-06-01,3.58527
2021-06-02,3.24612
2021-06-03,11.9186
2021-06-04,4.89341
2021-06-05,2.42248
2021-06-06,1.64728
2021-06-07,3.48837
2021-06-08,5.32945
2021-06-09,3.34302
2021-06-10,2.90697
2021-06-11,5.52325
2021-06-12,1.74418
2021-06-13,1.59883
2021-06-14,4.31201
2021-06-15,7.75193
2021-06-16,3.39147
2021-06-17,3.73062
2021-06-18,4.36046
2021-06-19,2.37403
2021-06-20,1.11434
2021-06-21,5.81395
2021-06-22,6.54069
2021-06-23,2.71317
2021-06-24,2.76162
2021-06-25,7.84883
2021-06-26,1.69573
2021-06-27,2.81007
2021-06-28,8.72093
2021-06-29,5.7655
2021-06-30,5.81395
2021-07-01,3.77906
2021-07-02,2.95542
2021-07-03,1.59883
2021-07-04,3.48837
2021-07-05,4.26356
2021-07-06,3.29457
2021-07-07,2.51937
2021-07-08,3.34302
2021-07-09,3.43992
2021-07-10,1.84108
2021-07-11,1.21124
2021-07-12,2.47093
2021-07-13,3.29457
2021-07-14,2.56782
2021-07-15,6.0562
2021-07-16,6.87984
2021-07-17,2.32558
2021-07-18,3.48837
2021-07-19,3.14922
2021-07-20,2.90697
2021-07-21,4.84496
2021-07-22,3.10077
2021-07-23,2.22868
2021-07-24,5.42635
2021-07-25,2.51937
2021-07-26,2.37403
2021-07-27,3.34302
2021-07-28,1.64728
2021-07-29,8.81782
2021-07-30,3.77906
2021-07-31,1.01744
2021-08-01,4.50581
2021-08-02,3.10077
2021-08-03,2.47093
2021-08-04,6.73449
2021-08-05,8.43023
2021-08-06,3.24612
2021-08-07,6.58914
2021-08-08,3.39147
2021-08-09,3.97286
2021-08-10,7.84883
2021-08-11,4.89341
2021-08-12,7.02519
2021-08-13,4.65116
2021-08-14,1.16279
2021-08-15,1.45348
2021-08-16,2.32558
2021-08-17,4.36046
2021-08-18,3.10077
2021-08-19,3.34302
2021-08-20,6.73449
2021-08-21,2.03488
2021-08-22,1.30813
2021-08-23,6.0562
2021-08-24,3.29457
2021-08-25,3.43992
2021-08-26,5.52325
2021-08-27,2.42248
2021-08-28,2.08333
2021-08-29,6.87984
2021-08-30,4.16666
2021-08-31,4.55426
2021-09-01,3.48837
2021-09-02,4.89341
2021-09-03,4.31201
2021-09-04,1.50193
2021-09-05,2.47093
2021-09-06,3.82751
2021-09-07,3.68217
2021-09-08,3.24612
2021-09-09,3.00387
2021-09-10,3.10077
2021-09-11,2.66472
2021-09-12,1.30813
2021-09-13,2.95542
2021-09-14,3.97286
2021-09-15,4.65116
2021-09-16,2.71317
2021-09-17,4.31201
2021-09-18,1.55038
2021-09-19,1.98643
2021-09-20,0.72674
2021-09-21,3.00387
2021-09-22,2.32558
2021-09-23,3.58527
2021-09-24,5.3779
2021-09-25,1.40503
2021-09-26,2.51937
2021-09-27,3.34302
2021-09-28,2.27713
2021-09-29,5.6686
2021-09-30,3.34302
2021-10-01,2.51937
2021-10-02,3.24612
2021-10-03,1.45348
2021-10-04,2.08333
2021-10-05,8.28488
2021-10-06,3.77906
2021-10-07,3.05232
2021-10-08,2.90697
2021-10-09,1.79263
2021-10-10,1.16279
2021-10-11,1.40503
2021-10-12,3.39147
2021-10-13,4.11821
2021-10-14,3.68217
2021-10-15,2.56782
2021-10-16,3.77906
2021-10-17,1.50193
2021-10-18,2.51937
2021-10-19,9.39922
2021-10-20,3.14922
2021-10-21,4.60271
2021-10-22,3.92441
2021-10-23,2.22868
2021-10-24,7.26744
2021-10-25,7.02519
2021-10-26,4.69961
2021-10-27,2.95542
2021-10-28,9.98062
2021-10-29,4.99031
2021-10-30,5.23255
2021-10-31,3.29457
2021-11-01,2.66472
2021-11-02,2.90697
2021-11-03,6.44379
2021-11-04,6.39534
2021-11-05,3.58527
2021-11-06,1.40503
2021-11-07,1.40503
2021-11-08,11.04651
2021-11-09,10.61046
2021-11-10,5.42635
2021-11-11,8.91472
2021-11-12,4.65116
2021-11-13,4.31201
2021-11-14,2.61627
2021-11-15,4.65116
2021-11-16,6.49224
2021-11-17,10.27131
2021-11-18,8.62403
2021-11-19,3.87596
2021-11-20,2.03488
2021-11-21,3.10077
2021-11-22,3.92441
2021-11-23,3.73062
2021-11-24,4.02131
2021-11-25,3.43992
2021-11-26,2.90697
2021-11-27,8.23643
2021-11-28,6.63759
2021-11-29,5.4748
2021-11-30,4.45736
2021-12-01,3.97286
2021-12-02,4.55426
2021-12-03,3.73062
2021-12-04,1.69573
2021-12-05,7.07364
2021-12-06,6.25
2021-12-07,3.68217
2021-12-08,2.90697
2021-12-09,10.80426
2021-12-10,4.36046
2021-12-11,0.87209
2021-12-12,1.98643
2021-12-13,3.58527
2021-12-14,10.56201
2021-12-15,7.12209
2021-12-16,3.29457
2021-12-17,3.43992
2021-12-18,1.79263
2021-12-19,1.30813
2021-12-20,4.16666
2021-12-21,10.36821
2021-12-22,4.26356
2021-12-23,3.14922
2021-12-24,3.34302
2021-12-25,0.92054
2021-12-26,6.1531
2021-12-27,5.7655
2021-12-28,4.40891
2021-12-29,3.39147
2021-12-30,11.28875
2021-12-31,3.48837
2022-01-01,2.03488
2022-01-02,7.60658
2022-01-03,6.00775
2022-01-04,3.68217
2022-01-05,7.70348
2022-01-06,4.65116
2022-01-07,3.48837
2022-01-08,2.42248
2022-01-09,2.08333
2022-01-10,4.65116
2022-01-11,10.94961
2022-01-12,11.04651
2022-01-13,4.89341
2022-01-14,6.39534
2022-01-15,1.74418
2022-01-16,1.79263
2022-01-17,13.90503
2022-01-18,4.50581
2022-01-19,3.77906
2022-01-20,4.60271
2022-01-21,2.95542
2022-01-22,7.17054
2022-01-23,4.11821
2022-01-24,3.92441
2022-01-25,3.92441
2022-01-26,9.64147
2022-01-27,5.5717
2022-01-28,3.00387
2022-01-29,1.88953
2022-01-30,1.30813
2022-01-31,1.25968
2022-02-01,1.16279
2022-02-02,1.55038
2022-02-03,4.50581
2022-02-04,4.02131
2022-02-05,1.79263
2022-02-06,1.98643
2022-02-07,3.87596
2022-02-08,3.10077
2022-02-09,4.69961
2022-02-10,7.99418
2022-02-11,8.38178
2022-02-12,2.61627
2022-02-13,4.74806
2022-02-14,10.65891
2022-02-15,6.20155
2022-02-16,4.65116
2022-02-17,7.07364
2022-02-18,5.91085
2022-02-19,1.74418
2022-02-20,7.84883
2022-02-21,16.47286
2022-02-22,7.70348
2022-02-23,4.45736
2022-02-24,11.14341
2022-02-25,6.25
2022-02-26,5.71705
2022-02-27,3.53682
2022-02-28,4.02131
2022-03-01,12.0155
2022-03-02,7.31589
2022-03-03,4.89341
2022-03-04,17.82945
2022-03-05,4.11821
2022-03-06,4.26356
2022-03-07,8.09108
2022-03-08,7.65503
2022-03-09,4.74806
2022-03-10,4.89341
2022-03-11,4.02131
2022-03-12,2.85852
2022-03-13,2.32558
2022-03-14,4.55426
2022-03-15,3.77906
2022-03-16,9.68992
2022-03-17,4.21511
2022-03-18,4.65116
2022-03-19,3.10077
2022-03-20,1.59883
2022-03-21,11.9186
2022-03-22,12.79069
2022-03-23,11.3372
2022-03-24,12.25775
2022-03-25,10.36821
2022-03-26,2.13178
2022-03-27,1.45348
2022-03-28,4.60271
2022-03-29,2.42248
2022-03-30,2.61627
2022-03-31,7.26744
2022-04-01,4.69961
2022-04-02,1.69573
2022-04-03,1.25968
2022-04-04,5.81395
2022-04-05,3.63372
