date,위안화
2020-03-20,56.35111
2020-03-21,14.23994
2020-03-22,12.10956
2020-03-23,52.41069
2020-03-24,40.38122
2020-03-25,41.11805
2020-03-26,34.10219
2020-03-27,31.251
2020-03-28,10.13935
2020-03-29,8.53756
2020-03-30,30.96267
2020-03-31,23.43424
2020-04-01,21.52811
2020-04-02,22.76149
2020-04-03,21.20775
2020-04-04,7.7687
2020-04-05,7.49639
2020-04-06,20.07047
2020-04-07,20.16658
2020-04-08,19.81419
2020-04-09,18.42063
2020-04-10,17.2353
2020-04-11,7.11196
2020-04-12,7.38427
2020-04-13,21.44802
2020-04-14,17.73185
2020-04-15,9.86705
2020-04-16,19.5579
2020-04-17,18.37257
2020-04-18,7.2401
2020-04-19,7.06391
2020-04-20,19.50985
2020-04-21,24.05894
2020-04-22,20.79128
2020-04-23,20.02242
2020-04-24,18.08425
2020-04-25,7.65657
2020-04-26,7.30418
2020-04-27,19.26958
2020-04-28,18.70895
2020-04-29,14.72048
2020-04-30,8.88995
2020-05-01,8.20118
2020-05-02,6.75957
2020-05-03,6.6154
2020-05-04,15.29713
2020-05-05,8.64968
2020-05-06,17.29937
2020-05-07,15.37722
2020-05-08,14.86464
2020-05-09,8.12109
2020-05-10,7.52843
2020-05-11,19.14143
2020-05-12,19.62197
2020-05-13,20.1826
2020-05-14,19.39772
2020-05-15,18.67691
2020-05-16,7.67259
2020-05-17,7.51241
2020-05-18,19.68604
2020-05-19,22.40909
2020-05-20,22.44113
2020-05-21,16.13006
2020-05-22,19.5579
2020-05-23,11.26061
2020-05-24,7.99295
2020-05-25,36.28063
2020-05-26,100.0
2020-05-27,49.15905
2020-05-28,75.86096
2020-05-29,33.78183
2020-05-30,17.29937
2020-05-31,14.60836
2020-06-01,31.04276
2020-06-02,22.74547
2020-06-03,22.20086
2020-06-04,20.07047
2020-06-05,24.41134
2020-06-06,9.08217
2020-06-07,7.33621
2020-06-08,24.68364
2020-06-09,29.28079
2020-06-10,24.57152
2020-06-11,20.07047
2020-06-12,17.87602
2020-06-13,8.71375
2020-06-14,8.82588
2020-06-15,21.432
2020-06-16,21.39996
2020-06-17,18.74098
2020-06-18,15.72961
2020-06-19,15.24907
2020-06-20,7.07992
2020-06-21,6.85567
2020-06-22,18.06823
2020-06-23,17.39548
2020-06-24,16.85087
2020-06-25,13.79144
2020-06-26,12.20567
2020-06-27,6.98382
2020-06-28,7.65657
2020-06-29,15.84174
2020-06-30,17.58769
2020-07-01,14.97677
2020-07-02,15.74563
2020-07-03,13.98366
2020-07-04,6.18292
2020-07-05,6.98382
2020-07-06,19.26958
2020-07-07,19.46179
2020-07-08,18.27646
2020-07-09,19.20551
2020-07-10,20.39083
2020-07-11,6.63142
2020-07-12,7.12798
2020-07-13,20.03844
2020-07-14,18.61284
2020-07-15,17.04308
2020-07-16,17.58769
2020-07-17,14.99279
2020-07-18,6.50328
2020-07-19,9.45058
2020-07-20,22.37706
2020-07-21,17.26733
2020-07-22,18.59682
2020-07-23,18.06823
2020-07-24,16.24219
2020-07-25,6.90373
2020-07-26,7.73666
2020-07-27,18.35655
2020-07-28,16.06599
2020-07-29,16.97901
2020-07-30,15.96988
2020-07-31,15.47333
2020-08-01,6.67948
2020-08-02,5.84654
2020-08-03,14.5603
2020-08-04,13.59923
2020-08-05,14.35207
2020-08-06,13.91958
2020-08-07,13.02258
2020-08-08,6.39115
2020-08-09,6.7916
2020-08-10,15.23306
2020-08-11,16.14608
2020-08-12,13.79144
2020-08-13,14.84863
2020-08-14,12.07752
2020-08-15,6.6154
2020-08-16,5.70238
2020-08-17,9.80297
2020-08-18,15.68156
2020-08-19,17.57168
2020-08-20,16.27422
2020-08-21,15.20102
2020-08-22,5.83053
2020-08-23,6.37514
2020-08-24,16.69069
2020-08-25,15.90581
2020-08-26,14.49623
2020-08-27,15.68156
2020-08-28,14.52827
2020-08-29,7.11196
2020-08-30,5.8946
2020-08-31,18.86913
2020-09-01,18.70895
2020-09-02,19.30161
2020-09-03,19.23754
2020-09-04,17.76389
2020-09-05,7.09594
2020-09-06,7.48037
2020-09-07,18.34054
2020-09-08,16.7868
2020-09-09,15.34518
2020-09-10,15.24907
2020-09-11,13.95162
2020-09-12,6.35912
2020-09-13,5.76645
2020-09-14,16.27422
2020-09-15,17.0591
2020-09-16,20.79128
2020-09-17,20.31074
2020-09-18,26.50969
2020-09-19,9.24235
2020-09-20,7.99295
2020-09-21,26.39756
2020-09-22,21.94457
2020-09-23,19.07736
2020-09-24,17.5076
2020-09-25,14.27198
2020-09-26,6.45522
2020-09-27,6.10283
2020-09-28,15.32916
2020-09-29,12.36584
2020-09-30,7.51241
2020-10-01,4.82139
2020-10-02,5.68636
2020-10-03,5.83053
2020-10-04,5.63831
2020-10-05,13.50312
2020-10-06,13.56719
2020-10-07,14.80057
2020-10-08,15.04084
2020-10-09,9.37049
2020-10-10,9.89908
2020-10-11,8.87393
2020-10-12,26.79801
2020-10-13,22.47316
2020-10-14,20.83934
2020-10-15,18.11629
2020-10-16,15.34518
2020-10-17,7.75268
2020-10-18,7.60852
2020-10-19,22.48918
2020-10-20,20.3588
2020-10-21,24.52346
2020-10-22,24.52346
2020-10-23,18.90116
2020-10-24,7.5925
2020-10-25,8.15313
2020-10-26,22.8576
2020-10-27,23.56238
2020-10-28,23.70655
2020-10-29,20.16658
2020-10-30,16.30626
2020-10-31,7.32019
2020-11-01,7.67259
2020-11-02,19.28559
2020-11-03,18.62886
2020-11-04,23.01777
2020-11-05,20.83934
2020-11-06,16.77078
2020-11-07,6.69549
2020-11-08,7.83277
2020-11-09,26.26942
2020-11-10,22.8576
2020-11-11,23.80265
2020-11-12,18.22841
2020-11-13,18.6609
2020-11-14,7.144
2020-11-15,6.43921
2020-11-16,19.50985
2020-11-17,19.67003
2020-11-18,18.0362
2020-11-19,16.57856
2020-11-20,14.72048
2020-11-21,6.40717
2020-11-22,6.82364
2020-11-23,17.69982
2020-11-24,18.83709
2020-11-25,17.37946
2020-11-26,18.27646
2020-11-27,15.48934
2020-11-28,7.35223
2020-11-29,7.62453
2020-11-30,16.38635
2020-12-01,17.09114
2020-12-02,18.64488
2020-12-03,21.12766
2020-12-04,26.97421
2020-12-05,11.50088
2020-12-06,9.97917
2020-12-07,24.26717
2020-12-08,22.56927
2020-12-09,22.04068
2020-12-10,20.6311
2020-12-11,18.46868
2020-12-12,9.17827
2020-12-13,9.19429
2020-12-14,23.14592
2020-12-15,20.15056
2020-12-16,19.15745
2020-12-17,20.0064
2020-12-18,19.60595
2020-12-19,7.67259
2020-12-20,7.62453
2020-12-21,19.78215
2020-12-22,20.40685
2020-12-23,19.39772
2020-12-24,16.21015
2020-12-25,9.13022
2020-12-26,8.87393
2020-12-27,8.32932
2020-12-28,21.80041
2020-12-29,19.92631
2020-12-30,18.70895
2020-12-31,15.77767
2021-01-01,8.44145
2021-01-02,8.71375
2021-01-03,8.53756
2021-01-04,22.37706
2021-01-05,29.61717
2021-01-06,26.12526
2021-01-07,21.01553
2021-01-08,22.10475
2021-01-09,9.9151
2021-01-10,8.93801
2021-01-11,22.52122
2021-01-12,21.12766
2021-01-13,19.84622
2021-01-14,17.94009
2021-01-15,16.08201
2021-01-16,8.13711
2021-01-17,7.84879
2021-01-18,18.46868
2021-01-19,17.86
2021-01-20,17.6838
2021-01-21,16.49847
2021-01-22,15.9859
2021-01-23,7.99295
2021-01-24,7.51241
2021-01-25,17.71584
