date,양극재관련주
2021-06-11,3.41055
2021-06-12,3.2175
2021-06-13,4.05405
2021-06-14,6.435
2021-06-15,4.69755
2021-06-16,4.05405
2021-06-17,4.95495
2021-06-18,5.9202
2021-06-19,3.861
2021-06-20,3.6036
2021-06-21,4.56885
2021-06-22,3.861
2021-06-23,3.861
2021-06-24,4.82625
2021-06-25,3.02445
2021-06-26,5.98455
2021-06-27,2.9601
2021-06-28,7.2072
2021-06-29,3.53925
2021-06-30,3.41055
2021-07-01,5.46975
2021-07-02,3.41055
2021-07-03,1.6731
2021-07-04,5.21235
2021-07-05,3.53925
2021-07-06,3.2175
2021-07-07,6.11325
2021-07-08,14.47876
2021-07-09,14.92921
2021-07-10,8.7516
2021-07-11,5.08365
2021-07-12,6.24195
2021-07-13,14.22136
2021-07-14,18.98326
2021-07-15,21.36422
2021-07-16,13.25611
2021-07-17,8.04375
2021-07-18,8.68725
2021-07-19,20.39897
2021-07-20,14.28571
2021-07-21,8.7516
2021-07-22,6.37065
2021-07-23,5.5341
2021-07-24,8.81595
2021-07-25,4.69755
2021-07-26,6.5637
2021-07-27,15.18661
2021-07-28,6.75675
2021-07-29,7.40025
2021-07-30,5.148
2021-07-31,1.73745
2021-08-01,3.7323
2021-08-02,7.3359
2021-08-03,5.46975
2021-08-04,4.82625
2021-08-05,8.7516
2021-08-06,6.11325
2021-08-07,5.34105
2021-08-08,9.58815
2021-08-09,72.77992
2021-08-10,36.67953
2021-08-11,12.22651
2021-08-12,14.73616
2021-08-13,11.45431
2021-08-14,5.7915
2021-08-15,9.9099
2021-08-16,6.3063
2021-08-17,5.148
2021-08-18,16.85971
2021-08-19,22.52252
2021-08-20,6.9498
2021-08-21,7.2072
2021-08-22,5.72715
2021-08-23,7.3359
2021-08-24,9.33075
2021-08-25,7.65765
2021-08-26,6.5637
2021-08-27,5.6628
2021-08-28,5.85585
2021-08-29,6.9498
2021-08-30,5.98455
2021-08-31,24.38867
2021-09-01,17.05276
2021-09-02,9.71685
2021-09-03,8.3655
2021-09-04,6.88545
2021-09-05,6.24195
2021-09-06,13.64221
2021-09-07,9.33075
2021-09-08,10.74646
2021-09-09,30.18018
2021-09-10,24.83912
2021-09-11,13.12741
2021-09-12,10.23166
2021-09-13,24.64607
2021-09-14,23.68082
2021-09-15,17.56756
2021-09-16,16.60231
2021-09-17,11.13256
2021-09-18,7.78635
2021-09-19,10.10296
2021-09-20,4.8906
2021-09-21,4.31145
2021-09-22,6.62805
2021-09-23,9.07335
2021-09-24,24.06692
2021-09-25,20.84942
2021-09-26,14.92921
2021-09-27,17.76061
2021-09-28,16.92406
2021-09-29,10.55341
2021-09-30,8.17245
2021-10-01,10.10296
2021-10-02,6.3063
2021-10-03,4.6332
2021-10-04,6.75675
2021-10-05,6.11325
2021-10-06,6.37065
2021-10-07,6.88545
2021-10-08,12.09781
2021-10-09,3.92535
2021-10-10,2.89575
2021-10-11,4.5045
2021-10-12,6.8211
2021-10-13,16.28056
2021-10-14,16.15186
2021-10-15,10.03861
2021-10-16,9.9099
2021-10-17,7.65765
2021-10-18,8.2368
2021-10-19,12.48391
2021-10-20,9.45945
2021-10-21,24.45302
2021-10-22,19.17631
2021-10-23,14.02831
2021-10-24,7.78635
2021-10-25,7.9794
2021-10-26,7.5933
2021-10-27,5.6628
2021-10-28,6.37065
2021-10-29,4.8906
2021-10-30,1.6731
2021-10-31,1.99485
2021-11-01,3.6036
2021-11-02,2.25225
2021-11-03,5.4054
2021-11-04,5.9202
2021-11-05,13.64221
2021-11-06,6.9498
2021-11-07,5.0193
2021-11-08,5.85585
2021-11-09,15.57271
2021-11-10,9.6525
2021-11-11,8.81595
2021-11-12,7.52895
2021-11-13,6.49935
2021-11-14,7.4646
2021-11-15,6.8211
2021-11-16,19.75546
2021-11-17,9.71685
2021-11-18,11.13256
2021-11-19,10.10296
2021-11-20,5.21235
2021-11-21,3.2175
2021-11-22,5.34105
2021-11-23,4.18275
2021-11-24,5.9202
2021-11-25,5.2767
2021-11-26,4.56885
2021-11-27,2.50965
2021-11-28,8.81595
2021-11-29,3.861
2021-11-30,3.6036
2021-12-01,3.92535
2021-12-02,7.5933
2021-12-03,6.0489
2021-12-04,4.5045
2021-12-05,2.76705
2021-12-06,3.7323
2021-12-07,3.28185
2021-12-08,4.5045
2021-12-09,4.95495
2021-12-10,7.78635
2021-12-11,13.19176
2021-12-12,9.2664
2021-12-13,4.82625
2021-12-14,4.6332
2021-12-15,5.34105
2021-12-16,2.0592
2021-12-17,4.82625
2021-12-18,3.2175
2021-12-19,4.82625
2021-12-20,4.44015
2021-12-21,4.44015
2021-12-22,4.69755
2021-12-23,3.2175
2021-12-24,1.99485
2021-12-25,1.60875
2021-12-26,3.7323
2021-12-27,3.53925
2021-12-28,3.4749
2021-12-29,3.0888
2021-12-30,2.7027
2021-12-31,2.63835
2022-01-01,1.48005
2022-01-02,2.89575
2022-01-03,2.50965
2022-01-04,3.2175
2022-01-05,2.9601
2022-01-06,3.0888
2022-01-07,2.1879
2022-01-08,1.1583
2022-01-09,1.5444
2022-01-10,1.1583
2022-01-11,18.08236
2022-01-12,9.71685
2022-01-13,4.44015
2022-01-14,3.861
2022-01-15,1.4157
2022-01-16,1.35135
2022-01-17,2.89575
2022-01-18,4.5045
2022-01-19,3.2175
2022-01-20,2.574
2022-01-21,42.59974
2022-01-22,13.96396
2022-01-23,5.5341
2022-01-24,11.96911
2022-01-25,3.6036
2022-01-26,47.23294
2022-01-27,10.87516
2022-01-28,3.2175
2022-01-29,1.86615
2022-01-30,3.28185
2022-01-31,1.99485
2022-02-01,1.1583
2022-02-02,2.4453
2022-02-03,1.5444
2022-02-04,2.50965
2022-02-05,2.50965
2022-02-06,2.4453
2022-02-07,5.2767
2022-02-08,3.02445
2022-02-09,1.8018
2022-02-10,1.4157
2022-02-11,1.48005
2022-02-12,1.09395
2022-02-13,0.70785
2022-02-14,0.83655
2022-02-15,1.5444
2022-02-16,1.4157
2022-02-17,1.9305
2022-02-18,1.5444
2022-02-19,0.5148
2022-02-20,0.96525
2022-02-21,1.09395
2022-02-22,1.48005
2022-02-23,1.1583
2022-02-24,1.4157
2022-02-25,0.57915
2022-02-26,0.57915
2022-02-27,0.32175
2022-02-28,0.32175
2022-03-01,0.96525
2022-03-02,0.45045
2022-03-03,0.7722
2022-03-04,0.7722
2022-03-06,1.22265
2022-03-07,1.99485
2022-03-08,4.3758
2022-03-09,3.41055
2022-03-10,1.09395
2022-03-11,0.70785
2022-03-12,0.45045
2022-03-13,3.0888
2022-03-14,2.38095
2022-03-15,3.2175
2022-03-16,1.6731
2022-03-17,2.4453
2022-03-18,1.287
2022-03-19,0.6435
2022-03-21,0.9009
2022-03-22,0.70785
2022-03-23,1.48005
2022-03-24,1.35135
2022-03-25,1.1583
2022-03-26,3.79665
2022-03-27,3.2175
2022-03-28,2.8314
2022-03-29,4.69755
2022-03-30,3.3462
2022-03-31,2.89575
2022-04-01,2.3166
2022-04-02,0.3861
2022-04-03,1.1583
2022-04-04,2.4453
2022-04-05,3.15315
2022-04-06,2.63835
2022-04-07,3.53925
2022-04-08,8.6229
2022-04-09,3.66795
2022-04-10,2.4453
2022-04-11,1.86615
2022-04-12,3.28185
2022-04-13,4.6332
2022-04-14,3.0888
2022-04-15,4.1184
2022-04-16,1.287
2022-04-17,18.27541
2022-04-18,26.89832
2022-04-19,11.38996
2022-04-20,9.45945
2022-04-21,16.08751
2022-04-22,12.16216
2022-04-23,4.05405
2022-04-24,4.31145
2022-04-25,5.4054
2022-04-26,3.92535
2022-04-27,3.4749
2022-04-28,2.0592
2022-04-29,1.9305
2022-04-30,2.89575
2022-05-01,2.12355
2022-05-02,3.28185
2022-05-03,2.38095
2022-05-04,3.7323
2022-05-05,6.3063
2022-05-06,10.61776
2022-05-07,3.28185
2022-05-08,0.96525
2022-05-09,2.8314
2022-05-10,1.86615
2022-05-11,2.89575
2022-05-12,1.8018
2022-05-13,3.3462
2022-05-14,1.99485
2022-05-15,3.861
2022-05-16,2.9601
2022-05-17,2.1879
2022-05-18,4.1184
2022-05-19,8.2368
2022-05-20,4.2471
2022-05-21,2.63835
2022-05-22,2.4453
2022-05-23,1.9305
2022-05-24,1.86615
2022-05-25,1.9305
2022-05-26,4.05405
2022-05-27,4.8906
2022-05-28,5.08365
2022-05-29,3.02445
2022-05-30,3.66795
2022-05-31,4.5045
2022-06-01,12.61261
2022-06-02,13.83526
2022-06-03,7.9794
2022-06-04,7.27155
2022-06-05,3.66795
2022-06-06,4.95495
2022-06-07,4.3758
2022-06-08,3.0888
2022-06-09,3.0888
2022-06-10,3.4749
2022-06-11,1.9305
2022-06-12,1.22265
2022-06-13,4.44015
2022-06-14,3.0888
2022-06-15,4.56885
2022-06-16,10.48906
2022-06-17,8.7516
2022-06-18,3.53925
2022-06-19,2.0592
2022-06-20,1.99485
2022-06-21,1.8018
2022-06-22,2.63835
2022-06-23,1.22265
2022-06-24,0.7722
2022-06-25,0.32175
2022-06-26,3.92535
2022-06-27,3.9897
2022-06-28,11.26126
2022-06-29,3.4749
2022-06-30,3.2175
2022-07-01,1.0296
2022-07-02,0.96525
2022-07-03,0.5148
2022-07-04,0.6435
2022-07-05,1.48005
2022-07-06,1.35135
2022-07-07,1.0296
2022-07-08,0.83655
2022-07-09,0.70785
2022-07-11,0.70785
2022-07-12,0.70785
2022-07-13,2.25225
2022-07-14,2.0592
2022-07-15,1.0296
2022-07-16,1.22265
2022-07-17,0.45045
2022-07-18,0.7722
2022-07-19,0.83655
2022-07-20,0.3861
2022-07-21,1.09395
2022-07-22,1.86615
2022-07-23,0.70785
2022-07-24,0.7722
2022-07-25,0.96525
2022-07-26,0.5148
2022-07-27,1.73745
2022-07-28,7.01415
2022-07-29,3.3462
2022-07-30,2.4453
2022-07-31,1.5444
2022-08-01,2.574
2022-08-02,2.0592
2022-08-03,1.9305
2022-08-04,2.76705
2022-08-05,3.15315
2022-08-06,1.99485
2022-08-07,2.25225
2022-08-08,1.86615
2022-08-09,4.18275
2022-08-10,5.34105
2022-08-11,3.861
2022-08-12,2.38095
2022-08-13,2.8314
2022-08-14,2.8314
2022-08-15,3.66795
2022-08-16,3.92535
2022-08-17,4.3758
2022-08-18,5.148
2022-08-19,3.6036
2022-08-20,1.99485
2022-08-21,2.63835
2022-08-22,1.73745
2022-08-23,3.3462
2022-08-24,5.0193
2022-08-25,5.34105
2022-08-26,2.76705
2022-08-27,2.3166
2022-08-28,2.4453
2022-08-29,2.63835
2022-08-30,2.574
2022-08-31,2.9601
2022-09-01,2.89575
2022-09-02,2.1879
2022-09-03,2.9601
2022-09-04,1.8018
2022-09-05,1.86615
2022-09-06,2.25225
2022-09-07,3.0888
2022-09-08,3.28185
2022-09-09,2.0592
2022-09-10,1.48005
2022-09-11,1.60875
2022-09-12,1.73745
2022-09-13,1.60875
2022-09-14,2.25225
2022-09-15,2.1879
2022-09-16,2.63835
2022-09-17,1.73745
2022-09-18,2.89575
2022-09-19,2.7027
2022-09-20,3.3462
2022-09-21,2.574
2022-09-22,3.2175
2022-09-23,0.70785
2022-09-24,1.6731
2022-09-25,1.22265
2022-09-26,2.89575
2022-09-27,1.73745
2022-09-28,1.8018
2022-09-29,1.48005
2022-09-30,1.1583
2022-10-01,2.0592
2022-10-02,1.287
2022-10-03,2.12355
2022-10-04,7.65765
2022-10-05,8.2368
2022-10-06,6.24195
2022-10-07,3.4749
2022-10-08,3.53925
2022-10-09,2.38095
2022-10-10,10.61776
2022-10-11,7.3359
2022-10-12,6.37065
2022-10-13,6.24195
2022-10-14,5.59845
2022-10-15,7.14285
2022-10-16,6.24195
2022-10-17,10.36036
2022-10-18,13.19176
2022-10-19,14.73616
2022-10-20,8.94465
2022-10-21,15.89446
2022-10-22,6.9498
2022-10-23,6.5637
2022-10-24,8.94465
2022-10-25,7.3359
2022-10-26,6.5637
2022-10-27,7.4646
2022-10-28,7.27155
2022-10-29,8.68725
2022-10-30,6.88545
2022-10-31,7.2072
2022-11-01,11.32561
2022-11-02,14.41441
2022-11-03,12.87001
2022-11-04,9.2664
2022-11-05,10.42471
2022-11-06,22.45817
2022-11-07,20.65637
2022-11-08,25.61132
2022-11-09,20.84942
2022-11-10,18.85456
2022-11-11,18.98326
2022-11-12,30.05148
2022-11-13,26.64092
2022-11-14,25.48262
2022-11-15,25.74002
2022-11-16,19.62676
2022-11-17,14.22136
2022-11-18,9.45945
2022-11-19,7.9794
2022-11-20,8.68725
2022-11-21,8.17245
2022-11-22,20.97812
2022-11-23,11.38996
2022-11-24,11.32561
2022-11-25,12.16216
2022-11-26,7.78635
2022-11-27,8.7516
2022-11-28,7.91505
2022-11-29,7.722
2022-11-30,7.27155
2022-12-01,6.5637
2022-12-02,6.0489
2022-12-03,4.6332
2022-12-04,4.56885
2022-12-05,6.0489
2022-12-06,5.08365
2022-12-07,4.44015
2022-12-08,3.66795
2022-12-09,5.5341
2022-12-10,3.53925
2022-12-11,4.82625
2022-12-12,6.0489
2022-12-13,4.2471
2022-12-14,7.40025
2022-12-15,5.72715
2022-12-16,5.6628
2022-12-17,4.82625
2022-12-18,17.37451
2022-12-19,11.77606
2022-12-20,8.94465
2022-12-21,8.68725
2022-12-22,7.78635
2022-12-23,6.6924
2022-12-24,6.62805
2022-12-25,17.95366
2022-12-26,11.19691
2022-12-27,10.87516
2022-12-28,14.60746
2022-12-29,10.61776
2022-12-30,7.01415
2022-12-31,5.4054
2023-01-01,5.0193
2023-01-02,5.72715
2023-01-03,5.34105
2023-01-04,5.9202
2023-01-05,3.7323
2023-01-06,6.1776
2023-01-07,4.44015
2023-01-08,4.69755
2023-01-09,5.9202
2023-01-10,4.44015
2023-01-11,5.148
2023-01-12,12.16216
2023-01-13,15.18661
2023-01-14,12.61261
2023-01-15,10.10296
2023-01-16,6.37065
2023-01-17,6.6924
2023-01-18,5.85585
2023-01-19,6.1776
2023-01-20,5.0193
2023-01-21,7.722
2023-01-22,4.82625
2023-01-23,4.31145
2023-01-24,7.3359
2023-01-25,6.88545
2023-01-26,9.009
2023-01-27,8.04375
2023-01-28,6.0489
2023-01-29,9.20205
2023-01-30,21.17117
2023-01-31,20.91377
2023-02-01,16.85971
2023-02-02,15.70141
2023-02-03,10.48906
2023-02-04,14.35006
2023-02-05,17.63191
2023-02-06,20.65637
2023-02-07,23.80952
2023-02-08,17.50321
2023-02-09,31.33848
2023-02-10,33.78378
2023-02-11,35.00643
2023-02-12,25.93307
2023-02-13,33.78378
2023-02-14,29.40797
2023-02-15,26.25482
2023-02-16,27.79922
2023-02-17,32.30373
2023-02-18,26.76962
2023-02-19,26.12612
2023-02-20,23.48777
2023-02-21,34.87773
2023-02-22,19.75546
2023-02-23,23.03732
2023-02-24,23.16602
2023-02-25,27.54182
2023-02-26,20.39897
2023-02-27,19.88416
2023-02-28,34.81338
2023-03-01,26.89832
2023-03-02,28.50707
2023-03-03,38.61003
2023-03-04,39.83268
2023-03-05,60.23166
2023-03-06,56.88545
2023-03-07,53.02445
2023-03-08,51.4157
2023-03-09,31.53153
2023-03-10,24.32432
2023-03-11,20.97812
2023-03-12,34.49163
2023-03-13,42.59974
2023-03-14,26.70527
2023-03-15,34.16988
2023-03-16,46.71814
2023-03-17,26.64092
2023-03-18,32.11068
2023-03-19,28.12097
2023-03-20,24.58172
2023-03-21,44.46589
2023-03-22,54.5045
2023-03-23,61.96911
2023-03-24,47.49034
2023-03-25,36.61518
2023-03-26,36.55083
2023-03-27,50.32175
2023-03-28,36.87258
2023-03-29,35.52123
2023-03-30,34.55598
2023-03-31,65.25096
2023-04-01,100.0
2023-04-02,53.41055
2023-04-03,82.43243
2023-04-04,51.60875
2023-04-05,46.13899
2023-04-06,50.45045
2023-04-07,37.45173
2023-04-08,34.42728
2023-04-09,47.49034
2023-04-10,85.45688
2023-04-11,84.16988
2023-04-12,48.32689
2023-04-13,55.5341
2023-04-14,44.07979
2023-04-15,39.96138
2023-04-16,43.69369
2023-04-17,64.67181
2023-04-18,69.43371
2023-04-19,68.85456
2023-04-20,43.62934
2023-04-21,36.48648
2023-04-22,23.61647
2023-04-23,33.97683
2023-04-24,48.58429
2023-04-25,45.55984
2023-04-26,26.51222
2023-04-27,27.99227
2023-04-28,24.06692
2023-04-29,17.82496
2023-04-30,12.35521
2023-05-01,20.72072
2023-05-02,19.24066
2023-05-03,15.76576
2023-05-04,16.85971
2023-05-05,14.73616
2023-05-06,11.58301
2023-05-07,14.92921
2023-05-08,11.13256
2023-05-09,10.68211
2023-05-10,12.99871
2023-05-11,19.94851
2023-05-12,13.57786
2023-05-13,9.84555
2023-05-14,7.27155
2023-05-15,9.97425
2023-05-16,12.48391
2023-05-17,9.71685
2023-05-18,15.18661
2023-05-19,8.94465
2023-05-20,6.62805
2023-05-21,9.7812
2023-05-22,9.84555
2023-05-23,13.38481
2023-05-24,14.60746
2023-05-25,14.28571
2023-05-26,15.05791
2023-05-27,30.37323
2023-05-28,9.7812
2023-05-29,12.09781
2023-05-30,16.02316
2023-05-31,8.4942
2023-06-01,14.15701
2023-06-02,13.64221
2023-06-03,10.61776
2023-06-04,5.72715
2023-06-05,8.55855
