date,청라국제도시
2020-03-20,21.45297
2020-03-21,17.55864
2020-03-22,16.26053
2020-03-23,22.52334
2020-03-24,21.45297
2020-03-25,21.74903
2020-03-26,21.04304
2020-03-27,20.90639
2020-03-28,15.21293
2020-03-29,16.35162
2020-03-30,19.63106
2020-03-31,19.69938
2020-04-01,20.04099
2020-04-02,19.97267
2020-04-03,18.44682
2020-04-04,14.62081
2020-04-05,14.87132
2020-04-06,20.15486
2020-04-07,19.56274
2020-04-08,19.74493
2020-04-09,18.51514
2020-04-10,18.87952
2020-04-11,14.23365
2020-04-12,12.95832
2020-04-13,19.38055
2020-04-14,19.81325
2020-04-15,16.57936
2020-04-16,21.93122
2020-04-17,18.92507
2020-04-18,13.29993
2020-04-19,12.89
2020-04-20,20.10931
2020-04-21,20.90639
2020-04-22,19.40332
2020-04-23,21.90844
2020-04-24,18.44682
2020-04-25,14.55249
2020-04-26,13.86927
2020-04-27,22.84217
2020-04-28,23.52539
2020-04-29,30.72193
2020-04-30,100.0
2020-05-01,40.19585
2020-05-02,20.86085
2020-05-03,22.22728
2020-05-04,28.92279
2020-05-05,25.05124
2020-05-06,27.60191
2020-05-07,26.85037
2020-05-08,22.86495
2020-05-09,17.87747
2020-05-10,17.3309
2020-05-11,22.40947
2020-05-12,21.90844
2020-05-13,21.40742
2020-05-14,19.90434
2020-05-15,19.31222
2020-05-16,15.8506
2020-05-17,16.14666
2020-05-18,19.7677
2020-05-19,19.51719
2020-05-20,24.61853
2020-05-21,22.34115
2020-05-22,18.60624
2020-05-23,14.25643
2020-05-24,13.7554
2020-05-25,18.62901
2020-05-26,19.49442
2020-05-27,19.81325
2020-05-28,25.75723
2020-05-29,19.335
2020-05-30,15.66841
2020-05-31,15.4179
2020-06-01,20.95194
2020-06-02,19.47164
2020-06-03,20.40537
2020-06-04,19.69938
2020-06-05,18.99339
2020-06-06,15.2357
2020-06-07,12.86722
2020-06-08,21.70348
2020-06-09,22.04509
2020-06-10,23.36597
2020-06-11,23.79867
2020-06-12,24.32247
2020-06-13,15.46344
2020-06-14,16.41994
2020-06-15,20.15486
2020-06-16,21.79457
2020-06-17,28.8317
2020-06-18,25.82555
2020-06-19,21.22523
2020-06-20,18.46959
2020-06-21,16.21498
2020-06-22,21.79457
2020-06-23,20.31427
2020-06-24,20.70143
2020-06-25,19.94989
2020-06-26,19.10726
2020-06-27,16.19221
2020-06-28,14.43862
2020-06-29,21.68071
2020-06-30,19.94989
2020-07-01,20.26873
2020-07-02,20.61033
2020-07-03,19.03894
2020-07-04,13.82373
2020-07-05,12.73058
2020-07-06,20.83807
2020-07-07,19.88157
2020-07-08,19.63106
2020-07-09,21.47574
2020-07-10,19.49442
2020-07-11,15.37235
2020-07-12,15.66841
2020-07-13,20.35982
2020-07-14,21.88567
2020-07-15,22.43224
2020-07-16,19.88157
2020-07-17,19.51719
2020-07-18,15.55454
2020-07-19,16.53381
2020-07-20,20.42814
2020-07-21,18.46959
2020-07-22,18.69733
2020-07-23,18.65178
2020-07-24,19.26668
2020-07-25,15.3268
2020-07-26,13.82373
2020-07-27,18.21908
2020-07-28,18.31017
2020-07-29,17.94579
2020-07-30,18.49237
2020-07-31,16.8071
2020-08-01,13.8465
2020-08-02,11.25028
2020-08-03,16.2833
2020-08-04,17.12593
2020-08-05,16.57936
2020-08-06,16.21498
2020-08-07,16.03279
2020-08-08,11.8424
2020-08-09,10.31655
2020-08-10,15.87337
2020-08-11,15.73673
2020-08-12,16.60214
2020-08-13,15.78228
2020-08-14,15.50899
2020-08-15,13.50489
2020-08-16,13.11774
2020-08-17,15.69118
2020-08-18,15.82782
2020-08-19,15.25848
2020-08-20,16.78433
2020-08-21,15.07629
2020-08-22,12.59394
2020-08-23,11.3186
2020-08-24,15.25848
2020-08-25,15.69118
2020-08-26,15.55454
2020-08-27,14.11979
2020-08-28,14.75745
2020-08-29,11.68298
2020-08-30,12.07014
2020-08-31,15.7595
2020-09-01,15.60009
2020-09-02,14.84855
2020-09-03,16.30608
2020-09-04,15.28125
2020-09-05,13.09496
2020-09-06,13.4138
2020-09-07,16.32885
2020-09-08,15.57731
2020-09-09,15.94169
2020-09-10,15.25848
2020-09-11,16.2833
2020-09-12,12.89
2020-09-13,16.10111
2020-09-14,20.65588
2020-09-15,20.17763
2020-09-16,18.31017
2020-09-17,17.05761
2020-09-18,15.50899
2020-09-19,12.61671
2020-09-20,15.4179
2020-09-21,16.3744
2020-09-22,15.7595
2020-09-23,16.64768
2020-09-24,14.93964
2020-09-25,15.09906
2020-09-26,13.93759
2020-09-27,16.48827
2020-09-28,16.67046
2020-09-29,14.2792
2020-09-30,9.65611
2020-10-01,9.81553
2020-10-02,12.61671
2020-10-03,12.70781
2020-10-04,13.91482
2020-10-05,16.03279
2020-10-06,14.2792
2020-10-07,15.73673
2020-10-08,16.26053
2020-10-09,13.02664
2020-10-10,12.68503
2020-10-11,13.00387
2020-10-12,21.90844
2020-10-13,18.94784
2020-10-14,18.24185
2020-10-15,16.96652
2020-10-16,16.30608
2020-10-17,12.54839
2020-10-18,12.59394
2020-10-19,18.26463
2020-10-20,17.39922
2020-10-21,18.92507
2020-10-22,16.82987
2020-10-23,15.19016
2020-10-24,13.61876
2020-10-25,15.69118
2020-10-26,18.12798
2020-10-27,18.21908
2020-10-28,19.92712
2020-10-29,18.97062
2020-10-30,18.49237
2020-10-31,13.4138
2020-11-01,14.39307
2020-11-02,17.90025
2020-11-03,16.30608
2020-11-04,16.73878
2020-11-05,17.92302
2020-11-06,15.91892
2020-11-07,12.77613
2020-11-08,11.22751
2020-11-09,17.69528
2020-11-10,16.76155
2020-11-11,19.13003
2020-11-12,23.867
2020-11-13,21.20245
2020-11-14,14.87132
2020-11-15,14.25643
2020-11-16,19.31222
2020-11-17,18.74288
2020-11-18,19.67661
2020-11-19,19.40332
2020-11-20,16.98929
2020-11-21,12.38897
2020-11-22,11.72853
2020-11-23,16.71601
2020-11-24,14.93964
2020-11-25,15.48622
2020-11-26,15.2357
2020-11-27,15.55454
2020-11-28,11.97904
2020-11-29,12.89
2020-11-30,16.03279
2020-12-01,15.34957
2020-12-02,15.09906
2020-12-03,13.82373
2020-12-04,12.73058
2020-12-05,10.90867
2020-12-06,10.17991
2020-12-07,14.05146
2020-12-08,13.77818
2020-12-09,13.91482
2020-12-10,13.55044
2020-12-11,14.14256
2020-12-12,10.81758
2020-12-13,10.81758
2020-12-14,13.66431
2020-12-15,12.09291
2020-12-16,13.50489
2020-12-17,12.91277
2020-12-18,12.22956
2020-12-19,9.70166
2020-12-20,10.68093
2020-12-21,14.41585
2020-12-22,13.61876
2020-12-23,14.3703
2020-12-24,13.96037
2020-12-25,11.36415
2020-12-26,10.81758
2020-12-27,9.17786
2020-12-28,12.48007
2020-12-29,13.55044
2020-12-30,13.11774
