date,사이트
2020-09-07,87.63157
2020-09-08,75.0
2020-09-09,78.94736
2020-09-10,71.57894
2020-09-11,69.47368
2020-09-12,49.73684
2020-09-13,51.57894
2020-09-14,66.05263
2020-09-15,74.21052
2020-09-16,68.68421
2020-09-17,64.21052
2020-09-18,63.15789
2020-09-19,48.15789
2020-09-20,50.26315
2020-09-21,64.73684
2020-09-22,67.89473
2020-09-23,63.94736
2020-09-24,66.31578
2020-09-25,60.78947
2020-09-26,43.42105
2020-09-27,43.42105
2020-09-28,56.05263
2020-09-29,57.89473
2020-09-30,37.10526
2020-10-01,38.42105
2020-10-02,33.42105
2020-10-03,41.57894
2020-10-04,40.78947
2020-10-05,65.0
2020-10-06,67.36842
2020-10-07,60.78947
2020-10-08,67.63157
2020-10-09,42.10526
2020-10-10,39.73684
2020-10-11,43.94736
2020-10-12,62.63157
2020-10-13,62.36842
2020-10-14,55.78947
2020-10-15,56.57894
2020-10-16,55.26315
2020-10-17,45.52631
2020-10-18,42.36842
2020-10-19,60.52631
2020-10-20,64.21052
2020-10-21,57.63157
2020-10-22,48.68421
2020-10-23,57.89473
2020-10-24,42.89473
2020-10-25,34.21052
2020-10-26,64.21052
2020-10-27,51.31578
2020-10-28,50.78947
2020-10-29,53.15789
2020-10-30,52.63157
2020-10-31,35.26315
2020-11-01,37.63157
2020-11-02,57.36842
2020-11-03,58.68421
2020-11-04,58.15789
2020-11-05,59.73684
2020-11-06,53.15789
2020-11-07,42.36842
2020-11-08,42.89473
2020-11-09,55.78947
2020-11-10,56.57894
2020-11-11,48.42105
2020-11-12,54.73684
2020-11-13,48.68421
2020-11-14,42.10526
2020-11-15,41.57894
2020-11-16,66.31578
2020-11-17,58.42105
2020-11-18,55.52631
2020-11-19,62.36842
2020-11-20,59.73684
2020-11-21,46.8421
2020-11-22,46.31578
2020-11-23,68.42105
2020-11-24,57.89473
2020-11-25,58.15789
2020-11-26,66.31578
2020-11-27,59.73684
2020-11-28,46.31578
2020-11-29,36.57894
2020-11-30,68.68421
2020-12-01,60.52631
2020-12-02,58.15789
2020-12-03,60.78947
2020-12-04,57.10526
2020-12-05,40.26315
2020-12-06,36.57894
2020-12-07,66.05263
2020-12-08,63.15789
2020-12-09,63.68421
2020-12-10,58.15789
2020-12-11,61.05263
2020-12-12,40.26315
2020-12-13,45.26315
2020-12-14,62.36842
2020-12-15,59.73684
2020-12-16,70.26315
2020-12-17,65.0
2020-12-18,63.94736
2020-12-19,47.89473
2020-12-20,43.15789
2020-12-21,59.73684
2020-12-22,68.42105
2020-12-23,51.57894
2020-12-24,48.94736
2020-12-25,33.68421
2020-12-26,41.57894
2020-12-27,38.68421
2020-12-28,67.10526
2020-12-29,52.63157
2020-12-30,56.57894
2020-12-31,50.52631
2021-01-01,36.8421
2021-01-02,33.68421
2021-01-03,42.63157
2021-01-04,59.47368
2021-01-05,62.36842
2021-01-06,65.52631
2021-01-07,65.78947
2021-01-08,50.0
2021-01-09,47.10526
2021-01-10,38.15789
2021-01-11,63.68421
2021-01-12,72.36842
2021-01-13,67.10526
2021-01-14,66.05263
2021-01-15,58.42105
2021-01-16,39.47368
2021-01-17,41.8421
2021-01-18,64.47368
2021-01-19,62.89473
2021-01-20,67.89473
2021-01-21,58.68421
2021-01-22,55.78947
2021-01-23,40.52631
2021-01-24,42.89473
2021-01-25,65.0
2021-01-26,66.57894
2021-01-27,66.57894
2021-01-28,63.94736
2021-01-29,59.47368
2021-01-30,38.94736
2021-01-31,44.21052
2021-02-01,65.52631
2021-02-02,64.73684
2021-02-03,55.0
2021-02-04,64.47368
2021-02-05,56.05263
2021-02-06,40.78947
2021-02-07,41.05263
2021-02-08,60.52631
2021-02-09,58.68421
2021-02-10,45.0
2021-02-11,36.31578
2021-02-12,33.68421
2021-02-13,41.57894
2021-02-14,43.42105
2021-02-15,62.36842
2021-02-16,64.47368
2021-02-17,71.31578
2021-02-18,62.89473
2021-02-19,56.31578
2021-02-20,41.57894
2021-02-21,35.26315
2021-02-22,69.21052
2021-02-23,57.63157
2021-02-24,55.0
2021-02-25,65.78947
2021-02-26,58.42105
2021-02-27,40.78947
2021-02-28,40.52631
2021-03-01,42.10526
2021-03-02,64.47368
2021-03-03,63.42105
2021-03-04,70.0
2021-03-05,54.47368
2021-03-06,39.73684
2021-03-07,44.21052
2021-03-08,68.68421
2021-03-09,63.15789
2021-03-10,59.73684
2021-03-11,86.05263
2021-03-12,73.68421
2021-03-13,47.63157
2021-03-14,48.15789
2021-03-15,73.94736
2021-03-16,74.21052
2021-03-17,72.89473
2021-03-18,79.47368
2021-03-19,68.68421
2021-03-20,50.52631
2021-03-21,43.42105
2021-03-22,67.36842
2021-03-23,64.47368
2021-03-24,67.36842
2021-03-25,60.52631
2021-03-26,62.10526
2021-03-27,44.73684
2021-03-28,60.78947
2021-03-29,78.15789
2021-03-30,67.63157
2021-03-31,61.8421
2021-04-01,66.57894
2021-04-02,53.68421
2021-04-03,47.89473
2021-04-04,50.0
2021-04-05,63.68421
2021-04-06,65.26315
2021-04-07,62.10526
2021-04-08,61.05263
2021-04-09,67.89473
2021-04-10,38.68421
2021-04-11,47.36842
2021-04-12,66.05263
2021-04-13,62.63157
2021-04-14,51.31578
2021-04-15,62.89473
2021-04-16,51.05263
2021-04-17,47.10526
2021-04-18,44.73684
2021-04-19,60.78947
2021-04-20,65.52631
2021-04-21,57.36842
2021-04-22,61.8421
2021-04-23,63.42105
2021-04-24,36.8421
2021-04-25,39.73684
2021-04-26,63.42105
2021-04-27,53.15789
2021-04-28,58.68421
2021-04-29,62.89473
2021-04-30,50.52631
2021-05-01,35.52631
2021-05-02,41.57894
2021-05-03,59.21052
2021-05-04,60.78947
2021-05-05,55.26315
2021-05-06,63.68421
2021-05-07,60.78947
2021-05-08,35.0
2021-05-09,40.26315
2021-05-10,70.26315
2021-05-11,62.63157
2021-05-12,78.68421
2021-05-13,59.47368
2021-05-14,50.52631
2021-05-15,40.0
2021-05-16,43.42105
2021-05-17,57.63157
2021-05-18,55.26315
2021-05-19,38.68421
2021-05-20,66.05263
2021-05-21,58.68421
2021-05-22,42.10526
2021-05-23,36.05263
2021-05-24,58.68421
2021-05-25,56.31578
2021-05-26,61.05263
2021-05-27,59.73684
2021-05-28,58.68421
2021-05-29,48.42105
2021-05-30,41.57894
2021-05-31,55.26315
2021-06-01,64.47368
2021-06-02,58.68421
2021-06-03,67.36842
2021-06-04,65.26315
2021-06-05,44.73684
2021-06-06,44.73684
2021-06-07,57.63157
2021-06-08,82.36842
2021-06-09,68.15789
2021-06-10,53.68421
2021-06-11,47.36842
2021-06-12,43.15789
2021-06-13,42.89473
2021-06-14,63.42105
2021-06-15,64.21052
2021-06-16,62.89473
2021-06-17,63.15789
2021-06-18,57.36842
2021-06-19,39.47368
2021-06-20,42.89473
2021-06-21,57.63157
2021-06-22,58.94736
2021-06-23,55.26315
2021-06-24,54.21052
2021-06-25,50.52631
2021-06-26,33.68421
2021-06-27,33.15789
2021-06-28,53.94736
2021-06-29,55.26315
2021-06-30,55.78947
2021-07-01,54.21052
2021-07-02,42.89473
2021-07-03,32.36842
2021-07-04,33.68421
2021-07-05,60.52631
2021-07-06,56.8421
2021-07-07,61.57894
2021-07-08,62.10526
2021-07-09,61.05263
2021-07-10,49.73684
2021-07-11,40.0
2021-07-12,71.8421
2021-07-13,70.52631
2021-07-14,66.05263
2021-07-15,59.21052
2021-07-16,57.89473
2021-07-17,43.42105
2021-07-18,36.31578
2021-07-19,70.78947
2021-07-20,68.42105
2021-07-21,61.8421
2021-07-22,64.47368
2021-07-23,51.31578
2021-07-24,36.57894
2021-07-25,33.42105
2021-07-26,57.10526
2021-07-27,53.94736
2021-07-28,48.68421
2021-07-29,56.8421
2021-07-30,45.78947
2021-07-31,40.78947
2021-08-01,36.8421
2021-08-02,48.68421
2021-08-03,55.52631
2021-08-04,57.10526
2021-08-05,58.68421
2021-08-06,49.73684
2021-08-07,35.52631
2021-08-08,39.21052
2021-08-09,57.36842
2021-08-10,62.89473
2021-08-11,62.10526
2021-08-12,58.42105
2021-08-13,56.31578
2021-08-14,31.57894
2021-08-15,42.63157
2021-08-16,46.57894
2021-08-17,49.73684
2021-08-18,61.57894
2021-08-19,63.68421
2021-08-20,55.26315
2021-08-21,40.78947
2021-08-22,34.47368
2021-08-23,59.73684
2021-08-24,62.36842
2021-08-25,59.73684
2021-08-26,55.78947
2021-08-27,54.47368
2021-08-28,47.36842
2021-08-29,41.8421
2021-08-30,75.0
2021-08-31,88.68421
2021-09-01,88.15789
2021-09-02,92.63157
2021-09-03,88.15789
2021-09-04,73.68421
2021-09-05,68.68421
2021-09-06,85.26315
2021-09-07,68.94736
2021-09-08,75.26315
2021-09-09,61.57894
2021-09-10,57.36842
2021-09-11,53.42105
2021-09-12,62.63157
2021-09-13,68.94736
2021-09-14,78.15789
2021-09-15,61.8421
2021-09-16,56.8421
2021-09-17,47.89473
2021-09-18,42.63157
2021-09-19,37.63157
2021-09-20,35.52631
2021-09-21,35.26315
2021-09-22,41.57894
2021-09-23,66.8421
2021-09-24,65.78947
2021-09-25,41.57894
2021-09-26,42.36842
2021-09-27,61.8421
2021-09-28,57.36842
2021-09-29,65.26315
2021-09-30,57.89473
2021-10-01,49.73684
2021-10-02,46.31578
2021-10-03,42.10526
2021-10-04,43.94736
2021-10-05,69.73684
2021-10-06,64.21052
2021-10-07,56.57894
2021-10-08,49.21052
2021-10-09,47.89473
2021-10-10,40.52631
2021-10-11,49.21052
2021-10-12,57.36842
2021-10-13,54.47368
2021-10-14,56.57894
2021-10-15,55.52631
2021-10-16,37.36842
2021-10-17,45.52631
2021-10-18,61.31578
2021-10-19,60.0
2021-10-20,53.68421
2021-10-21,59.47368
2021-10-22,53.15789
2021-10-23,33.15789
2021-10-24,35.78947
2021-10-25,85.0
2021-10-26,58.94736
2021-10-27,56.31578
2021-10-28,52.89473
2021-10-29,54.73684
2021-10-30,33.94736
2021-10-31,43.94736
2021-11-01,60.0
2021-11-02,56.05263
2021-11-03,63.15789
2021-11-04,62.63157
2021-11-05,45.78947
2021-11-06,43.42105
2021-11-07,40.26315
2021-11-08,54.73684
2021-11-09,58.15789
2021-11-10,51.57894
2021-11-11,52.89473
2021-11-12,54.47368
2021-11-13,39.47368
2021-11-14,44.47368
2021-11-15,61.05263
2021-11-16,69.47368
2021-11-17,56.8421
2021-11-18,56.05263
2021-11-19,45.78947
2021-11-20,39.47368
2021-11-21,38.15789
2021-11-22,54.73684
2021-11-23,51.05263
2021-11-24,53.42105
2021-11-25,56.31578
2021-11-26,53.15789
2021-11-27,36.05263
2021-11-28,37.10526
2021-11-29,49.47368
2021-11-30,45.78947
2021-12-01,45.26315
2021-12-02,49.21052
2021-12-03,51.31578
2021-12-04,37.36842
2021-12-05,34.21052
2021-12-06,49.73684
2021-12-07,55.78947
2021-12-08,56.05263
2021-12-09,52.10526
2021-12-10,50.52631
2021-12-11,40.78947
2021-12-12,39.47368
2021-12-13,54.73684
2021-12-14,56.05263
2021-12-15,48.94736
2021-12-16,55.78947
2021-12-17,53.68421
2021-12-18,40.0
2021-12-19,41.57894
2021-12-20,52.36842
2021-12-21,50.78947
2021-12-22,53.94736
2021-12-23,48.68421
2021-12-24,43.15789
2021-12-25,35.0
2021-12-26,42.63157
2021-12-27,48.94736
2021-12-28,52.89473
2021-12-29,51.31578
2021-12-30,43.15789
2021-12-31,33.15789
2022-01-01,36.8421
2022-01-02,43.42105
2022-01-03,55.0
2022-01-04,52.89473
2022-01-05,60.0
2022-01-06,64.21052
2022-01-07,55.0
2022-01-08,40.26315
2022-01-09,39.47368
2022-01-10,52.63157
2022-01-11,66.57894
2022-01-12,54.21052
2022-01-13,60.52631
2022-01-14,52.89473
2022-01-15,40.78947
2022-01-16,33.94736
2022-01-17,58.15789
2022-01-18,57.10526
2022-01-19,53.94736
2022-01-20,53.94736
2022-01-21,48.15789
2022-01-22,41.05263
2022-01-23,41.57894
2022-01-24,55.52631
2022-01-25,57.10526
2022-01-26,59.73684
2022-01-27,57.36842
2022-01-28,51.57894
2022-01-29,31.05263
2022-01-30,30.0
2022-01-31,27.89473
2022-02-01,30.52631
2022-02-02,43.15789
2022-02-03,50.78947
2022-02-04,55.0
2022-02-05,38.94736
2022-02-06,41.8421
2022-02-07,62.10526
2022-02-08,67.36842
2022-02-09,62.10526
2022-02-10,56.8421
2022-02-11,53.15789
2022-02-12,36.31578
2022-02-13,41.31578
2022-02-14,58.68421
2022-02-15,56.31578
2022-02-16,57.89473
2022-02-17,66.8421
2022-02-18,51.8421
2022-02-19,38.42105
2022-02-20,47.89473
2022-02-21,60.0
2022-02-22,67.63157
2022-02-23,69.47368
2022-02-24,22.10526
2022-02-25,29.73684
2022-02-26,43.68421
2022-02-27,22.36842
2022-02-28,32.89473
2022-03-01,23.68421
2022-03-02,32.63157
2022-03-03,55.78947
2022-03-04,51.05263
2022-03-05,41.05263
2022-03-06,45.26315
2022-03-07,57.89473
2022-03-08,59.21052
2022-03-09,50.26315
2022-03-10,61.57894
2022-03-11,59.47368
2022-03-12,47.89473
2022-03-13,49.21052
2022-03-14,68.68421
2022-03-15,63.94736
2022-03-16,64.73684
2022-03-17,63.15789
2022-03-18,68.68421
2022-03-19,49.21052
2022-03-20,60.0
2022-03-21,73.94736
2022-03-22,63.68421
2022-03-23,66.05263
2022-03-24,62.63157
2022-03-25,55.26315
2022-03-26,45.52631
2022-03-27,53.15789
2022-03-28,66.05263
2022-03-29,58.94736
2022-03-30,55.26315
2022-03-31,57.36842
2022-04-01,56.05263
2022-04-02,35.26315
2022-04-03,43.94736
2022-04-04,68.94736
2022-04-05,63.15789
2022-04-06,64.47368
2022-04-07,61.31578
2022-04-08,53.42105
2022-04-09,47.89473
2022-04-10,52.36842
2022-04-11,66.31578
2022-04-12,71.31578
2022-04-13,59.47368
2022-04-14,67.89473
2022-04-15,66.31578
2022-04-16,56.8421
2022-04-17,47.63157
2022-04-18,63.15789
2022-04-19,63.68421
2022-04-20,67.36842
2022-04-21,72.36842
2022-04-22,65.52631
2022-04-23,52.89473
2022-04-24,54.73684
2022-04-25,60.26315
2022-04-26,70.0
2022-04-27,67.10526
2022-04-28,67.10526
2022-04-29,64.21052
2022-04-30,52.10526
2022-05-01,43.68421
2022-05-02,72.36842
2022-05-03,70.0
2022-05-04,62.10526
2022-05-05,42.36842
2022-05-06,58.42105
2022-05-07,50.26315
2022-05-08,48.42105
2022-05-09,69.47368
2022-05-10,63.42105
2022-05-11,77.89473
2022-05-12,72.10526
2022-05-13,68.42105
2022-05-14,53.42105
2022-05-15,52.36842
2022-05-16,71.8421
2022-05-17,71.8421
2022-05-18,63.42105
2022-05-19,66.31578
2022-05-20,58.15789
2022-05-21,42.36842
2022-05-22,53.68421
2022-05-23,64.21052
2022-05-24,78.94736
2022-05-25,64.73684
2022-05-26,68.68421
2022-05-27,66.31578
2022-05-28,42.89473
2022-05-29,51.8421
2022-05-30,69.47368
2022-05-31,70.0
2022-06-01,56.31578
2022-06-02,65.26315
2022-06-03,57.89473
2022-06-04,46.31578
2022-06-05,48.15789
2022-06-06,58.68421
2022-06-07,55.78947
2022-06-08,71.05263
2022-06-09,67.10526
2022-06-10,60.26315
2022-06-11,43.15789
2022-06-12,53.68421
2022-06-13,69.21052
2022-06-14,65.78947
2022-06-15,63.94736
2022-06-16,64.73684
2022-06-17,64.73684
2022-06-18,48.94736
2022-06-19,50.52631
2022-06-20,63.15789
2022-06-21,71.31578
2022-06-22,71.05263
2022-06-23,54.73684
2022-06-24,59.21052
2022-06-25,42.63157
2022-06-26,51.05263
2022-06-27,52.63157
2022-06-28,60.78947
2022-06-29,52.89473
2022-06-30,75.26315
2022-07-01,59.21052
2022-07-02,49.47368
2022-07-03,42.36842
2022-07-04,65.78947
2022-07-05,56.8421
2022-07-06,60.78947
2022-07-07,65.26315
2022-07-08,59.73684
2022-07-09,44.47368
2022-07-10,44.21052
2022-07-11,78.15789
2022-07-12,61.31578
2022-07-13,63.68421
2022-07-14,57.10526
2022-07-15,60.26315
2022-07-16,43.68421
2022-07-17,46.05263
2022-07-18,64.47368
2022-07-19,65.0
2022-07-20,67.10526
2022-07-21,68.15789
2022-07-22,71.31578
2022-07-23,47.10526
2022-07-24,53.94736
2022-07-25,72.10526
2022-07-26,63.15789
2022-07-27,61.31578
2022-07-28,69.47368
2022-07-29,66.05263
2022-07-30,41.57894
2022-07-31,43.68421
2022-08-01,64.73684
2022-08-02,67.63157
2022-08-03,54.47368
2022-08-04,59.21052
2022-08-05,59.73684
2022-08-06,43.94736
2022-08-07,43.94736
2022-08-08,61.31578
2022-08-09,73.42105
2022-08-10,68.94736
2022-08-11,62.10526
2022-08-12,61.31578
2022-08-13,46.31578
2022-08-14,45.78947
2022-08-15,53.94736
2022-08-16,69.73684
2022-08-17,66.31578
2022-08-18,67.89473
2022-08-19,63.68421
2022-08-20,46.31578
2022-08-21,46.31578
2022-08-22,56.8421
2022-08-23,62.63157
2022-08-24,74.21052
2022-08-25,57.10526
2022-08-26,55.52631
2022-08-27,51.31578
2022-08-28,55.26315
2022-08-29,70.52631
2022-08-30,69.21052
2022-08-31,69.21052
2022-09-01,67.10526
2022-09-02,50.0
2022-09-03,46.8421
2022-09-04,48.94736
2022-09-05,60.26315
2022-09-06,63.94736
2022-09-07,60.78947
2022-09-08,62.63157
2022-09-09,44.73684
2022-09-10,36.57894
2022-09-11,41.57894
2022-09-12,52.63157
2022-09-13,63.68421
2022-09-14,76.31578
2022-09-15,71.05263
2022-09-16,64.47368
2022-09-17,56.05263
2022-09-18,50.52631
2022-09-19,66.8421
2022-09-20,64.21052
2022-09-21,73.15789
2022-09-22,58.42105
2022-09-23,60.26315
2022-09-24,45.0
2022-09-25,46.57894
2022-09-26,68.42105
2022-09-27,57.36842
2022-09-28,66.31578
2022-09-29,68.94736
2022-09-30,63.94736
2022-10-01,46.57894
2022-10-02,51.8421
2022-10-03,56.05263
2022-10-04,66.05263
2022-10-05,65.0
2022-10-06,65.0
2022-10-07,72.10526
2022-10-08,45.26315
2022-10-09,45.52631
2022-10-10,48.15789
2022-10-11,65.26315
2022-10-12,76.8421
2022-10-13,64.21052
2022-10-14,60.52631
2022-10-15,82.10526
2022-10-16,58.42105
2022-10-17,68.94736
2022-10-18,61.8421
2022-10-19,59.47368
2022-10-20,66.05263
2022-10-21,59.73684
2022-10-22,44.47368
2022-10-23,50.52631
2022-10-24,64.73684
2022-10-25,80.78947
2022-10-26,64.21052
2022-10-27,68.94736
2022-10-28,60.78947
2022-10-29,46.05263
2022-10-30,49.47368
2022-10-31,63.68421
2022-11-01,67.63157
2022-11-02,67.89473
2022-11-03,59.21052
2022-11-04,55.26315
2022-11-05,42.63157
2022-11-06,41.05263
2022-11-07,58.94736
2022-11-08,62.10526
2022-11-09,63.15789
2022-11-10,52.89473
2022-11-11,58.94736
2022-11-12,47.89473
2022-11-13,46.05263
2022-11-14,63.42105
2022-11-15,63.94736
2022-11-16,65.26315
2022-11-17,65.78947
2022-11-18,65.0
2022-11-19,45.26315
2022-11-20,47.63157
2022-11-21,53.15789
2022-11-22,66.31578
2022-11-23,59.21052
2022-11-24,60.0
2022-11-25,53.15789
2022-11-26,47.89473
2022-11-27,43.68421
2022-11-28,58.94736
2022-11-29,69.21052
2022-11-30,64.73684
2022-12-01,56.8421
2022-12-02,52.63157
2022-12-03,41.57894
2022-12-04,40.26315
2022-12-05,55.78947
2022-12-06,52.89473
2022-12-07,59.73684
2022-12-08,61.8421
2022-12-09,51.31578
2022-12-10,43.15789
2022-12-11,38.42105
2022-12-12,59.47368
2022-12-13,60.52631
2022-12-14,60.0
2022-12-15,64.73684
2022-12-16,51.8421
2022-12-17,46.57894
2022-12-18,45.52631
2022-12-19,55.78947
2022-12-20,60.0
2022-12-21,54.21052
2022-12-22,53.94736
2022-12-23,50.0
2022-12-24,38.94736
2022-12-25,34.21052
2022-12-26,58.42105
2022-12-27,53.15789
2022-12-28,60.0
2022-12-29,56.31578
2022-12-30,48.68421
2022-12-31,37.10526
2023-01-01,34.47368
2023-01-02,49.73684
2023-01-03,64.21052
2023-01-04,58.94736
2023-01-05,65.0
2023-01-06,55.26315
2023-01-07,44.73684
2023-01-08,49.73684
2023-01-09,68.15789
2023-01-10,60.0
2023-01-11,61.05263
2023-01-12,60.0
2023-01-13,58.68421
2023-01-14,42.89473
2023-01-15,44.47368
2023-01-16,59.21052
2023-01-17,59.47368
2023-01-18,63.15789
2023-01-19,58.94736
2023-01-20,47.36842
2023-01-21,32.63157
2023-01-22,34.47368
2023-01-23,38.42105
2023-01-24,39.21052
2023-01-25,55.52631
2023-01-26,62.89473
2023-01-27,58.94736
2023-01-28,49.47368
2023-01-29,43.68421
2023-01-30,53.68421
2023-01-31,60.26315
2023-02-01,72.63157
2023-02-02,63.15789
2023-02-03,65.26315
2023-02-04,51.57894
2023-02-05,50.78947
2023-02-06,57.10526
2023-02-07,60.78947
2023-02-08,53.42105
2023-02-09,59.73684
2023-02-10,51.05263
2023-02-11,37.10526
2023-02-12,45.78947
2023-02-13,62.10526
2023-02-14,70.52631
2023-02-15,70.78947
2023-02-16,64.73684
2023-02-17,51.57894
2023-02-18,42.36842
2023-02-19,37.36842
2023-02-20,68.68421
2023-02-21,63.42105
2023-02-22,63.94736
2023-02-23,71.57894
2023-02-24,63.68421
2023-02-25,50.0
2023-02-26,36.8421
2023-02-27,67.10526
2023-02-28,61.31578
2023-03-01,45.0
2023-03-02,65.0
2023-03-03,58.42105
2023-03-04,44.47368
2023-03-05,46.05263
2023-03-06,64.21052
2023-03-07,70.0
2023-03-08,77.36842
2023-03-09,77.63157
2023-03-10,64.47368
2023-03-11,47.10526
2023-03-12,55.0
2023-03-13,68.94736
2023-03-14,57.89473
2023-03-15,72.63157
2023-03-16,73.42105
2023-03-17,67.36842
2023-03-18,49.21052
2023-03-19,49.73684
2023-03-20,67.36842
2023-03-21,71.05263
2023-03-22,74.21052
2023-03-23,76.31578
2023-03-24,60.78947
2023-03-25,46.31578
2023-03-26,50.26315
2023-03-27,64.21052
2023-03-28,72.36842
2023-03-29,70.26315
2023-03-30,81.31578
2023-03-31,72.89473
2023-04-01,74.47368
2023-04-02,63.68421
2023-04-03,82.89473
2023-04-04,86.8421
2023-04-05,77.63157
2023-04-06,90.78947
2023-04-07,76.05263
2023-04-08,60.0
2023-04-09,61.8421
2023-04-10,77.36842
2023-04-11,75.78947
2023-04-12,75.78947
2023-04-13,70.52631
2023-04-14,86.05263
2023-04-15,62.10526
2023-04-16,64.73684
2023-04-17,71.8421
2023-04-18,81.31578
2023-04-19,78.94736
2023-04-20,76.8421
2023-04-21,66.8421
2023-04-22,60.52631
2023-04-23,60.0
2023-04-24,69.47368
2023-04-25,78.42105
2023-04-26,72.36842
2023-04-27,81.57894
2023-04-28,65.26315
2023-04-29,59.73684
2023-04-30,54.21052
2023-05-01,58.42105
2023-05-02,66.31578
2023-05-03,68.15789
2023-05-04,61.31578
2023-05-05,51.05263
2023-05-06,58.68421
2023-05-07,40.78947
2023-05-08,62.10526
2023-05-09,73.42105
2023-05-10,70.78947
2023-05-11,62.63157
2023-05-12,64.47368
2023-05-13,46.05263
2023-05-14,46.57894
2023-05-15,68.68421
2023-05-16,64.47368
2023-05-17,70.78947
2023-05-18,71.57894
2023-05-19,65.78947
2023-05-20,50.0
2023-05-21,50.52631
2023-05-22,68.68421
2023-05-23,57.89473
2023-05-24,74.21052
2023-05-25,64.21052
2023-05-26,60.0
2023-05-27,49.21052
2023-05-28,51.31578
2023-05-29,52.63157
2023-05-30,61.8421
2023-05-31,65.0
2023-06-01,63.42105
2023-06-02,64.21052
