date,OCI주가
2020-09-21,21.52684
2020-09-22,20.16839
2020-09-23,19.67796
2020-09-24,23.23249
2020-09-25,19.47398
2020-09-26,1.89227
2020-09-27,1.49733
2020-09-28,18.74918
2020-09-29,16.07135
2020-09-30,1.47563
2020-10-01,1.36712
2020-10-02,1.31504
2020-10-03,1.50167
2020-10-04,1.76641
2020-10-05,20.97131
2020-10-06,20.02083
2020-10-07,18.66238
2020-10-08,30.00303
2020-10-09,4.60049
2020-10-10,4.80881
2020-10-11,5.0996
2020-10-12,28.08471
2020-10-13,23.47554
2020-10-14,22.12143
2020-10-15,20.18141
2020-10-16,19.04865
2020-10-17,2.40006
2020-10-18,1.92699
2020-10-19,17.59472
2020-10-20,16.73538
2020-10-21,20.50258
2020-10-22,19.97309
2020-10-23,20.98867
2020-10-24,2.21344
2020-10-25,1.52337
2020-10-26,18.38461
2020-10-27,17.89418
2020-10-28,28.47532
2020-10-29,31.88229
2020-10-30,23.4061
2020-10-31,2.65179
2020-11-01,1.89661
2020-11-02,23.35836
2020-11-03,24.03541
2020-11-04,30.54988
2020-11-05,39.49481
2020-11-06,32.94127
2020-11-07,4.0927
2020-11-08,4.40085
2020-11-09,40.63625
2020-11-10,36.43939
2020-11-11,29.28692
2020-11-12,28.22794
2020-11-13,25.89731
2020-11-14,2.92088
2020-11-15,2.07456
2020-11-16,26.93459
2020-11-17,24.4347
2020-11-18,23.83143
2020-11-19,21.96085
2020-11-20,21.34021
2020-11-21,2.88181
2020-11-22,2.58669
2020-11-23,24.66906
2020-11-24,30.50648
2020-11-25,28.60118
2020-11-26,23.37572
2020-11-27,20.5373
2020-11-28,2.52159
2020-11-29,2.27854
2020-11-30,24.00503
2020-12-01,22.21691
2020-12-02,27.92413
2020-12-03,27.88073
2020-12-04,23.93559
2020-12-05,3.53283
2020-12-06,3.35488
2020-12-07,23.58838
2020-12-08,20.28991
2020-12-09,22.7898
2020-12-10,22.35146
2020-12-11,21.17095
2020-12-12,3.07712
2020-12-13,2.37402
2020-12-14,20.03819
2020-12-15,20.5156
2020-12-16,32.10798
2020-12-17,43.34447
2020-12-18,35.41078
2020-12-19,5.96328
2020-12-20,4.9477
2020-12-21,62.24556
2020-12-22,45.35827
2020-12-23,39.32555
2020-12-24,43.1969
2020-12-25,6.15858
2020-12-26,4.58747
2020-12-27,4.60049
2020-12-28,36.37862
2020-12-29,52.00729
2020-12-30,53.6435
2020-12-31,10.89362
2021-01-01,5.95026
2021-01-02,6.79223
2021-01-03,7.32173
2021-01-04,56.34304
2021-01-05,53.33101
2021-01-06,48.6524
2021-01-07,55.06705
2021-01-08,54.58964
2021-01-09,8.18974
2021-01-10,22.75942
2021-01-11,90.07421
2021-01-12,60.6701
2021-01-13,64.84527
2021-01-14,55.89601
2021-01-15,49.77214
2021-01-16,8.00312
2021-01-17,6.44069
2021-01-18,46.04834
2021-01-19,49.5942
2021-01-20,47.55001
2021-01-21,67.25402
2021-01-22,59.28562
2021-01-23,7.97708
2021-01-24,6.36257
2021-01-25,48.9996
2021-01-26,42.45041
2021-01-27,38.81775
2021-01-28,37.09908
2021-01-29,35.84479
2021-01-30,6.1933
2021-01-31,4.3531
2021-02-01,53.07061
2021-02-02,44.39911
2021-02-03,39.88976
2021-02-04,35.90555
2021-02-05,33.09318
2021-02-06,5.56399
2021-02-07,4.52671
2021-02-08,41.28293
2021-02-09,42.59363
2021-02-10,50.59242
2021-02-11,8.05086
2021-02-12,5.85044
2021-02-13,6.71845
2021-02-14,9.34855
2021-02-15,58.24399
2021-02-16,50.52732
2021-02-17,45.03276
2021-02-18,62.59276
2021-02-19,53.01419
2021-02-20,8.60205
2021-02-21,6.60995
2021-02-22,44.99804
2021-02-23,43.47033
2021-02-24,41.32199
2021-02-25,60.10589
2021-02-26,53.25723
2021-02-27,7.70365
2021-02-28,7.07
2021-03-01,7.42155
2021-03-02,45.26279
2021-03-03,39.59029
2021-03-04,50.63148
2021-03-05,60.55292
2021-03-06,10.6853
2021-03-07,9.43101
2021-03-08,53.48726
2021-03-09,47.12903
2021-03-10,43.99548
2021-03-11,47.19847
2021-03-12,46.09608
2021-03-13,6.07612
2021-03-14,5.0996
2021-03-15,38.48791
2021-03-16,37.65461
2021-03-17,35.22416
2021-03-18,40.36283
2021-03-19,35.87517
2021-03-20,5.70287
2021-03-21,4.79145
2021-03-22,34.70335
2021-03-23,30.33288
2021-03-24,29.63413
2021-03-25,32.91089
2021-03-26,30.25476
2021-03-27,4.44425
2021-03-28,3.84531
2021-03-29,42.81932
2021-03-30,34.53409
2021-03-31,38.1624
2021-04-01,32.73729
2021-04-02,29.79905
2021-04-03,4.3531
2021-04-04,3.46773
2021-04-05,29.94661
2021-04-06,29.49958
2021-04-07,36.19634
2021-04-08,34.49937
2021-04-09,29.85547
2021-04-10,5.2298
2021-04-11,3.57623
2021-04-12,29.26522
2021-04-13,30.17664
2021-04-14,33.82665
2021-04-15,38.56603
2021-04-16,38.00182
2021-04-17,5.71589
2021-04-18,4.83051
2021-04-19,38.19278
2021-04-20,39.44273
2021-04-21,35.21114
2021-04-22,69.66277
2021-04-23,59.62848
2021-04-24,8.46317
2021-04-25,8.50657
2021-04-26,46.76012
2021-04-27,41.37841
2021-04-28,46.63426
2021-04-29,45.61867
2021-04-30,37.43761
2021-05-01,4.63087
2021-05-02,3.70643
2021-05-03,35.96632
2021-05-04,33.68343
2021-05-05,5.65079
2021-05-06,33.47076
2021-05-07,29.43882
2021-05-08,3.93212
2021-05-09,3.13788
2021-05-10,31.96909
2021-05-11,31.29638
2021-05-12,30.45006
2021-05-13,36.34824
2021-05-14,30.72349
2021-05-15,3.91476
2021-05-16,3.25072
2021-05-17,36.71715
2021-05-18,32.65049
2021-05-19,4.42689
2021-05-20,35.78403
2021-05-21,33.41434
2021-05-22,3.52849
2021-05-23,2.88181
2021-05-24,28.33644
2021-05-25,26.88685
2021-05-26,26.23584
2021-05-27,42.38965
2021-05-28,42.15094
2021-05-29,4.88694
2021-05-30,6.94414
2021-05-31,47.35471
2021-06-01,35.51495
2021-06-02,47.26791
2021-06-03,41.1614
2021-06-04,34.1348
2021-06-05,3.88003
2021-06-06,3.14222
2021-06-07,33.74419
2021-06-08,32.53765
2021-06-09,38.73095
2021-06-10,37.61989
2021-06-11,34.50805
2021-06-12,4.75239
2021-06-13,4.60049
2021-06-14,30.77991
2021-06-15,29.98133
2021-06-16,28.99613
2021-06-17,34.31274
2021-06-18,38.59641
2021-06-19,5.54229
2021-06-20,4.37915
2021-06-21,36.07048
2021-06-22,35.44117
2021-06-23,44.03454
2021-06-24,43.89566
2021-06-25,44.25589
2021-06-26,8.71055
2021-06-27,7.93802
2021-06-28,39.44707
2021-06-29,40.17186
2021-06-30,35.16774
2021-07-01,50.10633
2021-07-02,40.27168
2021-07-03,8.18106
2021-07-04,7.16548
2021-07-05,38.68321
2021-07-06,35.55401
2021-07-07,32.16874
2021-07-08,31.83455
2021-07-09,31.32676
2021-07-10,4.57879
2021-07-11,3.59793
2021-07-12,31.30072
2021-07-13,32.1644
2021-07-14,31.83455
2021-07-15,31.33978
2021-07-16,27.37294
2021-07-17,3.75417
2021-07-18,3.64567
2021-07-19,26.54398
2021-07-20,30.56724
2021-07-21,29.85113
2021-07-22,39.32555
2021-07-23,33.81797
2021-07-24,4.78277
2021-07-25,4.53973
2021-07-26,27.31652
2021-07-27,30.71481
2021-07-28,40.73607
2021-07-29,51.94653
2021-07-30,36.13124
2021-07-31,5.29924
2021-08-01,4.21422
2021-08-02,31.76511
2021-08-03,29.40844
2021-08-04,32.21648
2021-08-05,30.04643
2021-08-06,28.00225
2021-08-07,3.74983
2021-08-08,3.41131
2021-08-09,25.71936
2021-08-10,23.68386
2021-08-11,26.07525
2021-08-12,23.86615
2021-08-13,29.39542
2021-08-14,3.61095
2021-08-15,2.74727
2021-08-16,4.81749
2021-08-17,23.29759
2021-08-18,29.00915
2021-08-19,24.53886
2021-08-20,23.4278
2021-08-21,3.90608
2021-08-22,3.49811
2021-08-23,26.39208
2021-08-24,27.98923
2021-08-25,39.24742
2021-08-26,51.92482
2021-08-27,53.43084
2021-08-28,7.96406
2021-08-29,8.10728
2021-08-30,55.87431
2021-08-31,52.28939
2021-09-01,40.57549
2021-09-02,44.74632
2021-09-03,45.54923
2021-09-04,5.90686
2021-09-05,5.12564
2021-09-06,70.30076
2021-09-07,58.6129
2021-09-08,56.17811
2021-09-09,53.80842
2021-09-10,51.34325
2021-09-11,6.3018
2021-09-12,5.2081
2021-09-13,42.51117
2021-09-14,42.52853
2021-09-15,39.76389
2021-09-16,48.50917
2021-09-17,43.16652
2021-09-18,5.8895
2021-09-19,3.87569
2021-09-20,4.18818
2021-09-21,3.82361
2021-09-22,3.93212
2021-09-23,39.31686
2021-09-24,39.72049
2021-09-25,6.00668
2021-09-26,4.80013
2021-09-27,43.93472
2021-09-28,72.00642
2021-09-29,72.28418
2021-09-30,60.73521
2021-10-01,58.5261
2021-10-02,6.8313
2021-10-03,5.64645
2021-10-04,8.64111
2021-10-05,55.4837
2021-10-06,52.69736
2021-10-07,70.96046
2021-10-08,52.51508
2021-10-09,6.06744
2021-10-10,4.89562
2021-10-11,8.62809
2021-10-12,55.63994
2021-10-13,47.91024
2021-10-14,46.51273
2021-10-15,40.73607
2021-10-16,4.84787
2021-10-17,3.55019
2021-10-18,37.57215
2021-10-19,40.05034
2021-10-20,34.81185
2021-10-21,33.40566
2021-10-22,32.12534
2021-10-23,3.98854
2021-10-24,3.18128
2021-10-25,34.03064
2021-10-26,32.4682
2021-10-27,33.48812
2021-10-28,41.26122
2021-10-29,34.1131
2021-10-30,4.0276
2021-10-31,3.58491
2021-11-01,32.02551
2021-11-02,32.28592
2021-11-03,30.94483
2021-11-04,34.81619
2021-11-05,30.71481
2021-11-06,4.40953
2021-11-07,3.84965
2021-11-08,31.70435
2021-11-09,29.86849
2021-11-10,30.85369
2021-11-11,29.1871
2021-11-12,34.45596
2021-11-13,4.62653
2021-11-14,3.94948
2021-11-15,32.55935
2021-11-16,30.41534
2021-11-17,28.32342
2021-11-18,27.47276
2021-11-19,25.86693
2021-11-20,3.87135
2021-11-21,3.11184
2021-11-22,27.65504
2021-11-23,26.76967
2021-11-24,24.57792
2021-11-25,22.59016
2021-11-26,23.87483
2021-11-27,3.95816
2021-11-28,3.35922
2021-11-29,26.79571
2021-11-30,25.83221
2021-12-01,27.39464
2021-12-02,31.62623
2021-12-03,30.29816
2021-12-04,3.73681
2021-12-05,3.27242
2021-12-06,28.36248
2021-12-07,29.67753
2021-12-08,29.59072
2021-12-09,28.60552
2021-12-10,26.43114
2021-12-11,5.52927
2021-12-12,5.54663
2021-12-13,32.39442
2021-12-14,26.82609
2021-12-15,32.65483
2021-12-16,29.59072
2021-12-17,27.08215
2021-12-18,4.12742
2021-12-19,3.84531
2021-12-20,24.57358
2021-12-21,27.05177
2021-12-22,24.55188
2021-12-23,25.09873
2021-12-24,22.39486
2021-12-25,4.72201
2021-12-26,5.143
2021-12-27,27.09083
2021-12-28,25.16817
2021-12-29,23.01115
2021-12-30,20.98433
2021-12-31,6.07178
2022-01-01,2.71255
2022-01-02,3.12486
2022-01-03,23.18909
2022-01-04,26.85213
2022-01-05,23.21947
2022-01-06,22.73772
2022-01-07,24.43904
2022-01-08,5.02148
2022-01-09,4.18384
2022-01-10,26.69588
2022-01-11,23.35402
2022-01-12,25.02929
2022-01-13,22.67262
2022-01-14,48.02308
2022-01-15,8.74094
2022-01-16,7.43891
2022-01-17,28.10641
2022-01-18,31.76511
2022-01-19,27.78959
2022-01-20,34.62957
2022-01-21,26.41378
2022-01-22,4.10138
2022-01-23,4.31838
2022-01-24,27.13857
2022-01-25,26.37906
2022-01-26,28.65327
2022-01-27,27.09083
2022-01-28,25.98411
2022-01-29,3.52415
2022-01-30,2.66481
2022-01-31,2.36534
2022-02-01,2.41308
2022-02-02,2.83841
2022-02-03,24.5649
2022-02-04,22.95907
2022-02-05,3.75417
2022-02-06,3.41999
2022-02-07,22.24295
2022-02-08,29.48656
2022-02-09,31.37884
2022-02-10,24.95551
2022-02-11,21.28379
2022-02-12,3.65869
2022-02-13,2.78633
2022-02-14,20.47654
2022-02-15,19.65192
2022-02-16,25.268
2022-02-17,25.97977
2022-02-18,28.3104
2022-02-19,4.97808
2022-02-20,4.79145
2022-02-21,37.12512
2022-02-22,35.28058
2022-02-23,42.06848
2022-02-24,33.59663
2022-02-25,46.07004
2022-02-26,8.37637
2022-02-27,6.51447
2022-02-28,37.63725
2022-03-01,5.65947
2022-03-02,48.7609
2022-03-03,39.60765
2022-03-04,33.3449
2022-03-05,4.80013
2022-03-06,3.97552
2022-03-07,33.4534
2022-03-08,33.22772
2022-03-09,5.2515
2022-03-10,32.3597
2022-03-11,32.82843
2022-03-12,7.01358
2022-03-13,5.64211
2022-03-14,39.66841
2022-03-15,31.99079
2022-03-16,33.16262
2022-03-17,35.67119
2022-03-18,33.28848
2022-03-19,5.52059
2022-03-20,4.14044
2022-03-21,29.2739
2022-03-22,28.86593
2022-03-23,28.77479
2022-03-24,38.73963
2022-03-25,32.60275
2022-03-26,5.60305
2022-03-27,3.47207
2022-03-28,27.91979
2022-03-29,28.3538
2022-03-30,27.06479
2022-03-31,25.42858
2022-04-01,22.29503
2022-04-02,2.72557
2022-04-03,2.49555
2022-04-04,24.78191
2022-04-05,26.04921
2022-04-06,22.16483
2022-04-07,20.56334
2022-04-08,24.06579
2022-04-09,3.46773
2022-04-10,2.60839
2022-04-11,21.89141
2022-04-12,20.68052
2022-04-13,22.69432
2022-04-14,20.90187
2022-04-15,21.88707
2022-04-16,3.83229
2022-04-17,3.15524
2022-04-18,27.00403
2022-04-19,22.20389
2022-04-20,24.17429
2022-04-21,23.77066
2022-04-22,19.01393
2022-04-23,2.34798
2022-04-24,2.2525
2022-04-25,17.92022
2022-04-26,19.66928
2022-04-27,19.6823
2022-04-28,23.80539
2022-04-29,33.2798
2022-04-30,5.17772
2022-05-01,3.80191
2022-05-02,34.37784
2022-05-03,27.06045
2022-05-04,22.30805
2022-05-05,3.35488
2022-05-06,24.98589
2022-05-07,3.11618
2022-05-08,2.73859
2022-05-09,21.07547
2022-05-10,20.35067
2022-05-11,21.32719
2022-05-12,19.85156
2022-05-13,20.05555
2022-05-14,3.20732
2022-05-15,2.32194
2022-05-16,20.28991
2022-05-17,26.4919
2022-05-18,25.16817
2022-05-19,23.18909
2022-05-20,31.63057
2022-05-21,4.97808
2022-05-22,3.82795
2022-05-23,23.77934
2022-05-24,20.95395
2022-05-25,24.80795
2022-05-26,100.0
2022-05-27,64.55014
2022-05-28,8.22446
2022-05-29,6.21934
2022-05-30,45.22373
2022-05-31,51.40835
2022-06-01,8.97964
2022-06-02,37.31608
2022-06-03,48.43105
2022-06-04,6.41465
2022-06-05,4.83485
2022-06-06,6.13254
2022-06-07,47.8625
2022-06-08,40.47133
2022-06-09,35.55835
2022-06-10,29.88585
2022-06-11,4.95638
2022-06-12,3.72379
2022-06-13,32.45084
2022-06-14,31.43092
2022-06-15,29.89887
2022-06-16,28.47532
2022-06-17,24.37828
2022-06-18,3.26374
2022-06-19,2.68651
2022-06-20,29.48656
2022-06-21,32.71559
2022-06-22,28.74007
2022-06-23,38.0539
2022-06-24,32.02117
2022-06-25,4.23158
2022-06-26,3.40263
2022-06-27,28.93971
2022-06-28,47.24187
2022-06-29,49.45531
2022-06-30,47.27659
2022-07-01,37.29872
2022-07-02,5.21244
2022-07-03,4.98242
2022-07-04,39.68143
2022-07-05,33.76589
2022-07-06,42.12056
2022-07-07,33.81797
2022-07-08,30.90143
2022-07-09,3.97552
2022-07-10,2.99032
2022-07-11,28.28436
2022-07-12,24.44338
2022-07-13,27.03007
2022-07-14,27.31652
2022-07-15,24.46508
2022-07-16,4.0493
2022-07-17,3.2594
2022-07-18,28.49268
2022-07-19,27.55522
2022-07-20,27.16027
2022-07-21,25.32008
2022-07-22,22.26031
2022-07-23,3.63265
2022-07-24,2.92956
2022-07-25,61.11279
2022-07-26,35.79705
2022-07-27,29.60808
2022-07-28,38.34034
2022-07-29,45.6534
2022-07-30,6.0631
2022-07-31,5.0345
2022-08-01,37.92804
2022-08-02,29.74263
2022-08-03,31.41356
2022-08-04,29.99869
2022-08-05,33.17998
2022-08-06,4.48765
2022-08-07,3.57623
2022-08-08,36.13992
2022-08-09,31.07504
2022-08-10,43.09708
2022-08-11,42.82366
2022-08-12,32.0776
2022-08-13,4.0059
2022-08-14,3.62831
2022-08-15,3.99288
2022-08-16,34.92469
2022-08-17,32.72861
2022-08-18,28.09339
2022-08-19,27.4988
2022-08-20,3.1943
2022-08-21,2.87747
2022-08-22,24.44772
2022-08-23,54.61134
2022-08-24,42.82366
2022-08-25,41.02252
2022-08-26,32.00381
2022-08-27,4.44859
2022-08-28,3.15524
2022-08-29,31.92135
2022-08-30,30.44572
2022-08-31,32.17742
2022-09-01,32.98901
2022-09-02,29.71225
2022-09-03,3.68039
2022-09-04,3.47641
2022-09-05,27.88941
2022-09-06,28.5708
2022-09-07,26.72193
2022-09-08,27.23406
2022-09-09,3.97118
2022-09-10,2.77331
2022-09-11,2.90351
2022-09-12,10.62453
2022-09-13,36.16596
2022-09-14,31.02729
2022-09-15,95.39516
2022-09-16,54.14261
2022-09-17,6.52749
2022-09-18,4.68729
2022-09-19,34.97678
2022-09-20,32.77201
2022-09-21,31.41356
2022-09-22,35.48457
2022-09-23,33.43604
2022-09-24,4.60483
2022-09-25,3.49811
2022-09-26,29.92491
2022-09-27,31.11844
2022-09-28,31.86927
2022-09-29,33.46208
2022-09-30,28.19756
2022-10-01,3.63265
2022-10-02,2.79501
2022-10-03,3.15958
2022-10-04,30.4327
2022-10-05,26.69588
2022-10-06,28.28436
2022-10-07,24.22203
2022-10-08,2.93824
2022-10-09,2.0138
2022-10-10,3.34186
2022-10-11,22.79848
2022-10-12,23.10229
2022-10-13,21.15793
2022-10-14,22.5511
2022-10-15,3.42867
2022-10-16,2.26552
2022-10-17,24.3262
2022-10-18,33.3883
2022-10-19,32.54633
2022-10-20,24.80361
2022-10-21,23.33666
2022-10-22,3.05108
2022-10-23,2.50857
2022-10-24,26.95195
2022-10-25,23.43648
2022-10-26,26.37472
2022-10-27,27.45106
2022-10-28,24.46074
2022-10-29,3.97552
2022-10-30,2.65613
2022-10-31,22.22125
2022-11-01,23.5146
2022-11-02,23.22381
2022-11-03,20.98867
2022-11-04,20.776
2022-11-05,2.74727
2022-11-06,1.80547
2022-11-07,23.34968
2022-11-08,22.71168
2022-11-09,25.67162
2022-11-10,23.341
2022-11-11,26.70891
2022-11-12,3.72813
2022-11-13,2.68217
2022-11-14,27.45106
2022-11-15,23.61008
2022-11-16,22.4643
2022-11-17,19.86024
2022-11-18,18.44103
2022-11-19,1.93133
2022-11-20,1.54507
2022-11-21,16.17985
2022-11-22,15.71546
2022-11-23,22.04765
2022-11-24,51.33457
2022-11-25,27.76355
2022-11-26,3.09882
2022-11-27,2.61273
2022-11-28,22.6379
2022-11-29,20.36369
2022-11-30,20.33765
2022-12-01,20.63278
2022-12-02,16.54876
2022-12-03,2.23948
2022-12-04,2.03116
2022-12-05,18.21969
2022-12-06,16.36647
2022-12-07,18.44537
2022-12-08,17.5383
2022-12-09,16.25797
2022-12-10,1.90963
2022-12-11,1.80981
2022-12-12,16.24495
2022-12-13,15.82396
2022-12-14,17.53396
2022-12-15,15.7849
2022-12-16,15.10351
2022-12-17,2.01814
2022-12-18,1.62753
2022-12-19,13.79714
2022-12-20,14.24417
2022-12-21,14.43079
2022-12-22,14.81272
2022-12-23,14.40041
2022-12-24,1.86189
2022-12-25,1.57111
2022-12-26,14.96462
2022-12-27,15.5679
2022-12-28,15.02538
2022-12-29,16.81784
2022-12-30,5.36435
2022-12-31,1.64055
2023-01-01,1.43222
2023-01-02,16.62254
2023-01-03,16.40553
2023-01-04,16.7918
2023-01-05,17.59472
2023-01-06,16.08003
2023-01-07,2.2308
2023-01-08,1.96606
2023-01-09,18.10251
2023-01-10,16.96106
2023-01-11,16.57914
2023-01-12,20.91923
2023-01-13,18.79692
2023-01-14,2.23514
2023-01-15,1.75773
2023-01-16,16.39251
2023-01-17,19.45662
2023-01-18,16.73972
2023-01-19,16.6616
2023-01-20,14.18341
2023-01-21,1.63621
2023-01-22,1.31938
2023-01-23,1.82717
2023-01-24,1.90963
2023-01-25,16.82218
2023-01-26,18.8924
2023-01-27,17.50358
2023-01-28,2.25684
2023-01-29,2.49121
2023-01-30,15.97586
2023-01-31,15.11219
2023-02-01,15.23371
2023-02-02,20.91489
2023-02-03,18.22837
2023-02-04,1.82717
2023-02-05,1.46261
2023-02-06,16.09739
2023-02-07,16.10607
2023-02-08,18.51482
2023-02-09,16.92634
2023-02-10,14.50457
2023-02-11,2.2525
2023-02-12,1.55809
2023-02-13,14.17473
2023-02-14,14.15303
2023-02-15,12.9812
2023-02-16,17.16505
2023-02-17,14.44381
2023-02-18,1.75339
2023-02-19,2.72123
2023-02-20,15.98454
2023-02-21,17.39941
2023-02-22,14.50457
2023-02-23,15.7849
2023-02-24,15.6764
2023-02-25,1.63187
2023-02-26,1.23258
2023-02-27,12.97686
2023-02-28,13.49333
2023-03-01,2.43045
2023-03-02,20.68052
2023-03-03,16.93068
2023-03-04,1.97908
2023-03-05,1.69263
2023-03-06,15.96284
2023-03-07,17.45149
2023-03-08,18.85334
2023-03-09,17.65548
2023-03-10,18.40197
2023-03-11,2.63443
2023-03-12,2.17872
2023-03-13,16.44025
2023-03-14,13.89696
2023-03-15,15.49411
2023-03-16,13.15915
2023-03-17,13.71902
2023-03-18,1.55375
2023-03-19,1.63621
2023-03-20,16.65292
2023-03-21,21.414
2023-03-22,27.06479
2023-03-23,20.78902
2023-03-24,15.90208
2023-03-25,2.06154
2023-03-26,1.51903
2023-03-27,14.00546
2023-03-28,16.44025
2023-03-29,17.16071
2023-03-30,17.777
2023-03-31,18.44972
2023-04-01,1.93133
2023-04-02,1.67961
2023-04-03,16.91332
2023-04-04,20.07725
2023-04-05,16.54876
2023-04-06,17.02617
2023-04-07,17.25185
2023-04-08,2.88181
2023-04-09,2.24382
2023-04-10,17.15203
2023-04-11,18.79258
2023-04-12,17.57302
2023-04-13,20.65882
2023-04-14,18.16761
2023-04-15,2.2091
2023-04-16,2.67783
2023-04-17,25.51972
2023-04-18,21.8046
2023-04-19,20.18141
2023-04-20,18.94015
2023-04-21,20.94961
2023-04-22,3.75417
2023-04-23,2.80803
2023-04-24,24.06145
2023-04-25,25.58916
2023-04-26,22.77244
2023-04-27,17.94192
2023-04-28,11.12798
2023-04-29,1.80113
2023-04-30,1.1588
2023-05-01,2.90351
2023-05-02,7.82518
2023-05-03,5.78533
2023-05-04,4.84353
2023-05-05,1.1805
2023-05-06,0.76385
2023-05-07,2.10928
2023-05-08,5.95026
2023-05-09,4.47897
2023-05-10,4.2663
2023-05-11,3.86701
2023-05-12,3.58925
2023-05-13,0.72913
2023-05-14,0.66837
2023-05-15,4.10138
2023-05-16,3.44603
2023-05-17,3.07712
2023-05-18,3.28978
2023-05-19,3.06844
2023-05-20,0.60327
2023-05-21,0.64667
2023-05-22,3.72813
2023-05-23,3.16826
2023-05-24,2.95126
2023-05-25,2.88181
2023-05-26,3.216
2023-05-27,1.04162
2023-05-28,1.27598
2023-05-29,1.87057
