date,파이코인시세
2020-12-16,3.83923
2020-12-17,6.59868
2020-12-18,4.19916
2020-12-19,5.06898
2020-12-20,4.73905
2020-12-21,4.28914
2020-12-22,5.81883
2020-12-23,5.21895
2020-12-24,4.01919
2020-12-25,4.13917
2020-12-26,5.36892
2020-12-27,5.09898
2020-12-28,6.4787
2020-12-29,5.93881
2020-12-30,5.63887
2020-12-31,6.9886
2021-01-01,6.08878
2021-01-02,7.70845
2021-01-03,11.36772
2021-01-04,9.77804
2021-01-05,10.34793
2021-01-06,12.23755
2021-01-07,10.9778
2021-01-08,12.32753
2021-01-09,12.68746
2021-01-10,11.27774
2021-01-11,11.90761
2021-01-12,11.09778
2021-01-13,13.16736
2021-01-14,12.92741
2021-01-15,14.39712
2021-01-16,10.01799
2021-01-17,13.94721
2021-01-18,16.94661
2021-01-19,16.4967
2021-01-20,15.68686
2021-01-21,17.9964
2021-01-22,18.4763
2021-01-23,19.70605
2021-01-24,17.84643
2021-01-25,20.51589
2021-01-26,17.4565
2021-01-27,19.94601
2021-01-28,17.21655
2021-01-29,16.76664
2021-01-30,14.00719
2021-01-31,16.28674
2021-02-01,18.02639
2021-02-02,17.00659
2021-02-03,16.58668
2021-02-04,14.967
2021-02-05,13.91721
2021-02-06,13.01739
2021-02-07,14.78704
2021-02-08,19.34613
2021-02-09,22.16556
2021-02-10,17.21655
2021-02-11,16.31673
2021-02-12,17.81643
2021-02-13,17.30653
2021-02-14,18.89622
2021-02-15,23.24535
2021-02-16,23.09538
2021-02-17,33.02339
2021-02-18,38.51229
2021-02-19,30.9538
2021-02-20,33.02339
2021-02-21,34.4631
2021-02-22,34.91301
2021-02-23,31.37372
2021-02-24,28.16436
2021-02-25,26.63467
2021-02-26,24.26514
2021-02-27,21.35572
2021-02-28,19.76604
2021-03-01,20.54589
2021-03-02,21.9856
2021-03-03,22.9754
2021-03-04,21.17576
2021-03-05,15.41691
2021-03-06,20.69586
2021-03-07,20.69586
2021-03-08,23.60527
2021-03-09,23.42531
2021-03-10,22.73545
2021-03-11,27.9544
2021-03-12,23.36532
2021-03-13,23.57528
2021-03-14,28.82423
2021-03-15,31.43371
2021-03-16,33.71325
2021-03-17,28.88422
2021-03-18,28.79424
2021-03-19,27.41451
2021-03-20,24.08518
2021-03-21,27.17456
2021-03-22,29.30413
2021-03-23,26.72465
2021-03-24,27.11457
2021-03-25,25.76484
2021-03-26,24.32513
2021-03-27,22.88542
2021-03-28,20.18596
2021-03-29,24.11517
2021-03-30,25.22495
2021-03-31,27.71445
2021-04-01,29.54409
2021-04-02,28.55428
2021-04-03,26.81463
2021-04-04,27.56448
2021-04-05,30.62387
2021-04-06,29.75404
2021-04-07,27.71445
2021-04-08,25.73485
2021-04-09,29.33413
2021-04-10,24.50509
2021-04-11,24.50509
2021-04-12,30.44391
2021-04-13,31.40371
2021-04-14,33.71325
2021-04-15,32.72345
2021-04-16,43.10137
2021-04-17,41.06178
2021-04-18,37.70245
2021-04-19,46.79064
2021-04-20,51.16976
2021-04-21,53.86922
2021-04-22,47.27054
2021-04-23,39.23215
2021-04-24,35.90281
2021-04-25,32.57348
2021-04-26,39.29214
2021-04-27,38.75224
2021-04-28,35.42291
2021-04-29,38.18236
2021-04-30,33.56328
2021-05-01,30.26394
2021-05-02,26.9946
2021-05-03,34.4931
2021-05-04,35.72285
2021-05-05,35.81283
2021-05-06,36.05278
2021-05-07,36.56268
2021-05-08,32.78344
2021-05-09,32.60347
2021-05-10,38.57228
2021-05-11,33.89322
2021-05-12,34.73305
2021-05-13,34.28314
2021-05-14,31.01379
2021-05-15,24.23515
2021-05-16,25.19496
2021-05-17,33.44331
2021-05-18,28.4943
2021-05-19,23.63527
2021-05-20,26.63467
2021-05-21,23.9952
2021-05-22,20.72585
2021-05-23,21.68566
2021-05-24,23.4853
2021-05-25,22.70545
2021-05-26,23.21535
2021-05-27,23.00539
2021-05-28,21.74565
2021-05-29,19.67606
2021-05-30,21.05578
2021-05-31,21.50569
2021-06-01,18.92621
2021-06-02,20.36592
2021-06-03,21.80563
2021-06-04,17.78644
2021-06-05,16.70665
2021-06-06,20.63587
2021-06-07,24.56508
2021-06-08,22.67546
2021-06-09,20.75584
2021-06-10,20.54589
2021-06-11,19.37612
2021-06-12,14.57708
2021-06-13,16.07678
2021-06-14,17.24655
2021-06-15,19.10617
2021-06-16,17.81643
2021-06-17,19.43611
2021-06-18,17.36652
2021-06-19,13.04739
2021-06-20,12.50749
2021-06-21,17.60647
2021-06-22,16.34673
2021-06-23,16.43671
2021-06-24,15.20695
2021-06-25,13.73725
2021-06-26,10.9778
2021-06-27,12.44751
2021-06-28,16.40671
2021-06-29,17.60647
2021-06-30,13.37732
2021-07-01,11.63767
2021-07-02,13.55728
2021-07-03,11.36772
2021-07-04,11.9976
2021-07-05,12.9574
2021-07-06,9.89802
2021-07-07,10.40791
2021-07-08,11.12777
2021-07-09,11.33773
2021-07-10,9.65806
2021-07-11,9.23815
2021-07-12,9.77804
2021-07-13,11.60767
2021-07-14,9.89802
2021-07-15,10.67786
2021-07-16,10.31793
2021-07-17,8.18836
2021-07-18,11.42771
2021-07-19,12.11757
2021-07-20,11.36772
2021-07-21,9.77804
2021-07-22,11.69766
2021-07-23,10.55788
2021-07-24,7.94841
2021-07-25,9.53809
2021-07-26,11.66766
2021-07-27,10.28794
2021-07-28,9.26814
2021-07-29,10.79784
2021-07-30,9.26814
2021-07-31,9.11817
2021-08-01,8.00839
2021-08-02,9.59808
2021-08-03,10.85782
2021-08-04,9.26814
2021-08-05,9.988
2021-08-06,9.35812
2021-08-07,9.38812
2021-08-08,11.21775
2021-08-09,10.67786
2021-08-10,12.02759
2021-08-11,12.11757
2021-08-12,11.78764
2021-08-13,11.51769
2021-08-14,11.87762
2021-08-15,11.18776
2021-08-16,11.42771
2021-08-17,13.16736
2021-08-18,11.81763
2021-08-19,11.78764
2021-08-20,10.73785
2021-08-21,10.16796
2021-08-22,11.12777
2021-08-23,13.37732
2021-08-24,11.9976
2021-08-25,10.79784
2021-08-26,11.36772
2021-08-27,8.84823
2021-08-28,9.65806
2021-08-29,9.62807
2021-08-30,10.43791
2021-08-31,11.30773
2021-09-01,9.958
2021-09-02,11.90761
2021-09-03,9.71805
2021-09-04,9.92801
2021-09-05,11.12777
2021-09-06,13.16736
2021-09-07,10.4979
2021-09-08,9.988
2021-09-09,10.34793
2021-09-10,9.62807
2021-09-11,9.11817
2021-09-12,9.11817
2021-09-13,10.52789
2021-09-14,10.43791
2021-09-15,11.21775
2021-09-16,11.03779
2021-09-17,9.86802
2021-09-18,8.39832
2021-09-19,8.15836
2021-09-20,8.15836
2021-09-21,9.86802
2021-09-22,10.79784
2021-09-23,13.01739
2021-09-24,11.66766
2021-09-25,10.19796
2021-09-26,10.73785
2021-09-27,13.73725
2021-09-28,11.90761
2021-09-29,11.15776
2021-09-30,10.19796
2021-10-01,11.69766
2021-10-02,9.83803
2021-10-03,10.61787
2021-10-04,12.02759
2021-10-05,14.03719
2021-10-06,12.17756
2021-10-07,11.30773
2021-10-08,8.9682
2021-10-09,9.05818
2021-10-10,10.64787
2021-10-11,11.81763
2021-10-12,12.59748
2021-10-13,13.37732
2021-10-14,14.15716
2021-10-15,13.55728
2021-10-16,12.65746
2021-10-17,12.65746
2021-10-18,14.09718
2021-10-19,14.69706
2021-10-20,14.84703
2021-10-21,15.05698
2021-10-22,12.62747
2021-10-23,9.23815
2021-10-24,10.4979
2021-10-25,11.63767
2021-10-26,11.84763
2021-10-27,12.74745
2021-10-28,11.87762
2021-10-29,14.30713
2021-10-30,11.93761
2021-10-31,11.00779
2021-11-01,16.82663
2021-11-02,14.75704
2021-11-03,14.15716
2021-11-04,14.03719
2021-11-05,13.16736
2021-11-06,11.27774
2021-11-07,11.27774
2021-11-08,15.23695
2021-11-09,14.81703
2021-11-10,15.41691
2021-11-11,13.79724
2021-11-12,12.4775
2021-11-13,11.78764
2021-11-14,12.32753
2021-11-15,16.28674
2021-11-16,14.997
2021-11-17,21.89562
2021-11-18,18.71625
2021-11-19,16.28674
2021-11-20,13.25734
2021-11-21,16.19676
2021-11-22,17.81643
2021-11-23,16.64667
2021-11-24,14.967
2021-11-25,16.88662
2021-11-26,15.14697
2021-11-27,12.9574
2021-11-28,15.77684
2021-11-29,17.9664
2021-11-30,15.23695
2021-12-01,14.87702
2021-12-02,15.17696
2021-12-03,15.77684
2021-12-04,14.54709
2021-12-05,15.89682
2021-12-06,18.35632
2021-12-07,19.37612
2021-12-08,18.80623
2021-12-09,21.08578
2021-12-10,18.74625
2021-12-11,22.01559
2021-12-12,18.56628
2021-12-13,22.31553
2021-12-14,19.82603
2021-12-15,17.24655
2021-12-16,17.36652
2021-12-17,16.79664
2021-12-18,13.94721
2021-12-19,15.80683
2021-12-20,19.43611
2021-12-21,19.25614
2021-12-22,18.02639
2021-12-23,17.90641
2021-12-24,16.4667
2021-12-25,14.00719
2021-12-26,15.05698
2021-12-27,17.18656
2021-12-28,18.05638
2021-12-29,26.15476
2021-12-30,23.42531
2021-12-31,16.55668
2022-01-01,14.63707
2022-01-02,16.22675
2022-01-03,15.32693
2022-01-04,16.55668
2022-01-05,16.19676
2022-01-06,14.87702
2022-01-07,12.44751
2022-01-08,13.70725
2022-01-09,16.13677
2022-01-10,17.24655
2022-01-11,16.43671
2022-01-12,15.56688
2022-01-13,14.09718
2022-01-14,14.42711
2022-01-15,14.54709
2022-01-16,17.09658
2022-01-17,17.42651
2022-01-18,15.56688
2022-01-19,14.78704
2022-01-20,14.967
2022-01-21,12.9874
2022-01-22,12.11757
2022-01-23,13.10737
2022-01-24,12.89742
2022-01-25,13.70725
2022-01-26,12.50749
2022-01-27,11.93761
2022-01-28,11.9976
2022-01-29,10.4979
2022-01-30,12.02759
2022-01-31,13.37732
2022-02-01,12.89742
2022-02-02,12.44751
2022-02-03,16.28674
2022-02-04,15.77684
2022-02-05,16.40671
2022-02-06,15.56688
2022-02-07,17.00659
2022-02-08,16.4967
2022-02-09,15.62687
2022-02-10,13.37732
2022-02-11,12.65746
2022-02-12,10.82783
2022-02-13,12.53749
2022-02-14,14.66706
2022-02-15,14.33713
2022-02-16,13.67726
2022-02-17,13.73725
2022-02-18,13.85722
2022-02-19,15.59688
2022-02-20,14.21715
2022-02-21,16.22675
2022-02-22,16.73665
2022-02-23,14.57708
2022-02-24,12.89742
2022-02-25,11.63767
2022-02-26,10.01799
2022-02-27,12.41751
2022-02-28,13.94721
2022-03-01,13.4673
2022-03-02,17.69646
2022-03-03,18.44631
2022-03-04,15.68686
2022-03-05,12.56748
2022-03-06,13.43731
2022-03-07,13.91721
2022-03-08,13.88722
2022-03-09,11.30773
2022-03-10,14.06718
2022-03-11,12.4775
2022-03-12,15.53689
2022-03-13,22.07558
2022-03-14,23.39532
2022-03-15,18.89622
2022-03-16,20.69586
2022-03-17,15.20695
2022-03-18,14.00719
2022-03-19,11.60767
2022-03-20,11.57768
2022-03-21,11.93761
2022-03-22,12.26754
2022-03-23,11.93761
2022-03-24,10.76784
2022-03-25,9.89802
2022-03-26,10.34793
2022-03-27,9.23815
2022-03-28,11.9976
2022-03-29,10.94781
2022-03-30,11.06778
2022-03-31,10.76784
2022-04-01,10.73785
2022-04-02,8.42831
2022-04-03,7.88842
2022-04-04,10.82783
2022-04-05,11.93761
2022-04-06,10.40791
2022-04-07,9.59808
2022-04-08,10.04799
2022-04-09,10.22795
2022-04-10,8.75824
2022-04-11,11.4877
2022-04-12,9.05818
2022-04-13,9.23815
2022-04-14,7.91841
2022-04-15,7.82843
2022-04-16,7.22855
2022-04-17,8.15836
2022-04-18,9.80803
2022-04-19,10.34793
2022-04-20,10.10797
2022-04-21,8.87822
2022-04-22,8.63827
2022-04-23,7.61847
2022-04-24,8.60827
2022-04-25,8.81823
2022-04-26,10.55788
2022-04-27,10.67786
2022-04-28,9.53809
2022-04-29,9.41811
2022-04-30,8.39832
2022-05-01,7.94841
2022-05-02,8.84823
2022-05-03,9.77804
2022-05-04,7.67846
2022-05-05,7.64847
2022-05-06,8.4583
2022-05-07,7.61847
2022-05-08,8.36832
2022-05-09,10.10797
2022-05-10,8.9982
2022-05-11,9.65806
2022-05-12,10.25794
2022-05-13,10.52789
2022-05-14,9.23815
2022-05-15,7.88842
2022-05-16,11.00779
2022-05-17,10.04799
2022-05-18,11.09778
2022-05-19,9.988
2022-05-20,8.66826
2022-05-21,7.91841
2022-05-22,7.58848
2022-05-23,9.59808
2022-05-24,10.25794
2022-05-25,9.958
2022-05-26,9.44811
2022-05-27,9.26814
2022-05-28,9.14817
2022-05-29,7.94841
2022-05-30,9.26814
2022-05-31,8.90821
2022-06-01,7.58848
2022-06-02,7.43851
2022-06-03,6.80863
2022-06-04,7.13857
2022-06-05,5.60887
2022-06-06,7.37852
2022-06-07,8.69826
2022-06-08,8.21835
2022-06-09,8.09838
2022-06-10,6.9586
2022-06-11,7.64847
2022-06-12,9.08818
2022-06-13,9.77804
2022-06-14,10.64787
2022-06-15,10.28794
2022-06-16,10.07798
2022-06-17,10.07798
2022-06-18,8.12837
2022-06-19,10.79784
2022-06-20,13.40731
2022-06-21,12.11757
2022-06-22,11.39772
2022-06-23,9.4781
2022-06-24,7.91841
2022-06-25,7.25854
2022-06-26,7.67846
2022-06-27,9.59808
2022-06-28,11.51769
2022-06-29,14.4571
2022-06-30,15.80683
2022-07-01,12.71745
2022-07-02,9.08818
2022-07-03,10.43791
2022-07-04,12.11757
2022-07-05,12.26754
2022-07-06,10.40791
2022-07-07,10.04799
2022-07-08,9.02819
2022-07-09,8.03839
2022-07-10,7.73845
2022-07-11,10.88782
2022-07-12,10.52789
2022-07-13,18.50629
2022-07-14,18.80623
2022-07-15,17.24655
2022-07-16,13.19736
2022-07-17,14.4871
2022-07-18,18.71625
2022-07-19,17.9664
2022-07-20,15.38692
2022-07-21,15.80683
2022-07-22,14.72705
2022-07-23,11.42771
2022-07-24,11.4577
2022-07-25,14.24715
2022-07-26,15.74685
2022-07-27,15.02699
2022-07-28,16.88662
2022-07-29,12.77744
2022-07-30,11.27774
2022-07-31,11.93761
2022-08-01,14.24715
2022-08-02,11.9676
2022-08-03,12.53749
2022-08-04,12.9874
2022-08-05,11.27774
2022-08-06,9.08818
2022-08-07,11.06778
2022-08-08,13.73725
2022-08-09,12.65746
2022-08-10,11.15776
2022-08-11,12.38752
2022-08-12,11.90761
2022-08-13,10.82783
2022-08-14,12.77744
2022-08-15,12.59748
2022-08-16,14.87702
2022-08-17,14.09718
2022-08-18,13.16736
2022-08-19,11.30773
2022-08-20,10.82783
2022-08-21,11.30773
2022-08-22,10.76784
2022-08-23,12.32753
2022-08-24,13.10737
2022-08-25,13.4973
2022-08-26,12.53749
2022-08-27,10.43791
2022-08-28,10.4979
2022-08-29,14.00719
2022-08-30,13.22735
2022-08-31,11.63767
2022-09-01,10.94781
2022-09-02,10.19796
2022-09-03,8.21835
2022-09-04,9.80803
2022-09-05,8.78824
2022-09-06,8.93821
2022-09-07,9.50809
2022-09-08,9.08818
2022-09-09,8.00839
2022-09-10,9.20815
2022-09-11,10.01799
2022-09-12,9.988
2022-09-13,12.56748
2022-09-14,11.54769
2022-09-15,11.4877
2022-09-16,9.77804
2022-09-17,8.33833
2022-09-18,7.79844
2022-09-19,9.26814
2022-09-20,9.38812
2022-09-21,9.92801
2022-09-22,8.06838
2022-09-23,9.23815
2022-09-24,7.91841
2022-09-25,8.9682
2022-09-26,9.59808
2022-09-27,9.4781
2022-09-28,9.65806
2022-09-29,10.19796
2022-09-30,9.14817
2022-10-01,7.16856
2022-10-02,7.13857
2022-10-03,8.00839
2022-10-04,8.27834
2022-10-05,10.07798
2022-10-06,9.4781
2022-10-07,9.08818
2022-10-08,6.77864
2022-10-09,7.40851
2022-10-10,8.69826
2022-10-11,8.42831
2022-10-12,9.26814
2022-10-13,9.14817
2022-10-14,9.74805
2022-10-15,8.4883
2022-10-16,7.88842
2022-10-17,10.52789
2022-10-18,9.32813
2022-10-19,10.16796
2022-10-20,8.21835
2022-10-21,8.24835
2022-10-22,7.55848
2022-10-23,7.34853
2022-10-24,8.72825
2022-10-25,8.4883
2022-10-26,7.9784
2022-10-27,10.28794
2022-10-28,8.66826
2022-10-29,9.20815
2022-10-30,8.03839
2022-10-31,9.20815
2022-11-01,9.20815
2022-11-02,8.4883
2022-11-03,8.27834
2022-11-04,8.42831
2022-11-05,8.39832
2022-11-06,7.34853
2022-11-07,8.66826
2022-11-08,9.05818
2022-11-09,9.38812
2022-11-10,8.9982
2022-11-11,9.11817
2022-11-12,8.63827
2022-11-13,8.63827
2022-11-14,11.18776
2022-11-15,9.26814
2022-11-16,8.4883
2022-11-17,8.54829
2022-11-18,7.61847
2022-11-19,6.59868
2022-11-20,7.25854
2022-11-21,8.78824
2022-11-22,7.61847
2022-11-23,8.03839
2022-11-24,7.37852
2022-11-25,7.67846
2022-11-26,6.74865
2022-11-27,6.02879
2022-11-28,6.9886
2022-11-29,8.60827
2022-11-30,7.94841
2022-12-01,7.31853
2022-12-02,5.9688
2022-12-03,5.57888
2022-12-04,6.35872
2022-12-05,7.07858
2022-12-06,6.59868
2022-12-07,8.24835
2022-12-08,9.11817
2022-12-09,7.4685
2022-12-10,7.43851
2022-12-11,7.55848
2022-12-12,6.9886
2022-12-13,7.58848
2022-12-14,7.10857
2022-12-15,7.79844
2022-12-16,7.85842
2022-12-17,6.92861
2022-12-18,6.32873
2022-12-19,8.36832
2022-12-20,6.9886
2022-12-21,6.71865
2022-12-22,5.39892
2022-12-23,5.69886
2022-12-24,5.78884
2022-12-25,5.60887
2022-12-26,8.81823
2022-12-27,8.4883
2022-12-28,7.64847
2022-12-29,28.88422
2022-12-30,45.38092
2022-12-31,31.10377
2023-01-01,21.9856
2023-01-02,27.4745
2023-01-03,24.80503
2023-01-04,21.89562
2023-01-05,19.76604
2023-01-06,18.53629
2023-01-07,16.28674
2023-01-08,17.00659
2023-01-09,23.42531
2023-01-10,21.17576
2023-01-11,20.63587
2023-01-12,19.04619
2023-01-13,19.07618
2023-01-14,19.01619
2023-01-15,14.06718
2023-01-16,18.89622
2023-01-17,20.72585
2023-01-18,18.20635
2023-01-19,16.43671
2023-01-20,14.78704
2023-01-21,15.59688
2023-01-22,14.84703
2023-01-23,14.63707
2023-01-24,16.43671
2023-01-25,20.30593
2023-01-26,21.4757
2023-01-27,20.21595
2023-01-28,15.74685
2023-01-29,15.29694
2023-01-30,19.25614
2023-01-31,18.14637
2023-02-01,16.4667
2023-02-02,15.44691
2023-02-03,16.10677
2023-02-04,15.41691
2023-02-05,13.10737
2023-02-06,16.55668
2023-02-07,17.27654
2023-02-08,17.12657
2023-02-09,15.44691
2023-02-10,13.91721
2023-02-11,11.36772
2023-02-12,12.05758
2023-02-13,13.58728
2023-02-14,13.64727
2023-02-15,13.85722
2023-02-16,13.85722
2023-02-17,15.26694
2023-02-18,14.72705
2023-02-19,13.55728
2023-02-20,16.88662
2023-02-21,16.19676
2023-02-22,15.29694
2023-02-23,14.12717
2023-02-24,14.12717
2023-02-25,13.37732
2023-02-26,12.02759
2023-02-27,12.68746
2023-02-28,13.85722
2023-03-01,10.94781
2023-03-02,13.28734
2023-03-03,11.66766
2023-03-04,9.80803
2023-03-05,10.67786
2023-03-06,11.33773
2023-03-07,13.31733
2023-03-08,11.4577
2023-03-09,10.70785
2023-03-10,12.14757
2023-03-11,9.4781
2023-03-12,10.31793
2023-03-13,12.26754
2023-03-14,14.57708
2023-03-15,18.83623
2023-03-16,15.14697
2023-03-17,14.967
2023-03-18,11.51769
2023-03-19,11.24775
2023-03-20,12.44751
2023-03-21,12.56748
2023-03-22,11.93761
2023-03-23,10.91781
2023-03-24,11.72765
2023-03-25,8.63827
2023-03-26,10.25794
2023-03-27,11.15776
2023-03-28,11.00779
2023-03-29,10.82783
2023-03-30,11.27774
2023-03-31,10.9778
2023-04-01,9.32813
2023-04-02,9.14817
2023-04-03,11.06778
2023-04-04,11.9976
2023-04-05,10.61787
2023-04-06,10.22795
2023-04-07,10.61787
2023-04-08,8.03839
2023-04-09,9.44811
2023-04-10,12.32753
2023-04-11,12.89742
2023-04-12,11.69766
2023-04-13,11.4577
2023-04-14,11.18776
2023-04-15,9.77804
2023-04-16,11.09778
2023-04-17,12.08758
2023-04-18,11.18776
2023-04-19,9.50809
2023-04-20,10.01799
2023-04-21,9.11817
2023-04-22,7.73845
2023-04-23,8.78824
2023-04-24,9.65806
2023-04-25,10.34793
2023-04-26,10.13797
2023-04-27,9.17816
2023-04-28,9.29814
2023-04-29,7.10857
2023-04-30,8.12837
2023-05-01,8.27834
2023-05-02,8.66826
2023-05-03,8.9682
2023-05-04,8.60827
2023-05-05,8.60827
2023-05-06,8.90821
2023-05-07,9.71805
2023-05-08,10.40791
2023-05-09,11.51769
2023-05-10,11.4877
2023-05-11,10.94781
2023-05-12,11.30773
2023-05-13,10.34793
2023-05-14,9.62807
2023-05-15,9.86802
2023-05-16,11.57768
2023-05-17,11.60767
2023-05-18,11.30773
2023-05-19,11.63767
2023-05-20,8.66826
2023-05-21,10.73785
2023-05-22,13.07738
2023-05-23,12.59748
2023-05-24,12.44751
2023-05-25,12.20755
2023-05-26,11.60767
2023-05-27,9.26814
2023-05-28,10.01799
2023-05-29,11.03779
