date,꽁돈
2020-06-23,29.41176
2020-06-24,35.29411
2020-06-25,40.58823
2020-06-26,46.47058
2020-06-27,41.17647
2020-06-28,36.47058
2020-06-29,40.0
2020-06-30,42.94117
2020-07-01,37.05882
2020-07-02,42.94117
2020-07-03,43.52941
2020-07-04,31.17647
2020-07-05,34.70588
2020-07-06,46.47058
2020-07-07,49.41176
2020-07-08,43.52941
2020-07-09,48.23529
2020-07-10,31.17647
2020-07-11,24.70588
2020-07-12,30.0
2020-07-13,45.88235
2020-07-14,36.47058
2020-07-15,38.23529
2020-07-16,45.88235
2020-07-17,41.17647
2020-07-18,24.70588
2020-07-19,31.7647
2020-07-20,41.7647
2020-07-21,41.7647
2020-07-22,38.23529
2020-07-23,51.17647
2020-07-24,31.7647
2020-07-25,35.29411
2020-07-26,43.52941
2020-07-27,38.82352
2020-07-28,44.11764
2020-07-29,40.0
2020-07-30,34.11764
2020-07-31,40.0
2020-08-01,34.70588
2020-08-02,23.52941
2020-08-03,25.29411
2020-08-04,33.52941
2020-08-05,42.35294
2020-08-06,27.05882
2020-08-07,31.7647
2020-08-08,33.52941
2020-08-09,27.64705
2020-08-10,35.29411
2020-08-11,47.05882
2020-08-12,44.11764
2020-08-13,51.7647
2020-08-14,34.11764
2020-08-15,29.41176
2020-08-16,26.47058
2020-08-17,35.29411
2020-08-18,36.47058
2020-08-19,61.17647
2020-08-20,49.41176
2020-08-21,55.88235
2020-08-22,37.05882
2020-08-23,32.35294
2020-08-24,52.94117
2020-08-25,50.0
2020-08-26,40.0
2020-08-27,44.70588
2020-08-28,46.47058
2020-08-29,22.94117
2020-08-30,45.88235
2020-08-31,46.47058
2020-09-01,46.47058
2020-09-02,46.47058
2020-09-03,38.82352
2020-09-04,51.7647
2020-09-05,30.58823
2020-09-06,42.94117
2020-09-07,36.47058
2020-09-08,40.0
2020-09-09,43.52941
2020-09-10,42.35294
2020-09-11,41.17647
2020-09-12,22.35294
2020-09-13,32.35294
2020-09-14,42.35294
2020-09-15,48.82352
2020-09-16,41.17647
2020-09-17,36.47058
2020-09-18,37.64705
2020-09-19,28.82352
2020-09-20,38.23529
2020-09-21,32.35294
2020-09-22,42.35294
2020-09-23,46.47058
2020-09-24,36.47058
2020-09-25,56.47058
2020-09-26,33.52941
2020-09-27,29.41176
2020-09-28,61.17647
2020-09-29,55.88235
2020-09-30,26.47058
2020-10-01,31.7647
2020-10-02,37.64705
2020-10-03,37.05882
2020-10-04,28.23529
2020-10-05,44.11764
2020-10-06,38.82352
2020-10-07,33.52941
2020-10-08,40.58823
2020-10-09,24.70588
2020-10-10,25.88235
2020-10-11,38.82352
2020-10-12,40.58823
2020-10-13,41.17647
2020-10-14,37.05882
2020-10-15,35.29411
2020-10-16,28.82352
2020-10-17,30.58823
2020-10-18,28.82352
2020-10-19,33.52941
2020-10-20,22.94117
2020-10-21,40.58823
2020-10-22,41.7647
2020-10-23,30.0
2020-10-24,31.17647
2020-10-25,32.94117
2020-10-26,36.47058
2020-10-27,39.41176
2020-10-28,38.82352
2020-10-29,40.58823
2020-10-30,37.64705
2020-10-31,37.05882
2020-11-01,41.7647
2020-11-02,42.94117
2020-11-03,40.58823
2020-11-04,35.88235
2020-11-05,32.35294
2020-11-06,38.23529
2020-11-07,37.05882
2020-11-08,29.41176
2020-11-09,35.29411
2020-11-10,37.05882
2020-11-11,41.17647
2020-11-12,35.88235
2020-11-13,33.52941
2020-11-14,38.23529
2020-11-15,28.23529
2020-11-16,40.0
2020-11-17,30.0
2020-11-18,44.11764
2020-11-19,33.52941
2020-11-20,34.11764
2020-11-21,35.88235
2020-11-22,28.82352
2020-11-23,36.47058
2020-11-24,39.41176
2020-11-25,37.64705
2020-11-26,40.0
2020-11-27,28.23529
2020-11-28,25.29411
2020-11-29,31.7647
2020-11-30,45.29411
2020-12-01,48.82352
2020-12-02,42.94117
2020-12-03,48.23529
2020-12-04,52.35294
2020-12-05,27.64705
2020-12-06,22.35294
2020-12-07,52.35294
2020-12-08,38.23529
2020-12-09,45.88235
2020-12-10,52.94117
2020-12-11,41.17647
2020-12-12,34.70588
2020-12-13,38.23529
2020-12-14,40.58823
2020-12-15,39.41176
2020-12-16,33.52941
2020-12-17,38.23529
2020-12-18,48.82352
2020-12-19,30.0
2020-12-20,28.82352
2020-12-21,42.94117
2020-12-22,35.88235
2020-12-23,42.94117
2020-12-24,48.23529
2020-12-25,22.94117
2020-12-26,31.7647
2020-12-27,36.47058
2020-12-28,44.11764
2020-12-29,55.88235
2020-12-30,47.05882
2020-12-31,52.94117
2021-01-01,25.88235
2021-01-02,45.29411
2021-01-03,31.7647
2021-01-04,40.0
2021-01-05,50.58823
2021-01-06,59.41176
2021-01-07,56.47058
2021-01-08,48.82352
2021-01-09,68.82352
2021-01-10,61.7647
2021-01-11,59.41176
2021-01-12,81.7647
2021-01-13,76.47058
2021-01-14,100.0
2021-01-15,82.94117
2021-01-16,54.11764
2021-01-17,54.70588
2021-01-18,63.52941
2021-01-19,57.64705
2021-01-20,53.52941
2021-01-21,62.35294
2021-01-22,59.41176
2021-01-23,42.35294
2021-01-24,42.35294
2021-01-25,52.35294
2021-01-26,60.0
2021-01-27,44.11764
2021-01-28,55.29411
2021-01-29,51.17647
2021-01-30,41.17647
2021-01-31,42.35294
2021-02-01,54.11764
2021-02-02,59.41176
2021-02-03,69.41176
2021-02-04,47.05882
2021-02-05,55.29411
2021-02-06,32.94117
2021-02-07,25.88235
2021-02-08,45.29411
2021-02-09,46.47058
2021-02-10,43.52941
2021-02-11,32.35294
2021-02-12,45.88235
2021-02-13,32.94117
2021-02-14,39.41176
2021-02-15,45.88235
2021-02-16,46.47058
2021-02-17,45.88235
2021-02-18,47.05882
2021-02-19,37.05882
2021-02-20,38.82352
2021-02-21,27.64705
2021-02-22,54.70588
2021-02-23,39.41176
2021-02-24,54.11764
2021-02-25,42.35294
2021-02-26,43.52941
2021-02-27,32.35294
2021-02-28,31.7647
2021-03-01,25.29411
2021-03-02,28.82352
2021-03-03,28.82352
2021-03-04,37.64705
2021-03-05,34.11764
2021-03-06,33.52941
2021-03-07,39.41176
2021-03-08,34.11764
2021-03-09,37.64705
2021-03-10,45.88235
2021-03-11,41.17647
2021-03-12,40.0
2021-03-13,28.82352
2021-03-14,31.17647
2021-03-15,42.35294
2021-03-16,48.23529
2021-03-17,44.11764
2021-03-18,49.41176
2021-03-19,38.82352
2021-03-20,31.7647
2021-03-21,38.23529
2021-03-22,37.05882
2021-03-23,48.23529
2021-03-24,40.58823
2021-03-25,39.41176
2021-03-26,42.94117
2021-03-27,30.0
2021-03-28,41.17647
2021-03-29,41.7647
2021-03-30,52.94117
2021-03-31,41.17647
2021-04-01,43.52941
2021-04-02,38.23529
2021-04-03,41.7647
2021-04-04,34.70588
2021-04-05,52.94117
2021-04-06,47.05882
2021-04-07,42.35294
2021-04-08,47.05882
2021-04-09,40.0
2021-04-10,38.82352
2021-04-11,33.52941
2021-04-12,42.94117
2021-04-13,52.94117
2021-04-14,58.23529
2021-04-15,48.82352
2021-04-16,48.23529
2021-04-17,47.64705
2021-04-18,47.64705
2021-04-19,48.82352
2021-04-20,46.47058
2021-04-21,41.7647
2021-04-22,42.35294
2021-04-23,55.29411
2021-04-24,34.70588
2021-04-25,34.70588
2021-04-26,41.7647
2021-04-27,47.64705
2021-04-28,50.0
2021-04-29,44.11764
2021-04-30,47.05882
2021-05-01,40.58823
2021-05-02,31.7647
2021-05-03,45.88235
2021-05-04,51.7647
2021-05-05,36.47058
2021-05-06,47.05882
2021-05-07,44.70588
2021-05-08,40.58823
2021-05-09,34.11764
2021-05-10,39.41176
2021-05-11,45.29411
2021-05-12,47.64705
2021-05-13,48.82352
2021-05-14,42.94117
2021-05-15,31.17647
2021-05-16,43.52941
2021-05-17,48.82352
2021-05-18,51.7647
2021-05-19,45.29411
2021-05-20,46.47058
2021-05-21,38.23529
2021-05-22,48.23529
2021-05-23,50.58823
2021-05-24,44.70588
2021-05-25,41.17647
2021-05-26,50.58823
2021-05-27,57.05882
2021-05-28,55.29411
2021-05-29,41.17647
2021-05-30,47.64705
2021-05-31,41.17647
2021-06-01,41.7647
2021-06-02,46.47058
2021-06-03,47.05882
2021-06-04,58.23529
2021-06-05,37.05882
2021-06-06,37.64705
2021-06-07,34.11764
2021-06-08,41.17647
2021-06-09,47.64705
2021-06-10,46.47058
2021-06-11,44.70588
2021-06-12,30.58823
2021-06-13,27.64705
2021-06-14,50.0
2021-06-15,39.41176
2021-06-16,48.82352
2021-06-17,46.47058
2021-06-18,50.0
2021-06-19,30.0
2021-06-20,23.52941
2021-06-21,38.23529
2021-06-22,42.94117
2021-06-23,42.94117
2021-06-24,42.35294
2021-06-25,35.29411
2021-06-26,31.7647
2021-06-27,38.23529
2021-06-28,35.29411
2021-06-29,40.58823
2021-06-30,45.88235
2021-07-01,47.64705
2021-07-02,31.17647
2021-07-03,32.94117
2021-07-04,26.47058
2021-07-05,33.52941
2021-07-06,40.0
2021-07-07,31.7647
2021-07-08,36.47058
2021-07-09,41.17647
2021-07-10,35.88235
2021-07-11,34.70588
2021-07-12,36.47058
2021-07-13,47.64705
2021-07-14,32.35294
2021-07-15,41.7647
2021-07-16,40.0
2021-07-17,41.7647
2021-07-18,28.82352
2021-07-19,50.0
2021-07-20,30.58823
2021-07-21,43.52941
2021-07-22,28.82352
2021-07-23,47.05882
2021-07-24,37.64705
2021-07-25,35.88235
2021-07-26,33.52941
2021-07-27,47.64705
2021-07-28,39.41176
2021-07-29,47.64705
2021-07-30,41.17647
2021-07-31,51.17647
2021-08-01,50.58823
2021-08-02,48.23529
2021-08-03,52.94117
2021-08-04,49.41176
2021-08-05,48.23529
2021-08-06,43.52941
2021-08-07,48.82352
2021-08-08,61.7647
2021-08-09,51.7647
2021-08-10,48.23529
2021-08-11,46.47058
2021-08-12,54.70588
2021-08-13,58.23529
2021-08-14,34.11764
2021-08-15,39.41176
2021-08-16,46.47058
2021-08-17,44.70588
2021-08-18,51.7647
2021-08-19,42.35294
2021-08-20,37.05882
2021-08-21,44.70588
2021-08-22,41.7647
2021-08-23,41.17647
2021-08-24,44.70588
2021-08-25,47.05882
2021-08-26,81.7647
2021-08-27,57.05882
2021-08-28,48.82352
2021-08-29,31.7647
2021-08-30,55.29411
2021-08-31,54.11764
2021-09-01,44.11764
2021-09-02,47.05882
2021-09-03,43.52941
2021-09-04,42.94117
2021-09-05,37.05882
2021-09-06,70.58823
2021-09-07,81.7647
2021-09-08,55.29411
2021-09-09,61.17647
2021-09-10,54.70588
2021-09-11,44.70588
2021-09-12,32.94117
2021-09-13,44.70588
2021-09-14,40.0
2021-09-15,42.94117
2021-09-16,44.70588
2021-09-17,40.58823
2021-09-18,31.7647
2021-09-19,27.64705
2021-09-20,22.35294
2021-09-21,28.23529
2021-09-22,21.7647
2021-09-23,38.82352
2021-09-24,33.52941
2021-09-25,30.58823
2021-09-26,43.52941
2021-09-27,40.58823
2021-09-28,35.29411
2021-09-29,40.58823
2021-09-30,34.70588
2021-10-01,38.82352
2021-10-02,21.17647
2021-10-03,29.41176
2021-10-04,42.35294
2021-10-05,41.17647
2021-10-06,41.17647
2021-10-07,42.35294
2021-10-08,28.82352
2021-10-09,28.82352
2021-10-10,27.64705
2021-10-11,34.70588
2021-10-12,40.58823
2021-10-13,35.88235
2021-10-14,36.47058
2021-10-15,40.0
2021-10-16,28.23529
2021-10-17,29.41176
2021-10-18,32.35294
2021-10-19,34.11764
2021-10-20,38.82352
2021-10-21,28.82352
2021-10-22,26.47058
2021-10-23,29.41176
2021-10-24,35.88235
2021-10-25,36.47058
2021-10-26,44.11764
2021-10-27,34.70588
2021-10-28,41.17647
2021-10-29,27.05882
2021-10-30,27.05882
2021-10-31,32.35294
2021-11-01,35.88235
2021-11-02,31.7647
2021-11-03,45.88235
2021-11-04,36.47058
2021-11-05,31.7647
2021-11-06,43.52941
2021-11-07,31.7647
2021-11-08,40.0
2021-11-09,34.11764
2021-11-10,48.23529
2021-11-11,48.23529
2021-11-12,37.64705
2021-11-13,36.47058
2021-11-14,28.82352
2021-11-15,49.41176
2021-11-16,44.11764
2021-11-17,39.41176
2021-11-18,37.05882
2021-11-19,47.64705
2021-11-20,21.7647
2021-11-21,30.0
2021-11-22,41.17647
2021-11-23,44.70588
2021-11-24,34.11764
2021-11-25,40.58823
2021-11-26,34.11764
2021-11-27,29.41176
2021-11-28,31.17647
2021-11-29,42.35294
2021-11-30,44.70588
2021-12-01,34.70588
2021-12-02,30.58823
2021-12-03,34.11764
2021-12-04,30.0
2021-12-05,34.70588
2021-12-06,35.29411
2021-12-07,34.70588
2021-12-08,34.11764
2021-12-09,50.58823
2021-12-10,42.94117
2021-12-11,21.7647
2021-12-12,24.70588
2021-12-13,35.88235
2021-12-14,35.29411
2021-12-15,53.52941
2021-12-16,45.88235
2021-12-17,45.29411
2021-12-18,37.64705
2021-12-19,31.17647
2021-12-20,39.41176
2021-12-21,47.05882
2021-12-22,31.7647
2021-12-23,54.11764
2021-12-24,42.94117
2021-12-25,21.7647
2021-12-26,33.52941
2021-12-27,38.82352
2021-12-28,43.52941
2021-12-29,42.94117
2021-12-30,40.0
2021-12-31,44.11764
2022-01-01,34.70588
2022-01-02,30.0
2022-01-03,42.35294
2022-01-04,45.88235
2022-01-05,37.64705
2022-01-06,40.0
2022-01-07,53.52941
2022-01-08,25.88235
2022-01-09,34.70588
2022-01-10,36.47058
2022-01-11,41.17647
2022-01-12,48.23529
2022-01-13,40.0
2022-01-14,32.35294
2022-01-15,42.35294
2022-01-16,31.17647
2022-01-17,48.23529
2022-01-18,48.23529
2022-01-19,45.29411
2022-01-20,52.94117
2022-01-21,40.0
2022-01-22,20.0
2022-01-23,31.7647
2022-01-24,40.0
2022-01-25,43.52941
2022-01-26,39.41176
2022-01-27,65.29411
2022-01-28,41.7647
2022-01-29,28.23529
2022-01-30,25.88235
2022-01-31,25.88235
2022-02-01,35.29411
2022-02-02,35.88235
2022-02-03,28.82352
2022-02-04,36.47058
2022-02-05,29.41176
2022-02-06,23.52941
2022-02-07,35.88235
2022-02-08,38.23529
2022-02-09,32.94117
2022-02-10,29.41176
2022-02-11,29.41176
2022-02-12,25.88235
2022-02-13,31.17647
2022-02-14,28.23529
2022-02-15,34.11764
2022-02-16,40.0
2022-02-17,42.35294
2022-02-18,37.05882
2022-02-19,27.64705
2022-02-20,22.35294
2022-02-21,45.29411
2022-02-22,40.0
2022-02-23,35.29411
2022-02-24,52.35294
2022-02-25,50.58823
2022-02-26,31.17647
2022-02-27,27.05882
2022-02-28,38.23529
2022-03-01,34.11764
2022-03-02,45.29411
2022-03-03,50.58823
2022-03-04,37.64705
2022-03-05,22.94117
2022-03-06,37.64705
2022-03-07,47.64705
2022-03-08,49.41176
2022-03-09,37.05882
2022-03-10,48.82352
2022-03-11,47.05882
2022-03-12,27.64705
2022-03-13,31.7647
2022-03-14,37.05882
2022-03-15,55.29411
2022-03-16,50.0
2022-03-17,41.17647
2022-03-18,30.0
2022-03-19,31.17647
2022-03-20,26.47058
2022-03-21,42.94117
2022-03-22,33.52941
2022-03-23,30.58823
2022-03-24,32.35294
2022-03-25,35.88235
2022-03-26,38.82352
2022-03-27,37.64705
2022-03-28,34.11764
2022-03-29,35.29411
2022-03-30,38.82352
2022-03-31,37.64705
2022-04-01,27.64705
2022-04-02,27.64705
2022-04-03,29.41176
2022-04-04,30.0
2022-04-05,31.17647
2022-04-06,23.52941
2022-04-07,30.58823
2022-04-08,35.88235
2022-04-09,18.23529
2022-04-10,20.0
2022-04-11,43.52941
2022-04-12,26.47058
2022-04-13,27.05882
2022-04-14,25.29411
2022-04-15,31.7647
2022-04-16,25.88235
2022-04-17,26.47058
2022-04-18,32.94117
2022-04-19,44.11764
2022-04-20,41.7647
2022-04-21,35.88235
2022-04-22,50.0
2022-04-23,21.17647
2022-04-24,34.70588
2022-04-25,51.17647
2022-04-26,32.94117
2022-04-27,35.88235
2022-04-28,41.17647
2022-04-29,40.58823
2022-04-30,31.17647
2022-05-01,22.35294
2022-05-02,30.0
2022-05-03,51.17647
2022-05-04,41.7647
2022-05-05,31.7647
2022-05-06,38.23529
2022-05-07,28.23529
2022-05-08,30.58823
2022-05-09,43.52941
2022-05-10,42.35294
2022-05-11,40.58823
2022-05-12,46.47058
2022-05-13,40.58823
2022-05-14,31.17647
2022-05-15,26.47058
2022-05-16,35.29411
2022-05-17,42.94117
2022-05-18,32.94117
2022-05-19,36.47058
2022-05-20,54.11764
2022-05-21,28.82352
2022-05-22,33.52941
2022-05-23,41.7647
2022-05-24,38.23529
2022-05-25,37.64705
2022-05-26,34.70588
2022-05-27,50.0
2022-05-28,44.70588
2022-05-29,31.17647
2022-05-30,49.41176
2022-05-31,65.88235
2022-06-01,41.17647
2022-06-02,40.58823
2022-06-03,41.7647
2022-06-04,32.35294
2022-06-05,39.41176
2022-06-06,41.17647
2022-06-07,45.88235
2022-06-08,42.94117
2022-06-09,39.41176
2022-06-10,54.70588
2022-06-11,33.52941
2022-06-12,35.88235
2022-06-13,40.0
2022-06-14,34.70588
2022-06-15,43.52941
2022-06-16,44.11764
2022-06-17,40.58823
2022-06-18,38.23529
2022-06-19,40.0
2022-06-20,51.7647
2022-06-21,34.70588
2022-06-22,38.82352
2022-06-23,40.58823
2022-06-24,36.47058
2022-06-25,34.70588
2022-06-26,26.47058
2022-06-27,40.0
2022-06-28,49.41176
2022-06-29,39.41176
2022-06-30,40.0
2022-07-01,48.23529
2022-07-02,27.05882
2022-07-03,24.70588
2022-07-04,41.7647
2022-07-05,36.47058
2022-07-06,39.41176
2022-07-07,29.41176
2022-07-08,41.7647
2022-07-09,40.58823
2022-07-10,40.0
2022-07-11,30.0
2022-07-12,30.58823
2022-07-13,37.64705
2022-07-14,30.0
2022-07-15,34.70588
2022-07-16,28.82352
2022-07-17,24.70588
2022-07-18,41.17647
2022-07-19,47.05882
2022-07-20,46.47058
2022-07-21,47.05882
2022-07-22,41.17647
2022-07-23,32.94117
2022-07-24,27.64705
2022-07-25,51.17647
2022-07-26,47.05882
2022-07-27,45.29411
2022-07-28,52.35294
2022-07-29,52.35294
2022-07-30,35.88235
2022-07-31,40.0
2022-08-01,46.47058
2022-08-02,54.11764
2022-08-03,41.7647
2022-08-04,37.05882
2022-08-05,50.58823
2022-08-06,38.23529
2022-08-07,39.41176
2022-08-08,39.41176
2022-08-09,40.0
2022-08-10,47.64705
2022-08-11,43.52941
2022-08-12,55.88235
2022-08-13,42.35294
2022-08-14,42.35294
2022-08-15,47.05882
2022-08-16,58.23529
2022-08-17,50.0
2022-08-18,49.41176
2022-08-19,44.70588
2022-08-20,34.70588
2022-08-21,36.47058
2022-08-22,51.17647
2022-08-23,55.88235
2022-08-24,36.47058
2022-08-25,40.0
2022-08-26,68.82352
2022-08-27,41.17647
2022-08-28,40.58823
2022-08-29,36.47058
2022-08-30,37.64705
2022-08-31,42.35294
2022-09-01,37.64705
2022-09-02,34.11764
2022-09-03,34.70588
2022-09-04,30.0
2022-09-05,35.88235
2022-09-06,34.70588
2022-09-07,37.05882
2022-09-08,35.29411
2022-09-09,32.94117
2022-09-10,25.88235
2022-09-11,30.58823
2022-09-12,32.35294
2022-09-13,34.70588
2022-09-14,44.70588
2022-09-15,29.41176
2022-09-16,28.23529
2022-09-17,31.17647
2022-09-18,32.35294
2022-09-19,39.41176
2022-09-20,32.35294
2022-09-21,35.29411
2022-09-22,32.94117
2022-09-23,31.7647
2022-09-24,27.05882
2022-09-25,37.05882
2022-09-26,44.70588
2022-09-27,42.94117
2022-09-28,42.35294
2022-09-29,41.17647
2022-09-30,47.05882
2022-10-01,32.35294
2022-10-02,30.0
2022-10-03,33.52941
2022-10-04,34.11764
2022-10-05,44.11764
2022-10-06,34.70588
2022-10-07,34.70588
2022-10-08,25.88235
2022-10-09,34.70588
2022-10-10,25.29411
2022-10-11,31.17647
2022-10-12,41.17647
2022-10-13,44.11764
2022-10-14,38.23529
2022-10-15,31.7647
2022-10-16,34.70588
2022-10-17,38.82352
2022-10-18,35.88235
2022-10-19,34.11764
2022-10-20,35.88235
2022-10-21,41.7647
2022-10-22,17.05882
2022-10-23,25.29411
2022-10-24,35.88235
2022-10-25,42.35294
2022-10-26,41.7647
2022-10-27,38.82352
2022-10-28,24.70588
2022-10-29,26.47058
2022-10-30,28.23529
2022-10-31,34.70588
2022-11-01,39.41176
2022-11-02,34.70588
2022-11-03,35.29411
2022-11-04,33.52941
2022-11-05,30.58823
2022-11-06,25.88235
2022-11-07,47.05882
2022-11-08,35.29411
2022-11-09,39.41176
2022-11-10,36.47058
2022-11-11,43.52941
2022-11-12,25.29411
2022-11-13,32.35294
2022-11-14,40.58823
2022-11-15,34.11764
2022-11-16,39.41176
2022-11-17,31.7647
2022-11-18,24.70588
2022-11-19,30.58823
2022-11-20,29.41176
2022-11-21,34.11764
2022-11-22,39.41176
2022-11-23,45.88235
2022-11-24,41.17647
2022-11-25,31.7647
2022-11-26,28.23529
2022-11-27,32.94117
2022-11-28,37.64705
2022-11-29,38.23529
2022-11-30,48.23529
2022-12-01,44.11764
2022-12-02,37.05882
2022-12-03,21.17647
2022-12-04,32.35294
2022-12-05,37.05882
2022-12-06,31.17647
2022-12-07,35.29411
2022-12-08,27.64705
2022-12-09,32.35294
2022-12-10,23.52941
2022-12-11,28.82352
2022-12-12,33.52941
2022-12-13,40.58823
2022-12-14,43.52941
2022-12-15,40.0
2022-12-16,34.70588
2022-12-17,21.7647
2022-12-18,27.64705
2022-12-19,28.82352
2022-12-20,40.0
2022-12-21,36.47058
2022-12-22,39.41176
2022-12-23,36.47058
2022-12-24,17.05882
2022-12-25,20.58823
2022-12-26,33.52941
2022-12-27,41.7647
2022-12-28,35.88235
2022-12-29,30.58823
2022-12-30,35.88235
2022-12-31,26.47058
2023-01-01,30.0
2023-01-02,41.7647
2023-01-03,46.47058
2023-01-04,37.64705
2023-01-05,39.41176
2023-01-06,40.0
2023-01-07,35.88235
2023-01-08,35.29411
2023-01-09,35.29411
2023-01-10,44.70588
2023-01-11,39.41176
2023-01-12,36.47058
2023-01-13,50.0
2023-01-14,30.58823
2023-01-15,19.41176
2023-01-16,25.29411
2023-01-17,35.29411
2023-01-18,34.70588
2023-01-19,45.29411
2023-01-20,29.41176
2023-01-21,23.52941
2023-01-22,35.29411
2023-01-23,27.64705
2023-01-24,25.29411
2023-01-25,34.11764
2023-01-26,40.58823
2023-01-27,47.64705
2023-01-28,25.29411
2023-01-29,26.47058
2023-01-30,38.82352
2023-01-31,43.52941
2023-02-01,37.64705
2023-02-02,41.17647
2023-02-03,31.17647
2023-02-04,33.52941
2023-02-05,33.52941
2023-02-06,43.52941
2023-02-07,43.52941
2023-02-08,46.47058
2023-02-09,43.52941
2023-02-10,37.64705
2023-02-11,31.17647
2023-02-12,31.17647
2023-02-13,40.58823
2023-02-14,38.23529
2023-02-15,44.11764
2023-02-16,42.35294
2023-02-17,34.11764
2023-02-18,30.0
2023-02-19,24.70588
2023-02-20,50.58823
2023-02-21,30.58823
2023-02-22,36.47058
2023-02-23,39.41176
2023-02-24,44.11764
2023-02-25,24.70588
2023-02-26,27.64705
2023-02-27,33.52941
2023-02-28,38.82352
2023-03-01,31.7647
2023-03-02,28.23529
2023-03-03,47.05882
2023-03-04,28.82352
2023-03-05,30.58823
2023-03-06,45.88235
2023-03-07,39.41176
2023-03-08,31.7647
2023-03-09,32.94117
2023-03-10,36.47058
2023-03-11,30.58823
2023-03-12,35.88235
2023-03-13,37.64705
2023-03-14,29.41176
2023-03-15,38.82352
2023-03-16,40.0
2023-03-17,44.11764
2023-03-18,37.05882
2023-03-19,30.0
2023-03-20,34.70588
2023-03-21,35.29411
2023-03-22,46.47058
2023-03-23,37.64705
2023-03-24,40.0
2023-03-25,23.52941
2023-03-26,21.17647
2023-03-27,38.23529
2023-03-28,34.11764
2023-03-29,25.29411
2023-03-30,41.17647
2023-03-31,40.58823
2023-04-01,32.35294
2023-04-02,22.94117
2023-04-03,47.05882
2023-04-04,27.64705
2023-04-05,41.7647
2023-04-06,37.64705
2023-04-07,27.64705
2023-04-08,24.11764
2023-04-09,28.23529
2023-04-10,36.47058
2023-04-11,42.35294
2023-04-12,31.17647
2023-04-13,39.41176
2023-04-14,31.7647
2023-04-15,28.82352
2023-04-16,27.05882
2023-04-17,34.70588
2023-04-18,36.47058
2023-04-19,34.11764
2023-04-20,37.05882
2023-04-21,34.70588
2023-04-22,32.94117
2023-04-23,41.17647
2023-04-24,29.41176
2023-04-25,34.70588
2023-04-26,47.05882
2023-04-27,35.88235
2023-04-28,35.29411
2023-04-29,25.88235
2023-04-30,22.35294
2023-05-01,32.35294
2023-05-02,37.64705
2023-05-03,47.64705
2023-05-04,39.41176
2023-05-05,28.82352
2023-05-06,33.52941
2023-05-07,30.0
2023-05-08,34.11764
2023-05-09,44.11764
2023-05-10,45.88235
2023-05-11,28.82352
2023-05-12,40.0
2023-05-13,17.64705
2023-05-14,28.23529
2023-05-15,38.82352
2023-05-16,47.05882
2023-05-17,32.94117
2023-05-18,41.7647
2023-05-19,40.0
2023-05-20,27.64705
2023-05-21,34.70588
2023-05-22,44.11764
2023-05-23,40.0
2023-05-24,44.70588
2023-05-25,35.88235
2023-05-26,40.0
2023-05-27,38.82352
2023-05-28,21.7647
2023-05-29,29.41176
2023-05-30,40.0
2023-05-31,40.58823
2023-06-01,33.52941
2023-06-02,30.0
2023-06-03,17.64705
2023-06-04,24.11764
