date,3.3%계산기
2020-03-20,0.17355
2020-03-25,0.20826
2020-03-30,0.20826
2020-03-31,0.72891
2020-04-01,0.97188
2020-04-02,0.55536
2020-04-03,0.62478
2020-04-08,0.65949
2020-04-09,0.27768
2020-04-10,0.38181
2020-04-16,0.55536
2020-04-18,0.17355
2020-04-22,0.20826
2020-04-23,0.38181
2020-04-27,0.38181
2020-04-29,0.76362
2020-04-30,0.45123
2020-05-01,0.38181
2020-05-03,0.17355
2020-05-04,0.17355
2020-05-05,0.20826
2020-05-06,0.52065
2020-05-07,0.20826
2020-05-08,0.20826
2020-05-11,0.6942
2020-05-13,0.79833
2020-05-14,0.48594
2020-05-15,1.42311
2020-05-16,0.38181
2020-05-17,0.31239
2020-05-18,0.90246
2020-05-19,0.62478
2020-05-20,0.65949
2020-05-21,0.59007
2020-05-22,0.48594
2020-05-23,0.3471
2020-05-24,0.20826
2020-05-25,1.77021
2020-05-26,1.00659
2020-05-27,0.79833
2020-05-28,1.21485
2020-05-29,2.49913
2020-05-30,2.42971
2020-05-31,0.90246
2020-06-01,1.7355
2020-06-02,2.91565
2020-06-03,1.77021
2020-06-04,1.3884
2020-06-05,2.01318
2020-06-06,1.28427
2020-06-07,0.52065
2020-06-08,1.0413
2020-06-09,1.00659
2020-06-10,1.45782
2020-06-11,0.83304
2020-06-12,0.52065
2020-06-13,0.17355
2020-06-15,0.6942
2020-06-16,0.20826
2020-06-17,0.65949
2020-06-18,0.45123
2020-06-19,0.31239
2020-06-22,0.48594
2020-06-26,0.17355
2020-06-29,0.65949
2020-06-30,0.97188
2020-07-01,1.14543
2020-07-02,0.55536
2020-07-03,0.24297
2020-07-04,0.41652
2020-07-05,0.48594
2020-07-06,0.55536
2020-07-07,0.31239
2020-07-08,0.41652
2020-07-09,0.27768
2020-07-10,1.07601
2020-07-11,0.17355
2020-07-14,0.55536
2020-07-15,0.45123
2020-07-16,0.17355
2020-07-20,0.20826
2020-07-21,0.59007
2020-07-23,0.52065
2020-07-24,0.65949
2020-07-25,0.27768
2020-07-26,0.3471
2020-07-27,1.07601
2020-07-28,0.76362
2020-07-29,0.76362
2020-07-30,0.62478
2020-07-31,0.90246
2020-08-01,0.31239
2020-08-03,0.83304
2020-08-04,0.62478
2020-08-05,0.27768
2020-08-07,2.32558
2020-08-08,1.77021
2020-08-09,0.52065
2020-08-10,8.78167
2020-08-11,2.49913
2020-08-12,1.56195
2020-08-13,1.31898
2020-08-14,1.56195
2020-08-15,0.72891
2020-08-17,1.07601
2020-08-18,0.72891
2020-08-19,0.83304
2020-08-20,0.86775
2020-08-21,0.59007
2020-08-22,0.24297
2020-08-23,0.17355
2020-08-24,0.90246
2020-08-25,0.90246
2020-08-26,1.24956
2020-08-27,0.86775
2020-08-28,1.14543
2020-08-29,0.20826
2020-08-30,0.38181
2020-08-31,1.42311
2020-09-01,1.14543
2020-09-02,0.59007
2020-09-03,0.27768
2020-09-04,0.59007
2020-09-05,0.41652
2020-09-07,0.65949
2020-09-08,0.48594
2020-09-09,0.97188
2020-09-10,1.56195
2020-09-11,0.6942
2020-09-14,0.38181
2020-09-15,1.28427
2020-09-16,0.76362
2020-09-17,0.65949
2020-09-18,0.48594
2020-09-19,0.3471
2020-09-20,0.17355
2020-09-21,0.48594
2020-09-22,0.3471
2020-09-23,0.45123
2020-09-24,0.48594
2020-09-28,0.48594
2020-09-29,0.79833
2020-09-30,0.20826
2020-10-05,0.76362
2020-10-06,0.93717
2020-10-07,0.65949
2020-10-08,0.79833
2020-10-09,0.24297
2020-10-10,0.27768
2020-10-11,0.24297
2020-10-12,1.11072
2020-10-13,1.11072
2020-10-14,0.65949
2020-10-15,1.07601
2020-10-16,0.79833
2020-10-17,0.3471
2020-10-18,0.41652
2020-10-19,0.83304
2020-10-20,0.83304
2020-10-21,0.97188
2020-10-22,0.86775
2020-10-23,0.65949
2020-10-24,0.41652
2020-10-26,0.97188
2020-10-27,0.31239
2020-10-28,0.31239
2020-10-29,0.65949
2020-10-30,1.07601
2020-10-31,0.55536
2020-11-01,0.45123
2020-11-02,1.18014
2020-11-03,0.83304
2020-11-04,0.97188
2020-11-05,1.18014
2020-11-06,0.83304
2020-11-07,0.17355
2020-11-09,1.0413
2020-11-10,1.66608
2020-11-11,1.0413
2020-11-12,0.6942
2020-11-13,0.52065
2020-11-14,0.52065
2020-11-15,0.3471
2020-11-16,0.38181
2020-11-17,0.76362
2020-11-18,1.0413
2020-11-19,0.90246
2020-11-20,0.93717
2020-11-21,0.31239
2020-11-22,0.27768
2020-11-23,0.97188
2020-11-24,0.65949
2020-11-25,1.07601
2020-11-26,0.93717
2020-11-27,1.0413
2020-11-28,0.52065
2020-11-29,0.62478
2020-11-30,1.70079
2020-12-01,1.7355
2020-12-02,1.18014
2020-12-03,1.14543
2020-12-04,1.31898
2020-12-05,0.6942
2020-12-06,0.6942
2020-12-07,0.83304
2020-12-08,0.45123
2020-12-09,0.38181
2020-12-10,1.42311
2020-12-11,0.6942
2020-12-13,0.24297
2020-12-14,0.52065
2020-12-15,1.14543
2020-12-16,0.55536
2020-12-17,0.38181
2020-12-18,0.27768
2020-12-19,0.17355
2020-12-20,0.24297
2020-12-21,0.45123
2020-12-22,0.45123
2020-12-23,0.59007
2020-12-24,0.76362
2020-12-25,0.20826
2020-12-26,0.20826
2020-12-28,0.59007
2020-12-29,0.6942
2020-12-30,1.28427
2020-12-31,1.42311
2021-01-01,0.93717
2021-01-02,0.27768
2021-01-03,0.31239
2021-01-04,1.21485
2021-01-05,1.70079
2021-01-06,0.83304
2021-01-07,1.45782
2021-01-08,1.0413
2021-01-09,0.72891
2021-01-10,0.41652
2021-01-11,1.3884
2021-01-12,0.86775
2021-01-13,0.65949
2021-01-14,1.90905
2021-01-15,1.70079
2021-01-16,0.93717
2021-01-17,0.59007
2021-01-18,1.18014
2021-01-19,0.72891
2021-01-20,1.14543
2021-01-21,1.18014
2021-01-22,0.83304
2021-01-23,0.83304
2021-01-24,0.20826
2021-01-25,1.56195
2021-01-26,1.0413
2021-01-27,1.14543
2021-01-28,1.14543
2021-01-29,1.28427
2021-01-30,0.55536
2021-01-31,0.55536
2021-02-01,1.7355
2021-02-02,1.11072
2021-02-03,1.07601
2021-02-04,0.6942
2021-02-05,1.35369
2021-02-06,0.3471
2021-02-07,0.27768
2021-02-08,0.86775
2021-02-09,1.77021
2021-02-10,3.01978
2021-02-11,0.86775
2021-02-12,0.38181
2021-02-13,0.3471
2021-02-14,0.38181
2021-02-15,1.07601
2021-02-16,1.07601
2021-02-17,0.83304
2021-02-18,0.24297
2021-02-19,1.0413
2021-02-20,0.27768
2021-02-21,0.3471
2021-02-22,1.42311
2021-02-23,1.35369
2021-02-24,1.00659
2021-02-25,1.35369
2021-02-26,1.63137
2021-02-27,0.72891
2021-02-28,0.3471
2021-03-01,0.86775
2021-03-02,1.45782
2021-03-03,0.6942
2021-03-04,1.11072
2021-03-05,1.31898
2021-03-06,0.48594
2021-03-07,0.55536
2021-03-08,1.49253
2021-03-09,1.0413
2021-03-10,2.67268
2021-03-11,1.11072
2021-03-12,0.65949
2021-03-13,0.17355
2021-03-15,0.83304
2021-03-16,0.3471
2021-03-17,0.76362
2021-03-18,0.20826
2021-03-19,0.6942
2021-03-20,0.48594
2021-03-21,0.27768
2021-03-22,0.31239
2021-03-23,0.48594
2021-03-24,0.86775
2021-03-25,0.62478
2021-03-26,0.65949
2021-03-27,0.31239
2021-03-29,0.52065
2021-03-30,0.65949
2021-03-31,1.70079
2021-04-01,1.52724
2021-04-02,0.90246
2021-04-03,0.20826
2021-04-05,1.52724
2021-04-06,0.65949
2021-04-07,0.79833
2021-04-08,0.90246
2021-04-09,1.63137
2021-04-10,0.65949
2021-04-11,0.20826
2021-04-12,0.90246
2021-04-13,0.86775
2021-04-14,0.76362
2021-04-15,0.79833
2021-04-16,0.45123
2021-04-18,0.24297
2021-04-19,0.48594
2021-04-20,0.59007
2021-04-21,0.59007
2021-04-22,0.65949
2021-04-23,0.55536
2021-04-25,0.27768
2021-04-26,0.38181
2021-04-27,0.27768
2021-04-28,0.62478
2021-04-29,0.86775
2021-04-30,1.90905
2021-05-01,1.00659
2021-05-02,0.62478
2021-05-03,1.35369
2021-05-04,1.28427
2021-05-05,0.76362
2021-05-06,1.07601
2021-05-07,1.42311
2021-05-08,0.17355
2021-05-09,0.45123
2021-05-10,1.7355
2021-05-11,0.93717
2021-05-12,0.59007
2021-05-13,0.97188
2021-05-14,1.0413
2021-05-15,1.00659
2021-05-16,0.59007
2021-05-17,1.07601
2021-05-18,0.93717
2021-05-19,0.27768
2021-05-20,1.24956
2021-05-21,1.31898
2021-05-22,0.48594
2021-05-23,0.27768
2021-05-24,0.6942
2021-05-25,0.93717
2021-05-26,0.90246
2021-05-27,0.97188
2021-05-28,1.18014
2021-05-29,0.76362
2021-05-30,0.48594
2021-05-31,2.11732
2021-06-01,1.63137
2021-06-02,1.35369
2021-06-03,1.24956
2021-06-04,0.79833
2021-06-05,0.55536
2021-06-06,0.31239
2021-06-07,0.83304
2021-06-08,0.97188
2021-06-09,1.0413
2021-06-10,1.49253
2021-06-11,0.55536
2021-06-12,0.17355
2021-06-13,0.31239
2021-06-14,1.07601
2021-06-15,1.31898
2021-06-16,0.62478
2021-06-17,0.72891
2021-06-18,0.55536
2021-06-20,0.31239
2021-06-21,0.86775
2021-06-22,0.6942
2021-06-23,0.31239
2021-06-24,0.31239
2021-06-25,0.55536
2021-06-26,0.59007
2021-06-28,0.83304
2021-06-29,0.90246
2021-06-30,1.97847
2021-07-01,1.66608
2021-07-02,1.14543
2021-07-03,0.31239
2021-07-04,0.41652
2021-07-05,1.49253
2021-07-06,1.14543
2021-07-07,1.0413
2021-07-08,0.72891
2021-07-09,1.24956
2021-07-10,0.79833
2021-07-11,0.27768
2021-07-12,1.18014
2021-07-13,0.6942
2021-07-14,0.41652
2021-07-15,1.07601
2021-07-16,0.72891
2021-07-18,0.20826
2021-07-19,0.65949
2021-07-20,0.97188
2021-07-21,0.38181
2021-07-22,0.24297
2021-07-23,0.65949
2021-07-24,0.3471
2021-07-25,0.17355
2021-07-26,0.83304
2021-07-27,0.6942
2021-07-28,0.79833
2021-07-29,0.90246
2021-07-30,1.14543
2021-07-31,0.79833
2021-08-01,0.3471
2021-08-02,1.11072
2021-08-03,0.83304
2021-08-04,0.65949
2021-08-05,1.07601
2021-08-06,1.14543
2021-08-07,0.41652
2021-08-08,0.31239
2021-08-09,0.6942
2021-08-10,1.52724
2021-08-11,0.62478
2021-08-12,0.6942
2021-08-13,0.97188
2021-08-15,0.17355
2021-08-16,0.17355
2021-08-17,0.62478
2021-08-18,0.65949
2021-08-19,0.65949
2021-08-20,0.55536
2021-08-21,0.41652
2021-08-22,0.20826
2021-08-23,1.21485
2021-08-24,0.93717
2021-08-25,1.28427
2021-08-26,1.24956
2021-08-27,1.21485
2021-08-28,0.24297
2021-08-29,0.41652
2021-08-30,1.52724
2021-08-31,2.36029
2021-09-01,1.94376
2021-09-02,1.24956
2021-09-03,1.00659
2021-09-04,0.3471
2021-09-05,0.38181
2021-09-06,1.70079
2021-09-07,1.83963
2021-09-08,1.52724
2021-09-09,1.56195
2021-09-10,2.42971
2021-09-11,1.24956
2021-09-12,0.38181
2021-09-13,1.66608
2021-09-14,1.3884
2021-09-15,1.49253
2021-09-16,1.31898
2021-09-17,1.24956
2021-09-18,0.59007
2021-09-19,0.41652
2021-09-20,0.38181
2021-09-22,0.17355
2021-09-23,1.52724
2021-09-24,1.35369
2021-09-25,1.07601
2021-09-26,0.20826
2021-09-27,1.14543
2021-09-28,1.00659
2021-09-29,0.97188
2021-09-30,2.08261
2021-10-01,1.83963
2021-10-02,0.86775
2021-10-03,0.3471
2021-10-04,0.83304
2021-10-05,1.42311
2021-10-06,1.14543
2021-10-07,0.86775
2021-10-08,1.83963
2021-10-09,1.11072
2021-10-10,1.07601
2021-10-11,0.79833
2021-10-12,1.21485
2021-10-13,0.83304
2021-10-14,1.00659
2021-10-15,2.11732
2021-10-17,0.52065
2021-10-18,1.18014
2021-10-19,0.90246
2021-10-20,0.65949
2021-10-21,0.55536
2021-10-22,0.38181
2021-10-24,0.41652
2021-10-25,1.18014
2021-10-26,1.21485
2021-10-27,1.14543
2021-10-28,1.07601
2021-10-29,1.31898
2021-10-30,1.11072
2021-10-31,0.65949
2021-11-01,1.49253
2021-11-02,1.14543
2021-11-03,0.48594
2021-11-04,0.86775
2021-11-05,1.66608
2021-11-06,0.41652
2021-11-07,0.59007
2021-11-08,1.14543
2021-11-09,0.97188
2021-11-10,2.25616
2021-11-11,0.83304
2021-11-12,0.48594
2021-11-13,0.38181
2021-11-14,0.24297
2021-11-15,1.42311
2021-11-16,1.00659
2021-11-17,0.6942
2021-11-18,0.97188
2021-11-19,0.79833
2021-11-20,0.20826
2021-11-22,0.83304
2021-11-23,0.83304
2021-11-24,0.62478
2021-11-25,1.31898
2021-11-26,1.24956
2021-11-27,0.52065
2021-11-28,0.83304
2021-11-29,1.24956
2021-11-30,2.29087
2021-12-01,2.29087
2021-12-02,1.3884
2021-12-03,1.42311
2021-12-04,0.20826
2021-12-05,0.48594
2021-12-06,1.77021
2021-12-07,1.28427
2021-12-08,1.0413
2021-12-09,1.07601
2021-12-10,2.25616
2021-12-11,0.52065
2021-12-12,0.27768
2021-12-13,1.3884
2021-12-14,1.21485
2021-12-15,1.63137
2021-12-16,1.18014
2021-12-17,0.93717
2021-12-18,0.48594
2021-12-19,0.38181
2021-12-20,1.42311
2021-12-21,1.28427
2021-12-22,0.97188
2021-12-23,0.6942
2021-12-24,1.18014
2021-12-25,0.52065
2021-12-26,0.41652
2021-12-27,1.31898
2021-12-28,1.11072
2021-12-29,1.21485
2021-12-30,1.28427
2021-12-31,2.15203
2022-01-01,1.00659
2022-01-02,0.3471
2022-01-03,1.59666
2022-01-04,1.07601
2022-01-05,1.80492
2022-01-06,1.35369
2022-01-07,1.52724
2022-01-08,0.27768
2022-01-09,0.17355
2022-01-10,1.77021
2022-01-11,1.07601
2022-01-12,0.76362
2022-01-13,0.41652
2022-01-14,0.93717
2022-01-15,0.24297
2022-01-16,0.20826
2022-01-17,1.00659
2022-01-18,0.48594
2022-01-19,0.76362
2022-01-20,0.72891
2022-01-21,0.90246
2022-01-23,0.27768
2022-01-24,0.55536
2022-01-25,0.97188
2022-01-26,0.45123
2022-01-27,0.72891
2022-01-28,1.35369
2022-01-29,0.41652
2022-01-30,0.24297
2022-01-31,0.62478
2022-02-01,0.17355
2022-02-02,0.45123
2022-02-03,1.0413
2022-02-04,0.86775
2022-02-05,0.62478
2022-02-06,0.48594
2022-02-07,1.49253
2022-02-08,0.90246
2022-02-09,1.21485
2022-02-10,1.94376
2022-02-11,0.83304
2022-02-12,0.3471
2022-02-13,0.24297
2022-02-14,0.93717
2022-02-15,1.45782
2022-02-16,0.38181
2022-02-17,0.20826
2022-02-18,0.62478
2022-02-19,0.27768
2022-02-21,0.65949
2022-02-22,1.00659
2022-02-23,1.00659
2022-02-24,1.11072
2022-02-25,1.21485
2022-02-26,0.17355
2022-02-27,0.3471
2022-02-28,2.0479
2022-03-01,1.42311
2022-03-02,1.28427
2022-03-03,1.24956
2022-03-04,1.18014
2022-03-05,0.48594
2022-03-06,0.31239
2022-03-07,1.00659
2022-03-08,0.86775
2022-03-09,0.83304
2022-03-10,1.87434
2022-03-11,0.79833
2022-03-12,0.20826
2022-03-13,0.31239
2022-03-14,0.79833
2022-03-15,1.07601
2022-03-16,0.90246
2022-03-17,0.48594
2022-03-18,0.55536
2022-03-19,0.17355
2022-03-20,0.17355
2022-03-21,0.72891
2022-03-22,0.48594
2022-03-23,0.86775
2022-03-24,0.76362
2022-03-25,0.6942
2022-03-26,0.24297
2022-03-28,1.07601
2022-03-29,0.59007
2022-03-30,1.18014
2022-03-31,1.63137
2022-04-01,1.90905
2022-04-02,0.62478
2022-04-03,0.20826
2022-04-04,1.49253
2022-04-05,1.66608
2022-04-06,0.86775
2022-04-07,0.97188
2022-04-08,0.97188
2022-04-09,0.59007
2022-04-10,0.65949
2022-04-11,1.11072
2022-04-12,0.90246
2022-04-13,1.00659
2022-04-14,0.59007
2022-04-15,1.24956
2022-04-16,0.27768
2022-04-17,0.3471
2022-04-18,0.83304
2022-04-19,0.24297
2022-04-20,0.6942
2022-04-21,0.83304
2022-04-22,0.59007
2022-04-23,0.31239
2022-04-25,0.86775
2022-04-26,0.55536
2022-04-27,0.72891
2022-04-28,0.86775
2022-04-29,1.28427
2022-04-30,1.11072
2022-05-01,0.76362
2022-05-02,1.18014
2022-05-03,1.18014
2022-05-04,1.3884
2022-05-05,0.3471
2022-05-06,0.97188
2022-05-07,0.31239
2022-05-08,0.38181
2022-05-09,1.24956
2022-05-10,2.53384
2022-05-11,1.28427
2022-05-12,1.00659
2022-05-13,1.21485
2022-05-14,0.17355
2022-05-15,0.38181
2022-05-16,1.42311
2022-05-17,0.90246
2022-05-18,0.52065
2022-05-19,0.6942
2022-05-20,0.86775
2022-05-21,0.24297
2022-05-23,0.83304
2022-05-24,0.90246
2022-05-25,1.35369
2022-05-26,0.6942
2022-05-27,1.07601
2022-05-29,0.17355
2022-05-30,1.59666
2022-05-31,2.53384
2022-06-01,1.21485
2022-06-02,1.77021
2022-06-03,1.66608
2022-06-04,0.31239
2022-06-05,0.79833
2022-06-06,0.31239
2022-06-07,1.14543
2022-06-08,1.31898
2022-06-09,1.00659
2022-06-10,1.83963
2022-06-11,0.65949
2022-06-12,0.27768
2022-06-13,0.79833
2022-06-14,0.65949
2022-06-15,0.83304
2022-06-16,0.93717
2022-06-17,1.0413
2022-06-18,0.24297
2022-06-19,0.38181
2022-06-20,0.97188
2022-06-21,0.52065
2022-06-22,0.65949
2022-06-23,0.72891
2022-06-24,0.83304
2022-06-25,0.27768
2022-06-27,0.97188
2022-06-28,0.83304
2022-06-29,0.93717
2022-06-30,1.70079
2022-07-01,1.11072
2022-07-02,0.27768
2022-07-03,0.31239
2022-07-04,0.83304
2022-07-05,1.0413
2022-07-06,0.86775
2022-07-07,0.72891
2022-07-08,0.90246
2022-07-09,0.17355
2022-07-10,0.48594
2022-07-11,1.11072
2022-07-12,1.00659
2022-07-13,1.00659
2022-07-14,1.00659
2022-07-15,1.0413
2022-07-18,0.83304
2022-07-19,0.45123
2022-07-20,0.62478
2022-07-21,0.76362
2022-07-22,0.65949
2022-07-23,0.3471
2022-07-24,0.17355
2022-07-25,1.18014
2022-07-26,0.55536
2022-07-27,0.86775
2022-07-28,0.90246
2022-07-29,1.66608
2022-07-30,0.48594
2022-07-31,0.86775
2022-08-01,1.56195
2022-08-02,1.0413
2022-08-03,0.93717
2022-08-04,0.76362
2022-08-05,1.00659
2022-08-06,0.45123
2022-08-07,0.24297
2022-08-08,0.97188
2022-08-09,0.79833
2022-08-10,1.7355
2022-08-11,1.14543
2022-08-12,1.45782
2022-08-13,0.24297
2022-08-14,0.24297
2022-08-15,0.27768
2022-08-16,0.79833
2022-08-17,0.72891
2022-08-18,0.76362
2022-08-19,0.62478
2022-08-20,0.59007
2022-08-21,0.27768
2022-08-22,0.72891
2022-08-23,0.93717
2022-08-24,0.65949
2022-08-25,0.97188
2022-08-26,0.76362
2022-08-28,0.20826
2022-08-29,1.14543
2022-08-30,0.97188
2022-08-31,1.7355
2022-09-01,1.66608
2022-09-02,0.93717
2022-09-03,0.62478
2022-09-04,0.31239
2022-09-05,1.52724
2022-09-06,1.14543
2022-09-07,1.28427
2022-09-08,1.56195
2022-09-10,0.27768
2022-09-11,0.45123
2022-09-13,1.28427
2022-09-14,0.6942
2022-09-15,1.70079
2022-09-16,0.79833
2022-09-17,0.31239
2022-09-18,0.20826
2022-09-19,0.52065
2022-09-20,0.59007
2022-09-21,0.83304
2022-09-22,0.65949
2022-09-23,0.48594
2022-09-24,0.31239
2022-09-25,0.41652
2022-09-26,0.62478
2022-09-27,0.97188
2022-09-28,1.0413
2022-09-29,1.35369
2022-09-30,4.23464
2022-10-01,2.32558
2022-10-02,4.92884
2022-10-03,4.89413
2022-10-04,21.79798
2022-10-05,27.49045
2022-10-06,21.97153
2022-10-07,30.059
2022-10-08,13.08573
2022-10-09,10.06594
2022-10-10,25.72023
2022-10-11,34.8143
2022-10-12,25.92849
2022-10-13,22.83929
2022-10-14,25.23429
2022-10-15,16.0708
2022-10-16,13.43283
2022-10-17,26.65741
2022-10-18,24.12356
2022-10-19,19.8195
2022-10-20,23.84588
2022-10-21,20.79139
2022-10-22,11.17667
2022-10-23,10.69073
2022-10-24,24.43595
2022-10-25,28.18465
2022-10-26,23.9153
2022-10-27,25.16487
2022-10-28,23.04755
2022-10-29,13.88406
2022-10-30,14.75182
2022-10-31,53.03713
2022-11-01,45.12322
2022-11-02,33.8077
2022-11-03,29.60777
2022-11-04,31.93335
2022-11-05,23.08226
2022-11-06,14.3353
2022-11-07,28.80944
2022-11-08,28.14994
2022-11-09,29.81603
2022-11-10,60.74279
2022-11-11,29.43422
2022-11-12,13.64109
2022-11-13,12.77334
2022-11-14,25.82436
2022-11-15,38.32002
2022-11-16,28.98299
2022-11-17,21.1732
2022-11-18,23.42936
2022-11-19,12.35682
2022-11-20,10.55189
2022-11-21,28.56646
2022-11-22,23.08226
2022-11-23,22.17979
2022-11-24,21.76327
2022-11-25,26.58799
2022-11-26,13.74522
2022-11-27,12.32211
2022-11-28,27.664
2022-11-29,30.99618
2022-11-30,52.89829
2022-12-01,43.7001
2022-12-02,30.37139
2022-12-03,14.92537
2022-12-04,15.13363
2022-12-05,46.58104
2022-12-06,32.48871
2022-12-07,29.15654
2022-12-08,25.65081
