date,막국수맛집
2020-08-06,13.68421
2020-08-07,19.60832
2020-08-08,25.09179
2020-08-09,23.03549
2020-08-10,12.92533
2020-08-11,13.53733
2020-08-12,19.5104
2020-08-13,21.8115
2020-08-14,23.25581
2020-08-15,31.43206
2020-08-16,65.87515
2020-08-17,58.35985
2020-08-18,31.3831
2020-08-19,26.14443
2020-08-20,22.27662
2020-08-21,19.43696
2020-08-22,24.99388
2020-08-23,40.78335
2020-08-24,19.90208
2020-08-25,20.61199
2020-08-26,14.22276
2020-08-27,10.50183
2020-08-28,15.64259
2020-08-29,18.75152
2020-08-30,30.94247
2020-08-31,9.10648
2020-09-01,10.99143
2020-09-02,6.56058
2020-09-03,5.65483
2020-09-04,8.59241
2020-09-05,15.00611
2020-09-06,15.54467
2020-09-07,4.03916
2020-09-08,6.70746
2020-09-09,5.06731
2020-09-10,5.77723
2020-09-11,5.99755
2020-09-12,8.9596
2020-09-13,21.05263
2020-09-14,6.75642
2020-09-15,7.12362
2020-09-16,4.77356
2020-09-17,4.16156
2020-09-18,6.04651
2020-09-19,13.75764
2020-09-20,19.06976
2020-09-21,6.07099
2020-09-22,5.36107
2020-09-23,3.40269
2020-09-24,4.30844
2020-09-25,4.25948
2020-09-26,10.62423
2020-09-27,17.3317
2020-09-28,6.63402
2020-09-29,6.75642
2020-09-30,12.53365
2020-10-01,16.98898
2020-10-02,24.06364
2020-10-03,22.76621
2020-10-04,15.69155
2020-10-05,4.28396
2020-10-06,4.40636
2020-10-07,4.77356
2020-10-08,5.97307
2020-10-09,12.94981
2020-10-10,17.84577
2020-10-11,15.91187
2020-10-12,5.26315
2020-10-13,5.18971
2020-10-14,4.06364
2020-10-15,4.28396
2020-10-16,5.09179
2020-10-17,9.76744
2020-10-18,13.34149
2020-10-19,4.70012
2020-10-20,5.09179
2020-10-21,4.1126
2020-10-22,4.74908
2020-10-23,5.01835
2020-10-24,11.45654
2020-10-25,13.97796
2020-10-26,6.19339
2020-10-27,4.62668
2020-10-28,4.38188
2020-10-29,4.28396
2020-10-30,5.48347
2020-10-31,10.20807
2020-11-01,11.43206
2020-11-02,5.43451
2020-11-03,4.16156
2020-11-04,3.91676
2020-11-05,3.8678
2020-11-06,7.24602
2020-11-07,10.94247
2020-11-08,14.10036
2020-11-09,6.48714
2020-11-10,5.75275
2020-11-11,5.45899
2020-11-12,5.43451
2020-11-13,5.21419
2020-11-14,11.06487
2020-11-15,13.75764
2020-11-16,4.94492
2020-11-17,4.18604
2020-11-18,2.59485
2020-11-19,2.57037
2020-11-20,3.57405
2020-11-21,6.09547
2020-11-22,7.24602
2020-11-23,2.4235
2020-11-24,2.88861
2020-11-25,2.86413
2020-11-26,2.91309
2020-11-27,2.93757
2020-11-28,7.49082
2020-11-29,10.06119
2020-11-30,3.64749
2020-12-01,3.74541
2020-12-02,4.03916
2020-12-03,3.08445
2020-12-04,3.50061
2020-12-05,8.54345
2020-12-06,9.49816
2020-12-07,4.235
2020-12-08,3.79436
2020-12-09,3.69645
2020-12-10,2.98653
2020-12-11,3.84332
2020-12-12,6.09547
2020-12-13,6.80538
2020-12-14,3.01101
2020-12-15,3.30477
2020-12-16,2.37454
2020-12-17,2.39902
2020-12-18,2.47246
2020-12-19,4.3574
2020-12-20,6.21787
2020-12-21,3.30477
2020-12-22,3.25581
2020-12-23,3.57405
2020-12-24,3.32925
2020-12-25,6.38922
2020-12-26,8.93512
2020-12-27,9.13096
2020-12-28,4.70012
2020-12-29,4.13708
2020-12-30,3.74541
2020-12-31,4.82252
2021-01-01,10.35495
2021-01-02,11.65238
2021-01-03,8.9596
2021-01-04,3.23133
2021-01-05,3.23133
2021-01-06,2.61933
2021-01-07,1.64014
2021-01-08,2.59485
2021-01-09,5.33659
2021-01-10,7.56425
2021-01-11,2.88861
2021-01-12,3.91676
2021-01-13,3.03549
2021-01-14,3.25581
2021-01-15,3.62301
2021-01-16,11.97062
2021-01-17,13.95348
2021-01-18,4.235
2021-01-19,3.45165
2021-01-20,4.65116
2021-01-21,4.6022
2021-01-22,5.63035
2021-01-23,14.68788
2021-01-24,17.74785
2021-01-25,5.65483
2021-01-26,4.7246
2021-01-27,4.65116
2021-01-28,3.03549
2021-01-29,4.82252
2021-01-30,10.94247
2021-01-31,14.34516
2021-02-01,3.96572
2021-02-02,3.81884
2021-02-03,4.1126
2021-02-04,4.13708
2021-02-05,5.31211
2021-02-06,12.58261
2021-02-07,12.99877
2021-02-08,4.40636
2021-02-09,4.43084
2021-02-10,5.45899
2021-02-11,11.9951
2021-02-12,20.88127
2021-02-13,35.25091
2021-02-14,20.0
2021-02-15,11.5055
2021-02-16,7.00122
2021-02-17,6.19339
2021-02-18,6.11995
2021-02-19,8.07833
2021-02-20,19.31456
2021-02-21,27.95593
2021-02-22,9.10648
2021-02-23,8.27417
2021-02-24,7.61321
2021-02-25,5.89963
2021-02-26,8.54345
2021-02-27,22.32558
2021-02-28,32.38678
2021-03-01,12.4847
2021-03-02,5.28763
2021-03-03,5.70379
2021-03-04,5.97307
2021-03-05,7.12362
2021-03-06,16.81762
2021-03-07,21.83598
2021-03-08,6.02203
2021-03-09,7.78457
2021-03-10,7.19706
2021-03-11,6.68298
2021-03-12,7.00122
2021-03-13,18.43329
2021-03-14,23.20685
2021-03-15,9.25336
2021-03-16,8.44553
2021-03-17,8.88616
2021-03-18,7.76009
2021-03-19,10.47735
2021-03-20,13.73317
2021-03-21,18.82496
2021-03-22,8.27417
2021-03-23,9.84088
2021-03-24,7.93145
2021-03-25,9.84088
2021-03-26,10.35495
2021-03-27,14.6634
2021-03-28,17.06242
2021-03-29,8.27417
2021-03-30,9.3268
2021-03-31,9.47368
2021-04-01,9.76744
2021-04-02,10.55079
2021-04-03,14.46756
2021-04-04,21.46878
2021-04-05,10.55079
2021-04-06,9.76744
2021-04-07,9.49816
2021-04-08,10.23255
2021-04-09,10.18359
2021-04-10,25.36107
2021-04-11,41.54222
2021-04-12,8.59241
2021-04-13,8.39657
2021-04-14,7.56425
2021-04-15,10.30599
2021-04-16,13.29253
2021-04-17,21.05263
2021-04-18,34.34516
2021-04-19,16.10771
2021-04-20,15.98531
2021-04-21,17.60097
2021-04-22,16.30354
2021-04-23,16.40146
2021-04-24,37.57649
2021-04-25,59.55936
2021-04-26,15.98531
2021-04-27,12.26438
2021-04-28,15.07955
2021-04-29,11.89718
2021-04-30,12.50917
2021-05-01,23.69645
2021-05-02,42.57037
2021-05-03,15.71603
2021-05-04,11.9951
2021-05-05,32.65605
2021-05-06,14.88372
2021-05-07,12.97429
2021-05-08,27.95593
2021-05-09,42.66829
2021-05-10,8.51897
2021-05-11,14.1738
2021-05-12,15.25091
2021-05-13,20.51407
2021-05-14,31.28518
2021-05-15,39.73072
2021-05-16,33.68421
2021-05-17,11.82374
2021-05-18,17.60097
2021-05-19,60.41615
2021-05-20,13.04773
2021-05-21,12.72949
2021-05-22,43.54957
2021-05-23,54.51652
2021-05-24,31.5055
2021-05-25,22.71725
2021-05-26,15.39779
2021-05-27,10.15911
2021-05-28,10.25703
2021-05-29,25.97307
2021-05-30,65.16523
2021-05-31,13.43941
2021-06-01,18.94736
2021-06-02,21.78702
2021-06-03,10.62423
2021-06-04,19.43696
2021-06-05,46.75642
2021-06-06,72.90085
2021-06-07,18.50673
2021-06-08,27.00122
2021-06-09,33.34149
2021-06-10,25.77723
2021-06-11,20.29375
2021-06-12,66.24235
2021-06-13,100.0
2021-06-14,42.93757
2021-06-15,20.93023
2021-06-16,23.94124
2021-06-17,17.4541
2021-06-18,17.06242
2021-06-19,59.41248
2021-06-20,80.04895
2021-06-21,38.62913
2021-06-22,28.34761
2021-06-23,20.58751
2021-06-24,22.00734
2021-06-25,26.56058
2021-06-26,43.67197
2021-06-27,89.00856
2021-06-28,25.55691
2021-06-29,25.18971
2021-06-30,20.53855
2021-07-01,26.34026
2021-07-02,27.51529
2021-07-03,33.56181
2021-07-04,31.33414
2021-07-05,17.87025
2021-07-06,24.70012
2021-07-07,16.49938
2021-07-08,20.56303
2021-07-09,19.68176
2021-07-10,45.53243
2021-07-11,45.87515
2021-07-12,28.10281
2021-07-13,28.66585
2021-07-14,32.04406
2021-07-15,30.20807
2021-07-16,37.35618
2021-07-17,69.52264
2021-07-18,86.63402
2021-07-19,29.98776
2021-07-20,34.14932
2021-07-21,30.96695
2021-07-22,33.68421
2021-07-23,38.40881
2021-07-24,73.51285
2021-07-25,90.23255
2021-07-26,40.36719
2021-07-27,36.9645
2021-07-28,35.56915
2021-07-29,32.94981
2021-07-30,39.11872
2021-07-31,69.42472
2021-08-01,62.96205
2021-08-02,36.5973
2021-08-03,44.25948
2021-08-04,37.64993
2021-08-05,42.61933
2021-08-06,40.85679
2021-08-07,63.30477
2021-08-08,69.47368
2021-08-09,36.42594
2021-08-10,28.54345
2021-08-11,32.16646
2021-08-12,23.40269
2021-08-13,24.6022
2021-08-14,37.47858
2021-08-15,66.09547
2021-08-16,55.96083
2021-08-17,19.5104
2021-08-18,14.34516
2021-08-19,14.61444
2021-08-20,17.57649
2021-08-21,16.76866
2021-08-22,37.67441
2021-08-23,11.06487
2021-08-24,9.71848
2021-08-25,9.694
2021-08-26,10.79559
2021-08-27,10.69767
2021-08-28,28.29865
2021-08-29,27.88249
2021-08-30,12.28886
2021-08-31,9.00856
2021-09-01,6.68298
2021-09-02,9.9388
2021-09-03,11.5055
2021-09-04,27.34394
2021-09-05,25.99755
2021-09-06,7.68665
2021-09-07,6.43818
2021-09-08,8.37209
2021-09-09,9.64504
2021-09-10,11.45654
2021-09-11,23.69645
2021-09-12,31.8727
2021-09-13,9.03304
2021-09-14,8.64137
2021-09-15,8.86168
2021-09-16,8.78824
2021-09-17,7.3929
2021-09-18,28.69033
2021-09-19,31.01591
2021-09-20,39.31456
2021-09-21,27.19706
2021-09-22,35.49571
2021-09-23,14.36964
2021-09-24,12.94981
2021-09-25,18.84944
2021-09-26,24.235
2021-09-27,9.9388
2021-09-28,7.78457
2021-09-29,8.12729
2021-09-30,9.37576
2021-10-01,11.6279
2021-10-02,23.15789
2021-10-03,41.8115
2021-10-04,22.22766
2021-10-05,11.45654
2021-10-06,7.83353
2021-10-07,7.51529
2021-10-08,8.44553
2021-10-09,21.10159
2021-10-10,30.62423
2021-10-11,19.2656
2021-10-12,8.27417
2021-10-13,8.42105
2021-10-14,9.00856
2021-10-15,8.44553
2021-10-16,10.91799
2021-10-17,12.94981
2021-10-18,5.63035
2021-10-19,5.01835
2021-10-20,5.65483
2021-10-21,5.63035
2021-10-22,5.80171
2021-10-23,15.47123
2021-10-24,19.21664
2021-10-25,6.43818
2021-10-26,7.63769
2021-10-27,6.82986
2021-10-28,6.68298
2021-10-29,6.68298
2021-10-30,11.55446
2021-10-31,18.04161
2021-11-01,6.34026
2021-11-02,6.38922
2021-11-03,5.28763
2021-11-04,6.43818
2021-11-05,7.2705
2021-11-06,15.52019
2021-11-07,19.2656
2021-11-08,5.04283
2021-11-09,4.13708
2021-11-10,4.13708
2021-11-11,6.19339
2021-11-12,7.44186
2021-11-13,11.52998
2021-11-14,17.87025
2021-11-15,7.63769
2021-11-16,5.48347
2021-11-17,5.31211
2021-11-18,5.11627
2021-11-19,7.1481
2021-11-20,11.43206
2021-11-21,12.50917
2021-11-22,3.96572
2021-11-23,3.84332
2021-11-24,10.45287
2021-11-25,7.93145
2021-11-26,7.56425
2021-11-27,12.65605
2021-11-28,18.97184
2021-11-29,6.80538
2021-11-30,5.63035
2021-12-01,3.96572
2021-12-02,4.16156
2021-12-03,5.31211
2021-12-04,8.98408
2021-12-05,12.16646
2021-12-06,5.16523
2021-12-07,4.65116
2021-12-08,6.5361
2021-12-09,6.82986
2021-12-10,6.82986
2021-12-11,18.80048
2021-12-12,14.61444
2021-12-13,5.28763
2021-12-14,4.92044
2021-12-15,5.28763
2021-12-16,5.41003
2021-12-17,5.36107
2021-12-18,11.16279
2021-12-19,14.32068
2021-12-20,7.12362
2021-12-21,6.19339
2021-12-22,5.75275
2021-12-23,7.05018
2021-12-24,5.38555
2021-12-25,9.96328
2021-12-26,14.46756
2021-12-27,5.33659
2021-12-28,5.33659
2021-12-29,5.92411
2021-12-30,6.48714
2021-12-31,6.97674
2022-01-01,14.24724
2022-01-02,12.26438
2022-01-03,5.67931
2022-01-04,5.55691
2022-01-05,4.92044
2022-01-06,5.58139
2022-01-07,6.58506
2022-01-08,14.36964
2022-01-09,20.44063
2022-01-10,7.44186
2022-01-11,6.46266
2022-01-12,5.06731
2022-01-13,4.55324
2022-01-14,6.16891
2022-01-15,16.79314
2022-01-16,17.84577
2022-01-17,5.94859
2022-01-18,5.89963
2022-01-19,5.06731
2022-01-20,5.01835
2022-01-21,5.97307
2022-01-22,12.68053
2022-01-23,15.74051
2022-01-24,6.51162
2022-01-25,5.16523
2022-01-26,6.09547
2022-01-27,7.1481
2022-01-28,6.4137
2022-01-29,13.90452
2022-01-30,18.09057
2022-01-31,21.02815
2022-02-01,17.4541
2022-02-02,18.84944
2022-02-03,7.1481
2022-02-04,7.34394
2022-02-05,13.04773
2022-02-06,15.88739
2022-02-07,6.19339
2022-02-08,6.6585
2022-02-09,7.34394
2022-02-10,7.24602
2022-02-11,7.0257
2022-02-12,18.26193
2022-02-13,20.22031
2022-02-14,8.10281
2022-02-15,7.29498
2022-02-16,5.16523
2022-02-17,5.14075
2022-02-18,8.29865
2022-02-19,14.71236
2022-02-20,16.15667
2022-02-21,7.24602
2022-02-22,6.48714
2022-02-23,9.37576
2022-02-24,10.64871
2022-02-25,11.48102
2022-02-26,18.16401
2022-02-27,26.07099
2022-02-28,13.53733
2022-03-01,18.09057
2022-03-02,6.68298
2022-03-03,7.51529
2022-03-04,8.51897
2022-03-05,17.13586
2022-03-06,20.29375
2022-03-07,6.80538
2022-03-08,8.24969
2022-03-09,18.75152
2022-03-10,7.53977
2022-03-11,9.42472
2022-03-12,19.1432
2022-03-13,13.61077
2022-03-14,5.87515
2022-03-15,7.68665
2022-03-16,22.93757
2022-03-17,7.90697
2022-03-18,8.17625
2022-03-19,17.38066
2022-03-20,23.62301
2022-03-21,10.69767
2022-03-22,10.33047
2022-03-23,8.05385
2022-03-24,8.91064
2022-03-25,12.04406
2022-03-26,23.35373
2022-03-27,27.71113
2022-03-28,10.03671
2022-03-29,11.08935
2022-03-30,13.68421
2022-03-31,8.81272
2022-04-01,11.3831
2022-04-02,23.8678
2022-04-03,33.31701
2022-04-04,10.79559
2022-04-05,11.7503
2022-04-06,12.41126
2022-04-07,10.64871
2022-04-08,13.17013
2022-04-09,36.94002
2022-04-10,58.82496
2022-04-11,21.86046
2022-04-12,16.20563
2022-04-13,6.07099
2022-04-14,7.07466
2022-04-15,14.7858
2022-04-16,33.53733
2022-04-17,41.17503
2022-04-18,25.48347
2022-04-19,18.43329
2022-04-20,22.83965
2022-04-21,16.05875
2022-04-22,28.54345
2022-04-23,47.31946
2022-04-24,65.92411
2022-04-25,18.06609
2022-04-26,20.90575
2022-04-27,17.67441
2022-04-28,16.86658
2022-04-29,9.59608
2022-04-30,25.43451
2022-05-01,41.3219
2022-05-02,14.51652
2022-05-03,15.44675
2022-05-04,18.72705
2022-05-05,62.86413
2022-05-06,38.11505
2022-05-07,40.31823
2022-05-08,30.67319
2022-05-09,16.62178
2022-05-10,16.40146
2022-05-11,18.43329
2022-05-12,17.35618
2022-05-13,19.19216
2022-05-14,37.67441
2022-05-15,51.43206
2022-05-16,19.73072
2022-05-17,21.27294
2022-05-18,17.99265
2022-05-19,16.9645
2022-05-20,21.3219
2022-05-21,42.66829
2022-05-22,57.25826
2022-05-23,25.11627
2022-05-24,26.2913
2022-05-25,18.776
2022-05-26,15.86291
2022-05-27,20.02447
2022-05-28,47.09914
2022-05-29,55.49571
2022-05-30,13.97796
2022-05-31,21.64014
2022-06-01,50.11015
2022-06-02,19.33904
2022-06-03,30.42839
2022-06-04,49.22888
2022-06-05,51.43206
2022-06-06,37.62545
2022-06-07,14.68788
2022-06-08,13.17013
2022-06-09,13.07221
2022-06-10,17.35618
2022-06-11,46.70746
2022-06-12,60.34271
2022-06-13,27.09914
2022-06-14,17.03794
2022-06-15,10.77111
2022-06-16,14.71236
2022-06-17,19.6328
2022-06-18,37.96817
2022-06-19,44.6022
2022-06-20,27.07466
2022-06-21,34.71236
2022-06-22,23.32925
2022-06-23,13.12117
2022-06-24,21.00367
2022-06-25,61.07711
2022-06-26,45.89963
2022-06-27,19.43696
2022-06-28,20.70991
2022-06-29,13.17013
2022-06-30,10.42839
2022-07-01,29.5716
2022-07-02,74.07588
2022-07-03,87.31946
2022-07-04,29.66952
2022-07-05,30.20807
2022-07-06,32.92533
2022-07-07,26.07099
2022-07-08,23.40269
2022-07-09,55.44675
2022-07-10,86.07099
2022-07-11,24.52876
2022-07-12,23.94124
2022-07-13,9.694
2022-07-14,16.64626
2022-07-15,25.60587
2022-07-16,39.19216
2022-07-17,54.61444
2022-07-18,21.59118
2022-07-19,23.89228
2022-07-20,21.6891
2022-07-21,17.87025
2022-07-22,23.23133
2022-07-23,33.97796
2022-07-24,47.00122
2022-07-25,33.34149
2022-07-26,36.13219
2022-07-27,29.37576
2022-07-28,37.06242
2022-07-29,44.50428
2022-07-30,73.46389
2022-07-31,47.12362
2022-08-01,40.22031
2022-08-02,32.63157
2022-08-03,30.82007
2022-08-04,38.87392
2022-08-05,42.64381
2022-08-06,57.38066
2022-08-07,63.59853
2022-08-08,19.6328
2022-08-09,17.74785
2022-08-10,17.50305
2022-08-11,14.39412
2022-08-12,29.082
2022-08-13,33.07221
2022-08-14,56.62178
2022-08-15,42.52141
2022-08-16,22.39902
2022-08-17,19.43696
2022-08-18,18.04161
2022-08-19,14.56548
2022-08-20,39.24112
2022-08-21,51.13831
2022-08-22,18.11505
2022-08-23,14.98164
2022-08-24,12.97429
2022-08-25,9.88984
2022-08-26,32.87637
2022-08-27,54.22276
2022-08-28,64.50428
2022-08-29,17.25826
2022-08-30,11.92166
2022-08-31,10.47735
2022-09-01,14.0514
2022-09-02,15.12851
2022-09-03,26.87882
2022-09-04,20.0
2022-09-05,6.43818
2022-09-06,8.12729
2022-09-07,9.22888
2022-09-08,11.21175
2022-09-09,31.67686
2022-09-10,43.05997
2022-09-11,43.03549
2022-09-12,35.96083
2022-09-13,10.77111
2022-09-14,7.88249
2022-09-15,9.74296
2022-09-16,10.50183
2022-09-17,23.08445
2022-09-18,30.64871
2022-09-19,8.10281
2022-09-20,8.07833
2022-09-21,7.61321
2022-09-22,8.39657
2022-09-23,8.44553
2022-09-24,21.90942
2022-09-25,25.33659
2022-09-26,9.62056
2022-09-27,9.25336
2022-09-28,6.82986
2022-09-29,6.51162
2022-09-30,7.66217
2022-10-01,21.95838
2022-10-02,21.76254
2022-10-03,17.01346
2022-10-04,5.50795
2022-10-05,6.92778
2022-10-06,4.99388
2022-10-07,6.31578
2022-10-08,14.81028
2022-10-09,16.69522
2022-10-10,11.79926
2022-10-11,5.48347
2022-10-12,5.72827
2022-10-13,5.75275
2022-10-14,6.56058
2022-10-15,16.00979
2022-10-16,15.07955
2022-10-17,5.87515
2022-10-18,5.33659
2022-10-19,4.99388
2022-10-20,5.87515
2022-10-21,6.73194
2022-10-22,13.34149
2022-10-23,14.22276
2022-10-24,5.72827
2022-10-25,6.16891
2022-10-26,4.9694
2022-10-27,6.48714
2022-10-28,6.14443
2022-10-29,13.73317
2022-10-30,14.58996
2022-10-31,6.09547
2022-11-01,4.94492
2022-11-02,4.847
2022-11-03,3.59853
2022-11-04,4.28396
2022-11-05,12.21542
2022-11-06,18.18849
2022-11-07,5.41003
2022-11-08,6.14443
2022-11-09,3.81884
2022-11-10,4.235
2022-11-11,6.11995
2022-11-12,12.01958
2022-11-13,10.01223
2022-11-14,4.38188
2022-11-15,4.89596
2022-11-16,4.43084
2022-11-17,5.06731
2022-11-18,7.22154
2022-11-19,12.75397
2022-11-20,15.22643
2022-11-21,4.92044
2022-11-22,4.6022
2022-11-23,4.57772
2022-11-24,3.84332
2022-11-25,6.6585
2022-11-26,11.6279
2022-11-27,13.68421
2022-11-28,5.33659
2022-11-29,4.92044
2022-11-30,3.28029
2022-12-01,4.28396
2022-12-02,4.847
2022-12-03,9.37576
2022-12-04,9.84088
2022-12-05,5.38555
2022-12-06,4.08812
2022-12-07,3.9902
2022-12-08,3.64749
2022-12-09,4.45532
2022-12-10,7.63769
2022-12-11,10.01223
2022-12-12,4.50428
2022-12-13,3.62301
2022-12-14,3.42717
2022-12-15,2.91309
2022-12-16,3.81884
2022-12-17,6.21787
2022-12-18,6.80538
2022-12-19,3.08445
2022-12-20,2.83965
2022-12-21,2.52141
2022-12-22,2.88861
2022-12-23,3.84332
2022-12-24,6.19339
2022-12-25,9.13096
2022-12-26,4.74908
2022-12-27,4.847
2022-12-28,4.03916
2022-12-29,4.1126
2022-12-30,5.23867
2022-12-31,8.86168
2023-01-01,12.63157
2023-01-02,4.92044
2023-01-03,4.40636
2023-01-04,4.43084
2023-01-05,4.43084
2023-01-06,4.50428
2023-01-07,9.13096
2023-01-08,12.65605
2023-01-09,5.11627
2023-01-10,4.70012
2023-01-11,5.63035
2023-01-12,5.31211
2023-01-13,5.67931
2023-01-14,8.98408
2023-01-15,8.78824
2023-01-16,4.25948
2023-01-17,4.01468
2023-01-18,3.50061
2023-01-19,3.28029
2023-01-20,4.28396
2023-01-21,8.98408
2023-01-22,13.09669
2023-01-23,19.29008
2023-01-24,10.67319
2023-01-25,5.94859
2023-01-26,3.18237
2023-01-27,4.7246
2023-01-28,8.81272
2023-01-29,10.06119
2023-01-30,5.63035
2023-01-31,4.82252
2023-02-01,4.235
2023-02-02,5.50795
2023-02-03,5.94859
2023-02-04,9.74296
2023-02-05,12.28886
2023-02-06,11.6279
2023-02-07,6.43818
2023-02-08,5.82619
2023-02-09,5.89963
2023-02-10,7.58873
2023-02-11,13.31701
2023-02-12,16.30354
2023-02-13,5.97307
2023-02-14,6.63402
2023-02-15,6.75642
2023-02-16,5.48347
2023-02-17,8.07833
2023-02-18,13.02325
2023-02-19,14.7858
2023-02-20,7.2705
2023-02-21,7.68665
2023-02-22,6.14443
2023-02-23,7.34394
2023-02-24,7.36842
2023-02-25,13.78212
2023-02-26,20.41615
2023-02-27,8.98408
2023-02-28,8.39657
2023-03-01,13.85556
2023-03-02,5.77723
2023-03-03,8.32313
2023-03-04,16.15667
2023-03-05,20.80783
2023-03-06,8.56793
2023-03-07,8.24969
2023-03-08,6.70746
2023-03-09,6.6585
2023-03-10,9.00856
2023-03-11,21.27294
2023-03-12,12.68053
2023-03-13,6.68298
2023-03-14,8.29865
2023-03-15,7.53977
2023-03-16,6.04651
2023-03-17,9.00856
2023-03-18,18.48225
2023-03-19,24.55324
2023-03-20,9.64504
2023-03-21,10.08567
2023-03-22,9.96328
2023-03-23,8.49449
2023-03-24,9.88984
2023-03-25,20.93023
2023-03-26,28.07833
2023-03-27,9.47368
2023-03-28,8.17625
2023-03-29,9.98776
2023-03-30,10.37943
2023-03-31,13.24357
2023-04-01,31.21175
2023-04-02,39.11872
2023-04-03,14.51652
2023-04-04,10.45287
2023-04-05,6.63402
2023-04-06,7.88249
2023-04-07,11.77478
2023-04-08,23.18237
2023-04-09,37.0869
2023-04-10,11.08935
2023-04-11,8.02937
2023-04-12,9.13096
2023-04-13,10.42839
2023-04-14,13.8066
2023-04-15,15.98531
2023-04-16,23.94124
2023-04-17,10.89351
2023-04-18,7.19706
2023-04-19,12.72949
2023-04-20,9.42472
2023-04-21,12.55813
2023-04-22,24.43084
2023-04-23,28.07833
2023-04-24,10.45287
2023-04-25,6.9033
2023-04-26,6.85434
2023-04-27,14.34516
2023-04-28,20.97919
2023-04-29,15.69155
2023-04-30,33.78212
2023-05-01,34.7858
2023-05-02,12.53365
2023-05-03,15.61811
2023-05-04,14.58996
2023-05-05,16.79314
2023-05-06,18.01713
2023-05-07,21.4443
2023-05-08,13.31701
2023-05-09,15.66707
2023-05-10,14.98164
2023-05-11,15.25091
2023-05-12,14.6634
2023-05-13,36.79314
2023-05-14,47.95593
2023-05-15,21.51774
2023-05-16,26.85434
2023-05-17,25.04283
2023-05-18,13.83108
2023-05-19,21.88494
2023-05-20,44.16156
2023-05-21,40.97919
2023-05-22,15.88739
2023-05-23,18.84944
2023-05-24,14.541
2023-05-25,15.86291
2023-05-26,18.43329
2023-05-27,23.32925
2023-05-28,27.71113
2023-05-29,46.26682
