date,미래에셋ETF
2021-05-09,13.7931
2021-05-10,17.5862
2021-05-11,18.44827
2021-05-12,18.7931
2021-05-13,13.44827
2021-05-14,12.06896
2021-05-15,9.31034
2021-05-16,10.51724
2021-05-17,9.65517
2021-05-18,11.20689
2021-05-19,10.68965
2021-05-20,15.34482
2021-05-21,16.20689
2021-05-22,8.7931
2021-05-23,12.41379
2021-05-24,19.31034
2021-05-25,23.44827
2021-05-26,21.03448
2021-05-27,15.86206
2021-05-28,14.48275
2021-05-29,13.10344
2021-05-30,11.89655
2021-05-31,15.86206
2021-06-01,16.89655
2021-06-02,15.51724
2021-06-03,18.62068
2021-06-04,16.89655
2021-06-05,10.17241
2021-06-06,7.93103
2021-06-07,17.06896
2021-06-08,13.62068
2021-06-09,14.65517
2021-06-10,16.55172
2021-06-11,10.51724
2021-06-12,9.48275
2021-06-13,10.0
2021-06-14,16.72413
2021-06-15,18.10344
2021-06-16,18.96551
2021-06-17,18.10344
2021-06-18,15.17241
2021-06-19,9.65517
2021-06-20,9.31034
2021-06-21,15.17241
2021-06-22,15.51724
2021-06-23,18.44827
2021-06-24,15.0
2021-06-25,17.41379
2021-06-26,12.41379
2021-06-27,13.7931
2021-06-28,14.13793
2021-06-29,16.03448
2021-06-30,20.34482
2021-07-01,22.06896
2021-07-02,17.06896
2021-07-03,10.34482
2021-07-04,8.96551
2021-07-05,18.62068
2021-07-06,21.20689
2021-07-07,23.44827
2021-07-08,26.03448
2021-07-09,29.82758
2021-07-10,22.41379
2021-07-11,22.24137
2021-07-12,31.03448
2021-07-13,32.5862
2021-07-14,33.44827
2021-07-15,32.5862
2021-07-16,26.55172
2021-07-17,18.96551
2021-07-18,18.96551
2021-07-19,28.96551
2021-07-20,50.34482
2021-07-21,33.7931
2021-07-22,25.86206
2021-07-23,31.55172
2021-07-24,17.06896
2021-07-25,17.5862
2021-07-26,31.72413
2021-07-27,28.27586
2021-07-28,26.03448
2021-07-29,31.72413
2021-07-30,25.17241
2021-07-31,19.13793
2021-08-01,15.86206
2021-08-02,23.10344
2021-08-03,22.24137
2021-08-04,30.51724
2021-08-05,30.0
2021-08-06,28.44827
2021-08-07,21.72413
2021-08-08,22.06896
2021-08-09,27.93103
2021-08-10,35.17241
2021-08-11,30.68965
2021-08-12,28.96551
2021-08-13,25.86206
2021-08-14,12.24137
2021-08-15,12.41379
2021-08-16,14.82758
2021-08-17,22.93103
2021-08-18,26.89655
2021-08-19,18.96551
2021-08-20,21.55172
2021-08-21,13.27586
2021-08-22,12.93103
2021-08-23,21.72413
2021-08-24,22.06896
2021-08-25,29.65517
2021-08-26,21.03448
2021-08-27,21.55172
2021-08-28,16.03448
2021-08-29,15.51724
2021-08-30,25.86206
2021-08-31,26.20689
2021-09-01,23.7931
2021-09-02,22.41379
2021-09-03,17.75862
2021-09-04,12.93103
2021-09-05,13.27586
2021-09-06,23.27586
2021-09-07,26.89655
2021-09-08,22.93103
2021-09-09,22.93103
2021-09-10,17.5862
2021-09-11,13.10344
2021-09-12,10.68965
2021-09-13,17.24137
2021-09-14,21.72413
2021-09-15,21.20689
2021-09-16,19.48275
2021-09-17,18.7931
2021-09-18,12.24137
2021-09-19,12.93103
2021-09-20,8.27586
2021-09-21,9.48275
2021-09-22,15.86206
2021-09-23,19.82758
2021-09-24,23.96551
2021-09-25,13.44827
2021-09-26,12.5862
2021-09-27,20.51724
2021-09-28,20.68965
2021-09-29,21.72413
2021-09-30,18.27586
2021-10-01,15.34482
2021-10-02,9.65517
2021-10-03,9.13793
2021-10-04,11.37931
2021-10-05,15.86206
2021-10-06,16.89655
2021-10-07,20.86206
2021-10-08,18.62068
2021-10-09,8.10344
2021-10-10,7.06896
2021-10-11,10.17241
2021-10-12,15.51724
2021-10-13,20.68965
2021-10-14,16.72413
2021-10-15,14.65517
2021-10-16,5.68965
2021-10-17,8.7931
2021-10-18,20.86206
2021-10-19,22.93103
2021-10-20,25.51724
2021-10-21,20.34482
2021-10-22,20.51724
2021-10-23,8.7931
2021-10-24,8.7931
2021-10-25,21.37931
2021-10-26,28.62068
2021-10-27,28.10344
2021-10-28,20.68965
2021-10-29,20.0
2021-10-30,13.44827
2021-10-31,12.75862
2021-11-01,24.65517
2021-11-02,24.82758
2021-11-03,23.27586
2021-11-04,31.55172
2021-11-05,22.75862
2021-11-06,12.41379
2021-11-07,15.0
2021-11-08,28.62068
2021-11-09,30.34482
2021-11-10,27.93103
2021-11-11,22.93103
2021-11-12,27.93103
2021-11-13,13.62068
2021-11-14,13.27586
2021-11-15,30.34482
2021-11-16,33.7931
2021-11-17,34.48275
2021-11-18,31.37931
2021-11-19,26.55172
2021-11-20,13.10344
2021-11-21,20.68965
2021-11-22,30.86206
2021-11-23,25.17241
2021-11-24,23.10344
2021-11-25,26.03448
2021-11-26,26.89655
2021-11-27,11.20689
2021-11-28,14.82758
2021-11-29,24.48275
2021-11-30,23.62068
2021-12-01,18.62068
2021-12-02,19.48275
2021-12-03,19.65517
2021-12-04,8.62068
2021-12-05,11.37931
2021-12-06,22.41379
2021-12-07,21.03448
2021-12-08,23.7931
2021-12-09,19.31034
2021-12-10,23.96551
2021-12-11,11.55172
2021-12-12,11.89655
2021-12-13,23.96551
2021-12-14,19.48275
2021-12-15,18.27586
2021-12-16,22.75862
2021-12-17,20.68965
2021-12-18,10.34482
2021-12-19,12.06896
2021-12-20,21.03448
2021-12-21,19.82758
2021-12-22,24.65517
2021-12-23,17.75862
2021-12-24,16.20689
2021-12-25,12.41379
2021-12-26,12.06896
2021-12-27,24.13793
2021-12-28,30.68965
2021-12-29,28.7931
2021-12-30,27.93103
2021-12-31,19.48275
2022-01-01,9.13793
2022-01-02,14.13793
2022-01-03,27.5862
2022-01-04,27.5862
2022-01-05,25.17241
2022-01-06,27.24137
2022-01-07,20.17241
2022-01-08,14.65517
2022-01-09,11.72413
2022-01-10,22.24137
2022-01-11,18.44827
2022-01-12,21.03448
2022-01-13,16.20689
2022-01-14,18.7931
2022-01-15,14.13793
2022-01-16,15.68965
2022-01-17,19.82758
2022-01-18,17.41379
2022-01-19,16.55172
2022-01-20,14.13793
2022-01-21,16.89655
2022-01-22,8.27586
2022-01-23,11.20689
2022-01-24,17.5862
2022-01-25,18.44827
2022-01-26,17.41379
2022-01-27,22.5862
2022-01-28,15.68965
2022-01-29,9.48275
2022-01-30,8.7931
2022-01-31,11.20689
2022-02-01,13.27586
2022-02-02,16.20689
2022-02-03,24.82758
2022-02-04,22.93103
2022-02-05,12.93103
2022-02-06,10.86206
2022-02-07,16.72413
2022-02-08,20.86206
2022-02-09,21.20689
2022-02-10,16.72413
2022-02-11,16.55172
2022-02-12,41.89655
2022-02-13,21.72413
2022-02-14,21.37931
2022-02-15,20.0
2022-02-16,15.34482
2022-02-17,13.7931
2022-02-18,15.68965
2022-02-19,12.06896
2022-02-20,8.96551
2022-02-21,16.72413
2022-02-22,12.93103
2022-02-23,16.03448
2022-02-24,17.75862
2022-02-25,15.68965
2022-02-26,8.7931
2022-02-27,5.17241
2022-02-28,11.55172
2022-03-01,12.75862
2022-03-02,14.48275
2022-03-03,13.7931
2022-03-04,10.68965
2022-03-05,7.06896
2022-03-06,6.55172
2022-03-07,12.24137
2022-03-08,10.17241
2022-03-09,7.06896
2022-03-10,9.13793
2022-03-11,11.37931
2022-03-12,6.72413
2022-03-13,8.96551
2022-03-14,13.10344
2022-03-15,10.17241
2022-03-16,13.27586
2022-03-17,12.06896
2022-03-18,12.5862
2022-03-19,8.27586
2022-03-20,6.37931
2022-03-21,15.0
2022-03-22,15.86206
2022-03-23,13.44827
2022-03-24,12.75862
2022-03-25,9.65517
2022-03-26,4.82758
2022-03-27,6.20689
2022-03-28,12.41379
2022-03-29,14.31034
2022-03-30,15.68965
2022-03-31,13.27586
2022-04-01,8.10344
2022-04-02,6.37931
2022-04-03,9.82758
2022-04-04,24.13793
2022-04-05,17.5862
2022-04-06,12.24137
2022-04-07,9.82758
2022-04-08,11.03448
2022-04-09,4.65517
2022-04-10,6.03448
2022-04-11,6.89655
2022-04-12,10.68965
2022-04-13,8.10344
2022-04-14,5.51724
2022-04-15,7.06896
2022-04-16,2.75862
2022-04-17,5.0
2022-04-18,7.5862
2022-04-19,9.13793
2022-04-20,6.37931
2022-04-21,6.72413
2022-04-22,5.68965
2022-04-23,3.44827
2022-04-24,3.27586
2022-04-25,3.7931
2022-04-26,6.89655
2022-04-27,6.20689
2022-04-28,8.10344
2022-04-29,6.89655
2022-04-30,2.41379
2022-05-01,3.7931
2022-05-02,6.20689
2022-05-03,8.96551
2022-05-04,3.96551
2022-05-05,2.41379
2022-05-06,5.0
2022-05-07,1.89655
2022-05-08,3.7931
2022-05-09,4.31034
2022-05-10,6.55172
2022-05-11,5.34482
2022-05-12,8.7931
2022-05-13,6.55172
2022-05-14,3.10344
2022-05-15,1.37931
2022-05-16,7.75862
2022-05-17,6.37931
2022-05-18,7.06896
2022-05-19,5.86206
2022-05-20,5.51724
2022-05-21,3.27586
2022-05-22,1.72413
2022-05-23,5.17241
2022-05-24,5.17241
2022-05-25,5.51724
2022-05-26,3.44827
2022-05-27,5.51724
2022-05-28,0.86206
2022-05-29,1.89655
2022-05-30,2.75862
2022-05-31,5.51724
2022-06-01,3.27586
2022-06-02,5.17241
2022-06-03,5.51724
2022-06-04,3.10344
2022-06-05,0.86206
2022-06-06,4.31034
2022-06-07,4.82758
2022-06-08,6.55172
2022-06-09,5.34482
2022-06-10,1.72413
2022-06-11,3.10344
2022-06-12,2.5862
2022-06-13,7.5862
2022-06-14,6.37931
2022-06-15,8.27586
2022-06-16,7.93103
2022-06-17,6.03448
2022-06-18,0.86206
2022-06-19,2.75862
2022-06-20,5.68965
2022-06-21,7.06896
2022-06-22,5.68965
2022-06-23,6.03448
2022-06-24,5.17241
2022-06-25,1.37931
2022-06-26,2.75862
2022-06-27,6.72413
2022-06-28,5.68965
2022-06-29,6.37931
2022-06-30,3.62068
2022-07-01,5.17241
2022-07-02,3.62068
2022-07-03,2.93103
2022-07-04,3.96551
2022-07-05,5.0
2022-07-06,6.89655
2022-07-07,3.27586
2022-07-08,3.10344
2022-07-09,1.20689
2022-07-10,1.03448
2022-07-11,4.82758
2022-07-12,4.31034
2022-07-13,2.93103
2022-07-14,4.65517
2022-07-15,2.5862
2022-07-16,1.20689
2022-07-17,1.89655
2022-07-18,5.51724
2022-07-19,5.17241
2022-07-20,4.48275
2022-07-21,5.17241
2022-07-22,3.7931
2022-07-23,1.20689
2022-07-25,4.31034
2022-07-26,3.96551
2022-07-27,5.17241
2022-07-28,3.96551
2022-07-29,1.72413
2022-07-30,1.37931
2022-07-31,3.44827
2022-08-01,5.0
2022-08-02,5.51724
2022-08-03,8.27586
2022-08-04,6.89655
2022-08-05,6.03448
2022-08-06,2.24137
2022-08-07,3.10344
2022-08-08,4.65517
2022-08-09,7.24137
2022-08-10,4.13793
2022-08-11,5.0
2022-08-12,6.72413
2022-08-13,1.55172
2022-08-14,2.75862
2022-08-15,2.06896
2022-08-16,7.06896
2022-08-17,8.7931
2022-08-18,7.24137
2022-08-19,4.31034
2022-08-20,1.72413
2022-08-21,3.7931
2022-08-22,5.34482
2022-08-23,5.0
2022-08-24,3.7931
2022-08-25,4.65517
2022-08-26,4.13793
2022-08-28,1.55172
2022-08-29,2.5862
2022-08-30,6.89655
2022-08-31,5.86206
2022-09-01,4.82758
2022-09-02,3.96551
2022-09-03,3.96551
2022-09-04,3.44827
2022-09-05,7.41379
2022-09-06,6.72413
2022-09-07,6.37931
2022-09-08,3.7931
2022-09-09,1.72413
2022-09-10,1.55172
2022-09-11,2.41379
2022-09-12,1.89655
2022-09-13,6.89655
2022-09-14,4.48275
2022-09-15,5.17241
2022-09-16,3.27586
2022-09-18,1.03448
2022-09-19,4.48275
2022-09-20,3.27586
2022-09-21,4.48275
2022-09-22,5.17241
2022-09-23,5.0
2022-09-24,2.5862
2022-09-25,1.37931
2022-09-26,4.31034
2022-09-27,3.62068
2022-09-28,5.68965
2022-09-29,5.0
2022-09-30,4.48275
2022-10-01,0.86206
2022-10-02,2.93103
2022-10-03,1.89655
2022-10-04,3.27586
2022-10-05,4.13793
2022-10-06,4.48275
2022-10-07,3.10344
2022-10-08,1.20689
2022-10-10,3.10344
2022-10-11,3.27586
2022-10-12,3.27586
2022-10-13,4.82758
2022-10-14,2.24137
2022-10-16,2.24137
2022-10-17,2.06896
2022-10-18,4.13793
2022-10-19,1.55172
2022-10-20,3.96551
2022-10-21,3.44827
2022-10-22,0.86206
2022-10-23,1.03448
2022-10-24,3.27586
2022-10-25,3.27586
2022-10-26,2.75862
2022-10-27,2.5862
2022-10-28,4.13793
2022-10-29,2.06896
2022-10-30,1.55172
2022-10-31,4.48275
2022-11-01,3.96551
2022-11-02,4.48275
2022-11-03,3.10344
2022-11-04,3.96551
2022-11-05,2.93103
2022-11-06,2.24137
2022-11-07,3.62068
2022-11-08,4.48275
2022-11-09,4.82758
2022-11-10,3.96551
2022-11-11,6.20689
2022-11-12,1.03448
2022-11-14,4.48275
2022-11-15,3.27586
2022-11-16,4.31034
2022-11-17,4.13793
2022-11-18,3.44827
2022-11-19,2.06896
2022-11-20,2.06896
2022-11-21,6.20689
2022-11-22,4.82758
2022-11-23,2.41379
2022-11-24,3.62068
2022-11-25,5.17241
2022-11-26,2.24137
2022-11-27,1.37931
2022-11-28,4.13793
2022-11-29,6.89655
2022-11-30,4.13793
2022-12-01,4.13793
2022-12-02,4.31034
2022-12-04,1.20689
2022-12-05,5.17241
2022-12-06,4.82758
2022-12-07,3.96551
2022-12-08,2.41379
2022-12-09,3.7931
2022-12-10,1.55172
2022-12-11,1.37931
2022-12-12,5.0
2022-12-13,2.75862
2022-12-14,3.62068
2022-12-15,4.65517
2022-12-16,3.62068
2022-12-17,1.20689
2022-12-18,2.06896
2022-12-19,5.34482
2022-12-20,3.96551
2022-12-21,5.17241
2022-12-22,4.65517
2022-12-23,3.62068
2022-12-24,1.20689
2022-12-26,4.65517
2022-12-27,3.62068
2022-12-28,3.96551
2022-12-29,4.48275
2022-12-30,3.7931
2022-12-31,2.06896
2023-01-01,1.37931
2023-01-02,3.10344
2023-01-03,3.7931
2023-01-04,1.89655
2023-01-05,3.62068
2023-01-06,2.5862
2023-01-07,1.72413
2023-01-08,3.27586
2023-01-09,4.65517
2023-01-10,3.7931
2023-01-11,3.44827
2023-01-12,3.96551
2023-01-13,3.27586
2023-01-14,1.55172
2023-01-15,2.5862
2023-01-16,5.51724
2023-01-17,4.48275
2023-01-18,5.34482
2023-01-19,4.82758
2023-01-20,3.62068
2023-01-22,1.89655
2023-01-23,2.24137
2023-01-24,2.93103
2023-01-25,6.37931
2023-01-26,5.0
2023-01-27,6.20689
2023-01-28,2.24137
2023-01-29,2.93103
2023-01-30,5.68965
2023-01-31,5.68965
2023-02-01,5.68965
2023-02-02,8.27586
2023-02-03,6.72413
2023-02-04,2.41379
2023-02-05,2.24137
2023-02-06,4.65517
2023-02-07,4.48275
2023-02-08,7.24137
2023-02-09,4.65517
2023-02-10,4.13793
2023-02-11,3.27586
2023-02-12,2.93103
2023-02-13,5.0
2023-02-14,3.62068
2023-02-15,5.0
2023-02-16,7.93103
2023-02-17,5.68965
2023-02-18,1.89655
2023-02-19,1.03448
2023-02-20,4.48275
2023-02-21,4.13793
2023-02-22,3.62068
2023-02-23,4.48275
2023-02-24,3.96551
2023-02-25,2.06896
2023-02-26,1.37931
2023-02-27,5.17241
2023-02-28,4.31034
2023-03-01,2.06896
2023-03-02,4.13793
2023-03-03,4.82758
2023-03-04,2.24137
2023-03-05,1.37931
2023-03-06,4.65517
2023-03-07,5.17241
2023-03-08,4.13793
2023-03-09,3.7931
2023-03-10,3.96551
2023-03-11,1.20689
2023-03-12,1.37931
2023-03-13,4.48275
2023-03-14,2.24137
2023-03-15,4.48275
2023-03-16,5.0
2023-03-17,6.37931
2023-03-18,0.86206
2023-03-19,2.75862
2023-03-20,5.51724
2023-03-21,4.13793
2023-03-22,6.20689
2023-03-23,5.51724
2023-03-24,6.72413
2023-03-25,3.44827
2023-03-26,2.41379
2023-03-27,5.0
2023-03-28,4.13793
2023-03-29,6.37931
2023-03-30,5.86206
2023-03-31,5.34482
2023-04-01,2.06896
2023-04-02,4.13793
2023-04-03,6.03448
2023-04-04,5.0
2023-04-05,7.93103
2023-04-06,6.72413
2023-04-07,5.17241
2023-04-08,2.5862
2023-04-09,3.44827
2023-04-10,6.37931
2023-04-11,6.20689
2023-04-12,5.68965
2023-04-13,4.65517
2023-04-14,3.10344
2023-04-15,1.20689
2023-04-16,1.72413
2023-04-17,7.24137
2023-04-18,6.72413
2023-04-19,5.86206
2023-04-20,5.34482
2023-04-21,5.68965
2023-04-22,1.72413
2023-04-23,2.5862
2023-04-24,5.17241
2023-04-25,4.31034
2023-04-26,5.86206
2023-04-27,5.34482
2023-04-28,4.31034
2023-04-29,1.20689
2023-04-30,0.86206
2023-05-01,2.5862
2023-05-02,5.0
2023-05-03,3.62068
2023-05-04,3.7931
2023-05-05,2.06896
2023-05-06,2.24137
2023-05-07,3.10344
2023-05-08,5.68965
2023-05-09,4.13793
2023-05-10,4.13793
2023-05-11,4.31034
2023-05-12,4.48275
2023-05-13,1.20689
2023-05-15,2.5862
2023-05-16,3.7931
2023-05-17,4.65517
2023-05-18,4.82758
2023-05-19,5.51724
2023-05-20,2.93103
2023-05-21,2.75862
2023-05-22,5.86206
2023-05-23,5.0
2023-05-24,5.86206
2023-05-25,6.20689
2023-05-26,3.7931
2023-05-27,2.93103
2023-05-28,1.03448
2023-05-29,3.10344
2023-05-30,7.41379
2023-05-31,6.03448
2023-06-01,5.51724
2023-06-02,6.55172
2023-06-03,1.89655
2023-06-04,2.75862
2023-06-05,6.55172
2023-06-06,2.24137
2023-06-07,5.34482
2023-06-08,4.48275
2023-06-09,13.62068
2023-06-10,10.17241
2023-06-11,9.82758
