date,안방꾸미기
2020-07-04,45.13888
2020-07-05,45.13888
2020-07-06,36.80555
2020-07-07,53.47222
2020-07-08,43.05555
2020-07-09,33.33333
2020-07-10,39.58333
2020-07-11,41.66666
2020-07-12,64.58333
2020-07-13,60.41666
2020-07-14,47.91666
2020-07-15,40.27777
2020-07-16,35.41666
2020-07-17,32.63888
2020-07-18,32.63888
2020-07-19,54.86111
2020-07-20,54.16666
2020-07-21,41.66666
2020-07-22,53.47222
2020-07-23,45.83333
2020-07-24,36.11111
2020-07-25,53.47222
2020-07-26,62.5
2020-07-27,43.75
2020-07-28,36.80555
2020-07-29,63.88888
2020-07-30,53.47222
2020-07-31,47.22222
2020-08-01,34.72222
2020-08-02,50.0
2020-08-03,38.88888
2020-08-04,40.27777
2020-08-05,42.36111
2020-08-06,40.27777
2020-08-07,44.44444
2020-08-08,60.41666
2020-08-09,65.97222
2020-08-10,54.86111
2020-08-11,72.22222
2020-08-12,52.77777
2020-08-13,53.47222
2020-08-14,54.16666
2020-08-15,69.44444
2020-08-16,50.0
2020-08-17,50.0
2020-08-18,45.13888
2020-08-19,45.83333
2020-08-20,63.19444
2020-08-21,40.97222
2020-08-22,74.30555
2020-08-23,73.61111
2020-08-24,59.72222
2020-08-25,50.69444
2020-08-26,47.22222
2020-08-27,43.05555
2020-08-28,50.69444
2020-08-29,52.77777
2020-08-30,68.75
2020-08-31,54.16666
2020-09-01,51.38888
2020-09-02,59.72222
2020-09-03,61.80555
2020-09-04,60.41666
2020-09-05,61.80555
2020-09-06,64.58333
2020-09-07,72.91666
2020-09-08,60.41666
2020-09-09,70.13888
2020-09-10,53.47222
2020-09-11,61.11111
2020-09-12,56.94444
2020-09-13,77.08333
2020-09-14,60.41666
2020-09-15,47.91666
2020-09-16,61.11111
2020-09-17,60.41666
2020-09-18,49.30555
2020-09-19,49.30555
2020-09-20,50.0
2020-09-21,27.77777
2020-09-22,60.41666
2020-09-23,54.86111
2020-09-24,47.22222
2020-09-25,60.41666
2020-09-26,40.27777
2020-09-27,67.36111
2020-09-28,49.30555
2020-09-29,34.02777
2020-09-30,25.69444
2020-10-01,25.0
2020-10-02,39.58333
2020-10-03,43.05555
2020-10-04,54.86111
2020-10-05,43.75
2020-10-06,54.86111
2020-10-07,43.05555
2020-10-08,38.19444
2020-10-09,43.05555
2020-10-10,48.61111
2020-10-11,55.55555
2020-10-12,49.30555
2020-10-13,56.25
2020-10-14,38.19444
2020-10-15,40.27777
2020-10-16,39.58333
2020-10-17,50.69444
2020-10-18,56.25
2020-10-19,54.86111
2020-10-20,58.33333
2020-10-21,42.36111
2020-10-22,54.86111
2020-10-23,54.16666
2020-10-24,45.13888
2020-10-25,37.5
2020-10-26,38.88888
2020-10-27,55.55555
2020-10-28,56.94444
2020-10-29,50.0
2020-10-30,43.75
2020-10-31,36.80555
2020-11-01,46.52777
2020-11-02,54.86111
2020-11-03,49.30555
2020-11-04,51.38888
2020-11-05,44.44444
2020-11-06,43.75
2020-11-07,43.05555
2020-11-08,38.88888
2020-11-09,33.33333
2020-11-10,46.52777
2020-11-11,40.97222
2020-11-12,37.5
2020-11-13,46.52777
2020-11-14,43.75
2020-11-15,50.0
2020-11-16,45.13888
2020-11-17,61.11111
2020-11-18,48.61111
2020-11-19,45.83333
2020-11-20,40.27777
2020-11-21,36.80555
2020-11-22,59.02777
2020-11-23,53.47222
2020-11-24,50.0
2020-11-25,34.02777
2020-11-26,33.33333
2020-11-27,45.13888
2020-11-28,43.05555
2020-11-29,52.08333
2020-11-30,54.86111
2020-12-01,52.08333
2020-12-02,50.69444
2020-12-03,51.38888
2020-12-04,37.5
2020-12-05,53.47222
2020-12-06,84.02777
2020-12-07,55.55555
2020-12-08,49.30555
2020-12-09,54.16666
2020-12-10,47.91666
2020-12-11,46.52777
2020-12-12,54.16666
2020-12-13,61.11111
2020-12-14,58.33333
2020-12-15,59.02777
2020-12-16,44.44444
2020-12-17,43.75
2020-12-18,65.97222
2020-12-19,63.19444
2020-12-20,94.44444
2020-12-21,47.91666
2020-12-22,60.41666
2020-12-23,55.55555
2020-12-24,35.41666
2020-12-25,66.66666
2020-12-26,87.5
2020-12-27,79.16666
2020-12-28,80.55555
2020-12-29,69.44444
2020-12-30,56.94444
2020-12-31,40.97222
2021-01-01,48.61111
2021-01-02,75.69444
2021-01-03,58.33333
2021-01-04,63.88888
2021-01-05,42.36111
2021-01-06,55.55555
2021-01-07,49.30555
2021-01-08,52.08333
2021-01-09,50.69444
2021-01-10,68.05555
2021-01-11,76.38888
2021-01-12,75.0
2021-01-13,51.38888
2021-01-14,51.38888
2021-01-15,47.22222
2021-01-16,52.08333
2021-01-17,100.0
2021-01-18,56.94444
2021-01-19,46.52777
2021-01-20,48.61111
2021-01-21,52.77777
2021-01-22,58.33333
2021-01-23,47.22222
2021-01-24,57.63888
2021-01-25,54.86111
2021-01-26,50.69444
2021-01-27,46.52777
2021-01-28,55.55555
2021-01-29,60.41666
2021-01-30,49.30555
2021-01-31,47.22222
2021-02-01,54.86111
2021-02-02,63.88888
2021-02-03,39.58333
2021-02-04,59.02777
2021-02-05,50.0
2021-02-06,57.63888
2021-02-07,46.52777
2021-02-08,54.16666
2021-02-09,47.22222
2021-02-10,36.11111
2021-02-11,37.5
2021-02-12,29.16666
2021-02-13,52.77777
2021-02-14,52.08333
2021-02-15,68.75
2021-02-16,46.52777
2021-02-17,45.83333
2021-02-18,34.02777
2021-02-19,34.02777
2021-02-20,50.0
2021-02-21,43.75
2021-02-22,58.33333
2021-02-23,58.33333
2021-02-24,39.58333
2021-02-25,37.5
2021-02-26,44.44444
2021-02-27,34.02777
2021-02-28,52.08333
2021-03-01,61.11111
2021-03-02,38.19444
2021-03-03,32.63888
2021-03-04,36.11111
2021-03-05,25.0
2021-03-06,34.02777
2021-03-07,50.69444
2021-03-08,35.41666
2021-03-09,43.05555
2021-03-10,43.75
2021-03-11,29.86111
2021-03-12,43.75
2021-03-13,37.5
2021-03-14,54.86111
2021-03-15,50.0
2021-03-16,51.38888
2021-03-17,40.27777
2021-03-18,47.22222
2021-03-19,27.08333
2021-03-20,34.72222
2021-03-21,65.97222
2021-03-22,55.55555
2021-03-23,38.88888
2021-03-24,38.88888
2021-03-25,41.66666
2021-03-26,47.22222
2021-03-27,38.19444
2021-03-28,48.61111
2021-03-29,60.41666
2021-03-30,41.66666
2021-03-31,32.63888
2021-04-01,29.86111
2021-04-02,43.05555
2021-04-03,48.61111
2021-04-04,48.61111
2021-04-05,40.97222
2021-04-06,47.22222
2021-04-07,43.75
2021-04-08,50.0
2021-04-09,34.72222
2021-04-10,35.41666
2021-04-11,38.88888
2021-04-12,54.86111
2021-04-13,38.88888
2021-04-14,48.61111
2021-04-15,53.47222
2021-04-16,35.41666
2021-04-17,58.33333
2021-04-18,49.30555
2021-04-19,45.83333
2021-04-20,50.69444
2021-04-21,56.25
2021-04-22,41.66666
2021-04-23,34.02777
2021-04-24,36.11111
2021-04-25,52.08333
2021-04-26,47.91666
2021-04-27,38.19444
2021-04-28,40.97222
2021-04-29,27.08333
2021-04-30,40.97222
2021-05-01,34.02777
2021-05-02,40.97222
2021-05-03,54.16666
2021-05-04,38.88888
2021-05-05,23.61111
2021-05-06,35.41666
2021-05-07,41.66666
2021-05-08,27.08333
2021-05-09,37.5
2021-05-10,47.91666
2021-05-11,42.36111
2021-05-12,38.88888
2021-05-13,25.69444
2021-05-14,26.38888
2021-05-15,42.36111
2021-05-16,71.52777
2021-05-17,31.25
2021-05-18,37.5
2021-05-19,29.16666
2021-05-20,37.5
2021-05-21,47.22222
2021-05-22,31.94444
2021-05-23,36.11111
2021-05-24,35.41666
2021-05-25,36.80555
2021-05-26,39.58333
2021-05-27,48.61111
2021-05-28,33.33333
2021-05-29,45.13888
2021-05-30,30.55555
2021-05-31,30.55555
2021-06-01,47.91666
2021-06-02,30.55555
2021-06-03,37.5
2021-06-04,46.52777
2021-06-05,28.47222
2021-06-06,40.97222
2021-06-07,40.27777
2021-06-08,35.41666
2021-06-09,40.97222
2021-06-10,41.66666
2021-06-11,31.25
2021-06-12,32.63888
2021-06-13,34.02777
2021-06-14,41.66666
2021-06-15,36.80555
2021-06-16,38.19444
2021-06-17,42.36111
2021-06-18,40.27777
2021-06-19,24.30555
2021-06-20,34.02777
2021-06-21,44.44444
2021-06-22,34.72222
2021-06-23,44.44444
2021-06-24,34.02777
2021-06-25,29.16666
2021-06-26,36.80555
2021-06-27,25.0
2021-06-28,27.08333
2021-06-29,36.80555
2021-06-30,41.66666
2021-07-01,18.05555
2021-07-02,36.80555
2021-07-03,44.44444
2021-07-04,33.33333
2021-07-05,25.69444
2021-07-06,29.16666
2021-07-07,47.91666
2021-07-08,31.25
2021-07-09,29.16666
2021-07-10,38.88888
2021-07-11,45.83333
2021-07-12,38.19444
2021-07-13,32.63888
2021-07-14,21.52777
2021-07-15,32.63888
2021-07-16,43.05555
2021-07-17,17.36111
2021-07-18,44.44444
2021-07-19,47.91666
2021-07-20,37.5
2021-07-21,28.47222
2021-07-22,29.16666
2021-07-23,28.47222
2021-07-24,31.25
2021-07-25,40.97222
2021-07-26,52.77777
2021-07-27,33.33333
2021-07-28,32.63888
2021-07-29,36.11111
2021-07-30,29.16666
2021-07-31,33.33333
2021-08-01,44.44444
2021-08-02,36.80555
2021-08-03,38.19444
2021-08-04,46.52777
2021-08-05,45.83333
2021-08-06,34.72222
2021-08-07,48.61111
2021-08-08,37.5
2021-08-09,47.91666
2021-08-10,42.36111
2021-08-11,36.80555
2021-08-12,42.36111
2021-08-13,42.36111
2021-08-14,52.08333
2021-08-15,45.83333
2021-08-16,54.16666
2021-08-17,34.72222
2021-08-18,39.58333
2021-08-19,34.72222
2021-08-20,40.27777
2021-08-21,39.58333
2021-08-22,33.33333
2021-08-23,68.05555
2021-08-24,50.69444
2021-08-25,48.61111
2021-08-26,43.05555
2021-08-27,34.72222
2021-08-28,37.5
2021-08-29,50.0
2021-08-30,44.44444
2021-08-31,41.66666
2021-09-01,31.94444
2021-09-02,34.02777
2021-09-03,34.02777
2021-09-04,37.5
2021-09-05,36.11111
2021-09-06,37.5
2021-09-07,48.61111
2021-09-08,33.33333
2021-09-09,32.63888
2021-09-10,33.33333
2021-09-11,24.30555
2021-09-12,47.91666
2021-09-13,37.5
2021-09-14,30.55555
2021-09-15,45.83333
2021-09-16,38.19444
2021-09-17,41.66666
2021-09-18,33.33333
2021-09-19,20.13888
2021-09-20,36.80555
2021-09-21,29.16666
2021-09-22,47.91666
2021-09-23,28.47222
2021-09-24,38.88888
2021-09-25,50.69444
2021-09-26,45.83333
2021-09-27,61.11111
2021-09-28,48.61111
2021-09-29,36.11111
2021-09-30,43.05555
2021-10-01,34.72222
2021-10-02,44.44444
2021-10-03,39.58333
2021-10-04,43.05555
2021-10-05,38.88888
2021-10-06,44.44444
2021-10-07,35.41666
2021-10-08,32.63888
2021-10-09,33.33333
2021-10-10,44.44444
2021-10-11,52.77777
2021-10-12,47.22222
2021-10-13,40.97222
2021-10-14,38.88888
2021-10-15,39.58333
2021-10-16,34.72222
2021-10-17,37.5
2021-10-18,33.33333
2021-10-19,30.55555
2021-10-20,40.97222
2021-10-21,37.5
2021-10-22,23.61111
2021-10-23,22.91666
2021-10-24,36.11111
2021-10-25,26.38888
2021-10-26,42.36111
2021-10-27,29.86111
2021-10-28,38.19444
2021-10-29,43.05555
2021-10-30,22.22222
2021-10-31,48.61111
2021-11-01,35.41666
2021-11-02,38.19444
2021-11-03,33.33333
2021-11-04,37.5
2021-11-05,36.11111
2021-11-06,31.94444
2021-11-07,42.36111
2021-11-08,40.97222
2021-11-09,31.25
2021-11-10,35.41666
2021-11-11,32.63888
2021-11-12,29.16666
2021-11-13,37.5
2021-11-14,45.13888
2021-11-15,34.02777
2021-11-16,38.19444
2021-11-17,39.58333
2021-11-18,34.72222
2021-11-19,37.5
2021-11-20,36.11111
2021-11-21,35.41666
2021-11-22,40.27777
2021-11-23,29.86111
2021-11-24,25.0
2021-11-25,26.38888
2021-11-26,33.33333
2021-11-27,31.94444
2021-11-28,40.27777
2021-11-29,27.08333
2021-11-30,36.80555
2021-12-01,40.27777
2021-12-02,25.0
2021-12-03,35.41666
2021-12-04,23.61111
2021-12-05,34.02777
2021-12-06,45.13888
2021-12-07,29.86111
2021-12-08,43.05555
2021-12-09,34.72222
2021-12-10,45.83333
2021-12-11,40.27777
2021-12-12,51.38888
2021-12-13,38.88888
2021-12-14,38.88888
2021-12-15,40.27777
2021-12-16,41.66666
2021-12-17,25.69444
2021-12-18,29.16666
2021-12-19,44.44444
2021-12-20,50.0
2021-12-21,30.55555
2021-12-22,44.44444
2021-12-23,30.55555
2021-12-24,19.44444
2021-12-25,19.44444
2021-12-26,47.91666
2021-12-27,32.63888
2021-12-28,36.80555
2021-12-29,32.63888
2021-12-30,45.13888
2021-12-31,26.38888
2022-01-01,30.55555
2022-01-02,40.97222
2022-01-03,27.08333
2022-01-04,34.72222
2022-01-05,54.16666
2022-01-06,40.27777
2022-01-07,65.27777
2022-01-08,45.13888
2022-01-09,48.61111
2022-01-10,35.41666
2022-01-11,40.27777
2022-01-12,47.22222
2022-01-13,50.0
2022-01-14,29.16666
2022-01-15,29.16666
2022-01-16,57.63888
2022-01-17,42.36111
2022-01-18,29.86111
2022-01-19,43.05555
2022-01-20,37.5
2022-01-21,31.25
2022-01-22,40.27777
2022-01-23,45.13888
2022-01-24,59.72222
2022-01-25,35.41666
2022-01-26,43.05555
2022-01-27,36.11111
2022-01-28,31.25
2022-01-29,35.41666
2022-01-30,33.33333
2022-01-31,40.27777
2022-02-01,39.58333
2022-02-02,42.36111
2022-02-03,40.27777
2022-02-04,31.25
2022-02-05,44.44444
2022-02-06,42.36111
2022-02-07,44.44444
2022-02-08,53.47222
2022-02-09,33.33333
2022-02-10,46.52777
2022-02-11,45.83333
2022-02-12,36.11111
2022-02-13,50.0
2022-02-14,36.80555
2022-02-15,45.83333
2022-02-16,38.88888
2022-02-17,25.0
2022-02-18,25.69444
2022-02-19,45.13888
2022-02-20,39.58333
2022-02-21,45.13888
2022-02-22,38.88888
2022-02-23,32.63888
2022-02-24,29.86111
2022-02-25,40.27777
2022-02-26,48.61111
2022-02-27,46.52777
2022-02-28,34.02777
2022-03-01,40.27777
2022-03-02,30.55555
2022-03-03,41.66666
2022-03-04,43.05555
2022-03-05,43.05555
2022-03-06,47.22222
2022-03-07,45.13888
2022-03-08,31.25
2022-03-09,29.16666
2022-03-10,23.61111
2022-03-11,36.11111
2022-03-12,47.22222
2022-03-13,61.11111
2022-03-14,39.58333
2022-03-15,41.66666
2022-03-16,43.75
2022-03-17,42.36111
2022-03-18,42.36111
2022-03-19,60.41666
2022-03-20,57.63888
2022-03-21,39.58333
2022-03-22,31.94444
2022-03-23,31.25
2022-03-24,43.05555
2022-03-25,54.86111
2022-03-26,38.19444
2022-03-27,52.08333
2022-03-28,43.05555
2022-03-29,35.41666
2022-03-30,39.58333
2022-03-31,37.5
2022-04-01,26.38888
2022-04-02,35.41666
2022-04-03,43.75
2022-04-04,40.27777
2022-04-05,29.86111
2022-04-06,29.16666
2022-04-07,36.80555
2022-04-08,27.77777
2022-04-09,35.41666
2022-04-10,20.83333
2022-04-11,25.0
2022-04-12,40.27777
2022-04-13,33.33333
2022-04-14,28.47222
2022-04-15,34.02777
2022-04-16,31.25
2022-04-17,45.13888
2022-04-18,27.08333
2022-04-19,34.72222
2022-04-20,37.5
2022-04-21,22.22222
2022-04-22,27.08333
2022-04-23,39.58333
2022-04-24,29.16666
2022-04-25,38.88888
2022-04-26,43.05555
2022-04-27,41.66666
2022-04-28,18.75
2022-04-29,26.38888
2022-04-30,22.91666
2022-05-01,27.77777
2022-05-02,20.83333
2022-05-03,28.47222
2022-05-04,20.13888
2022-05-05,22.91666
2022-05-06,27.08333
2022-05-07,27.08333
2022-05-08,36.11111
2022-05-09,30.55555
2022-05-10,35.41666
2022-05-11,29.16666
2022-05-12,27.77777
2022-05-13,37.5
2022-05-14,27.77777
2022-05-15,40.27777
2022-05-16,37.5
2022-05-17,45.83333
2022-05-18,38.19444
2022-05-19,40.97222
2022-05-20,39.58333
2022-05-21,38.88888
2022-05-22,31.94444
2022-05-23,38.19444
2022-05-24,34.72222
2022-05-25,22.22222
2022-05-26,25.69444
2022-05-27,32.63888
2022-05-28,34.02777
2022-05-29,30.55555
2022-05-30,50.69444
2022-05-31,31.94444
2022-06-01,31.94444
2022-06-02,37.5
2022-06-03,37.5
2022-06-04,32.63888
2022-06-05,28.47222
2022-06-06,34.72222
2022-06-07,25.0
2022-06-08,33.33333
2022-06-09,15.97222
2022-06-10,29.16666
2022-06-11,34.02777
2022-06-12,37.5
2022-06-13,36.11111
2022-06-14,39.58333
2022-06-15,28.47222
2022-06-16,37.5
2022-06-17,33.33333
2022-06-18,12.5
2022-06-19,21.52777
2022-06-20,30.55555
2022-06-21,31.25
2022-06-22,38.19444
2022-06-23,29.16666
2022-06-24,27.08333
2022-06-25,23.61111
2022-06-26,29.16666
2022-06-27,31.25
2022-06-28,29.86111
2022-06-29,23.61111
2022-06-30,30.55555
2022-07-01,22.22222
2022-07-02,31.94444
2022-07-03,26.38888
2022-07-04,33.33333
2022-07-05,27.77777
2022-07-06,28.47222
2022-07-07,29.16666
2022-07-08,19.44444
2022-07-09,28.47222
2022-07-10,27.08333
2022-07-11,25.0
2022-07-12,34.72222
2022-07-13,25.69444
2022-07-14,27.08333
2022-07-15,23.61111
2022-07-16,32.63888
2022-07-17,22.22222
2022-07-18,26.38888
2022-07-19,31.94444
2022-07-20,22.22222
2022-07-21,22.91666
2022-07-22,29.86111
2022-07-23,27.77777
2022-07-24,34.72222
2022-07-25,27.77777
2022-07-26,22.91666
2022-07-27,41.66666
2022-07-28,31.25
2022-07-29,24.30555
2022-07-30,29.86111
2022-07-31,34.02777
2022-08-01,25.69444
2022-08-02,29.86111
2022-08-03,29.16666
2022-08-04,25.69444
2022-08-05,28.47222
2022-08-06,38.19444
2022-08-07,33.33333
2022-08-08,25.69444
2022-08-09,25.0
2022-08-10,30.55555
2022-08-11,29.16666
2022-08-12,29.16666
2022-08-13,40.97222
2022-08-14,46.52777
2022-08-15,38.88888
2022-08-16,56.25
2022-08-17,42.36111
2022-08-18,27.08333
2022-08-19,34.72222
2022-08-20,27.77777
2022-08-21,46.52777
2022-08-22,40.27777
2022-08-23,31.25
2022-08-24,29.16666
2022-08-25,34.72222
2022-08-26,38.88888
2022-08-27,67.36111
2022-08-28,37.5
2022-08-29,40.27777
2022-08-30,39.58333
2022-08-31,36.11111
2022-09-01,24.30555
2022-09-02,24.30555
2022-09-03,20.83333
2022-09-04,34.72222
2022-09-05,28.47222
2022-09-06,24.30555
2022-09-07,27.08333
2022-09-08,16.66666
2022-09-09,17.36111
2022-09-10,20.83333
2022-09-11,20.83333
2022-09-12,22.91666
2022-09-13,34.72222
2022-09-14,26.38888
2022-09-15,37.5
2022-09-16,29.86111
2022-09-17,17.36111
2022-09-18,18.75
2022-09-19,33.33333
2022-09-20,53.47222
2022-09-21,27.08333
2022-09-22,37.5
2022-09-23,27.77777
2022-09-24,29.16666
2022-09-25,24.30555
2022-09-26,27.08333
2022-09-27,37.5
2022-09-28,33.33333
2022-09-29,26.38888
2022-09-30,29.86111
2022-10-01,17.36111
2022-10-02,22.22222
2022-10-03,27.08333
2022-10-04,22.22222
2022-10-05,35.41666
2022-10-06,14.58333
2022-10-07,23.61111
2022-10-08,20.13888
2022-10-09,29.16666
2022-10-10,24.30555
2022-10-11,25.0
2022-10-12,22.91666
2022-10-13,24.30555
2022-10-14,31.25
2022-10-15,29.16666
2022-10-16,40.97222
2022-10-17,31.25
2022-10-18,27.08333
2022-10-19,25.69444
2022-10-20,20.83333
2022-10-21,24.30555
2022-10-22,21.52777
2022-10-23,27.08333
2022-10-24,21.52777
2022-10-25,27.77777
2022-10-26,18.05555
2022-10-27,25.69444
2022-10-28,24.30555
2022-10-29,15.97222
2022-10-30,20.83333
2022-10-31,26.38888
2022-11-01,20.83333
2022-11-02,33.33333
2022-11-03,21.52777
2022-11-04,25.69444
2022-11-05,22.91666
2022-11-06,29.86111
2022-11-07,18.75
2022-11-08,20.13888
2022-11-09,20.13888
2022-11-10,25.69444
2022-11-11,23.61111
2022-11-12,22.91666
2022-11-13,23.61111
2022-11-14,28.47222
2022-11-15,37.5
2022-11-16,19.44444
2022-11-17,38.88888
2022-11-18,36.80555
2022-11-19,29.16666
2022-11-20,27.08333
2022-11-21,27.77777
2022-11-22,20.13888
2022-11-23,32.63888
2022-11-24,20.13888
2022-11-25,24.30555
2022-11-26,32.63888
2022-11-27,27.08333
2022-11-28,30.55555
2022-11-29,36.11111
2022-11-30,19.44444
2022-12-01,18.05555
2022-12-02,22.91666
2022-12-03,16.66666
2022-12-04,25.69444
2022-12-05,17.36111
2022-12-06,30.55555
2022-12-07,23.61111
2022-12-08,31.25
2022-12-09,21.52777
2022-12-10,26.38888
2022-12-11,27.08333
2022-12-12,27.77777
2022-12-13,40.27777
2022-12-14,28.47222
2022-12-15,20.83333
2022-12-16,14.58333
2022-12-17,22.22222
2022-12-18,35.41666
2022-12-19,24.30555
2022-12-20,27.77777
2022-12-21,24.30555
2022-12-22,20.13888
2022-12-23,18.75
2022-12-24,17.36111
2022-12-25,25.0
2022-12-26,30.55555
2022-12-27,29.86111
2022-12-28,22.91666
2022-12-29,24.30555
2022-12-30,22.22222
2022-12-31,12.5
2023-01-01,20.83333
2023-01-02,25.0
2023-01-03,22.22222
2023-01-04,30.55555
2023-01-05,34.72222
2023-01-06,24.30555
2023-01-07,26.38888
2023-01-08,41.66666
2023-01-09,27.77777
2023-01-10,36.80555
2023-01-11,26.38888
2023-01-12,34.02777
2023-01-13,31.94444
2023-01-14,27.77777
2023-01-15,40.27777
2023-01-16,35.41666
2023-01-17,30.55555
2023-01-18,19.44444
2023-01-19,42.36111
2023-01-20,25.0
2023-01-21,23.61111
2023-01-22,22.91666
2023-01-23,22.22222
2023-01-24,35.41666
2023-01-25,31.25
2023-01-26,30.55555
2023-01-27,23.61111
2023-01-28,30.55555
2023-01-29,40.27777
2023-01-30,36.11111
2023-01-31,36.11111
2023-02-01,38.19444
2023-02-02,41.66666
2023-02-03,43.75
2023-02-04,27.77777
2023-02-05,49.30555
2023-02-06,36.11111
2023-02-07,35.41666
2023-02-08,27.08333
2023-02-09,27.08333
2023-02-10,38.88888
2023-02-11,25.0
2023-02-12,36.11111
2023-02-13,36.80555
2023-02-14,43.05555
2023-02-15,47.22222
2023-02-16,38.88888
2023-02-17,39.58333
2023-02-18,36.80555
2023-02-19,48.61111
2023-02-20,35.41666
2023-02-21,29.16666
2023-02-22,36.11111
2023-02-23,30.55555
2023-02-24,29.86111
2023-02-25,22.91666
2023-02-26,34.72222
2023-02-27,38.88888
2023-02-28,31.25
2023-03-01,38.19444
2023-03-02,37.5
2023-03-03,27.08333
2023-03-04,30.55555
2023-03-05,36.11111
2023-03-06,36.11111
2023-03-07,36.80555
2023-03-08,36.80555
2023-03-09,29.86111
2023-03-10,25.0
2023-03-11,30.55555
2023-03-12,45.13888
2023-03-13,37.5
2023-03-14,36.80555
2023-03-15,32.63888
2023-03-16,30.55555
2023-03-17,25.0
2023-03-18,20.13888
2023-03-19,52.08333
2023-03-20,34.02777
2023-03-21,27.08333
2023-03-22,34.02777
2023-03-23,34.02777
2023-03-24,36.11111
2023-03-25,37.5
2023-03-26,33.33333
2023-03-27,33.33333
2023-03-28,25.69444
2023-03-29,36.80555
2023-03-30,34.02777
2023-03-31,28.47222
2023-04-01,23.61111
2023-04-02,27.77777
2023-04-03,31.25
2023-04-04,29.16666
2023-04-05,45.13888
2023-04-06,33.33333
2023-04-07,41.66666
2023-04-08,25.0
2023-04-09,38.19444
2023-04-10,26.38888
2023-04-11,30.55555
2023-04-12,35.41666
2023-04-13,20.13888
2023-04-14,36.80555
2023-04-15,27.77777
2023-04-16,32.63888
2023-04-17,31.25
2023-04-18,30.55555
2023-04-19,45.83333
2023-04-20,29.16666
2023-04-21,27.77777
2023-04-22,29.86111
2023-04-23,33.33333
2023-04-24,25.0
2023-04-25,18.75
2023-04-26,27.08333
2023-04-27,27.77777
2023-04-28,20.83333
2023-04-29,17.36111
2023-04-30,31.94444
2023-05-01,36.11111
2023-05-02,28.47222
2023-05-03,21.52777
2023-05-04,31.25
2023-05-05,23.61111
2023-05-06,25.0
2023-05-07,45.13888
2023-05-08,34.72222
2023-05-09,24.30555
2023-05-10,18.75
2023-05-11,29.16666
2023-05-12,32.63888
2023-05-13,27.77777
2023-05-14,22.91666
2023-05-15,34.02777
2023-05-16,23.61111
2023-05-17,14.58333
2023-05-18,23.61111
2023-05-19,26.38888
2023-05-20,28.47222
2023-05-21,28.47222
2023-05-22,27.77777
2023-05-23,32.63888
2023-05-24,20.83333
2023-05-25,42.36111
2023-05-26,22.91666
2023-05-27,22.91666
2023-05-28,29.16666
2023-05-29,35.41666
2023-05-30,26.38888
2023-05-31,13.88888
2023-06-01,24.30555
2023-06-02,18.75
2023-06-03,19.44444
2023-06-04,31.94444
2023-06-05,18.05555
2023-06-06,38.88888
2023-06-07,18.75
2023-06-08,27.77777
