date,스테이킹
2020-11-16,6.24169
2020-11-17,6.3745
2020-11-18,7.23771
2020-11-19,6.24169
2020-11-20,6.10889
2020-11-21,4.58167
2020-11-22,4.78087
2020-11-23,8.89774
2020-11-24,10.15936
2020-11-25,8.89774
2020-11-26,6.6401
2020-11-27,7.17131
2020-11-28,6.10889
2020-11-29,4.51527
2020-11-30,7.90172
2020-12-01,7.96812
2020-12-02,9.22974
2020-12-03,9.16334
2020-12-04,5.90969
2020-12-05,6.6401
2020-12-06,7.23771
2020-12-07,7.76892
2020-12-08,8.69853
2020-12-09,9.16334
2020-12-10,8.89774
2020-12-11,7.96812
2020-12-12,13.47941
2020-12-13,9.09694
2020-12-14,11.15537
2020-12-15,12.41699
2020-12-16,14.14342
2020-12-17,10.75697
2020-12-18,10.49136
2020-12-19,9.82735
2020-12-20,7.30411
2020-12-21,9.22974
2020-12-22,10.22576
2020-12-23,8.69853
2020-12-24,9.29614
2020-12-25,7.56972
2020-12-26,8.03452
2020-12-27,9.29614
2020-12-28,12.6162
2020-12-29,10.42496
2020-12-30,9.76095
2020-12-31,8.03452
2021-01-01,8.63213
2021-01-02,10.42496
2021-01-03,15.20584
2021-01-04,14.01062
2021-01-05,20.38512
2021-01-06,27.15803
2021-01-07,18.72509
2021-01-08,15.00664
2021-01-09,13.28021
2021-01-10,16.46746
2021-01-11,11.55378
2021-01-12,12.6162
2021-01-13,11.68658
2021-01-14,11.02257
2021-01-15,11.08897
2021-01-16,8.76494
2021-01-17,10.42496
2021-01-18,10.55776
2021-01-19,16.33466
2021-01-20,10.75697
2021-01-21,8.16733
2021-01-22,7.50332
2021-01-23,6.10889
2021-01-24,8.69853
2021-01-25,8.96414
2021-01-26,9.42895
2021-01-27,9.22974
2021-01-28,12.08499
2021-01-29,7.96812
2021-01-30,5.90969
2021-01-31,7.10491
2021-02-01,7.23771
2021-02-02,8.76494
2021-02-03,13.28021
2021-02-04,10.02656
2021-02-05,13.41301
2021-02-06,9.62815
2021-02-07,13.47941
2021-02-08,13.41301
2021-02-09,19.52191
2021-02-10,14.54183
2021-02-11,10.42496
2021-02-12,11.08897
2021-02-13,14.20982
2021-02-14,12.08499
2021-02-15,17.19787
2021-02-16,18.7915
2021-02-17,23.70517
2021-02-18,25.4316
2021-02-19,30.27888
2021-02-20,23.04116
2021-02-21,22.70916
2021-02-22,29.94687
2021-02-23,24.63479
2021-02-24,18.39309
2021-02-25,21.77954
2021-02-26,17.59628
2021-02-27,19.52191
2021-02-28,12.6162
2021-03-01,15.73705
2021-03-02,18.12749
2021-03-03,17.06507
2021-03-04,20.31872
2021-03-05,15.27224
2021-03-06,13.34661
2021-03-07,14.60823
2021-03-08,15.47144
2021-03-09,21.44754
2021-03-10,19.78751
2021-03-11,21.84594
2021-03-12,26.69322
2021-03-13,22.37715
2021-03-14,23.24037
2021-03-15,40.77025
2021-03-16,40.90305
2021-03-17,37.45019
2021-03-18,43.09428
2021-03-19,46.87915
2021-03-20,34.32934
2021-03-21,31.00929
2021-03-22,47.87516
2021-03-23,41.23505
2021-03-24,42.09827
2021-03-25,30.41168
2021-03-26,30.67729
2021-03-27,28.95086
2021-03-28,32.60292
2021-03-29,42.36387
2021-03-30,48.87118
2021-03-31,49.07038
2021-04-01,51.06241
2021-04-02,100.0
2021-04-03,66.00265
2021-04-04,49.60159
2021-04-05,67.13147
2021-04-06,62.15139
2021-04-07,56.10889
2021-04-08,51.52722
2021-04-09,61.62018
2021-04-10,38.37981
2021-04-11,38.91102
2021-04-12,50.0
2021-04-13,55.17928
2021-04-14,68.12749
2021-04-15,59.82735
2021-04-16,64.14342
2021-04-17,49.20318
2021-04-18,38.31341
2021-04-19,55.77689
2021-04-20,47.47675
2021-04-21,50.92961
2021-04-22,45.35192
2021-04-23,39.37583
2021-04-24,27.35723
2021-04-25,32.60292
2021-04-26,46.08233
2021-04-27,46.94555
2021-04-28,47.07835
2021-04-29,44.1567
2021-04-30,41.16865
2021-05-01,31.20849
2021-05-02,31.14209
2021-05-03,46.67994
2021-05-04,40.83665
2021-05-05,34.66135
2021-05-06,43.02788
2021-05-07,40.50464
2021-05-08,34.92695
2021-05-09,35.39176
2021-05-10,51.26162
2021-05-11,39.44223
2021-05-12,44.48871
2021-05-13,34.86055
2021-05-14,34.32934
2021-05-15,34.26294
2021-05-16,26.02921
2021-05-17,33.53253
2021-05-18,25.89641
2021-05-19,28.28685
2021-05-20,28.48605
2021-05-21,24.76759
2021-05-22,25.498
2021-05-23,25.83001
2021-05-24,31.14209
2021-05-25,36.25498
2021-05-26,51.32802
2021-05-27,43.29349
2021-05-28,25.498
2021-05-29,20.84993
2021-05-30,20.25232
2021-05-31,26.36122
2021-06-01,29.54847
2021-06-02,22.50996
2021-06-03,19.98671
2021-06-04,27.88844
2021-06-05,18.26029
2021-06-06,14.94023
2021-06-07,25.76361
2021-06-08,21.84594
2021-06-09,26.29482
2021-06-10,18.45949
2021-06-11,17.99468
2021-06-12,21.18193
2021-06-13,19.0571
2021-06-14,20.31872
2021-06-15,20.31872
2021-06-16,22.44355
2021-06-17,22.44355
2021-06-18,32.13811
2021-06-19,14.67463
2021-06-20,17.39707
2021-06-21,25.3652
2021-06-22,23.43957
2021-06-23,17.46347
2021-06-24,17.33067
2021-06-25,13.74501
2021-06-26,10.49136
2021-06-27,12.6826
2021-06-28,14.14342
2021-06-29,15.73705
2021-06-30,13.28021
2021-07-01,17.39707
2021-07-02,23.63877
2021-07-03,14.20982
2021-07-04,10.09296
2021-07-05,13.47941
2021-07-06,15.86985
2021-07-07,16.13545
2021-07-08,12.21779
2021-07-09,9.29614
2021-07-10,9.96015
2021-07-11,9.62815
2021-07-12,11.48738
2021-07-13,9.69455
2021-07-14,10.15936
2021-07-15,8.76494
2021-07-16,8.23373
2021-07-17,9.03054
2021-07-18,7.17131
2021-07-19,9.76095
2021-07-20,9.69455
2021-07-21,10.42496
2021-07-22,9.49535
2021-07-23,9.96015
2021-07-24,7.23771
2021-07-25,6.10889
2021-07-26,9.76095
2021-07-27,9.82735
2021-07-28,12.9482
2021-07-29,11.02257
2021-07-30,8.49933
2021-07-31,8.23373
2021-08-01,8.69853
2021-08-02,10.88977
2021-08-03,9.76095
2021-08-04,10.55776
2021-08-05,12.8154
2021-08-06,12.6162
2021-08-07,13.34661
2021-08-08,11.48738
2021-08-09,16.26826
2021-08-10,17.92828
2021-08-11,20.84993
2021-08-12,18.9907
2021-08-13,21.11553
2021-08-14,18.12749
2021-08-15,14.94023
2021-08-16,21.24833
2021-08-17,21.77954
2021-08-18,17.66268
2021-08-19,29.28286
2021-08-20,26.09561
2021-08-21,21.77954
2021-08-22,23.37317
2021-08-23,32.93492
2021-08-24,26.36122
2021-08-25,19.3227
2021-08-26,18.32669
2021-08-27,17.52988
2021-08-28,21.04913
2021-08-29,18.06108
2021-08-30,18.65869
2021-08-31,20.31872
2021-09-01,19.1899
2021-09-02,25.89641
2021-09-03,21.77954
2021-09-04,22.24435
2021-09-05,20.45152
2021-09-06,24.96679
2021-09-07,24.63479
2021-09-08,21.71314
2021-09-09,28.48605
2021-09-10,23.43957
2021-09-11,23.17397
2021-09-12,15.53784
2021-09-13,22.37715
2021-09-14,20.91633
2021-09-15,20.71713
2021-09-16,25.76361
2021-09-17,22.64276
2021-09-18,14.40903
2021-09-19,13.94422
2021-09-20,14.34262
2021-09-21,13.94422
2021-09-22,14.60823
2021-09-23,22.77556
2021-09-24,17.72908
2021-09-25,17.52988
2021-09-26,16.13545
2021-09-27,19.65471
2021-09-28,25.63081
2021-09-29,26.82602
2021-09-30,29.41567
2021-10-01,24.56839
2021-10-02,40.10624
2021-10-03,22.04515
2021-10-04,40.77025
2021-10-05,37.915
2021-10-06,28.22045
2021-10-07,24.76759
2021-10-08,24.76759
2021-10-09,21.44754
2021-10-10,21.91235
2021-10-11,22.70916
2021-10-12,40.03984
2021-10-13,26.95883
2021-10-14,23.10756
2021-10-15,31.8725
2021-10-16,22.44355
2021-10-17,24.70119
2021-10-18,24.63479
2021-10-19,23.17397
2021-10-20,18.9243
2021-10-21,23.10756
2021-10-22,23.83798
2021-10-23,16.53386
2021-10-24,15.93625
2021-10-25,24.30278
2021-10-26,30.61088
2021-10-27,29.54847
2021-10-28,23.90438
2021-10-29,27.55644
2021-10-30,24.63479
2021-10-31,31.6069
2021-11-01,29.81407
2021-11-02,29.41567
2021-11-03,29.68127
2021-11-04,28.88446
2021-11-05,29.21646
2021-11-06,18.52589
2021-11-07,22.37715
2021-11-08,29.94687
2021-11-09,38.18061
2021-11-10,34.32934
2021-11-11,30.67729
2021-11-12,35.32536
2021-11-13,25.0332
2021-11-14,29.81407
2021-11-15,36.91899
2021-11-16,37.915
2021-11-17,36.98539
2021-11-18,37.8486
2021-11-19,37.11819
2021-11-20,30.34528
2021-11-21,44.55511
2021-11-22,42.23107
2021-11-23,57.83532
2021-11-24,80.61088
2021-11-25,55.17928
2021-11-26,38.44621
2021-11-27,28.75166
2021-11-28,30.67729
2021-11-29,41.89907
2021-11-30,49.33598
2021-12-01,48.14077
2021-12-02,42.62948
2021-12-03,50.79681
2021-12-04,37.25099
2021-12-05,42.09827
2021-12-06,48.07436
2021-12-07,46.41434
2021-12-08,42.69588
2021-12-09,48.53917
2021-12-10,45.68393
2021-12-11,33.59893
2021-12-12,36.45418
2021-12-13,36.91899
2021-12-14,30.61088
2021-12-15,29.68127
2021-12-16,33.59893
2021-12-17,25.83001
2021-12-18,22.24435
2021-12-19,26.29482
2021-12-20,49.80079
2021-12-21,39.70783
2021-12-22,50.1328
2021-12-23,43.35989
2021-12-24,31.93891
2021-12-25,24.70119
2021-12-26,41.10225
2021-12-27,51.26162
2021-12-28,47.60956
2021-12-29,45.15272
2021-12-30,36.91899
2021-12-31,27.42363
2022-01-01,24.16998
2022-01-02,31.3413
2022-01-03,35.05976
2022-01-04,39.37583
2022-01-05,67.46347
2022-01-06,72.90836
2022-01-07,38.71181
2022-01-08,26.29482
2022-01-09,27.55644
2022-01-10,34.39575
2022-01-11,39.97343
2022-01-12,41.56706
2022-01-13,98.53917
2022-01-14,56.3745
2022-01-15,37.11819
2022-01-16,31.3413
2022-01-17,39.24302
2022-01-18,35.52456
2022-01-19,32.27091
2022-01-20,34.19654
2022-01-21,29.61487
2022-01-22,24.90039
2022-01-23,25.76361
2022-01-24,29.61487
2022-01-25,30.54448
2022-01-26,31.5405
2022-01-27,27.42363
2022-01-28,24.56839
2022-01-29,22.44355
2022-01-30,17.39707
2022-01-31,17.19787
2022-02-01,15.53784
2022-02-02,17.06507
2022-02-03,22.77556
2022-02-04,25.69721
2022-02-05,22.77556
2022-02-06,23.10756
2022-02-07,28.68525
2022-02-08,28.28685
2022-02-09,24.76759
2022-02-10,24.16998
2022-02-11,26.29482
2022-02-12,15.07304
2022-02-13,18.72509
2022-02-14,24.83399
2022-02-15,25.63081
2022-02-16,28.08764
2022-02-17,18.65869
2022-02-18,20.65073
2022-02-19,18.8579
2022-02-20,15.80345
2022-02-21,21.97875
2022-02-22,20.51792
2022-02-23,21.84594
2022-02-24,20.45152
2022-02-25,18.72509
2022-02-26,15.13944
2022-02-27,15.40504
2022-02-28,18.59229
2022-03-01,19.38911
2022-03-02,27.62284
2022-03-03,22.64276
2022-03-04,21.18193
2022-03-05,15.40504
2022-03-06,18.7915
2022-03-07,20.98273
2022-03-08,18.9907
2022-03-09,14.94023
2022-03-10,18.7915
2022-03-11,20.78353
2022-03-12,16.60026
2022-03-13,17.33067
2022-03-14,19.98671
2022-03-15,20.51792
2022-03-16,18.9243
2022-03-17,21.71314
2022-03-18,19.85391
2022-03-19,14.74103
2022-03-20,14.67463
2022-03-21,19.38911
2022-03-22,25.69721
2022-03-23,25.89641
2022-03-24,23.90438
2022-03-25,22.17795
2022-03-26,17.26427
2022-03-27,17.39707
2022-03-28,27.75564
2022-03-29,26.49402
2022-03-30,23.43957
2022-03-31,27.55644
2022-04-01,20.31872
2022-04-02,18.12749
2022-04-03,17.06507
2022-04-04,19.78751
2022-04-05,23.83798
2022-04-06,21.31474
2022-04-07,18.06108
2022-04-08,21.77954
2022-04-09,15.13944
2022-04-10,14.34262
2022-04-11,19.65471
2022-04-12,18.39309
2022-04-13,17.72908
2022-04-14,18.65869
2022-04-15,17.06507
2022-04-16,16.06905
2022-04-17,13.94422
2022-04-18,16.86586
2022-04-19,15.47144
2022-04-20,16.20185
2022-04-21,17.79548
2022-04-22,14.80743
2022-04-23,9.09694
2022-04-24,9.69455
2022-04-25,19.78751
2022-04-26,20.65073
2022-04-27,17.92828
2022-04-28,16.79946
2022-04-29,15.27224
2022-04-30,10.69057
2022-05-01,13.94422
2022-05-02,18.72509
2022-05-03,21.18193
2022-05-04,15.07304
2022-05-05,13.61221
2022-05-06,16.93227
2022-05-07,11.81938
2022-05-08,11.55378
2022-05-09,16.53386
2022-05-10,21.38114
2022-05-11,47.47675
2022-05-12,42.09827
2022-05-13,75.76361
2022-05-14,22.70916
2022-05-15,21.97875
2022-05-16,26.22841
2022-05-17,22.90836
2022-05-18,45.81673
2022-05-19,23.37317
2022-05-20,14.47543
2022-05-21,11.75298
2022-05-22,9.89375
2022-05-23,14.74103
2022-05-24,13.81142
2022-05-25,13.87782
2022-05-26,14.54183
2022-05-27,12.01859
2022-05-28,10.55776
2022-05-29,9.29614
2022-05-30,11.55378
2022-05-31,12.35059
2022-06-01,13.54581
2022-06-02,11.42098
2022-06-03,12.01859
2022-06-04,7.56972
2022-06-05,6.24169
2022-06-06,6.8393
2022-06-07,11.88579
2022-06-08,12.21779
2022-06-09,11.28818
2022-06-10,10.42496
2022-06-11,7.96812
2022-06-12,11.35458
2022-06-13,17.06507
2022-06-14,15.40504
2022-06-15,13.34661
2022-06-16,12.6162
2022-06-17,12.41699
2022-06-18,6.24169
2022-06-19,11.02257
2022-06-20,14.01062
2022-06-21,13.41301
2022-06-22,14.40903
2022-06-23,13.74501
2022-06-24,11.02257
2022-06-25,6.17529
2022-06-26,6.04249
2022-06-27,9.69455
2022-06-28,9.76095
2022-06-29,14.94023
2022-06-30,10.95617
2022-07-01,8.36653
2022-07-02,5.17928
2022-07-03,5.31208
2022-07-04,7.90172
2022-07-05,9.62815
2022-07-06,9.09694
2022-07-07,10.62416
2022-07-08,8.30013
2022-07-09,6.97211
2022-07-10,6.24169
2022-07-11,7.90172
2022-07-12,8.16733
2022-07-13,8.36653
2022-07-14,8.63213
2022-07-15,9.62815
2022-07-16,5.97609
2022-07-17,7.17131
2022-07-18,10.49136
2022-07-19,9.76095
2022-07-20,9.36254
2022-07-21,7.83532
2022-07-22,7.56972
2022-07-23,6.24169
2022-07-24,4.51527
2022-07-25,6.7065
2022-07-26,6.7065
2022-07-27,7.50332
2022-07-28,8.76494
2022-07-29,8.43293
2022-07-30,5.17928
2022-07-31,6.3745
2022-08-01,12.21779
2022-08-02,12.749
2022-08-03,13.47941
2022-08-04,14.34262
2022-08-05,10.02656
2022-08-06,4.71447
2022-08-07,5.71049
2022-08-08,11.75298
2022-08-09,7.90172
2022-08-10,8.43293
2022-08-11,10.09296
2022-08-12,7.43691
2022-08-13,6.04249
2022-08-14,6.5737
2022-08-15,5.71049
2022-08-16,7.96812
2022-08-17,8.36653
2022-08-18,11.75298
2022-08-19,10.69057
2022-08-20,6.5737
2022-08-21,8.63213
2022-08-22,11.22177
2022-08-23,13.74501
2022-08-24,9.96015
2022-08-25,8.89774
2022-08-26,8.63213
2022-08-27,5.31208
2022-08-28,8.03452
2022-08-29,11.75298
2022-08-30,10.75697
2022-08-31,8.89774
2022-09-01,13.81142
2022-09-02,9.16334
2022-09-03,6.6401
2022-09-04,6.24169
2022-09-05,9.42895
2022-09-06,9.96015
2022-09-07,10.88977
2022-09-08,9.22974
2022-09-09,5.04648
2022-09-10,3.71845
2022-09-11,7.63612
2022-09-12,8.10092
2022-09-13,12.9482
2022-09-14,11.88579
2022-09-15,16.46746
2022-09-16,13.34661
2022-09-17,7.43691
2022-09-18,8.69853
2022-09-19,12.21779
2022-09-20,10.62416
2022-09-21,12.01859
2022-09-22,11.68658
2022-09-23,10.88977
2022-09-24,7.70252
2022-09-25,6.17529
2022-09-26,14.14342
2022-09-27,10.69057
2022-09-28,8.96414
2022-09-29,9.29614
2022-09-30,8.49933
2022-10-01,6.97211
2022-10-02,6.8393
2022-10-03,6.97211
2022-10-04,10.15936
2022-10-05,10.49136
2022-10-06,9.96015
2022-10-07,9.22974
2022-10-08,7.63612
2022-10-09,7.23771
2022-10-10,5.64409
2022-10-11,11.35458
2022-10-12,8.83134
2022-10-13,12.01859
2022-10-14,11.88579
2022-10-15,7.10491
2022-10-16,7.43691
2022-10-17,10.88977
2022-10-18,10.42496
2022-10-19,8.10092
2022-10-20,9.62815
2022-10-21,9.89375
2022-10-22,6.90571
2022-10-23,5.44488
2022-10-24,11.15537
2022-10-25,10.29216
2022-10-26,15.67065
2022-10-27,13.34661
2022-10-28,10.29216
2022-10-29,7.30411
2022-10-30,7.90172
2022-10-31,12.5498
2022-11-01,15.73705
2022-11-02,10.49136
2022-11-03,9.69455
2022-11-04,7.63612
2022-11-05,6.6401
2022-11-06,7.50332
2022-11-07,8.30013
2022-11-08,9.96015
2022-11-09,21.24833
2022-11-10,23.70517
2022-11-11,13.34661
2022-11-12,9.29614
2022-11-13,11.88579
2022-11-14,14.34262
2022-11-15,11.75298
2022-11-16,9.76095
2022-11-17,8.63213
2022-11-18,7.63612
2022-11-19,4.98007
2022-11-20,4.31606
2022-11-21,6.8393
2022-11-22,8.96414
2022-11-23,6.10889
2022-11-24,11.35458
2022-11-25,10.55776
2022-11-26,5.17928
2022-11-27,4.64807
2022-11-28,8.23373
2022-11-29,7.37051
2022-11-30,9.22974
2022-12-01,6.7065
2022-12-02,6.3745
2022-12-03,3.25365
2022-12-04,3.51925
2022-12-05,9.29614
2022-12-06,5.97609
2022-12-07,10.95617
2022-12-08,10.15936
2022-12-09,7.83532
2022-12-10,4.44887
2022-12-11,4.24966
2022-12-12,7.96812
2022-12-13,6.6401
2022-12-14,5.71049
2022-12-15,6.24169
2022-12-16,5.71049
2022-12-17,3.05444
2022-12-18,3.25365
2022-12-19,6.24169
2022-12-20,7.70252
2022-12-21,7.10491
2022-12-22,5.37848
2022-12-23,6.7729
2022-12-24,3.91766
2022-12-25,3.38645
2022-12-26,6.10889
2022-12-27,6.04249
2022-12-28,6.24169
2022-12-29,4.98007
2022-12-30,3.98406
2022-12-31,2.72244
2023-01-01,1.99203
2023-01-02,5.04648
2023-01-03,6.6401
2023-01-04,7.76892
2023-01-05,7.10491
2023-01-06,5.24568
2023-01-07,2.45683
2023-01-08,3.85126
2023-01-09,7.96812
2023-01-10,6.3081
2023-01-11,5.51128
2023-01-12,6.3081
2023-01-13,6.7729
2023-01-14,8.69853
2023-01-15,5.17928
2023-01-16,7.03851
2023-01-17,8.76494
2023-01-18,7.10491
2023-01-19,5.97609
2023-01-20,7.03851
2023-01-21,6.17529
2023-01-22,4.24966
2023-01-23,4.51527
2023-01-24,8.56573
2023-01-25,7.10491
2023-01-26,6.7065
2023-01-27,6.5737
2023-01-28,4.64807
2023-01-29,5.44488
2023-01-30,7.43691
2023-01-31,7.70252
2023-02-01,7.30411
2023-02-02,7.90172
2023-02-03,9.49535
2023-02-04,5.31208
2023-02-05,6.3081
2023-02-06,7.50332
2023-02-07,8.03452
2023-02-08,10.42496
2023-02-09,18.9243
2023-02-10,49.40239
2023-02-11,16.60026
2023-02-12,10.09296
2023-02-13,20.78353
2023-02-14,14.74103
2023-02-15,15.67065
2023-02-16,11.62018
2023-02-17,7.56972
2023-02-18,8.76494
2023-02-19,5.64409
2023-02-20,12.35059
2023-02-21,9.76095
2023-02-22,8.49933
2023-02-23,7.43691
2023-02-24,9.22974
2023-02-25,5.84329
2023-02-26,4.91367
2023-02-27,8.63213
2023-02-28,9.36254
2023-03-01,7.03851
2023-03-02,20.38512
2023-03-03,11.75298
2023-03-04,7.43691
2023-03-05,9.16334
2023-03-06,12.9482
2023-03-07,13.081
2023-03-08,9.09694
2023-03-09,8.63213
2023-03-10,8.76494
2023-03-11,7.30411
2023-03-12,6.4409
2023-03-13,9.16334
2023-03-14,10.29216
2023-03-15,11.48738
2023-03-16,9.03054
2023-03-17,8.69853
2023-03-18,8.10092
2023-03-19,7.43691
2023-03-20,9.42895
2023-03-21,6.97211
2023-03-22,10.15936
2023-03-23,13.54581
2023-03-24,11.15537
2023-03-25,7.50332
2023-03-26,7.10491
2023-03-27,11.42098
2023-03-28,10.22576
2023-03-29,11.62018
2023-03-30,10.15936
2023-03-31,8.10092
2023-04-01,8.16733
2023-04-02,6.5737
2023-04-03,7.96812
2023-04-04,9.09694
2023-04-05,10.69057
2023-04-06,9.16334
2023-04-07,8.10092
2023-04-08,6.10889
2023-04-09,6.10889
2023-04-10,10.88977
2023-04-11,12.21779
2023-04-12,12.15139
2023-04-13,15.86985
2023-04-14,12.6162
2023-04-15,9.62815
2023-04-16,9.09694
2023-04-17,10.22576
2023-04-18,9.76095
2023-04-19,9.49535
2023-04-20,8.23373
2023-04-21,8.23373
2023-04-22,6.3745
2023-04-23,5.64409
2023-04-24,8.30013
2023-04-25,8.96414
2023-04-26,9.96015
2023-04-27,7.90172
2023-04-28,8.03452
2023-04-29,6.3081
2023-04-30,5.84329
2023-05-01,5.57768
2023-05-02,6.7729
2023-05-03,6.3081
2023-05-04,7.76892
2023-05-05,4.44887
2023-05-06,5.11288
2023-05-07,4.98007
2023-05-08,7.90172
2023-05-09,9.69455
2023-05-10,7.96812
2023-05-11,7.70252
2023-05-12,7.83532
2023-05-13,5.71049
2023-05-14,4.71447
2023-05-15,6.8393
2023-05-16,9.89375
2023-05-17,7.43691
2023-05-18,7.50332
2023-05-19,8.10092
2023-05-20,6.7065
2023-05-21,4.58167
2023-05-22,6.3745
2023-05-23,6.4409
2023-05-24,7.63612
2023-05-25,7.37051
2023-05-26,5.90969
2023-05-27,4.71447
2023-05-28,4.24966
2023-05-29,6.4409
