date,비트코인찾기
2020-07-08,3.71229
2020-07-09,4.75638
2020-07-10,2.66821
2020-07-11,1.62412
2020-07-12,2.32018
2020-07-13,3.36426
2020-07-14,3.48027
2020-07-15,2.66821
2020-07-16,2.5522
2020-07-17,1.16009
2020-07-18,0.69605
2020-07-19,1.62412
2020-07-20,2.43619
2020-07-21,3.01624
2020-07-22,3.01624
2020-07-23,2.08816
2020-07-24,2.78422
2020-07-25,1.2761
2020-07-26,2.43619
2020-07-27,2.78422
2020-07-28,4.17633
2020-07-29,3.01624
2020-07-30,3.13225
2020-07-31,2.32018
2020-08-01,1.85614
2020-08-02,3.71229
2020-08-03,1.85614
2020-08-04,2.78422
2020-08-05,1.85614
2020-08-06,3.71229
2020-08-07,1.62412
2020-08-08,1.85614
2020-08-09,1.39211
2020-08-10,1.16009
2020-08-11,3.01624
2020-08-12,3.71229
2020-08-13,1.62412
2020-08-14,2.5522
2020-08-15,2.08816
2020-08-16,1.85614
2020-08-17,1.16009
2020-08-18,1.97215
2020-08-19,1.16009
2020-08-20,2.43619
2020-08-21,1.04408
2020-08-22,1.2761
2020-08-23,0.92807
2020-08-24,1.74013
2020-08-25,2.32018
2020-08-26,1.74013
2020-08-27,2.08816
2020-08-28,1.85614
2020-08-29,0.92807
2020-08-30,1.39211
2020-08-31,1.62412
2020-09-01,3.01624
2020-09-02,3.36426
2020-09-03,1.85614
2020-09-04,2.66821
2020-09-05,1.04408
2020-09-06,2.90023
2020-09-07,2.43619
2020-09-08,1.04408
2020-09-09,2.66821
2020-09-10,1.62412
2020-09-11,1.74013
2020-09-12,1.62412
2020-09-13,2.43619
2020-09-14,1.62412
2020-09-15,2.78422
2020-09-16,0.58004
2020-09-17,1.2761
2020-09-18,1.50812
2020-09-19,0.92807
2020-09-20,1.16009
2020-09-21,2.5522
2020-09-22,3.13225
2020-09-23,1.2761
2020-09-24,1.2761
2020-09-25,1.50812
2020-09-26,0.92807
2020-09-27,1.62412
2020-09-28,1.04408
2020-09-29,1.2761
2020-09-30,0.92807
2020-10-01,0.81206
2020-10-02,1.2761
2020-10-03,1.50812
2020-10-04,0.92807
2020-10-05,1.39211
2020-10-06,0.81206
2020-10-07,2.32018
2020-10-08,1.74013
2020-10-09,1.2761
2020-10-10,1.50812
2020-10-11,1.04408
2020-10-12,2.08816
2020-10-13,0.58004
2020-10-15,0.92807
2020-10-16,1.85614
2020-10-17,1.74013
2020-10-18,0.58004
2020-10-19,3.13225
2020-10-20,2.43619
2020-10-21,2.08816
2020-10-22,3.13225
2020-10-23,2.20417
2020-10-24,0.58004
2020-10-25,1.85614
2020-10-26,0.81206
2020-10-27,2.43619
2020-10-28,2.20417
2020-10-29,0.92807
2020-10-30,1.16009
2020-10-31,0.58004
2020-11-01,1.16009
2020-11-02,2.5522
2020-11-03,1.2761
2020-11-04,1.50812
2020-11-05,1.62412
2020-11-06,4.87238
2020-11-07,0.92807
2020-11-08,1.62412
2020-11-09,2.43619
2020-11-10,2.08816
2020-11-11,2.78422
2020-11-12,1.74013
2020-11-13,3.01624
2020-11-14,2.08816
2020-11-15,0.58004
2020-11-16,0.92807
2020-11-17,2.5522
2020-11-18,10.32482
2020-11-19,9.86078
2020-11-20,5.68445
2020-11-21,6.49651
2020-11-22,5.22041
2020-11-23,4.87238
2020-11-24,7.30858
2020-11-25,9.74477
2020-11-26,9.04872
2020-11-27,4.64037
2020-11-28,4.52436
2020-11-29,4.52436
2020-11-30,4.87238
2020-12-01,9.74477
2020-12-02,8.46867
2020-12-03,6.2645
2020-12-04,4.52436
2020-12-05,4.29234
2020-12-06,3.36426
2020-12-07,5.91647
2020-12-08,5.22041
2020-12-09,5.56844
2020-12-10,4.52436
2020-12-11,4.29234
2020-12-12,3.71229
2020-12-13,2.66821
2020-12-14,6.61252
2020-12-15,4.64037
2020-12-16,3.71229
2020-12-17,17.40139
2020-12-18,16.12529
2020-12-19,8.46867
2020-12-20,6.14849
2020-12-21,6.96055
2020-12-22,5.68445
2020-12-23,5.80046
2020-12-24,7.30858
2020-12-25,4.64037
2020-12-26,6.84454
2020-12-27,23.66589
2020-12-28,21.80974
2020-12-29,13.34106
2020-12-30,13.22505
2020-12-31,15.77726
2021-01-01,9.28074
2021-01-02,8.93271
2021-01-03,52.20417
2021-01-04,43.50348
2021-01-05,22.5058
2021-01-06,15.89327
2021-01-07,29.58236
2021-01-08,24.47795
2021-01-09,19.72157
2021-01-10,14.84918
2021-01-11,18.32946
2021-01-12,20.0696
2021-01-13,42.92343
2021-01-14,100.0
2021-01-15,52.20417
2021-01-16,45.82366
2021-01-17,38.39907
2021-01-18,28.42227
2021-01-19,24.59396
2021-01-20,12.06496
2021-01-21,11.94895
2021-01-22,10.20881
2021-01-23,4.87238
2021-01-24,5.91647
2021-01-25,6.96055
2021-01-26,4.40835
2021-01-27,3.36426
2021-01-28,4.52436
2021-01-29,4.40835
2021-01-30,3.94431
2021-01-31,4.17633
2021-02-01,7.65661
2021-02-02,6.14849
2021-02-03,5.45243
2021-02-04,5.1044
2021-02-05,3.8283
2021-02-06,4.64037
2021-02-07,3.01624
2021-02-08,6.03248
2021-02-09,35.61484
2021-02-10,19.48955
2021-02-11,9.74477
2021-02-12,19.25754
2021-02-13,28.30626
2021-02-14,24.59396
2021-02-15,34.45475
2021-02-16,34.22273
2021-02-17,39.67517
2021-02-18,41.76334
2021-02-19,27.72621
2021-02-20,45.12761
2021-02-21,25.17401
2021-02-22,29.93039
2021-02-23,22.5058
2021-02-24,22.15777
2021-02-25,38.05104
2021-02-26,22.85382
2021-02-27,12.18097
2021-02-28,8.93271
2021-03-01,12.29698
2021-03-02,20.88167
2021-03-03,15.42923
2021-03-04,15.31322
2021-03-05,16.70533
2021-03-06,11.60092
2021-03-07,9.04872
2021-03-08,9.62877
2021-03-09,8.93271
2021-03-10,7.65661
2021-03-11,8.58468
2021-03-12,10.0928
2021-03-13,10.90487
2021-03-14,15.54524
2021-03-15,19.60556
2021-03-16,15.66125
2021-03-17,18.56148
2021-03-18,11.02088
2021-03-19,11.48491
2021-03-20,11.02088
2021-03-21,9.39675
2021-03-22,13.10904
2021-03-23,11.83294
2021-03-24,13.8051
2021-03-25,11.83294
2021-03-26,9.51276
2021-03-27,5.45243
2021-03-28,5.33642
2021-03-29,10.67285
2021-03-30,9.39675
2021-03-31,15.0812
2021-04-01,19.48955
2021-04-02,18.7935
2021-04-03,15.66125
2021-04-04,12.87703
2021-04-05,24.47795
2021-04-06,25.75406
2021-04-07,21.80974
2021-04-08,19.60556
2021-04-09,12.76102
2021-04-10,12.87703
2021-04-11,21.92575
2021-04-12,20.18561
2021-04-13,20.0696
2021-04-14,21.22969
2021-04-15,31.43851
2021-04-16,21.46171
2021-04-17,16.70533
2021-04-18,18.32946
2021-04-19,21.69373
2021-04-20,22.27378
2021-04-21,23.7819
2021-04-22,14.15313
2021-04-23,15.42923
2021-04-24,13.34106
2021-04-25,9.51276
2021-04-26,9.97679
2021-04-27,11.13689
2021-04-28,8.23665
2021-04-29,8.00464
2021-04-30,6.49651
2021-05-01,7.07656
2021-05-02,6.72853
2021-05-03,9.39675
2021-05-04,7.88863
2021-05-05,6.96055
2021-05-06,9.74477
2021-05-07,8.93271
2021-05-08,8.46867
2021-05-09,7.42459
2021-05-10,8.12064
2021-05-11,8.35266
2021-05-12,5.33642
2021-05-13,7.30858
2021-05-14,4.17633
2021-05-15,3.36426
2021-05-16,3.24825
2021-05-17,6.61252
2021-05-18,4.98839
2021-05-19,3.94431
2021-05-20,6.96055
2021-05-21,5.80046
2021-05-22,3.36426
2021-05-23,6.03248
2021-05-24,8.70069
2021-05-25,5.1044
2021-05-26,5.33642
2021-05-27,4.40835
2021-05-28,5.33642
2021-05-29,4.06032
2021-05-30,2.90023
2021-05-31,7.88863
2021-06-01,6.96055
2021-06-02,3.36426
2021-06-03,5.56844
2021-06-04,3.48027
2021-06-05,1.16009
2021-06-06,3.24825
2021-06-07,3.48027
2021-06-08,3.24825
2021-06-09,1.74013
2021-06-10,2.5522
2021-06-11,0.81206
2021-06-12,1.39211
2021-06-13,1.97215
2021-06-14,1.97215
2021-06-15,4.06032
2021-06-16,2.43619
2021-06-17,1.97215
2021-06-18,1.62412
2021-06-19,1.97215
2021-06-20,2.32018
2021-06-21,3.01624
2021-06-22,3.71229
2021-06-23,4.75638
2021-06-24,3.48027
2021-06-25,2.5522
2021-06-26,3.13225
2021-06-27,1.85614
2021-06-28,3.59628
2021-06-29,12.41299
2021-06-30,8.23665
2021-07-01,3.8283
2021-07-02,4.29234
2021-07-03,4.75638
2021-07-04,5.80046
2021-07-05,8.23665
2021-07-06,2.43619
2021-07-07,2.66821
2021-07-08,1.2761
2021-07-09,2.32018
2021-07-10,2.5522
2021-07-11,0.92807
2021-07-12,2.08816
2021-07-13,2.43619
2021-07-14,2.78422
2021-07-15,1.2761
2021-07-16,1.50812
2021-07-18,2.66821
2021-07-19,3.13225
2021-07-20,2.20417
2021-07-21,2.08816
2021-07-22,1.16009
2021-07-23,1.97215
2021-07-24,0.58004
2021-07-25,1.2761
2021-07-26,2.5522
2021-07-27,3.59628
2021-07-28,3.36426
2021-07-29,3.24825
2021-07-30,2.78422
2021-07-31,1.74013
2021-08-01,3.01624
2021-08-02,4.06032
2021-08-03,1.50812
2021-08-04,3.48027
2021-08-05,3.71229
2021-08-06,3.94431
2021-08-07,6.61252
2021-08-08,12.29698
2021-08-09,11.83294
2021-08-10,5.45243
2021-08-11,10.67285
2021-08-12,7.07656
2021-08-13,6.03248
2021-08-14,3.01624
2021-08-15,4.87238
2021-08-16,6.38051
2021-08-17,3.13225
2021-08-18,5.22041
2021-08-19,4.52436
2021-08-20,4.29234
2021-08-21,5.45243
2021-08-22,4.17633
2021-08-23,8.70069
2021-08-24,12.76102
2021-08-25,9.51276
2021-08-26,5.22041
2021-08-27,5.45243
2021-08-28,3.13225
2021-08-29,3.59628
2021-08-30,3.8283
2021-08-31,5.80046
2021-09-01,4.52436
2021-09-02,4.06032
2021-09-03,5.91647
2021-09-04,12.64501
2021-09-05,10.55684
2021-09-06,13.10904
2021-09-07,11.71693
2021-09-08,9.51276
2021-09-09,5.45243
2021-09-10,6.61252
2021-09-11,5.33642
2021-09-12,4.29234
2021-09-13,4.98839
2021-09-14,4.87238
2021-09-15,5.33642
2021-09-16,5.80046
2021-09-17,4.40835
2021-09-18,3.71229
2021-09-19,5.91647
2021-09-20,4.98839
2021-09-21,4.64037
2021-09-22,4.52436
2021-09-23,4.87238
2021-09-24,6.38051
2021-09-25,6.03248
2021-09-26,2.66821
2021-09-27,4.40835
2021-09-28,6.49651
2021-09-29,5.91647
2021-09-30,6.38051
2021-10-01,6.38051
2021-10-02,7.42459
2021-10-03,6.49651
2021-10-04,6.38051
2021-10-05,11.60092
2021-10-06,8.00464
2021-10-07,9.74477
2021-10-08,6.72853
2021-10-09,5.80046
2021-10-10,4.29234
2021-10-11,9.28074
2021-10-12,9.97679
2021-10-13,7.30858
2021-10-14,6.14849
2021-10-15,6.38051
2021-10-16,6.61252
2021-10-17,5.91647
2021-10-18,5.80046
2021-10-19,7.65661
2021-10-20,7.77262
2021-10-21,12.41299
2021-10-22,10.78886
2021-10-23,7.30858
2021-10-24,6.14849
2021-10-25,10.20881
2021-10-26,11.83294
2021-10-27,9.62877
2021-10-28,6.84454
2021-10-29,7.42459
2021-10-30,5.68445
2021-10-31,4.87238
2021-11-01,7.30858
2021-11-02,7.19257
2021-11-03,8.8167
2021-11-04,8.35266
2021-11-05,6.96055
2021-11-06,3.71229
2021-11-07,6.72853
2021-11-08,6.38051
2021-11-09,12.06496
2021-11-10,9.04872
2021-11-11,9.86078
2021-11-12,5.22041
2021-11-13,4.52436
2021-11-14,7.65661
2021-11-15,7.5406
2021-11-16,10.44083
2021-11-17,9.74477
2021-11-18,9.62877
2021-11-19,9.97679
2021-11-20,7.30858
2021-11-21,4.87238
2021-11-22,9.16473
2021-11-23,7.65661
2021-11-24,7.19257
2021-11-25,8.00464
2021-11-26,6.96055
2021-11-27,4.98839
2021-11-28,5.45243
2021-11-29,7.07656
2021-11-30,6.49651
2021-12-01,6.38051
2021-12-02,4.98839
2021-12-03,2.5522
2021-12-04,5.91647
2021-12-05,7.65661
2021-12-06,8.00464
2021-12-07,8.00464
2021-12-08,9.62877
2021-12-09,5.91647
2021-12-10,7.77262
2021-12-11,8.8167
2021-12-12,7.42459
2021-12-13,8.8167
2021-12-14,14.73317
2021-12-15,7.30858
2021-12-16,13.8051
2021-12-17,9.04872
2021-12-18,5.22041
2021-12-19,5.80046
2021-12-20,7.42459
2021-12-21,11.13689
2021-12-22,18.21345
2021-12-23,9.04872
2021-12-24,8.12064
2021-12-25,6.03248
2021-12-26,6.96055
2021-12-27,5.1044
2021-12-28,4.06032
2021-12-29,6.72853
2021-12-30,5.45243
2021-12-31,5.22041
2022-01-01,4.98839
2022-01-02,4.64037
2022-01-03,8.46867
2022-01-04,9.28074
2022-01-05,7.42459
2022-01-06,4.52436
2022-01-07,5.68445
2022-01-08,3.36426
2022-01-09,6.14849
2022-01-10,6.61252
2022-01-11,8.00464
2022-01-12,5.45243
2022-01-13,5.1044
2022-01-14,4.40835
2022-01-15,6.14849
2022-01-16,7.19257
2022-01-17,8.23665
2022-01-18,7.30858
2022-01-19,7.30858
2022-01-20,5.91647
2022-01-21,6.61252
2022-01-22,5.45243
2022-01-23,4.17633
2022-01-24,6.84454
2022-01-25,4.29234
2022-01-26,5.33642
2022-01-27,3.71229
2022-01-28,3.36426
2022-01-29,2.90023
2022-01-30,3.8283
2022-01-31,5.1044
2022-02-01,6.38051
2022-02-02,6.49651
2022-02-03,10.20881
2022-02-04,5.22041
2022-02-05,4.06032
2022-02-06,9.39675
2022-02-07,9.39675
2022-02-08,7.07656
2022-02-09,4.87238
2022-02-10,4.87238
2022-02-11,1.85614
2022-02-12,3.48027
2022-02-13,3.24825
2022-02-14,5.68445
2022-02-15,3.59628
2022-02-16,2.66821
2022-02-17,4.98839
2022-02-18,5.68445
2022-02-19,2.66821
2022-02-20,2.90023
2022-02-21,2.08816
2022-02-22,4.98839
2022-02-23,2.90023
2022-02-24,3.8283
2022-02-25,2.43619
2022-02-26,1.16009
2022-02-27,2.32018
2022-02-28,2.08816
2022-03-01,2.66821
2022-03-02,3.13225
2022-03-03,3.24825
2022-03-04,0.81206
2022-03-05,1.74013
2022-03-06,2.20417
2022-03-07,2.90023
2022-03-08,1.50812
2022-03-09,3.36426
2022-03-10,4.06032
2022-03-11,1.16009
2022-03-12,1.2761
2022-03-13,1.2761
2022-03-14,1.85614
2022-03-15,2.43619
2022-03-16,2.08816
2022-03-17,3.8283
2022-03-18,3.8283
2022-03-19,2.43619
2022-03-20,1.62412
2022-03-21,2.78422
2022-03-22,1.85614
2022-03-23,1.85614
2022-03-24,1.62412
2022-03-25,1.2761
2022-03-26,2.32018
2022-03-27,1.16009
2022-03-28,2.43619
2022-03-29,3.94431
2022-03-30,1.39211
2022-03-31,4.40835
2022-04-01,3.24825
2022-04-02,4.06032
2022-04-03,3.01624
2022-04-04,3.24825
2022-04-05,6.2645
2022-04-06,4.40835
2022-04-07,3.71229
2022-04-08,3.8283
2022-04-09,3.36426
2022-04-10,3.13225
2022-04-11,1.62412
2022-04-12,2.66821
2022-04-13,5.68445
2022-04-14,4.06032
2022-04-15,3.36426
2022-04-16,3.8283
2022-04-17,3.01624
2022-04-18,6.38051
2022-04-19,6.38051
2022-04-20,6.72853
2022-04-21,4.64037
2022-04-22,4.40835
2022-04-23,3.13225
2022-04-24,5.1044
2022-04-25,3.48027
2022-04-26,3.24825
2022-04-27,5.22041
2022-04-28,4.87238
2022-04-29,2.20417
2022-04-30,2.20417
2022-05-01,3.48027
2022-05-02,3.24825
2022-05-03,3.71229
2022-05-04,2.78422
2022-05-05,3.24825
2022-05-06,1.85614
2022-05-07,2.66821
2022-05-08,2.20417
2022-05-09,3.13225
2022-05-10,3.36426
2022-05-11,2.08816
2022-05-12,5.33642
2022-05-13,5.1044
2022-05-14,5.80046
2022-05-15,3.8283
2022-05-16,7.30858
2022-05-17,14.73317
2022-05-18,10.44083
2022-05-19,5.68445
2022-05-20,5.1044
2022-05-21,19.83758
2022-05-22,16.70533
2022-05-23,8.8167
2022-05-24,9.97679
2022-05-25,8.23665
2022-05-26,5.33642
2022-05-27,5.22041
2022-05-28,1.85614
2022-05-29,2.32018
2022-05-30,2.78422
2022-05-31,4.06032
2022-06-01,3.48027
2022-06-02,4.40835
2022-06-03,6.96055
2022-06-04,1.50812
2022-06-05,1.85614
2022-06-06,2.66821
2022-06-07,1.74013
2022-06-08,2.66821
2022-06-09,6.14849
2022-06-10,3.01624
2022-06-11,2.78422
2022-06-12,2.43619
2022-06-13,4.52436
2022-06-14,5.56844
2022-06-15,3.94431
2022-06-16,2.66821
2022-06-17,1.62412
2022-06-18,3.59628
2022-06-19,5.91647
2022-06-20,8.46867
2022-06-21,7.88863
2022-06-22,4.52436
2022-06-23,3.8283
2022-06-24,2.5522
2022-06-25,2.66821
2022-06-26,0.69605
2022-06-27,2.43619
2022-06-28,3.24825
2022-06-29,2.90023
2022-06-30,3.01624
2022-07-01,3.24825
2022-07-02,1.39211
2022-07-03,2.66821
2022-07-04,2.90023
2022-07-05,1.62412
2022-07-06,3.94431
2022-07-07,0.69605
2022-07-08,1.16009
2022-07-09,1.16009
2022-07-10,2.43619
2022-07-11,1.85614
2022-07-12,2.5522
2022-07-13,2.43619
2022-07-14,1.50812
2022-07-15,1.04408
2022-07-16,1.39211
2022-07-17,1.39211
2022-07-18,2.66821
2022-07-19,2.20417
2022-07-20,1.04408
2022-07-21,1.50812
2022-07-22,2.08816
2022-07-23,1.04408
2022-07-24,2.32018
2022-07-25,2.90023
2022-07-26,3.59628
2022-07-27,3.48027
2022-07-28,0.69605
2022-07-29,1.62412
2022-07-30,1.16009
2022-07-31,1.16009
2022-08-01,2.5522
2022-08-02,0.69605
2022-08-03,2.78422
2022-08-04,3.8283
2022-08-05,1.97215
2022-08-06,0.81206
2022-08-07,3.01624
2022-08-08,1.74013
2022-08-09,2.08816
2022-08-10,2.78422
2022-08-11,1.62412
2022-08-12,0.92807
2022-08-13,0.58004
2022-08-14,0.92807
2022-08-15,0.69605
2022-08-16,2.08816
2022-08-17,1.2761
2022-08-18,2.78422
2022-08-19,2.66821
2022-08-20,0.92807
2022-08-21,1.74013
2022-08-22,1.74013
2022-08-23,1.16009
2022-08-24,1.50812
2022-08-25,0.58004
2022-08-26,1.16009
2022-08-27,1.39211
2022-08-28,1.74013
2022-08-29,2.20417
2022-08-30,2.90023
2022-08-31,2.43619
2022-09-01,1.50812
2022-09-02,2.32018
2022-09-03,1.04408
2022-09-04,0.69605
2022-09-05,1.04408
2022-09-06,2.43619
2022-09-07,2.66821
2022-09-08,0.92807
2022-09-09,0.58004
2022-09-10,1.04408
2022-09-11,0.92807
2022-09-13,1.39211
2022-09-14,1.85614
2022-09-15,1.62412
2022-09-16,1.39211
2022-09-17,0.69605
2022-09-18,0.69605
2022-09-19,1.62412
2022-09-20,1.74013
2022-09-21,0.69605
2022-09-22,0.92807
2022-09-23,1.74013
2022-09-24,0.92807
2022-09-25,0.81206
2022-09-26,0.58004
2022-09-27,2.08816
2022-09-28,1.74013
2022-09-29,1.50812
2022-09-30,1.16009
2022-10-01,1.04408
2022-10-02,1.04408
2022-10-03,6.03248
2022-10-04,6.49651
2022-10-05,6.38051
2022-10-06,1.97215
2022-10-07,1.97215
2022-10-08,4.64037
2022-10-09,5.91647
2022-10-10,7.42459
2022-10-11,8.12064
2022-10-12,7.88863
2022-10-13,6.96055
2022-10-14,7.42459
2022-10-15,3.24825
2022-10-16,6.2645
2022-10-17,10.32482
2022-10-18,6.49651
2022-10-19,6.72853
2022-10-20,4.29234
2022-10-21,2.66821
2022-10-22,2.78422
2022-10-23,3.13225
2022-10-24,4.52436
2022-10-25,2.78422
2022-10-26,2.90023
2022-10-27,4.06032
2022-10-28,3.71229
2022-10-29,1.85614
2022-10-30,2.90023
2022-10-31,1.2761
2022-11-01,0.69605
2022-11-02,1.16009
2022-11-03,1.85614
2022-11-04,1.16009
2022-11-05,1.39211
2022-11-06,1.2761
2022-11-07,1.85614
2022-11-08,4.29234
2022-11-09,3.24825
2022-11-10,2.08816
2022-11-11,2.78422
2022-11-12,3.13225
2022-11-13,2.08816
2022-11-14,2.90023
2022-11-15,3.94431
2022-11-16,1.85614
2022-11-17,0.81206
2022-11-18,3.24825
2022-11-19,0.81206
2022-11-20,2.66821
2022-11-21,3.36426
2022-11-22,2.20417
2022-11-23,2.20417
2022-11-24,2.20417
2022-11-25,2.08816
2022-11-26,1.04408
2022-11-27,1.74013
2022-11-28,2.90023
2022-11-29,1.2761
2022-11-30,2.5522
2022-12-01,1.62412
2022-12-02,1.04408
2022-12-03,1.04408
2022-12-04,1.97215
2022-12-05,1.04408
2022-12-06,1.50812
2022-12-07,1.97215
2022-12-08,2.32018
2022-12-09,1.04408
2022-12-10,1.62412
2022-12-11,0.92807
2022-12-12,2.20417
2022-12-13,2.32018
2022-12-14,1.39211
2022-12-15,1.62412
2022-12-16,1.62412
2022-12-17,1.85614
2022-12-18,2.90023
2022-12-19,3.01624
2022-12-20,2.20417
2022-12-21,3.24825
2022-12-22,2.20417
2022-12-23,1.85614
2022-12-24,1.74013
2022-12-25,1.16009
2022-12-26,1.74013
2022-12-27,0.69605
2022-12-28,3.8283
2022-12-29,2.08816
2022-12-30,1.39211
2022-12-31,1.39211
2023-01-01,1.16009
2023-01-02,0.92807
2023-01-03,2.78422
2023-01-04,1.2761
2023-01-05,1.85614
2023-01-06,0.92807
2023-01-07,0.81206
2023-01-08,2.08816
2023-01-09,1.62412
2023-01-10,2.78422
2023-01-11,2.32018
2023-01-12,1.50812
2023-01-13,0.92807
2023-01-14,1.85614
2023-01-15,0.69605
2023-01-16,1.39211
2023-01-17,1.2761
2023-01-18,1.85614
2023-01-19,1.39211
2023-01-20,0.81206
2023-01-21,1.50812
2023-01-22,1.04408
2023-01-23,1.39211
2023-01-24,1.39211
2023-01-25,1.97215
2023-01-26,1.97215
2023-01-27,2.32018
2023-01-28,1.50812
2023-01-30,1.85614
2023-01-31,2.43619
2023-02-01,1.16009
2023-02-02,2.20417
2023-02-03,0.92807
2023-02-04,0.81206
2023-02-05,0.92807
2023-02-06,2.5522
2023-02-07,1.50812
2023-02-08,1.62412
2023-02-09,3.24825
2023-02-10,1.62412
2023-02-11,1.04408
2023-02-12,2.5522
2023-02-13,2.90023
2023-02-14,1.2761
2023-02-15,3.13225
2023-02-16,5.91647
2023-02-17,4.17633
2023-02-18,7.88863
2023-02-19,6.84454
2023-02-20,10.67285
2023-02-21,10.0928
2023-02-22,7.07656
2023-02-23,4.52436
2023-02-24,2.66821
2023-02-25,2.20417
2023-02-26,2.43619
2023-02-27,3.8283
2023-02-28,2.78422
2023-03-01,1.50812
2023-03-02,4.64037
2023-03-03,3.48027
2023-03-04,2.32018
2023-03-05,2.90023
2023-03-06,2.20417
2023-03-07,3.59628
2023-03-08,2.66821
2023-03-09,1.50812
2023-03-10,1.50812
2023-03-11,0.81206
2023-03-12,0.81206
2023-03-13,4.17633
2023-03-14,5.80046
2023-03-15,2.66821
2023-03-16,1.74013
2023-03-17,1.62412
2023-03-18,2.78422
2023-03-19,1.2761
2023-03-20,1.97215
2023-03-21,4.17633
2023-03-22,3.13225
2023-03-23,4.06032
2023-03-24,2.90023
2023-03-25,2.66821
2023-03-26,1.74013
2023-03-27,1.2761
2023-03-28,1.85614
2023-03-29,2.20417
2023-03-30,1.62412
2023-03-31,1.50812
2023-04-01,0.92807
2023-04-02,0.92807
2023-04-03,1.2761
2023-04-04,1.97215
2023-04-05,2.5522
2023-04-06,2.66821
2023-04-07,2.43619
2023-04-08,1.39211
2023-04-09,1.50812
2023-04-10,2.08816
2023-04-11,3.48027
2023-04-12,2.78422
2023-04-13,3.01624
2023-04-14,2.90023
2023-04-15,2.32018
2023-04-16,3.01624
2023-04-17,3.01624
2023-04-18,2.5522
2023-04-19,2.78422
2023-04-20,2.43619
2023-04-21,2.08816
2023-04-22,1.62412
2023-04-23,1.50812
2023-04-24,4.17633
2023-04-25,8.23665
2023-04-26,4.98839
2023-04-27,5.33642
2023-04-28,2.5522
2023-04-29,2.20417
2023-04-30,1.74013
2023-05-01,3.48027
2023-05-02,3.8283
2023-05-03,1.62412
2023-05-04,25.98607
2023-05-05,19.37354
2023-05-06,12.99303
2023-05-07,17.86542
2023-05-08,21.22969
2023-05-09,19.48955
2023-05-10,11.48491
2023-05-11,9.39675
2023-05-12,7.19257
2023-05-13,4.87238
2023-05-14,5.1044
2023-05-15,5.56844
2023-05-16,8.70069
2023-05-17,6.49651
2023-05-18,5.22041
2023-05-19,4.98839
2023-05-20,2.32018
2023-05-21,2.32018
2023-05-22,5.22041
2023-05-23,4.40835
2023-05-24,4.17633
2023-05-25,3.71229
2023-05-26,4.29234
2023-05-27,2.5522
2023-05-28,1.85614
2023-05-29,2.43619
2023-05-30,3.24825
2023-05-31,3.36426
2023-06-01,9.62877
2023-06-02,7.07656
2023-06-03,6.38051
2023-06-04,4.87238
