date,연말정산환급일
2020-11-29,0.15384
2020-11-30,0.35164
2020-12-01,0.37362
2020-12-02,0.24175
2020-12-03,0.48351
2020-12-04,0.46153
2020-12-05,0.81318
2020-12-06,0.76923
2020-12-07,1.51648
2020-12-08,1.60439
2020-12-09,1.16483
2020-12-10,2.13186
2020-12-11,1.38461
2020-12-12,1.03296
2020-12-13,1.31868
2020-12-14,1.86813
2020-12-15,2.06593
2020-12-16,1.84615
2020-12-17,1.71428
2020-12-18,1.60439
2020-12-19,1.58241
2020-12-20,1.18681
2020-12-21,2.85714
2020-12-22,2.76923
2020-12-23,2.76923
2020-12-24,2.41758
2020-12-25,1.86813
2020-12-26,2.32967
2020-12-27,2.54945
2020-12-28,3.6923
2020-12-29,4.0
2020-12-30,3.51648
2020-12-31,3.53846
2021-01-01,3.14285
2021-01-02,3.42857
2021-01-03,4.02197
2021-01-04,4.83516
2021-01-05,7.03296
2021-01-06,5.75824
2021-01-07,6.06593
2021-01-08,4.87912
2021-01-09,4.46153
2021-01-10,5.2967
2021-01-11,11.16483
2021-01-12,9.18681
2021-01-13,11.8901
2021-01-14,13.23076
2021-01-15,36.06593
2021-01-16,14.61538
2021-01-17,12.96703
2021-01-18,41.03296
2021-01-19,43.6923
2021-01-20,60.13186
2021-01-21,56.06593
2021-01-22,39.73626
2021-01-23,25.78021
2021-01-24,23.91208
2021-01-25,53.84615
2021-01-26,47.78021
2021-01-27,34.76923
2021-01-28,24.48351
2021-01-29,19.93406
2021-01-30,11.47252
2021-01-31,14.21978
2021-02-01,21.6923
2021-02-02,20.02197
2021-02-03,15.80219
2021-02-04,14.76923
2021-02-05,16.10989
2021-02-06,8.24175
2021-02-07,7.56043
2021-02-08,18.41758
2021-02-09,12.04395
2021-02-10,14.24175
2021-02-11,4.85714
2021-02-12,3.6923
2021-02-13,4.10989
2021-02-14,5.82417
2021-02-15,14.37362
2021-02-16,13.16483
2021-02-17,12.30769
2021-02-18,10.28571
2021-02-19,10.61538
2021-02-20,3.95604
2021-02-21,3.78021
2021-02-22,9.6923
2021-02-23,8.70329
2021-02-24,8.15384
2021-02-25,9.78021
2021-02-26,8.72527
2021-02-27,2.35164
2021-02-28,2.0
2021-03-01,2.83516
2021-03-02,5.14285
2021-03-03,5.60439
2021-03-04,5.01098
2021-03-05,5.18681
2021-03-06,1.45054
2021-03-07,1.53846
2021-03-08,5.14285
2021-03-09,4.04395
2021-03-10,7.31868
2021-03-11,4.30769
2021-03-12,2.61538
2021-03-13,1.42857
2021-03-14,1.36263
2021-03-15,3.75824
2021-03-16,3.07692
2021-03-17,2.54945
2021-03-18,2.06593
2021-03-19,3.18681
2021-03-20,0.98901
2021-03-21,0.46153
2021-03-22,2.08791
2021-03-23,1.36263
2021-03-24,1.82417
2021-03-25,1.86813
2021-03-26,1.01098
2021-03-27,0.30769
2021-03-28,0.46153
2021-03-29,1.27472
2021-03-30,0.96703
2021-03-31,1.91208
2021-04-01,1.47252
2021-04-02,0.5934
2021-04-04,0.46153
2021-04-05,0.96703
2021-04-06,0.85714
2021-04-07,0.54945
2021-04-08,0.46153
2021-04-09,0.5934
2021-04-10,0.26373
2021-04-11,0.13186
2021-04-12,0.68131
2021-04-13,0.48351
2021-04-14,0.37362
2021-04-15,0.28571
2021-04-16,0.3956
2021-04-18,0.10989
2021-04-19,0.3956
2021-04-20,0.50549
2021-04-21,0.50549
2021-04-22,0.10989
2021-04-23,0.17582
2021-04-26,0.35164
2021-04-27,0.10989
2021-04-28,0.17582
2021-04-30,0.15384
2021-05-01,0.13186
2021-05-04,0.37362
2021-05-05,0.10989
2021-05-06,0.32967
2021-05-07,0.37362
2021-05-08,0.10989
2021-05-09,0.17582
2021-05-10,0.70329
2021-05-11,0.43956
2021-05-12,0.54945
2021-05-13,0.10989
2021-05-14,0.28571
2021-05-15,0.10989
2021-05-16,0.10989
2021-05-17,0.5934
2021-05-18,0.52747
2021-05-19,0.17582
2021-05-20,0.72527
2021-05-21,0.54945
2021-05-22,0.10989
2021-05-23,0.24175
2021-05-24,0.76923
2021-05-25,1.03296
2021-05-26,0.65934
2021-05-27,0.83516
2021-05-28,0.5934
2021-05-29,0.54945
2021-05-30,0.32967
2021-05-31,1.38461
2021-06-01,1.38461
2021-06-02,1.16483
2021-06-03,1.4945
2021-06-04,1.51648
2021-06-05,0.85714
2021-06-06,0.90109
2021-06-07,1.84615
2021-06-08,2.1978
2021-06-09,1.25274
2021-06-10,1.6923
2021-06-11,1.64835
2021-06-12,0.85714
2021-06-13,1.16483
2021-06-14,2.5934
2021-06-15,2.54945
2021-06-16,2.06593
2021-06-17,2.13186
2021-06-18,1.84615
2021-06-19,0.81318
2021-06-20,0.94505
2021-06-21,2.61538
2021-06-22,1.78021
2021-06-23,1.75824
2021-06-24,1.38461
2021-06-25,1.0989
2021-06-26,0.43956
2021-06-27,0.48351
2021-06-28,0.92307
2021-06-29,1.18681
2021-06-30,1.42857
2021-07-01,1.34065
2021-07-02,0.85714
2021-07-03,0.7912
2021-07-04,0.63736
2021-07-05,0.94505
2021-07-06,0.76923
2021-07-07,0.87912
2021-07-08,0.68131
2021-07-09,0.52747
2021-07-10,0.26373
2021-07-11,0.28571
2021-07-12,0.65934
2021-07-13,0.37362
2021-07-14,0.41758
2021-07-15,0.52747
2021-07-16,0.17582
2021-07-17,0.32967
2021-07-18,0.21978
2021-07-19,0.52747
2021-07-20,0.21978
2021-07-21,0.10989
2021-07-22,0.41758
2021-07-23,0.21978
2021-07-25,0.10989
2021-07-26,0.24175
2021-07-27,0.15384
2021-07-28,0.52747
2021-07-29,0.13186
2021-07-30,0.1978
2021-07-31,0.21978
2021-08-01,0.1978
2021-08-03,0.21978
2021-08-04,0.26373
2021-08-05,0.10989
2021-08-06,0.17582
2021-08-07,0.13186
2021-08-08,0.10989
2021-08-09,0.1978
2021-08-11,0.35164
2021-08-12,0.21978
2021-08-13,0.10989
2021-08-15,0.13186
2021-08-16,0.13186
2021-08-17,0.1978
2021-08-18,0.37362
2021-08-19,0.26373
2021-08-21,0.17582
2021-08-23,0.15384
2021-08-24,0.10989
2021-08-25,0.15384
2021-08-26,0.85714
2021-08-27,0.10989
2021-08-28,0.24175
2021-08-29,0.17582
2021-08-30,0.24175
2021-08-31,0.10989
2021-09-01,0.13186
2021-09-02,0.13186
2021-09-03,0.13186
2021-09-04,0.15384
2021-09-05,0.13186
2021-09-08,0.13186
2021-09-09,0.13186
2021-09-10,0.17582
2021-09-11,0.10989
2021-09-13,0.10989
2021-09-14,0.15384
2021-09-15,0.15384
2021-10-05,0.10989
2021-10-20,0.13186
2021-10-25,0.10989
2021-11-08,0.17582
2021-11-15,0.13186
2021-11-16,0.10989
2021-11-17,0.15384
2021-11-18,0.15384
2021-11-20,0.15384
2021-11-22,0.10989
2021-11-23,0.26373
2021-11-24,0.46153
2021-11-25,0.50549
2021-11-26,0.3956
2021-11-27,0.10989
2021-11-28,0.24175
2021-11-29,0.21978
2021-11-30,0.43956
2021-12-01,0.96703
2021-12-02,1.47252
2021-12-03,2.48351
2021-12-04,0.96703
2021-12-05,1.20879
2021-12-06,1.84615
2021-12-07,1.64835
2021-12-08,1.64835
2021-12-09,1.42857
2021-12-10,1.45054
2021-12-11,1.31868
2021-12-12,1.67032
2021-12-13,2.04395
2021-12-14,1.8901
2021-12-15,1.93406
2021-12-16,2.21978
2021-12-17,2.26373
2021-12-18,1.23076
2021-12-19,1.91208
2021-12-20,2.87912
2021-12-21,2.76923
2021-12-22,3.20879
2021-12-23,2.7912
2021-12-24,2.92307
2021-12-25,1.73626
2021-12-26,2.63736
2021-12-27,5.34065
2021-12-28,4.1978
2021-12-29,3.45054
2021-12-30,3.51648
2021-12-31,3.12087
2022-01-01,2.3956
2022-01-02,3.86813
2022-01-03,6.0
2022-01-04,4.81318
2022-01-05,5.36263
2022-01-06,5.18681
2022-01-07,4.26373
2022-01-08,2.30769
2022-01-09,2.83516
2022-01-10,6.81318
2022-01-11,7.18681
2022-01-12,6.13186
2022-01-13,6.21978
2022-01-14,5.58241
2022-01-15,11.82417
2022-01-16,10.54945
2022-01-17,29.40659
2022-01-18,33.4945
2022-01-19,29.56043
2022-01-20,33.64835
2022-01-21,36.08791
2022-01-22,20.96703
2022-01-23,22.90109
2022-01-24,49.14285
2022-01-25,56.02197
2022-01-26,47.95604
2022-01-27,44.17582
2022-01-28,36.74725
2022-01-29,23.67032
2022-01-30,18.98901
2022-01-31,18.65934
2022-02-01,19.20879
2022-02-02,26.5934
2022-02-03,60.48351
2022-02-04,50.1978
2022-02-05,29.16483
2022-02-06,29.78021
2022-02-07,54.28571
2022-02-08,43.78021
2022-02-09,42.54945
2022-02-10,62.7912
2022-02-11,36.06593
2022-02-12,18.28571
2022-02-13,22.52747
2022-02-14,38.54945
2022-02-15,42.15384
2022-02-16,39.25274
2022-02-17,35.03296
2022-02-18,46.5934
2022-02-19,26.65934
2022-02-20,26.43956
2022-02-21,52.7912
2022-02-22,49.34065
2022-02-23,48.61538
2022-02-24,42.94505
2022-02-25,68.87912
2022-02-26,30.28571
2022-02-27,25.01098
2022-02-28,58.32967
2022-03-01,33.27472
2022-03-02,49.31868
2022-03-03,47.42857
2022-03-04,50.43956
2022-03-05,27.75824
2022-03-06,24.24175
2022-03-07,44.50549
2022-03-08,37.82417
2022-03-09,22.52747
2022-03-10,81.05494
2022-03-11,46.1978
2022-03-12,22.30769
2022-03-13,21.25274
2022-03-14,36.83516
2022-03-15,49.07692
2022-03-16,38.87912
2022-03-17,38.04395
2022-03-18,46.63736
2022-03-19,21.51648
2022-03-20,19.80219
2022-03-21,39.60439
2022-03-22,32.87912
2022-03-23,30.61538
2022-03-24,31.34065
2022-03-25,45.6923
2022-03-26,17.6923
2022-03-27,17.23076
2022-03-28,33.27472
2022-03-29,29.45054
2022-03-30,30.1978
2022-03-31,44.30769
2022-04-01,28.43956
2022-04-02,12.74725
2022-04-03,12.87912
2022-04-04,24.98901
2022-04-05,29.8901
2022-04-06,24.7912
2022-04-07,20.10989
2022-04-08,22.72527
2022-04-09,9.0989
2022-04-10,10.94505
2022-04-11,22.46153
2022-04-12,18.83516
2022-04-13,15.93406
2022-04-14,14.43956
2022-04-15,15.78021
2022-04-16,6.17582
2022-04-17,7.86813
2022-04-18,14.02197
2022-04-19,12.70329
2022-04-20,17.25274
2022-04-21,12.68131
2022-04-22,12.50549
2022-04-23,6.74725
2022-04-24,7.60439
2022-04-25,18.46153
2022-04-26,13.12087
2022-04-27,11.36263
2022-04-28,12.06593
2022-04-29,11.73626
2022-04-30,5.4945
2022-05-01,8.30769
2022-05-02,14.54945
2022-05-03,12.72527
2022-05-04,11.01098
2022-05-05,5.64835
2022-05-06,7.58241
2022-05-07,5.23076
2022-05-08,6.72527
2022-05-09,10.90109
2022-05-10,12.50549
2022-05-11,8.1978
2022-05-12,7.95604
2022-05-13,5.64835
2022-05-14,3.60439
2022-05-15,3.95604
2022-05-16,5.78021
2022-05-17,6.54945
2022-05-18,4.98901
2022-05-19,5.40659
2022-05-20,5.03296
2022-05-21,3.25274
2022-05-22,2.85714
2022-05-23,4.61538
2022-05-24,5.16483
2022-05-25,6.48351
2022-05-26,4.50549
2022-05-27,4.04395
2022-05-28,2.52747
2022-05-29,2.54945
2022-05-30,5.34065
2022-05-31,5.47252
2022-06-01,3.42857
2022-06-02,4.48351
2022-06-03,4.5934
2022-06-04,2.1978
2022-06-05,2.46153
2022-06-06,3.80219
2022-06-07,5.75824
2022-06-08,6.04395
2022-06-09,6.5934
2022-06-10,6.3956
2022-06-11,3.18681
2022-06-12,3.60439
2022-06-13,7.2967
2022-06-14,7.64835
2022-06-15,8.02197
2022-06-16,6.90109
2022-06-17,7.05494
2022-06-18,4.43956
2022-06-19,4.06593
2022-06-20,10.37362
2022-06-21,10.32967
2022-06-22,8.57142
2022-06-23,6.54945
2022-06-24,4.83516
2022-06-25,2.10989
2022-06-26,2.04395
2022-06-27,3.91208
2022-06-28,4.94505
2022-06-29,3.95604
2022-06-30,3.86813
2022-07-01,3.01098
2022-07-02,1.36263
2022-07-03,1.0989
2022-07-04,2.30769
2022-07-05,2.3956
2022-07-06,2.15384
2022-07-07,1.71428
2022-07-08,1.58241
2022-07-09,0.87912
2022-07-10,1.12087
2022-07-11,1.8901
2022-07-12,1.82417
2022-07-13,1.47252
2022-07-14,1.60439
2022-07-15,1.01098
2022-07-16,0.5934
2022-07-17,0.81318
2022-07-18,0.37362
2022-07-19,0.35164
2022-07-20,0.50549
2022-07-21,0.17582
2022-07-22,0.28571
2022-07-25,1.12087
2022-07-26,0.96703
2022-07-27,0.68131
2022-07-28,0.5934
2022-07-29,0.54945
2022-07-30,0.32967
2022-08-01,0.10989
2022-08-03,0.10989
2022-08-05,0.13186
2022-08-06,0.13186
2022-08-22,0.13186
2022-08-29,0.10989
2022-10-03,0.13186
2022-10-14,0.10989
2022-10-17,0.13186
2022-10-22,0.10989
2022-10-25,0.15384
2022-10-27,0.13186
2022-10-29,0.10989
2022-11-02,0.15384
2022-11-04,0.10989
2022-11-07,0.10989
2022-11-09,0.15384
2022-11-10,0.5934
2022-11-11,0.54945
2022-11-12,0.17582
2022-11-13,0.10989
2022-11-14,0.30769
2022-11-15,0.35164
2022-11-16,0.13186
2022-11-17,0.13186
2022-11-18,0.54945
2022-11-19,0.37362
2022-11-20,0.63736
2022-11-21,0.92307
2022-11-22,0.65934
2022-11-23,0.76923
2022-11-24,1.12087
2022-11-25,1.18681
2022-11-26,0.43956
2022-11-27,0.3956
2022-11-28,1.14285
2022-11-29,0.85714
2022-11-30,1.34065
2022-12-01,1.07692
2022-12-02,0.92307
2022-12-03,0.92307
2022-12-04,1.40659
2022-12-05,1.56043
2022-12-06,1.27472
2022-12-07,1.14285
2022-12-08,1.4945
2022-12-09,4.15384
2022-12-10,1.58241
2022-12-11,3.0989
2022-12-12,3.31868
2022-12-13,2.83516
2022-12-14,2.7912
2022-12-15,2.3956
2022-12-16,1.91208
2022-12-17,1.20879
2022-12-18,1.62637
2022-12-19,2.90109
2022-12-20,3.4945
2022-12-21,2.74725
2022-12-22,2.85714
2022-12-23,3.36263
2022-12-24,1.60439
2022-12-25,2.63736
2022-12-26,4.37362
2022-12-27,4.13186
2022-12-28,3.6923
2022-12-29,4.30769
2022-12-30,4.30769
2022-12-31,3.53846
2023-01-01,3.75824
2023-01-02,5.75824
2023-01-03,5.03296
2023-01-04,6.28571
2023-01-05,6.43956
2023-01-06,4.81318
2023-01-07,3.34065
2023-01-08,3.16483
2023-01-09,6.02197
2023-01-10,7.16483
2023-01-11,6.85714
2023-01-12,7.23076
2023-01-13,6.54945
2023-01-14,4.57142
2023-01-15,10.5934
2023-01-16,31.0989
2023-01-17,31.82417
2023-01-18,39.62637
2023-01-19,35.05494
2023-01-20,36.87912
2023-01-21,18.1978
2023-01-22,16.30769
2023-01-23,22.68131
2023-01-24,25.82417
2023-01-25,80.43956
2023-01-26,76.32967
2023-01-27,62.32967
2023-01-28,38.32967
2023-01-29,37.4945
2023-01-30,84.41758
2023-01-31,86.10989
2023-02-01,74.24175
2023-02-02,66.94505
2023-02-03,67.93406
2023-02-04,32.7912
2023-02-05,36.41758
2023-02-06,76.52747
2023-02-07,70.37362
2023-02-08,68.02197
2023-02-09,68.48351
2023-02-10,84.17582
2023-02-11,33.60439
2023-02-12,31.80219
2023-02-13,70.85714
2023-02-14,53.38461
2023-02-15,57.18681
2023-02-16,48.32967
2023-02-17,39.18681
2023-02-18,21.64835
2023-02-19,23.36263
2023-02-20,54.74725
2023-02-21,47.86813
2023-02-22,37.95604
2023-02-23,44.21978
2023-02-24,50.68131
2023-02-25,20.72527
2023-02-26,18.85714
2023-02-27,40.68131
2023-02-28,67.07692
2023-03-01,35.78021
2023-03-02,52.04395
2023-03-03,52.74725
2023-03-04,25.36263
2023-03-05,27.40659
2023-03-06,52.28571
2023-03-07,49.53846
2023-03-08,50.3956
2023-03-09,55.86813
2023-03-10,100.0
2023-03-11,32.24175
2023-03-12,30.96703
2023-03-13,60.74725
2023-03-14,61.60439
2023-03-15,79.05494
2023-03-16,71.25274
2023-03-17,90.74725
2023-03-18,34.24175
2023-03-19,31.31868
2023-03-20,92.1978
2023-03-21,67.01098
2023-03-22,47.80219
2023-03-23,47.58241
2023-03-24,64.52747
2023-03-25,26.81318
2023-03-26,22.48351
2023-03-27,44.85714
2023-03-28,39.97802
2023-03-29,35.34065
2023-03-30,38.1978
2023-03-31,48.13186
2023-04-01,19.12087
2023-04-02,15.86813
2023-04-03,30.57142
2023-04-04,29.93406
2023-04-05,35.82417
2023-04-06,25.71428
2023-04-07,21.93406
2023-04-08,11.27472
2023-04-09,10.24175
2023-04-10,36.96703
2023-04-11,25.23076
2023-04-12,19.38461
2023-04-13,18.74725
2023-04-14,16.1978
2023-04-15,7.62637
2023-04-16,8.15384
2023-04-17,16.1978
2023-04-18,14.15384
2023-04-19,12.92307
2023-04-20,15.82417
2023-04-21,12.32967
2023-04-22,6.41758
2023-04-23,6.61538
2023-04-24,13.23076
2023-04-25,20.5934
2023-04-26,13.93406
2023-04-27,11.67032
2023-04-28,11.60439
2023-04-29,6.76923
2023-04-30,5.4945
2023-05-01,12.85714
2023-05-02,17.34065
2023-05-03,14.98901
2023-05-04,13.64835
2023-05-05,7.64835
2023-05-06,6.32967
2023-05-07,6.37362
2023-05-08,11.40659
2023-05-09,10.10989
2023-05-10,11.91208
2023-05-11,8.68131
2023-05-12,7.05494
2023-05-13,3.53846
2023-05-14,3.4945
2023-05-15,6.90109
2023-05-16,7.34065
2023-05-17,7.12087
2023-05-18,6.48351
2023-05-19,5.47252
2023-05-20,2.68131
2023-05-21,2.94505
2023-05-22,6.26373
2023-05-23,5.75824
2023-05-24,5.67032
2023-05-25,6.3956
2023-05-26,4.04395
2023-05-27,2.46153
2023-05-28,2.24175
2023-05-29,3.4945
2023-05-30,6.65934
2023-05-31,7.45054
2023-06-01,5.67032
2023-06-02,5.23076
2023-06-03,3.27472
2023-06-04,3.01098
2023-06-05,6.35164
2023-06-06,4.83516
2023-06-07,8.61538
2023-06-08,8.54945
2023-06-09,7.93406
2023-06-10,4.7912
2023-06-11,5.71428
2023-06-12,11.2967
2023-06-13,11.58241
2023-06-14,10.74725
2023-06-15,13.45054
2023-06-16,9.25274
2023-06-17,5.01098
2023-06-18,4.92307
2023-06-19,14.04395
2023-06-20,12.7912
2023-06-21,13.03296
2023-06-22,12.54945
2023-06-23,11.91208
2023-06-24,5.27472
2023-06-25,4.85714
2023-06-26,14.48351
2023-06-27,14.83516
2023-06-28,9.97802
2023-06-29,5.86813
2023-06-30,5.67032
2023-07-01,2.76923
2023-07-02,2.28571
2023-07-03,4.81318
2023-07-04,4.87912
2023-07-05,3.71428
2023-07-06,3.56043
2023-07-07,2.1978
2023-07-08,1.47252
2023-07-09,1.8901
2023-07-10,3.78021
2023-07-11,2.70329
2023-07-12,2.5934
2023-07-13,2.13186
2023-07-14,1.84615
2023-07-15,1.14285
2023-07-16,1.0989
2023-07-17,2.06593
2023-07-18,1.6923
2023-07-19,1.82417
2023-07-20,1.73626
2023-07-21,1.27472
2023-07-22,0.37362
2023-07-23,0.35164
2023-07-24,1.27472
2023-07-25,1.14285
2023-07-26,1.07692
2023-07-27,0.52747
2023-07-28,0.50549
2023-07-29,0.46153
2023-07-30,0.24175
2023-07-31,0.65934
2023-08-01,0.74725
2023-08-02,0.54945
2023-08-03,0.50549
2023-08-04,0.28571
2023-08-05,0.24175
2023-08-06,0.1978
2023-08-07,0.43956
2023-08-08,0.50549
2023-08-09,0.43956
2023-08-10,0.48351
2023-08-11,0.37362
2023-08-12,0.13186
2023-08-15,0.13186
2023-08-17,0.21978
2023-08-18,0.10989
2023-08-20,0.10989
2023-08-21,0.10989
2023-08-22,0.13186
2023-08-25,0.13186
2023-08-26,0.13186
2023-08-29,0.32967
2023-08-30,0.17582
2023-08-31,0.13186
2023-09-05,0.15384
2023-09-06,0.15384
2023-09-07,0.13186
2023-09-09,0.10989
2023-09-11,0.1978
2023-09-12,0.13186
2023-09-16,0.10989
2023-09-19,0.10989
2023-09-25,0.17582
2023-09-27,0.15384
2023-10-01,0.10989
2023-10-04,0.15384
2023-10-05,0.1978
2023-10-06,0.13186
2023-10-09,0.15384
2023-10-10,0.26373
2023-10-11,0.21978
2023-10-12,0.21978
2023-10-13,0.1978
2023-10-15,0.24175
2023-10-16,0.26373
2023-10-18,0.15384
2023-10-19,0.17582
2023-10-20,0.13186
2023-10-21,0.10989
2023-10-22,0.13186
2023-10-23,0.32967
2023-10-24,0.13186
2023-10-25,0.43956
2023-10-26,0.24175
2023-10-27,0.21978
2023-10-28,0.26373
2023-10-30,0.24175
2023-10-31,0.54945
2023-11-01,0.61538
2023-11-02,0.30769
2023-11-03,0.30769
2023-11-04,0.28571
2023-11-05,0.43956
2023-11-06,0.52747
2023-11-07,0.54945
2023-11-08,0.46153
2023-11-09,0.50549
2023-11-10,0.72527
2023-11-11,0.32967
2023-11-12,0.54945
2023-11-13,0.7912
2023-11-14,0.68131
2023-11-15,0.72527
2023-11-16,0.65934
2023-11-17,0.63736
2023-11-18,0.24175
2023-11-19,0.48351
2023-11-20,1.38461
2023-11-21,1.4945
2023-11-22,0.90109
2023-11-23,0.92307
2023-11-24,1.36263
2023-11-25,0.74725
2023-11-26,0.63736
2023-11-27,1.27472
2023-11-28,1.95604
2023-11-29,1.93406
2023-11-30,2.06593
2023-12-01,2.30769
2023-12-02,1.34065
2023-12-03,1.91208
2023-12-04,2.1978
2023-12-05,2.98901
2023-12-06,3.03296
2023-12-07,7.34065
2023-12-08,5.58241
2023-12-09,2.13186
2023-12-10,2.5934
2023-12-11,3.95604
2023-12-12,4.17582
2023-12-13,3.84615
2023-12-14,3.71428
2023-12-15,3.91208
2023-12-16,2.48351
2023-12-17,3.56043
2023-12-18,4.21978
2023-12-19,4.08791
2023-12-20,3.8901
2023-12-21,5.31868
2023-12-22,5.27472
2023-12-23,2.63736
2023-12-24,2.37362
2023-12-25,4.06593
2023-12-26,8.0
2023-12-27,7.86813
2023-12-28,6.54945
2023-12-29,6.52747
2023-12-30,3.78021
2023-12-31,4.08791
2024-01-01,5.73626
2024-01-02,7.86813
2024-01-03,6.65934
2024-01-04,6.98901
2024-01-05,5.84615
2024-01-06,4.06593
2024-01-07,4.28571
2024-01-08,7.80219
2024-01-09,7.58241
2024-01-10,9.56043
2024-01-11,7.75824
2024-01-12,8.48351
2024-01-13,5.34065
2024-01-14,6.61538
2024-01-15,31.12087
2024-01-16,35.01098
2024-01-17,32.76923
2024-01-18,38.48351
2024-01-19,33.91208
2024-01-20,19.36263
2024-01-21,21.80219
2024-01-22,57.18681
2024-01-23,62.17582
2024-01-24,58.26373
2024-01-25,65.58241
2024-01-26,46.5934
2024-01-27,27.62637
2024-01-28,29.31868
2024-01-29,55.53846
2024-01-30,55.25274
2024-01-31,62.83516
2024-02-01,54.17582
2024-02-02,44.61538
2024-02-03,23.84615
2024-02-04,29.25274
2024-02-05,65.60439
2024-02-06,52.57142
2024-02-07,51.05494
2024-02-08,57.0989
2024-02-09,20.92307
2024-02-10,19.51648
2024-02-11,19.51648
2024-02-12,26.7912
2024-02-13,62.68131
2024-02-14,57.36263
2024-02-15,56.08791
2024-02-16,44.54945
2024-02-17,19.93406
2024-02-18,19.8901
2024-02-19,46.3956
2024-02-20,53.31868
2024-02-21,45.16483
2024-02-22,37.40659
2024-02-23,50.08791
2024-02-24,20.43956
2024-02-25,20.83516
2024-02-26,45.2967
2024-02-27,56.1978
2024-02-28,49.93406
2024-02-29,57.67032
2024-03-01,28.70329
2024-03-02,22.50549
2024-03-03,25.20879
2024-03-04,54.74725
2024-03-05,79.42857
2024-03-06,60.37362
2024-03-07,53.56043
2024-03-08,76.3956
2024-03-09,29.62637
2024-03-10,37.47252
2024-03-11,87.23076
2024-03-12,70.63736
2024-03-13,64.41758
2024-03-14,66.50549
2024-03-15,92.02197
2024-03-16,37.42857
2024-03-17,36.48351
2024-03-18,78.26373
2024-03-19,93.01098
2024-03-20,94.37362
