date,ELS
2020-08-14,3.36238
2020-08-15,2.22094
2020-08-16,2.06167
2020-08-17,2.37136
2020-08-18,3.37565
2020-08-19,3.32699
2020-08-20,3.13232
2020-08-21,2.95093
2020-08-22,2.46869
2020-08-23,2.03955
2020-08-24,3.38008
2020-08-25,4.13219
2020-08-26,4.31801
2020-08-27,4.88873
2020-08-28,4.47285
2020-08-29,2.18112
2020-08-30,2.31385
2020-08-31,3.92868
2020-09-01,4.4994
2020-09-02,4.1897
2020-09-03,5.04357
2020-09-04,4.03043
2020-09-05,2.27845
2020-09-06,2.21209
2020-09-07,4.54806
2020-09-08,4.3534
2020-09-09,4.82236
2020-09-10,4.87545
2020-09-11,4.02601
2020-09-12,1.95991
2020-09-13,2.25633
2020-09-14,3.78268
2020-09-15,4.3711
2020-09-16,4.27819
2020-09-17,4.39322
2020-09-18,3.69419
2020-09-19,1.91125
2020-09-20,1.96876
2020-09-21,3.31814
2020-09-22,3.99946
2020-09-23,5.5789
2020-09-24,3.76056
2020-09-25,3.41547
2020-09-26,1.84046
2020-09-27,1.84046
2020-09-28,3.16772
2020-09-29,3.17656
2020-09-30,2.02185
2020-10-01,1.61482
2020-10-02,1.82276
2020-10-03,1.92009
2020-10-04,1.91567
2020-10-05,3.62341
2020-10-06,3.84019
2020-10-07,4.71176
2020-10-08,4.26934
2020-10-09,2.31827
2020-10-10,1.87585
2020-10-11,1.94222
2020-10-12,3.63668
2020-10-13,4.26934
2020-10-14,4.19855
2020-10-15,4.28261
2020-10-16,4.00831
2020-10-17,2.48639
2020-10-18,2.07052
2020-10-19,3.60571
2020-10-20,4.34013
2020-10-21,4.26492
2020-10-22,4.13661
2020-10-23,3.58801
2020-10-24,1.60598
2020-10-25,1.81834
2020-10-26,3.49953
2020-10-27,3.66323
2020-10-28,3.84462
2020-10-29,3.65438
2020-10-30,2.97305
2020-10-31,1.82719
2020-11-01,1.93779
2020-11-02,3.10578
2020-11-03,3.41105
2020-11-04,3.01287
2020-11-05,3.32256
2020-11-06,2.84917
2020-11-07,1.70773
2020-11-08,1.81391
2020-11-09,3.22081
2020-11-10,3.3845
2020-11-11,3.55704
2020-11-12,3.45971
2020-11-13,2.97748
2020-11-14,1.92009
2020-11-15,1.76525
2020-11-16,3.1279
2020-11-17,4.24279
2020-11-18,3.39777
2020-11-19,3.44202
2020-11-20,3.20753
2020-11-21,1.98646
2020-11-22,2.02627
2020-11-23,3.58359
2020-11-24,3.45529
2020-11-25,3.39335
2020-11-26,2.93323
2020-11-27,3.03057
2020-11-28,2.04397
2020-11-29,1.77852
2020-11-30,3.2562
2020-12-01,4.61
2020-12-02,4.14104
2020-12-03,3.52165
2020-12-04,3.26062
2020-12-05,2.55718
2020-12-06,2.23421
2020-12-07,3.59244
2020-12-08,3.91983
2020-12-09,3.86674
2020-12-10,4.3534
2020-12-11,3.57032
2020-12-12,2.22979
2020-12-13,1.75197
2020-12-14,6.35756
2020-12-15,3.95522
2020-12-16,3.67207
2020-12-17,3.64553
2020-12-18,3.47741
2020-12-19,2.10149
2020-12-20,2.13688
2020-12-21,3.23408
2020-12-22,3.16329
2020-12-23,3.28275
2020-12-24,3.15887
2020-12-25,2.17227
2020-12-26,2.07494
2020-12-27,2.35366
2020-12-28,3.67207
2020-12-29,3.61014
2020-12-30,3.79153
2020-12-31,3.24735
2021-01-01,2.38906
2021-01-02,2.99075
2021-01-03,2.68548
2021-01-04,4.41976
2021-01-05,4.56576
2021-01-06,4.72061
2021-01-07,4.80467
2021-01-08,5.05685
2021-01-09,3.52608
2021-01-10,3.44202
2021-01-11,5.20727
2021-01-12,5.03915
2021-01-13,5.55236
2021-01-14,5.25151
2021-01-15,4.69849
2021-01-16,2.91111
2021-01-17,3.16329
2021-01-18,3.85789
2021-01-19,4.63655
2021-01-20,5.49927
2021-01-21,4.94624
2021-01-22,4.86661
2021-01-23,2.91554
2021-01-24,2.88899
2021-01-25,4.65867
2021-01-26,4.44631
2021-01-27,4.87103
2021-01-28,4.18086
2021-01-29,3.8225
2021-01-30,2.46869
2021-01-31,2.56603
2021-02-01,3.93753
2021-02-02,4.85776
2021-02-03,5.09666
2021-02-04,4.61443
2021-02-05,4.79582
2021-02-06,3.12347
2021-02-07,3.34026
2021-02-08,4.52152
2021-02-09,4.19855
2021-02-10,4.71618
2021-02-11,2.76069
2021-02-12,2.94208
2021-02-13,2.66778
2021-02-14,2.48639
2021-02-15,4.43746
2021-02-16,4.70733
2021-02-17,6.09653
2021-02-18,4.79139
2021-02-19,3.94637
2021-02-20,2.78281
2021-02-21,2.42003
2021-02-22,4.04813
2021-02-23,3.88001
2021-02-24,4.03043
2021-02-25,4.38879
2021-02-26,4.13219
2021-02-27,2.26961
2021-02-28,2.61027
2021-03-01,3.69419
2021-03-02,4.54364
2021-03-03,5.10109
2021-03-04,4.34013
2021-03-05,3.7871
2021-03-06,2.8359
2021-03-07,2.72972
2021-03-08,4.11449
2021-03-09,4.88873
2021-03-10,4.40207
2021-03-11,4.36225
2021-03-12,4.43746
2021-03-13,2.82705
2021-03-14,2.75627
2021-03-15,5.07012
2021-03-16,4.60558
2021-03-17,4.09237
2021-03-18,4.7737
2021-03-19,3.92868
2021-03-20,2.4333
2021-03-21,2.44657
2021-03-22,4.57461
2021-03-23,4.71176
2021-03-24,4.05255
2021-03-25,4.28704
2021-03-26,4.12334
2021-03-27,2.86687
2021-03-28,2.65009
2021-03-29,4.13219
2021-03-30,4.27819
2021-03-31,4.08352
2021-04-01,3.95965
2021-04-02,3.88444
2021-04-03,2.38463
2021-04-04,2.18997
2021-04-05,3.84019
2021-04-06,4.24279
2021-04-07,4.14546
2021-04-08,5.4506
2021-04-09,4.41534
2021-04-10,2.21651
2021-04-11,2.07052
2021-04-12,4.06583
2021-04-13,4.30031
2021-04-14,4.2251
2021-04-15,4.11449
2021-04-16,3.62783
2021-04-17,2.48197
2021-04-18,2.53063
2021-04-19,4.43303
2021-04-20,4.52594
2021-04-21,4.04371
2021-04-22,4.01716
2021-04-23,3.52165
2021-04-24,1.99088
2021-04-25,2.11033
2021-04-26,3.33141
2021-04-27,3.83577
2021-04-28,3.31814
2021-04-29,3.61898
2021-04-30,2.82263
2021-05-01,1.84931
2021-05-02,1.74755
2021-05-03,2.5793
2021-05-04,2.40233
2021-05-05,1.68119
2021-05-06,2.77396
2021-05-07,2.70318
2021-05-08,1.57501
2021-05-09,1.42901
2021-05-10,2.95535
2021-05-11,2.82705
2021-05-12,2.53506
2021-05-13,2.27403
2021-05-14,2.07936
2021-05-15,1.19895
2021-05-16,1.30513
2021-05-17,2.4156
2021-05-18,2.39348
2021-05-19,1.39804
2021-05-20,2.33154
2021-05-21,2.49966
2021-05-22,1.81391
2021-05-23,1.5927
2021-05-24,3.04384
2021-05-25,3.10578
2021-05-26,3.35796
2021-05-27,3.85789
2021-05-28,3.37123
2021-05-29,1.69888
2021-05-30,1.74313
2021-05-31,3.01287
2021-06-01,3.03941
2021-06-02,3.06154
2021-06-03,3.26062
2021-06-04,3.64995
2021-06-05,1.73428
2021-06-06,1.69004
2021-06-07,3.11463
2021-06-08,2.73415
2021-06-09,2.71645
2021-06-10,3.40662
2021-06-11,2.8713
2021-06-12,1.72101
2021-06-13,1.42016
2021-06-14,3.06596
2021-06-15,3.32256
2021-06-16,2.65893
2021-06-17,2.54833
2021-06-18,2.21209
2021-06-19,1.23877
2021-06-20,1.29628
2021-06-21,2.44215
2021-06-22,2.36251
2021-06-23,2.75627
2021-06-24,3.05711
2021-06-25,2.43772
2021-06-26,1.50422
2021-06-27,1.73428
2021-06-28,2.63681
2021-06-29,2.69433
2021-06-30,2.57045
2021-07-01,3.48626
2021-07-02,2.63681
2021-07-03,1.31398
2021-07-04,1.65464
2021-07-05,2.87572
2021-07-06,2.65009
2021-07-07,2.7253
2021-07-08,3.28275
2021-07-09,2.19882
2021-07-10,1.26974
2021-07-11,1.37149
2021-07-12,1.95106
2021-07-13,2.76954
2021-07-14,2.39791
2021-07-15,2.48639
2021-07-16,2.25191
2021-07-17,1.38477
2021-07-18,1.27416
2021-07-19,4.27376
2021-07-20,2.68548
2021-07-21,2.29615
2021-07-22,2.09264
2021-07-23,2.23421
2021-07-24,1.30956
2021-07-25,1.21665
2021-07-26,2.97748
2021-07-27,2.80493
2021-07-28,2.39791
2021-07-29,2.33597
2021-07-30,2.40233
2021-07-31,1.27859
2021-08-01,1.19453
2021-08-02,2.03512
2021-08-03,2.11918
2021-08-04,2.8182
2021-08-05,3.29602
2021-08-06,2.79608
2021-08-07,1.69004
2021-08-08,1.39362
2021-08-09,2.4156
2021-08-10,2.89784
2021-08-11,2.53506
2021-08-12,2.34924
2021-08-13,2.10149
2021-08-14,1.50422
2021-08-15,1.12816
2021-08-16,1.81834
2021-08-17,2.84033
2021-08-18,2.65009
2021-08-19,3.2385
2021-08-20,2.56603
2021-08-21,1.64579
2021-08-22,1.40689
2021-08-23,2.88899
2021-08-24,2.97305
2021-08-25,2.89784
2021-08-26,3.06596
2021-08-27,2.84917
2021-08-28,1.50422
2021-08-29,1.52634
2021-08-30,2.9642
2021-08-31,2.74742
2021-09-01,2.40233
2021-09-02,2.88457
2021-09-03,2.80051
2021-09-04,1.63252
2021-09-05,1.75197
2021-09-06,3.22523
2021-09-07,2.77396
2021-09-08,2.60142
2021-09-09,2.39348
2021-09-10,2.34482
2021-09-11,1.4821
2021-09-12,1.63252
2021-09-13,2.42445
2021-09-14,2.64566
2021-09-15,2.65893
2021-09-16,2.69433
2021-09-17,9.38371
2021-09-18,1.71216
2021-09-19,1.53961
2021-09-20,1.85816
2021-09-21,1.92452
2021-09-22,2.36694
2021-09-23,5.38424
2021-09-24,4.02159
2021-09-25,1.86258
2021-09-26,1.59713
2021-09-27,3.47741
2021-09-28,3.11905
2021-09-29,2.88457
2021-09-30,3.15002
2021-10-01,2.50851
2021-10-02,1.45998
2021-10-03,1.34053
2021-10-04,1.52192
2021-10-05,2.74742
2021-10-06,2.82263
2021-10-07,2.97748
2021-10-08,3.10578
2021-10-09,1.45998
2021-10-10,1.41574
2021-10-11,1.63252
2021-10-12,2.69433
2021-10-13,2.4156
2021-10-14,2.98632
2021-10-15,3.31371
2021-10-16,1.84488
2021-10-17,1.81834
2021-10-18,3.11905
2021-10-19,2.94651
2021-10-20,2.72972
2021-10-21,2.54391
2021-10-22,4.14104
2021-10-23,1.95106
2021-10-24,2.05282
2021-10-25,3.13232
2021-10-26,3.19869
2021-10-27,2.86687
2021-10-28,2.66336
2021-10-29,4.464
2021-10-30,1.39362
2021-10-31,1.35822
2021-11-01,2.42888
2021-11-02,2.77396
2021-11-03,2.48639
2021-11-04,2.65451
2021-11-05,2.36251
2021-11-06,1.42458
2021-11-07,1.36707
2021-11-08,2.84917
2021-11-09,2.74742
2021-11-10,2.48639
2021-11-11,2.26961
2021-11-12,2.42888
2021-11-13,1.65907
2021-11-14,1.96876
2021-11-15,2.57487
2021-11-16,2.44657
2021-11-17,2.18555
2021-11-18,2.35366
2021-11-19,2.45542
2021-11-20,1.37592
2021-11-21,1.62367
2021-11-22,3.26505
2021-11-23,2.72087
2021-11-24,2.451
2021-11-25,2.38463
2021-11-26,2.12803
2021-11-27,1.66349
2021-11-28,1.99088
2021-11-29,2.60142
2021-11-30,3.03941
2021-12-01,2.27403
2021-12-02,2.34924
2021-12-03,2.20324
2021-12-04,1.93337
2021-12-05,1.51749
2021-12-06,3.01729
2021-12-07,3.31814
2021-12-08,2.84917
2021-12-09,3.08366
2021-12-10,2.46869
2021-12-11,1.84931
2021-12-12,2.18112
2021-12-13,2.59257
2021-12-14,2.53063
2021-12-15,2.91111
2021-12-16,2.61027
2021-12-17,2.31385
2021-12-18,1.42901
2021-12-19,1.55731
2021-12-20,2.34039
2021-12-21,2.50409
2021-12-22,2.66778
2021-12-23,2.18112
2021-12-24,2.56603
2021-12-25,1.49095
2021-12-26,1.42458
2021-12-27,2.42003
2021-12-28,2.76511
2021-12-29,2.54833
2021-12-30,2.23864
2021-12-31,2.4333
2022-01-01,1.54846
2022-01-02,1.50864
2022-01-03,2.75184
2022-01-04,3.46856
2022-01-05,3.21638
2022-01-06,3.05711
2022-01-07,2.61469
2022-01-08,1.78294
2022-01-09,1.84488
2022-01-10,2.95535
2022-01-11,3.47299
2022-01-12,3.49511
2022-01-13,3.24293
2022-01-14,3.28275
2022-01-15,2.12361
2022-01-16,2.77839
2022-01-17,3.8225
2022-01-18,4.28261
2022-01-19,3.72074
2022-01-20,3.97292
2022-01-21,6.39738
2022-01-22,2.99517
2022-01-23,2.56603
2022-01-24,5.63199
2022-01-25,4.76485
2022-01-26,4.32243
2022-01-27,5.66296
2022-01-28,5.57448
2022-01-29,2.57045
2022-01-30,2.4333
2022-01-31,1.97318
2022-02-01,2.34039
2022-02-02,2.74299
2022-02-03,6.25138
2022-02-04,5.37096
2022-02-05,3.08808
2022-02-06,2.73415
2022-02-07,4.71618
2022-02-08,4.83121
2022-02-09,5.44175
2022-02-10,5.19842
2022-02-11,4.89757
2022-02-12,2.37579
2022-02-13,2.04397
2022-02-14,3.92425
2022-02-15,4.95509
2022-02-16,4.59231
2022-02-17,5.01703
2022-02-18,4.63212
2022-02-19,2.38021
2022-02-20,2.09706
2022-02-21,4.35782
2022-02-22,4.60115
2022-02-23,4.16758
2022-02-24,4.77812
2022-02-25,3.89328
2022-02-26,2.46869
2022-02-27,2.61027
2022-02-28,3.55262
2022-03-01,2.79166
2022-03-02,4.71176
2022-03-03,5.18957
2022-03-04,5.01703
2022-03-05,2.7076
2022-03-06,2.51736
2022-03-07,4.50825
2022-03-08,4.15873
2022-03-09,2.49966
2022-03-10,3.19869
2022-03-11,4.52152
2022-03-12,2.76069
2022-03-13,2.49524
2022-03-14,7.09197
2022-03-15,10.56939
2022-03-16,7.20258
2022-03-17,5.1763
2022-03-18,4.17201
2022-03-19,2.46869
2022-03-20,2.07052
2022-03-21,3.64995
2022-03-22,3.84462
2022-03-23,4.28261
2022-03-24,4.20298
2022-03-25,3.7871
2022-03-26,2.25191
2022-03-27,1.89797
2022-03-28,3.3668
2022-03-29,3.74729
2022-03-30,3.78268
2022-03-31,3.49953
2022-04-01,3.62783
2022-04-02,1.95106
2022-04-03,4.81794
2022-04-04,7.16276
2022-04-05,4.18086
2022-04-06,3.87116
2022-04-07,4.26049
2022-04-08,4.61443
2022-04-09,2.38021
2022-04-10,1.98203
2022-04-11,3.28275
2022-04-12,3.61898
2022-04-13,3.43759
2022-04-14,3.86674
2022-04-15,3.39777
2022-04-16,1.8847
2022-04-17,1.57058
2022-04-18,3.48626
2022-04-19,3.59686
2022-04-20,3.58801
2022-04-21,4.50382
2022-04-22,3.8225
2022-04-23,2.21209
2022-04-24,1.81391
2022-04-25,3.48626
2022-04-26,3.64553
2022-04-27,3.55262
2022-04-28,3.47299
2022-04-29,2.95535
2022-04-30,2.08379
2022-05-01,1.7564
2022-05-02,2.68548
2022-05-03,3.24735
2022-05-04,2.7076
2022-05-05,1.84488
2022-05-06,2.75184
2022-05-07,3.24293
2022-05-08,2.01743
2022-05-09,3.70304
2022-05-10,3.97292
2022-05-11,4.58346
2022-05-12,4.52594
2022-05-13,3.22523
2022-05-14,1.80949
2022-05-15,1.72543
2022-05-16,2.99075
2022-05-17,3.2562
2022-05-18,2.82263
2022-05-19,3.13675
2022-05-20,2.88899
2022-05-21,1.69004
2022-05-22,1.69888
2022-05-23,3.08808
2022-05-24,3.32699
2022-05-25,3.70304
2022-05-26,3.55704
2022-05-27,3.00402
2022-05-28,1.4998
2022-05-29,1.38034
2022-05-30,3.10578
2022-05-31,2.8359
2022-06-01,1.68561
2022-06-02,2.86245
2022-06-03,3.22965
2022-06-04,1.78737
2022-06-05,1.6281
2022-06-06,1.87143
2022-06-07,2.72087
2022-06-08,2.7076
2022-06-09,2.88014
2022-06-10,2.86687
2022-06-11,2.76511
2022-06-12,2.09264
2022-06-13,3.5128
2022-06-14,4.45516
2022-06-15,4.02159
2022-06-16,3.07481
2022-06-17,3.50395
2022-06-18,1.81391
2022-06-19,1.867
2022-06-20,4.12334
2022-06-21,3.08366
2022-06-22,3.44644
2022-06-23,3.3668
2022-06-24,2.71645
2022-06-25,1.38919
2022-06-26,1.67676
2022-06-27,3.56589
2022-06-28,2.89342
2022-06-29,2.61912
2022-06-30,2.60142
2022-07-01,2.45985
2022-07-02,1.97318
2022-07-03,2.0484
2022-07-04,3.08366
2022-07-05,2.70318
2022-07-06,2.80051
2022-07-07,2.50409
2022-07-08,2.41118
2022-07-09,1.49095
2022-07-10,1.25647
2022-07-11,2.4156
2022-07-12,2.50851
2022-07-13,2.74299
2022-07-14,2.61469
2022-07-15,2.44657
2022-07-16,1.44671
2022-07-17,1.2078
2022-07-18,2.42445
2022-07-19,2.94651
2022-07-20,2.64124
2022-07-21,2.62796
2022-07-22,2.77839
2022-07-23,1.57501
2022-07-24,1.46883
2022-07-25,2.48197
2022-07-26,2.55718
2022-07-27,2.73415
2022-07-28,2.71202
2022-07-29,2.44657
2022-07-30,1.30513
2022-07-31,1.26974
2022-08-01,2.56603
2022-08-02,2.72087
2022-08-03,2.24306
2022-08-04,2.27403
2022-08-05,2.597
2022-08-06,1.52192
2022-08-07,1.36707
2022-08-08,2.49081
2022-08-09,2.10149
2022-08-10,2.48197
2022-08-11,2.46869
2022-08-12,2.20767
2022-08-13,1.7387
2022-08-14,1.08835
2022-08-15,1.50422
2022-08-16,2.39348
2022-08-17,2.86245
2022-08-18,2.5793
2022-08-19,2.30057
2022-08-20,1.39804
2022-08-21,1.55731
2022-08-22,3.34468
2022-08-23,2.88457
2022-08-24,3.34026
2022-08-25,2.97748
2022-08-26,2.76511
2022-08-27,1.43786
2022-08-28,1.34495
2022-08-29,2.47312
2022-08-30,2.71202
2022-08-31,2.67221
2022-09-01,2.45542
2022-09-02,2.61912
2022-09-03,2.0484
2022-09-04,1.61482
2022-09-05,2.47312
2022-09-06,2.60584
2022-09-07,2.96863
2022-09-08,2.66778
2022-09-09,1.38034
2022-09-10,1.24762
2022-09-11,1.40689
2022-09-12,1.62367
2022-09-13,3.26505
2022-09-14,3.28275
2022-09-15,3.26062
2022-09-16,2.71645
2022-09-17,1.80064
2022-09-18,1.41131
2022-09-19,2.73857
2022-09-20,3.05711
2022-09-21,2.97748
2022-09-22,3.4199
2022-09-23,3.31371
2022-09-24,1.85373
2022-09-25,1.56173
2022-09-26,3.38893
2022-09-27,3.48626
2022-09-28,4.58788
2022-09-29,4.16758
2022-09-30,3.73844
2022-10-01,1.867
2022-10-02,1.56616
2022-10-03,1.85816
2022-10-04,3.40662
2022-10-05,3.00402
2022-10-06,3.18541
2022-10-07,2.72087
2022-10-08,1.69446
2022-10-09,1.37592
2022-10-10,2.01743
2022-10-11,3.49953
2022-10-12,4.22952
2022-10-13,5.09666
2022-10-14,3.81807
2022-10-15,2.08821
2022-10-16,2.07936
2022-10-17,3.22081
2022-10-18,3.47741
2022-10-19,3.41547
2022-10-20,3.61014
2022-10-21,3.28275
2022-10-22,1.51749
2022-10-23,1.67676
2022-10-24,7.11409
2022-10-25,8.16263
2022-10-26,5.18957
2022-10-27,3.43759
2022-10-28,3.95965
2022-10-29,2.18997
2022-10-30,1.57501
2022-10-31,3.69862
2022-11-01,3.81365
2022-11-02,2.9642
2022-11-03,3.37565
2022-11-04,2.8182
2022-11-05,1.63252
2022-11-06,1.98646
2022-11-07,3.18541
2022-11-08,3.03499
2022-11-09,2.61912
2022-11-10,2.56603
2022-11-11,2.34039
2022-11-12,1.52634
2022-11-13,1.34937
2022-11-14,2.82705
2022-11-15,2.86687
2022-11-16,2.34039
2022-11-17,2.42445
2022-11-18,2.013
2022-11-19,1.59713
2022-11-20,1.85373
2022-11-21,2.24748
2022-11-22,2.7253
2022-11-23,3.02614
2022-11-24,2.5616
2022-11-25,2.39791
2022-11-26,1.66792
2022-11-27,1.37592
2022-11-28,2.57045
2022-11-29,2.46869
2022-11-30,2.49081
2022-12-01,2.5616
2022-12-02,2.20324
2022-12-03,1.20338
2022-12-04,1.867
2022-12-05,2.1767
2022-12-06,2.39791
2022-12-07,2.60584
2022-12-08,3.30487
2022-12-09,2.42003
2022-12-10,1.52634
2022-12-11,1.41131
2022-12-12,2.29173
2022-12-13,2.26518
2022-12-14,2.76954
2022-12-15,2.53063
2022-12-16,2.39348
2022-12-17,1.36707
2022-12-18,1.38477
2022-12-19,2.21209
2022-12-20,2.3227
2022-12-21,2.21651
2022-12-22,1.96434
2022-12-23,2.48639
2022-12-24,1.32283
2022-12-25,1.04853
2022-12-26,2.2873
2022-12-27,2.44215
2022-12-28,2.76511
2022-12-29,2.35366
2022-12-30,2.51736
2022-12-31,1.50422
2023-01-01,1.18568
2023-01-02,2.09264
2023-01-03,2.35809
2023-01-04,2.89784
2023-01-05,2.97748
2023-01-06,2.45985
2023-01-07,1.76525
2023-01-08,2.159
2023-01-09,3.17214
2023-01-10,2.74299
2023-01-11,2.73415
2023-01-12,2.68548
2023-01-13,2.72972
2023-01-14,2.10591
2023-01-15,1.61925
2023-01-16,2.44657
2023-01-17,2.54391
2023-01-18,2.47754
2023-01-19,2.597
2023-01-20,2.20324
2023-01-21,1.44228
2023-01-22,1.47325
2023-01-23,1.65907
2023-01-24,1.55731
2023-01-25,2.55718
2023-01-26,2.8359
2023-01-27,2.83148
2023-01-28,1.7387
2023-01-29,1.78294
2023-01-30,2.96863
2023-01-31,2.93323
2023-02-01,2.6899
2023-02-02,2.68548
2023-02-03,2.70318
2023-02-04,1.42901
2023-02-05,1.95991
2023-02-06,2.71645
2023-02-07,2.74742
2023-02-08,2.79166
2023-02-09,2.97748
2023-02-10,2.66778
2023-02-11,1.68119
2023-02-12,1.64137
2023-02-13,2.56603
2023-02-14,2.46869
2023-02-15,2.42003
2023-02-16,2.63681
2023-02-17,2.24306
2023-02-18,1.27416
2023-02-19,1.3361
2023-02-20,2.159
2023-02-21,2.54833
2023-02-22,3.10135
2023-02-23,2.41118
2023-02-24,2.34039
2023-02-25,1.37592
2023-02-26,1.39804
2023-02-27,2.33597
2023-02-28,2.34924
2023-03-01,1.91125
2023-03-02,3.05269
2023-03-03,2.81378
2023-03-04,1.95991
2023-03-05,1.57058
2023-03-06,2.75184
2023-03-07,2.70318
2023-03-08,2.49081
2023-03-09,2.77839
2023-03-10,2.38021
2023-03-11,1.37592
2023-03-12,1.3184
2023-03-13,2.43772
2023-03-14,2.89342
2023-03-15,2.5616
2023-03-16,2.44657
2023-03-17,2.30057
2023-03-18,1.25204
2023-03-19,1.23434
2023-03-20,2.38463
2023-03-21,2.33154
2023-03-22,2.72087
2023-03-23,2.75627
2023-03-24,2.40676
2023-03-25,1.46883
2023-03-26,1.33168
2023-03-27,2.51736
2023-03-28,2.28288
2023-03-29,2.27403
2023-03-30,2.54833
2023-03-31,2.34924
2023-04-01,1.32725
2023-04-02,1.44671
2023-04-03,2.37579
2023-04-04,2.45985
2023-04-05,2.72972
2023-04-06,2.76954
2023-04-07,2.67663
2023-04-08,1.57943
2023-04-09,1.43343
2023-04-10,2.68106
2023-04-11,2.8182
2023-04-12,2.63681
2023-04-13,2.76954
2023-04-14,2.69875
2023-04-15,1.93779
2023-04-16,1.58828
2023-04-17,3.06596
2023-04-18,2.73857
2023-04-19,2.83148
2023-04-20,2.61027
2023-04-21,2.6899
2023-04-22,1.45998
2023-04-23,1.56173
2023-04-24,2.65009
2023-04-25,2.99517
2023-04-26,2.66778
2023-04-27,2.37579
2023-04-28,2.26076
2023-04-29,1.3361
2023-04-30,1.34495
2023-05-01,1.68119
2023-05-02,2.56603
2023-05-03,2.94651
2023-05-04,2.5616
2023-05-05,1.46883
2023-05-06,1.19895
2023-05-07,1.2255
2023-05-08,2.20767
2023-05-09,2.57045
2023-05-10,2.51294
2023-05-11,2.44215
2023-05-12,2.30942
2023-05-13,1.13259
2023-05-14,1.23434
2023-05-15,2.09264
2023-05-16,2.07494
2023-05-17,2.29173
2023-05-18,2.06609
2023-05-19,2.08821
2023-05-20,1.26531
2023-05-21,1.37592
2023-05-22,2.51736
2023-05-23,2.75627
2023-05-24,2.34482
2023-05-25,2.1767
2023-05-26,2.24306
2023-05-27,1.37149
2023-05-28,1.21222
2023-05-29,1.82276
