date,주담대금리
2020-06-13,4.4649
2020-06-14,5.28144
2020-06-15,11.27519
2020-06-16,10.11118
2020-06-17,14.40236
2020-06-18,11.76164
2020-06-19,9.38151
2020-06-20,4.81236
2020-06-21,5.48992
2020-06-22,9.50312
2020-06-23,8.94718
2020-06-24,8.0264
2020-06-25,7.00138
2020-06-26,5.52466
2020-06-27,4.55177
2020-06-28,5.71577
2020-06-29,9.36414
2020-06-30,8.04378
2020-07-01,7.67894
2020-07-02,7.24461
2020-07-03,6.49756
2020-07-04,3.92633
2020-07-05,4.63863
2020-07-06,6.54968
2020-07-07,6.96664
2020-07-08,6.87977
2020-07-09,7.14037
2020-07-10,6.3412
2020-07-11,4.36066
2020-07-12,4.95135
2020-07-13,6.84503
2020-07-14,5.28144
2020-07-15,12.24808
2020-07-16,19.12786
2020-07-17,10.4239
2020-07-18,5.66365
2020-07-19,4.93398
2020-07-20,8.59972
2020-07-21,7.90479
2020-07-22,6.91452
2020-07-23,6.04586
2020-07-24,5.29881
2020-07-25,3.90896
2020-07-26,3.92633
2020-07-27,6.4107
2020-07-28,5.87213
2020-07-29,6.42807
2020-07-30,6.49756
2020-07-31,7.43571
2020-08-01,4.25642
2020-08-02,4.06532
2020-08-03,6.46282
2020-08-04,7.20986
2020-08-05,10.82348
2020-08-06,5.99374
2020-08-07,5.75052
2020-08-08,4.53439
2020-08-09,3.76997
2020-08-10,6.13273
2020-08-11,5.94162
2020-08-12,6.20222
2020-08-13,6.04586
2020-08-14,5.29881
2020-08-15,3.82209
2020-08-16,3.24878
2020-08-17,7.14037
2020-08-18,11.46629
2020-08-19,11.04933
2020-08-20,8.56497
2020-08-21,6.09798
2020-08-22,3.82209
2020-08-23,3.7526
2020-08-24,7.0535
2020-08-25,9.34676
2020-08-26,8.61709
2020-08-27,8.94718
2020-08-28,7.123
2020-08-29,3.99583
2020-08-30,3.5615
2020-08-31,5.92425
2020-09-01,6.28908
2020-09-02,7.22724
2020-09-03,6.09798
2020-09-04,5.19457
2020-09-05,4.23905
2020-09-06,3.78735
2020-09-07,6.18485
2020-09-08,7.15774
2020-09-09,6.16747
2020-09-10,6.51494
2020-09-11,6.16747
2020-09-12,3.97845
2020-09-13,4.32592
2020-09-14,7.33148
2020-09-15,10.26754
2020-09-16,11.48366
2020-09-17,9.12091
2020-09-18,7.5747
2020-09-19,5.09034
2020-09-20,4.29117
2020-09-21,5.76789
2020-09-22,5.82001
2020-09-23,6.70604
2020-09-24,5.19457
2020-09-25,5.35093
2020-09-26,3.89159
2020-09-27,3.70048
2020-09-28,5.57678
2020-09-29,4.88186
2020-09-30,2.25851
2020-10-01,2.43224
2020-10-02,3.0403
2020-10-03,2.65809
2020-10-04,4.67338
2020-10-05,6.98401
2020-10-06,6.21959
2020-10-07,5.35093
2020-10-08,5.45517
2020-10-09,3.33564
2020-10-10,3.19666
2020-10-11,3.68311
2020-10-12,5.80264
2020-10-13,5.8895
2020-10-14,6.3412
2020-10-15,7.5747
2020-10-16,8.84294
2020-10-17,4.82974
2020-10-18,4.04794
2020-10-19,6.74079
2020-10-20,6.30646
2020-10-21,5.87213
2020-10-22,5.78526
2020-10-23,4.93398
2020-10-24,2.98818
2020-10-25,3.24878
2020-10-26,6.46282
2020-10-27,5.95899
2020-10-28,6.02849
2020-10-29,5.22932
2020-10-30,4.74287
2020-10-31,2.81445
2020-11-01,2.88394
2020-11-02,6.21959
2020-11-03,5.00347
2020-11-04,4.82974
2020-11-05,5.00347
2020-11-06,4.89923
2020-11-07,2.65809
2020-11-08,3.73523
2020-11-09,5.50729
2020-11-10,6.21959
2020-11-11,6.30646
2020-11-12,6.21959
2020-11-13,6.18485
2020-11-14,4.03057
2020-11-15,4.58651
2020-11-16,9.03405
2020-11-17,8.30437
2020-11-18,6.98401
2020-11-19,7.64419
2020-11-20,5.80264
2020-11-21,4.55177
2020-11-22,5.52466
2020-11-23,6.98401
2020-11-24,6.16747
2020-11-25,6.58443
2020-11-26,6.18485
2020-11-27,5.64628
2020-11-28,4.0132
2020-11-29,5.66365
2020-11-30,7.47046
2020-12-01,6.48019
2020-12-02,6.39332
2020-12-03,6.01111
2020-12-04,5.6289
2020-12-05,4.18693
2020-12-06,3.85684
2020-12-07,6.16747
2020-12-08,4.93398
2020-12-09,5.6289
2020-12-10,5.52466
2020-12-11,4.58651
2020-12-12,3.7526
2020-12-13,4.18693
2020-12-14,5.35093
2020-12-15,10.92772
2020-12-16,25.72967
2020-12-17,14.02015
2020-12-18,10.05906
2020-12-19,7.14037
2020-12-20,5.68102
2020-12-21,7.99166
2020-12-22,6.6018
2020-12-23,6.01111
2020-12-24,4.69075
2020-12-25,3.7526
2020-12-26,4.2043
2020-12-27,4.58651
2020-12-28,5.54204
2020-12-29,5.6984
2020-12-30,6.51494
2020-12-31,4.62126
2021-01-01,4.08269
2021-01-02,4.63863
2021-01-03,4.70813
2021-01-04,7.38359
2021-01-05,7.80055
2021-01-06,6.11535
2021-01-07,6.16747
2021-01-08,5.85476
2021-01-09,4.39541
2021-01-10,4.77762
2021-01-11,7.22724
2021-01-12,5.85476
2021-01-13,5.83738
2021-01-14,6.18485
2021-01-15,7.15774
2021-01-16,4.88186
2021-01-17,4.39541
2021-01-18,6.42807
2021-01-19,7.38359
2021-01-20,6.32383
2021-01-21,5.75052
2021-01-22,5.59416
2021-01-23,3.47463
2021-01-24,3.54412
2021-01-25,5.50729
2021-01-26,4.9166
2021-01-27,4.70813
2021-01-28,4.74287
2021-01-29,5.52466
2021-01-30,3.85684
2021-01-31,4.39541
2021-02-01,5.15983
2021-02-02,5.09034
2021-02-03,4.34329
2021-02-04,3.61362
2021-02-05,4.22168
2021-02-06,3.43988
2021-02-07,3.31827
2021-02-08,5.31619
2021-02-09,4.51702
2021-02-10,3.63099
2021-02-11,2.7797
2021-02-12,2.15427
2021-02-13,2.34537
2021-02-14,3.68311
2021-02-15,7.93954
2021-02-16,6.54968
2021-02-17,4.63863
2021-02-18,5.05559
2021-02-19,4.69075
2021-02-20,2.65809
2021-02-21,3.35302
2021-02-22,5.36831
2021-02-23,4.93398
2021-02-24,4.25642
2021-02-25,4.48227
2021-02-26,5.03822
2021-02-27,3.40514
2021-02-28,4.15218
2021-03-01,4.74287
2021-03-02,5.48992
2021-03-03,5.03822
2021-03-04,4.82974
2021-03-05,4.08269
2021-03-06,3.07505
2021-03-07,4.53439
2021-03-08,11.77901
2021-03-09,12.92564
2021-03-10,9.2599
2021-03-11,7.62682
2021-03-12,6.11535
2021-03-13,4.55177
2021-03-14,6.25434
2021-03-15,9.451
2021-03-16,9.03405
2021-03-17,7.03613
2021-03-18,6.68867
2021-03-19,5.29881
2021-03-20,4.2738
2021-03-21,4.95135
2021-03-22,7.07088
2021-03-23,7.33148
2021-03-24,6.02849
2021-03-25,5.22932
2021-03-26,4.79499
2021-03-27,3.12717
2021-03-28,6.94927
2021-03-29,7.123
2021-03-30,6.68867
2021-03-31,5.83738
2021-04-01,5.14246
2021-04-02,6.28908
2021-04-03,3.14454
2021-04-04,3.99583
2021-04-05,4.29117
2021-04-06,6.27171
2021-04-07,4.76025
2021-04-08,4.36066
2021-04-09,4.43015
2021-04-10,2.8492
2021-04-11,3.23141
2021-04-12,5.57678
2021-04-13,5.05559
2021-04-14,4.39541
2021-04-15,4.93398
2021-04-16,5.00347
2021-04-17,3.73523
2021-04-18,3.492
2021-04-19,4.93398
2021-04-20,3.40514
2021-04-21,4.44753
2021-04-22,3.80472
2021-04-23,3.35302
2021-04-24,2.5886
2021-04-25,3.12717
2021-04-26,4.32592
2021-04-27,4.08269
2021-04-28,3.35302
2021-04-29,4.62126
2021-04-30,6.74079
2021-05-01,2.8492
2021-05-02,3.16191
2021-05-03,4.2043
2021-05-04,3.87421
2021-05-05,2.86657
2021-05-06,3.80472
2021-05-07,3.52675
2021-05-08,2.36275
2021-05-09,5.82001
2021-05-10,9.81584
2021-05-11,6.35858
2021-05-12,5.35093
2021-05-13,4.81236
2021-05-14,4.29117
2021-05-15,3.07505
2021-05-16,2.93606
2021-05-17,5.78526
2021-05-18,4.82974
2021-05-19,3.45726
2021-05-20,4.79499
2021-05-21,4.0132
2021-05-22,2.65809
2021-05-23,2.67546
2021-05-24,4.62126
2021-05-25,4.23905
2021-05-26,4.55177
2021-05-27,5.31619
2021-05-28,4.74287
2021-05-29,2.72758
2021-05-30,3.16191
2021-05-31,5.71577
2021-06-01,5.10771
2021-06-02,4.67338
2021-06-03,3.89159
2021-06-04,3.45726
2021-06-05,2.51911
2021-06-06,2.91869
2021-06-07,4.30854
2021-06-08,3.80472
2021-06-09,4.22168
2021-06-10,3.28353
2021-06-11,3.24878
2021-06-12,2.25851
2021-06-13,3.12717
2021-06-14,4.15218
2021-06-15,4.82974
2021-06-16,4.11744
2021-06-17,3.85684
2021-06-18,2.72758
2021-06-19,2.64072
2021-06-20,4.08269
2021-06-21,5.02084
2021-06-22,4.65601
2021-06-23,4.23905
2021-06-24,4.30854
2021-06-25,3.59624
2021-06-26,2.88394
2021-06-27,2.43224
2021-06-28,4.15218
2021-06-29,4.0132
2021-06-30,3.80472
2021-07-01,3.66574
2021-07-02,2.76233
2021-07-03,2.71021
2021-07-04,3.35302
2021-07-05,4.69075
2021-07-06,3.92633
2021-07-07,4.49965
2021-07-08,3.47463
2021-07-09,2.90132
2021-07-10,1.94579
2021-07-11,2.53648
2021-07-12,3.57887
2021-07-13,4.23905
2021-07-14,5.10771
2021-07-15,6.30646
2021-07-16,4.65601
2021-07-17,3.52675
2021-07-18,3.73523
2021-07-19,4.60389
2021-07-20,4.63863
2021-07-21,4.2043
2021-07-22,3.57887
2021-07-23,3.80472
2021-07-24,2.20639
2021-07-25,2.41487
2021-07-26,3.43988
2021-07-27,4.63863
2021-07-28,3.90896
2021-07-29,4.7255
2021-07-30,3.12717
2021-07-31,2.57123
2021-08-01,3.37039
2021-08-02,4.82974
2021-08-03,4.9861
2021-08-04,4.25642
2021-08-05,4.08269
2021-08-06,3.71785
2021-08-07,2.22376
2021-08-08,2.79708
2021-08-09,5.03822
2021-08-10,4.7255
2021-08-11,4.96872
2021-08-12,3.96108
2021-08-13,4.2043
2021-08-14,2.71021
2021-08-15,2.67546
2021-08-16,4.37804
2021-08-17,5.26407
2021-08-18,18.17234
2021-08-19,14.14176
2021-08-20,9.9722
2021-08-21,6.25434
2021-08-22,5.80264
2021-08-23,8.0264
2021-08-24,7.33148
2021-08-25,6.39332
2021-08-26,17.16469
2021-08-27,13.02988
2021-08-28,6.1501
2021-08-29,5.83738
2021-08-30,7.90479
2021-08-31,6.44544
2021-09-01,5.21195
2021-09-02,5.83738
2021-09-03,5.33356
2021-09-04,3.02293
2021-09-05,4.2043
2021-09-06,5.1772
2021-09-07,4.29117
2021-09-08,4.18693
2021-09-09,4.29117
2021-09-10,3.45726
2021-09-11,2.1369
2021-09-12,3.16191
2021-09-13,3.92633
2021-09-14,4.32592
2021-09-15,5.09034
2021-09-16,5.45517
2021-09-17,3.52675
2021-09-18,2.5886
2021-09-19,2.39749
2021-09-20,2.43224
2021-09-21,2.46699
2021-09-22,4.30854
2021-09-23,7.22724
2021-09-24,5.99374
2021-09-25,4.23905
2021-09-26,3.97845
2021-09-27,6.4107
2021-09-28,6.28908
2021-09-29,7.48783
2021-09-30,4.95135
2021-10-01,5.00347
2021-10-02,2.83182
2021-10-03,3.73523
2021-10-04,3.64836
2021-10-05,5.87213
2021-10-06,4.93398
2021-10-07,4.48227
2021-10-08,3.26615
2021-10-09,2.55385
2021-10-10,2.43224
2021-10-11,3.40514
2021-10-12,4.7255
2021-10-13,4.9166
2021-10-14,4.88186
2021-10-15,7.80055
2021-10-16,4.29117
2021-10-17,9.79847
2021-10-18,13.20361
2021-10-19,11.8485
2021-10-20,8.56497
2021-10-21,7.67894
2021-10-22,5.71577
2021-10-23,3.85684
2021-10-24,4.10006
2021-10-25,6.25434
2021-10-26,8.89506
2021-10-27,6.70604
2021-10-28,6.49756
2021-10-29,10.26754
2021-10-30,4.89923
2021-10-31,9.58999
2021-11-01,10.96247
2021-11-02,15.82696
2021-11-03,19.35371
2021-11-04,13.51633
2021-11-05,8.32175
2021-11-06,7.73106
2021-11-07,6.82765
2021-11-08,9.10354
2021-11-09,9.01667
2021-11-10,9.08617
2021-11-11,7.99166
2021-11-12,7.123
2021-11-13,3.96108
2021-11-14,5.00347
2021-11-15,11.36205
2021-11-16,15.89645
2021-11-17,9.98957
2021-11-18,7.95691
2021-11-19,7.97428
2021-11-20,4.82974
2021-11-21,6.18485
2021-11-22,7.80055
2021-11-23,8.89506
2021-11-24,6.82765
2021-11-25,25.39958
2021-11-26,21.47324
2021-11-27,10.89298
2021-11-28,9.2599
2021-11-29,11.37943
2021-11-30,8.30437
2021-12-01,6.77553
2021-12-02,6.72341
2021-12-03,6.65392
2021-12-04,5.26407
2021-12-05,6.01111
2021-12-06,8.11327
2021-12-07,8.09589
2021-12-08,8.84294
2021-12-09,7.14037
2021-12-10,7.00138
2021-12-11,4.84711
2021-12-12,5.55941
2021-12-13,7.14037
2021-12-14,7.33148
2021-12-15,9.85059
2021-12-16,15.41
2021-12-17,12.69979
2021-12-18,8.07852
2021-12-19,13.02988
2021-12-20,15.11466
2021-12-21,12.12647
2021-12-22,10.66712
2021-12-23,10.2328
2021-12-24,7.34885
2021-12-25,5.52466
2021-12-26,6.75816
2021-12-27,9.58999
2021-12-28,8.68658
2021-12-29,8.16539
2021-12-30,9.79847
2021-12-31,6.79291
2022-01-01,5.61153
2022-01-02,6.35858
2022-01-03,10.96247
2022-01-04,10.84086
2022-01-05,9.38151
2022-01-06,9.58999
2022-01-07,8.98193
2022-01-08,7.07088
2022-01-09,9.10354
2022-01-10,12.66504
2022-01-11,16.1223
2022-01-12,13.22098
2022-01-13,11.30993
2022-01-14,29.36066
2022-01-15,16.9041
2022-01-16,14.64558
2022-01-17,22.04656
2022-01-18,21.43849
2022-01-19,18.15496
2022-01-20,13.95066
2022-01-21,10.59763
2022-01-22,9.05142
2022-01-23,11.32731
2022-01-24,14.80194
2022-01-25,12.24808
2022-01-26,11.41417
2022-01-27,10.07644
2022-01-28,13.11674
2022-01-29,9.76372
2022-01-30,7.40097
2022-01-31,8.00903
2022-02-01,10.02432
2022-02-02,8.92981
2022-02-03,14.31549
2022-02-04,11.81375
2022-02-05,9.13829
2022-02-06,10.00694
2022-02-07,12.03961
2022-02-08,11.79638
2022-02-09,12.09173
2022-02-10,12.26546
2022-02-11,8.79082
2022-02-12,7.19249
2022-02-13,11.50104
2022-02-14,19.6838
2022-02-15,19.21473
2022-02-16,15.98332
2022-02-17,13.18624
2022-02-18,9.50312
2022-02-19,8.72133
2022-02-20,9.95482
2022-02-21,12.76928
2022-02-22,12.42182
2022-02-23,10.11118
2022-02-24,10.33703
2022-02-25,8.07852
2022-02-26,6.58443
2022-02-27,7.36622
2022-02-28,9.57261
2022-03-01,6.98401
2022-03-02,9.01667
2022-03-03,9.76372
2022-03-04,8.63446
2022-03-05,6.06323
2022-03-06,6.27171
2022-03-07,12.99513
2022-03-08,8.51285
2022-03-09,5.90687
2022-03-10,10.61501
2022-03-11,9.81584
2022-03-12,8.30437
2022-03-13,9.32939
2022-03-14,11.18832
2022-03-15,13.58582
2022-03-16,19.07574
2022-03-17,21.24739
2022-03-18,14.17651
2022-03-19,10.14593
2022-03-20,10.14593
2022-03-21,13.16886
2022-03-22,16.29603
2022-03-23,16.62612
2022-03-24,12.02223
2022-03-25,11.1362
2022-03-26,8.72133
2022-03-27,10.80611
2022-03-28,14.29812
2022-03-29,32.66157
2022-03-30,44.57956
2022-03-31,43.45031
2022-04-01,26.38985
2022-04-02,23.64489
2022-04-03,26.19874
2022-04-04,28.61362
2022-04-05,27.27588
2022-04-06,23.73175
2022-04-07,21.05628
2022-04-08,18.41556
2022-04-09,11.27519
2022-04-10,12.54343
2022-04-11,19.00625
2022-04-12,19.26685
2022-04-13,16.99096
2022-04-14,44.19735
2022-04-15,37.35232
2022-04-16,22.35927
2022-04-17,24.6699
2022-04-18,33.86031
2022-04-19,24.37456
2022-04-20,22.7936
2022-04-21,17.42529
2022-04-22,16.26129
2022-04-23,13.55107
2022-04-24,14.14176
2022-04-25,20.84781
2022-04-26,17.96386
2022-04-27,17.04308
2022-04-28,15.94857
2022-04-29,12.5608
2022-04-30,9.85059
2022-05-01,12.23071
2022-05-02,17.21681
2022-05-03,18.36344
2022-05-04,16.76511
2022-05-05,18.84989
2022-05-06,22.46351
2022-05-07,15.72272
2022-05-08,18.88464
2022-05-09,23.71438
2022-05-10,23.92286
2022-05-11,22.20291
2022-05-12,22.46351
2022-05-13,14.66296
2022-05-14,11.37943
2022-05-15,12.50868
2022-05-16,22.68936
2022-05-17,26.33773
2022-05-18,20.67407
2022-05-19,16.53926
2022-05-20,15.11466
2022-05-21,9.5205
2022-05-22,11.43154
2022-05-23,15.63585
2022-05-24,17.42529
2022-05-25,16.67824
2022-05-26,30.78526
2022-05-27,24.25295
2022-05-28,13.95066
2022-05-29,17.52953
2022-05-30,25.0
2022-05-31,23.62751
2022-06-01,14.33287
2022-06-02,16.73036
2022-06-03,15.23627
2022-06-04,9.95482
2022-06-05,11.1362
2022-06-06,12.57817
2022-06-07,18.24183
2022-06-08,17.66851
2022-06-09,15.02779
2022-06-10,15.01042
2022-06-11,12.42182
2022-06-12,15.8617
2022-06-13,37.24808
2022-06-14,39.21125
2022-06-15,53.00555
2022-06-16,100.0
2022-06-17,68.81514
2022-06-18,35.2328
2022-06-19,39.15913
2022-06-20,60.51077
2022-06-21,47.28978
2022-06-22,35.8756
2022-06-23,30.03822
2022-06-24,22.61987
2022-06-25,20.205
2022-06-26,20.03127
2022-06-27,26.59833
2022-06-28,23.48853
2022-06-29,19.9444
2022-06-30,20.3961
2022-07-01,19.78804
2022-07-02,13.63794
2022-07-03,16.19179
2022-07-04,21.95969
2022-07-05,19.61431
2022-07-06,19.7533
2022-07-07,17.47741
2022-07-08,15.84433
2022-07-09,10.92772
2022-07-10,12.75191
2022-07-11,19.92703
2022-07-12,27.11952
2022-07-13,54.39541
2022-07-14,37.8214
2022-07-15,31.04586
2022-07-16,17.59902
2022-07-17,20.08339
2022-07-18,27.01528
2022-07-19,20.81306
2022-07-20,19.6838
2022-07-21,17.37317
2022-07-22,16.1223
2022-07-23,10.70187
2022-07-24,11.91799
2022-07-25,16.9041
2022-07-26,16.15705
2022-07-27,15.51424
2022-07-28,17.8075
2022-07-29,17.56428
2022-07-30,10.89298
2022-07-31,12.16122
2022-08-01,21.56011
2022-08-02,18.64141
2022-08-03,16.31341
2022-08-04,15.25364
2022-08-05,13.082
2022-08-06,10.12856
2022-08-07,12.17859
2022-08-08,14.28075
2022-08-09,12.38707
2022-08-10,14.57609
2022-08-11,14.35024
2022-08-12,12.64767
2022-08-13,9.85059
2022-08-14,10.56289
2022-08-15,13.65531
2022-08-16,27.36275
2022-08-17,31.06323
2022-08-18,25.43432
2022-08-19,15.9312
2022-08-20,12.00486
2022-08-21,13.63794
2022-08-22,21.49061
2022-08-23,18.13759
2022-08-24,17.56428
2022-08-25,28.16191
2022-08-26,20.04864
2022-08-27,14.64558
2022-08-28,13.63794
2022-08-29,20.55246
2022-08-30,21.16052
2022-08-31,16.81723
2022-09-01,14.62821
2022-09-02,14.08964
2022-09-03,11.48366
2022-09-04,14.22863
2022-09-05,18.67616
2022-09-06,16.55663
2022-09-07,14.99305
2022-09-08,11.48366
2022-09-09,9.2599
2022-09-10,8.79082
2022-09-11,9.98957
2022-09-12,14.55872
2022-09-13,22.20291
2022-09-14,23.03683
2022-09-15,26.3551
2022-09-16,27.15427
2022-09-17,14.64558
2022-09-18,13.55107
2022-09-19,20.10076
2022-09-20,18.20708
2022-09-21,21.85545
2022-09-22,41.9041
2022-09-23,36.51841
2022-09-24,22.46351
2022-09-25,29.60389
2022-09-26,45.08339
2022-09-27,35.70187
2022-09-28,40.28839
2022-09-29,28.40514
2022-09-30,27.51911
2022-10-01,16.55663
2022-10-02,16.41765
2022-10-03,22.67199
2022-10-04,27.38012
2022-10-05,26.28561
2022-10-06,22.37665
2022-10-07,19.61431
2022-10-08,12.96038
2022-10-09,16.86935
2022-10-10,21.1084
2022-10-11,30.00347
2022-10-12,59.83321
2022-10-13,44.47533
2022-10-14,30.6289
2022-10-15,20.56984
2022-10-16,22.533
2022-10-17,38.75955
2022-10-18,42.18207
2022-10-19,28.73523
2022-10-20,26.63307
2022-10-21,27.43224
2022-10-22,17.72063
2022-10-23,21.83808
2022-10-24,28.47463
2022-10-25,26.25086
2022-10-26,26.164
2022-10-27,40.42738
2022-10-28,33.287
2022-10-29,18.7804
2022-10-30,17.32105
2022-10-31,28.96108
2022-11-01,27.57123
2022-11-02,28.87421
2022-11-03,48.03683
2022-11-04,43.08547
2022-11-05,24.60041
2022-11-06,28.33564
2022-11-07,44.26685
2022-11-08,37.05698
2022-11-09,30.87213
2022-11-10,45.01389
2022-11-11,29.82974
2022-11-12,20.17025
2022-11-13,24.07922
2022-11-14,31.67129
2022-11-15,39.88881
2022-11-16,46.76858
2022-11-17,34.46838
2022-11-18,26.91104
2022-11-19,18.22446
2022-11-20,20.03127
2022-11-21,32.26198
2022-11-22,27.8492
2022-11-23,25.17373
2022-11-24,29.9166
2022-11-25,25.53856
2022-11-26,17.26893
2022-11-27,19.80542
2022-11-28,26.21612
2022-11-29,26.75469
2022-11-30,22.30715
2022-12-01,21.75121
2022-12-02,17.85962
2022-12-03,12.40444
2022-12-04,15.80958
2022-12-05,22.39402
2022-12-06,23.36692
2022-12-07,22.68936
2022-12-08,22.28978
2022-12-09,19.7533
2022-12-10,14.80194
2022-12-11,15.82696
2022-12-12,23.41904
2022-12-13,23.74913
2022-12-14,20.84781
2022-12-15,30.54204
2022-12-16,32.81792
2022-12-17,19.84016
2022-12-18,21.71646
2022-12-19,24.65253
2022-12-20,23.92286
2022-12-21,24.25295
2022-12-22,21.05628
2022-12-23,17.8075
2022-12-24,13.96803
2022-12-25,15.87908
2022-12-26,23.97498
2022-12-27,24.2182
2022-12-28,21.92494
2022-12-29,21.38637
2022-12-30,21.85545
2022-12-31,15.91382
2023-01-01,19.00625
2023-01-02,30.52466
2023-01-03,36.22307
2023-01-04,30.85476
2023-01-05,26.59833
2023-01-06,24.61779
2023-01-07,18.03335
2023-01-08,23.94023
2023-01-09,31.98401
2023-01-10,29.36066
2023-01-11,37.69979
2023-01-12,34.48575
2023-01-13,34.03405
2023-01-14,22.48088
2023-01-15,23.28005
2023-01-16,33.26963
2023-01-17,34.19041
2023-01-18,34.50312
2023-01-19,27.81445
2023-01-20,24.61779
2023-01-21,16.93884
2023-01-22,18.74565
2023-01-23,21.05628
2023-01-24,26.3551
2023-01-25,38.2731
2023-01-26,33.26963
2023-01-27,28.16191
2023-01-28,19.80542
2023-01-29,23.66226
2023-01-30,37.43919
2023-01-31,34.05142
2023-02-01,30.6289
2023-02-02,25.1911
2023-02-03,23.81862
2023-02-04,19.61431
2023-02-05,19.57956
2023-02-06,44.6838
2023-02-07,72.58512
2023-02-08,54.41278
2023-02-09,41.95621
2023-02-10,37.14384
2023-02-11,28.57887
2023-02-12,29.60389
2023-02-13,45.11813
2023-02-14,38.06462
2023-02-15,42.02571
2023-02-16,38.67268
2023-02-17,29.29117
2023-02-18,21.78596
2023-02-19,22.91521
2023-02-20,35.91035
2023-02-21,40.68797
2023-02-22,35.51077
2023-02-23,34.81584
2023-02-24,25.92077
2023-02-25,17.82487
2023-02-26,19.71855
2023-02-27,27.72758
2023-02-28,27.69284
2023-03-01,21.8902
2023-03-02,30.26407
2023-03-03,23.2453
2023-03-04,18.65879
2023-03-05,18.58929
2023-03-06,27.7797
2023-03-07,24.42668
2023-03-08,22.51563
2023-03-09,24.51355
2023-03-10,21.40375
2023-03-11,14.48922
2023-03-12,14.78457
2023-03-13,20.88255
2023-03-14,21.05628
2023-03-15,25.4517
2023-03-16,33.14801
2023-03-17,25.03474
2023-03-18,17.00833
2023-03-19,20.17025
2023-03-20,27.53648
2023-03-21,25.99027
2023-03-22,26.26824
2023-03-23,29.06532
2023-03-24,22.7936
2023-03-25,16.36553
2023-03-26,17.25156
2023-03-27,29.55177
2023-03-28,37.43919
2023-03-29,31.6018
2023-03-30,28.99583
2023-03-31,26.02501
2023-04-01,19.82279
2023-04-02,39.59346
2023-04-03,52.62334
2023-04-04,38.63794
2023-04-05,33.87769
2023-04-06,27.10215
2023-04-07,25.43432
2023-04-08,18.60667
2023-04-09,22.11605
2023-04-10,33.42599
2023-04-11,33.04378
2023-04-12,29.44753
2023-04-13,25.03474
2023-04-14,22.75886
2023-04-15,16.66087
2023-04-16,33.92981
2023-04-17,48.83599
2023-04-18,36.25781
2023-04-19,24.96525
2023-04-20,26.23349
2023-04-21,24.14871
2023-04-22,16.66087
2023-04-23,17.12995
2023-04-24,28.5615
2023-04-25,25.36483
2023-04-26,22.56775
2023-04-27,20.01389
2023-04-28,19.42321
2023-04-29,14.21125
2023-04-30,15.47949
2023-05-01,20.3961
2023-05-02,26.4246
2023-05-03,23.15844
2023-05-04,21.52536
2023-05-05,13.67268
2023-05-06,13.58582
2023-05-07,16.34815
2023-05-08,26.40722
2023-05-09,24.84364
2023-05-10,22.88047
2023-05-11,23.67963
2023-05-12,22.23766
2023-05-13,15.13203
2023-05-14,19.17998
2023-05-15,37.05698
2023-05-16,42.04308
2023-05-17,29.44753
2023-05-18,28.35302
2023-05-19,27.55385
2023-05-20,17.92911
2023-05-21,18.64141
2023-05-22,30.48992
2023-05-23,27.17164
2023-05-24,24.68728
2023-05-25,29.86448
2023-05-26,22.96733
2023-05-27,16.05281
2023-05-28,16.10493
2023-05-29,20.4656
