date,성년후견인신청
2020-11-05,19.29657
2020-11-06,12.73764
2020-11-07,8.8403
2020-11-08,6.74904
2020-11-09,19.0114
2020-11-10,17.6806
2020-11-11,17.6806
2020-11-12,13.30798
2020-11-13,15.30418
2020-11-14,8.07984
2020-11-15,7.31939
2020-11-16,15.87452
2020-11-17,21.57794
2020-11-18,21.48288
2020-11-19,18.72623
2020-11-20,14.54372
2020-11-21,7.88973
2020-11-22,6.55893
2020-11-23,18.44106
2020-11-24,17.30038
2020-11-25,19.58174
2020-11-26,17.77566
2020-11-27,11.78707
2020-11-28,4.8479
2020-11-29,4.75285
2020-11-30,19.10646
2020-12-01,16.44486
2020-12-02,20.81749
2020-12-03,16.92015
2020-12-04,14.44866
2020-12-05,7.98479
2020-12-06,6.46387
2020-12-07,19.39163
2020-12-08,19.77186
2020-12-09,21.673
2020-12-10,26.99619
2020-12-11,20.91254
2020-12-12,8.65019
2020-12-13,7.79467
2020-12-14,20.24714
2020-12-15,19.10646
2020-12-16,15.49429
2020-12-17,17.39543
2020-12-18,18.06083
2020-12-19,6.1787
2020-12-20,8.65019
2020-12-21,21.29277
2020-12-22,20.24714
2020-12-23,19.6768
2020-12-24,20.62737
2020-12-25,7.98479
2020-12-26,8.07984
2020-12-27,12.83269
2020-12-28,25.66539
2020-12-29,24.23954
2020-12-30,21.57794
2020-12-31,17.0152
2021-01-01,8.07984
2021-01-02,8.07984
2021-01-03,9.88593
2021-01-04,22.24334
2021-01-05,21.10266
2021-01-06,18.63117
2021-01-07,19.6768
2021-01-08,17.20532
2021-01-09,7.88973
2021-01-10,6.55893
2021-01-11,21.673
2021-01-12,22.05323
2021-01-13,23.19391
2021-01-14,25.95057
2021-01-15,22.05323
2021-01-16,8.36501
2021-01-17,11.59695
2021-01-18,26.23574
2021-01-19,26.61596
2021-01-20,23.0038
2021-01-21,24.52471
2021-01-22,19.86692
2021-01-23,10.64638
2021-01-24,8.93536
2021-01-25,26.33079
2021-01-26,23.85931
2021-01-27,28.51711
2021-01-28,21.48288
2021-01-29,25.66539
2021-01-30,9.69581
2021-01-31,7.88973
2021-02-01,25.0
2021-02-02,23.09885
2021-02-03,18.91634
2021-02-04,18.82129
2021-02-05,20.62737
2021-02-06,9.69581
2021-02-07,14.06844
2021-02-08,34.31558
2021-02-09,21.76806
2021-02-10,15.77946
2021-02-11,8.26996
2021-02-12,7.22433
2021-02-13,10.64638
2021-02-14,10.07604
2021-02-15,27.75665
2021-02-16,27.37642
2021-02-17,19.10646
2021-02-18,21.0076
2021-02-19,20.43726
2021-02-20,8.8403
2021-02-21,10.1711
2021-02-22,97.24334
2021-02-23,28.80228
2021-02-24,21.86311
2021-02-25,22.62357
2021-02-26,19.20152
2021-02-27,7.98479
2021-02-28,10.07604
2021-03-01,9.12547
2021-03-02,24.04942
2021-03-03,19.20152
2021-03-04,17.96577
2021-03-05,23.95437
2021-03-06,9.5057
2021-03-07,7.41444
2021-03-08,22.81368
2021-03-09,22.52851
2021-03-10,19.20152
2021-03-11,23.0038
2021-03-12,19.29657
2021-03-13,10.07604
2021-03-14,7.98479
2021-03-15,26.14068
2021-03-16,22.71863
2021-03-17,22.81368
2021-03-18,20.43726
2021-03-19,22.14828
2021-03-20,7.98479
2021-03-21,7.5095
2021-03-22,20.91254
2021-03-23,25.57034
2021-03-24,20.05703
2021-03-25,24.90494
2021-03-26,20.72243
2021-03-27,10.64638
2021-03-28,9.79087
2021-03-29,23.28897
2021-03-30,26.61596
2021-03-31,23.38403
2021-04-01,23.95437
2021-04-02,15.30418
2021-04-03,8.55513
2021-04-04,8.46007
2021-04-05,18.53612
2021-04-06,22.62357
2021-04-07,21.76806
2021-04-08,18.82129
2021-04-09,16.73003
2021-04-10,7.69961
2021-04-11,7.60456
2021-04-12,17.39543
2021-04-13,20.72243
2021-04-14,20.3422
2021-04-15,20.72243
2021-04-16,19.86692
2021-04-17,8.46007
2021-04-18,8.1749
2021-04-19,21.29277
2021-04-20,19.58174
2021-04-21,18.72623
2021-04-22,22.14828
2021-04-23,21.95817
2021-04-24,9.5057
2021-04-25,8.46007
2021-04-26,22.43346
2021-04-27,19.77186
2021-04-28,25.09505
2021-04-29,21.76806
2021-04-30,16.44486
2021-05-01,7.41444
2021-05-02,5.22813
2021-05-03,23.57414
2021-05-04,19.6768
2021-05-05,8.46007
2021-05-06,21.29277
2021-05-07,14.63878
2021-05-08,10.26615
2021-05-09,6.27376
2021-05-10,23.85931
2021-05-11,19.96197
2021-05-12,18.06083
2021-05-13,16.82509
2021-05-14,18.91634
2021-05-15,8.46007
2021-05-16,7.5095
2021-05-17,25.38022
2021-05-18,18.44106
2021-05-19,7.60456
2021-05-20,19.86692
2021-05-21,17.39543
2021-05-22,5.03802
2021-05-23,5.70342
2021-05-24,18.15589
2021-05-25,21.673
2021-05-26,21.19771
2021-05-27,21.48288
2021-05-28,15.77946
2021-05-29,6.08365
2021-05-30,4.94296
2021-05-31,18.44106
2021-06-01,17.0152
2021-06-02,17.11026
2021-06-03,16.92015
2021-06-04,14.06844
2021-06-05,5.03802
2021-06-06,5.32319
2021-06-07,14.63878
2021-06-08,14.73384
2021-06-09,14.06844
2021-06-10,16.25475
2021-06-11,14.54372
2021-06-12,4.94296
2021-06-13,4.1825
2021-06-14,16.44486
2021-06-15,11.59695
2021-06-16,15.58935
2021-06-17,14.16349
2021-06-18,15.11406
2021-06-19,4.75285
2021-06-20,3.51711
2021-06-21,11.5019
2021-06-22,16.06463
2021-06-23,14.92395
2021-06-24,17.49049
2021-06-25,15.01901
2021-06-26,6.93916
2021-06-27,6.55893
2021-06-28,16.53992
2021-06-29,13.78326
2021-06-30,13.40304
2021-07-01,15.11406
2021-07-02,16.06463
2021-07-03,7.03422
2021-07-04,7.22433
2021-07-05,16.92015
2021-07-06,12.64258
2021-07-07,13.49809
2021-07-08,16.25475
2021-07-09,15.01901
2021-07-10,7.22433
2021-07-11,6.55893
2021-07-12,15.20912
2021-07-13,14.63878
2021-07-14,16.53992
2021-07-15,15.01901
2021-07-16,11.40684
2021-07-17,7.12927
2021-07-18,4.94296
2021-07-19,13.40304
2021-07-20,12.54752
2021-07-21,15.11406
2021-07-22,13.11787
2021-07-23,13.78326
2021-07-24,4.8479
2021-07-25,3.99239
2021-07-26,15.58935
2021-07-27,14.92395
2021-07-28,13.49809
2021-07-29,13.02281
2021-07-30,10.36121
2021-07-31,6.1787
2021-08-01,5.13307
2021-08-02,16.82509
2021-08-03,14.25855
2021-08-04,12.1673
2021-08-05,10.45627
2021-08-06,12.45247
2021-08-07,4.27756
2021-08-08,5.41825
2021-08-09,13.87832
2021-08-10,12.54752
2021-08-11,11.31178
2021-08-12,16.44486
2021-08-13,11.40684
2021-08-14,5.79847
2021-08-15,3.61216
2021-08-16,6.74904
2021-08-17,16.06463
2021-08-18,14.44866
2021-08-19,16.73003
2021-08-20,13.11787
2021-08-21,6.55893
2021-08-22,2.75665
2021-08-23,12.35741
2021-08-24,13.40304
2021-08-25,15.96958
2021-08-26,14.54372
2021-08-27,12.1673
2021-08-28,5.03802
2021-08-29,5.22813
2021-08-30,16.06463
2021-08-31,15.01901
2021-09-01,13.68821
2021-09-02,15.39923
2021-09-03,55.32319
2021-09-04,10.07604
2021-09-05,4.37262
2021-09-06,15.01901
2021-09-07,20.72243
2021-09-08,15.39923
2021-09-09,15.68441
2021-09-10,13.21292
2021-09-11,5.03802
2021-09-12,3.61216
2021-09-13,13.59315
2021-09-14,13.78326
2021-09-15,14.54372
2021-09-16,11.97718
2021-09-17,9.41064
2021-09-18,3.80228
2021-09-19,4.75285
2021-09-20,3.42205
2021-09-21,4.75285
2021-09-22,5.60836
2021-09-23,16.53992
2021-09-24,15.11406
2021-09-25,6.08365
2021-09-26,5.32319
2021-09-27,14.25855
2021-09-28,14.82889
2021-09-29,12.73764
2021-09-30,11.69201
2021-10-01,7.31939
2021-10-02,4.75285
2021-10-03,5.22813
2021-10-04,6.08365
2021-10-05,17.11026
2021-10-06,14.35361
2021-10-07,13.21292
2021-10-08,13.40304
2021-10-09,7.03422
2021-10-10,6.36882
2021-10-11,7.22433
2021-10-12,14.82889
2021-10-13,16.92015
2021-10-14,13.21292
2021-10-15,11.21673
2021-10-16,4.75285
2021-10-17,5.70342
2021-10-18,11.97718
2021-10-19,13.40304
2021-10-20,12.83269
2021-10-21,13.30798
2021-10-22,12.45247
2021-10-23,3.99239
2021-10-24,4.8479
2021-10-25,14.06844
2021-10-26,17.0152
2021-10-27,14.82889
2021-10-28,11.78707
2021-10-29,11.88212
2021-10-30,7.69961
2021-10-31,5.98859
2021-11-01,13.40304
2021-11-02,15.30418
2021-11-03,17.77566
2021-11-04,13.59315
2021-11-05,12.83269
2021-11-06,4.56273
2021-11-07,5.70342
2021-11-08,15.58935
2021-11-09,12.35741
2021-11-10,15.11406
2021-11-11,11.59695
2021-11-12,9.88593
2021-11-13,5.79847
2021-11-14,5.22813
2021-11-15,15.49429
2021-11-16,13.78326
2021-11-17,15.30418
2021-11-18,12.1673
2021-11-19,11.88212
2021-11-20,4.75285
2021-11-21,4.8479
2021-11-22,12.73764
2021-11-23,12.54752
2021-11-24,13.30798
2021-11-25,11.88212
2021-11-26,11.59695
2021-11-27,5.03802
2021-11-28,6.27376
2021-11-29,16.53992
2021-11-30,13.68821
2021-12-01,10.55133
2021-12-02,15.20912
2021-12-03,11.40684
2021-12-04,5.32319
2021-12-05,5.13307
2021-12-06,15.49429
2021-12-07,14.82889
2021-12-08,13.11787
2021-12-09,16.15969
2021-12-10,15.87452
2021-12-11,7.03422
2021-12-12,3.70722
2021-12-13,13.11787
2021-12-14,14.25855
2021-12-15,13.21292
2021-12-16,15.11406
2021-12-17,10.93155
2021-12-18,5.32319
2021-12-19,4.75285
2021-12-20,17.20532
2021-12-21,12.92775
2021-12-22,14.25855
2021-12-23,13.02281
2021-12-24,10.64638
2021-12-25,5.13307
2021-12-26,4.27756
2021-12-27,14.44866
2021-12-28,12.26235
2021-12-29,14.16349
2021-12-30,14.25855
2021-12-31,8.74524
2022-01-01,3.13688
2022-01-02,6.27376
2022-01-03,15.49429
2022-01-04,14.92395
2022-01-05,16.82509
2022-01-06,18.44106
2022-01-07,11.21673
2022-01-08,5.41825
2022-01-09,5.22813
2022-01-10,17.30038
2022-01-11,14.82889
2022-01-12,13.97338
2022-01-13,13.11787
2022-01-14,13.21292
2022-01-15,5.32319
2022-01-16,7.03422
2022-01-17,17.11026
2022-01-18,14.16349
2022-01-19,13.87832
2022-01-20,13.78326
2022-01-21,13.49809
2022-01-22,6.55893
2022-01-23,4.1825
2022-01-24,16.25475
2022-01-25,17.77566
2022-01-26,14.06844
2022-01-27,13.21292
2022-01-28,13.11787
2022-01-29,6.55893
2022-01-30,5.13307
2022-01-31,5.60836
2022-02-01,5.22813
2022-02-02,7.88973
2022-02-03,21.10266
2022-02-04,19.0114
2022-02-05,9.03041
2022-02-06,8.26996
2022-02-07,21.95817
2022-02-08,16.44486
2022-02-09,19.20152
2022-02-10,16.63498
2022-02-11,16.44486
2022-02-12,8.65019
2022-02-13,5.79847
2022-02-14,14.92395
2022-02-15,18.06083
2022-02-16,17.11026
2022-02-17,16.06463
2022-02-18,11.78707
2022-02-19,4.65779
2022-02-20,7.12927
2022-02-21,15.96958
2022-02-22,17.20532
2022-02-23,12.73764
2022-02-24,17.6806
2022-02-25,12.92775
2022-02-26,6.36882
2022-02-27,7.41444
2022-02-28,14.63878
2022-03-01,5.89353
2022-03-02,15.39923
2022-03-03,15.01901
2022-03-04,12.07224
2022-03-05,5.79847
2022-03-06,4.46768
2022-03-07,15.77946
2022-03-08,13.68821
2022-03-09,4.37262
2022-03-10,14.44866
2022-03-11,12.83269
2022-03-12,5.13307
2022-03-13,5.32319
2022-03-14,15.20912
2022-03-15,14.44866
2022-03-16,13.21292
2022-03-17,13.59315
2022-03-18,12.35741
2022-03-19,3.70722
2022-03-20,4.1825
2022-03-21,13.40304
2022-03-22,12.64258
2022-03-23,15.11406
2022-03-24,21.10266
2022-03-25,21.10266
2022-03-26,6.27376
2022-03-27,4.75285
2022-03-28,16.73003
2022-03-29,12.92775
2022-03-30,11.78707
2022-03-31,13.02281
2022-04-01,12.07224
2022-04-02,4.94296
2022-04-03,4.8479
2022-04-04,12.26235
2022-04-05,15.49429
2022-04-06,17.58555
2022-04-07,13.78326
2022-04-08,11.97718
2022-04-09,4.8479
2022-04-10,6.27376
2022-04-11,15.49429
2022-04-12,14.16349
2022-04-13,13.30798
2022-04-14,12.26235
2022-04-15,11.5019
2022-04-16,4.37262
2022-04-17,6.27376
2022-04-18,14.06844
2022-04-19,13.21292
2022-04-20,16.06463
2022-04-21,11.02661
2022-04-22,11.97718
2022-04-23,6.27376
2022-04-24,5.89353
2022-04-25,14.06844
2022-04-26,16.92015
2022-04-27,15.49429
2022-04-28,11.02661
2022-04-29,11.21673
2022-04-30,6.1787
2022-05-01,5.70342
2022-05-02,15.68441
2022-05-03,11.40684
2022-05-04,14.92395
2022-05-05,5.03802
2022-05-06,15.49429
2022-05-07,6.08365
2022-05-08,6.74904
2022-05-09,16.73003
2022-05-10,13.78326
2022-05-11,14.82889
2022-05-12,17.30038
2022-05-13,15.68441
2022-05-14,7.60456
2022-05-15,3.70722
2022-05-16,16.25475
2022-05-17,15.58935
2022-05-18,14.92395
2022-05-19,15.39923
2022-05-20,15.58935
2022-05-21,6.74904
2022-05-22,5.41825
2022-05-23,15.49429
2022-05-24,12.54752
2022-05-25,15.30418
2022-05-26,12.83269
2022-05-27,11.59695
2022-05-28,1.99619
2022-05-29,6.27376
2022-05-30,15.01901
2022-05-31,13.40304
2022-06-01,7.12927
2022-06-02,18.53612
2022-06-03,12.1673
2022-06-04,6.08365
2022-06-05,5.32319
2022-06-06,5.79847
2022-06-07,16.92015
2022-06-08,15.20912
2022-06-09,16.06463
2022-06-10,10.45627
2022-06-11,5.41825
2022-06-12,5.5133
2022-06-13,18.346
2022-06-14,13.97338
2022-06-15,11.78707
2022-06-16,16.92015
2022-06-17,16.15969
2022-06-18,6.93916
2022-06-19,6.65399
2022-06-20,15.11406
2022-06-21,14.54372
2022-06-22,15.30418
2022-06-23,16.53992
2022-06-24,12.1673
2022-06-25,6.27376
2022-06-26,4.8479
2022-06-27,15.77946
2022-06-28,12.54752
2022-06-29,12.83269
2022-06-30,12.35741
2022-07-01,11.12167
2022-07-02,5.79847
2022-07-03,6.1787
2022-07-04,14.63878
2022-07-05,14.25855
2022-07-06,14.44866
2022-07-07,16.63498
2022-07-08,12.35741
2022-07-09,5.41825
2022-07-10,5.32319
2022-07-11,17.20532
2022-07-12,12.45247
2022-07-13,12.73764
2022-07-14,13.68821
2022-07-15,13.68821
2022-07-16,5.22813
2022-07-17,6.65399
2022-07-18,18.15589
2022-07-19,17.58555
2022-07-20,15.58935
2022-07-21,14.54372
2022-07-22,11.69201
2022-07-23,7.12927
2022-07-24,5.03802
2022-07-25,14.06844
2022-07-26,16.06463
2022-07-27,13.11787
2022-07-28,12.26235
2022-07-29,11.88212
2022-07-30,5.98859
2022-07-31,5.32319
2022-08-01,15.49429
2022-08-02,14.73384
2022-08-03,12.35741
2022-08-04,16.06463
2022-08-05,11.88212
2022-08-06,6.36882
2022-08-07,5.89353
2022-08-08,11.40684
2022-08-09,13.21292
2022-08-10,10.74144
2022-08-11,12.54752
2022-08-12,13.68821
2022-08-13,5.41825
2022-08-14,4.56273
2022-08-15,4.1825
2022-08-16,13.11787
2022-08-17,14.16349
2022-08-18,13.78326
2022-08-19,11.21673
2022-08-20,5.89353
2022-08-21,4.27756
2022-08-22,14.54372
2022-08-23,16.3498
2022-08-24,14.44866
2022-08-25,14.82889
2022-08-26,13.59315
2022-08-27,5.13307
2022-08-28,4.37262
2022-08-29,13.02281
2022-08-30,12.1673
2022-08-31,11.59695
2022-09-01,15.87452
2022-09-02,11.12167
2022-09-03,6.27376
2022-09-04,6.1787
2022-09-05,14.06844
2022-09-06,9.69581
2022-09-07,15.49429
2022-09-08,10.64638
2022-09-09,4.46768
2022-09-10,5.79847
2022-09-11,3.70722
2022-09-12,7.12927
2022-09-13,19.20152
2022-09-14,16.63498
2022-09-15,17.30038
2022-09-16,15.77946
2022-09-17,5.89353
2022-09-18,5.32319
2022-09-19,18.53612
2022-09-20,16.06463
2022-09-21,14.16349
2022-09-22,12.07224
2022-09-23,12.07224
2022-09-24,5.41825
2022-09-25,5.5133
2022-09-26,17.58555
2022-09-27,15.11406
2022-09-28,15.58935
2022-09-29,13.87832
2022-09-30,13.30798
2022-10-01,6.74904
2022-10-02,5.79847
2022-10-03,5.32319
2022-10-04,13.49809
2022-10-05,12.73764
2022-10-06,13.21292
2022-10-07,13.21292
2022-10-08,4.1825
2022-10-09,3.89733
2022-10-10,4.08745
2022-10-11,13.40304
2022-10-12,11.12167
2022-10-13,11.78707
2022-10-14,11.78707
2022-10-15,4.1825
2022-10-16,6.36882
2022-10-17,11.69201
2022-10-18,14.44866
2022-10-19,11.40684
2022-10-20,9.88593
2022-10-21,9.60076
2022-10-22,3.51711
2022-10-23,2.28136
2022-10-24,11.5019
2022-10-25,12.83269
2022-10-26,12.73764
2022-10-27,11.5019
2022-10-28,9.79087
2022-10-29,4.56273
2022-10-30,3.99239
2022-10-31,10.93155
2022-11-01,11.40684
2022-11-02,13.68821
2022-11-03,13.40304
2022-11-04,9.98098
2022-11-05,3.04182
2022-11-06,3.51711
2022-11-07,10.64638
2022-11-08,12.54752
2022-11-09,10.74144
2022-11-10,11.21673
2022-11-11,11.69201
2022-11-12,4.46768
2022-11-13,3.51711
2022-11-14,9.79087
2022-11-15,9.22053
2022-11-16,9.31558
2022-11-17,11.69201
2022-11-18,10.8365
2022-11-19,3.89733
2022-11-20,5.60836
2022-11-21,12.1673
2022-11-22,11.59695
2022-11-23,11.02661
2022-11-24,10.74144
2022-11-25,10.8365
2022-11-26,7.88973
2022-11-27,5.70342
2022-11-28,13.59315
2022-11-29,13.02281
2022-11-30,9.98098
2022-12-01,13.68821
2022-12-02,8.74524
2022-12-03,3.89733
2022-12-04,2.66159
2022-12-05,13.49809
2022-12-06,12.83269
2022-12-07,12.26235
2022-12-08,12.1673
2022-12-09,12.26235
2022-12-10,4.27756
2022-12-11,3.42205
2022-12-12,13.02281
2022-12-13,12.64258
2022-12-14,10.45627
2022-12-15,8.55513
2022-12-16,8.1749
2022-12-17,4.65779
2022-12-18,3.51711
2022-12-19,9.69581
2022-12-20,9.31558
2022-12-21,12.35741
2022-12-22,8.93536
2022-12-23,6.74904
2022-12-24,2.09125
2022-12-25,3.80228
2022-12-26,14.16349
2022-12-27,15.39923
2022-12-28,11.21673
2022-12-29,13.30798
2022-12-30,11.59695
2022-12-31,4.1825
2023-01-01,2.66159
2023-01-02,15.39923
2023-01-03,12.64258
2023-01-04,11.21673
2023-01-05,13.49809
2023-01-06,9.60076
2023-01-07,3.32699
2023-01-08,5.32319
2023-01-09,20.15209
2023-01-10,15.01901
2023-01-11,12.26235
2023-01-12,11.21673
2023-01-13,11.59695
2023-01-14,4.8479
2023-01-15,3.80228
2023-01-16,15.68441
2023-01-17,16.82509
2023-01-18,12.45247
2023-01-19,12.73764
2023-01-20,18.25095
2023-01-21,4.56273
2023-01-22,4.8479
2023-01-23,5.89353
2023-01-24,6.65399
2023-01-25,18.346
2023-01-26,15.11406
2023-01-27,14.06844
2023-01-28,6.46387
2023-01-29,6.93916
2023-01-30,19.39163
2023-01-31,18.63117
2023-02-01,14.92395
2023-02-02,14.73384
2023-02-03,13.11787
2023-02-04,6.08365
2023-02-05,7.22433
2023-02-06,18.82129
2023-02-07,16.3498
2023-02-08,16.3498
2023-02-09,13.97338
2023-02-10,20.24714
2023-02-11,5.98859
2023-02-12,5.5133
2023-02-13,17.20532
2023-02-14,13.78326
2023-02-15,13.40304
2023-02-16,14.25855
2023-02-17,12.07224
2023-02-18,8.93536
2023-02-19,7.03422
2023-02-20,15.96958
2023-02-21,13.40304
2023-02-22,15.49429
2023-02-23,15.20912
2023-02-24,13.78326
2023-02-25,6.74904
2023-02-26,5.5133
2023-02-27,16.15969
2023-02-28,16.06463
2023-03-01,7.60456
2023-03-02,15.58935
2023-03-03,11.21673
2023-03-04,6.27376
2023-03-05,5.60836
2023-03-06,20.15209
2023-03-07,19.96197
2023-03-08,17.11026
2023-03-09,14.16349
2023-03-10,11.97718
2023-03-11,3.70722
2023-03-12,5.60836
2023-03-13,14.82889
2023-03-14,14.82889
2023-03-15,14.92395
2023-03-16,17.39543
2023-03-17,11.40684
2023-03-18,3.61216
2023-03-19,5.70342
2023-03-20,15.96958
2023-03-21,15.49429
2023-03-22,13.87832
2023-03-23,16.06463
2023-03-24,13.68821
2023-03-25,6.36882
2023-03-26,6.27376
2023-03-27,18.15589
2023-03-28,14.92395
2023-03-29,18.53612
2023-03-30,16.44486
2023-03-31,10.93155
2023-04-01,5.13307
2023-04-02,4.1825
2023-04-03,14.16349
2023-04-04,16.63498
2023-04-05,12.35741
2023-04-06,13.40304
2023-04-07,11.97718
2023-04-08,4.8479
2023-04-09,4.75285
2023-04-10,16.25475
2023-04-11,8.8403
2023-04-12,12.26235
2023-04-13,10.74144
2023-04-14,12.26235
2023-04-15,4.46768
2023-04-16,4.94296
2023-04-17,14.54372
2023-04-18,10.74144
2023-04-19,10.64638
2023-04-20,11.21673
2023-04-21,10.07604
2023-04-22,4.37262
2023-04-23,5.13307
2023-04-24,12.92775
2023-04-25,11.59695
2023-04-26,11.40684
2023-04-27,10.45627
2023-04-28,9.41064
2023-04-29,3.42205
2023-04-30,2.75665
2023-05-01,5.70342
2023-05-02,8.36501
2023-05-03,11.59695
2023-05-04,10.26615
2023-05-05,3.80228
2023-05-06,3.42205
2023-05-07,4.08745
2023-05-08,13.49809
2023-05-09,11.40684
2023-05-10,9.98098
2023-05-11,10.55133
2023-05-12,9.98098
2023-05-13,5.98859
2023-05-14,5.13307
2023-05-15,13.87832
2023-05-16,11.40684
2023-05-17,11.59695
2023-05-18,10.07604
2023-05-19,12.54752
2023-05-20,4.56273
2023-05-21,3.61216
2023-05-22,16.06463
2023-05-23,14.44866
2023-05-24,12.64258
2023-05-25,11.59695
2023-05-26,9.88593
2023-05-27,3.04182
2023-05-28,4.37262
2023-05-29,4.65779
