date,벤처투자소득공제
2020-12-23,18.37606
2020-12-24,13.67521
2020-12-25,6.41025
2020-12-26,6.41025
2020-12-27,9.82905
2020-12-28,20.94017
2020-12-29,20.94017
2020-12-30,9.4017
2020-12-31,10.68376
2021-01-01,6.8376
2021-01-02,3.84615
2021-01-03,3.84615
2021-01-04,11.53846
2021-01-05,13.67521
2021-01-06,12.39316
2021-01-07,7.6923
2021-01-08,7.26495
2021-01-09,4.2735
2021-01-10,6.8376
2021-01-11,11.96581
2021-01-12,10.25641
2021-01-13,11.96581
2021-01-14,17.09401
2021-01-15,39.31623
2021-01-16,23.50427
2021-01-17,23.93162
2021-01-18,53.84615
2021-01-19,67.52136
2021-01-20,84.61538
2021-01-21,93.16239
2021-01-22,74.35897
2021-01-23,32.05128
2021-01-24,38.03418
2021-01-25,67.94871
2021-01-26,54.70085
2021-01-27,58.547
2021-01-28,45.29914
2021-01-29,29.91452
2021-01-30,17.52136
2021-01-31,17.52136
2021-02-01,31.19658
2021-02-02,39.31623
2021-02-03,24.35897
2021-02-04,35.89743
2021-02-05,23.07692
2021-02-06,14.52991
2021-02-07,14.10256
2021-02-08,29.05982
2021-02-09,27.77777
2021-02-10,20.94017
2021-02-11,11.53846
2021-02-12,10.68376
2021-02-13,9.82905
2021-02-14,6.8376
2021-02-15,22.22222
2021-02-16,24.35897
2021-02-17,18.80341
2021-02-18,29.91452
2021-02-19,19.65811
2021-02-20,5.9829
2021-02-21,10.68376
2021-02-22,23.07692
2021-02-23,24.78632
2021-02-24,28.20512
2021-02-25,26.92307
2021-02-26,12.82051
2021-02-27,5.9829
2021-02-28,5.9829
2021-03-02,15.81196
2021-03-03,21.79487
2021-03-04,23.07692
2021-03-05,11.96581
2021-03-06,7.6923
2021-03-07,2.13675
2021-03-08,6.8376
2021-03-09,10.68376
2021-03-10,11.11111
2021-03-11,13.24786
2021-03-12,8.11965
2021-03-13,8.97435
2021-03-14,10.25641
2021-03-15,4.70085
2021-03-16,10.25641
2021-03-17,7.26495
2021-03-18,11.96581
2021-03-19,11.96581
2021-03-20,5.55555
2021-03-21,4.2735
2021-03-22,5.9829
2021-03-23,4.2735
2021-03-24,8.547
2021-03-25,9.4017
2021-03-26,7.6923
2021-03-27,4.70085
2021-03-28,2.5641
2021-03-30,6.8376
2021-03-31,8.547
2021-04-01,5.1282
2021-04-02,11.11111
2021-04-04,2.5641
2021-04-05,9.4017
2021-04-06,6.8376
2021-04-07,9.82905
2021-04-08,6.8376
2021-04-09,4.70085
2021-04-11,2.13675
2021-04-12,6.8376
2021-04-13,2.99145
2021-04-14,7.26495
2021-04-15,5.1282
2021-04-16,3.4188
2021-04-17,2.13675
2021-04-18,4.2735
2021-04-19,5.9829
2021-04-20,7.26495
2021-04-21,6.41025
2021-04-22,7.26495
2021-04-23,4.2735
2021-04-24,9.4017
2021-04-25,5.9829
2021-04-26,9.4017
2021-04-27,6.8376
2021-04-28,3.84615
2021-04-29,4.2735
2021-04-30,7.26495
2021-05-02,2.13675
2021-05-03,5.1282
2021-05-04,8.11965
2021-05-05,3.4188
2021-05-06,5.9829
2021-05-07,11.96581
2021-05-08,2.5641
2021-05-09,4.2735
2021-05-10,11.53846
2021-05-11,11.11111
2021-05-12,3.4188
2021-05-13,8.547
2021-05-14,14.95726
2021-05-15,3.4188
2021-05-16,3.84615
2021-05-17,14.10256
2021-05-18,10.25641
2021-05-19,3.84615
2021-05-20,17.09401
2021-05-21,15.38461
2021-05-22,4.2735
2021-05-23,2.13675
2021-05-24,12.39316
2021-05-25,18.37606
2021-05-26,22.22222
2021-05-27,11.96581
2021-05-28,15.81196
2021-05-29,5.9829
2021-05-30,7.6923
2021-05-31,19.23076
2021-06-01,5.9829
2021-06-02,13.67521
2021-06-03,46.58119
2021-06-04,35.04273
2021-06-05,11.96581
2021-06-06,6.41025
2021-06-07,12.39316
2021-06-08,14.95726
2021-06-09,18.37606
2021-06-10,16.66666
2021-06-11,20.08547
2021-06-12,10.68376
2021-06-13,2.99145
2021-06-14,8.97435
2021-06-15,10.68376
2021-06-16,12.82051
2021-06-17,17.94871
2021-06-18,14.10256
2021-06-19,3.4188
2021-06-20,6.41025
2021-06-21,3.84615
2021-06-22,16.66666
2021-06-23,14.10256
2021-06-24,13.67521
2021-06-25,11.11111
2021-06-26,4.70085
2021-06-28,7.6923
2021-06-29,6.8376
2021-06-30,3.84615
2021-07-01,7.6923
2021-07-02,8.97435
2021-07-03,3.84615
2021-07-04,2.13675
2021-07-05,5.55555
2021-07-06,3.4188
2021-07-07,5.55555
2021-07-08,7.6923
2021-07-09,3.4188
2021-07-10,4.2735
2021-07-12,2.13675
2021-07-13,7.6923
2021-07-14,7.6923
2021-07-15,9.4017
2021-07-16,8.547
2021-07-18,2.5641
2021-07-19,5.1282
2021-07-20,7.6923
2021-07-21,10.25641
2021-07-22,8.97435
2021-07-23,5.9829
2021-07-24,4.2735
2021-07-25,3.4188
2021-07-27,9.82905
2021-07-28,8.11965
2021-07-29,5.55555
2021-07-30,2.5641
2021-07-31,2.99145
2021-08-01,2.99145
2021-08-03,5.55555
2021-08-04,11.53846
2021-08-05,9.4017
2021-08-06,4.2735
2021-08-09,6.8376
2021-08-10,2.99145
2021-08-11,4.70085
2021-08-12,2.5641
2021-08-13,7.26495
2021-08-15,5.55555
2021-08-16,4.2735
2021-08-17,7.6923
2021-08-18,7.6923
2021-08-19,9.82905
2021-08-20,11.11111
2021-08-21,2.5641
2021-08-23,2.5641
2021-08-24,8.11965
2021-08-25,8.11965
2021-08-26,11.53846
2021-08-27,11.11111
2021-08-28,3.4188
2021-08-29,2.13675
2021-08-30,9.4017
2021-08-31,9.82905
2021-09-01,6.8376
2021-09-02,5.55555
2021-09-03,2.99145
2021-09-04,2.5641
2021-09-05,2.5641
2021-09-06,2.5641
2021-09-07,5.55555
2021-09-08,4.2735
2021-09-09,4.2735
2021-09-10,4.70085
2021-09-11,4.70085
2021-09-12,2.13675
2021-09-14,3.4188
2021-09-15,7.6923
2021-09-16,7.26495
2021-09-18,2.99145
2021-09-22,4.70085
2021-09-23,5.1282
2021-09-24,13.67521
2021-09-25,6.41025
2021-09-26,4.70085
2021-09-27,13.24786
2021-09-28,10.68376
2021-09-29,2.99145
2021-09-30,7.6923
2021-10-01,3.4188
2021-10-02,2.5641
2021-10-05,2.13675
2021-10-06,9.82905
2021-10-07,4.70085
2021-10-08,7.26495
2021-10-09,3.84615
2021-10-10,2.99145
2021-10-11,2.13675
2021-10-12,5.9829
2021-10-13,2.99145
2021-10-14,5.1282
2021-10-15,7.26495
2021-10-16,2.99145
2021-10-18,5.55555
2021-10-19,7.26495
2021-10-20,3.84615
2021-10-21,7.26495
2021-10-22,10.68376
2021-10-25,4.70085
2021-10-26,10.68376
2021-10-27,11.53846
2021-10-28,7.6923
2021-10-29,8.97435
2021-10-30,3.84615
2021-10-31,6.8376
2021-11-01,7.26495
2021-11-02,6.41025
2021-11-03,6.8376
2021-11-04,7.6923
2021-11-05,6.8376
2021-11-08,8.97435
2021-11-09,6.41025
2021-11-10,10.25641
2021-11-11,9.4017
2021-11-12,12.39316
2021-11-13,5.55555
2021-11-15,14.10256
2021-11-16,11.96581
2021-11-17,10.68376
2021-11-18,14.10256
2021-11-19,14.10256
2021-11-20,8.11965
2021-11-21,2.13675
2021-11-22,16.23931
2021-11-23,22.64957
2021-11-24,10.68376
2021-11-25,11.11111
2021-11-26,7.6923
2021-11-27,2.13675
2021-11-28,4.2735
2021-11-29,11.96581
2021-11-30,8.97435
2021-12-01,23.07692
2021-12-02,11.53846
2021-12-03,17.52136
2021-12-04,4.70085
2021-12-05,4.70085
2021-12-06,18.80341
2021-12-07,13.67521
2021-12-08,13.24786
2021-12-09,16.23931
2021-12-10,15.81196
2021-12-11,6.8376
2021-12-12,9.4017
2021-12-13,14.52991
2021-12-14,11.96581
2021-12-15,13.24786
2021-12-16,6.8376
2021-12-17,14.10256
2021-12-18,9.4017
2021-12-19,10.68376
2021-12-20,15.38461
2021-12-21,18.80341
2021-12-22,15.81196
2021-12-23,14.52991
2021-12-24,19.23076
2021-12-25,5.9829
2021-12-26,8.547
2021-12-27,19.65811
2021-12-28,17.52136
2021-12-29,16.66666
2021-12-30,23.50427
2021-12-31,18.37606
2022-01-01,2.99145
2022-01-02,4.2735
2022-01-03,12.39316
2022-01-04,25.21367
2022-01-05,13.24786
2022-01-06,15.38461
2022-01-07,11.53846
2022-01-08,4.70085
2022-01-09,6.41025
2022-01-10,19.65811
2022-01-11,12.39316
2022-01-12,21.36752
2022-01-13,19.23076
2022-01-14,13.67521
2022-01-15,18.80341
2022-01-16,12.39316
2022-01-17,50.0
2022-01-18,64.10256
2022-01-19,64.10256
2022-01-20,59.82905
2022-01-21,59.4017
2022-01-22,25.64102
2022-01-23,22.22222
2022-01-24,61.53846
2022-01-25,59.82905
2022-01-26,52.13675
2022-01-27,45.29914
2022-01-28,32.90598
2022-01-29,13.24786
2022-01-30,6.8376
2022-01-31,11.96581
2022-02-01,9.82905
2022-02-02,8.547
2022-02-03,32.05128
2022-02-04,32.47863
2022-02-05,9.4017
2022-02-06,18.37606
2022-02-07,39.74358
2022-02-08,36.75213
2022-02-09,26.06837
2022-02-10,37.60683
2022-02-11,38.88888
2022-02-12,14.52991
2022-02-13,21.36752
2022-02-14,31.62393
2022-02-15,41.02564
2022-02-16,29.05982
2022-02-17,29.91452
2022-02-18,29.48717
2022-02-19,9.4017
2022-02-20,9.82905
2022-02-21,29.48717
2022-02-22,36.32478
2022-02-23,20.51282
2022-02-24,25.64102
2022-02-25,22.64957
2022-02-26,13.67521
2022-02-27,15.81196
2022-02-28,14.10256
2022-03-01,8.97435
2022-03-02,15.81196
2022-03-03,12.82051
2022-03-04,9.4017
2022-03-05,2.99145
2022-03-06,10.25641
2022-03-07,10.68376
2022-03-08,8.547
2022-03-09,2.99145
2022-03-10,11.11111
2022-03-11,9.4017
2022-03-12,4.70085
2022-03-13,5.1282
2022-03-14,12.39316
2022-03-15,11.53846
2022-03-16,5.55555
2022-03-17,5.9829
2022-03-18,3.4188
2022-03-19,2.5641
2022-03-20,2.13675
2022-03-21,7.6923
2022-03-22,7.26495
2022-03-23,7.6923
2022-03-24,8.11965
2022-03-25,7.26495
2022-03-28,4.70085
2022-03-29,8.547
2022-03-30,2.5641
2022-03-31,2.13675
2022-04-03,2.5641
2022-04-04,4.2735
2022-04-05,2.99145
2022-04-06,4.70085
2022-04-07,4.70085
2022-04-08,5.55555
2022-04-09,5.1282
2022-04-10,2.13675
2022-04-11,5.9829
2022-04-12,4.2735
2022-04-13,6.41025
2022-04-14,6.41025
2022-04-15,6.8376
2022-04-16,2.99145
2022-04-17,2.13675
2022-04-18,7.26495
2022-04-19,12.82051
2022-04-20,10.25641
2022-04-21,2.99145
2022-04-22,8.547
2022-04-25,3.4188
2022-04-26,5.55555
2022-04-27,8.547
2022-04-28,9.82905
2022-04-29,6.41025
2022-04-30,5.9829
2022-05-02,7.6923
2022-05-03,8.547
2022-05-04,8.97435
2022-05-05,2.99145
2022-05-06,9.4017
2022-05-08,7.26495
2022-05-09,6.41025
2022-05-10,9.82905
2022-05-11,9.82905
2022-05-12,8.97435
2022-05-13,9.82905
2022-05-14,4.2735
2022-05-15,4.70085
2022-05-16,6.8376
2022-05-17,7.26495
2022-05-18,12.39316
2022-05-19,10.68376
2022-05-20,9.82905
2022-05-21,5.55555
2022-05-22,8.11965
2022-05-23,15.81196
2022-05-24,14.95726
2022-05-25,16.66666
2022-05-26,21.36752
2022-05-27,17.52136
2022-05-28,7.26495
2022-05-29,2.13675
2022-05-30,16.23931
2022-05-31,15.81196
2022-06-01,5.9829
2022-06-02,5.9829
2022-06-03,10.68376
2022-06-06,5.55555
2022-06-07,5.9829
2022-06-08,8.97435
2022-06-09,8.11965
2022-06-10,9.82905
2022-06-11,5.1282
2022-06-12,2.5641
2022-06-13,14.95726
2022-06-14,15.38461
2022-06-15,8.547
2022-06-16,12.39316
2022-06-17,16.23931
2022-06-18,4.70085
2022-06-19,3.4188
2022-06-20,10.25641
2022-06-21,16.23931
2022-06-22,16.23931
2022-06-23,13.24786
2022-06-24,12.39316
2022-06-25,2.99145
2022-06-26,3.84615
2022-06-27,4.2735
2022-06-28,13.67521
2022-06-29,11.11111
2022-06-30,11.96581
2022-07-01,3.4188
2022-07-03,2.13675
2022-07-04,4.2735
2022-07-05,2.13675
2022-07-06,10.68376
2022-07-07,5.55555
2022-07-08,7.26495
2022-07-11,2.13675
2022-07-12,6.8376
2022-07-13,2.13675
2022-07-14,3.4188
2022-07-15,2.13675
2022-07-16,2.13675
2022-07-19,5.1282
2022-07-20,5.9829
2022-07-21,2.5641
2022-07-22,6.41025
2022-07-25,7.26495
2022-07-26,6.41025
2022-07-27,5.55555
2022-07-28,2.13675
2022-07-29,2.13675
2022-07-30,3.4188
2022-07-31,2.13675
2022-08-01,2.13675
2022-08-02,2.5641
2022-08-03,5.55555
2022-08-04,6.8376
2022-08-05,2.5641
2022-08-06,2.99145
2022-08-08,8.11965
2022-08-09,2.99145
2022-08-11,5.1282
2022-08-13,2.5641
2022-08-17,2.13675
2022-08-18,9.4017
2022-08-19,8.11965
2022-08-20,4.2735
2022-08-22,2.99145
2022-08-23,6.8376
2022-08-24,4.2735
2022-08-25,4.70085
2022-08-26,3.4188
2022-08-28,2.5641
2022-08-29,2.13675
2022-08-30,6.8376
2022-08-31,5.1282
2022-09-01,5.9829
2022-09-02,6.8376
2022-09-06,5.55555
2022-09-07,7.6923
2022-09-13,7.6923
2022-09-14,5.9829
2022-09-15,6.41025
2022-09-16,2.13675
2022-09-18,4.70085
2022-09-19,7.6923
2022-09-20,8.97435
2022-09-21,9.82905
2022-09-22,11.53846
2022-09-23,9.82905
2022-09-25,4.70085
2022-09-26,9.4017
2022-09-27,7.6923
2022-09-28,8.547
2022-09-29,10.68376
2022-09-30,5.55555
2022-10-01,4.70085
2022-10-02,2.5641
2022-10-04,7.26495
2022-10-05,12.39316
2022-10-06,10.68376
2022-10-07,2.99145
2022-10-09,3.4188
2022-10-10,5.9829
2022-10-11,2.5641
2022-10-12,11.96581
2022-10-13,8.11965
2022-10-14,6.41025
2022-10-16,3.4188
2022-10-17,9.82905
2022-10-18,10.68376
2022-10-19,10.25641
2022-10-20,11.11111
2022-10-21,6.41025
2022-10-22,8.97435
2022-10-23,6.41025
2022-10-24,9.4017
2022-10-25,12.39316
2022-10-26,14.95726
2022-10-27,11.96581
2022-10-28,13.67521
2022-10-29,5.55555
2022-10-30,5.1282
2022-10-31,5.1282
2022-11-01,11.11111
2022-11-02,12.82051
2022-11-03,12.82051
2022-11-04,20.08547
2022-11-05,8.11965
2022-11-06,6.41025
2022-11-07,12.82051
2022-11-08,14.95726
2022-11-09,14.10256
2022-11-10,19.65811
2022-11-11,12.82051
2022-11-12,8.11965
2022-11-13,4.70085
2022-11-14,23.07692
2022-11-15,9.82905
2022-11-16,15.81196
2022-11-17,14.52991
2022-11-18,19.23076
2022-11-19,5.9829
2022-11-20,8.547
2022-11-21,17.52136
2022-11-22,22.64957
2022-11-23,17.52136
2022-11-24,18.80341
2022-11-25,14.52991
2022-11-26,2.5641
2022-11-27,8.11965
2022-11-28,18.80341
2022-11-29,23.93162
2022-11-30,25.64102
2022-12-01,31.19658
2022-12-02,20.94017
2022-12-03,8.97435
2022-12-04,7.6923
2022-12-05,19.23076
2022-12-06,18.37606
2022-12-07,25.64102
2022-12-08,23.07692
2022-12-09,25.64102
2022-12-10,13.67521
2022-12-11,8.97435
2022-12-12,28.63247
2022-12-13,23.50427
2022-12-14,24.78632
2022-12-15,25.21367
2022-12-16,20.08547
2022-12-17,9.4017
2022-12-18,6.8376
2022-12-19,24.78632
2022-12-20,27.77777
2022-12-21,33.33333
2022-12-22,20.94017
2022-12-23,23.93162
2022-12-24,12.82051
2022-12-25,2.5641
2022-12-26,17.52136
2022-12-27,23.93162
2022-12-28,24.78632
2022-12-29,20.08547
2022-12-30,14.95726
2022-12-31,6.8376
2023-01-01,4.70085
2023-01-02,14.95726
2023-01-03,19.65811
2023-01-04,26.06837
2023-01-05,18.80341
2023-01-06,17.52136
2023-01-07,11.96581
2023-01-08,9.82905
2023-01-09,17.09401
2023-01-10,22.22222
2023-01-11,17.94871
2023-01-12,27.35042
2023-01-13,27.77777
2023-01-14,8.97435
2023-01-15,21.79487
2023-01-16,76.49572
2023-01-17,88.88888
2023-01-18,88.03418
2023-01-19,82.90598
2023-01-20,66.66666
2023-01-21,22.22222
2023-01-22,12.39316
2023-01-23,18.80341
2023-01-24,19.65811
2023-01-25,100.0
2023-01-26,91.45299
2023-01-27,59.4017
2023-01-28,27.77777
2023-01-29,25.21367
2023-01-30,76.06837
2023-01-31,66.66666
2023-02-01,57.6923
2023-02-02,52.13675
2023-02-03,45.72649
2023-02-04,16.66666
2023-02-05,16.23931
2023-02-06,40.17094
2023-02-07,42.30769
2023-02-08,47.86324
2023-02-09,39.74358
2023-02-10,37.60683
2023-02-11,12.82051
2023-02-12,12.39316
2023-02-13,49.14529
2023-02-14,38.03418
2023-02-15,42.73504
2023-02-16,43.16239
2023-02-17,38.46153
2023-02-18,17.94871
2023-02-19,10.68376
2023-02-20,27.77777
2023-02-21,36.32478
2023-02-22,39.31623
2023-02-23,26.92307
2023-02-24,27.77777
2023-02-25,12.39316
2023-02-26,11.53846
2023-02-27,23.50427
2023-02-28,31.62393
2023-03-01,10.25641
2023-03-02,18.80341
2023-03-03,20.08547
2023-03-04,9.82905
2023-03-05,8.547
2023-03-06,13.67521
2023-03-07,17.94871
2023-03-08,24.78632
2023-03-09,14.95726
2023-03-10,14.10256
2023-03-11,5.1282
2023-03-12,4.2735
2023-03-13,8.11965
2023-03-14,15.38461
2023-03-15,15.81196
2023-03-16,15.38461
2023-03-17,11.11111
2023-03-18,6.41025
2023-03-19,5.1282
2023-03-20,15.38461
2023-03-21,12.82051
2023-03-22,9.82905
2023-03-23,11.11111
2023-03-24,11.11111
2023-03-25,7.6923
2023-03-26,6.41025
2023-03-27,9.82905
2023-03-28,13.67521
2023-03-29,13.67521
2023-03-30,13.67521
2023-03-31,5.55555
2023-04-01,7.6923
2023-04-02,2.99145
2023-04-03,11.11111
2023-04-04,9.82905
2023-04-05,8.11965
2023-04-06,11.96581
2023-04-07,8.547
2023-04-08,7.6923
2023-04-09,2.5641
2023-04-10,10.25641
2023-04-11,13.24786
2023-04-12,11.11111
2023-04-13,7.6923
2023-04-14,8.97435
2023-04-15,3.4188
2023-04-16,2.99145
2023-04-17,9.4017
2023-04-18,10.68376
2023-04-19,7.6923
2023-04-20,14.52991
2023-04-21,11.11111
2023-04-22,3.4188
2023-04-23,6.8376
2023-04-24,8.97435
2023-04-25,13.24786
2023-04-26,14.10256
2023-04-27,9.4017
2023-04-28,12.39316
2023-04-29,3.84615
2023-04-30,2.13675
2023-05-01,5.55555
2023-05-02,12.39316
2023-05-03,14.52991
2023-05-04,10.25641
2023-05-05,2.13675
2023-05-06,4.70085
2023-05-07,5.55555
2023-05-08,15.81196
2023-05-09,21.36752
2023-05-10,23.93162
2023-05-11,25.21367
2023-05-12,26.49572
2023-05-13,5.9829
2023-05-14,6.41025
2023-05-15,26.49572
2023-05-16,32.90598
2023-05-17,30.76923
2023-05-18,23.93162
2023-05-19,30.34188
2023-05-20,10.25641
2023-05-21,11.53846
2023-05-22,29.48717
2023-05-23,38.88888
2023-05-24,33.76068
2023-05-25,35.89743
2023-05-26,29.05982
2023-05-27,11.53846
2023-05-28,9.4017
2023-05-29,12.82051
2023-05-30,23.50427
2023-05-31,32.05128
2023-06-01,17.94871
2023-06-02,11.11111
2023-06-03,8.547
2023-06-04,5.1282
2023-06-05,13.67521
2023-06-06,4.2735
2023-06-07,16.23931
2023-06-08,18.37606
2023-06-09,13.24786
2023-06-10,8.97435
2023-06-11,15.81196
2023-06-12,14.52991
2023-06-13,21.36752
2023-06-14,21.36752
2023-06-15,24.78632
2023-06-16,22.64957
2023-06-17,5.55555
2023-06-18,7.26495
2023-06-19,24.35897
2023-06-20,31.62393
2023-06-21,31.62393
2023-06-22,32.90598
2023-06-23,26.92307
2023-06-24,6.8376
2023-06-25,10.25641
2023-06-26,19.65811
2023-06-27,18.80341
2023-06-28,19.65811
2023-06-29,26.06837
2023-06-30,17.09401
2023-07-01,6.41025
2023-07-02,6.41025
2023-07-03,16.66666
2023-07-04,12.39316
2023-07-05,18.80341
2023-07-06,20.94017
2023-07-07,20.08547
2023-07-08,2.5641
2023-07-09,5.1282
2023-07-10,19.65811
2023-07-11,17.09401
2023-07-12,23.07692
2023-07-13,17.94871
2023-07-14,9.4017
2023-07-15,6.41025
2023-07-16,2.5641
2023-07-17,7.6923
2023-07-18,8.97435
2023-07-19,15.38461
2023-07-20,11.96581
2023-07-21,14.10256
2023-07-22,6.8376
2023-07-23,2.99145
2023-07-24,11.11111
2023-07-25,11.96581
2023-07-26,11.53846
2023-07-27,15.38461
2023-07-28,11.11111
2023-07-29,2.5641
2023-07-30,2.99145
2023-07-31,11.96581
2023-08-01,12.82051
2023-08-02,17.09401
2023-08-03,13.24786
2023-08-04,13.67521
2023-08-07,13.67521
2023-08-08,12.39316
2023-08-09,15.38461
2023-08-10,10.68376
2023-08-11,8.11965
2023-08-12,7.26495
2023-08-13,2.5641
2023-08-14,17.09401
2023-08-15,3.4188
2023-08-16,17.94871
2023-08-17,14.95726
2023-08-18,6.8376
2023-08-19,12.39316
2023-08-20,24.35897
2023-08-21,52.5641
2023-08-22,26.49572
2023-08-23,18.37606
2023-08-24,13.24786
2023-08-25,17.09401
2023-08-26,7.6923
2023-08-27,7.6923
2023-08-28,14.52991
2023-08-29,22.22222
2023-08-30,15.81196
2023-08-31,17.94871
2023-09-01,13.24786
2023-09-02,6.41025
2023-09-03,7.26495
2023-09-04,19.23076
2023-09-05,16.66666
2023-09-06,20.08547
2023-09-07,19.23076
2023-09-08,15.38461
2023-09-09,4.2735
2023-09-10,6.8376
2023-09-11,19.23076
2023-09-12,17.09401
2023-09-13,19.65811
2023-09-14,21.36752
2023-09-15,20.51282
2023-09-16,2.99145
2023-09-17,3.84615
2023-09-18,22.64957
2023-09-19,21.79487
2023-09-20,19.65811
2023-09-21,19.65811
2023-09-22,12.82051
2023-09-23,4.70085
2023-09-24,3.4188
2023-09-25,23.93162
2023-09-26,18.80341
2023-09-27,10.25641
2023-09-28,4.2735
2023-09-30,2.99145
2023-10-01,4.70085
2023-10-02,8.97435
2023-10-03,4.70085
2023-10-04,17.52136
2023-10-05,17.94871
2023-10-06,19.23076
2023-10-08,5.9829
2023-10-09,11.11111
2023-10-10,25.64102
2023-10-11,33.33333
2023-10-12,22.64957
2023-10-13,15.81196
2023-10-14,2.99145
2023-10-15,6.8376
2023-10-16,22.64957
2023-10-17,26.06837
