date,중고노트북매입
2021-01-12,73.88059
2021-01-13,83.58208
2021-01-14,72.01492
2021-01-15,78.73134
2021-01-16,63.80597
2021-01-17,73.88059
2021-01-18,79.85074
2021-01-19,77.2388
2021-01-20,76.49253
2021-01-21,76.1194
2021-01-22,59.32835
2021-01-23,50.74626
2021-01-24,64.92537
2021-01-25,82.08955
2021-01-26,75.74626
2021-01-27,68.28358
2021-01-28,66.79104
2021-01-29,58.95522
2021-01-30,63.43283
2021-01-31,59.32835
2021-02-01,55.22388
2021-02-02,55.97014
2021-02-03,47.76119
2021-02-04,69.40298
2021-02-05,49.25373
2021-02-06,57.83582
2021-02-07,55.59701
2021-02-08,74.62686
2021-02-09,62.68656
2021-02-10,53.3582
2021-02-11,50.74626
2021-02-12,47.38805
2021-02-13,55.22388
2021-02-14,58.20895
2021-02-15,90.2985
2021-02-16,69.02985
2021-02-17,60.44776
2021-02-18,65.2985
2021-02-19,57.46268
2021-02-20,47.38805
2021-02-21,53.73134
2021-02-22,51.86567
2021-02-23,73.50746
2021-02-24,69.40298
2021-02-25,52.98507
2021-02-26,49.25373
2021-02-27,45.14925
2021-02-28,49.62686
2021-03-01,50.74626
2021-03-02,66.41791
2021-03-03,56.34328
2021-03-04,64.92537
2021-03-05,41.04477
2021-03-06,40.67164
2021-03-07,46.26865
2021-03-08,71.26865
2021-03-09,58.58208
2021-03-10,53.73134
2021-03-11,59.32835
2021-03-12,55.22388
2021-03-13,47.38805
2021-03-14,44.02985
2021-03-15,66.04477
2021-03-16,51.49253
2021-03-17,54.10447
2021-03-18,58.20895
2021-03-19,63.0597
2021-03-20,43.65671
2021-03-21,49.62686
2021-03-22,67.16417
2021-03-23,66.79104
2021-03-24,57.83582
2021-03-25,57.46268
2021-03-26,50.37313
2021-03-27,50.0
2021-03-28,47.76119
2021-03-29,76.86567
2021-03-30,58.58208
2021-03-31,64.55223
2021-04-01,61.56716
2021-04-02,50.37313
2021-04-03,42.53731
2021-04-04,38.0597
2021-04-05,58.95522
2021-04-06,67.16417
2021-04-07,46.64179
2021-04-08,50.0
2021-04-09,42.53731
2021-04-10,39.55223
2021-04-11,36.56716
2021-04-12,65.67164
2021-04-13,60.07462
2021-04-14,44.40298
2021-04-15,53.73134
2021-04-16,49.62686
2021-04-17,38.43283
2021-04-18,39.55223
2021-04-19,70.89552
2021-04-20,50.74626
2021-04-21,62.68656
2021-04-22,59.70149
2021-04-23,39.92537
2021-04-24,46.64179
2021-04-25,40.67164
2021-04-26,72.38805
2021-04-27,47.38805
2021-04-28,50.74626
2021-04-29,61.94029
2021-04-30,55.22388
2021-05-01,38.80597
2021-05-02,53.3582
2021-05-03,74.25373
2021-05-04,55.97014
2021-05-05,57.08955
2021-05-06,63.0597
2021-05-07,52.2388
2021-05-08,43.65671
2021-05-09,48.88059
2021-05-10,72.38805
2021-05-11,53.3582
2021-05-12,49.62686
2021-05-13,49.62686
2021-05-14,46.26865
2021-05-15,42.16417
2021-05-16,52.2388
2021-05-17,58.95522
2021-05-18,48.50746
2021-05-19,45.52238
2021-05-20,54.10447
2021-05-21,58.58208
2021-05-22,41.41791
2021-05-23,39.55223
2021-05-24,61.56716
2021-05-25,67.53731
2021-05-26,68.28358
2021-05-27,60.82089
2021-05-28,50.74626
2021-05-29,48.13432
2021-05-30,55.59701
2021-05-31,62.31343
2021-06-01,47.76119
2021-06-02,52.98507
2021-06-03,48.88059
2021-06-04,41.41791
2021-06-05,48.50746
2021-06-06,50.74626
2021-06-07,54.10447
2021-06-08,47.01492
2021-06-09,48.50746
2021-06-10,54.85074
2021-06-11,47.01492
2021-06-12,40.2985
2021-06-13,39.55223
2021-06-14,55.59701
2021-06-15,51.1194
2021-06-16,58.20895
2021-06-17,44.40298
2021-06-18,45.89552
2021-06-19,48.13432
2021-06-20,48.13432
2021-06-21,69.40298
2021-06-22,73.88059
2021-06-23,60.82089
2021-06-24,46.64179
2021-06-25,56.34328
2021-06-26,44.02985
2021-06-27,44.02985
2021-06-28,55.59701
2021-06-29,52.2388
2021-06-30,49.62686
2021-07-01,52.61194
2021-07-02,54.10447
2021-07-03,41.79104
2021-07-04,56.34328
2021-07-05,68.65671
2021-07-06,51.1194
2021-07-07,66.41791
2021-07-08,57.83582
2021-07-09,54.47761
2021-07-10,35.44776
2021-07-11,48.50746
2021-07-12,71.64179
2021-07-13,64.55223
2021-07-14,77.61194
2021-07-15,68.28358
2021-07-16,58.95522
2021-07-17,47.01492
2021-07-18,54.85074
2021-07-19,62.31343
2021-07-20,69.02985
2021-07-21,47.76119
2021-07-22,69.02985
2021-07-23,52.98507
2021-07-24,33.95522
2021-07-25,37.31343
2021-07-26,46.26865
2021-07-27,52.2388
2021-07-28,46.26865
2021-07-29,52.2388
2021-07-30,47.38805
2021-07-31,43.65671
2021-08-01,40.2985
2021-08-02,53.73134
2021-08-03,47.01492
2021-08-04,49.25373
2021-08-05,48.88059
2021-08-06,38.43283
2021-08-07,33.20895
2021-08-08,33.95522
2021-08-09,55.22388
2021-08-10,57.08955
2021-08-11,55.59701
2021-08-12,51.86567
2021-08-13,63.0597
2021-08-14,52.2388
2021-08-15,43.28358
2021-08-16,61.19402
2021-08-17,75.37313
2021-08-18,59.70149
2021-08-19,57.46268
2021-08-20,54.10447
2021-08-21,49.62686
2021-08-22,49.62686
2021-08-23,48.88059
2021-08-24,53.73134
2021-08-25,53.73134
2021-08-26,47.38805
2021-08-27,58.58208
2021-08-28,47.38805
2021-08-29,53.73134
2021-08-30,58.58208
2021-08-31,56.71641
2021-09-01,49.62686
2021-09-02,52.98507
2021-09-03,47.01492
2021-09-04,47.38805
2021-09-05,35.07462
2021-09-06,54.85074
2021-09-07,42.16417
2021-09-08,57.08955
2021-09-09,48.13432
2021-09-10,49.25373
2021-09-11,48.13432
2021-09-12,39.92537
2021-09-13,54.10447
2021-09-14,51.1194
2021-09-15,50.0
2021-09-16,48.88059
2021-09-17,31.71641
2021-09-18,39.92537
2021-09-19,36.19402
2021-09-20,30.22388
2021-09-21,26.1194
2021-09-22,41.04477
2021-09-23,51.49253
2021-09-24,58.95522
2021-09-25,42.91044
2021-09-26,38.43283
2021-09-27,79.10447
2021-09-28,78.73134
2021-09-29,51.86567
2021-09-30,66.79104
2021-10-01,57.83582
2021-10-02,44.02985
2021-10-03,41.41791
2021-10-04,53.73134
2021-10-05,64.1791
2021-10-06,54.47761
2021-10-07,61.56716
2021-10-08,51.49253
2021-10-09,45.89552
2021-10-10,38.0597
2021-10-11,55.22388
2021-10-12,65.2985
2021-10-13,66.79104
2021-10-14,67.16417
2021-10-15,47.38805
2021-10-16,50.37313
2021-10-17,44.02985
2021-10-18,68.28358
2021-10-19,65.2985
2021-10-20,56.34328
2021-10-21,63.80597
2021-10-22,44.02985
2021-10-23,46.26865
2021-10-24,47.76119
2021-10-25,55.22388
2021-10-26,51.49253
2021-10-27,54.85074
2021-10-28,60.82089
2021-10-29,46.26865
2021-10-30,34.32835
2021-10-31,40.2985
2021-11-01,60.44776
2021-11-02,49.62686
2021-11-03,52.98507
2021-11-04,58.95522
2021-11-05,46.26865
2021-11-06,44.40298
2021-11-07,45.52238
2021-11-08,51.86567
2021-11-09,48.13432
2021-11-10,57.83582
2021-11-11,54.47761
2021-11-12,47.76119
2021-11-13,41.04477
2021-11-14,40.67164
2021-11-15,58.58208
2021-11-16,49.25373
2021-11-17,49.62686
2021-11-18,50.0
2021-11-19,62.68656
2021-11-20,35.82089
2021-11-21,35.82089
2021-11-22,56.34328
2021-11-23,44.77611
2021-11-24,45.89552
2021-11-25,55.59701
2021-11-26,54.10447
2021-11-27,44.40298
2021-11-28,43.65671
2021-11-29,57.46268
2021-11-30,59.70149
2021-12-01,56.71641
2021-12-02,46.26865
2021-12-03,44.77611
2021-12-04,31.34328
2021-12-05,44.02985
2021-12-06,52.98507
2021-12-07,53.73134
2021-12-08,46.64179
2021-12-09,58.58208
2021-12-10,53.3582
2021-12-11,43.65671
2021-12-12,42.91044
2021-12-13,47.76119
2021-12-14,58.95522
2021-12-15,50.0
2021-12-16,39.1791
2021-12-17,55.22388
2021-12-18,40.67164
2021-12-19,36.56716
2021-12-20,64.1791
2021-12-21,60.44776
2021-12-22,57.08955
2021-12-23,52.98507
2021-12-24,46.64179
2021-12-25,45.52238
2021-12-26,42.16417
2021-12-27,69.77611
2021-12-28,65.67164
2021-12-29,47.76119
2021-12-30,68.28358
2021-12-31,40.67164
2022-01-01,43.65671
2022-01-02,69.02985
2022-01-03,64.1791
2022-01-04,66.41791
2022-01-05,64.55223
2022-01-06,53.3582
2022-01-07,61.94029
2022-01-08,60.07462
2022-01-09,53.3582
2022-01-10,76.49253
2022-01-11,82.08955
2022-01-12,52.2388
2022-01-13,57.08955
2022-01-14,55.22388
2022-01-15,50.74626
2022-01-16,54.85074
2022-01-17,62.31343
2022-01-18,69.02985
2022-01-19,63.80597
2022-01-20,47.76119
2022-01-21,53.3582
2022-01-22,60.44776
2022-01-23,60.44776
2022-01-24,65.67164
2022-01-25,54.85074
2022-01-26,51.49253
2022-01-27,66.41791
2022-01-28,51.49253
2022-01-29,38.80597
2022-01-30,45.14925
2022-01-31,42.91044
2022-02-01,41.04477
2022-02-02,63.43283
2022-02-03,67.91044
2022-02-04,72.38805
2022-02-05,54.85074
2022-02-06,72.76119
2022-02-07,83.20895
2022-02-08,59.32835
2022-02-09,72.38805
2022-02-10,76.1194
2022-02-11,61.94029
2022-02-12,45.14925
2022-02-13,66.79104
2022-02-14,94.40298
2022-02-15,67.53731
2022-02-16,87.31343
2022-02-17,66.79104
2022-02-18,55.22388
2022-02-19,71.64179
2022-02-20,76.49253
2022-02-21,72.01492
2022-02-22,71.26865
2022-02-23,59.32835
2022-02-24,62.31343
2022-02-25,66.79104
2022-02-26,61.19402
2022-02-27,60.82089
2022-02-28,65.67164
2022-03-01,58.95522
2022-03-02,48.50746
2022-03-03,67.16417
2022-03-04,52.61194
2022-03-05,34.32835
2022-03-06,54.85074
2022-03-07,52.98507
2022-03-08,69.40298
2022-03-09,62.31343
2022-03-10,50.74626
2022-03-11,69.40298
2022-03-12,63.43283
2022-03-13,54.47761
2022-03-14,61.56716
2022-03-15,66.41791
2022-03-16,62.31343
2022-03-17,59.70149
2022-03-18,59.32835
2022-03-19,60.07462
2022-03-20,57.08955
2022-03-21,59.70149
2022-03-22,57.46268
2022-03-23,62.68656
2022-03-24,50.37313
2022-03-25,57.83582
2022-03-26,63.0597
2022-03-27,55.22388
2022-03-28,55.59701
2022-03-29,44.02985
2022-03-30,50.0
2022-03-31,68.65671
2022-04-01,67.91044
2022-04-02,47.01492
2022-04-03,57.83582
2022-04-04,69.77611
2022-04-05,59.70149
2022-04-06,64.1791
2022-04-07,47.38805
2022-04-08,57.46268
2022-04-09,44.02985
2022-04-10,51.49253
2022-04-11,48.50746
2022-04-12,60.82089
2022-04-13,65.67164
2022-04-14,76.1194
2022-04-15,54.85074
2022-04-16,42.53731
2022-04-17,45.52238
2022-04-18,51.1194
2022-04-19,69.02985
2022-04-20,57.46268
2022-04-21,44.77611
2022-04-22,50.0
2022-04-23,46.26865
2022-04-24,49.25373
2022-04-25,55.59701
2022-04-26,52.61194
2022-04-27,50.0
2022-04-28,49.62686
2022-04-29,51.1194
2022-04-30,39.55223
2022-05-01,54.47761
2022-05-02,54.85074
2022-05-03,60.44776
2022-05-04,61.19402
2022-05-05,39.92537
2022-05-06,50.74626
2022-05-07,49.62686
2022-05-08,46.26865
2022-05-09,61.94029
2022-05-10,55.22388
2022-05-11,39.55223
2022-05-12,51.49253
2022-05-13,42.53731
2022-05-14,47.01492
2022-05-15,48.50746
2022-05-16,66.41791
2022-05-17,73.13432
2022-05-18,45.52238
2022-05-19,52.2388
2022-05-20,46.26865
2022-05-21,52.2388
2022-05-22,47.01492
2022-05-23,57.08955
2022-05-24,72.76119
2022-05-25,53.3582
2022-05-26,65.67164
2022-05-27,54.10447
2022-05-28,43.28358
2022-05-29,41.04477
2022-05-30,56.34328
2022-05-31,55.22388
2022-06-01,45.89552
2022-06-02,58.20895
2022-06-03,49.25373
2022-06-04,44.40298
2022-06-05,36.56716
2022-06-06,39.55223
2022-06-07,70.14925
2022-06-08,67.16417
2022-06-09,58.58208
2022-06-10,48.50746
2022-06-11,53.3582
2022-06-12,49.25373
2022-06-13,67.91044
2022-06-14,49.62686
2022-06-15,52.2388
2022-06-16,55.59701
2022-06-17,57.08955
2022-06-18,42.53731
2022-06-19,35.44776
2022-06-20,67.16417
2022-06-21,61.94029
2022-06-22,57.83582
2022-06-23,60.82089
2022-06-24,68.28358
2022-06-25,41.04477
2022-06-26,51.49253
2022-06-27,55.22388
2022-06-28,61.94029
2022-06-29,47.01492
2022-06-30,49.25373
2022-07-01,52.2388
2022-07-02,35.07462
2022-07-03,52.98507
2022-07-04,60.44776
2022-07-05,49.25373
2022-07-06,56.34328
2022-07-07,56.71641
2022-07-08,47.76119
2022-07-09,41.79104
2022-07-10,45.14925
2022-07-11,67.91044
2022-07-12,61.19402
2022-07-13,53.73134
2022-07-14,61.56716
2022-07-15,42.91044
2022-07-16,43.65671
2022-07-17,41.04477
2022-07-18,63.0597
2022-07-19,46.26865
2022-07-20,60.44776
2022-07-21,62.68656
2022-07-22,66.41791
2022-07-23,39.92537
2022-07-24,38.80597
2022-07-25,63.0597
2022-07-26,69.40298
2022-07-27,54.10447
2022-07-28,55.22388
2022-07-29,44.77611
2022-07-30,39.55223
2022-07-31,44.40298
2022-08-01,58.20895
2022-08-02,44.40298
2022-08-03,54.47761
2022-08-04,50.74626
2022-08-05,65.2985
2022-08-06,53.73134
2022-08-07,45.89552
2022-08-08,58.58208
2022-08-09,58.58208
2022-08-10,58.95522
2022-08-11,65.67164
2022-08-12,56.34328
2022-08-13,58.58208
2022-08-14,50.74626
2022-08-15,63.0597
2022-08-16,71.64179
2022-08-17,72.38805
2022-08-18,58.58208
2022-08-19,67.53731
2022-08-20,49.62686
2022-08-21,50.0
2022-08-22,78.3582
2022-08-23,51.86567
2022-08-24,58.20895
2022-08-25,67.53731
2022-08-26,57.83582
2022-08-27,40.67164
2022-08-28,44.02985
2022-08-29,61.19402
2022-08-30,60.07462
2022-08-31,56.34328
2022-09-01,52.61194
2022-09-02,60.82089
2022-09-03,42.16417
2022-09-04,45.89552
2022-09-05,55.59701
2022-09-06,44.02985
2022-09-07,50.37313
2022-09-08,48.88059
2022-09-09,38.0597
2022-09-10,26.1194
2022-09-11,41.04477
2022-09-12,48.50746
2022-09-13,61.56716
2022-09-14,69.40298
2022-09-15,51.86567
2022-09-16,48.88059
2022-09-17,42.91044
2022-09-18,48.88059
2022-09-19,63.0597
2022-09-20,61.56716
2022-09-21,56.34328
2022-09-22,77.61194
2022-09-23,55.22388
2022-09-24,46.64179
2022-09-25,49.25373
2022-09-26,72.76119
2022-09-27,56.71641
2022-09-28,62.31343
2022-09-29,53.73134
2022-09-30,44.40298
2022-10-01,47.38805
2022-10-02,38.80597
2022-10-03,38.43283
2022-10-04,55.22388
2022-10-05,56.34328
2022-10-06,48.88059
2022-10-07,41.41791
2022-10-08,37.31343
2022-10-09,39.55223
2022-10-10,47.01492
2022-10-11,42.53731
2022-10-12,63.80597
2022-10-13,51.1194
2022-10-14,50.74626
2022-10-15,37.68656
2022-10-16,54.10447
2022-10-17,66.79104
2022-10-18,60.82089
2022-10-19,55.22388
2022-10-20,51.1194
2022-10-21,46.26865
2022-10-22,46.64179
2022-10-23,38.0597
2022-10-24,59.32835
2022-10-25,59.70149
2022-10-26,59.32835
2022-10-27,45.52238
2022-10-28,38.0597
2022-10-29,33.20895
2022-10-30,43.65671
2022-10-31,58.95522
2022-11-01,56.34328
2022-11-02,51.1194
2022-11-03,59.32835
2022-11-04,40.67164
2022-11-05,45.52238
2022-11-06,42.91044
2022-11-07,58.95522
2022-11-08,58.95522
2022-11-09,54.85074
2022-11-10,48.88059
2022-11-11,58.20895
2022-11-12,41.41791
2022-11-13,61.19402
2022-11-14,72.38805
2022-11-15,69.40298
2022-11-16,77.2388
2022-11-17,69.77611
2022-11-18,60.44776
2022-11-19,55.59701
2022-11-20,35.82089
2022-11-21,55.97014
2022-11-22,59.32835
2022-11-23,51.86567
2022-11-24,40.67164
2022-11-25,50.37313
2022-11-26,36.19402
2022-11-27,48.50746
2022-11-28,72.01492
2022-11-29,64.1791
2022-11-30,56.34328
2022-12-01,43.65671
2022-12-02,49.25373
2022-12-03,43.28358
2022-12-04,46.26865
2022-12-05,52.98507
2022-12-06,49.25373
2022-12-07,46.64179
2022-12-08,49.25373
2022-12-09,51.49253
2022-12-10,46.64179
2022-12-11,47.38805
2022-12-12,69.40298
2022-12-13,61.56716
2022-12-14,48.50746
2022-12-15,50.74626
2022-12-16,49.25373
2022-12-17,42.16417
2022-12-18,35.44776
2022-12-19,66.04477
2022-12-20,74.25373
2022-12-21,65.2985
2022-12-22,40.67164
2022-12-23,51.1194
2022-12-24,44.40298
2022-12-25,27.61194
2022-12-26,57.08955
2022-12-27,61.19402
2022-12-28,41.41791
2022-12-29,36.94029
2022-12-30,50.74626
2022-12-31,36.56716
2023-01-01,30.22388
2023-01-02,53.3582
2023-01-03,52.61194
2023-01-04,59.70149
2023-01-05,62.68656
2023-01-06,53.3582
2023-01-07,51.49253
2023-01-08,48.88059
2023-01-09,75.74626
2023-01-10,58.95522
2023-01-11,54.85074
2023-01-12,46.26865
2023-01-13,62.31343
2023-01-14,39.1791
2023-01-15,56.34328
2023-01-16,62.31343
2023-01-17,56.34328
2023-01-18,63.80597
2023-01-19,69.02985
2023-01-20,45.52238
2023-01-21,27.98507
2023-01-22,22.01492
2023-01-23,33.20895
2023-01-24,60.44776
2023-01-25,76.49253
2023-01-26,63.43283
2023-01-27,51.49253
2023-01-28,49.25373
2023-01-29,49.62686
2023-01-30,74.62686
2023-01-31,59.32835
2023-02-01,54.85074
2023-02-02,70.52238
2023-02-03,61.56716
2023-02-04,55.97014
2023-02-05,57.08955
2023-02-06,69.40298
2023-02-07,78.3582
2023-02-08,63.80597
2023-02-09,62.68656
2023-02-10,61.19402
2023-02-11,67.16417
2023-02-12,58.20895
2023-02-13,67.53731
2023-02-14,75.0
2023-02-15,75.0
2023-02-16,72.76119
2023-02-17,64.92537
2023-02-18,57.83582
2023-02-19,62.68656
2023-02-20,80.59701
2023-02-21,60.44776
2023-02-22,62.31343
2023-02-23,52.98507
2023-02-24,58.58208
2023-02-25,57.46268
2023-02-26,48.88059
2023-02-27,86.56716
2023-02-28,68.65671
2023-03-01,72.38805
2023-03-02,51.86567
2023-03-03,76.86567
2023-03-04,51.86567
2023-03-05,67.91044
2023-03-06,98.13432
2023-03-07,55.97014
2023-03-08,75.37313
2023-03-09,57.46268
2023-03-10,61.94029
2023-03-11,47.38805
2023-03-12,57.83582
2023-03-13,72.01492
2023-03-14,66.79104
2023-03-15,69.40298
2023-03-16,60.07462
2023-03-17,52.61194
2023-03-18,40.2985
2023-03-19,52.2388
2023-03-20,59.32835
2023-03-21,52.2388
2023-03-22,58.58208
2023-03-23,54.10447
2023-03-24,48.50746
2023-03-25,37.68656
2023-03-26,33.20895
2023-03-27,72.01492
2023-03-28,56.71641
2023-03-29,59.32835
2023-03-30,48.13432
2023-03-31,50.74626
2023-04-01,38.80597
2023-04-02,40.67164
2023-04-03,56.71641
2023-04-04,38.43283
2023-04-05,50.0
2023-04-06,44.02985
2023-04-07,39.1791
2023-04-08,33.95522
2023-04-09,45.89552
2023-04-10,47.01492
2023-04-11,52.2388
2023-04-12,42.16417
2023-04-13,54.10447
2023-04-14,49.62686
2023-04-15,44.40298
2023-04-16,48.50746
2023-04-17,55.97014
2023-04-18,52.61194
2023-04-19,47.38805
2023-04-20,60.82089
2023-04-21,55.97014
2023-04-22,36.94029
2023-04-23,35.44776
2023-04-24,48.13432
2023-04-25,60.07462
2023-04-26,42.91044
2023-04-27,53.73134
2023-04-28,37.68656
2023-04-29,48.13432
2023-04-30,38.80597
2023-05-01,53.3582
2023-05-02,54.47761
2023-05-03,58.58208
2023-05-04,53.73134
2023-05-05,49.25373
2023-05-06,44.77611
2023-05-07,38.43283
2023-05-08,50.0
2023-05-09,65.67164
2023-05-10,57.46268
2023-05-11,50.37313
2023-05-12,49.25373
2023-05-13,33.20895
2023-05-14,54.85074
2023-05-15,65.2985
2023-05-16,70.14925
2023-05-17,49.62686
2023-05-18,48.88059
2023-05-19,46.64179
2023-05-20,39.92537
2023-05-21,39.1791
2023-05-22,50.37313
2023-05-23,49.62686
2023-05-24,51.1194
2023-05-25,59.70149
2023-05-26,44.77611
2023-05-27,28.73134
2023-05-28,33.58208
2023-05-29,44.02985
