date,AR
2023-05-31,35.50323
2023-06-01,34.30286
2023-06-02,34.6722
2023-06-03,23.17636
2023-06-04,22.62234
2023-06-05,38.50415
2023-06-06,58.86426
2023-06-07,55.35549
2023-06-08,49.63065
2023-06-09,41.13573
2023-06-10,32.40997
2023-06-11,34.16435
2023-06-12,39.65835
2023-06-13,44.69067
2023-06-14,41.08956
2023-06-15,40.81255
2023-06-16,34.76454
2023-06-17,27.79316
2023-06-18,24.09972
2023-06-19,35.41089
2023-06-20,37.21144
2023-06-21,33.56417
2023-06-22,32.68698
2023-06-23,28.024
2023-06-24,19.11357
2023-06-25,19.02123
2023-06-26,32.87165
2023-06-27,32.59464
2023-06-28,30.88642
2023-06-29,33.14866
2023-06-30,26.31578
2023-07-01,21.97599
2023-07-02,20.0831
2023-07-03,30.88642
2023-07-04,32.82548
2023-07-05,33.74884
2023-07-06,35.36472
2023-07-07,31.90212
2023-07-08,20.82179
2023-07-09,22.06832
2023-07-10,32.13296
2023-07-11,33.28716
2023-07-12,36.65743
2023-07-13,33.74884
2023-07-14,28.25484
2023-07-15,18.42105
2023-07-16,21.28347
2023-07-17,31.62511
2023-07-18,31.2096
2023-07-19,29.77839
2023-07-20,25.48476
2023-07-21,27.28531
2023-07-22,20.40627
2023-07-23,19.66759
2023-07-24,28.71652
2023-07-25,31.3481
2023-07-26,28.43951
2023-07-27,30.0554
2023-07-28,29.36288
2023-07-29,17.49769
2023-07-30,19.89843
2023-07-31,26.13111
2023-08-01,23.5457
2023-08-02,26.82363
2023-08-03,27.97783
2023-08-04,21.92982
2023-08-05,16.52816
2023-08-06,17.63619
2023-08-07,27.37765
2023-08-08,28.34718
2023-08-09,28.39335
2023-08-10,25.25392
2023-08-11,29.91689
2023-08-12,17.08217
2023-08-13,17.95937
2023-08-14,25.06925
2023-08-15,17.77469
2023-08-16,30.00923
2023-08-17,29.77839
2023-08-18,29.68605
2023-08-19,17.63619
2023-08-20,16.34349
2023-08-21,30.24007
2023-08-22,30.93259
2023-08-23,30.97876
2023-08-24,32.73314
2023-08-25,27.97783
2023-08-26,18.88273
2023-08-27,17.77469
2023-08-28,31.99445
2023-08-29,33.01015
2023-08-30,31.44044
2023-08-31,26.68513
2023-09-01,27.8855
2023-09-02,18.9289
2023-09-03,20.31394
2023-09-04,33.88734
2023-09-05,83.24099
2023-09-06,41.41274
2023-09-07,34.57987
2023-09-08,29.45521
2023-09-09,21.00646
2023-09-10,20.82179
2023-09-11,32.64081
2023-09-12,32.73314
2023-09-13,35.6879
2023-09-14,35.73407
2023-09-15,31.71745
2023-09-16,23.17636
2023-09-17,27.70083
2023-09-18,30.88642
2023-09-19,33.19482
2023-09-20,35.13388
2023-09-21,30.79409
2023-09-22,30.88642
2023-09-23,56.7867
2023-09-24,30.10156
2023-09-25,50.78485
2023-09-26,100.0
2023-09-27,39.05817
2023-09-28,48.89196
2023-09-29,33.42566
2023-09-30,24.65373
2023-10-01,16.8975
2023-10-02,18.46722
2023-10-03,21.14496
2023-10-04,32.73314
2023-10-05,29.59372
2023-10-06,27.60849
2023-10-07,18.55955
2023-10-08,66.06648
2023-10-09,27.42382
2023-10-10,30.79409
2023-10-11,30.65558
2023-10-12,35.08771
2023-10-13,28.80886
2023-10-14,22.16066
2023-10-15,22.253
2023-10-16,32.13296
2023-10-17,33.61034
2023-10-18,35.96491
2023-10-19,30.24007
2023-10-20,29.82456
2023-10-21,35.64173
2023-10-22,22.89935
2023-10-23,32.3638
2023-10-24,33.42566
2023-10-25,33.19482
2023-10-26,32.82548
2023-10-27,30.0554
2023-10-28,18.69806
2023-10-29,21.46814
2023-10-30,31.30193
2023-10-31,32.64081
2023-11-01,33.33333
2023-11-02,34.11819
2023-11-03,28.76269
2023-11-04,22.20683
2023-11-05,21.56048
2023-11-06,34.11819
2023-11-07,31.80978
2023-11-08,31.67128
2023-11-09,32.96398
2023-11-10,27.70083
2023-11-11,19.29824
2023-11-12,30.3324
2023-11-13,38.82733
2023-11-14,39.19667
2023-11-15,34.76454
2023-11-16,33.74884
2023-11-17,29.91689
2023-11-18,27.42382
2023-11-19,33.33333
2023-11-20,36.65743
2023-11-21,36.01108
2023-11-22,36.51892
2023-11-23,33.28716
2023-11-24,32.13296
2023-11-25,24.97691
2023-11-26,24.09972
2023-11-27,32.87165
2023-11-28,34.44136
2023-11-29,34.62603
2023-11-30,33.61034
2023-12-01,32.82548
2023-12-02,26.45429
2023-12-03,24.00738
2023-12-04,31.90212
2023-12-05,30.97876
2023-12-06,35.31855
2023-12-07,32.2253
2023-12-08,31.25577
2023-12-09,20.45244
2023-12-10,23.77654
2023-12-11,33.6565
2023-12-12,31.99445
2023-12-13,33.518
2023-12-14,35.31855
2023-12-15,32.45614
2023-12-16,19.94459
2023-12-17,22.48384
2023-12-18,31.16343
2023-12-19,29.91689
2023-12-20,31.67128
2023-12-21,29.08587
2023-12-22,22.94552
2023-12-23,18.51338
2023-12-24,15.51246
2023-12-25,18.60572
2023-12-26,27.60849
2023-12-27,27.37765
2023-12-28,25.30009
2023-12-29,22.3915
2023-12-30,15.46629
2023-12-31,18.0517
2024-01-01,16.98984
2024-01-02,27.79316
2024-01-03,27.60849
2024-01-04,27.51615
2024-01-05,27.56232
2024-01-06,22.02216
2024-01-07,21.09879
2024-01-08,28.11634
2024-01-09,32.96398
2024-01-10,32.68698
2024-01-11,31.71745
2024-01-12,28.30101
2024-01-13,19.66759
2024-01-14,22.16066
2024-01-15,29.0397
2024-01-16,30.60941
2024-01-17,30.1939
2024-01-18,28.9012
2024-01-19,27.46999
2024-01-20,20.40627
2024-01-21,19.85226
2024-01-22,29.87072
2024-01-23,30.79409
2024-01-24,31.62511
2024-01-25,30.0554
2024-01-26,25.76177
2024-01-27,20.59095
2024-01-28,21.05263
2024-01-29,28.30101
2024-01-30,32.17913
2024-01-31,28.16251
2024-02-01,29.59372
2024-02-02,27.56232
2024-02-03,33.05632
2024-02-04,28.67036
2024-02-05,34.94921
2024-02-06,33.05632
2024-02-07,30.60941
2024-02-08,28.80886
2024-02-09,23.59187
2024-02-10,19.48291
2024-02-11,23.22253
2024-02-12,21.56048
2024-02-13,30.37857
2024-02-14,31.57894
2024-02-15,34.48753
2024-02-16,31.71745
2024-02-17,24.33056
2024-02-18,24.37673
2024-02-19,32.91782
2024-02-20,33.14866
2024-02-21,30.65558
2024-02-22,31.94829
2024-02-23,26.91597
2024-02-24,20.68328
2024-02-25,20.31394
2024-02-26,28.62419
2024-02-27,28.76269
2024-02-28,30.65558
2024-02-29,28.62419
2024-03-01,19.52908
2024-03-02,21.2373
2024-03-03,19.2059
2024-03-04,27.05447
2024-03-05,34.39519
2024-03-06,32.08679
2024-03-07,33.19482
2024-03-08,29.22437
2024-03-09,23.4072
2024-03-10,22.89935
2024-03-11,33.28716
2024-03-12,36.51892
2024-03-13,36.33425
2024-03-14,37.71929
2024-03-15,30.10156
2024-03-16,22.29916
2024-03-17,22.3915
2024-03-18,32.40997
2024-03-19,33.79501
2024-03-20,34.39519
