date,데이트앱
2023-05-30,20.12012
2023-05-31,16.21621
2023-06-01,22.52252
2023-06-02,21.92192
2023-06-03,14.41441
2023-06-04,18.61861
2023-06-05,19.81981
2023-06-06,13.51351
2023-06-07,13.21321
2023-06-08,19.51951
2023-06-09,16.21621
2023-06-10,12.31231
2023-06-11,16.51651
2023-06-12,14.11411
2023-06-13,16.51651
2023-06-14,10.21021
2023-06-15,15.91591
2023-06-16,12.01201
2023-06-17,16.21621
2023-06-18,22.82282
2023-06-19,11.41141
2023-06-20,14.41441
2023-06-21,11.11111
2023-06-22,13.81381
2023-06-23,13.81381
2023-06-24,13.51351
2023-06-25,21.32132
2023-06-26,18.61861
2023-06-27,16.81681
2023-06-28,9.9099
2023-06-29,14.11411
2023-06-30,11.71171
2023-07-01,14.41441
2023-07-02,15.91591
2023-07-03,13.81381
2023-07-04,12.61261
2023-07-05,12.31231
2023-07-06,12.31231
2023-07-07,12.01201
2023-07-08,15.61561
2023-07-09,12.01201
2023-07-10,13.51351
2023-07-11,15.31531
2023-07-12,15.61561
2023-07-13,18.01801
2023-07-14,10.21021
2023-07-15,20.12012
2023-07-16,32.43243
2023-07-17,19.51951
2023-07-18,24.62462
2023-07-19,19.81981
2023-07-20,22.82282
2023-07-21,15.01501
2023-07-22,12.91291
2023-07-23,9.9099
2023-07-24,12.61261
2023-07-25,10.51051
2023-07-26,12.01201
2023-07-27,12.91291
2023-07-28,12.91291
2023-07-29,14.41441
2023-07-30,14.71471
2023-07-31,17.11711
2023-08-01,19.21921
2023-08-02,15.91591
2023-08-03,15.01501
2023-08-04,14.11411
2023-08-05,10.51051
2023-08-06,15.01501
2023-08-07,10.51051
2023-08-08,15.01501
2023-08-09,12.31231
2023-08-10,12.01201
2023-08-11,16.21621
2023-08-12,14.41441
2023-08-13,12.61261
2023-08-14,15.91591
2023-08-15,16.51651
2023-08-16,13.51351
2023-08-17,11.41141
2023-08-18,9.009
2023-08-19,14.71471
2023-08-20,16.51651
2023-08-21,15.31531
2023-08-22,13.21321
2023-08-23,12.91291
2023-08-24,20.72072
2023-08-25,10.81081
2023-08-26,11.71171
2023-08-27,18.01801
2023-08-28,12.61261
2023-08-29,16.51651
2023-08-30,14.11411
2023-08-31,16.21621
2023-09-01,11.71171
2023-09-02,13.21321
2023-09-03,15.61561
2023-09-04,15.91591
2023-09-05,15.61561
2023-09-06,18.01801
2023-09-07,14.71471
2023-09-08,11.41141
2023-09-09,15.91591
2023-09-10,16.81681
2023-09-11,15.31531
2023-09-12,15.91591
2023-09-13,17.41741
2023-09-14,17.71771
2023-09-15,15.91591
2023-09-16,11.41141
2023-09-17,15.91591
2023-09-18,15.61561
2023-09-19,20.12012
2023-09-20,9.3093
2023-09-21,18.91891
2023-09-22,24.02402
2023-09-23,18.31831
2023-09-24,15.91591
2023-09-25,17.11711
2023-09-26,10.81081
2023-09-27,12.31231
2023-09-28,12.61261
2023-09-29,10.51051
2023-09-30,18.91891
2023-10-01,10.51051
2023-10-02,12.61261
2023-10-03,18.91891
2023-10-04,14.11411
2023-10-05,9.009
2023-10-06,8.7087
2023-10-07,19.51951
2023-10-08,12.61261
2023-10-09,21.32132
2023-10-10,16.81681
2023-10-11,10.21021
2023-10-12,10.81081
2023-10-13,13.21321
2023-10-14,10.81081
2023-10-15,15.31531
2023-10-16,20.12012
2023-10-17,10.81081
2023-10-18,12.31231
2023-10-19,15.61561
2023-10-20,15.01501
2023-10-21,12.91291
2023-10-22,18.31831
2023-10-23,15.01501
2023-10-24,13.51351
2023-10-25,15.61561
2023-10-26,14.11411
2023-10-27,16.81681
2023-10-28,24.02402
2023-10-29,20.42042
2023-10-30,15.31531
2023-10-31,18.31831
2023-11-01,34.23423
2023-11-02,18.01801
2023-11-03,17.41741
2023-11-04,12.31231
2023-11-05,16.81681
2023-11-06,15.91591
2023-11-07,24.62462
2023-11-08,34.23423
2023-11-09,24.62462
2023-11-10,29.72972
2023-11-11,24.62462
2023-11-12,26.12612
2023-11-13,18.31831
2023-11-14,18.91891
2023-11-15,16.81681
2023-11-16,16.51651
2023-11-17,12.61261
2023-11-18,18.31831
2023-11-19,15.31531
2023-11-20,20.42042
2023-11-21,15.01501
2023-11-22,12.61261
2023-11-23,12.01201
2023-11-24,9.3093
2023-11-25,13.81381
2023-11-26,13.81381
2023-11-27,12.01201
2023-11-28,18.31831
2023-11-29,16.51651
2023-11-30,13.51351
2023-12-01,12.61261
2023-12-02,10.51051
2023-12-03,11.71171
2023-12-04,18.01801
2023-12-05,12.61261
2023-12-06,13.51351
2023-12-07,15.61561
2023-12-08,14.11411
2023-12-09,14.41441
2023-12-10,15.61561
2023-12-11,14.41441
2023-12-12,12.61261
2023-12-13,14.11411
2023-12-14,11.71171
2023-12-15,18.01801
2023-12-16,16.81681
2023-12-17,20.12012
2023-12-18,16.81681
2023-12-19,13.51351
2023-12-20,15.31531
2023-12-21,8.7087
2023-12-22,12.31231
2023-12-23,14.11411
2023-12-24,16.81681
2023-12-25,18.61861
2023-12-26,15.01501
2023-12-27,15.01501
2023-12-28,11.11111
2023-12-29,16.21621
2023-12-30,10.81081
2023-12-31,22.22222
2024-01-01,17.11711
2024-01-02,13.81381
2024-01-03,13.81381
2024-01-04,15.61561
2024-01-05,9.009
2024-01-06,13.51351
2024-01-07,17.41741
2024-01-08,18.61861
2024-01-09,15.61561
2024-01-10,11.71171
2024-01-11,12.91291
2024-01-12,8.7087
2024-01-13,15.31531
2024-01-14,15.01501
2024-01-15,11.71171
2024-01-16,13.21321
2024-01-17,13.81381
2024-01-18,9.9099
2024-01-19,13.51351
2024-01-20,16.81681
2024-01-21,21.02102
2024-01-22,37.53753
2024-01-23,21.02102
2024-01-24,11.11111
2024-01-25,15.91591
2024-01-26,16.21621
2024-01-27,13.51351
2024-01-28,13.51351
2024-01-29,11.41141
2024-01-30,11.41141
2024-01-31,14.71471
2024-02-01,14.71471
2024-02-02,11.11111
2024-02-03,15.31531
2024-02-04,13.51351
2024-02-05,12.61261
2024-02-06,12.01201
2024-02-07,9.9099
2024-02-08,9.9099
2024-02-09,10.21021
2024-02-10,9.3093
2024-02-11,15.61561
2024-02-12,12.91291
2024-02-13,14.41441
2024-02-14,25.22522
2024-02-15,31.23123
2024-02-16,18.91891
2024-02-17,24.62462
2024-02-18,25.82582
2024-02-19,20.42042
2024-02-20,17.41741
2024-02-21,19.21921
2024-02-22,15.61561
2024-02-23,18.01801
2024-02-24,18.01801
2024-02-25,17.71771
2024-02-26,21.32132
2024-02-27,18.61861
2024-02-28,13.21321
2024-02-29,15.31531
2024-03-01,17.11711
2024-03-02,16.21621
2024-03-03,16.51651
2024-03-04,11.11111
2024-03-05,14.41441
2024-03-06,11.41141
2024-03-07,10.51051
2024-03-08,7.8078
2024-03-09,13.21321
2024-03-10,12.61261
2024-03-11,9.009
2024-03-12,12.01201
2024-03-13,12.31231
2024-03-14,9.9099
2024-03-15,12.31231
2024-03-16,15.91591
2024-03-17,18.01801
2024-03-18,11.41141
2024-03-19,16.21621
2024-03-20,15.61561
