date,LIG넥스원주가
2020-10-03,0.0659
2020-10-04,0.05392
2020-10-05,0.92869
2020-10-06,0.9227
2020-10-07,0.7789
2020-10-08,0.91072
2020-10-09,0.19173
2020-10-10,0.08987
2020-10-11,0.08388
2020-10-12,0.76692
2020-10-13,0.86878
2020-10-14,0.74295
2020-10-15,0.76093
2020-10-16,0.93469
2020-10-17,0.12582
2020-10-18,0.0659
2020-10-19,0.98262
2020-10-20,0.74895
2020-10-21,0.75494
2020-10-22,0.80886
2020-10-23,0.68304
2020-10-24,0.19173
2020-10-26,0.80287
2020-10-27,0.70101
2020-10-28,0.75494
2020-10-29,0.59916
2020-10-30,0.58118
2020-10-31,0.03594
2020-11-01,0.04194
2020-11-02,0.61114
2020-11-03,0.75494
2020-11-04,0.74295
2020-11-05,0.82085
2020-11-06,0.96464
2020-11-07,0.11983
2020-11-08,0.09586
2020-11-09,1.01857
2020-11-10,0.98861
2020-11-11,1.21629
2020-11-12,1.1384
2020-11-13,0.86279
2020-11-14,0.09586
2020-11-15,0.0659
2020-11-16,1.18633
2020-11-17,0.91072
2020-11-18,1.04853
2020-11-19,0.95266
2020-11-20,0.81485
2020-11-21,0.08987
2020-11-22,0.05991
2020-11-23,1.03055
2020-11-24,0.98262
2020-11-25,0.97663
2020-11-26,1.00659
2020-11-27,0.88076
2020-11-28,0.12582
2020-11-29,0.08987
2020-11-30,1.07249
2020-12-01,0.96464
2020-12-02,1.05452
2020-12-03,1.00659
2020-12-04,0.93469
2020-12-05,0.07189
2020-12-06,0.08388
2020-12-07,1.01857
2020-12-08,0.86279
2020-12-09,1.16836
2020-12-10,1.01857
2020-12-11,1.04254
2020-12-12,0.11384
2020-12-13,0.08987
2020-12-14,1.22828
2020-12-15,1.16836
2020-12-16,1.15638
2020-12-17,1.27621
2020-12-18,1.33013
2020-12-19,0.12582
2020-12-20,0.11384
2020-12-21,1.21629
2020-12-22,1.07849
2020-12-23,1.43199
2020-12-24,1.3541
2020-12-25,0.1378
2020-12-26,0.10784
2020-12-27,0.11384
2020-12-28,1.05452
2020-12-29,1.18034
2020-12-30,1.04254
2020-12-31,0.17375
2021-01-01,0.10185
2021-01-02,0.09586
2021-01-03,0.08987
2021-01-04,1.24026
2021-01-05,1.20431
2021-01-06,1.33612
2021-01-07,1.33013
2021-01-08,1.76153
2021-01-09,0.34152
2021-01-10,0.15578
2021-01-11,1.97124
2021-01-12,1.53984
2021-01-13,1.88735
2021-01-14,1.53385
2021-01-15,1.76153
2021-01-16,0.53325
2021-01-17,0.44937
2021-01-18,3.15757
2021-01-19,4.51168
2021-01-20,6.89035
2021-01-21,11.79149
2021-01-22,9.02935
2021-01-23,2.3547
2021-01-24,2.15698
2021-01-25,7.90293
2021-01-26,5.90772
2021-01-27,4.82324
2021-01-28,4.18813
2021-01-29,4.5656
2021-01-30,0.83882
2021-01-31,0.76093
2021-02-01,4.37986
2021-02-02,5.11084
2021-02-03,5.12282
2021-02-04,9.8502
2021-02-05,9.994
2021-02-06,1.76752
2021-02-07,1.54583
2021-02-08,8.36428
2021-02-09,6.00958
2021-02-10,5.62013
2021-02-11,1.48591
2021-02-12,1.28819
2021-02-13,0.83283
2021-02-14,1.06051
2021-02-15,6.52486
2021-02-16,5.06291
2021-02-17,4.90113
2021-02-18,5.01497
2021-02-19,4.46974
2021-02-20,0.72498
2021-02-21,0.75494
2021-02-22,4.69742
2021-02-23,4.39185
2021-02-24,3.9964
2021-02-25,4.58358
2021-02-26,4.4937
2021-02-27,0.79089
2021-02-28,0.67106
2021-03-01,0.98861
2021-03-02,4.48172
2021-03-03,4.46375
2021-03-04,3.31336
2021-03-05,4.4937
2021-03-06,3.11563
2021-03-07,3.24146
2021-03-08,7.59137
2021-03-09,5.47034
2021-03-10,4.91312
2021-03-11,4.96105
2021-03-12,5.71599
2021-03-13,1.0665
2021-03-14,0.95865
2021-03-15,4.3559
2021-03-16,3.91851
2021-03-17,3.43319
2021-03-18,3.63091
2021-03-19,4.05632
2021-03-20,0.77291
2021-03-21,0.74895
2021-03-22,3.70281
2021-03-23,3.67285
2021-03-24,3.52905
2021-03-25,4.01437
2021-03-26,4.08028
2021-03-27,0.95266
2021-03-28,0.89874
2021-03-29,4.91312
2021-03-30,4.87118
2021-03-31,5.75194
2021-04-01,4.46375
2021-04-02,5.00898
2021-04-03,1.62372
2021-04-04,1.87537
2021-04-05,8.50808
2021-04-06,6.59676
2021-04-07,6.00359
2021-04-08,5.57819
2021-04-09,5.57819
2021-04-10,1.49191
2021-04-11,0.86878
2021-04-12,4.82324
2021-04-13,5.10485
2021-04-14,4.96704
2021-04-15,4.33792
2021-04-16,3.65488
2021-04-17,0.49131
2021-04-18,0.70701
2021-04-19,3.43319
2021-04-20,3.93049
2021-04-21,3.73876
2021-04-22,3.75674
2021-04-23,3.69682
2021-04-24,0.6411
2021-04-25,0.54523
2021-04-26,4.0683
2021-04-27,3.22348
2021-04-28,3.04373
2021-04-29,3.28939
2021-04-30,3.01977
2021-05-01,0.41342
2021-05-02,0.51527
2021-05-03,3.09766
2021-05-04,3.21749
2021-05-05,0.49131
2021-05-06,2.61234
2021-05-07,2.59436
2021-05-08,0.24565
2021-05-09,0.26363
2021-05-10,2.55841
2021-05-11,2.16297
2021-05-12,2.2109
2021-05-13,2.17495
2021-05-14,2.03115
2021-05-15,0.31156
2021-05-16,0.30557
2021-05-17,2.36069
2021-05-18,2.76812
2021-05-19,0.57519
2021-05-20,2.51048
2021-05-21,2.53445
2021-05-22,0.72498
2021-05-23,0.73097
2021-05-24,8.9994
2021-05-25,20.6411
2021-05-26,15.00898
2021-05-27,10.25763
2021-05-28,8.71779
2021-05-29,1.55781
2021-05-30,1.4979
2021-05-31,6.83642
2021-06-01,7.86698
2021-06-02,7.10005
2021-06-03,6.29718
2021-06-04,5.48831
2021-06-05,1.17435
2021-06-06,0.90473
2021-06-07,5.5662
2021-06-08,5.99161
2021-06-09,6.07549
2021-06-10,5.50029
2021-06-11,5.09286
2021-06-12,0.95865
2021-06-13,0.91671
2021-06-14,5.02097
2021-06-15,4.27801
2021-06-16,4.99101
2021-06-17,4.66147
2021-06-18,5.70401
2021-06-19,0.8568
2021-06-20,0.74895
2021-06-21,4.48172
2021-06-22,4.84721
2021-06-23,4.61953
2021-06-24,4.69742
2021-06-25,4.82324
2021-06-26,1.06051
2021-06-27,0.77291
2021-06-28,5.60814
2021-06-29,4.37387
2021-06-30,4.26003
2021-07-01,3.87058
2021-07-02,4.36788
2021-07-03,0.68903
2021-07-04,1.44397
2021-07-05,9.19712
2021-07-06,7.13001
2021-07-07,5.74595
2021-07-08,5.04493
2021-07-09,4.66746
2021-07-10,0.8508
2021-07-11,0.73097
2021-07-12,4.45176
2021-07-13,4.25404
2021-07-14,4.30796
2021-07-15,4.66746
2021-07-16,4.63151
2021-07-17,1.67765
2021-07-18,1.25224
2021-07-19,4.997
2021-07-20,4.80527
2021-07-21,5.13481
2021-07-22,5.4224
2021-07-23,6.32115
2021-07-24,1.00659
2021-07-25,0.86279
2021-07-26,4.32594
2021-07-27,5.4224
2021-07-28,4.73337
2021-07-29,4.19412
2021-07-30,3.67285
2021-07-31,0.62312
2021-08-01,0.95865
2021-08-02,3.67884
2021-08-03,3.7088
2021-08-04,4.70341
2021-08-05,4.50569
2021-08-06,3.81665
2021-08-07,0.50928
2021-08-08,0.53924
2021-08-09,3.565
2021-08-10,3.70281
2021-08-11,4.18813
2021-08-12,6.02156
2021-08-13,5.37447
2021-08-14,0.61713
2021-08-15,1.04853
2021-08-16,0.94068
2021-08-17,6.64469
2021-08-18,6.98022
2021-08-19,5.74595
2021-08-20,5.0689
2021-08-21,0.74895
2021-08-22,0.62312
2021-08-23,6.44098
2021-08-24,6.39304
2021-08-25,6.08747
2021-08-26,4.8532
2021-08-27,6.54284
2021-08-28,0.92869
2021-08-29,2.4985
2021-08-30,10.88675
2021-08-31,10.17375
2021-09-01,8.01677
2021-09-02,7.07609
2021-09-03,6.21929
2021-09-04,0.98262
2021-09-05,0.89275
2021-09-06,6.15937
2021-09-07,6.17735
2021-09-08,6.03355
2021-09-09,6.02156
2021-09-10,5.2786
2021-09-11,0.61713
2021-09-12,0.64709
2021-09-13,4.68544
2021-09-14,4.39784
2021-09-15,5.3505
2021-09-16,5.8538
2021-09-17,5.43439
2021-09-18,0.65907
2021-09-19,0.52726
2021-09-20,0.50928
2021-09-21,0.48532
2021-09-22,0.68903
2021-09-23,4.79328
2021-09-24,4.46375
2021-09-25,0.74895
2021-09-26,0.4973
2021-09-27,3.91252
2021-09-28,3.33732
2021-09-29,3.34331
2021-09-30,5.23666
2021-10-01,4.61354
2021-10-02,0.48532
2021-10-03,0.45536
2021-10-04,0.79688
2021-10-05,4.30796
2021-10-06,4.77531
2021-10-07,4.57159
2021-10-08,4.43978
2021-10-09,0.51527
2021-10-10,0.48532
2021-10-11,0.41941
2021-10-12,3.17555
2021-10-13,3.00778
2021-10-14,3.05572
2021-10-15,2.93588
2021-10-16,0.32953
2021-10-17,0.26363
2021-10-18,2.81605
2021-10-19,2.51048
2021-10-20,2.82204
2021-10-21,3.60695
2021-10-22,2.75614
2021-10-23,0.41342
2021-10-24,0.32354
2021-10-25,2.3547
2021-10-26,2.29478
2021-10-27,2.05512
2021-10-28,2.52846
2021-10-29,2.14499
2021-10-30,0.5692
2021-10-31,0.46135
2021-11-01,2.2109
2021-11-02,2.25284
2021-11-03,2.67825
2021-11-04,3.00778
2021-11-05,2.40862
2021-11-06,0.47932
2021-11-07,0.47333
2021-11-08,2.30077
2021-11-09,3.22947
2021-11-10,3.33732
2021-11-11,2.84601
2021-11-12,3.19352
2021-11-13,0.76093
2021-11-14,0.73696
2021-11-15,3.75074
2021-11-16,3.90053
2021-11-17,20.2097
2021-11-18,34.91911
2021-11-19,26.54883
2021-11-20,4.4278
2021-11-21,3.67884
2021-11-22,19.45476
2021-11-23,13.54104
2021-11-24,12.68424
2021-11-25,9.64649
2021-11-26,9.7124
2021-11-27,1.52786
2021-11-28,2.08508
2021-11-29,11.55182
2021-11-30,8.96345
2021-12-01,10.0659
2021-12-02,8.37028
2021-12-03,8.33433
2021-12-04,1.46195
2021-12-05,1.50389
2021-12-06,8.37627
2021-12-07,7.77112
2021-12-08,8.17255
2021-12-09,14.93708
2021-12-10,10.31755
2021-12-11,1.83343
2021-12-12,1.53385
2021-12-13,13.89454
2021-12-14,10.79089
2021-12-15,8.68783
2021-12-16,7.78909
2021-12-17,10.76692
2021-12-18,2.54044
2021-12-19,2.139
2021-12-20,9.05332
2021-12-21,8.72977
2021-12-22,8.05272
2021-12-23,8.37627
2021-12-24,7.45356
2021-12-25,1.33013
2021-12-26,1.82144
2021-12-27,12.89394
2021-12-28,11.40802
2021-12-29,12.86399
2021-12-30,14.21809
2021-12-31,4.94307
2022-01-01,2.11503
2022-01-02,2.3547
2022-01-03,11.73756
2022-01-04,15.72198
2022-01-05,12.9958
2022-01-06,10.11983
2022-01-07,10.58717
2022-01-08,2.47453
2022-01-09,2.69622
2022-01-10,10.14979
2022-01-11,12.10904
2022-01-12,11.82744
2022-01-13,20.04194
2022-01-14,13.63091
2022-01-15,2.87597
2022-01-16,4.48172
2022-01-17,31.76752
2022-01-18,21.33013
2022-01-19,13.66087
2022-01-20,17.97483
2022-01-21,14.86518
2022-01-22,2.95985
2022-01-23,3.32534
2022-01-24,12.12103
2022-01-25,11.42001
2022-01-26,9.9221
2022-01-27,10.19173
2022-01-28,9.49071
2022-01-29,1.80347
2022-01-30,1.50988
2022-01-31,1.48591
2022-02-01,2.91791
2022-02-02,3.67285
2022-02-03,12.77411
2022-02-04,10.38945
2022-02-05,2.61833
2022-02-06,2.36668
2022-02-07,17.79508
2022-02-08,14.73936
2022-02-09,11.93529
2022-02-10,10.67106
2022-02-11,8.38226
2022-02-12,3.37327
2022-02-13,2.18094
2022-02-14,11.83343
2022-02-15,9.21509
2022-02-16,8.93349
2022-02-17,9.33493
2022-02-18,8.79568
2022-02-19,2.2109
2022-02-20,1.88735
2022-02-21,18.22648
2022-02-22,13.00179
2022-02-23,10.76093
2022-02-24,13.51108
2022-02-25,13.48711
2022-02-26,2.61833
2022-02-27,2.74415
2022-02-28,18.77171
2022-03-01,5.22468
2022-03-02,25.43439
2022-03-03,18.96345
2022-03-04,18.41222
2022-03-05,4.14619
2022-03-06,5.10485
2022-03-07,24.54164
2022-03-08,19.07729
2022-03-09,3.38526
2022-03-10,15.48232
2022-03-11,16.97423
2022-03-12,4.36189
2022-03-13,4.65548
2022-03-14,19.22708
2022-03-15,16.47094
2022-03-16,14.13421
2022-03-17,15.02097
2022-03-18,14.93708
2022-03-19,3.04373
2022-03-20,4.80527
2022-03-21,14.39784
2022-03-22,17.74116
2022-03-23,16.03355
2022-03-24,16.09346
2022-03-25,15.33852
2022-03-26,4.94307
2022-03-27,3.97243
2022-03-28,17.55542
2022-03-29,20.0659
2022-03-30,15.05092
2022-03-31,13.37926
2022-04-01,12.5644
2022-04-02,2.93588
2022-04-03,2.84002
2022-04-04,12.17495
2022-04-05,10.90473
2022-04-06,10.80886
2022-04-07,10.97663
2022-04-08,11.82144
2022-04-09,3.23547
2022-04-10,2.82804
2022-04-11,11.44397
2022-04-12,10.5692
2022-04-13,12.00119
2022-04-14,11.50389
2022-04-15,12.25284
2022-04-16,3.03774
2022-04-17,2.20491
2022-04-18,17.39964
2022-04-19,15.2846
2022-04-20,12.6363
2022-04-21,12.60035
2022-04-22,13.28939
2022-04-23,2.55242
2022-04-24,2.33672
2022-04-25,13.46315
2022-04-26,15.30257
2022-04-27,22.16896
2022-04-28,19.02935
2022-04-29,14.38585
2022-04-30,2.37866
2022-05-01,2.66027
2022-05-02,24.54164
2022-05-03,22.852
2022-05-04,18.43618
2022-05-05,4.27801
2022-05-06,15.4284
2022-05-07,2.93588
2022-05-08,3.22348
2022-05-09,16.98022
2022-05-10,14.91911
2022-05-11,16.11743
2022-05-12,14.60155
2022-05-13,13.06171
2022-05-14,2.15098
2022-05-15,3.40323
2022-05-16,14.7094
2022-05-17,13.39125
2022-05-18,12.43259
2022-05-19,12.74415
2022-05-20,12.43259
2022-05-21,2.60035
2022-05-22,2.31875
2022-05-23,17.54943
2022-05-24,13.70281
2022-05-25,18.76572
2022-05-26,15.47633
2022-05-27,12.13301
2022-05-28,1.50988
2022-05-29,1.88136
2022-05-30,13.14559
2022-05-31,11.65368
2022-06-01,2.65428
2022-06-02,13.4991
2022-06-03,11.11443
2022-06-04,1.96524
2022-06-05,1.65967
2022-06-06,2.79209
2022-06-07,18.63391
2022-06-08,14.50569
2022-06-09,16.81246
2022-06-10,15.80587
2022-06-11,2.07908
2022-06-12,2.48052
2022-06-13,15.19472
2022-06-14,13.76273
2022-06-15,12.85799
2022-06-16,12.13301
2022-06-17,10.59916
2022-06-18,2.05512
2022-06-19,1.66566
2022-06-20,10.95266
2022-06-21,12.57639
2022-06-22,11.04853
2022-06-23,10.44337
2022-06-24,9.08927
2022-06-25,2.03115
2022-06-26,1.426
2022-06-27,9.83223
2022-06-28,9.79029
2022-06-29,11.59376
2022-06-30,10.24565
2022-07-01,14.79928
2022-07-02,2.43259
2022-07-03,2.04313
2022-07-04,15.81186
2022-07-05,11.9233
2022-07-06,10.65907
2022-07-07,11.30017
2022-07-08,8.91551
2022-07-09,1.54583
2022-07-10,1.65368
2022-07-11,10.79089
2022-07-12,9.47273
2022-07-13,9.2091
2022-07-14,13.87657
2022-07-15,10.62312
2022-07-16,1.81545
2022-07-17,1.84541
2022-07-18,11.84541
2022-07-19,12.36668
2022-07-20,11.01258
2022-07-21,9.11923
2022-07-22,14.46974
2022-07-23,2.79209
2022-07-24,2.33073
2022-07-25,17.13001
2022-07-26,14.64349
2022-07-27,13.48711
2022-07-28,16.12342
2022-07-29,22.76812
2022-07-30,4.62552
2022-07-31,4.0683
2022-08-01,15.45236
2022-08-02,14.94907
2022-08-03,13.54104
2022-08-04,12.77411
2022-08-05,14.71539
2022-08-06,3.29538
2022-08-07,3.7807
2022-08-08,28.00479
2022-08-09,22.09107
2022-08-10,16.74655
2022-08-11,18.83163
2022-08-12,16.68663
2022-08-13,3.8526
2022-08-14,2.40862
2022-08-15,3.51108
2022-08-16,15.85979
2022-08-17,13.55901
2022-08-18,19.40683
2022-08-19,15.73996
2022-08-20,2.66626
2022-08-21,2.19892
2022-08-22,14.08028
2022-08-23,20.53924
2022-08-24,31.97723
2022-08-25,28.25644
2022-08-26,23.74475
2022-08-27,5.89574
2022-08-28,4.22408
2022-08-29,24.00838
2022-08-30,20.01797
2022-08-31,21.44997
2022-09-01,18.55002
2022-09-02,17.88496
2022-09-03,3.59496
2022-09-04,3.06171
2022-09-05,19.95206
2022-09-06,17.79508
2022-09-07,18.08867
2022-09-08,16.17136
2022-09-09,2.89994
2022-09-10,1.97124
2022-09-11,2.11503
2022-09-12,3.54703
2022-09-13,24.59556
2022-09-14,18.91551
2022-09-15,15.88376
2022-09-16,13.84661
2022-09-17,2.68424
2022-09-18,2.03714
2022-09-19,14.79928
2022-09-20,14.75733
2022-09-21,14.53565
2022-09-22,15.0689
2022-09-23,12.96584
2022-09-24,3.03774
2022-09-25,2.73217
2022-09-26,15.68603
2022-09-27,14.34991
2022-09-28,15.48831
2022-09-29,14.14619
2022-09-30,12.00718
2022-10-01,2.66626
2022-10-02,2.30077
2022-10-03,3.64889
2022-10-04,16.7106
2022-10-05,18.83762
2022-10-06,13.87657
2022-10-07,14.30197
2022-10-08,2.21689
2022-10-09,1.94727
2022-10-10,2.47453
2022-10-11,13.88855
2022-10-12,16.06351
2022-10-13,19.08927
2022-10-14,15.33852
2022-10-15,3.01977
2022-10-16,3.571
2022-10-17,19.31695
2022-10-18,15.32654
2022-10-19,16.36309
2022-10-20,12.76812
2022-10-21,10.713
2022-10-22,1.71959
2022-10-23,1.67765
2022-10-24,11.56381
2022-10-25,10.14379
2022-10-26,10.47932
2022-10-27,12.28879
2022-10-28,15.33253
2022-10-29,3.76273
2022-10-30,2.49251
2022-10-31,13.43319
2022-11-01,16.55482
2022-11-02,17.37567
2022-11-03,14.57159
2022-11-04,13.88855
2022-11-05,2.96584
2022-11-06,1.91132
2022-11-07,13.6369
2022-11-08,12.852
2022-11-09,13.3553
2022-11-10,11.5698
2022-11-11,13.04373
2022-11-12,2.00718
2022-11-13,1.67165
2022-11-14,14.9251
2022-11-15,12.15698
2022-11-16,12.78609
2022-11-17,11.37207
2022-11-18,13.20551
2022-11-19,1.8514
2022-11-20,1.76153
2022-11-21,9.994
2022-11-22,12.40263
2022-11-23,10.0659
2022-11-24,9.90413
2022-11-25,8.59197
2022-11-26,1.40203
2022-11-27,1.37207
2022-11-28,10.94667
2022-11-29,10.87477
2022-11-30,10.65907
2022-12-01,9.65248
2022-12-02,9.2091
2022-12-03,1.39604
2022-12-04,1.21629
2022-12-05,8.52007
2022-12-06,7.38765
2022-12-07,7.89694
2022-12-08,8.58597
2022-12-09,10.21569
2022-12-10,2.23487
2022-12-11,2.23487
2022-12-12,11.43798
2022-12-13,11.31216
2022-12-14,10.27561
2022-12-15,10.55721
2022-12-16,9.58657
2022-12-17,1.49191
2022-12-18,1.24026
2022-12-19,9.09526
2022-12-20,10.59316
2022-12-21,9.5686
2022-12-22,8.77771
2022-12-23,8.48412
2022-12-24,1.33013
2022-12-25,1.31216
2022-12-26,9.58657
2022-12-27,11.68963
2022-12-28,10.1378
2022-12-29,9.39484
2022-12-30,3.28939
2022-12-31,1.49191
2023-01-01,1.41402
2023-01-02,11.55182
2023-01-03,16.2852
2023-01-04,16.11743
2023-01-05,13.87058
2023-01-06,11.30617
2023-01-07,2.01917
2023-01-08,2.06111
2023-01-09,11.63571
2023-01-10,10.37147
2023-01-11,11.93529
2023-01-12,12.14499
2023-01-13,13.39724
2023-01-14,2.88795
2023-01-15,2.58238
2023-01-16,16.02756
2023-01-17,14.51767
2023-01-18,12.0671
2023-01-19,11.32414
2023-01-20,10.05392
2023-01-21,1.61174
2023-01-22,1.65368
2023-01-23,1.56381
2023-01-24,1.98921
2023-01-25,12.03714
2023-01-26,11.71959
2023-01-27,10.8508
2023-01-28,1.61174
2023-01-29,1.5698
2023-01-30,11.04254
2023-01-31,10.26962
2023-02-01,10.34751
2023-02-02,10.59916
2023-02-03,10.1378
2023-02-04,1.80347
2023-02-05,1.44397
2023-02-06,9.74236
2023-02-07,9.37088
2023-02-08,10.18573
2023-02-09,11.10844
2023-02-10,12.22887
2023-02-11,1.97723
2023-02-12,1.71959
2023-02-13,10.59316
2023-02-14,9.76632
2023-02-15,11.7136
2023-02-16,10.31156
2023-02-17,9.07729
2023-02-18,1.97723
2023-02-19,1.86938
2023-02-20,8.60994
2023-02-21,8.9215
2023-02-22,8.33433
2023-02-23,8.49011
2023-02-24,12.43259
2023-02-25,2.95386
2023-02-26,2.4266
2023-02-27,9.5686
2023-02-28,8.90353
2023-03-01,2.36668
2023-03-02,9.15518
2023-03-03,8.22648
2023-03-04,1.79149
2023-03-05,1.83343
2023-03-06,10.16776
2023-03-07,10.69502
2023-03-08,9.18514
2023-03-09,8.81366
2023-03-10,8.75973
2023-03-11,2.3547
2023-03-12,2.09107
2023-03-13,8.50209
2023-03-14,10.14379
2023-03-15,10.40742
2023-03-16,8.9215
2023-03-17,8.0707
2023-03-18,1.67165
2023-03-19,1.68364
2023-03-20,8.58597
2023-03-21,7.36968
2023-03-22,8.568
2023-03-23,7.82504
2023-03-24,7.95086
2023-03-25,2.51647
2023-03-26,1.20431
2023-03-27,7.39964
2023-03-28,9.28699
2023-03-29,8.21449
2023-03-30,9.24505
2023-03-31,11.15638
2023-04-01,1.95326
2023-04-02,1.79149
2023-04-03,10.44337
2023-04-04,10.62911
2023-04-05,13.73277
2023-04-06,11.56381
2023-04-07,9.58058
2023-04-08,2.4266
2023-04-09,1.7076
2023-04-10,10.17375
2023-04-11,10.4254
2023-04-12,10.08987
2023-04-13,10.50928
2023-04-14,9.82624
2023-04-15,2.98981
2023-04-16,2.10305
2023-04-17,13.7088
2023-04-18,16.46494
2023-04-19,14.13421
2023-04-20,19.36488
2023-04-21,15.37447
2023-04-22,2.82204
2023-04-23,2.15698
2023-04-24,19.02336
2023-04-25,21.71959
2023-04-26,15.38645
2023-04-27,15.85979
2023-04-28,19.3529
2023-04-29,2.73217
2023-04-30,1.7855
2023-05-01,3.4991
2023-05-02,12.43259
2023-05-03,11.59376
2023-05-04,10.0
2023-05-05,1.61174
2023-05-06,1.40203
2023-05-07,1.37807
2023-05-08,9.22708
2023-05-09,8.72378
2023-05-10,8.3523
2023-05-11,9.10125
2023-05-12,7.19592
2023-05-13,1.21629
2023-05-14,1.46195
2023-05-15,6.84242
2023-05-16,6.75254
2023-05-17,6.59676
2023-05-18,7.59137
2023-05-19,7.44757
2023-05-20,1.74355
2023-05-21,1.30617
2023-05-22,8.08867
2023-05-23,6.89035
2023-05-24,8.19053
2023-05-25,8.1426
2023-05-26,6.52486
2023-05-27,0.90473
2023-05-28,0.70701
2023-05-29,1.19233
