date,홍콩달러환율
2020-09-21,20.96086
2020-09-22,17.93878
2020-09-23,18.01627
2020-09-24,20.45718
2020-09-25,17.24137
2020-09-26,9.8024
2020-09-27,8.71755
2020-09-28,14.02557
2020-09-29,15.69159
2020-09-30,11.15846
2020-10-01,10.42231
2020-10-02,8.17512
2020-10-03,10.26733
2020-10-04,7.86516
2020-10-05,21.7745
2020-10-06,18.24874
2020-10-07,18.79116
2020-10-08,17.62882
2020-10-09,12.35955
2020-10-10,8.52382
2020-10-11,8.05889
2020-10-12,18.32623
2020-10-13,15.84657
2020-10-14,19.72103
2020-10-15,15.76908
2020-10-16,14.56799
2020-10-17,9.0275
2020-10-18,6.78031
2020-10-19,15.80782
2020-10-20,15.73033
2020-10-21,16.69895
2020-10-22,17.28012
2020-10-23,14.45176
2020-10-24,8.13638
2020-10-25,7.16776
2020-10-26,15.49786
2020-10-27,19.44982
2020-10-28,19.99225
2020-10-29,16.97016
2020-10-30,14.18055
2020-10-31,7.9814
2020-11-01,9.29872
2020-11-02,14.80046
2020-11-03,15.73033
2020-11-04,20.41844
2020-11-05,21.50329
2020-11-06,19.41108
2020-11-07,7.28399
2020-11-08,7.9814
2020-11-09,22.16195
2020-11-10,21.38705
2020-11-11,19.91476
2020-11-12,19.87601
2020-11-13,17.93878
2020-11-14,8.95001
2020-11-15,6.97404
2020-11-16,19.02363
2020-11-17,20.26346
2020-11-18,19.68229
2020-11-19,20.34095
2020-11-20,19.2561
2020-11-21,9.18248
2020-11-22,8.21387
2020-11-23,20.22471
2020-11-24,20.41844
2020-11-25,19.33359
2020-11-26,18.05501
2020-11-27,20.26346
2020-11-28,9.33746
2020-11-29,9.25997
2020-11-30,18.63618
2020-12-01,18.71367
2020-12-02,20.37969
2020-12-03,19.68229
2020-12-04,24.48663
2020-12-05,11.58465
2020-12-06,8.44633
2020-12-07,21.54203
2020-12-08,20.68965
2020-12-09,20.88337
2020-12-10,18.75242
2020-12-11,17.86129
2020-12-12,9.56993
2020-12-13,8.64006
2020-12-14,19.44982
2020-12-15,21.38705
2020-12-16,20.18597
2020-12-17,18.79116
2020-12-18,19.56605
2020-12-19,9.84114
2020-12-20,8.79504
2020-12-21,16.77644
2020-12-22,17.39635
2020-12-23,22.08446
2020-12-24,18.40371
2020-12-25,13.09569
2020-12-26,9.87989
2020-12-27,11.04223
2020-12-28,21.30956
2020-12-29,19.79852
2020-12-30,23.32429
2020-12-31,17.47384
2021-01-01,13.09569
2021-01-02,11.54591
2021-01-03,10.73227
2021-01-04,25.26152
2021-01-05,23.36303
2021-01-06,23.28554
2021-01-07,21.61952
2021-01-08,23.40178
2021-01-09,14.10306
2021-01-10,12.78574
2021-01-11,23.90546
2021-01-12,23.05308
2021-01-13,20.18597
2021-01-14,21.7745
2021-01-15,20.41844
2021-01-16,12.12708
2021-01-17,12.08833
2021-01-18,23.13056
2021-01-19,24.2929
2021-01-20,22.78186
2021-01-21,22.00697
2021-01-22,20.80588
2021-01-23,13.32816
2021-01-24,12.63076
2021-01-25,28.28361
2021-01-26,25.33901
2021-01-27,22.20069
2021-01-28,24.95156
2021-01-29,19.33359
2021-01-30,15.73033
2021-01-31,12.51452
2021-02-01,21.34831
2021-02-02,23.20805
2021-02-03,19.75978
2021-02-04,21.92948
2021-02-05,23.20805
2021-02-06,12.12708
2021-02-07,11.27469
2021-02-08,20.22471
2021-02-09,20.92212
2021-02-10,20.26346
2021-02-11,16.73769
2021-02-12,12.24331
2021-02-13,11.6234
2021-02-14,13.7931
2021-02-15,18.4812
2021-02-16,26.15265
2021-02-17,24.60286
2021-02-18,22.82061
2021-02-19,16.97016
2021-02-20,12.74699
2021-02-21,10.57729
2021-02-22,19.37233
2021-02-23,19.52731
2021-02-24,17.66757
2021-02-25,17.93878
2021-02-26,19.44982
2021-02-27,11.31344
2021-02-28,11.6234
2021-03-01,17.39635
2021-03-02,19.13986
2021-03-03,17.59008
2021-03-04,20.49593
2021-03-05,20.53467
2021-03-06,15.03293
2021-03-07,11.93335
2021-03-08,22.35567
2021-03-09,25.10654
2021-03-10,23.28554
2021-03-11,23.32429
2021-03-12,21.19333
2021-03-13,13.32816
2021-03-14,13.36691
2021-03-15,22.08446
2021-03-16,20.53467
2021-03-17,21.15459
2021-03-18,20.72839
2021-03-19,21.73576
2021-03-20,14.52925
2021-03-21,12.20457
2021-03-22,20.80588
2021-03-23,21.54203
2021-03-24,20.34095
2021-03-25,21.15459
2021-03-26,19.72103
2021-03-27,15.03293
2021-03-28,46.57109
2021-03-29,20.72839
2021-03-30,20.10848
2021-03-31,22.04571
2021-04-01,19.72103
2021-04-02,16.69895
2021-04-03,13.90933
2021-04-04,12.94072
2021-04-05,15.6141
2021-04-06,18.24874
2021-04-07,18.51995
2021-04-08,21.15459
2021-04-09,16.58271
2021-04-10,11.93335
2021-04-11,12.35955
2021-04-12,20.65091
2021-04-13,19.91476
2021-04-14,20.53467
2021-04-15,22.70437
2021-04-16,24.40914
2021-04-17,14.29678
2021-04-18,13.63812
2021-04-19,19.91476
2021-04-20,21.73576
2021-04-21,21.23208
2021-04-22,17.62882
2021-04-23,14.8392
2021-04-24,13.21193
2021-04-25,11.77838
2021-04-26,18.32623
2021-04-27,19.02363
2021-04-28,18.98488
2021-04-29,18.28748
2021-04-30,18.71367
2021-05-01,11.81712
2021-05-02,11.23595
2021-05-03,18.82991
2021-05-04,18.01627
2021-05-05,16.81518
2021-05-06,16.69895
2021-05-07,18.86865
2021-05-08,11.89461
2021-05-09,12.94072
2021-05-10,18.4812
2021-05-11,18.44246
2021-05-12,18.63618
2021-05-13,19.87601
2021-05-14,18.20999
2021-05-15,11.9721
2021-05-16,12.55327
2021-05-17,21.27082
2021-05-18,20.26346
2021-05-19,15.2654
2021-05-20,18.59744
2021-05-21,20.88337
2021-05-22,11.50716
2021-05-23,10.53855
2021-05-24,20.57342
2021-05-25,21.73576
2021-05-26,19.21735
2021-05-27,21.89074
2021-05-28,17.93878
2021-05-29,13.87059
2021-05-30,14.64548
2021-05-31,18.94614
2021-06-01,22.35567
2021-06-02,22.20069
2021-06-03,20.22471
2021-06-04,16.62146
2021-06-05,10.34482
2021-06-06,10.65478
2021-06-07,26.81131
2021-06-08,22.58814
2021-06-09,20.41844
2021-06-10,20.49593
2021-06-11,17.93878
2021-06-12,11.42967
2021-06-13,10.73227
2021-06-14,17.35761
2021-06-15,18.86865
2021-06-16,17.04765
2021-06-17,20.49593
2021-06-18,19.68229
2021-06-19,13.09569
2021-06-20,10.61604
2021-06-21,20.03099
2021-06-22,20.72839
2021-06-23,21.61952
2021-06-24,19.41108
2021-06-25,21.11584
2021-06-26,10.4998
2021-06-27,12.08833
2021-06-28,20.3022
2021-06-29,20.88337
2021-06-30,19.13986
2021-07-01,18.32623
2021-07-02,19.33359
2021-07-03,11.58465
2021-07-04,12.59201
2021-07-05,20.3022
2021-07-06,21.03835
2021-07-07,20.84463
2021-07-08,23.9442
2021-07-09,21.27082
2021-07-10,12.94072
2021-07-11,11.85586
2021-07-12,19.72103
2021-07-13,22.1232
2021-07-14,20.76714
2021-07-15,20.45718
2021-07-16,20.03099
2021-07-17,11.89461
2021-07-18,12.39829
2021-07-19,20.41844
2021-07-20,19.33359
2021-07-21,25.10654
2021-07-22,20.99961
2021-07-23,18.20999
2021-07-24,11.39093
2021-07-25,10.18984
2021-07-26,22.31693
2021-07-27,29.63967
2021-07-28,26.69507
2021-07-29,23.9442
2021-07-30,27.27624
2021-07-31,13.32816
2021-08-01,12.47578
2021-08-02,22.04571
2021-08-03,23.90546
2021-08-04,22.8981
2021-08-05,20.99961
2021-08-06,21.89074
2021-08-07,15.34289
2021-08-08,13.17318
2021-08-09,24.02169
2021-08-10,24.37039
2021-08-11,24.75784
2021-08-12,22.43316
2021-08-13,24.33165
2021-08-14,15.6141
2021-08-15,11.89461
2021-08-16,18.4812
2021-08-17,29.25222
2021-08-18,25.37776
2021-08-19,23.67299
2021-08-20,27.54746
2021-08-21,17.55133
2021-08-22,14.18055
2021-08-23,26.92754
2021-08-24,24.25416
2021-08-25,23.01433
2021-08-26,22.27818
2021-08-27,19.64354
2021-08-28,11.70089
2021-08-29,10.8485
2021-08-30,18.55869
2021-08-31,20.10848
2021-09-01,22.62688
2021-09-02,21.69701
2021-09-03,16.81518
2021-09-04,11.73963
2021-09-05,11.70089
2021-09-06,17.97752
2021-09-07,18.59744
2021-09-08,23.55676
2021-09-09,19.9535
2021-09-10,17.90003
2021-09-11,10.8485
2021-09-12,10.61604
2021-09-13,18.40371
2021-09-14,19.41108
2021-09-15,17.59008
2021-09-16,22.00697
2021-09-17,20.57342
2021-09-18,13.0182
2021-09-19,10.88725
2021-09-20,21.23208
2021-09-21,23.67299
2021-09-22,20.61216
2021-09-23,31.88686
2021-09-24,26.15265
2021-09-25,13.67686
2021-09-26,13.28942
2021-09-27,22.97559
2021-09-28,24.09918
2021-09-29,26.42386
2021-09-30,21.89074
2021-10-01,22.27818
2021-10-02,13.36691
2021-10-03,13.32816
2021-10-04,21.96822
2021-10-05,22.85935
2021-10-06,34.1728
2021-10-07,22.47191
2021-10-08,22.00697
2021-10-09,14.1418
2021-10-10,15.18791
2021-10-11,19.2561
2021-10-12,25.53273
2021-10-13,19.79852
2021-10-14,17.97752
2021-10-15,21.34831
2021-10-16,12.97946
2021-10-17,12.39829
2021-10-18,22.51065
2021-10-19,22.85935
2021-10-20,25.49399
2021-10-21,20.88337
2021-10-22,18.01627
2021-10-23,11.42967
2021-10-24,14.72297
2021-10-25,18.63618
2021-10-26,20.06974
2021-10-27,20.03099
2021-10-28,20.68965
2021-10-29,18.09376
2021-10-30,11.00348
2021-10-31,13.94808
2021-11-01,21.4258
2021-11-02,20.57342
2021-11-03,20.18597
2021-11-04,18.44246
2021-11-05,18.55869
2021-11-06,12.86323
2021-11-07,11.42967
2021-11-08,17.24137
2021-11-09,25.61022
2021-11-10,19.13986
2021-11-11,18.67493
2021-11-12,20.61216
2021-11-13,15.57535
2021-11-14,11.46842
2021-11-15,20.49593
2021-11-16,20.14722
2021-11-17,17.93878
2021-11-18,16.69895
2021-11-19,17.39635
2021-11-20,10.92599
2021-11-21,11.85586
2021-11-22,18.05501
2021-11-23,17.47384
2021-11-24,16.85393
2021-11-25,20.3022
2021-11-26,21.54203
2021-11-27,12.59201
2021-11-28,10.92599
2021-11-29,17.59008
2021-11-30,18.28748
2021-12-01,17.62882
2021-12-02,17.90003
2021-12-03,15.73033
2021-12-04,14.1418
2021-12-05,13.7931
2021-12-06,21.19333
2021-12-07,19.02363
2021-12-08,17.28012
2021-12-09,18.71367
2021-12-10,16.35025
2021-12-11,11.35218
2021-12-12,9.87989
2021-12-13,16.50523
2021-12-14,17.00891
2021-12-15,16.62146
2021-12-16,17.28012
2021-12-17,16.11778
2021-12-18,10.46106
2021-12-19,11.15846
2021-12-20,18.94614
2021-12-21,18.55869
2021-12-22,17.59008
2021-12-23,18.1325
2021-12-24,17.20263
2021-12-25,13.98682
2021-12-26,11.15846
2021-12-27,15.76908
2021-12-28,17.82254
2021-12-29,17.62882
2021-12-30,16.6602
2021-12-31,15.9628
2022-01-01,12.70825
2022-01-02,10.22859
2022-01-03,19.13986
2022-01-04,20.72839
2022-01-05,23.16931
2022-01-06,24.95156
2022-01-07,22.23944
2022-01-08,16.85393
2022-01-09,12.08833
2022-01-10,20.84463
2022-01-11,19.17861
2022-01-12,20.53467
2022-01-13,19.21735
2022-01-14,16.58271
2022-01-15,12.04959
2022-01-16,11.39093
2022-01-17,15.80782
2022-01-18,16.46648
2022-01-19,16.54397
2022-01-20,18.05501
2022-01-21,21.27082
2022-01-22,11.15846
2022-01-23,9.25997
2022-01-24,15.9628
2022-01-25,19.6048
2022-01-26,21.61952
2022-01-27,21.54203
2022-01-28,23.05308
2022-01-29,13.0182
2022-01-30,14.37427
2022-01-31,12.01084
2022-02-01,12.47578
2022-02-02,15.53661
2022-02-03,17.86129
2022-02-04,19.37233
2022-02-05,14.25803
2022-02-06,14.18055
2022-02-07,18.09376
2022-02-08,16.23401
2022-02-09,16.04029
2022-02-10,15.69159
2022-02-11,14.64548
2022-02-12,10.42231
2022-02-13,11.19721
2022-02-14,14.41301
2022-02-15,15.42037
2022-02-16,14.45176
2022-02-17,15.2654
2022-02-18,14.52925
2022-02-19,10.42231
2022-02-20,10.96474
2022-02-21,16.00154
2022-02-22,15.07167
2022-02-23,15.34289
2022-02-24,21.58078
2022-02-25,17.00891
2022-02-26,10.46106
2022-02-27,10.34482
2022-02-28,18.55869
2022-03-01,16.54397
2022-03-02,19.41108
2022-03-03,18.44246
2022-03-04,18.51995
2022-03-05,13.71561
2022-03-06,12.90197
2022-03-07,23.67299
2022-03-08,24.52537
2022-03-09,16.93142
2022-03-10,20.3022
2022-03-11,21.34831
2022-03-12,12.94072
2022-03-13,13.32816
2022-03-14,24.7191
2022-03-15,32.58426
2022-03-16,26.57884
2022-03-17,26.42386
2022-03-18,19.72103
2022-03-19,15.2654
2022-03-20,14.33552
2022-03-21,20.10848
2022-03-22,19.21735
2022-03-23,20.34095
2022-03-24,17.62882
2022-03-25,22.70437
2022-03-26,12.12708
2022-03-27,11.54591
2022-03-28,18.71367
2022-03-29,20.34095
2022-03-30,20.45718
2022-03-31,19.06237
2022-04-01,19.10112
2022-04-02,12.01084
2022-04-03,10.77101
2022-04-04,17.0864
2022-04-05,16.27276
2022-04-06,17.93878
2022-04-07,18.17125
2022-04-08,15.80782
2022-04-09,11.58465
2022-04-10,11.66214
2022-04-11,17.35761
2022-04-12,18.17125
2022-04-13,17.66757
2022-04-14,19.06237
2022-04-15,14.56799
2022-04-16,10.88725
2022-04-17,10.96474
2022-04-18,16.50523
2022-04-19,19.2561
2022-04-20,17.7838
2022-04-21,19.21735
2022-04-22,17.24137
2022-04-23,13.48314
2022-04-24,11.6234
2022-04-25,21.19333
2022-04-26,21.38705
2022-04-27,26.1139
2022-04-28,25.49399
2022-04-29,21.50329
2022-04-30,14.06431
2022-05-01,11.19721
2022-05-02,16.97016
2022-05-03,16.11778
2022-05-04,16.11778
2022-05-05,13.94808
2022-05-06,20.03099
2022-05-07,11.54591
2022-05-08,11.15846
2022-05-09,17.86129
2022-05-10,19.02363
2022-05-11,18.05501
2022-05-12,26.65633
2022-05-13,19.68229
2022-05-14,11.6234
2022-05-15,9.25997
2022-05-16,18.20999
2022-05-17,17.12514
2022-05-18,19.13986
2022-05-19,18.36497
2022-05-20,16.58271
2022-05-21,13.05695
2022-05-22,13.05695
2022-05-23,18.1325
2022-05-24,19.37233
2022-05-25,18.1325
2022-05-26,19.13986
2022-05-27,19.75978
2022-05-28,11.70089
2022-05-29,11.81712
2022-05-30,19.68229
2022-05-31,20.14722
2022-06-01,20.84463
2022-06-02,18.59744
2022-06-03,14.95544
2022-06-04,10.88725
2022-06-05,10.57729
2022-06-06,13.90933
2022-06-07,23.32429
2022-06-08,22.04571
2022-06-09,19.33359
2022-06-10,18.9074
2022-06-11,12.86323
2022-06-12,12.24331
2022-06-13,24.21542
2022-06-14,23.55676
2022-06-15,23.20805
2022-06-16,22.00697
2022-06-17,19.6048
2022-06-18,13.28942
2022-06-19,13.0182
2022-06-20,20.57342
2022-06-21,19.83727
2022-06-22,23.20805
2022-06-23,25.84269
2022-06-24,20.06974
2022-06-25,12.43703
2022-06-26,12.3208
2022-06-27,21.0771
2022-06-28,19.29484
2022-06-29,19.87601
2022-06-30,25.0678
2022-07-01,18.24874
2022-07-02,12.90197
2022-07-03,10.65478
2022-07-04,17.51259
2022-07-05,19.41108
2022-07-06,21.69701
2022-07-07,20.92212
2022-07-08,17.7838
2022-07-09,12.51452
2022-07-10,15.80782
2022-07-11,20.92212
2022-07-12,23.90546
2022-07-13,19.99225
2022-07-14,20.49593
2022-07-15,24.99031
2022-07-16,13.32816
2022-07-17,14.99418
2022-07-18,22.31693
2022-07-19,20.10848
2022-07-20,19.10112
2022-07-21,18.20999
2022-07-22,16.3115
2022-07-23,11.11972
2022-07-24,11.73963
2022-07-25,17.82254
2022-07-26,16.85393
2022-07-27,19.33359
2022-07-28,19.44982
2022-07-29,18.24874
2022-07-30,13.4444
2022-07-31,11.89461
2022-08-01,28.51607
2022-08-02,24.48663
2022-08-03,22.35567
2022-08-04,19.2561
2022-08-05,18.40371
2022-08-06,13.28942
2022-08-07,13.40565
2022-08-08,17.82254
2022-08-09,17.12514
2022-08-10,22.23944
2022-08-11,22.31693
2022-08-12,19.99225
2022-08-13,12.82448
2022-08-14,13.17318
2022-08-15,18.1325
2022-08-16,24.79659
2022-08-17,21.23208
2022-08-18,22.85935
2022-08-19,25.64897
2022-08-20,16.00154
2022-08-21,15.53661
2022-08-22,37.27237
2022-08-23,30.25958
2022-08-24,28.20612
2022-08-25,24.79659
2022-08-26,25.99767
2022-08-27,15.80782
2022-08-28,15.42037
2022-08-29,31.65439
2022-08-30,25.14529
2022-08-31,24.40914
2022-09-01,24.64161
2022-09-02,26.03641
2022-09-03,14.64548
2022-09-04,16.3115
2022-09-05,32.89422
2022-09-06,30.76327
2022-09-07,37.3886
2022-09-08,33.90158
2022-09-09,20.22471
2022-09-10,18.9074
2022-09-11,22.04571
2022-09-12,19.64354
2022-09-13,28.67105
2022-09-14,38.12475
2022-09-15,34.1728
2022-09-16,32.31305
2022-09-17,17.93878
2022-09-18,16.11778
2022-09-19,28.39984
2022-09-20,25.22278
2022-09-21,25.68771
2022-09-22,39.90701
2022-09-23,32.77799
2022-09-24,20.96086
2022-09-25,20.34095
2022-09-26,45.13754
2022-09-27,38.89965
2022-09-28,43.58775
2022-09-29,36.72994
2022-09-30,32.85548
2022-10-01,20.99961
2022-10-02,18.67493
2022-10-03,22.74312
2022-10-04,29.29097
2022-10-05,29.01975
2022-10-06,29.17473
2022-10-07,25.14529
2022-10-08,14.52925
2022-10-09,15.76908
2022-10-10,22.04571
2022-10-11,29.56218
2022-10-12,29.71716
2022-10-13,27.46997
2022-10-14,24.13793
2022-10-15,18.40371
2022-10-16,21.23208
2022-10-17,30.91824
2022-10-18,28.12863
2022-10-19,25.14529
2022-10-20,27.81867
2022-10-21,26.96629
2022-10-22,17.7838
2022-10-23,16.04029
2022-10-24,31.07322
2022-10-25,30.22084
2022-10-26,27.08252
2022-10-27,25.10654
2022-10-28,23.82797
2022-10-29,16.58271
2022-10-30,12.28206
2022-10-31,25.68771
2022-11-01,27.31499
2022-11-02,25.14529
2022-11-03,25.99767
2022-11-04,25.22278
2022-11-05,19.75978
2022-11-06,18.63618
2022-11-07,29.94963
2022-11-08,30.14335
2022-11-09,33.0492
2022-11-10,31.69314
2022-11-11,40.99186
2022-11-12,21.85199
2022-11-13,20.68965
2022-11-14,33.78535
2022-11-15,33.35916
2022-11-16,27.77993
2022-11-17,26.26888
2022-11-18,26.30763
2022-11-19,16.46648
2022-11-20,15.88531
2022-11-21,30.84075
2022-11-22,27.50871
2022-11-23,23.32429
2022-11-24,24.79659
2022-11-25,26.42386
2022-11-26,17.12514
2022-11-27,15.73033
2022-11-28,23.05308
2022-11-29,25.14529
2022-11-30,29.63967
2022-12-01,31.15071
2022-12-02,24.79659
2022-12-03,14.29678
2022-12-04,14.87795
2022-12-05,31.38318
2022-12-06,28.28361
2022-12-07,25.64897
2022-12-08,26.46261
2022-12-09,24.21542
2022-12-10,17.90003
2022-12-11,17.7838
2022-12-12,25.26152
2022-12-13,24.17667
2022-12-14,24.87407
2022-12-15,25.4165
2022-12-16,23.55676
2022-12-17,15.76908
2022-12-18,14.68423
2022-12-19,21.50329
2022-12-20,25.99767
2022-12-21,22.8981
2022-12-22,26.30763
2022-12-23,22.31693
2022-12-24,18.98488
2022-12-25,16.58271
2022-12-26,20.3022
2022-12-27,23.78922
2022-12-28,23.40178
2022-12-29,24.44788
2022-12-30,22.82061
2022-12-31,17.20263
2023-01-01,18.17125
2023-01-02,25.26152
2023-01-03,27.54746
2023-01-04,28.67105
2023-01-05,27.9349
2023-01-06,25.14529
2023-01-07,20.06974
2023-01-08,20.06974
2023-01-09,31.88686
2023-01-10,30.95699
2023-01-11,30.72452
2023-01-12,29.21348
2023-01-13,27.74118
2023-01-14,20.22471
2023-01-15,20.84463
2023-01-16,31.30569
2023-01-17,28.94227
2023-01-18,29.7559
2023-01-19,28.47733
2023-01-20,29.21348
2023-01-21,22.16195
2023-01-22,22.35567
2023-01-23,23.78922
2023-01-24,25.53273
2023-01-25,33.28167
2023-01-26,31.96435
2023-01-27,31.65439
2023-01-28,24.17667
2023-01-29,24.09918
2023-01-30,29.63967
2023-01-31,32.97171
2023-02-01,29.56218
2023-02-02,31.53816
2023-02-03,27.04378
2023-02-04,24.13793
2023-02-05,24.13793
2023-02-06,37.42735
2023-02-07,37.96977
2023-02-08,35.9938
2023-02-09,36.38124
2023-02-10,34.28903
2023-02-11,26.38512
2023-02-12,27.2375
2023-02-13,42.34792
2023-02-14,39.44207
2023-02-15,41.72801
2023-02-16,43.74273
2023-02-17,42.1542
2023-02-18,30.18209
2023-02-19,30.25958
2023-02-20,41.8055
2023-02-21,39.79077
2023-02-22,43.35528
2023-02-23,39.75203
2023-02-24,35.37388
2023-02-25,29.87214
2023-02-26,33.43665
2023-02-27,46.72607
2023-02-28,43.93645
2023-03-01,47.03603
2023-03-02,43.35528
2023-03-03,42.96784
2023-03-04,32.15807
2023-03-05,29.25222
2023-03-06,41.57303
2023-03-07,40.37194
2023-03-08,43.6265
2023-03-09,37.46609
2023-03-10,40.06199
2023-03-11,30.76327
2023-03-12,29.48469
2023-03-13,42.77411
2023-03-14,40.17822
2023-03-15,39.28709
2023-03-16,39.01588
2023-03-17,37.65982
2023-03-18,26.23014
2023-03-19,28.51607
2023-03-20,44.36265
2023-03-21,39.94575
2023-03-22,39.13211
2023-03-23,47.30724
2023-03-24,42.23169
2023-03-25,34.09531
2023-03-26,36.38124
2023-03-27,43.08407
2023-03-28,38.27973
2023-03-29,35.68384
2023-03-30,36.6912
2023-03-31,35.25765
2023-04-01,25.80395
2023-04-02,28.05114
2023-04-03,37.8148
2023-04-04,37.11739
2023-04-05,37.07865
2023-04-06,40.17822
2023-04-07,35.60635
2023-04-08,29.56218
2023-04-09,28.59356
2023-04-10,39.13211
2023-04-11,42.42541
2023-04-12,40.95311
2023-04-13,46.41611
2023-04-14,45.33126
2023-04-15,33.55288
2023-04-16,30.45331
2023-04-17,48.85703
2023-04-18,43.93645
2023-04-19,48.43084
2023-04-20,47.81092
2023-04-21,48.00464
2023-04-22,32.27431
2023-04-23,35.06392
2023-04-24,44.71135
2023-04-25,47.69469
2023-04-26,49.0895
2023-04-27,47.2685
2023-04-28,45.4475
2023-04-29,35.41263
2023-04-30,34.59899
2023-05-01,38.00852
2023-05-02,45.95118
2023-05-03,44.16892
2023-05-04,46.8423
2023-05-05,42.65788
2023-05-06,44.16892
2023-05-07,45.64122
2023-05-08,51.45292
2023-05-09,44.71135
2023-05-10,46.72607
2023-05-11,45.64122
2023-05-12,42.8516
2023-05-13,32.85548
2023-05-14,35.33514
2023-05-15,52.88647
2023-05-16,62.8826
2023-05-17,62.30143
2023-05-18,53.19643
2023-05-19,50.75552
2023-05-20,32.81673
2023-05-21,38.5122
2023-05-22,55.98605
2023-05-23,57.34211
2023-05-24,51.2592
2023-05-25,50.44556
2023-05-26,47.11352
2023-05-27,41.22433
