date,자동차보험료
2020-06-19,49.78089
2020-06-20,36.54688
2020-06-21,36.54688
2020-06-22,61.61262
2020-06-23,57.49342
2020-06-24,55.74057
2020-06-25,51.27081
2020-06-26,48.64154
2020-06-27,34.88168
2020-06-28,34.79404
2020-06-29,60.38562
2020-06-30,56.09114
2020-07-01,51.53374
2020-07-02,55.03943
2020-07-03,48.5539
2020-07-04,37.07274
2020-07-05,40.05258
2020-07-06,57.40578
2020-07-07,56.617
2020-07-08,54.95179
2020-07-09,52.93602
2020-07-10,49.86853
2020-07-11,35.84574
2020-07-12,36.72217
2020-07-13,60.21034
2020-07-14,60.29798
2020-07-15,53.28659
2020-07-16,49.07975
2020-07-17,47.76511
2020-07-18,31.11305
2020-07-19,40.31551
2020-07-20,57.84399
2020-07-21,54.07537
2020-07-22,45.6617
2020-07-23,52.05959
2020-07-24,44.69763
2020-07-25,31.2007
2020-07-26,38.56266
2020-07-27,57.49342
2020-07-28,56.617
2020-07-29,51.27081
2020-07-30,44.52234
2020-07-31,37.59859
2020-08-01,30.23663
2020-08-02,31.63891
2020-08-03,44.69763
2020-08-04,50.39439
2020-08-05,49.25503
2020-08-06,47.50219
2020-08-07,45.48641
2020-08-08,30.5872
2020-08-09,32.60297
2020-08-10,56.44171
2020-08-11,49.25503
2020-08-12,47.06397
2020-08-13,44.08413
2020-08-14,47.58983
2020-08-15,31.63891
2020-08-16,30.14899
2020-08-17,41.5425
2020-08-18,48.81682
2020-08-19,53.28659
2020-08-20,55.47765
2020-08-21,46.80105
2020-08-22,31.28834
2020-08-23,39.00087
2020-08-24,59.33391
2020-08-25,57.66871
2020-08-26,52.76073
2020-08-27,55.12708
2020-08-28,47.76511
2020-08-29,34.61875
2020-08-30,38.91323
2020-08-31,58.8957
2020-09-01,51.53374
2020-09-02,53.02366
2020-09-03,46.53812
2020-09-04,45.92462
2020-09-05,34.35582
2020-09-06,40.05258
2020-09-07,55.56529
2020-09-08,51.35845
2020-09-09,52.23488
2020-09-10,48.29097
2020-09-11,48.20333
2020-09-12,33.39176
2020-09-13,35.93339
2020-09-14,55.03943
2020-09-15,52.76073
2020-09-16,53.28659
2020-09-17,51.44609
2020-09-18,44.08413
2020-09-19,29.44785
2020-09-20,37.51095
2020-09-21,51.27081
2020-09-22,50.13146
2020-09-23,48.64154
2020-09-24,45.13584
2020-09-25,43.73356
2020-09-26,28.74671
2020-09-27,31.55127
2020-09-28,49.16739
2020-09-29,40.84136
2020-09-30,31.37598
2020-10-01,37.86152
2020-10-02,29.44785
2020-10-03,31.63891
2020-10-04,38.56266
2020-10-05,60.38562
2020-10-06,55.56529
2020-10-07,47.3269
2020-10-08,43.73356
2020-10-09,33.12883
2020-10-10,30.06134
2020-10-11,32.77826
2020-10-12,55.30236
2020-10-13,51.18317
2020-10-14,52.58545
2020-10-15,46.88869
2020-10-16,43.73356
2020-10-17,26.73093
2020-10-18,33.82997
2020-10-19,56.0035
2020-10-20,52.58545
2020-10-21,47.9404
2020-10-22,44.69763
2020-10-23,46.36283
2020-10-24,31.02541
2020-10-25,36.10867
2020-10-26,53.7248
2020-10-27,53.90008
2020-10-28,47.85276
2020-10-29,47.41454
2020-10-30,43.8212
2020-10-31,29.88606
2020-11-01,36.72217
2020-11-02,47.67747
2020-11-03,48.99211
2020-11-04,40.14022
2020-11-05,45.13584
2020-11-06,43.47063
2020-11-07,25.85451
2020-11-08,32.8659
2020-11-09,53.46187
2020-11-10,56.09114
2020-11-11,47.85276
2020-11-12,45.13584
2020-11-13,38.82559
2020-11-14,27.95793
2020-11-15,37.16038
2020-11-16,47.76511
2020-11-17,47.23926
2020-11-18,46.36283
2020-11-19,41.01665
2020-11-20,40.14022
2020-11-21,30.49956
2020-11-22,32.25241
2020-11-23,45.74934
2020-11-24,53.54951
2020-11-25,48.72918
2020-11-26,42.156
2020-11-27,41.89307
2020-11-28,31.37598
2020-11-29,36.28396
2020-11-30,51.79666
2020-12-01,52.23488
2020-12-02,48.64154
2020-12-03,49.86853
2020-12-04,45.22348
2020-12-05,35.67046
2020-12-06,37.51095
2020-12-07,52.84837
2020-12-08,53.81244
2020-12-09,50.8326
2020-12-10,49.25503
2020-12-11,48.20333
2020-12-12,33.12883
2020-12-13,34.88168
2020-12-14,51.88431
2020-12-15,53.54951
2020-12-16,51.27081
2020-12-17,48.5539
2020-12-18,47.3269
2020-12-19,34.79404
2020-12-20,36.45924
2020-12-21,51.09553
2020-12-22,54.77651
2020-12-23,49.78089
2020-12-24,46.09991
2020-12-25,30.76248
2020-12-26,31.90184
2020-12-27,36.80981
2020-12-28,60.29798
2020-12-29,58.45749
2020-12-30,55.47765
2020-12-31,49.86853
2021-01-01,36.28396
2021-01-02,37.51095
2021-01-03,41.5425
2021-01-04,62.83961
2021-01-05,59.94741
2021-01-06,51.97195
2021-01-07,51.44609
2021-01-08,46.88869
2021-01-09,34.96932
2021-01-10,37.42331
2021-01-11,51.27081
2021-01-12,55.21472
2021-01-13,64.32953
2021-01-14,100.0
2021-01-15,64.76774
2021-01-16,43.8212
2021-01-17,40.31551
2021-01-18,59.24627
2021-01-19,62.48904
2021-01-20,56.87992
2021-01-21,52.58545
2021-01-22,46.27519
2021-01-23,36.28396
2021-01-24,41.19193
2021-01-25,54.33829
2021-01-26,53.98773
2021-01-27,57.05521
2021-01-28,51.88431
2021-01-29,46.62576
2021-01-30,37.16038
2021-01-31,38.0368
2021-02-01,55.03943
2021-02-02,52.58545
2021-02-03,47.85276
2021-02-04,41.5425
2021-02-05,43.20771
2021-02-06,32.07712
2021-02-07,39.08851
2021-02-08,51.53374
2021-02-09,48.37861
2021-02-10,46.01226
2021-02-11,30.5872
2021-02-12,36.54688
2021-02-13,32.95354
2021-02-14,43.55828
2021-02-15,62.22611
2021-02-16,53.7248
2021-02-17,47.85276
2021-02-18,58.63277
2021-02-19,44.34706
2021-02-20,33.12883
2021-02-21,37.51095
2021-02-22,47.85276
2021-02-23,53.46187
2021-02-24,50.2191
2021-02-25,53.37423
2021-02-26,48.81682
2021-02-27,34.88168
2021-02-28,32.16476
2021-03-01,40.05258
2021-03-02,51.09553
2021-03-03,48.90446
2021-03-04,43.12007
2021-03-05,42.06836
2021-03-06,30.49956
2021-03-07,30.14899
2021-03-08,50.56967
2021-03-09,48.5539
2021-03-10,46.53812
2021-03-11,47.9404
2021-03-12,42.68185
2021-03-13,31.02541
2021-03-14,33.91761
2021-03-15,46.7134
2021-03-16,49.86853
2021-03-17,48.72918
2021-03-18,44.69763
2021-03-19,41.27957
2021-03-20,30.14899
2021-03-21,33.82997
2021-03-22,48.81682
2021-03-23,41.45486
2021-03-24,43.8212
2021-03-25,40.14022
2021-03-26,38.73794
2021-03-27,29.36021
2021-03-28,34.44347
2021-03-29,51.00788
2021-03-30,52.14723
2021-03-31,48.64154
2021-04-01,42.7695
2021-04-02,40.31551
2021-04-03,30.5872
2021-04-04,32.60297
2021-04-05,43.20771
2021-04-06,40.75372
2021-04-07,39.96494
2021-04-08,43.29535
2021-04-09,39.17616
2021-04-10,28.39614
2021-04-11,32.34005
2021-04-12,52.4978
2021-04-13,44.08413
2021-04-14,45.74934
2021-04-15,43.73356
2021-04-16,43.03242
2021-04-17,31.11305
2021-04-18,31.2007
2021-04-19,45.6617
2021-04-20,46.36283
2021-04-21,46.27519
2021-04-22,45.74934
2021-04-23,39.00087
2021-04-24,27.43207
2021-04-25,32.95354
2021-04-26,44.96056
2021-04-27,42.156
2021-04-28,40.66608
2021-04-29,42.156
2021-04-30,39.70201
2021-05-01,27.695
2021-05-02,35.67046
2021-05-03,48.64154
2021-05-04,48.72918
2021-05-05,31.11305
2021-05-06,44.25942
2021-05-07,40.75372
2021-05-08,28.83435
2021-05-09,32.34005
2021-05-10,49.6056
2021-05-11,49.25503
2021-05-12,40.66608
2021-05-13,41.89307
2021-05-14,39.17616
2021-05-15,28.48378
2021-05-16,30.41191
2021-05-17,43.47063
2021-05-18,41.63014
2021-05-19,30.32427
2021-05-20,45.48641
2021-05-21,42.41893
2021-05-22,30.41191
2021-05-23,36.54688
2021-05-24,48.20333
2021-05-25,47.9404
2021-05-26,48.29097
2021-05-27,44.87291
2021-05-28,37.86152
2021-05-29,25.85451
2021-05-30,29.88606
2021-05-31,48.37861
2021-06-01,44.60999
2021-06-02,42.59421
2021-06-03,41.27957
2021-06-04,38.73794
2021-06-05,25.15337
2021-06-06,32.69062
2021-06-07,53.28659
2021-06-08,48.02804
2021-06-09,46.45048
2021-06-10,42.85714
2021-06-11,39.52673
2021-06-12,28.74671
2021-06-13,29.44785
2021-06-14,45.13584
2021-06-15,48.90446
2021-06-16,43.29535
2021-06-17,43.8212
2021-06-18,40.05258
2021-06-19,27.78264
2021-06-20,31.72655
2021-06-21,45.0482
2021-06-22,45.92462
2021-06-23,39.08851
2021-06-24,40.929
2021-06-25,37.16038
2021-06-26,26.99386
2021-06-27,28.83435
2021-06-28,44.4347
2021-06-29,40.49079
2021-06-30,40.66608
2021-07-01,44.4347
2021-07-02,39.2638
2021-07-03,27.60736
2021-07-04,32.25241
2021-07-05,43.55828
2021-07-06,46.01226
2021-07-07,38.6503
2021-07-08,35.23225
2021-07-09,33.12883
2021-07-10,26.73093
2021-07-11,23.83873
2021-07-12,41.98071
2021-07-13,45.13584
2021-07-14,44.34706
2021-07-15,40.84136
2021-07-16,37.33567
2021-07-17,28.83435
2021-07-18,28.83435
2021-07-19,47.41454
2021-07-20,46.27519
2021-07-21,41.71779
2021-07-22,39.52673
2021-07-23,36.9851
2021-07-24,29.00964
2021-07-25,28.92199
2021-07-26,40.57843
2021-07-27,48.29097
2021-07-28,51.00788
2021-07-29,44.69763
2021-07-30,42.06836
2021-07-31,34.26818
2021-08-01,37.07274
2021-08-02,49.16739
2021-08-03,46.97633
2021-08-04,45.57405
2021-08-05,44.34706
2021-08-06,41.19193
2021-08-07,34.53111
2021-08-08,39.61437
2021-08-09,54.95179
2021-08-10,80.19281
2021-08-11,60.64855
2021-08-12,52.58545
2021-08-13,48.29097
2021-08-14,37.33567
2021-08-15,41.45486
2021-08-16,42.41893
2021-08-17,54.16301
2021-08-18,51.88431
2021-08-19,52.93602
2021-08-20,47.15162
2021-08-21,35.05696
2021-08-22,38.82559
2021-08-23,49.07975
2021-08-24,47.3269
2021-08-25,50.04382
2021-08-26,51.00788
2021-08-27,44.69763
2021-08-28,33.30411
2021-08-29,34.26818
2021-08-30,51.79666
2021-08-31,48.11568
2021-09-01,48.29097
2021-09-02,50.92024
2021-09-03,42.156
2021-09-04,36.19631
2021-09-05,40.05258
2021-09-06,52.05959
2021-09-07,49.51796
2021-09-08,40.05258
2021-09-09,43.99649
2021-09-10,41.19193
2021-09-11,35.05696
2021-09-12,34.26818
2021-09-13,46.45048
2021-09-14,51.53374
2021-09-15,47.85276
2021-09-16,37.42331
2021-09-17,38.56266
2021-09-18,30.14899
2021-09-19,27.60736
2021-09-20,25.4163
2021-09-21,33.82997
2021-09-22,37.94916
2021-09-23,54.68886
2021-09-24,46.36283
2021-09-25,34.0929
2021-09-26,31.90184
2021-09-27,49.69325
2021-09-28,42.156
2021-09-29,45.83698
2021-09-30,43.99649
2021-10-01,39.17616
2021-10-02,31.90184
2021-10-03,34.00525
2021-10-04,37.24802
2021-10-05,45.74934
2021-10-06,46.88869
2021-10-07,40.57843
2021-10-08,40.929
2021-10-09,27.16914
2021-10-10,29.88606
2021-10-11,37.77388
2021-10-12,43.29535
2021-10-13,41.36722
2021-10-14,45.13584
2021-10-15,35.31989
2021-10-16,25.67922
2021-10-17,28.3085
2021-10-18,43.55828
2021-10-19,38.73794
2021-10-20,36.9851
2021-10-21,34.26818
2021-10-22,33.12883
2021-10-23,24.62751
2021-10-24,30.06134
2021-10-25,41.27957
2021-10-26,43.03242
2021-10-27,42.24364
2021-10-28,37.33567
2021-10-29,35.31989
2021-10-30,31.02541
2021-10-31,29.53549
2021-11-01,36.9851
2021-11-02,39.8773
2021-11-03,36.89745
2021-11-04,37.86152
2021-11-05,32.77826
2021-11-06,27.60736
2021-11-07,29.18492
2021-11-08,43.8212
2021-11-09,40.22787
2021-11-10,34.53111
2021-11-11,33.4794
2021-11-12,35.31989
2021-11-13,27.34443
2021-11-14,31.11305
2021-11-15,37.86152
2021-11-16,38.56266
2021-11-17,35.58282
2021-11-18,36.19631
2021-11-19,34.53111
2021-11-20,31.2007
2021-11-21,28.39614
2021-11-22,35.58282
2021-11-23,34.53111
2021-11-24,36.89745
2021-11-25,35.49517
2021-11-26,31.55127
2021-11-27,24.1893
2021-11-28,26.02979
2021-11-29,38.0368
2021-11-30,39.70201
2021-12-01,37.42331
2021-12-02,34.70639
2021-12-03,35.49517
2021-12-04,24.62751
2021-12-05,30.14899
2021-12-06,43.20771
2021-12-07,46.88869
2021-12-08,40.22787
2021-12-09,36.45924
2021-12-10,33.82997
2021-12-11,26.46801
2021-12-12,28.65907
2021-12-13,43.55828
2021-12-14,40.66608
2021-12-15,37.68624
2021-12-16,39.8773
2021-12-17,38.73794
2021-12-18,25.85451
2021-12-19,29.53549
2021-12-20,42.156
2021-12-21,42.156
2021-12-22,42.24364
2021-12-23,42.156
2021-12-24,32.95354
2021-12-25,24.45223
2021-12-26,29.9737
2021-12-27,46.7134
2021-12-28,39.96494
2021-12-29,39.70201
2021-12-30,44.60999
2021-12-31,38.0368
2022-01-01,34.53111
2022-01-02,36.72217
2022-01-03,51.70902
2022-01-04,46.88869
2022-01-05,47.3269
2022-01-06,51.18317
2022-01-07,46.7134
2022-01-08,35.05696
2022-01-09,39.61437
2022-01-10,57.49342
2022-01-11,49.51796
2022-01-12,45.92462
2022-01-13,51.88431
2022-01-14,44.87291
2022-01-15,32.95354
2022-01-16,38.21209
2022-01-17,49.25503
2022-01-18,48.99211
2022-01-19,52.14723
2022-01-20,43.90885
2022-01-21,39.08851
2022-01-22,32.60297
2022-01-23,35.58282
2022-01-24,46.7134
2022-01-25,49.16739
2022-01-26,49.34268
2022-01-27,40.66608
2022-01-28,40.40315
2022-01-29,32.51533
2022-01-30,32.42769
2022-01-31,31.02541
2022-02-01,35.23225
2022-02-02,35.40753
2022-02-03,56.26643
2022-02-04,48.64154
2022-02-05,35.23225
2022-02-06,35.49517
2022-02-07,45.13584
2022-02-08,46.27519
2022-02-09,46.62576
2022-02-10,44.69763
2022-02-11,40.75372
2022-02-12,31.72655
2022-02-13,31.72655
2022-02-14,42.85714
2022-02-15,40.75372
2022-02-16,48.46625
2022-02-17,49.78089
2022-02-18,41.71779
2022-02-19,31.63891
2022-02-20,33.30411
2022-02-21,57.66871
2022-02-22,60.56091
2022-02-23,55.21472
2022-02-24,54.77651
2022-02-25,53.63716
2022-02-26,49.07975
2022-02-27,49.43032
2022-02-28,62.92725
2022-03-01,51.18317
2022-03-02,58.54513
2022-03-03,42.33128
2022-03-04,39.00087
2022-03-05,32.07712
2022-03-06,30.49956
2022-03-07,46.62576
2022-03-08,37.51095
2022-03-09,28.65907
2022-03-10,39.78965
2022-03-11,42.06836
2022-03-12,33.4794
2022-03-13,37.68624
2022-03-14,53.02366
2022-03-15,59.15863
2022-03-16,51.79666
2022-03-17,47.85276
2022-03-18,40.57843
2022-03-19,33.91761
2022-03-20,32.51533
2022-03-21,48.37861
2022-03-22,47.23926
2022-03-23,42.156
2022-03-24,44.34706
2022-03-25,44.34706
2022-03-26,32.42769
2022-03-27,34.61875
2022-03-28,48.90446
2022-03-29,45.6617
2022-03-30,51.70902
2022-03-31,47.3269
2022-04-01,41.19193
2022-04-02,32.07712
2022-04-03,32.69062
2022-04-04,48.02804
2022-04-05,43.64592
2022-04-06,40.66608
2022-04-07,40.49079
2022-04-08,37.16038
2022-04-09,31.63891
2022-04-10,32.77826
2022-04-11,56.70464
2022-04-12,48.90446
2022-04-13,44.78527
2022-04-14,43.90885
2022-04-15,41.27957
2022-04-16,30.76248
2022-04-17,35.67046
2022-04-18,51.18317
2022-04-19,44.25942
2022-04-20,42.50657
2022-04-21,39.00087
2022-04-22,36.19631
2022-04-23,27.87028
2022-04-24,31.02541
2022-04-25,42.68185
2022-04-26,41.45486
2022-04-27,43.47063
2022-04-28,40.05258
2022-04-29,35.40753
2022-04-30,24.53987
2022-05-01,29.18492
2022-05-02,42.41893
2022-05-03,41.27957
2022-05-04,39.00087
2022-05-05,24.89044
2022-05-06,38.0368
2022-05-07,27.87028
2022-05-08,30.49956
2022-05-09,46.88869
2022-05-10,42.7695
2022-05-11,49.78089
2022-05-12,44.78527
2022-05-13,36.19631
2022-05-14,28.65907
2022-05-15,28.92199
2022-05-16,48.29097
2022-05-17,41.45486
2022-05-18,40.84136
2022-05-19,47.06397
2022-05-20,39.08851
2022-05-21,26.99386
2022-05-22,30.76248
2022-05-23,48.11568
2022-05-24,50.2191
2022-05-25,46.53812
2022-05-26,38.47502
2022-05-27,36.63453
2022-05-28,29.09728
2022-05-29,28.83435
2022-05-30,42.50657
2022-05-31,43.73356
2022-06-01,24.8028
2022-06-02,39.43908
2022-06-03,37.07274
2022-06-04,28.13321
2022-06-05,27.87028
2022-06-06,32.07712
2022-06-07,43.29535
2022-06-08,43.64592
2022-06-09,37.42331
2022-06-10,33.91761
2022-06-11,26.20508
2022-06-12,28.65907
2022-06-13,39.43908
2022-06-14,46.53812
2022-06-15,42.41893
2022-06-16,40.05258
2022-06-17,37.77388
2022-06-18,26.29272
2022-06-19,29.9737
2022-06-20,42.41893
2022-06-21,40.84136
2022-06-22,42.94478
2022-06-23,35.49517
2022-06-24,36.72217
2022-06-25,23.83873
2022-06-26,27.0815
2022-06-27,41.10429
2022-06-28,40.84136
2022-06-29,53.28659
2022-06-30,43.38299
2022-07-01,32.8659
2022-07-02,28.39614
2022-07-03,29.9737
2022-07-04,43.29535
2022-07-05,43.99649
2022-07-06,36.3716
2022-07-07,36.45924
2022-07-08,33.04119
2022-07-09,23.22524
2022-07-10,29.62313
2022-07-11,36.80981
2022-07-12,39.61437
2022-07-13,36.80981
2022-07-14,35.49517
2022-07-15,33.56704
2022-07-16,26.29272
2022-07-17,26.20508
2022-07-18,41.10429
2022-07-19,39.52673
2022-07-20,38.38737
2022-07-21,39.8773
2022-07-22,35.1446
2022-07-23,24.71516
2022-07-24,26.55565
2022-07-25,46.09991
2022-07-26,42.24364
2022-07-27,41.19193
2022-07-28,34.18054
2022-07-29,36.72217
2022-07-30,25.32865
2022-07-31,28.04557
2022-08-01,37.86152
2022-08-02,38.47502
2022-08-03,38.73794
2022-08-04,33.04119
2022-08-05,32.77826
2022-08-06,23.04995
2022-08-07,27.87028
2022-08-08,37.59859
2022-08-09,39.35144
2022-08-10,52.4978
2022-08-11,71.078
2022-08-12,47.76511
2022-08-13,36.63453
2022-08-14,40.49079
2022-08-15,40.14022
2022-08-16,47.23926
2022-08-17,52.32252
2022-08-18,44.69763
2022-08-19,39.96494
2022-08-20,30.14899
2022-08-21,29.62313
2022-08-22,45.39877
2022-08-23,47.50219
2022-08-24,36.80981
2022-08-25,40.66608
2022-08-26,37.86152
2022-08-27,23.04995
2022-08-28,26.46801
2022-08-29,44.17177
2022-08-30,38.91323
2022-08-31,49.6056
2022-09-01,45.22348
2022-09-02,33.82997
2022-09-03,25.59158
2022-09-04,35.23225
2022-09-05,36.54688
2022-09-06,35.84574
2022-09-07,35.05696
2022-09-08,31.72655
2022-09-09,21.64767
2022-09-10,24.71516
2022-09-11,24.89044
2022-09-12,30.67484
2022-09-13,48.81682
2022-09-14,45.13584
2022-09-15,41.89307
2022-09-16,36.80981
2022-09-17,29.71078
2022-09-18,24.53987
2022-09-19,43.47063
2022-09-20,38.82559
2022-09-21,40.75372
2022-09-22,41.19193
2022-09-23,35.93339
2022-09-24,25.4163
2022-09-25,24.01402
2022-09-26,40.14022
2022-09-27,41.5425
2022-09-28,40.14022
2022-09-29,37.16038
2022-09-30,33.82997
2022-10-01,26.55565
2022-10-02,26.20508
2022-10-03,27.695
2022-10-04,44.78527
2022-10-05,40.31551
2022-10-06,40.57843
2022-10-07,30.67484
2022-10-08,22.96231
2022-10-09,27.25679
2022-10-10,26.55565
2022-10-11,45.83698
2022-10-12,38.29973
2022-10-13,37.16038
2022-10-14,34.44347
2022-10-15,26.46801
2022-10-16,30.32427
2022-10-17,44.78527
2022-10-18,39.17616
2022-10-19,41.36722
2022-10-20,34.35582
2022-10-21,32.69062
2022-10-22,24.45223
2022-10-23,28.57142
2022-10-24,42.156
2022-10-25,42.59421
2022-10-26,39.61437
2022-10-27,35.93339
2022-10-28,32.25241
2022-10-29,23.66345
2022-10-30,20.15775
2022-10-31,38.12445
2022-11-01,41.19193
2022-11-02,38.38737
2022-11-03,33.30411
2022-11-04,28.39614
2022-11-05,24.27695
2022-11-06,29.36021
2022-11-07,60.99912
2022-11-08,57.66871
2022-11-09,41.19193
2022-11-10,40.75372
2022-11-11,34.88168
2022-11-12,24.97808
2022-11-13,27.16914
2022-11-14,40.75372
2022-11-15,46.45048
2022-11-16,40.40315
2022-11-17,38.12445
2022-11-18,32.77826
2022-11-19,24.53987
2022-11-20,28.04557
2022-11-21,41.45486
2022-11-22,41.01665
2022-11-23,40.14022
2022-11-24,33.82997
2022-11-25,33.21647
2022-11-26,23.83873
2022-11-27,27.51971
2022-11-28,38.0368
2022-11-29,42.156
2022-11-30,35.84574
2022-12-01,38.73794
2022-12-02,34.44347
2022-12-03,23.57581
2022-12-04,32.42769
2022-12-05,45.83698
2022-12-06,42.68185
2022-12-07,40.66608
2022-12-08,44.4347
2022-12-09,40.84136
2022-12-10,28.83435
2022-12-11,26.02979
2022-12-12,48.46625
2022-12-13,43.64592
2022-12-14,41.89307
2022-12-15,41.19193
2022-12-16,39.52673
2022-12-17,27.695
2022-12-18,31.98948
2022-12-19,51.62138
2022-12-20,53.02366
2022-12-21,56.0035
2022-12-22,55.47765
2022-12-23,44.87291
2022-12-24,30.5872
2022-12-25,30.41191
2022-12-26,57.49342
2022-12-27,56.87992
2022-12-28,51.97195
2022-12-29,52.23488
2022-12-30,44.60999
2022-12-31,33.56704
2023-01-01,48.81682
2023-01-02,75.72304
2023-01-03,63.80368
2023-01-04,60.56091
2023-01-05,53.54951
2023-01-06,45.83698
2023-01-07,34.61875
2023-01-08,37.59859
2023-01-09,53.19894
2023-01-10,56.70464
2023-01-11,48.64154
2023-01-12,46.45048
2023-01-13,49.16739
2023-01-14,36.63453
2023-01-15,38.29973
2023-01-16,57.31814
2023-01-17,50.92024
2023-01-18,52.41016
2023-01-19,46.27519
2023-01-20,32.51533
2023-01-21,34.26818
2023-01-22,28.57142
2023-01-23,27.34443
2023-01-24,29.44785
2023-01-25,59.59684
2023-01-26,74.05784
2023-01-27,59.85977
2023-01-28,40.49079
2023-01-29,41.19193
2023-01-30,65.99474
2023-01-31,58.98334
2023-02-01,60.99912
2023-02-02,53.81244
2023-02-03,52.93602
2023-02-04,33.74233
2023-02-05,42.156
2023-02-06,58.10692
2023-02-07,54.25065
2023-02-08,52.05959
2023-02-09,52.23488
2023-02-10,51.18317
2023-02-11,35.05696
2023-02-12,40.75372
2023-02-13,59.85977
2023-02-14,60.47326
2023-02-15,55.03943
2023-02-16,58.54513
2023-02-17,46.53812
2023-02-18,36.28396
2023-02-19,36.9851
2023-02-20,54.16301
2023-02-21,52.05959
2023-02-22,61.52497
2023-02-23,58.80806
2023-02-24,53.81244
2023-02-25,33.74233
2023-02-26,40.22787
2023-02-27,60.99912
2023-02-28,53.54951
2023-03-01,41.10429
2023-03-02,46.09991
2023-03-03,42.68185
2023-03-04,33.39176
2023-03-05,34.88168
2023-03-06,47.15162
2023-03-07,43.64592
2023-03-08,47.85276
2023-03-09,44.17177
2023-03-10,38.82559
2023-03-11,24.8028
2023-03-12,31.37598
2023-03-13,44.69763
2023-03-14,48.11568
2023-03-15,44.96056
2023-03-16,46.7134
2023-03-17,42.33128
2023-03-18,30.14899
2023-03-19,33.65468
2023-03-20,50.13146
2023-03-21,46.27519
2023-03-22,49.25503
2023-03-23,46.36283
2023-03-24,41.71779
2023-03-25,27.25679
2023-03-26,34.0929
2023-03-27,44.78527
2023-03-28,47.41454
2023-03-29,46.97633
2023-03-30,39.43908
2023-03-31,41.71779
2023-04-01,24.89044
2023-04-02,27.25679
2023-04-03,48.72918
2023-04-04,46.80105
2023-04-05,48.99211
2023-04-06,43.29535
2023-04-07,38.21209
2023-04-08,26.02979
2023-04-09,30.23663
2023-04-10,45.48641
2023-04-11,42.59421
2023-04-12,42.94478
2023-04-13,40.57843
2023-04-14,38.6503
2023-04-15,26.38036
2023-04-16,32.69062
2023-04-17,47.41454
2023-04-18,41.27957
2023-04-19,43.12007
2023-04-20,36.72217
2023-04-21,40.22787
2023-04-22,24.97808
2023-04-23,29.71078
2023-04-24,44.60999
2023-04-25,43.38299
2023-04-26,47.23926
2023-04-27,40.31551
2023-04-28,43.20771
2023-04-29,25.50394
2023-04-30,29.88606
2023-05-01,34.00525
2023-05-02,44.69763
2023-05-03,42.85714
2023-05-04,40.14022
2023-05-05,25.24101
2023-05-06,26.11744
2023-05-07,30.76248
2023-05-08,48.46625
2023-05-09,40.75372
2023-05-10,40.66608
2023-05-11,30.93777
2023-05-12,30.67484
2023-05-13,24.1893
2023-05-14,23.22524
2023-05-15,41.19193
2023-05-16,38.73794
2023-05-17,34.26818
2023-05-18,34.53111
2023-05-19,30.41191
2023-05-20,18.66783
2023-05-21,22.26117
2023-05-22,40.05258
2023-05-23,36.80981
2023-05-24,28.83435
2023-05-25,37.42331
2023-05-26,31.28834
2023-05-27,18.49255
2023-05-28,19.45661
2023-05-29,22.5241
2023-05-30,38.29973
