date,오늘환율
2020-03-20,100.0
2020-03-21,23.9271
2020-03-22,14.81481
2020-03-23,81.893
2020-03-24,78.46854
2020-03-25,68.66549
2020-03-26,65.06466
2020-03-27,61.6843
2020-03-28,17.66607
2020-03-29,11.00823
2020-03-30,60.097
2020-03-31,51.49911
2020-04-01,51.44032
2020-04-02,54.01234
2020-04-03,50.04409
2020-04-04,13.84479
2020-04-05,9.93533
2020-04-06,51.0141
2020-04-07,49.05937
2020-04-08,50.63198
2020-04-09,45.75249
2020-04-10,46.53145
2020-04-11,12.66901
2020-04-12,9.27395
2020-04-13,43.26866
2020-04-14,39.97648
2020-04-15,15.9465
2020-04-16,46.86948
2020-04-17,41.53439
2020-04-18,10.80246
2020-04-19,7.51028
2020-04-20,39.15343
2020-04-21,49.69135
2020-04-22,50.485
2020-04-23,45.62022
2020-04-24,41.69606
2020-04-25,11.43445
2020-04-26,8.4803
2020-04-27,38.00705
2020-04-28,36.94885
2020-04-29,38.24221
2020-04-30,13.37448
2020-05-01,14.28571
2020-05-02,8.4803
2020-05-03,8.45091
2020-05-04,36.1552
2020-05-05,13.08054
2020-05-06,34.72957
2020-05-07,32.08406
2020-05-08,33.06878
2020-05-09,10.33215
2020-05-10,6.8783
2020-05-11,34.18577
2020-05-12,31.96649
2020-05-13,30.49676
2020-05-14,34.17107
2020-05-15,33.03938
2020-05-16,9.87654
2020-05-17,6.96649
2020-05-18,33.00999
2020-05-19,32.73074
2020-05-20,32.05467
2020-05-21,31.21693
2020-05-22,35.14109
2020-05-23,12.15461
2020-05-24,7.83362
2020-05-25,38.99176
2020-05-26,40.46149
2020-05-27,35.75837
2020-05-28,40.22633
2020-05-29,32.34861
2020-05-30,9.77366
2020-05-31,7.73074
2020-06-01,35.14109
2020-06-02,32.51028
2020-06-03,33.58318
2020-06-04,33.74485
2020-06-05,34.21516
2020-06-06,10.86125
2020-06-07,7.02527
2020-06-08,34.87654
2020-06-09,34.5679
2020-06-10,35.78777
2020-06-11,38.62433
2020-06-12,37.02233
2020-06-13,10.6114
2020-06-14,7.45149
2020-06-15,37.36037
2020-06-16,35.03821
2020-06-17,34.47971
2020-06-18,33.25984
2020-06-19,30.32039
2020-06-20,9.12698
2020-06-21,6.43738
2020-06-22,31.3639
2020-06-23,30.67313
2020-06-24,32.20164
2020-06-25,32.56907
2020-06-26,32.4074
2020-06-27,9.0241
2020-06-28,6.05526
2020-06-29,33.5097
2020-06-30,32.03997
2020-07-01,31.14344
2020-07-02,30.3057
2020-07-03,28.26278
2020-07-04,7.90711
2020-07-05,5.73192
2020-07-06,28.79188
2020-07-07,30.20282
2020-07-08,28.29218
2020-07-09,29.51205
2020-07-10,30.43797
2020-07-11,8.56848
2020-07-12,5.99647
2020-07-13,28.48324
2020-07-14,28.80658
2020-07-15,28.20399
2020-07-16,27.30746
2020-07-17,26.19047
2020-07-18,7.23104
2020-07-19,5.05584
2020-07-20,26.51381
2020-07-21,26.96942
2020-07-22,29.96766
2020-07-23,28.1746
2020-07-24,28.58612
2020-07-25,8.30393
2020-07-26,5.42328
2020-07-27,28.89476
2020-07-28,32.56907
2020-07-29,32.09876
2020-07-30,31.24632
2020-07-31,32.87771
2020-08-01,9.18577
2020-08-02,6.02586
2020-08-03,27.96884
2020-08-04,25.58788
2020-08-05,28.83597
2020-08-06,30.37918
2020-08-07,28.29218
2020-08-08,9.5385
2020-08-09,6.74603
2020-08-10,28.76249
2020-08-11,28.58612
2020-08-12,26.92533
2020-08-13,26.52851
2020-08-14,25.88183
2020-08-15,7.73074
2020-08-16,5.8054
2020-08-17,13.91828
2020-08-18,26.16108
2020-08-19,25.79365
2020-08-20,31.43738
2020-08-21,30.24691
2020-08-22,8.80364
2020-08-23,6.3345
2020-08-24,29.02704
2020-08-25,27.79247
2020-08-26,25.4997
2020-08-27,25.05878
2020-08-28,25.38212
2020-08-29,8.36272
2020-08-30,5.05584
2020-08-31,28.38036
2020-09-01,25.485
2020-09-02,26.14638
2020-09-03,25.74955
2020-09-04,29.08583
2020-09-05,8.11287
2020-09-06,5.62904
2020-09-07,22.95708
2020-09-08,23.54497
2020-09-09,25.24985
2020-09-10,22.70723
2020-09-11,23.03057
2020-09-12,7.9365
2020-09-13,5.39388
2020-09-14,22.26631
2020-09-15,25.54379
2020-09-16,30.12933
2020-09-17,27.71898
2020-09-18,37.41916
2020-09-19,10.33215
2020-09-20,7.01058
2020-09-21,33.80364
2020-09-22,32.68665
2020-09-23,29.93827
2020-09-24,33.18636
2020-09-25,28.7184
2020-09-26,8.83303
2020-09-27,6.65784
2020-09-28,26.94003
2020-09-29,22.38389
2020-09-30,8.05408
2020-10-01,5.65843
2020-10-02,6.55496
2020-10-03,5.8054
2020-10-04,5.01175
2020-10-05,24.4415
2020-10-06,28.07172
2020-10-07,25.69077
2020-10-08,26.14638
2020-10-09,12.63962
2020-10-10,7.83362
2020-10-11,6.15814
2020-10-12,30.09994
2020-10-13,29.92357
2020-10-14,29.2034
2020-10-15,26.83715
2020-10-16,25.58788
2020-10-17,8.11287
2020-10-18,5.89359
2020-10-19,25.29394
2020-10-20,27.48383
2020-10-21,28.52733
2020-10-22,27.95414
2020-10-23,27.68959
2020-10-24,9.93533
2020-10-25,7.67195
2020-10-26,29.61493
2020-10-27,30.46737
2020-10-28,28.38036
2020-10-29,27.95414
2020-10-30,27.57201
2020-10-31,8.95061
2020-11-01,6.30511
2020-11-02,26.49911
2020-11-03,24.35332
2020-11-04,31.65784
2020-11-05,34.71487
2020-11-06,31.12874
2020-11-07,9.90593
2020-11-08,7.52498
2020-11-09,30.07054
2020-11-10,32.92181
2020-11-11,31.893
2020-11-12,30.20282
2020-11-13,27.41034
2020-11-14,9.5532
2020-11-15,6.61375
2020-11-16,28.64491
2020-11-17,29.2034
2020-11-18,30.08524
2020-11-19,32.58377
2020-11-20,31.11405
2020-11-21,9.42092
2020-11-22,7.08406
2020-11-23,30.17342
2020-11-24,28.32157
2020-11-25,30.77601
2020-11-26,28.77718
2020-11-27,29.79129
2020-11-28,9.40623
2020-11-29,6.49617
2020-11-30,27.52792
2020-12-01,28.51263
2020-12-02,27.80717
2020-12-03,32.80423
2020-12-04,36.43445
2020-12-05,11.6843
2020-12-06,7.53968
2020-12-07,34.06819
2020-12-08,32.30452
2020-12-09,30.34979
2020-12-10,31.51087
2020-12-11,32.28982
2020-12-12,10.33215
2020-12-13,6.70194
2020-12-14,30.59964
2020-12-15,29.40917
2020-12-16,29.80599
2020-12-17,29.89417
2020-12-18,29.17401
2020-12-19,10.30276
2020-12-20,7.36331
2020-12-21,30.24691
2020-12-22,32.62786
2020-12-23,30.92298
2020-12-24,25.85243
2020-12-25,9.75896
2020-12-26,8.40681
2020-12-27,6.30511
2020-12-28,29.7472
2020-12-29,27.42504
2020-12-30,29.04174
2020-12-31,23.3686
2021-01-01,7.62786
2021-01-02,7.61316
2021-01-03,6.80482
2021-01-04,29.79129
2021-01-05,28.93885
2021-01-06,27.57201
2021-01-07,27.05761
2021-01-08,27.99823
2021-01-09,9.42092
2021-01-10,7.34861
2021-01-11,31.83421
2021-01-12,32.12815
2021-01-13,29.86478
2021-01-14,30.43797
2021-01-15,27.83656
2021-01-16,9.74426
2021-01-17,7.48089
2021-01-18,30.8054
2021-01-19,31.61375
2021-01-20,29.68841
2021-01-21,29.17401
2021-01-22,27.42504
2021-01-23,9.34744
2021-01-24,5.92298
2021-01-25,29.2034
2021-01-26,27.24867
2021-01-27,25.38212
2021-01-28,35.02351
2021-01-29,34.0241
2021-01-30,9.86184
2021-01-31,6.65784
2021-02-01,30.2763
2021-02-02,27.14579
2021-02-03,27.58671
2021-02-04,27.41034
2021-02-05,28.54203
2021-02-06,10.02351
2021-02-07,7.52498
2021-02-08,26.60199
2021-02-09,26.14638
2021-02-10,25.86713
2021-02-11,8.98001
2021-02-12,6.20223
2021-02-13,5.58495
2021-02-14,5.90828
2021-02-15,27.46913
2021-02-16,27.73368
2021-02-17,28.30687
2021-02-18,26.64609
2021-02-19,25.35273
2021-02-20,7.9659
2021-02-21,6.20223
2021-02-22,26.39623
2021-02-23,28.21869
2021-02-24,26.63139
2021-02-25,25.29394
2021-02-26,33.34803
2021-02-27,10.58201
2021-02-28,7.03997
2021-03-01,11.61081
2021-03-02,31.76072
2021-03-03,27.60141
2021-03-04,29.14462
2021-03-05,30.51146
2021-03-06,8.34803
2021-03-07,6.30511
2021-03-08,30.23221
2021-03-09,32.52498
2021-03-10,34.0241
2021-03-11,32.23104
2021-03-12,28.7037
2021-03-13,9.64138
2021-03-14,6.3345
2021-03-15,28.6743
2021-03-16,28.08641
2021-03-17,27.02821
2021-03-18,29.82069
2021-03-19,28.24808
2021-03-20,7.92181
2021-03-21,6.11405
2021-03-22,27.54262
2021-03-23,26.76366
2021-03-24,25.54379
2021-03-25,26.21987
2021-03-26,24.4415
2021-03-27,7.98059
2021-03-28,5.54085
2021-03-29,25.08818
2021-03-30,25.17636
2021-03-31,24.08877
2021-04-01,23.67724
2021-04-02,22.04585
2021-04-03,8.06878
2021-04-04,5.8495
2021-04-05,22.79541
2021-04-06,25.89653
