date,앱테크
2020-10-21,11.08766
2020-10-22,10.54852
2020-10-23,7.52461
2020-10-24,7.24331
2020-10-25,9.11861
2020-10-26,9.56399
2020-10-27,9.18893
2020-10-28,8.34505
2020-10-29,8.72011
2020-10-30,7.0089
2020-10-31,6.68073
2020-11-01,9.65775
2020-11-02,7.10267
2020-11-03,8.27473
2020-11-04,7.57149
2020-11-05,7.89967
2020-11-06,8.01687
2020-11-07,6.79793
2020-11-08,8.18096
2020-11-09,9.21237
2020-11-10,7.71214
2020-11-11,7.64181
2020-11-12,8.90764
2020-11-13,9.3999
2020-11-14,7.71214
2020-11-15,9.25925
2020-11-16,10.00937
2020-11-17,9.42334
2020-11-18,10.85325
2020-11-19,10.85325
2020-11-20,9.54055
2020-11-21,8.67323
2020-11-22,9.25925
2020-11-23,9.86872
2020-11-24,8.69667
2020-11-25,9.6812
2020-11-26,8.67323
2020-11-27,9.18893
2020-11-28,8.93108
2020-11-29,12.16596
2020-11-30,20.86263
2020-12-01,14.04125
2020-12-02,10.64228
2020-12-03,11.36896
2020-12-04,9.82184
2020-12-05,8.6029
2020-12-06,11.83778
2020-12-07,11.95499
2020-12-08,11.04078
2020-12-09,10.38443
2020-12-10,10.92358
2020-12-11,10.97046
2020-12-12,9.65775
2020-12-13,12.63478
2020-12-14,11.90811
2020-12-15,11.69714
2020-12-16,12.07219
2020-12-17,9.75152
2020-12-18,10.80637
2020-12-19,9.37646
2020-12-20,11.74402
2020-12-21,12.44725
2020-12-22,10.54852
2020-12-23,10.47819
2020-12-24,8.69667
2020-12-25,9.44678
2020-12-26,11.65025
2020-12-27,12.86919
2020-12-28,13.9006
2020-12-29,17.51054
2020-12-30,12.56446
2020-12-31,11.88466
2021-01-01,14.9789
2021-01-02,13.9006
2021-01-03,16.64322
2021-01-04,16.12751
2021-01-05,15.30707
2021-01-06,14.74449
2021-01-07,14.76793
2021-01-08,14.86169
2021-01-09,13.85372
2021-01-10,15.40084
2021-01-11,15.44772
2021-01-12,14.79137
2021-01-13,16.78387
2021-01-14,26.55883
2021-01-15,27.77777
2021-01-16,27.37927
2021-01-17,29.93436
2021-01-18,30.30942
2021-01-19,26.3713
2021-01-20,22.55039
2021-01-21,19.97187
2021-01-22,17.95593
2021-01-23,16.85419
2021-01-24,18.84669
2021-01-25,17.55743
2021-01-26,19.73745
2021-01-27,19.4796
2021-01-28,32.93483
2021-01-29,34.92733
2021-01-30,26.46507
2021-01-31,25.94936
2021-02-01,29.11392
2021-02-02,33.38021
2021-02-03,28.27004
2021-02-04,24.84763
2021-02-05,23.9803
2021-02-06,22.29254
2021-02-07,24.09751
2021-02-08,23.30051
2021-02-09,21.23769
2021-02-10,21.42522
2021-02-11,18.84669
2021-02-12,17.53398
2021-02-13,19.83122
2021-02-14,25.87904
2021-02-15,22.78481
2021-02-16,21.65963
2021-02-17,22.31598
2021-02-18,21.89404
2021-02-19,19.24519
2021-02-20,17.86216
2021-02-21,20.60478
2021-02-22,19.52648
2021-02-23,20.83919
2021-02-24,22.15189
2021-02-25,18.89357
2021-02-26,18.51851
2021-02-27,17.86216
2021-02-28,20.58134
2021-03-01,29.60618
2021-03-02,21.4721
2021-03-03,18.58884
2021-03-04,18.89357
2021-03-05,16.38537
2021-03-06,17.65119
2021-03-07,19.7609
2021-03-08,21.51898
2021-03-09,21.72995
2021-03-10,20.25316
2021-03-11,18.98734
2021-03-12,17.95593
2021-03-13,17.7684
2021-03-14,19.19831
2021-03-15,17.46366
2021-03-16,18.61228
2021-03-17,18.23722
2021-03-18,17.51054
2021-03-19,15.79934
2021-03-20,16.76043
2021-03-21,17.97937
2021-03-22,19.17487
2021-03-23,18.72948
2021-03-24,20.58134
2021-03-25,18.04969
2021-03-26,16.26816
2021-03-27,16.99484
2021-03-28,19.26863
2021-03-29,21.40178
2021-03-30,18.47163
2021-03-31,18.84669
2021-04-01,23.0661
2021-04-02,19.4796
2021-04-03,18.89357
2021-04-04,20.90951
2021-04-05,21.26113
2021-04-06,18.75293
2021-04-07,18.9639
2021-04-08,19.15142
2021-04-09,17.27613
2021-04-10,16.80731
2021-04-11,19.52648
2021-04-12,20.41725
2021-04-13,21.02672
2021-04-14,19.4796
2021-04-15,16.90107
2021-04-16,17.25269
2021-04-17,15.14299
2021-04-18,15.35396
2021-04-19,15.91654
2021-04-20,14.67416
2021-04-21,15.61181
2021-04-22,15.54149
2021-04-23,14.43975
2021-04-24,11.72058
2021-04-25,13.40834
2021-04-26,14.41631
2021-04-27,14.13502
2021-04-28,14.20534
2021-04-29,12.49413
2021-04-30,13.83028
2021-05-01,17.0886
2021-05-02,14.04125
2021-05-03,14.39287
2021-05-04,14.95546
2021-05-05,12.11908
2021-05-06,14.76793
2021-05-07,11.90811
2021-05-08,11.25175
2021-05-09,12.1894
2021-05-10,14.04125
2021-05-11,14.48663
2021-05-12,14.15846
2021-05-13,14.20534
2021-05-14,11.7909
2021-05-15,10.26722
2021-05-16,12.75199
2021-05-17,13.64275
2021-05-18,13.12705
2021-05-19,11.74402
2021-05-20,12.96296
2021-05-21,11.7909
2021-05-22,10.47819
2021-05-23,11.60337
2021-05-24,14.11157
2021-05-25,14.11157
2021-05-26,14.55696
2021-05-27,13.5021
2021-05-28,12.75199
2021-05-29,11.13455
2021-05-30,11.76746
2021-05-31,14.08813
2021-06-01,17.79184
2021-06-02,13.12705
2021-06-03,13.66619
2021-06-04,12.77543
2021-06-05,9.07172
2021-06-06,11.27519
2021-06-07,13.52555
2021-06-08,12.35349
2021-06-09,12.49413
2021-06-10,12.16596
2021-06-11,10.82981
2021-06-12,8.57946
2021-06-13,11.46272
2021-06-14,12.79887
2021-06-15,12.96296
2021-06-16,16.36193
2021-06-17,12.86919
2021-06-18,11.3924
2021-06-19,9.09517
2021-06-20,10.26722
2021-06-21,11.13455
2021-06-22,11.76746
2021-06-23,12.72855
2021-06-24,14.04125
2021-06-25,15.4946
2021-06-26,11.90811
2021-06-27,10.57196
2021-06-28,12.47069
2021-06-29,14.04125
2021-06-30,14.2991
2021-07-01,16.36193
2021-07-02,11.69714
2021-07-03,11.22831
2021-07-04,11.25175
2021-07-05,13.15049
2021-07-06,11.25175
2021-07-07,11.34552
2021-07-08,12.21284
2021-07-09,11.50961
2021-07-10,10.05625
2021-07-11,11.3924
2021-07-12,13.66619
2021-07-13,12.93952
2021-07-14,13.15049
2021-07-15,11.93155
2021-07-16,11.36896
2021-07-17,9.0014
2021-07-18,11.3924
2021-07-19,12.47069
2021-07-20,11.72058
2021-07-21,12.61134
2021-07-22,12.23628
2021-07-23,10.66572
2021-07-24,9.51711
2021-07-25,12.56446
2021-07-26,11.41584
2021-07-27,11.57993
2021-07-28,10.97046
2021-07-29,10.9939
2021-07-30,11.81434
2021-07-31,10.75949
2021-08-01,17.0886
2021-08-02,12.75199
2021-08-03,13.17393
2021-08-04,13.17393
2021-08-05,12.07219
2021-08-06,14.32255
2021-08-07,12.54102
2021-08-08,15.14299
2021-08-09,14.83825
2021-08-10,15.40084
2021-08-11,15.3774
2021-08-12,14.2991
2021-08-13,12.09563
2021-08-14,12.14252
2021-08-15,11.36896
2021-08-16,14.5804
2021-08-17,13.40834
2021-08-18,13.22081
2021-08-19,13.80684
2021-08-20,13.15049
2021-08-21,12.63478
2021-08-22,12.79887
2021-08-23,12.75199
2021-08-24,15.33052
2021-08-25,14.04125
2021-08-26,13.57243
2021-08-27,11.08766
2021-08-28,12.28316
2021-08-29,11.08766
2021-08-30,13.97093
2021-08-31,13.36146
2021-09-01,18.37787
2021-09-02,13.80684
2021-09-03,12.56446
2021-09-04,11.34552
2021-09-05,12.79887
2021-09-06,13.59587
2021-09-07,14.41631
2021-09-08,14.22878
2021-09-09,12.86919
2021-09-10,12.5879
2021-09-11,10.82981
2021-09-12,11.08766
2021-09-13,11.69714
2021-09-14,11.60337
2021-09-15,13.3849
2021-09-16,11.34552
2021-09-17,9.35302
2021-09-18,8.72011
2021-09-19,9.07172
2021-09-20,7.89967
2021-09-21,8.13408
2021-09-22,8.67323
2021-09-23,11.32208
2021-09-24,13.33802
2021-09-25,11.95499
2021-09-26,12.84575
2021-09-27,11.93155
2021-09-28,12.00187
2021-09-29,13.83028
2021-09-30,14.81481
2021-10-01,17.01828
2021-10-02,11.11111
2021-10-03,12.30661
2021-10-04,13.5021
2021-10-05,13.17393
2021-10-06,14.95546
2021-10-07,14.81481
2021-10-08,12.04875
2021-10-09,21.61275
2021-10-10,12.70511
2021-10-11,13.80684
2021-10-12,13.75996
2021-10-13,13.19737
2021-10-14,12.84575
2021-10-15,11.81434
2021-10-16,9.63431
2021-10-17,9.58743
2021-10-18,10.75949
2021-10-19,11.86122
2021-10-20,12.84575
2021-10-21,12.14252
2021-10-22,12.02531
2021-10-23,10.5954
2021-10-24,10.64228
2021-10-25,13.80684
2021-10-26,14.88513
2021-10-27,14.67416
2021-10-28,13.1036
2021-10-29,11.57993
2021-10-30,9.96249
2021-10-31,12.93952
2021-11-01,18.09657
2021-11-02,12.70511
2021-11-03,12.9864
2021-11-04,12.16596
2021-11-05,11.43928
2021-11-06,9.84528
2021-11-07,9.63431
2021-11-08,13.80684
2021-11-09,12.04875
2021-11-10,13.1036
2021-11-11,13.57243
2021-11-12,10.22034
2021-11-13,9.07172
2021-11-14,10.94702
2021-11-15,12.14252
2021-11-16,12.44725
2021-11-17,12.35349
2021-11-18,13.1036
2021-11-19,11.62681
2021-11-20,10.9939
2021-11-21,11.65025
2021-11-22,13.71308
2021-11-23,12.5879
2021-11-24,13.33802
2021-11-25,12.63478
2021-11-26,11.72058
2021-11-27,10.68917
2021-11-28,12.07219
2021-11-29,12.89263
2021-11-30,14.41631
2021-12-01,20.41725
2021-12-02,13.99437
2021-12-03,14.48663
2021-12-04,12.65822
2021-12-05,15.93999
2021-12-06,15.44772
2021-12-07,14.46319
2021-12-08,15.02578
2021-12-09,13.57243
2021-12-10,12.16596
2021-12-11,12.28316
2021-12-12,12.56446
2021-12-13,13.19737
2021-12-14,13.12705
2021-12-15,14.51007
2021-12-16,13.61931
2021-12-17,12.28316
2021-12-18,11.83778
2021-12-19,13.03328
2021-12-20,14.13502
2021-12-21,15.68213
2021-12-22,15.82278
2021-12-23,14.74449
2021-12-24,12.16596
2021-12-25,11.01734
2021-12-26,12.49413
2021-12-27,14.04125
2021-12-28,17.7684
2021-12-29,16.2916
2021-12-30,15.8931
2021-12-31,15.35396
2022-01-01,22.36286
2022-01-02,18.51851
2022-01-03,19.26863
2022-01-04,17.97937
2022-01-05,20.25316
2022-01-06,18.70604
2022-01-07,17.29957
2022-01-08,15.68213
2022-01-09,17.01828
2022-01-10,20.76887
2022-01-11,18.49507
2022-01-12,18.63572
2022-01-13,19.19831
2022-01-14,17.25269
2022-01-15,16.26816
2022-01-16,19.50304
2022-01-17,19.7609
2022-01-18,18.37787
2022-01-19,19.05766
2022-01-20,18.35443
2022-01-21,17.65119
2022-01-22,15.63525
2022-01-23,16.85419
2022-01-24,18.58884
2022-01-25,19.26863
2022-01-26,19.33895
2022-01-27,17.44022
2022-01-28,15.30707
2022-01-29,15.47116
2022-01-30,14.95546
2022-01-31,15.63525
2022-02-01,24.98827
2022-02-02,20.06563
2022-02-03,19.7609
2022-02-04,18.54195
2022-02-05,18.82325
2022-02-06,20.53445
2022-02-07,19.90154
2022-02-08,19.54992
2022-02-09,18.23722
2022-02-10,17.13548
2022-02-11,15.23675
2022-02-12,15.4946
2022-02-13,18.51851
2022-02-14,19.24519
2022-02-15,23.27707
2022-02-16,22.08157
2022-02-17,20.06563
2022-02-18,19.59681
2022-02-19,16.9714
2022-02-20,19.7609
2022-02-21,20.34692
2022-02-22,21.94092
2022-02-23,20.44069
2022-02-24,19.59681
2022-02-25,18.87013
2022-02-26,19.12798
2022-02-27,19.05766
2022-02-28,25.1758
2022-03-01,34.36474
2022-03-02,22.97233
2022-03-03,20.81575
2022-03-04,22.52695
2022-03-05,19.73745
2022-03-06,21.12048
2022-03-07,19.15142
2022-03-08,17.34646
2022-03-09,14.5804
2022-03-10,15.3774
2022-03-11,18.54195
2022-03-12,17.95593
2022-03-13,20.2766
2022-03-14,26.60571
2022-03-15,19.15142
2022-03-16,18.63572
2022-03-17,21.40178
2022-03-18,20.97984
2022-03-19,17.97937
2022-03-20,21.21425
2022-03-21,20.22972
2022-03-22,20.6751
2022-03-23,18.89357
2022-03-24,18.00281
2022-03-25,15.98687
2022-03-26,16.22128
2022-03-27,18.87013
2022-03-28,16.99484
2022-03-29,18.54195
2022-03-30,19.62025
2022-03-31,20.39381
2022-04-01,23.48804
2022-04-02,16.73699
2022-04-03,16.19784
2022-04-04,16.9714
2022-04-05,16.90107
2022-04-06,17.32301
2022-04-07,16.33849
2022-04-08,15.8931
2022-04-09,13.15049
2022-04-10,13.45522
2022-04-11,14.95546
2022-04-12,15.04922
2022-04-13,16.12751
2022-04-14,16.45569
2022-04-15,15.30707
2022-04-16,14.65072
2022-04-17,14.36943
2022-04-18,16.5729
2022-04-19,15.35396
2022-04-20,16.01031
2022-04-21,16.59634
2022-04-22,15.68213
2022-04-23,14.65072
2022-04-24,17.27613
2022-04-25,20.01875
2022-04-26,24.02719
2022-04-27,17.0886
2022-04-28,16.12751
2022-04-29,16.59634
2022-04-30,15.75246
2022-05-01,23.48804
2022-05-02,19.33895
2022-05-03,20.6751
2022-05-04,14.81481
2022-05-05,14.01781
2022-05-06,16.66666
2022-05-07,12.89263
2022-05-08,13.73652
2022-05-09,18.47163
2022-05-10,16.36193
2022-05-11,17.65119
2022-05-12,16.50257
2022-05-13,15.54149
2022-05-14,12.42381
2022-05-15,13.64275
2022-05-16,16.5729
2022-05-17,16.73699
2022-05-18,17.34646
2022-05-19,15.4946
2022-05-20,14.22878
2022-05-21,13.15049
2022-05-22,15.56493
2022-05-23,19.31551
2022-05-24,16.80731
2022-05-25,16.26816
2022-05-26,17.3699
2022-05-27,15.35396
2022-05-28,13.87716
2022-05-29,15.82278
2022-05-30,23.34739
2022-05-31,18.33098
2022-06-01,29.65307
2022-06-02,21.33145
2022-06-03,16.87763
2022-06-04,14.83825
2022-06-05,17.34646
2022-06-06,19.4796
2022-06-07,18.63572
2022-06-08,20.76887
2022-06-09,22.17533
2022-06-10,20.30004
2022-06-11,17.4871
2022-06-12,20.46413
2022-06-13,21.8706
2022-06-14,18.79981
2022-06-15,19.29207
2022-06-16,18.89357
2022-06-17,17.58087
2022-06-18,13.19737
2022-06-19,16.03375
2022-06-20,18.77637
2022-06-21,18.42475
2022-06-22,18.75293
2022-06-23,17.46366
2022-06-24,20.55789
2022-06-25,13.33802
2022-06-26,12.75199
2022-06-27,14.6976
2022-06-28,14.60384
2022-06-29,16.01031
2022-06-30,17.46366
2022-07-01,21.19081
2022-07-02,14.13502
2022-07-03,14.15846
2022-07-04,15.96343
2022-07-05,14.86169
2022-07-06,13.12705
2022-07-07,16.01031
2022-07-08,11.95499
2022-07-09,11.7909
2022-07-10,11.7909
2022-07-11,14.95546
2022-07-12,15.14299
2022-07-13,14.86169
2022-07-14,16.33849
2022-07-15,11.53305
2022-07-16,11.25175
2022-07-17,12.23628
2022-07-18,19.01078
2022-07-19,26.06657
2022-07-20,28.6451
2022-07-21,20.53445
2022-07-22,17.62775
2022-07-23,14.74449
2022-07-24,16.47913
2022-07-25,18.30754
2022-07-26,18.49507
2022-07-27,18.54195
2022-07-28,17.39334
2022-07-29,14.2991
2022-07-30,14.20534
2022-07-31,18.1669
2022-08-01,24.63666
2022-08-02,21.00328
2022-08-03,17.67463
2022-08-04,18.72948
2022-08-05,18.14345
2022-08-06,14.93202
2022-08-07,26.44163
2022-08-08,23.39428
2022-08-09,21.26113
2022-08-10,35.46647
2022-08-11,22.12845
2022-08-12,18.82325
2022-08-13,15.84622
2022-08-14,18.5654
2022-08-15,21.80028
2022-08-16,21.70651
2022-08-17,20.01875
2022-08-18,19.80778
2022-08-19,18.30754
2022-08-20,14.53352
2022-08-21,18.54195
2022-08-22,20.39381
2022-08-23,20.6751
2022-08-24,20.04219
2022-08-25,19.26863
2022-08-26,18.37787
2022-08-27,15.56493
2022-08-28,17.27613
2022-08-29,21.40178
2022-08-30,20.6751
2022-08-31,21.72995
2022-09-01,23.88654
2022-09-02,17.04172
2022-09-03,16.01031
2022-09-04,17.72151
2022-09-05,18.98734
2022-09-06,18.40131
2022-09-07,16.24472
2022-09-08,15.82278
2022-09-09,12.04875
2022-09-10,13.92405
2022-09-11,15.28363
2022-09-12,20.62822
2022-09-13,22.31598
2022-09-14,21.54242
2022-09-15,23.15986
2022-09-16,22.76136
2022-09-17,31.90342
2022-09-18,25.33989
2022-09-19,27.07454
2022-09-20,27.07454
2022-09-21,27.26207
2022-09-22,26.95733
2022-09-23,24.84763
2022-09-24,20.58134
2022-09-25,22.83169
2022-09-26,26.91045
2022-09-27,27.49648
2022-09-28,26.53539
2022-09-29,24.49601
2022-09-30,24.07407
2022-10-01,26.3713
2022-10-02,23.30051
2022-10-03,30.94233
2022-10-04,82.84106
2022-10-05,34.95077
2022-10-06,30.96577
2022-10-07,20.44069
2022-10-08,19.38584
2022-10-09,22.92545
2022-10-10,25.43366
2022-10-11,34.22409
2022-10-12,24.84763
2022-10-13,24.2616
2022-10-14,23.13642
2022-10-15,21.51898
2022-10-16,23.23019
2022-10-17,25.64463
2022-10-18,27.87154
2022-10-19,25.15236
2022-10-20,25.4571
2022-10-21,21.42522
2022-10-22,17.90904
2022-10-23,32.09095
2022-10-24,30.84857
2022-10-25,36.75574
2022-10-26,26.7698
2022-10-27,25.66807
2022-10-28,21.51898
2022-10-29,19.26863
2022-10-30,17.04172
2022-10-31,22.2691
2022-11-01,29.30145
2022-11-02,24.68354
2022-11-03,22.17533
2022-11-04,18.6826
2022-11-05,17.25269
2022-11-06,20.11251
2022-11-07,22.43319
2022-11-08,21.68307
2022-11-09,22.2691
2022-11-10,20.13595
2022-11-11,19.12798
2022-11-12,18.14345
2022-11-13,21.0736
2022-11-14,25.90248
2022-11-15,23.9803
2022-11-16,21.70651
2022-11-17,21.23769
2022-11-18,21.96436
2022-11-19,16.92451
2022-11-20,19.40928
2022-11-21,23.60525
2022-11-22,22.94889
2022-11-23,23.0661
2022-11-24,18.89357
2022-11-25,20.90951
2022-11-26,19.22175
2022-11-27,19.10454
2022-11-28,20.95639
2022-11-29,22.43319
2022-11-30,22.80825
2022-12-01,25.26957
2022-12-02,17.34646
2022-12-03,13.52555
2022-12-04,18.42475
2022-12-05,18.33098
2022-12-06,20.41725
2022-12-07,20.51101
2022-12-08,20.93295
2022-12-09,20.79231
2022-12-10,16.50257
2022-12-11,16.43225
2022-12-12,32.3488
2022-12-13,24.54289
2022-12-14,24.16783
2022-12-15,21.51898
2022-12-16,20.76887
2022-12-17,20.46413
2022-12-18,25.50398
2022-12-19,24.21472
2022-12-20,24.91795
2022-12-21,27.77777
2022-12-22,22.80825
2022-12-23,19.22175
2022-12-24,18.89357
2022-12-25,21.51898
2022-12-26,25.08204
2022-12-27,23.79278
2022-12-28,25.36333
2022-12-29,23.55836
2022-12-30,21.49554
2022-12-31,21.70651
2023-01-01,36.19315
2023-01-02,35.04453
2023-01-03,29.11392
2023-01-04,29.18424
2023-01-05,28.71542
2023-01-06,27.5668
2023-01-07,27.1683
2023-01-08,26.30098
2023-01-09,28.19971
2023-01-10,28.31692
2023-01-11,31.36427
2023-01-12,27.4496
2023-01-13,26.30098
2023-01-14,25.01172
2023-01-15,26.60571
2023-01-16,26.44163
2023-01-17,28.15283
2023-01-18,25.92592
2023-01-19,26.06657
2023-01-20,22.2691
2023-01-21,19.94842
2023-01-22,61.08766
2023-01-23,26.18377
2023-01-24,28.05907
2023-01-25,32.7473
2023-01-26,40.78762
2023-01-27,31.92686
2023-01-28,26.81669
2023-01-29,29.67651
2023-01-30,31.52836
2023-01-31,31.9503
2023-02-01,37.43553
2023-02-02,27.66057
2023-02-03,27.35583
2023-02-04,25.8556
2023-02-05,28.7623
2023-02-06,27.61368
2023-02-07,29.23112
2023-02-08,38.13877
2023-02-09,30.07501
2023-02-10,28.43413
2023-02-11,24.30848
2023-02-12,28.59821
2023-02-13,28.29348
2023-02-14,28.7623
2023-02-15,27.26207
2023-02-16,27.02766
2023-02-17,28.99671
2023-02-18,25.26957
2023-02-19,25.90248
2023-02-20,28.99671
2023-02-21,30.63759
2023-02-22,45.63994
2023-02-23,33.9428
2023-02-24,39.02953
2023-02-25,28.48101
2023-02-26,24.70698
2023-02-27,28.2466
2023-02-28,42.45194
2023-03-01,36.54477
2023-03-02,30.23909
2023-03-03,23.88654
2023-03-04,24.68354
2023-03-05,28.7623
2023-03-06,32.37224
2023-03-07,27.59024
2023-03-08,25.66807
2023-03-09,24.87107
2023-03-10,22.12845
2023-03-11,26.69948
2023-03-12,33.77871
2023-03-13,34.20065
2023-03-14,30.87201
2023-03-15,57.50117
2023-03-16,26.18377
2023-03-17,23.27707
2023-03-18,19.92498
2023-03-19,23.27707
2023-03-20,26.18377
2023-03-21,27.73089
2023-03-22,23.9803
2023-03-23,26.32442
2023-03-24,22.6676
2023-03-25,19.38584
2023-03-26,21.96436
2023-03-27,25.92592
2023-03-28,24.87107
2023-03-29,22.62072
2023-03-30,24.54289
2023-03-31,21.4721
2023-04-01,23.67557
2023-04-02,22.43319
2023-04-03,23.08954
2023-04-04,23.11298
2023-04-05,25.59774
2023-04-06,24.30848
2023-04-07,23.5818
2023-04-08,19.03422
2023-04-09,21.28457
2023-04-10,21.23769
2023-04-11,21.94092
2023-04-12,23.20675
2023-04-13,22.55039
2023-04-14,21.19081
2023-04-15,18.33098
2023-04-16,19.83122
2023-04-17,26.95733
2023-04-18,23.30051
2023-04-19,22.24566
2023-04-20,22.38631
2023-04-21,20.48757
2023-04-22,17.53398
2023-04-23,18.63572
2023-04-24,21.54242
2023-04-25,24.33192
2023-04-26,19.57337
2023-04-27,20.76887
2023-04-28,17.8856
2023-04-29,17.11204
2023-04-30,18.9639
2023-05-01,25.4571
2023-05-02,21.0736
2023-05-03,18.82325
2023-05-04,19.29207
2023-05-05,18.23722
2023-05-06,16.99484
2023-05-07,16.99484
2023-05-08,20.90951
2023-05-09,18.79981
2023-05-10,19.8781
2023-05-11,25.22269
2023-05-12,21.65963
2023-05-13,15.0961
2023-05-14,21.89404
2023-05-15,21.63619
2023-05-16,21.75339
2023-05-17,19.92498
2023-05-18,22.01125
2023-05-19,18.77637
2023-05-20,16.38537
2023-05-21,17.20581
2023-05-22,19.66713
2023-05-23,17.67463
2023-05-24,18.21378
2023-05-25,17.22925
2023-05-26,17.18237
2023-05-27,16.99484
2023-05-28,18.47163
