date,부동산취득세
2020-07-16,18.86792
2020-07-17,17.88351
2020-07-18,11.51763
2020-07-19,10.84495
2020-07-20,15.57013
2020-07-21,13.84741
2020-07-22,17.93273
2020-07-23,13.69975
2020-07-24,10.99261
2020-07-25,7.8589
2020-07-26,8.38392
2020-07-27,13.22395
2020-07-28,20.06562
2020-07-29,21.47662
2020-07-30,16.01312
2020-07-31,12.73174
2020-08-01,7.71123
2020-08-02,6.9073
2020-08-03,12.53486
2020-08-04,18.86792
2020-08-05,16.6858
2020-08-06,16.78424
2020-08-07,13.22395
2020-08-08,7.26825
2020-08-09,7.49794
2020-08-10,13.88022
2020-08-11,18.40853
2020-08-12,15.83264
2020-08-13,11.76374
2020-08-14,9.15504
2020-08-15,6.26743
2020-08-16,4.98769
2020-08-17,7.51435
2020-08-18,9.31911
2020-08-19,8.63002
2020-08-20,7.92452
2020-08-21,9.31911
2020-08-22,5.54552
2020-08-23,4.92206
2020-08-24,8.89253
2020-08-25,8.18703
2020-08-26,7.57998
2020-08-27,7.8753
2020-08-28,7.41591
2020-08-29,5.52912
2020-08-30,4.59392
2020-08-31,8.97456
2020-09-01,7.53076
2020-09-02,7.07136
2020-09-03,8.18703
2020-09-04,7.71123
2020-09-05,5.726
2020-09-06,4.98769
2020-09-07,9.38474
2020-09-08,9.3027
2020-09-09,8.03937
2020-09-10,7.95734
2020-09-11,7.13699
2020-09-12,6.10336
2020-09-13,4.39704
2020-09-14,8.89253
2020-09-15,8.92534
2020-09-16,7.95734
2020-09-17,8.26907
2020-09-18,6.59557
2020-09-19,7.20262
2020-09-20,6.25102
2020-09-21,8.31829
2020-09-22,6.49712
2020-09-23,7.3831
2020-09-24,6.4479
2020-09-25,5.67678
2020-09-26,3.93765
2020-09-27,4.41345
2020-09-28,7.49794
2020-09-29,5.13535
2020-09-30,3.49466
2020-10-01,2.98605
2020-10-02,3.67514
2020-10-03,4.75799
2020-10-04,4.61033
2020-10-05,8.25266
2020-10-06,8.02296
2020-10-07,7.54716
2020-10-08,7.13699
2020-10-09,5.20098
2020-10-10,5.56193
2020-10-11,5.67678
2020-10-12,9.54881
2020-10-13,8.56439
2020-10-14,9.45036
2020-10-15,8.20344
2020-10-16,8.23625
2020-10-17,5.4799
2020-10-18,4.93847
2020-10-19,8.94175
2020-10-20,9.00738
2020-10-21,8.8269
2020-10-22,7.64561
2020-10-23,8.28547
2020-10-24,6.57916
2020-10-25,5.51271
2020-10-26,10.13945
2020-10-27,10.86136
2020-10-28,9.41755
2020-10-29,8.59721
2020-10-30,8.41673
2020-10-31,5.87366
2020-11-01,5.70959
2020-11-02,9.35192
2020-11-03,8.72846
2020-11-04,7.8753
2020-11-05,7.97374
2020-11-06,7.51435
2020-11-07,6.28383
2020-11-08,6.21821
2020-11-09,9.89335
2020-11-10,9.12223
2020-11-11,8.63002
2020-11-12,8.38392
2020-11-13,6.87448
2020-11-14,6.03773
2020-11-15,5.77522
2020-11-16,10.38556
2020-11-17,9.74569
2020-11-18,9.87694
2020-11-19,10.22149
2020-11-20,9.2863
2020-11-21,6.4315
2020-11-22,7.10418
2020-11-23,10.22149
2020-11-24,10.54963
2020-11-25,9.10582
2020-11-26,9.5324
2020-11-27,8.79409
2020-11-28,6.4315
2020-11-29,6.52994
2020-11-30,10.20508
2020-12-01,9.7785
2020-12-02,8.43314
2020-12-03,9.18785
2020-12-04,8.41673
2020-12-05,6.15258
2020-12-06,7.13699
2020-12-07,10.36915
2020-12-08,9.35192
2020-12-09,10.20508
2020-12-10,9.07301
2020-12-11,9.33552
2020-12-12,7.53076
2020-12-13,7.56357
2020-12-14,10.61525
2020-12-15,9.72928
2020-12-16,9.33552
2020-12-17,12.32157
2020-12-18,10.68088
2020-12-19,9.13863
2020-12-20,7.82608
2020-12-21,11.58326
2020-12-22,10.7301
2020-12-23,10.31993
2020-12-24,7.94093
2020-12-25,6.10336
2020-12-26,6.49712
2020-12-27,6.77604
2020-12-28,11.86218
2020-12-29,10.23789
2020-12-30,9.66365
2020-12-31,7.36669
2021-01-01,5.9721
2021-01-02,7.49794
2021-01-03,7.03855
2021-01-04,10.27071
2021-01-05,10.71369
2021-01-06,9.18785
2021-01-07,8.08859
2021-01-08,7.61279
2021-01-09,7.08777
2021-01-10,7.03855
2021-01-11,9.89335
2021-01-12,9.18785
2021-01-13,9.31911
2021-01-14,9.92616
2021-01-15,8.46595
2021-01-16,7.51435
2021-01-17,8.12141
2021-01-18,11.48482
2021-01-19,9.84413
2021-01-20,10.46759
2021-01-21,9.46677
2021-01-22,9.0566
2021-01-23,8.66283
2021-01-24,7.3995
2021-01-25,11.55045
2021-01-26,11.09105
2021-01-27,10.71369
2021-01-28,8.95816
2021-01-29,8.15422
2021-01-30,7.18621
2021-01-31,6.9073
2021-02-01,9.87694
2021-02-02,9.46677
2021-02-03,9.33552
2021-02-04,8.36751
2021-02-05,8.30188
2021-02-06,6.79245
2021-02-07,6.48072
2021-02-08,9.08941
2021-02-09,8.66283
2021-02-10,6.89089
2021-02-11,4.74159
2021-02-12,5.13535
2021-02-13,6.39868
2021-02-14,6.6776
2021-02-15,11.89499
2021-02-16,11.48482
2021-02-17,10.38556
2021-02-18,9.02378
2021-02-19,9.68006
2021-02-20,7.69483
2021-02-21,6.49712
2021-02-22,11.09105
2021-02-23,10.20508
2021-02-24,9.2863
2021-02-25,8.38392
2021-02-26,7.69483
2021-02-27,6.87448
2021-02-28,5.4799
2021-03-01,7.00574
2021-03-02,9.7621
2021-03-03,8.59721
2021-03-04,8.85972
2021-03-05,8.03937
2021-03-06,6.23461
2021-03-07,6.51353
2021-03-08,9.90976
2021-03-09,9.38474
2021-03-10,8.94175
2021-03-11,9.38474
2021-03-12,9.02378
2021-03-13,6.26743
2021-03-14,6.95652
2021-03-15,10.82854
2021-03-16,10.46759
2021-03-17,9.25348
2021-03-18,9.36833
2021-03-19,7.8589
2021-03-20,6.77604
2021-03-21,6.79245
2021-03-22,12.33798
2021-03-23,9.84413
2021-03-24,9.69647
2021-03-25,9.43396
2021-03-26,7.95734
2021-03-27,6.38228
2021-03-28,6.4479
2021-03-29,11.36997
2021-03-30,10.17227
2021-03-31,9.15504
2021-04-01,7.97374
2021-04-02,6.6776
2021-04-03,5.77522
2021-04-04,6.00492
2021-04-05,9.40114
2021-04-06,8.43314
2021-04-07,8.92534
2021-04-08,8.69565
2021-04-09,7.20262
2021-04-10,6.26743
2021-04-11,6.11977
2021-04-12,8.85972
2021-04-13,10.04101
2021-04-14,9.69647
2021-04-15,8.48236
2021-04-16,9.66365
2021-04-17,7.21903
2021-04-18,7.08777
2021-04-19,10.22149
2021-04-20,10.46759
2021-04-21,9.84413
2021-04-22,9.25348
2021-04-23,9.79491
2021-04-24,6.97292
2021-04-25,6.98933
2021-04-26,9.26989
2021-04-27,9.40114
2021-04-28,9.04019
2021-04-29,8.74487
2021-04-30,7.82608
2021-05-01,6.07054
2021-05-02,4.84003
2021-05-03,8.105
2021-05-04,7.1534
2021-05-05,6.62838
2021-05-06,8.30188
2021-05-07,6.82526
2021-05-08,6.07054
2021-05-09,5.39786
2021-05-10,10.38556
2021-05-11,8.40032
2021-05-12,8.76127
2021-05-13,7.92452
2021-05-14,8.8269
2021-05-15,6.23461
2021-05-16,5.52912
2021-05-17,9.68006
2021-05-18,8.5808
2021-05-19,6.82526
2021-05-20,9.58162
2021-05-21,8.67924
2021-05-22,6.38228
2021-05-23,5.98851
2021-05-24,10.36915
2021-05-25,9.22067
2021-05-26,8.02296
2021-05-27,8.3347
2021-05-28,8.17063
2021-05-29,5.77522
2021-05-30,5.80803
2021-05-31,9.2863
2021-06-01,8.44954
2021-06-02,8.23625
2021-06-03,7.66201
2021-06-04,6.52994
2021-06-05,6.15258
2021-06-06,5.82444
2021-06-07,8.43314
2021-06-08,7.71123
2021-06-09,7.8753
2021-06-10,6.2018
2021-06-11,5.90648
2021-06-12,4.62674
2021-06-13,4.10172
2021-06-14,6.97292
2021-06-15,6.95652
2021-06-16,6.62838
2021-06-17,7.67842
2021-06-18,7.21903
2021-06-19,5.36505
2021-06-20,4.46267
2021-06-21,8.00656
2021-06-22,7.8589
2021-06-23,6.66119
2021-06-24,6.61197
2021-06-25,6.02132
2021-06-26,4.08531
2021-06-27,4.2986
2021-06-28,7.44872
2021-06-29,6.66119
2021-06-30,6.03773
2021-07-01,6.23461
2021-07-02,5.726
2021-07-03,4.24938
2021-07-04,4.47908
2021-07-05,6.89089
2021-07-06,7.05496
2021-07-07,6.64479
2021-07-08,6.52994
2021-07-09,5.41427
2021-07-10,5.23379
2021-07-11,4.15094
2021-07-12,7.21903
2021-07-13,6.38228
2021-07-14,6.38228
2021-07-15,5.9557
2021-07-16,6.46431
2021-07-17,4.64315
2021-07-18,4.92206
2021-07-19,7.79327
2021-07-20,7.00574
2021-07-21,6.71041
2021-07-22,6.69401
2021-07-23,5.41427
2021-07-24,4.70877
2021-07-25,4.20016
2021-07-26,6.85808
2021-07-27,6.97292
2021-07-28,6.97292
2021-07-29,6.71041
2021-07-30,5.9721
2021-07-31,4.97128
2021-08-01,4.00328
2021-08-02,7.10418
2021-08-03,6.89089
2021-08-04,6.23461
2021-08-05,6.2018
2021-08-06,6.4315
2021-08-07,5.39786
2021-08-08,4.38063
2021-08-09,7.76045
2021-08-10,8.38392
2021-08-11,8.5808
2021-08-12,7.12059
2021-08-13,6.75963
2021-08-14,5.74241
2021-08-15,4.67596
2021-08-16,7.13699
2021-08-17,8.89253
2021-08-18,7.64561
2021-08-19,8.77768
2021-08-20,8.23625
2021-08-21,5.4799
2021-08-22,4.92206
2021-08-23,8.40032
2021-08-24,7.3995
2021-08-25,7.67842
2021-08-26,7.72764
2021-08-27,6.66119
2021-08-28,4.87284
2021-08-29,4.82362
2021-08-30,7.3995
2021-08-31,6.31665
2021-09-01,6.4479
2021-09-02,6.71041
2021-09-03,5.59474
2021-09-04,5.10254
2021-09-05,5.0205
2021-09-06,7.51435
2021-09-07,6.33305
2021-09-08,5.84085
2021-09-09,6.05414
2021-09-10,5.93929
2021-09-11,4.95488
2021-09-12,4.0525
2021-09-13,7.16981
2021-09-14,6.54634
2021-09-15,6.95652
2021-09-16,6.36587
2021-09-17,5.34864
2021-09-18,3.56029
2021-09-19,2.55947
2021-09-20,2.55947
2021-09-21,3.51107
2021-09-22,3.64232
2021-09-23,7.13699
2021-09-24,7.30106
2021-09-25,5.75881
2021-09-26,4.79081
2021-09-27,7.25184
2021-09-28,8.07219
2021-09-29,7.46513
2021-09-30,7.12059
2021-10-01,5.75881
2021-10-02,4.56111
2021-10-03,3.8228
2021-10-04,6.18539
2021-10-05,8.23625
2021-10-06,7.02214
2021-10-07,6.71041
2021-10-08,6.07054
2021-10-09,3.70795
2021-10-10,4.16735
2021-10-11,5.67678
2021-10-12,7.25184
2021-10-13,6.08695
2021-10-14,6.34946
2021-10-15,6.16899
2021-10-16,3.51107
2021-10-17,3.75717
2021-10-18,6.08695
2021-10-19,5.26661
2021-10-20,5.59474
2021-10-21,6.05414
2021-10-22,5.46349
2021-10-23,4.62674
2021-10-24,4.36423
2021-10-25,7.80968
2021-10-26,6.2018
2021-10-27,6.13617
2021-10-28,6.34946
2021-10-29,5.03691
2021-10-30,3.44544
2021-10-31,3.44544
2021-11-01,5.56193
2021-11-02,5.75881
2021-11-03,5.52912
2021-11-04,5.64397
2021-11-05,4.95488
2021-11-06,3.28137
2021-11-07,3.44544
2021-11-08,6.41509
2021-11-09,5.69319
2021-11-10,5.93929
2021-11-11,5.41427
2021-11-12,5.21739
2021-11-13,3.47826
2021-11-14,3.70795
2021-11-15,6.56275
2021-11-16,6.9073
2021-11-17,5.77522
2021-11-18,5.38146
2021-11-19,4.57752
2021-11-20,3.65873
2021-11-21,3.5931
2021-11-22,7.3995
2021-11-23,5.726
2021-11-24,6.74323
2021-11-25,6.02132
2021-11-26,5.52912
2021-11-27,4.28219
2021-11-28,3.92124
2021-11-29,7.20262
2021-11-30,7.31747
2021-12-01,6.23461
2021-12-02,5.66037
2021-12-03,5.06972
2021-12-04,3.60951
2021-12-05,3.74077
2021-12-06,6.89089
2021-12-07,6.54634
2021-12-08,6.28383
2021-12-09,6.52994
2021-12-10,5.9557
2021-12-11,4.85643
2021-12-12,3.98687
2021-12-13,6.71041
2021-12-14,6.10336
2021-12-15,5.85726
2021-12-16,5.59474
2021-12-17,4.62674
2021-12-18,3.72436
2021-12-19,3.29778
2021-12-20,6.41509
2021-12-21,6.00492
2021-12-22,5.77522
2021-12-23,6.00492
2021-12-24,5.13535
2021-12-25,3.19934
2021-12-26,3.49466
2021-12-27,6.15258
2021-12-28,6.21821
2021-12-29,7.79327
2021-12-30,6.18539
2021-12-31,4.36423
2022-01-01,3.41263
2022-01-02,3.90484
2022-01-03,7.08777
2022-01-04,6.4479
2022-01-05,6.2018
2022-01-06,6.10336
2022-01-07,6.57916
2022-01-08,4.7744
2022-01-09,4.90566
2022-01-10,7.61279
2022-01-11,6.4315
2022-01-12,6.49712
2022-01-13,7.1534
2022-01-14,5.98851
2022-01-15,4.46267
2022-01-16,4.72518
2022-01-17,6.4479
2022-01-18,5.98851
2022-01-19,6.16899
2022-01-20,6.46431
2022-01-21,5.11894
2022-01-22,4.44626
2022-01-23,5.03691
2022-01-24,6.69401
2022-01-25,6.36587
2022-01-26,6.39868
2022-01-27,5.75881
2022-01-28,5.4799
2022-01-29,3.69155
2022-01-30,3.49466
2022-01-31,2.82198
2022-02-01,3.28137
2022-02-02,4.21657
2022-02-03,7.41591
2022-02-04,6.48072
2022-02-05,5.20098
2022-02-06,5.79163
2022-02-07,8.77768
2022-02-08,7.94093
2022-02-09,7.28465
2022-02-10,6.39868
2022-02-11,5.4963
2022-02-12,5.41427
2022-02-13,5.05332
2022-02-14,7.95734
2022-02-15,8.02296
2022-02-16,7.03855
2022-02-17,7.82608
2022-02-18,7.25184
2022-02-19,4.87284
2022-02-20,5.15176
2022-02-21,7.6292
2022-02-22,6.98933
2022-02-23,7.6292
2022-02-24,6.4315
2022-02-25,5.84085
2022-02-26,4.7744
2022-02-27,4.42986
2022-02-28,6.77604
2022-03-01,4.64315
2022-03-02,6.34946
2022-03-03,6.38228
2022-03-04,6.15258
2022-03-05,4.61033
2022-03-06,4.5283
2022-03-07,7.03855
2022-03-08,5.92288
2022-03-09,4.0525
2022-03-10,10.17227
2022-03-11,8.02296
2022-03-12,5.31583
2022-03-13,6.21821
2022-03-14,8.20344
2022-03-15,7.79327
2022-03-16,8.28547
2022-03-17,7.72764
2022-03-18,7.31747
2022-03-19,6.49712
2022-03-20,5.70959
2022-03-21,8.44954
2022-03-22,8.02296
2022-03-23,9.04019
2022-03-24,8.17063
2022-03-25,6.85808
2022-03-26,6.08695
2022-03-27,5.34864
2022-03-28,8.3347
2022-03-29,8.64643
2022-03-30,8.31829
2022-03-31,8.3511
2022-04-01,6.95652
2022-04-02,5.79163
2022-04-03,5.51271
2022-04-04,7.92452
2022-04-05,8.59721
2022-04-06,8.18703
2022-04-07,8.48236
2022-04-08,7.00574
2022-04-09,5.43068
2022-04-10,4.97128
2022-04-11,8.07219
2022-04-12,7.8753
2022-04-13,7.49794
2022-04-14,8.03937
2022-04-15,6.51353
2022-04-16,5.11894
2022-04-17,4.79081
2022-04-18,8.13781
2022-04-19,8.53158
2022-04-20,7.8589
2022-04-21,7.36669
2022-04-22,6.38228
2022-04-23,5.29942
2022-04-24,4.23297
2022-04-25,8.26907
2022-04-26,8.43314
2022-04-27,7.08777
2022-04-28,7.74405
2022-04-29,6.52994
2022-04-30,4.7744
2022-05-01,4.51189
2022-05-02,6.94011
2022-05-03,8.36751
2022-05-04,9.00738
2022-05-05,4.79081
2022-05-06,6.07054
2022-05-07,4.95488
2022-05-08,5.15176
2022-05-09,9.31911
2022-05-10,10.23789
2022-05-11,9.61443
2022-05-12,8.72846
2022-05-13,8.56439
2022-05-14,6.21821
2022-05-15,5.13535
2022-05-16,9.7621
2022-05-17,8.72846
2022-05-18,8.56439
2022-05-19,7.51435
2022-05-20,6.80885
2022-05-21,5.08613
2022-05-22,4.75799
2022-05-23,8.31829
2022-05-24,7.80968
2022-05-25,7.84249
2022-05-26,7.89171
2022-05-27,6.82526
2022-05-28,4.80721
2022-05-29,5.36505
2022-05-30,9.95898
2022-05-31,8.61361
2022-06-01,5.18457
2022-06-02,6.62838
2022-06-03,6.31665
2022-06-04,5.13535
2022-06-05,3.62592
2022-06-06,5.84085
2022-06-07,7.18621
2022-06-08,6.85808
2022-06-09,6.69401
2022-06-10,6.25102
2022-06-11,4.23297
2022-06-12,4.5447
2022-06-13,7.89171
2022-06-14,6.6776
2022-06-15,6.84167
2022-06-16,7.20262
2022-06-17,6.9237
2022-06-18,4.16735
2022-06-19,3.8228
2022-06-20,8.105
2022-06-21,19.98359
2022-06-22,10.89417
2022-06-23,7.82608
2022-06-24,6.69401
2022-06-25,4.16735
2022-06-26,3.98687
2022-06-27,6.52994
2022-06-28,6.23461
2022-06-29,7.51435
2022-06-30,7.61279
2022-07-01,6.08695
2022-07-02,3.8228
2022-07-03,3.95406
2022-07-04,6.74323
2022-07-05,6.89089
2022-07-06,6.33305
2022-07-07,5.0041
2022-07-08,4.95488
2022-07-09,3.72436
2022-07-10,3.46185
2022-07-11,6.66119
2022-07-12,6.64479
2022-07-13,5.9721
2022-07-14,6.56275
2022-07-15,5.36505
2022-07-16,3.39622
2022-07-17,3.54388
2022-07-18,6.05414
2022-07-19,5.98851
2022-07-20,5.75881
2022-07-21,7.82608
2022-07-22,7.48154
2022-07-23,4.42986
2022-07-24,4.10172
2022-07-25,7.18621
2022-07-26,6.13617
2022-07-27,6.23461
2022-07-28,7.25184
2022-07-29,5.92288
2022-07-30,3.87202
2022-07-31,3.85561
2022-08-01,6.6776
2022-08-02,6.80885
2022-08-03,5.82444
2022-08-04,5.9721
2022-08-05,5.75881
2022-08-06,4.18375
2022-08-07,4.18375
2022-08-08,7.28465
2022-08-09,5.44708
2022-08-10,5.44708
2022-08-11,5.98851
2022-08-12,5.90648
2022-08-13,3.67514
2022-08-14,4.10172
2022-08-15,4.84003
2022-08-16,7.36669
2022-08-17,6.26743
2022-08-18,6.21821
2022-08-19,6.08695
2022-08-20,3.97046
2022-08-21,4.16735
2022-08-22,7.07136
2022-08-23,6.94011
2022-08-24,5.89007
2022-08-25,6.28383
2022-08-26,6.18539
2022-08-27,4.49548
2022-08-28,4.26579
2022-08-29,6.52994
2022-08-30,6.85808
2022-08-31,6.23461
2022-09-01,6.31665
2022-09-02,5.28301
2022-09-03,3.5931
2022-09-04,3.75717
2022-09-05,5.82444
2022-09-06,5.79163
2022-09-07,5.4963
2022-09-08,4.01968
2022-09-09,2.51025
2022-09-10,2.52666
2022-09-11,3.15012
2022-09-12,4.23297
2022-09-13,6.98933
2022-09-14,7.10418
2022-09-15,7.33388
2022-09-16,7.67842
2022-09-17,4.57752
2022-09-18,4.11812
2022-09-19,7.67842
2022-09-20,6.34946
2022-09-21,12.76456
2022-09-22,9.92616
2022-09-23,7.05496
2022-09-24,4.75799
2022-09-25,5.20098
2022-09-26,7.12059
2022-09-27,7.28465
2022-09-28,5.98851
2022-09-29,5.726
2022-09-30,4.41345
2022-10-01,2.37899
2022-10-02,2.24774
2022-10-03,2.88761
2022-10-04,4.74159
2022-10-05,4.21657
2022-10-06,4.21657
2022-10-07,3.44544
2022-10-08,2.36259
2022-10-09,2.32977
2022-10-10,3.06808
2022-10-11,4.69237
2022-10-12,4.11812
2022-10-13,4.24938
2022-10-14,3.95406
2022-10-15,2.6415
2022-10-16,2.34618
2022-10-17,4.23297
2022-10-18,4.41345
2022-10-19,4.41345
2022-10-20,3.98687
2022-10-21,3.28137
2022-10-22,2.55947
2022-10-23,3.41263
2022-10-24,4.38063
2022-10-25,4.24938
2022-10-26,4.0689
2022-10-27,5.18457
2022-10-28,3.78999
2022-10-29,2.05086
2022-10-30,2.24774
2022-10-31,4.44626
2022-11-01,4.15094
2022-11-02,4.38063
2022-11-03,3.70795
2022-11-04,3.72436
2022-11-05,2.47744
2022-11-06,3.03527
2022-11-07,5.0041
2022-11-08,4.67596
2022-11-09,4.61033
2022-11-10,8.90894
2022-11-11,5.10254
2022-11-12,3.52748
2022-11-13,3.31419
2022-11-14,5.74241
2022-11-15,5.23379
2022-11-16,5.41427
2022-11-17,5.11894
2022-11-18,4.5283
2022-11-19,2.77276
2022-11-20,3.42904
2022-11-21,5.36505
2022-11-22,5.13535
2022-11-23,4.46267
2022-11-24,4.47908
2022-11-25,3.80639
2022-11-26,2.85479
2022-11-27,2.37899
2022-11-28,5.06972
2022-11-29,3.83921
2022-11-30,4.31501
2022-12-01,3.72436
2022-12-02,4.01968
2022-12-03,1.60787
2022-12-04,2.29696
2022-12-05,4.38063
2022-12-06,4.28219
2022-12-07,3.93765
2022-12-08,4.34782
2022-12-09,4.38063
2022-12-10,2.75635
2022-12-11,3.54388
2022-12-12,5.84085
2022-12-13,4.85643
2022-12-14,8.23625
2022-12-15,7.3995
2022-12-16,5.43068
2022-12-17,3.78999
2022-12-18,4.33141
2022-12-19,5.9721
2022-12-20,5.77522
2022-12-21,10.69729
2022-12-22,8.5808
2022-12-23,5.03691
2022-12-24,3.5931
2022-12-25,4.20016
2022-12-26,5.74241
2022-12-27,5.15176
2022-12-28,4.85643
2022-12-29,4.41345
2022-12-30,4.47908
2022-12-31,3.39622
2023-01-01,4.49548
2023-01-02,6.74323
2023-01-03,6.57916
2023-01-04,7.84249
2023-01-05,5.89007
2023-01-06,5.34864
2023-01-07,4.0689
2023-01-08,4.95488
2023-01-09,6.9237
2023-01-10,6.13617
2023-01-11,5.79163
2023-01-12,6.39868
2023-01-13,5.31583
2023-01-14,4.36423
2023-01-15,4.13453
2023-01-16,6.15258
2023-01-17,4.92206
2023-01-18,4.90566
2023-01-19,4.72518
2023-01-20,3.72436
2023-01-21,3.18293
2023-01-22,2.78917
2023-01-23,3.23215
2023-01-24,3.85561
2023-01-25,6.10336
2023-01-26,6.26743
2023-01-27,5.18457
2023-01-28,4.39704
2023-01-29,4.46267
2023-01-30,7.08777
2023-01-31,6.28383
2023-02-01,5.79163
2023-02-02,5.93929
2023-02-03,5.74241
2023-02-04,4.49548
2023-02-05,3.93765
2023-02-06,6.77604
2023-02-07,7.20262
2023-02-08,6.2018
2023-02-09,7.3995
2023-02-10,6.03773
2023-02-11,4.11812
2023-02-12,4.41345
2023-02-13,6.9237
2023-02-14,6.4479
2023-02-15,5.67678
2023-02-16,5.82444
2023-02-17,5.36505
2023-02-18,4.15094
2023-02-19,4.0689
2023-02-20,5.59474
2023-02-21,5.4963
2023-02-22,5.03691
2023-02-23,5.93929
2023-02-24,5.03691
2023-02-25,3.60951
2023-02-26,3.60951
2023-02-27,6.54634
2023-02-28,6.62838
2023-03-01,4.15094
2023-03-02,6.39868
2023-03-03,6.23461
2023-03-04,4.47908
2023-03-05,4.0525
2023-03-06,6.36587
2023-03-07,6.16899
2023-03-08,5.84085
2023-03-09,4.93847
2023-03-10,4.7744
2023-03-11,3.5767
2023-03-12,3.347
2023-03-13,5.87366
2023-03-14,6.13617
2023-03-15,5.43068
2023-03-16,6.16899
2023-03-17,5.06972
2023-03-18,3.62592
2023-03-19,4.0525
2023-03-20,7.1534
2023-03-21,6.2018
2023-03-22,5.84085
2023-03-23,5.57834
2023-03-24,4.85643
2023-03-25,3.28137
2023-03-26,3.42904
2023-03-27,5.9557
2023-03-28,5.54552
2023-03-29,5.26661
2023-03-30,4.34782
2023-03-31,5.59474
2023-04-01,3.75717
2023-04-02,3.347
2023-04-03,5.9557
2023-04-04,5.28301
2023-04-05,5.34864
2023-04-06,4.51189
2023-04-07,4.95488
2023-04-08,3.70795
2023-04-09,3.44544
2023-04-10,5.28301
2023-04-11,4.80721
2023-04-12,4.65955
2023-04-13,4.41345
2023-04-14,4.84003
2023-04-15,3.83921
2023-04-16,3.65873
2023-04-17,5.4799
2023-04-18,5.41427
2023-04-19,5.29942
2023-04-20,5.39786
2023-04-21,4.80721
2023-04-22,3.37981
2023-04-23,3.37981
2023-04-24,6.28383
2023-04-25,5.33223
2023-04-26,4.93847
2023-04-27,5.43068
2023-04-28,4.20016
2023-04-29,3.41263
2023-04-30,3.03527
2023-05-01,4.51189
2023-05-02,5.52912
2023-05-03,5.11894
2023-05-04,4.49548
2023-05-05,3.31419
2023-05-06,3.85561
2023-05-07,3.72436
2023-05-08,5.74241
2023-05-09,5.59474
2023-05-10,5.51271
2023-05-11,5.0041
2023-05-12,4.70877
2023-05-13,3.75717
2023-05-14,3.5767
2023-05-15,5.80803
2023-05-16,5.4799
2023-05-17,5.36505
2023-05-18,5.36505
2023-05-19,4.67596
2023-05-20,3.78999
2023-05-21,3.21575
2023-05-22,5.82444
2023-05-23,6.2018
2023-05-24,5.31583
2023-05-25,5.26661
2023-05-26,4.87284
2023-05-27,3.37981
2023-05-28,2.93683
2023-05-29,4.18375
