date,국내증시
2020-03-20,46.44504
2020-03-21,9.61313
2020-03-22,5.60612
2020-03-23,45.70084
2020-03-24,45.86997
2020-03-25,41.86604
2020-03-26,40.39608
2020-03-27,39.01838
2020-03-28,7.59886
2020-03-29,5.08948
2020-03-30,36.69967
2020-03-31,30.79832
2020-04-01,38.17885
2020-04-02,38.35106
2020-04-03,30.38624
2020-04-04,6.38415
2020-04-05,4.30838
2020-04-06,28.89476
2020-04-07,31.04741
2020-04-08,28.76868
2020-04-09,25.92717
2020-04-10,29.10388
2020-04-11,5.55384
2020-04-12,4.01931
2020-04-13,28.32892
2020-04-14,21.78485
2020-04-15,7.45433
2020-04-16,23.90675
2020-04-17,23.74992
2020-04-18,4.97263
2020-04-19,3.54265
2020-04-20,22.66129
2020-04-21,33.21544
2020-04-22,27.32025
2020-04-23,21.98782
2020-04-24,24.5095
2020-04-25,4.22842
2020-04-26,3.29356
2020-04-27,19.81671
2020-04-28,22.89501
2020-04-29,19.011
2020-04-30,6.04588
2020-05-01,6.02743
2020-05-02,3.28741
2020-05-03,2.64161
2020-05-04,20.65932
2020-05-05,5.27092
2020-05-06,18.26373
2020-05-07,17.07977
2020-05-08,15.19158
2020-05-09,3.52112
2020-05-10,2.72464
2020-05-11,16.95368
2020-05-12,20.52709
2020-05-13,18.50667
2020-05-14,19.65988
2020-05-15,17.17817
2020-05-16,3.53957
2020-05-17,2.47555
2020-05-18,16.09262
2020-05-19,17.83012
2020-05-20,16.84912
2020-05-21,16.46472
2020-05-22,20.04428
2020-05-23,3.46269
2020-05-24,2.62931
2020-05-25,15.84968
2020-05-26,17.90393
2020-05-27,18.24527
2020-05-28,25.82877
2020-05-29,19.08481
2020-05-30,3.66873
2020-05-31,2.5063
2020-06-01,16.61848
2020-06-02,17.01211
2020-06-03,20.35488
2020-06-04,20.90534
2020-06-05,16.94753
2020-06-06,3.72409
2020-06-07,2.91838
2020-06-08,19.17092
2020-06-09,20.6501
2020-06-10,17.09514
2020-06-11,21.11753
2020-06-12,27.98757
2020-06-13,4.02238
2020-06-14,2.87533
2020-06-15,70.05043
2020-06-16,28.71332
2020-06-17,29.01469
2020-06-18,22.39682
2020-06-19,20.71775
2020-06-20,3.5611
2020-06-21,2.64161
2020-06-22,18.81419
2020-06-23,21.04065
2020-06-24,16.63078
2020-06-25,22.1262
2020-06-26,17.67943
2020-06-27,3.76406
2020-06-28,2.87533
2020-06-29,24.06974
2020-06-30,18.43594
2020-07-01,19.99815
2020-07-02,16.72612
2020-07-03,16.36632
2020-07-04,3.32431
2020-07-05,2.35254
2020-07-06,15.75435
2020-07-07,20.92994
2020-07-08,17.31041
2020-07-09,15.3884
2020-07-10,16.66154
2020-07-11,3.2505
2020-07-12,2.37714
2020-07-13,14.87483
2020-07-14,18.08844
2020-07-15,17.23353
2020-07-16,19.93972
2020-07-17,15.45913
2020-07-18,3.10904
2020-07-19,2.5309
2020-07-20,16.67999
2020-07-21,15.52678
2020-07-22,15.90196
2020-07-23,16.70459
2020-07-24,17.907
2020-07-25,3.25358
2020-07-26,2.83535
2020-07-27,14.42893
2020-07-28,15.4499
2020-07-29,16.55698
2020-07-30,15.32074
2020-07-31,14.73337
2020-08-01,3.22898
2020-08-02,2.35254
2020-08-03,13.82311
2020-08-04,13.78313
2020-08-05,14.54271
2020-08-06,15.46835
2020-08-07,17.30118
2020-08-08,3.81019
2020-08-09,2.75539
2020-08-10,13.83848
2020-08-11,14.96094
2020-08-12,19.12479
2020-08-13,15.38224
2020-08-14,19.52149
2020-08-15,3.67181
2020-08-16,2.66314
2020-08-17,6.81161
2020-08-18,29.55593
2020-08-19,19.55224
2020-08-20,34.18106
2020-08-21,22.81505
2020-08-22,4.08081
2020-08-23,2.94606
2020-08-24,18.21452
2020-08-25,15.92348
2020-08-26,19.08788
2020-08-27,21.4558
2020-08-28,16.99058
2020-08-29,3.79789
2020-08-30,3.11519
2020-08-31,20.70853
2020-09-01,18.06999
2020-09-02,17.29196
2020-09-03,16.1695
2020-09-04,25.14914
2020-09-05,4.9265
2020-09-06,3.66566
2020-09-07,18.63583
2020-09-08,19.84439
2020-09-09,22.54136
2020-09-10,18.47284
2020-09-11,18.86647
2020-09-12,4.17922
2020-09-13,3.22898
2020-09-14,16.76609
2020-09-15,17.00904
2020-09-16,18.49129
2020-09-17,21.89864
2020-09-18,18.35906
2020-09-19,4.68355
2020-09-20,3.10289
2020-09-21,23.65459
2020-09-22,31.24115
2020-09-23,28.4304
2020-09-24,37.76985
2020-09-25,24.19275
2020-09-26,4.93572
2020-09-27,3.36736
2020-09-28,18.50974
2020-09-29,16.77532
2020-09-30,4.07774
2020-10-01,3.61645
2020-10-02,4.30223
2020-10-03,3.73639
2020-10-04,3.26588
2020-10-05,17.87625
2020-10-06,17.37191
2020-10-07,17.03979
2020-10-08,16.36632
2020-10-09,4.83732
2020-10-10,2.92145
2020-10-11,2.65391
2020-10-12,17.22738
2020-10-13,20.96684
2020-10-14,20.92072
2020-10-15,26.29928
2020-10-16,25.11532
2020-10-17,4.34221
2020-10-18,2.81997
2020-10-19,20.86844
2020-10-20,24.2604
2020-10-21,19.07251
2020-10-22,20.38563
2020-10-23,17.46724
2020-10-24,3.33661
2020-10-25,2.68159
2020-10-26,24.98616
2020-10-27,20.55476
2020-10-28,18.08536
2020-10-29,22.92576
2020-10-30,25.79801
2020-10-31,4.99723
2020-11-01,3.31508
2020-11-02,18.29448
2020-11-03,16.71997
2020-11-04,19.48151
2020-11-05,18.07306
2020-11-06,21.14828
2020-11-07,4.12386
2020-11-08,3.07829
2020-11-09,18.08229
2020-11-10,23.22713
2020-11-11,19.62297
2020-11-12,19.71215
2020-11-13,19.01715
2020-11-14,4.03161
2020-11-15,3.09059
2020-11-16,18.47284
2020-11-17,20.92687
2020-11-18,17.29811
2020-11-19,18.36828
2020-11-20,15.56368
2020-11-21,4.13002
2020-11-22,3.43502
2020-11-23,18.97103
2020-11-24,18.22067
2020-11-25,24.5464
2020-11-26,18.79266
2020-11-27,17.07669
2020-11-28,4.39141
2020-11-29,3.52727
2020-11-30,19.45999
2020-12-01,18.33138
2020-12-02,19.15861
2020-12-03,32.99095
2020-12-04,19.76136
2020-12-05,5.19712
2020-12-06,4.10234
2020-12-07,20.84999
2020-12-08,23.45162
2020-12-09,20.17036
2020-12-10,21.7664
2020-12-11,19.37696
2020-12-12,5.3109
2020-12-13,4.42524
2020-12-14,21.62802
2020-12-15,21.80638
2020-12-16,19.38618
2020-12-17,19.55839
2020-12-18,18.44824
2020-12-19,5.30782
2020-12-20,4.74813
2020-12-21,20.62857
2020-12-22,28.27664
2020-12-23,26.47764
2020-12-24,20.75158
2020-12-25,5.58459
2020-12-26,4.06236
2020-12-27,4.52672
2020-12-28,21.29897
2020-12-29,20.98837
2020-12-30,21.13598
2020-12-31,9.72077
2021-01-01,4.05313
2021-01-02,3.8594
2021-01-03,4.22535
2021-01-04,29.38065
2021-01-05,25.9364
