date,4대보험가입확인
2021-03-09,38.06584
2021-03-10,45.01028
2021-03-11,43.36419
2021-03-12,34.61934
2021-03-13,15.79218
2021-03-14,17.84979
2021-03-15,45.83333
2021-03-16,37.55144
2021-03-17,38.16872
2021-03-18,34.31069
2021-03-19,28.03497
2021-03-20,13.786
2021-03-21,17.02674
2021-03-22,38.0144
2021-03-23,30.29835
2021-03-24,34.15637
2021-03-25,32.97325
2021-03-26,31.17283
2021-03-27,16.40946
2021-03-28,17.23251
2021-03-29,41.82098
2021-03-30,37.60288
2021-03-31,39.86625
2021-04-01,42.38683
2021-04-02,32.92181
2021-04-03,19.08436
2021-04-04,18.20987
2021-04-05,44.75308
2021-04-06,41.66666
2021-04-07,34.92798
2021-04-08,35.69958
2021-04-09,35.64814
2021-04-10,19.44444
2021-04-11,23.14814
2021-04-12,50.0
2021-04-13,46.50205
2021-04-14,43.98148
2021-04-15,44.54732
2021-04-16,38.32304
2021-04-17,16.56378
2021-04-18,18.20987
2021-04-19,41.56378
2021-04-20,41.92386
2021-04-21,38.63168
2021-04-22,38.16872
2021-04-23,35.28806
2021-04-24,18.41563
2021-04-25,18.00411
2021-04-26,41.61522
2021-04-27,40.02057
2021-04-28,42.07818
2021-04-29,39.96913
2021-04-30,37.13991
2021-05-01,23.86831
2021-05-02,22.94238
2021-05-03,60.90534
2021-05-04,53.4465
2021-05-05,29.26954
2021-05-06,58.48765
2021-05-07,46.45061
2021-05-08,19.9074
2021-05-09,21.86213
2021-05-10,72.27366
2021-05-11,48.86831
2021-05-12,46.75925
2021-05-13,45.98765
2021-05-14,36.93415
2021-05-15,20.01028
2021-05-16,20.11316
2021-05-17,49.27983
2021-05-18,35.28806
2021-05-19,20.67901
2021-05-20,42.43827
2021-05-21,36.36831
2021-05-22,15.58641
2021-05-23,15.74074
2021-05-24,45.67901
2021-05-25,40.89506
2021-05-26,42.28395
2021-05-27,45.11316
2021-05-28,40.43209
2021-05-29,17.79835
2021-05-30,21.50205
2021-05-31,53.75514
2021-06-01,50.15432
2021-06-02,46.39917
2021-06-03,42.59259
2021-06-04,37.5
2021-06-05,20.37037
2021-06-06,18.51851
2021-06-07,49.17695
2021-06-08,42.23251
2021-06-09,41.04938
2021-06-10,50.61728
2021-06-11,38.58024
2021-06-12,16.87242
2021-06-13,19.1358
2021-06-14,40.07201
2021-06-15,43.93004
2021-06-16,38.47736
2021-06-17,35.0823
2021-06-18,32.45884
2021-06-19,14.76337
2021-06-20,16.4609
2021-06-21,43.05555
2021-06-22,40.48353
2021-06-23,38.32304
2021-06-24,35.5967
2021-06-25,33.84773
2021-06-26,14.35185
2021-06-27,16.40946
2021-06-28,38.2716
2021-06-29,38.32304
2021-06-30,42.48971
2021-07-01,50.56584
2021-07-02,33.79629
2021-07-03,15.22633
2021-07-04,19.6502
2021-07-05,50.82304
2021-07-06,43.67283
2021-07-07,38.83744
2021-07-08,35.18518
2021-07-09,39.86625
2021-07-10,18.51851
2021-07-11,17.74691
2021-07-12,46.86213
2021-07-13,42.07818
2021-07-14,35.64814
2021-07-15,39.96913
2021-07-16,32.51028
2021-07-17,18.26131
2021-07-18,18.10699
2021-07-19,40.58641
2021-07-20,36.57407
2021-07-21,39.86625
2021-07-22,33.64197
2021-07-23,32.04732
2021-07-24,17.28395
2021-07-25,19.18724
2021-07-26,42.48971
2021-07-27,34.31069
2021-07-28,38.47736
2021-07-29,33.53909
2021-07-30,32.25308
2021-07-31,18.31275
2021-08-01,17.38683
2021-08-02,38.47736
2021-08-03,37.86008
2021-08-04,36.77983
2021-08-05,40.58641
2021-08-06,30.34979
2021-08-07,18.8786
2021-08-08,15.53497
2021-08-09,40.07201
2021-08-10,49.94855
2021-08-11,40.79218
2021-08-12,34.87654
2021-08-13,32.09876
2021-08-14,16.66666
2021-08-15,17.38683
2021-08-16,24.53703
2021-08-17,39.91769
2021-08-18,35.95679
2021-08-19,35.03086
2021-08-20,33.38477
2021-08-21,16.30658
2021-08-22,13.99176
2021-08-23,33.89917
2021-08-24,35.69958
2021-08-25,36.67695
2021-08-26,40.89506
2021-08-27,32.20164
2021-08-28,16.66666
2021-08-29,19.08436
2021-08-30,44.08436
2021-08-31,45.37037
2021-09-01,56.58436
2021-09-02,47.0679
2021-09-03,37.39711
2021-09-04,18.41563
2021-09-05,22.5823
2021-09-06,45.83333
2021-09-07,42.48971
2021-09-08,38.73456
2021-09-09,35.80246
2021-09-10,43.41563
2021-09-11,20.01028
2021-09-12,17.33539
2021-09-13,39.0432
2021-09-14,37.19135
2021-09-15,35.39094
2021-09-16,28.08641
2021-09-17,26.33744
2021-09-18,11.47119
2021-09-19,10.03086
2021-09-20,9.5679
2021-09-21,11.16255
2021-09-22,12.44855
2021-09-23,34.00205
2021-09-24,33.38477
2021-09-25,15.12345
2021-09-26,15.48353
2021-09-27,37.03703
2021-09-28,36.21399
2021-09-29,37.44855
2021-09-30,37.03703
2021-10-01,45.21604
2021-10-02,18.8786
2021-10-03,15.07201
2021-10-04,30.09259
2021-10-05,52.77777
2021-10-06,40.22633
2021-10-07,32.35596
2021-10-08,36.05967
2021-10-09,17.69547
2021-10-10,17.43827
2021-10-11,23.50823
2021-10-12,44.59876
2021-10-13,38.06584
2021-10-14,34.72222
2021-10-15,33.48765
2021-10-16,13.2716
2021-10-17,14.19753
2021-10-18,32.25308
2021-10-19,29.93827
2021-10-20,29.57818
2021-10-21,26.69753
2021-10-22,21.19341
2021-10-23,11.36831
2021-10-24,12.91152
2021-10-25,29.4753
2021-10-26,29.68106
2021-10-27,33.17901
2021-10-28,32.1502
2021-10-29,27.88065
2021-10-30,12.5
2021-10-31,13.88888
2021-11-01,35.64814
2021-11-02,31.3786
2021-11-03,32.20164
2021-11-04,29.73251
2021-11-05,29.62962
2021-11-06,14.0432
2021-11-07,14.35185
2021-11-08,30.96707
2021-11-09,28.34362
2021-11-10,40.22633
2021-11-11,31.22427
2021-11-12,27.21193
2021-11-13,10.80246
2021-11-14,13.83744
2021-11-15,30.40123
2021-11-16,30.34979
2021-11-17,27.16049
2021-11-18,25.2572
2021-11-19,23.61111
2021-11-20,12.60288
2021-11-21,10.8539
2021-11-22,29.98971
2021-11-23,29.26954
2021-11-24,32.45884
2021-11-25,31.53292
2021-11-26,26.49176
2021-11-27,12.44855
2021-11-28,12.29423
2021-11-29,31.27572
2021-11-30,36.77983
2021-12-01,37.29423
2021-12-02,37.86008
2021-12-03,30.50411
2021-12-04,16.35802
2021-12-05,15.32921
2021-12-06,35.64814
2021-12-07,35.80246
2021-12-08,32.87037
2021-12-09,33.48765
2021-12-10,38.47736
2021-12-11,16.9753
2021-12-12,13.58024
2021-12-13,35.0823
2021-12-14,31.53292
2021-12-15,34.67078
2021-12-16,28.1893
2021-12-17,22.37654
2021-12-18,11.88271
2021-12-19,12.08847
2021-12-20,31.17283
2021-12-21,30.45267
2021-12-22,30.50411
2021-12-23,27.72633
2021-12-24,23.76543
2021-12-25,8.33333
2021-12-26,11.31687
2021-12-27,25.10288
2021-12-28,25.36008
2021-12-29,28.85802
2021-12-30,29.37242
2021-12-31,23.45679
2022-01-01,12.80864
2022-01-02,17.64403
2022-01-03,36.52263
2022-01-04,40.02057
2022-01-05,41.82098
2022-01-06,36.26543
2022-01-07,32.6646
2022-01-08,15.38065
2022-01-09,16.92386
2022-01-10,45.88477
2022-01-11,42.95267
2022-01-12,33.53909
2022-01-13,33.23045
2022-01-14,27.36625
2022-01-15,16.15226
2022-01-16,15.99794
2022-01-17,36.62551
2022-01-18,33.74485
2022-01-19,31.22427
2022-01-20,32.09876
2022-01-21,28.24074
2022-01-22,12.13991
2022-01-23,15.27777
2022-01-24,33.64197
2022-01-25,34.92798
2022-01-26,30.09259
2022-01-27,30.50411
2022-01-28,31.01851
2022-01-29,14.45473
2022-01-30,11.36831
2022-01-31,9.20781
2022-02-01,9.46502
2022-02-02,15.43209
2022-02-03,39.0432
2022-02-04,36.31687
2022-02-05,20.83333
2022-02-06,18.05555
2022-02-07,41.82098
2022-02-08,40.17489
2022-02-09,38.11728
2022-02-10,45.31893
2022-02-11,34.8251
2022-02-12,16.82098
2022-02-13,15.32921
2022-02-14,35.75102
2022-02-15,33.53909
2022-02-16,31.68724
2022-02-17,31.6358
2022-02-18,26.85185
2022-02-19,14.71193
2022-02-20,16.04938
2022-02-21,33.84773
2022-02-22,38.42592
2022-02-23,38.83744
2022-02-24,37.34567
2022-02-25,35.64814
2022-02-26,14.40329
2022-02-27,15.07201
2022-02-28,38.786
2022-03-01,24.02263
2022-03-02,42.43827
2022-03-03,42.64403
2022-03-04,38.58024
2022-03-05,19.6502
2022-03-06,20.11316
2022-03-07,39.24897
2022-03-08,36.72839
2022-03-09,15.58641
2022-03-10,42.28395
2022-03-11,36.26543
2022-03-12,17.54115
2022-03-13,16.61522
2022-03-14,36.47119
2022-03-15,33.79629
2022-03-16,29.98971
2022-03-17,30.65843
2022-03-18,25.36008
2022-03-19,12.96296
2022-03-20,13.94032
2022-03-21,30.76131
2022-03-22,28.80658
2022-03-23,29.11522
2022-03-24,26.13168
2022-03-25,27.00617
2022-03-26,13.58024
2022-03-27,13.0144
2022-03-28,27.00617
2022-03-29,23.61111
2022-03-30,26.0288
2022-03-31,35.03086
2022-04-01,36.16255
2022-04-02,14.50617
2022-04-03,14.76337
2022-04-04,35.54526
2022-04-05,36.26543
2022-04-06,33.38477
2022-04-07,29.37242
2022-04-08,29.2181
2022-04-09,13.83744
2022-04-10,13.68312
2022-04-11,35.75102
2022-04-12,30.65843
2022-04-13,29.88683
2022-04-14,27.10905
2022-04-15,27.31481
2022-04-16,12.91152
2022-04-17,13.0144
2022-04-18,29.26954
2022-04-19,25.2572
2022-04-20,25.61728
2022-04-21,24.63991
2022-04-22,20.98765
2022-04-23,10.54526
2022-04-24,12.65432
2022-04-25,30.50411
2022-04-26,25.82304
2022-04-27,26.13168
2022-04-28,26.49176
2022-04-29,25.7716
2022-04-30,11.93415
2022-05-01,15.84362
2022-05-02,36.05967
2022-05-03,37.08847
2022-05-04,31.6358
2022-05-05,17.43827
2022-05-06,25.87448
2022-05-07,12.03703
2022-05-08,14.40329
2022-05-09,33.53909
2022-05-10,39.24897
2022-05-11,34.05349
2022-05-12,28.75514
2022-05-13,23.50823
2022-05-14,13.99176
2022-05-15,13.83744
2022-05-16,31.32716
2022-05-17,29.73251
2022-05-18,26.13168
2022-05-19,26.0288
2022-05-20,22.78806
2022-05-21,11.88271
2022-05-22,11.26543
2022-05-23,26.69753
2022-05-24,27.72633
2022-05-25,32.61316
2022-05-26,25.5144
2022-05-27,20.1646
2022-05-28,11.88271
2022-05-29,12.70576
2022-05-30,29.93827
2022-05-31,28.90946
2022-06-01,17.90123
2022-06-02,32.61316
2022-06-03,28.34362
2022-06-04,12.60288
2022-06-05,11.98559
2022-06-06,16.92386
2022-06-07,39.30041
2022-06-08,34.51646
2022-06-09,32.04732
2022-06-10,35.0823
2022-06-11,15.07201
2022-06-12,13.22016
2022-06-13,33.38477
2022-06-14,28.39506
2022-06-15,28.80658
2022-06-16,29.73251
2022-06-17,23.40534
2022-06-18,11.00823
2022-06-19,12.13991
2022-06-20,32.87037
2022-06-21,30.86419
2022-06-22,31.94444
2022-06-23,26.74897
2022-06-24,27.57201
2022-06-25,10.8539
2022-06-26,11.72839
2022-06-27,25.2572
2022-06-28,27.10905
2022-06-29,29.01234
2022-06-30,30.34979
2022-07-01,31.48148
2022-07-02,14.71193
2022-07-03,13.5288
2022-07-04,32.04732
2022-07-05,32.87037
2022-07-06,30.45267
2022-07-07,27.82921
2022-07-08,25.36008
2022-07-09,13.5288
2022-07-10,16.30658
2022-07-11,35.18518
2022-07-12,30.19547
2022-07-13,27.21193
2022-07-14,27.62345
2022-07-15,25.72016
2022-07-16,11.47119
2022-07-17,13.63168
2022-07-18,29.83539
2022-07-19,30.14403
2022-07-20,30.96707
2022-07-21,26.59465
2022-07-22,25.10288
2022-07-23,11.26543
2022-07-24,11.36831
2022-07-25,33.12757
2022-07-26,30.60699
2022-07-27,29.83539
2022-07-28,27.41769
2022-07-29,26.90329
2022-07-30,14.45473
2022-07-31,12.80864
2022-08-01,37.55144
2022-08-02,32.25308
2022-08-03,32.04732
2022-08-04,30.09259
2022-08-05,29.32098
2022-08-06,11.93415
2022-08-07,13.73456
2022-08-08,32.1502
2022-08-09,30.29835
2022-08-10,40.43209
2022-08-11,29.78395
2022-08-12,22.73662
2022-08-13,13.68312
2022-08-14,12.96296
2022-08-15,15.63786
2022-08-16,34.92798
2022-08-17,26.80041
2022-08-18,29.11522
2022-08-19,25.61728
2022-08-20,10.64814
2022-08-21,12.34567
2022-08-22,28.75514
2022-08-23,28.90946
2022-08-24,29.83539
2022-08-25,28.49794
2022-08-26,26.95473
2022-08-27,11.21399
2022-08-28,10.5967
2022-08-29,31.48148
2022-08-30,30.76131
2022-08-31,32.6646
2022-09-01,38.58024
2022-09-02,28.08641
2022-09-03,12.60288
2022-09-04,12.80864
2022-09-05,36.21399
2022-09-06,30.40123
2022-09-07,27.98353
2022-09-08,26.59465
2022-09-09,11.26543
2022-09-10,8.79629
2022-09-11,7.71604
2022-09-12,12.80864
2022-09-13,35.54526
2022-09-14,32.87037
2022-09-15,33.07613
2022-09-16,23.40534
2022-09-17,10.90534
2022-09-18,11.31687
2022-09-19,25.92592
2022-09-20,25.87448
2022-09-21,27.62345
2022-09-22,24.07407
2022-09-23,20.67901
2022-09-24,9.05349
2022-09-25,11.36831
2022-09-26,29.4753
2022-09-27,25.97736
2022-09-28,27.41769
2022-09-29,27.31481
2022-09-30,26.69753
2022-10-01,17.54115
2022-10-02,11.88271
2022-10-03,13.94032
2022-10-04,35.54526
2022-10-05,33.23045
2022-10-06,32.87037
2022-10-07,29.01234
2022-10-08,11.47119
2022-10-09,11.98559
2022-10-10,16.25514
2022-10-11,35.13374
2022-10-12,30.09259
2022-10-13,27.62345
2022-10-14,26.59465
2022-10-15,11.36831
2022-10-16,13.58024
2022-10-17,30.91563
2022-10-18,27.62345
2022-10-19,24.12551
2022-10-20,25.5144
2022-10-21,24.89711
2022-10-22,11.00823
2022-10-23,12.65432
2022-10-24,27.67489
2022-10-25,26.23456
2022-10-26,26.08024
2022-10-27,27.10905
2022-10-28,22.0679
2022-10-29,11.31687
2022-10-30,10.75102
2022-10-31,30.60699
2022-11-01,36.05967
2022-11-02,31.99588
2022-11-03,28.49794
2022-11-04,29.01234
2022-11-05,13.786
2022-11-06,13.63168
2022-11-07,31.68724
2022-11-08,29.2181
2022-11-09,28.60082
2022-11-10,38.2716
2022-11-11,26.286
2022-11-12,11.88271
2022-11-13,13.32304
2022-11-14,28.49794
2022-11-15,28.39506
2022-11-16,29.11522
2022-11-17,21.96502
2022-11-18,20.26748
2022-11-19,9.97942
2022-11-20,10.28806
2022-11-21,27.72633
2022-11-22,24.17695
2022-11-23,27.00617
2022-11-24,21.24485
2022-11-25,20.83333
2022-11-26,9.00205
2022-11-27,9.77366
2022-11-28,28.03497
2022-11-29,27.16049
2022-11-30,29.88683
2022-12-01,32.04732
2022-12-02,25.56584
2022-12-03,12.60288
2022-12-04,14.45473
2022-12-05,35.54526
2022-12-06,30.60699
2022-12-07,30.14403
2022-12-08,28.80658
2022-12-09,29.52674
2022-12-10,15.07201
2022-12-11,13.94032
2022-12-12,34.25925
2022-12-13,31.94444
2022-12-14,25.72016
2022-12-15,28.90946
2022-12-16,21.65637
2022-12-17,8.23045
2022-12-18,9.87654
2022-12-19,26.38888
2022-12-20,27.57201
2022-12-21,24.89711
2022-12-22,23.76543
2022-12-23,21.39917
2022-12-24,7.56172
2022-12-25,8.17901
2022-12-26,26.69753
2022-12-27,26.90329
2022-12-28,26.08024
2022-12-29,24.69135
2022-12-30,25.97736
2022-12-31,11.47119
2023-01-01,13.83744
2023-01-02,32.92181
2023-01-03,32.45884
2023-01-04,34.8251
2023-01-05,34.97942
2023-01-06,27.93209
2023-01-07,15.27777
2023-01-08,14.66049
2023-01-09,35.80246
2023-01-10,43.20987
2023-01-11,36.98559
2023-01-12,32.87037
2023-01-13,29.4753
2023-01-14,14.60905
2023-01-15,15.99794
2023-01-16,39.76337
2023-01-17,36.36831
2023-01-18,31.12139
2023-01-19,30.45267
2023-01-20,23.3539
2023-01-21,11.11111
2023-01-22,8.02469
2023-01-23,9.05349
2023-01-24,14.81481
2023-01-25,35.49382
2023-01-26,35.18518
2023-01-27,31.73868
2023-01-28,12.5
2023-01-29,13.22016
2023-01-30,36.83127
2023-01-31,40.02057
2023-02-01,40.48353
2023-02-02,39.0432
2023-02-03,32.76748
2023-02-04,13.83744
2023-02-05,16.4609
2023-02-06,36.21399
2023-02-07,33.59053
2023-02-08,30.76131
2023-02-09,30.14403
2023-02-10,33.89917
2023-02-11,15.79218
2023-02-12,11.83127
2023-02-13,30.86419
2023-02-14,29.01234
2023-02-15,29.88683
2023-02-16,27.36625
2023-02-17,23.25102
2023-02-18,11.41975
2023-02-19,12.65432
2023-02-20,26.95473
2023-02-21,27.46913
2023-02-22,28.03497
2023-02-23,28.24074
2023-02-24,22.27366
2023-02-25,9.87654
2023-02-26,11.62551
2023-02-27,26.95473
2023-02-28,29.16666
2023-03-01,18.31275
2023-03-02,38.42592
2023-03-03,38.2716
2023-03-04,18.82716
2023-03-05,16.10082
2023-03-06,37.19135
2023-03-07,33.28189
2023-03-08,30.86419
2023-03-09,33.12757
2023-03-10,34.31069
2023-03-11,15.38065
2023-03-12,15.17489
2023-03-13,30.86419
2023-03-14,26.69753
2023-03-15,31.53292
2023-03-16,27.05761
2023-03-17,21.09053
2023-03-18,11.47119
2023-03-19,11.88271
2023-03-20,25.56584
2023-03-21,27.82921
2023-03-22,27.31481
2023-03-23,24.94855
2023-03-24,23.45679
2023-03-25,9.61934
2023-03-26,9.25925
2023-03-27,25.46296
2023-03-28,22.89094
2023-03-29,25.05144
2023-03-30,23.76543
2023-03-31,25.66872
2023-04-01,18.10699
2023-04-02,11.88271
2023-04-03,33.95061
2023-04-04,32.61316
2023-04-05,31.79012
2023-04-06,28.34362
2023-04-07,24.17695
2023-04-08,11.83127
2023-04-09,11.31687
2023-04-10,38.16872
2023-04-11,30.29835
2023-04-12,26.59465
2023-04-13,25.82304
2023-04-14,24.07407
2023-04-15,12.96296
2023-04-16,11.21399
2023-04-17,28.4465
2023-04-18,27.77777
2023-04-19,24.79423
2023-04-20,24.79423
2023-04-21,19.23868
2023-04-22,11.05967
2023-04-23,8.89917
2023-04-24,25.82304
2023-04-25,24.48559
2023-04-26,24.38271
2023-04-27,21.39917
2023-04-28,20.67901
2023-04-29,9.67078
2023-04-30,11.11111
2023-05-01,22.63374
2023-05-02,42.43827
2023-05-03,34.72222
2023-05-04,31.58436
2023-05-05,18.98148
2023-05-06,12.13991
2023-05-07,14.60905
2023-05-08,32.87037
2023-05-09,33.64197
2023-05-10,37.7572
2023-05-11,31.01851
2023-05-12,23.86831
2023-05-13,12.39711
2023-05-14,11.62551
2023-05-15,31.84156
2023-05-16,28.7037
2023-05-17,24.38271
2023-05-18,24.48559
2023-05-19,20.37037
2023-05-20,10.28806
2023-05-21,11.83127
2023-05-22,28.90946
2023-05-23,28.03497
2023-05-24,23.86831
2023-05-25,24.22839
2023-05-26,23.19958
2023-05-27,9.72222
2023-05-28,10.13374
2023-05-29,12.55144
