date,E러닝
2023-06-01,57.31382
2023-06-02,43.21808
2023-06-03,25.53191
2023-06-04,21.67553
2023-06-05,46.14361
2023-06-06,20.6117
2023-06-07,60.63829
2023-06-08,64.76063
2023-06-09,40.55851
2023-06-10,11.96808
2023-06-11,13.29787
2023-06-12,53.98936
2023-06-13,52.12765
2023-06-14,42.55319
2023-06-15,50.39893
2023-06-16,83.77659
2023-06-17,11.56914
2023-06-18,13.16489
2023-06-19,55.18617
2023-06-20,39.49468
2023-06-21,43.21808
2023-06-22,40.29255
2023-06-23,23.40425
2023-06-24,9.44148
2023-06-25,10.77127
2023-06-26,50.93085
2023-06-27,48.53723
2023-06-28,40.42553
2023-06-29,45.07978
2023-06-30,27.92553
2023-07-01,8.77659
2023-07-02,13.43085
2023-07-03,38.16489
2023-07-04,37.10106
2023-07-05,41.75531
2023-07-06,36.70212
2023-07-07,35.50531
2023-07-08,15.55851
2023-07-09,10.23936
2023-07-10,35.90425
2023-07-11,35.63829
2023-07-12,41.2234
2023-07-13,32.84574
2023-07-14,23.27127
2023-07-15,10.90425
2023-07-16,7.18085
2023-07-17,35.10638
2023-07-18,35.77127
2023-07-19,29.12234
2023-07-20,29.52127
2023-07-21,17.42021
2023-07-22,6.38297
2023-07-23,8.64361
2023-07-24,31.78191
2023-07-25,23.13829
2023-07-26,26.06382
2023-07-27,18.75
2023-07-28,15.95744
2023-07-29,7.04787
2023-07-30,9.17553
2023-07-31,21.40957
2023-08-01,29.92021
2023-08-02,30.85106
2023-08-03,31.64893
2023-08-04,23.80319
2023-08-05,11.17021
2023-08-06,11.30319
2023-08-07,40.82446
2023-08-08,39.22872
2023-08-09,40.15957
2023-08-10,33.64361
2023-08-11,30.5851
2023-08-12,9.04255
2023-08-13,8.64361
2023-08-14,34.04255
2023-08-15,13.56382
2023-08-16,42.02127
2023-08-17,39.09574
2023-08-18,28.05851
2023-08-19,10.37234
2023-08-20,9.9734
2023-08-21,42.81914
2023-08-22,33.77659
2023-08-23,32.4468
2023-08-24,25.79787
2023-08-25,30.5851
2023-08-26,10.77127
2023-08-27,10.50531
2023-08-28,33.90957
2023-08-29,34.70744
2023-08-30,29.78723
2023-08-31,28.98936
2023-09-01,32.04787
2023-09-02,13.82978
2023-09-03,17.68617
2023-09-04,47.20744
2023-09-05,36.8351
2023-09-06,38.29787
2023-09-07,33.77659
2023-09-08,27.39361
2023-09-09,8.37765
2023-09-10,9.04255
2023-09-11,40.82446
2023-09-12,34.30851
2023-09-13,32.04787
2023-09-14,23.00531
2023-09-15,21.94148
2023-09-16,8.90957
2023-09-17,8.64361
2023-09-18,26.46276
2023-09-19,30.98404
2023-09-20,31.25
2023-09-21,27.12765
2023-09-22,17.28723
2023-09-23,7.84574
2023-09-24,7.97872
2023-09-25,23.53723
2023-09-26,20.6117
2023-09-27,16.48936
2023-09-28,6.64893
2023-09-29,5.85106
2023-09-30,5.05319
2023-10-01,7.18085
2023-10-02,11.17021
2023-10-03,9.57446
2023-10-04,32.04787
2023-10-05,26.06382
2023-10-06,21.01063
2023-10-07,14.3617
2023-10-08,9.17553
2023-10-09,8.24468
2023-10-10,32.04787
2023-10-11,31.51595
2023-10-12,26.72872
2023-10-13,20.74468
2023-10-14,8.90957
2023-10-15,7.4468
2023-10-16,32.04787
2023-10-17,25.53191
2023-10-18,23.67021
2023-10-19,19.41489
2023-10-20,18.21808
2023-10-21,7.18085
2023-10-22,7.18085
2023-10-23,35.23936
2023-10-24,28.45744
2023-10-25,23.80319
2023-10-26,24.3351
2023-10-27,17.95212
2023-10-28,6.64893
2023-10-29,7.4468
2023-10-30,36.43617
2023-10-31,26.06382
2023-11-01,27.52659
2023-11-02,26.72872
2023-11-03,22.34042
2023-11-04,8.24468
2023-11-05,11.17021
2023-11-06,32.31382
2023-11-07,31.11702
2023-11-08,23.93617
2023-11-09,27.92553
2023-11-10,19.68085
2023-11-11,7.97872
2023-11-12,8.90957
2023-11-13,26.1968
2023-11-14,22.60638
2023-11-15,22.73936
2023-11-16,20.21276
2023-11-17,17.81914
2023-11-18,5.71808
2023-11-19,7.18085
2023-11-20,26.06382
2023-11-21,29.25531
2023-11-22,22.34042
2023-11-23,23.13829
2023-11-24,17.55319
2023-11-25,10.90425
2023-11-26,7.04787
2023-11-27,25.26595
2023-11-28,24.06914
2023-11-29,22.87234
2023-11-30,21.80851
2023-12-01,21.67553
2023-12-02,10.23936
2023-12-03,9.17553
2023-12-04,28.05851
2023-12-05,26.59574
2023-12-06,22.34042
2023-12-07,28.98936
2023-12-08,24.20212
2023-12-09,7.31382
2023-12-10,8.24468
2023-12-11,32.04787
2023-12-12,23.13829
2023-12-13,17.68617
2023-12-14,17.28723
2023-12-15,16.2234
2023-12-16,5.45212
2023-12-17,5.71808
2023-12-18,20.87765
2023-12-19,20.87765
2023-12-20,21.40957
2023-12-21,15.55851
2023-12-22,14.49468
2023-12-23,4.92021
2023-12-24,3.85638
2023-12-25,5.05319
2023-12-26,24.3351
2023-12-27,26.46276
2023-12-28,21.54255
2023-12-29,18.48404
2023-12-30,9.44148
2023-12-31,7.4468
2024-01-01,4.52127
2024-01-02,15.55851
2024-01-03,16.48936
2024-01-04,12.76595
2024-01-05,11.70212
2024-01-06,7.71276
2024-01-07,4.52127
2024-01-08,15.42553
2024-01-09,15.29255
2024-01-10,20.47872
2024-01-11,18.88297
2024-01-12,13.03191
2024-01-13,2.79255
2024-01-14,5.31914
2024-01-15,15.69148
2024-01-16,14.49468
2024-01-17,20.34574
2024-01-18,14.76063
2024-01-19,12.76595
2024-01-20,6.91489
2024-01-21,5.5851
2024-01-22,58.24468
2024-01-23,37.5
2024-01-24,29.38829
2024-01-25,23.67021
2024-01-26,16.09042
2024-01-27,6.25
2024-01-28,9.9734
2024-01-29,24.86702
2024-01-30,19.41489
2024-01-31,17.81914
2024-02-01,64.62765
2024-02-02,45.47872
2024-02-03,10.50531
2024-02-04,12.63297
2024-02-05,51.06382
2024-02-06,45.47872
2024-02-07,35.10638
2024-02-08,37.10106
2024-02-09,9.17553
2024-02-10,5.05319
2024-02-11,7.31382
2024-02-12,15.29255
2024-02-13,54.12234
2024-02-14,53.32446
2024-02-15,45.47872
2024-02-16,32.18085
2024-02-17,15.15957
2024-02-18,14.62765
2024-02-19,46.94148
2024-02-20,49.86702
2024-02-21,39.76063
2024-02-22,37.23404
2024-02-23,31.64893
2024-02-24,11.96808
2024-02-25,13.16489
2024-02-26,46.14361
2024-02-27,52.79255
2024-02-28,40.55851
2024-02-29,34.17553
2024-03-01,21.40957
2024-03-02,12.36702
2024-03-03,24.60106
2024-03-04,76.32978
2024-03-05,94.01595
2024-03-06,83.1117
2024-03-07,75.79787
2024-03-08,68.88297
2024-03-09,25.66489
2024-03-10,25.66489
2024-03-11,76.72872
2024-03-12,73.67021
2024-03-13,61.17021
2024-03-14,62.63297
2024-03-15,47.87234
2024-03-16,20.6117
2024-03-17,19.54787
2024-03-18,62.10106
2024-03-19,66.88829
2024-03-20,53.85638
