date,재무제표발급
2020-07-08,24.66367
2020-07-09,20.6278
2020-07-10,18.38565
2020-07-11,3.13901
2020-07-13,14.7982
2020-07-14,15.69506
2020-07-15,31.39013
2020-07-16,21.52466
2020-07-17,12.55605
2020-07-20,19.28251
2020-07-21,17.93721
2020-07-22,18.38565
2020-07-23,23.31838
2020-07-24,11.21076
2020-07-27,17.93721
2020-07-28,26.90582
2020-07-29,29.14798
2020-07-30,27.35426
2020-07-31,17.48878
2020-08-03,12.10762
2020-08-04,26.45739
2020-08-05,21.07623
2020-08-06,22.86995
2020-08-07,14.34977
2020-08-10,18.38565
2020-08-11,21.07623
2020-08-12,24.66367
2020-08-13,21.52466
2020-08-14,17.04035
2020-08-17,6.27802
2020-08-18,19.73094
2020-08-19,25.1121
2020-08-20,24.21524
2020-08-21,14.34977
2020-08-24,18.83408
2020-08-25,14.7982
2020-08-26,20.17937
2020-08-27,25.56053
2020-08-28,17.93721
2020-08-29,2.69058
2020-08-31,13.00448
2020-09-01,14.7982
2020-09-02,23.76681
2020-09-03,21.97309
2020-09-04,27.80269
2020-09-05,2.69058
2020-09-07,14.7982
2020-09-08,29.14798
2020-09-09,22.42152
2020-09-10,21.07623
2020-09-11,19.28251
2020-09-14,16.14349
2020-09-15,19.28251
2020-09-16,23.31838
2020-09-17,10.3139
2020-09-18,17.48878
2020-09-19,2.24215
2020-09-21,17.48878
2020-09-22,26.90582
2020-09-23,29.59641
2020-09-24,29.59641
2020-09-25,20.17937
2020-09-27,2.69058
2020-09-28,21.52466
2020-09-29,17.48878
2020-10-05,19.28251
2020-10-06,28.69955
2020-10-07,30.04484
2020-10-08,15.69506
2020-10-10,2.24215
2020-10-12,18.83408
2020-10-13,28.69955
2020-10-14,23.31838
2020-10-15,25.1121
2020-10-16,17.48878
2020-10-19,14.7982
2020-10-20,18.83408
2020-10-21,26.00896
2020-10-22,23.31838
2020-10-23,17.48878
2020-10-26,18.38565
2020-10-27,20.6278
2020-10-28,21.52466
2020-10-29,23.31838
2020-10-30,13.45291
2020-11-01,2.24215
2020-11-02,14.7982
2020-11-03,20.6278
2020-11-04,26.00896
2020-11-05,26.45739
2020-11-06,20.6278
2020-11-07,2.24215
2020-11-09,13.00448
2020-11-10,20.6278
2020-11-11,28.25112
2020-11-12,24.66367
2020-11-13,16.59192
2020-11-16,16.59192
2020-11-17,17.93721
2020-11-18,20.17937
2020-11-19,19.28251
2020-11-20,13.90134
2020-11-23,7.62331
2020-11-24,16.59192
2020-11-25,19.73094
2020-11-26,13.90134
2020-11-27,7.62331
2020-11-30,10.76233
2020-12-01,9.86547
2020-12-02,12.55605
2020-12-03,7.62331
2020-12-04,4.93273
2020-12-07,11.21076
2020-12-08,15.24663
2020-12-09,14.7982
2020-12-10,14.34977
2020-12-11,15.24663
2020-12-14,11.21076
2020-12-15,15.24663
2020-12-16,20.17937
2020-12-17,14.34977
2020-12-18,13.90134
2020-12-21,9.41704
2020-12-22,12.10762
2020-12-23,13.00448
2020-12-24,14.7982
2020-12-28,17.04035
2020-12-29,17.93721
2020-12-30,16.14349
2020-12-31,9.41704
2021-01-04,15.69506
2021-01-05,16.59192
2021-01-06,16.14349
2021-01-07,23.31838
2021-01-08,22.86995
2021-01-09,3.13901
2021-01-11,19.73094
2021-01-12,26.45739
2021-01-13,22.86995
2021-01-14,22.42152
2021-01-15,16.14349
2021-01-18,34.97757
2021-01-19,33.18385
2021-01-20,28.25112
2021-01-21,25.1121
2021-01-22,25.56053
2021-01-23,2.24215
2021-01-25,36.7713
2021-01-26,38.56502
2021-01-27,39.01345
2021-01-28,32.28699
2021-01-29,24.21524
2021-01-31,2.24215
2021-02-01,27.35426
2021-02-02,22.86995
2021-02-03,37.66816
2021-02-04,29.14798
2021-02-05,18.38565
2021-02-06,2.24215
2021-02-07,3.13901
2021-02-08,33.18385
2021-02-09,26.90582
2021-02-10,18.83408
2021-02-15,32.28699
2021-02-16,44.39461
2021-02-17,29.14798
2021-02-18,29.14798
2021-02-19,29.59641
2021-02-22,39.91031
2021-02-23,41.2556
2021-02-24,41.70403
2021-02-25,39.46188
2021-02-26,27.80269
2021-02-27,2.69058
2021-03-01,3.13901
2021-03-02,31.83856
2021-03-03,39.91031
2021-03-04,43.04932
2021-03-05,35.426
2021-03-08,19.28251
2021-03-09,30.49327
2021-03-10,34.97757
2021-03-11,33.63228
2021-03-12,37.21973
2021-03-13,3.58744
2021-03-15,29.59641
2021-03-16,27.35426
2021-03-17,30.49327
2021-03-18,32.73542
2021-03-19,24.66367
2021-03-20,2.24215
2021-03-21,5.38116
2021-03-22,27.80269
2021-03-23,30.9417
2021-03-24,28.69955
2021-03-25,28.69955
2021-03-26,34.52914
2021-03-29,26.00896
2021-03-30,30.49327
2021-03-31,36.7713
2021-04-01,39.91031
2021-04-02,37.66816
2021-04-03,3.13901
2021-04-05,45.29147
2021-04-06,45.73991
2021-04-07,58.74439
2021-04-08,57.3991
2021-04-09,43.04932
2021-04-10,4.93273
2021-04-12,41.2556
2021-04-13,45.29147
2021-04-14,43.49775
2021-04-15,43.49775
2021-04-16,28.25112
2021-04-17,5.82959
2021-04-19,34.97757
2021-04-20,38.56502
2021-04-21,40.80717
2021-04-22,30.9417
2021-04-23,28.69955
2021-04-24,2.24215
2021-04-26,32.28699
2021-04-27,33.18385
2021-04-28,44.39461
2021-04-29,26.90582
2021-04-30,24.66367
2021-05-01,2.24215
2021-05-03,23.31838
2021-05-04,30.9417
2021-05-05,6.27802
2021-05-06,30.04484
2021-05-07,21.52466
2021-05-08,3.58744
2021-05-10,34.52914
2021-05-11,32.73542
2021-05-12,23.76681
2021-05-13,34.97757
2021-05-14,18.83408
2021-05-17,26.45739
2021-05-18,26.45739
2021-05-19,4.4843
2021-05-20,26.90582
2021-05-21,19.73094
2021-05-24,27.35426
2021-05-25,25.56053
2021-05-26,21.97309
2021-05-27,22.86995
2021-05-28,20.17937
2021-05-31,20.17937
2021-06-01,29.14798
2021-06-02,26.90582
2021-06-03,26.45739
2021-06-04,16.14349
2021-06-05,2.69058
2021-06-07,12.55605
2021-06-08,34.08071
2021-06-09,23.76681
2021-06-10,29.59641
2021-06-11,22.86995
2021-06-14,8.9686
2021-06-15,22.42152
2021-06-16,22.86995
2021-06-17,25.1121
2021-06-18,34.97757
2021-06-19,3.58744
2021-06-20,2.69058
2021-06-21,30.04484
2021-06-22,38.56502
2021-06-23,38.56502
2021-06-24,31.83856
2021-06-25,30.49327
2021-06-28,24.66367
2021-06-29,30.04484
2021-06-30,27.35426
2021-07-01,33.63228
2021-07-02,30.04484
2021-07-03,2.24215
2021-07-05,32.73542
2021-07-06,36.32286
2021-07-07,33.63228
2021-07-08,26.90582
2021-07-09,25.56053
2021-07-12,32.73542
2021-07-13,35.426
2021-07-14,29.59641
2021-07-15,39.01345
2021-07-16,35.426
2021-07-19,26.90582
2021-07-20,27.80269
2021-07-21,37.66816
2021-07-22,36.7713
2021-07-23,31.83856
2021-07-24,4.93273
2021-07-26,26.90582
2021-07-27,39.46188
2021-07-28,38.11659
2021-07-29,34.52914
2021-07-30,30.49327
2021-08-01,3.58744
2021-08-02,29.14798
2021-08-03,35.426
2021-08-04,39.46188
2021-08-05,32.28699
2021-08-06,26.00896
2021-08-07,4.4843
2021-08-09,34.97757
2021-08-10,28.69955
2021-08-11,38.56502
2021-08-12,42.15246
2021-08-13,29.14798
2021-08-14,2.24215
2021-08-15,3.58744
2021-08-16,6.72645
2021-08-17,36.32286
2021-08-18,46.18834
2021-08-19,37.66816
2021-08-20,29.59641
2021-08-22,2.24215
2021-08-23,38.11659
2021-08-24,43.94618
2021-08-25,33.63228
2021-08-26,34.08071
2021-08-27,27.35426
2021-08-29,2.69058
2021-08-30,29.59641
2021-08-31,30.9417
2021-09-01,31.39013
2021-09-02,36.7713
2021-09-03,29.14798
2021-09-04,3.13901
2021-09-06,34.52914
2021-09-07,33.63228
2021-09-08,28.69955
2021-09-09,26.45739
2021-09-10,26.00896
2021-09-13,42.15246
2021-09-14,33.63228
2021-09-15,34.52914
2021-09-16,26.00896
2021-09-17,20.17937
2021-09-23,35.87443
2021-09-24,35.87443
2021-09-27,47.53363
2021-09-28,36.32286
2021-09-29,34.52914
2021-09-30,40.35874
2021-10-01,23.76681
2021-10-02,2.69058
2021-10-03,2.69058
2021-10-04,13.90134
2021-10-05,34.52914
2021-10-06,33.63228
2021-10-07,30.9417
2021-10-08,32.28699
2021-10-09,6.72645
2021-10-10,2.24215
2021-10-11,8.52017
2021-10-12,36.32286
2021-10-13,34.52914
2021-10-14,39.91031
2021-10-15,31.39013
2021-10-17,2.24215
2021-10-18,30.04484
2021-10-19,34.52914
2021-10-20,34.08071
2021-10-21,30.9417
2021-10-22,33.63228
2021-10-25,27.80269
2021-10-26,29.59641
2021-10-27,36.32286
2021-10-28,27.80269
2021-10-29,26.90582
2021-10-30,2.24215
2021-10-31,5.38116
2021-11-01,35.426
2021-11-02,39.91031
2021-11-03,36.32286
2021-11-04,31.83856
2021-11-05,34.08071
2021-11-08,23.76681
2021-11-09,31.39013
2021-11-10,32.73542
2021-11-11,31.39013
2021-11-12,25.1121
2021-11-15,32.73542
2021-11-16,33.18385
2021-11-17,34.97757
2021-11-18,31.83856
2021-11-19,26.00896
2021-11-20,2.69058
2021-11-21,2.24215
2021-11-22,42.15246
2021-11-23,30.49327
2021-11-24,23.31838
2021-11-25,26.00896
2021-11-26,29.14798
2021-11-29,27.35426
2021-11-30,27.35426
2021-12-01,24.21524
2021-12-02,24.66367
2021-12-03,20.17937
2021-12-05,5.82959
2021-12-06,27.35426
2021-12-07,27.35426
2021-12-08,29.59641
2021-12-09,29.59641
2021-12-10,17.48878
2021-12-11,2.69058
2021-12-13,31.83856
2021-12-14,28.69955
2021-12-15,24.66367
2021-12-16,23.76681
2021-12-17,22.42152
2021-12-19,2.24215
2021-12-20,33.18385
2021-12-21,22.86995
2021-12-22,30.04484
2021-12-23,24.66367
2021-12-24,25.56053
2021-12-25,2.69058
2021-12-26,2.24215
2021-12-27,27.35426
2021-12-28,33.18385
2021-12-29,30.04484
2021-12-30,22.42152
2021-12-31,18.38565
2022-01-03,37.66816
2022-01-04,42.60089
2022-01-05,36.7713
2022-01-06,32.28699
2022-01-07,44.39461
2022-01-08,5.82959
2022-01-10,46.18834
2022-01-11,44.39461
2022-01-12,42.15246
2022-01-13,38.11659
2022-01-14,51.12107
2022-01-16,4.93273
2022-01-17,38.56502
2022-01-18,44.39461
2022-01-19,42.15246
2022-01-20,36.32286
2022-01-21,34.97757
2022-01-22,3.58744
2022-01-24,43.49775
2022-01-25,50.67264
2022-01-26,49.77578
2022-01-27,40.35874
2022-01-28,27.35426
2022-01-29,2.24215
2022-02-03,46.18834
2022-02-04,40.80717
2022-02-05,10.3139
2022-02-06,7.62331
2022-02-07,58.29596
2022-02-08,54.26008
2022-02-09,51.5695
2022-02-10,46.18834
2022-02-11,46.18834
2022-02-12,6.27802
2022-02-14,51.5695
2022-02-15,53.81165
2022-02-16,43.94618
2022-02-17,50.67264
2022-02-18,47.98206
2022-02-19,7.62331
2022-02-20,6.27802
2022-02-21,56.95067
2022-02-22,59.19282
2022-02-23,57.84753
2022-02-24,56.05381
2022-02-25,46.18834
2022-02-26,4.03587
2022-02-27,5.82959
2022-02-28,51.12107
2022-03-01,12.10762
2022-03-02,63.22869
2022-03-03,64.57399
2022-03-04,46.18834
2022-03-05,8.07174
2022-03-06,5.82959
2022-03-07,51.5695
2022-03-08,49.77578
2022-03-09,10.3139
2022-03-10,68.16143
2022-03-11,51.5695
2022-03-12,5.38116
2022-03-13,3.13901
2022-03-14,59.19282
2022-03-15,68.60986
2022-03-16,52.46636
2022-03-17,59.64125
2022-03-18,56.50224
2022-03-19,4.93273
2022-03-20,2.69058
2022-03-21,58.74439
2022-03-22,75.78475
2022-03-23,74.88789
2022-03-24,56.05381
2022-03-25,55.60538
2022-03-26,7.17488
2022-03-27,9.41704
2022-03-28,63.22869
2022-03-29,68.16143
2022-03-30,78.47533
2022-03-31,69.50672
2022-04-01,65.47085
2022-04-02,4.03587
2022-04-03,5.38116
2022-04-04,87.44394
2022-04-05,81.61434
2022-04-06,82.51121
2022-04-07,86.99551
2022-04-08,65.47085
2022-04-09,6.72645
2022-04-10,3.58744
2022-04-11,75.78475
2022-04-12,99.55156
2022-04-13,85.65022
2022-04-14,72.64573
2022-04-15,63.67713
2022-04-16,7.62331
2022-04-17,10.76233
2022-04-18,70.40358
2022-04-19,70.40358
2022-04-20,75.78475
2022-04-21,63.22869
2022-04-22,52.01793
2022-04-23,8.07174
2022-04-24,10.3139
2022-04-25,76.23318
2022-04-26,77.13004
2022-04-27,64.12556
2022-04-28,64.12556
2022-04-29,50.67264
2022-04-30,7.62331
2022-05-01,3.13901
2022-05-02,71.30044
2022-05-03,71.30044
2022-05-04,50.67264
2022-05-05,15.69506
2022-05-06,41.70403
2022-05-07,4.4843
2022-05-08,8.07174
2022-05-09,69.50672
2022-05-10,77.57847
2022-05-11,72.64573
2022-05-12,66.81614
2022-05-13,49.32735
2022-05-14,5.82959
2022-05-15,3.58744
2022-05-16,63.22869
2022-05-17,67.26457
2022-05-18,63.67713
2022-05-19,59.64125
2022-05-20,47.0852
2022-05-22,3.13901
2022-05-23,70.85201
2022-05-24,63.22869
2022-05-25,59.64125
2022-05-26,66.36771
2022-05-27,54.26008
2022-05-28,7.62331
2022-05-29,9.41704
2022-05-30,59.19282
2022-05-31,61.8834
2022-06-01,8.52017
2022-06-02,54.70852
2022-06-03,47.98206
2022-06-04,2.24215
2022-06-05,7.62331
2022-06-06,8.52017
2022-06-07,58.74439
2022-06-08,65.91928
2022-06-09,60.98654
2022-06-10,56.50224
2022-06-11,3.58744
2022-06-12,2.69058
2022-06-13,62.33183
2022-06-14,54.26008
2022-06-15,66.36771
2022-06-16,71.74887
2022-06-17,45.29147
2022-06-18,5.38116
2022-06-19,5.82959
2022-06-20,64.57399
2022-06-21,63.22869
2022-06-22,60.98654
2022-06-23,61.43497
2022-06-24,47.53363
2022-06-25,3.58744
2022-06-26,7.17488
2022-06-27,57.84753
2022-06-28,56.05381
2022-06-29,62.33183
2022-06-30,47.53363
2022-07-01,44.84304
2022-07-03,8.07174
2022-07-04,63.22869
2022-07-05,61.8834
2022-07-06,56.50224
2022-07-07,48.43049
2022-07-08,51.5695
2022-07-09,5.82959
2022-07-10,3.13901
2022-07-11,56.95067
2022-07-12,62.33183
2022-07-13,51.5695
2022-07-14,60.98654
2022-07-15,43.04932
2022-07-16,2.69058
2022-07-17,2.69058
2022-07-18,53.36322
2022-07-19,61.43497
2022-07-20,56.95067
2022-07-21,48.87892
2022-07-22,33.63228
2022-07-23,2.24215
2022-07-24,4.03587
2022-07-25,57.84753
2022-07-26,63.22869
2022-07-27,67.26457
2022-07-28,63.22869
2022-07-29,43.49775
2022-07-31,4.4843
2022-08-01,46.63677
2022-08-02,56.50224
2022-08-03,47.0852
2022-08-04,57.84753
2022-08-05,37.21973
2022-08-06,5.38116
2022-08-07,4.93273
2022-08-08,65.91928
2022-08-09,69.95515
2022-08-10,55.60538
2022-08-11,54.70852
2022-08-12,45.73991
2022-08-13,10.3139
2022-08-15,6.72645
2022-08-16,57.84753
2022-08-17,64.57399
2022-08-18,53.36322
2022-08-19,50.22421
2022-08-20,3.13901
2022-08-21,7.17488
2022-08-22,59.64125
2022-08-23,55.60538
2022-08-24,57.84753
2022-08-25,53.36322
2022-08-26,54.70852
2022-08-27,3.58744
2022-08-28,5.82959
2022-08-29,56.05381
2022-08-30,40.35874
2022-08-31,54.70852
2022-09-01,50.67264
2022-09-02,41.70403
2022-09-03,4.93273
2022-09-04,8.07174
2022-09-05,50.22421
2022-09-06,42.15246
2022-09-07,46.63677
2022-09-08,31.39013
2022-09-12,3.13901
2022-09-13,46.18834
2022-09-14,55.60538
2022-09-15,65.02242
2022-09-16,52.91479
2022-09-17,6.27802
2022-09-18,7.17488
2022-09-19,66.36771
2022-09-20,67.713
2022-09-21,53.36322
2022-09-22,55.60538
2022-09-23,41.2556
2022-09-24,5.82959
2022-09-25,7.62331
2022-09-26,49.77578
2022-09-27,49.77578
2022-09-28,54.26008
2022-09-29,50.22421
2022-09-30,38.56502
2022-10-01,8.52017
2022-10-02,2.24215
2022-10-03,4.4843
2022-10-04,56.95067
2022-10-05,54.70852
2022-10-06,53.36322
2022-10-07,38.56502
2022-10-08,5.82959
2022-10-09,7.17488
2022-10-10,7.17488
2022-10-11,53.81165
2022-10-12,45.29147
2022-10-13,57.84753
2022-10-14,46.18834
2022-10-15,5.38116
2022-10-16,6.27802
2022-10-17,51.12107
2022-10-18,53.81165
2022-10-19,57.3991
2022-10-20,55.15695
2022-10-21,34.52914
2022-10-22,2.69058
2022-10-23,4.4843
2022-10-24,49.32735
2022-10-25,49.32735
2022-10-26,47.98206
2022-10-27,43.49775
2022-10-28,42.60089
2022-10-29,6.27802
2022-10-31,45.73991
2022-11-01,48.43049
2022-11-02,44.39461
2022-11-03,43.49775
2022-11-04,50.67264
2022-11-05,7.62331
2022-11-06,4.4843
2022-11-07,34.08071
2022-11-08,43.49775
2022-11-09,51.5695
2022-11-10,49.77578
2022-11-11,35.87443
2022-11-12,7.62331
2022-11-13,3.58744
2022-11-14,52.46636
2022-11-15,47.53363
2022-11-16,48.43049
2022-11-17,45.29147
2022-11-18,33.63228
2022-11-19,6.27802
2022-11-20,2.69058
2022-11-21,48.43049
2022-11-22,38.56502
2022-11-23,42.15246
2022-11-24,34.08071
2022-11-25,31.83856
2022-11-27,3.13901
2022-11-28,38.56502
2022-11-29,47.98206
2022-11-30,39.46188
2022-12-01,30.49327
2022-12-02,35.87443
2022-12-03,5.82959
2022-12-04,7.62331
2022-12-05,41.70403
2022-12-06,31.83856
2022-12-07,40.35874
2022-12-08,41.70403
2022-12-09,35.426
2022-12-10,3.58744
2022-12-11,4.4843
2022-12-12,41.70403
2022-12-13,47.0852
2022-12-14,35.87443
2022-12-15,40.80717
2022-12-16,39.46188
2022-12-17,4.93273
2022-12-18,6.27802
2022-12-19,41.2556
2022-12-20,39.01345
2022-12-21,42.15246
2022-12-22,39.46188
2022-12-23,33.18385
2022-12-24,7.62331
2022-12-25,2.24215
2022-12-26,37.21973
2022-12-27,43.94618
2022-12-28,25.1121
2022-12-29,34.97757
2022-12-30,23.76681
2023-01-01,4.93273
2023-01-02,50.67264
2023-01-03,58.74439
2023-01-04,58.74439
2023-01-05,56.50224
2023-01-06,50.67264
2023-01-07,8.9686
2023-01-09,56.95067
2023-01-10,65.47085
2023-01-11,56.05381
2023-01-12,59.19282
2023-01-13,53.81165
2023-01-14,5.38116
2023-01-15,8.9686
2023-01-16,59.64125
2023-01-17,69.50672
2023-01-18,53.36322
2023-01-19,53.36322
2023-01-20,24.66367
2023-01-21,3.58744
2023-01-24,6.72645
2023-01-25,59.64125
2023-01-26,66.36771
2023-01-27,65.91928
2023-01-28,8.07174
2023-01-29,8.07174
2023-01-30,68.16143
2023-01-31,67.26457
2023-02-01,61.43497
2023-02-02,76.23318
2023-02-03,59.19282
2023-02-04,8.07174
2023-02-05,8.07174
2023-02-06,66.36771
2023-02-07,73.09417
2023-02-08,77.57847
2023-02-09,80.26905
2023-02-10,59.64125
2023-02-11,9.41704
2023-02-12,8.52017
2023-02-13,69.50672
2023-02-14,81.16591
2023-02-15,70.85201
2023-02-16,70.40358
2023-02-17,69.50672
2023-02-18,8.52017
2023-02-19,13.45291
2023-02-20,73.09417
2023-02-21,71.74887
2023-02-22,66.36771
2023-02-23,68.16143
2023-02-24,57.3991
2023-02-25,5.38116
2023-02-26,3.13901
2023-02-27,74.43946
2023-02-28,59.19282
2023-03-01,20.17937
2023-03-02,64.57399
2023-03-03,55.60538
2023-03-04,9.86547
2023-03-05,4.93273
2023-03-06,89.23766
2023-03-07,70.85201
2023-03-08,73.99103
2023-03-09,72.1973
2023-03-10,56.95067
2023-03-11,8.07174
2023-03-12,11.21076
2023-03-13,74.43946
2023-03-14,91.03139
2023-03-15,74.43946
2023-03-16,69.50672
2023-03-17,65.47085
2023-03-18,12.10762
2023-03-19,8.07174
2023-03-20,79.82062
2023-03-21,82.51121
2023-03-22,67.713
2023-03-23,69.50672
2023-03-24,63.67713
2023-03-25,8.07174
2023-03-26,4.4843
2023-03-27,84.30493
2023-03-28,81.61434
2023-03-29,81.16591
2023-03-30,84.30493
2023-03-31,69.05829
2023-04-01,7.62331
2023-04-02,7.17488
2023-04-03,91.03139
2023-04-04,100.0
2023-04-05,92.82511
2023-04-06,76.68161
2023-04-07,81.16591
2023-04-08,6.72645
2023-04-09,11.65919
2023-04-10,90.58295
2023-04-11,99.55156
2023-04-12,74.43946
2023-04-13,72.1973
2023-04-14,69.95515
2023-04-15,5.38116
2023-04-16,8.52017
2023-04-17,77.13004
2023-04-18,81.61434
2023-04-19,76.23318
2023-04-20,74.88789
2023-04-21,48.87892
2023-04-22,8.9686
2023-04-23,3.58744
2023-04-24,78.92376
2023-04-25,69.50672
2023-04-26,65.02242
2023-04-27,62.78026
2023-04-28,57.3991
2023-04-29,8.52017
2023-04-30,5.82959
2023-05-01,18.83408
2023-05-02,75.78475
2023-05-03,64.57399
2023-05-04,53.81165
2023-05-05,11.21076
2023-05-06,7.17488
2023-05-07,8.9686
2023-05-08,81.16591
2023-05-09,72.1973
2023-05-10,66.81614
2023-05-11,69.50672
2023-05-12,56.95067
2023-05-13,10.76233
2023-05-14,6.27802
2023-05-15,76.23318
2023-05-16,65.91928
2023-05-17,61.43497
2023-05-18,60.08968
2023-05-19,48.87892
2023-05-20,9.86547
2023-05-21,7.17488
2023-05-22,60.98654
2023-05-23,65.47085
2023-05-24,70.85201
2023-05-25,62.33183
2023-05-26,45.73991
2023-05-27,4.93273
2023-05-28,6.27802
2023-05-29,9.86547
2023-05-30,49.32735
2023-05-31,50.22421
2023-06-01,60.08968
2023-06-02,59.64125
2023-06-03,3.13901
2023-06-05,45.73991
2023-06-06,5.38116
2023-06-07,56.95067
2023-06-08,52.01793
2023-06-09,50.67264
2023-06-10,3.58744
2023-06-11,3.13901
2023-06-12,55.60538
2023-06-13,54.26008
2023-06-14,62.78026
2023-06-15,49.77578
2023-06-16,37.21973
2023-06-18,6.72645
2023-06-19,58.29596
2023-06-20,54.70852
2023-06-21,51.12107
2023-06-22,45.29147
2023-06-23,45.73991
2023-06-24,6.72645
2023-06-25,3.13901
2023-06-26,51.12107
2023-06-27,47.0852
2023-06-28,57.3991
2023-06-29,46.63677
2023-06-30,33.63228
2023-07-01,4.03587
2023-07-02,8.52017
2023-07-03,59.19282
2023-07-04,52.46636
2023-07-05,46.63677
2023-07-06,53.36322
2023-07-07,41.70403
2023-07-08,7.17488
2023-07-10,46.63677
2023-07-11,48.43049
2023-07-12,58.29596
2023-07-13,50.67264
2023-07-14,47.53363
2023-07-16,4.93273
2023-07-17,54.70852
2023-07-18,53.81165
2023-07-19,44.39461
2023-07-20,54.70852
2023-07-21,39.91031
2023-07-22,8.07174
2023-07-23,5.38116
2023-07-24,47.98206
2023-07-25,55.15695
2023-07-26,54.70852
2023-07-27,41.2556
2023-07-28,34.52914
2023-07-29,6.72645
2023-07-30,4.03587
2023-07-31,45.73991
2023-08-01,38.56502
2023-08-02,38.11659
2023-08-03,27.35426
2023-08-04,38.56502
2023-08-06,2.24215
2023-08-07,53.36322
2023-08-08,42.60089
2023-08-09,51.5695
2023-08-10,43.04932
2023-08-11,49.32735
2023-08-12,7.17488
2023-08-13,5.38116
2023-08-14,38.11659
2023-08-15,10.76233
2023-08-16,45.29147
2023-08-17,47.98206
2023-08-18,35.87443
2023-08-19,7.62331
2023-08-20,2.24215
2023-08-21,53.36322
2023-08-22,46.63677
2023-08-23,42.60089
2023-08-24,39.46188
2023-08-25,37.66816
2023-08-26,4.4843
2023-08-27,6.72645
2023-08-28,47.98206
2023-08-29,52.91479
2023-08-30,47.98206
2023-08-31,41.70403
2023-09-01,40.80717
2023-09-02,4.93273
2023-09-03,6.27802
2023-09-04,38.56502
2023-09-05,48.87892
2023-09-06,56.05381
2023-09-07,39.01345
2023-09-08,31.39013
2023-09-09,5.82959
2023-09-10,5.38116
2023-09-11,47.0852
2023-09-12,47.0852
2023-09-13,51.5695
2023-09-14,42.15246
2023-09-15,33.63228
2023-09-16,5.82959
2023-09-17,4.93273
2023-09-18,50.22421
2023-09-19,48.87892
2023-09-20,43.94618
2023-09-21,40.35874
2023-09-22,34.52914
2023-09-23,6.72645
2023-09-24,5.82959
2023-09-25,43.94618
2023-09-26,40.35874
2023-09-27,23.31838
2023-10-02,2.24215
2023-10-03,8.52017
2023-10-04,41.2556
2023-10-05,43.04932
2023-10-06,34.97757
2023-10-07,2.69058
2023-10-08,6.27802
2023-10-09,6.72645
2023-10-10,44.84304
2023-10-11,44.84304
2023-10-12,39.01345
2023-10-13,36.32286
2023-10-14,3.58744
2023-10-15,4.93273
2023-10-16,46.18834
2023-10-17,49.77578
2023-10-18,42.60089
2023-10-19,42.15246
2023-10-20,41.2556
2023-10-21,6.72645
2023-10-22,2.69058
2023-10-23,39.91031
2023-10-24,50.22421
2023-10-25,40.80717
2023-10-26,40.35874
2023-10-27,34.08071
2023-10-29,4.93273
2023-10-30,38.56502
2023-10-31,32.73542
2023-11-01,28.69955
2023-11-02,39.91031
2023-11-03,24.66367
2023-11-04,2.24215
2023-11-05,4.03587
2023-11-06,33.63228
2023-11-07,43.04932
2023-11-08,37.21973
2023-11-09,44.39461
2023-11-10,36.32286
2023-11-12,2.24215
2023-11-13,39.91031
2023-11-14,35.426
2023-11-15,41.2556
2023-11-16,43.49775
