date,주식선물거래
2020-12-25,4.20613
2020-12-26,4.28192
2020-12-27,4.43349
2020-12-28,6.5934
2020-12-29,6.85865
2020-12-30,8.22281
2020-12-31,5.60818
2021-01-01,4.16824
2021-01-02,3.41038
2021-01-03,5.15346
2021-01-04,8.37438
2021-01-05,9.85221
2021-01-06,9.73853
2021-01-07,9.3596
2021-01-08,11.0269
2021-01-09,11.06479
2021-01-10,24.40318
2021-01-11,20.34861
2021-01-12,19.62864
2021-01-13,16.21826
2021-01-14,15.30882
2021-01-15,11.48162
2021-01-16,7.88177
2021-01-17,8.2607
2021-01-18,9.96589
2021-01-19,9.70064
2021-01-20,9.32171
2021-01-21,10.04168
2021-01-22,8.48806
2021-01-23,7.01023
2021-01-24,6.5934
2021-01-25,7.91966
2021-01-26,9.96589
2021-01-27,9.39749
2021-01-28,11.78476
2021-01-29,13.07313
2021-01-30,9.09435
2021-01-31,7.54073
2021-02-01,12.6563
2021-02-02,13.45206
2021-02-03,12.01212
2021-02-04,12.88366
2021-02-05,11.78476
2021-02-06,6.74497
2021-02-07,8.03334
2021-02-08,9.39749
2021-02-09,9.32171
2021-02-10,8.10913
2021-02-11,5.75975
2021-02-12,5.87343
2021-02-13,4.28192
2021-02-14,6.40394
2021-02-15,8.33649
2021-02-16,8.75331
2021-02-17,9.54907
2021-02-18,8.33649
2021-02-19,9.17014
2021-02-20,5.79765
2021-02-21,5.15346
2021-02-22,6.66919
2021-02-23,9.51117
2021-02-24,10.38272
2021-02-25,10.57218
2021-02-26,9.8901
2021-02-27,8.18491
2021-02-28,6.70708
2021-03-01,6.21447
2021-03-02,8.90488
2021-03-03,9.43539
2021-03-04,8.67752
2021-03-05,8.33649
2021-03-06,6.63129
2021-03-07,5.53239
2021-03-08,10.00378
2021-03-09,11.17847
2021-03-10,12.23948
2021-03-11,10.4585
2021-03-12,9.8901
2021-03-13,9.928
2021-03-14,26.18416
2021-03-15,18.52974
2021-03-16,11.40583
2021-03-17,10.4585
2021-03-18,11.5953
2021-03-19,10.4964
2021-03-20,7.46494
2021-03-21,6.36604
2021-03-22,9.928
2021-03-23,9.70064
2021-03-24,9.17014
2021-03-25,9.70064
2021-03-26,9.20803
2021-03-27,6.36604
2021-03-28,6.025
2021-03-29,8.22281
2021-03-30,10.34482
2021-03-31,11.44372
2021-04-01,10.34482
2021-04-02,9.05646
2021-04-03,6.10079
2021-04-04,5.30503
2021-04-05,7.7302
2021-04-06,9.32171
2021-04-07,10.64797
2021-04-08,11.10269
2021-04-09,8.98067
2021-04-10,7.04812
2021-04-11,5.4945
2021-04-12,9.3596
2021-04-13,10.26904
2021-04-14,9.32171
2021-04-15,12.20159
2021-04-16,13.56574
2021-04-17,8.56384
2021-04-18,7.65441
2021-04-19,10.38272
2021-04-20,12.95945
2021-04-21,15.80143
2021-04-22,12.95945
2021-04-23,18.52974
2021-04-24,13.11102
2021-04-25,13.2247
2021-04-26,15.80143
2021-04-27,18.60553
2021-04-28,22.58431
2021-04-29,19.89389
2021-04-30,17.6582
2021-05-01,10.53429
2021-05-02,10.64797
2021-05-03,15.72565
2021-05-04,17.0898
2021-05-05,15.00568
2021-05-06,14.3615
2021-05-07,13.03524
2021-05-08,10.64797
2021-05-09,11.21636
2021-05-10,15.76354
2021-05-11,22.92535
2021-05-12,24.10003
2021-05-13,24.47896
2021-05-14,15.49829
2021-05-15,9.81432
2021-05-16,9.73853
2021-05-17,14.70253
2021-05-18,17.31716
2021-05-19,15.49829
2021-05-20,19.43918
2021-05-21,19.62864
2021-05-22,15.08147
2021-05-23,10.76165
2021-05-24,17.6582
2021-05-25,17.62031
2021-05-26,15.64986
2021-05-27,17.58241
2021-05-28,14.85411
2021-05-29,9.81432
2021-05-30,7.76809
2021-05-31,11.33004
2021-06-01,17.99924
2021-06-02,18.07502
2021-06-03,20.72754
2021-06-04,17.62031
2021-06-05,7.80598
2021-06-06,6.82076
2021-06-07,12.76998
2021-06-08,18.1887
2021-06-09,19.93179
2021-06-10,20.15915
2021-06-11,14.92989
2021-06-12,8.90488
2021-06-13,8.37438
2021-06-14,10.19325
2021-06-15,12.31527
2021-06-16,12.80788
2021-06-17,12.99734
2021-06-18,10.76165
2021-06-19,8.75331
2021-06-20,7.84388
2021-06-21,10.83743
2021-06-22,14.24782
2021-06-23,15.61197
2021-06-24,16.5593
2021-06-25,12.80788
2021-06-26,9.66275
2021-06-27,7.35126
2021-06-28,10.87533
2021-06-29,11.33004
2021-06-30,10.00378
2021-07-01,10.53429
2021-07-02,8.71542
2021-07-03,6.78287
2021-07-04,6.25236
2021-07-05,8.98067
2021-07-06,10.64797
2021-07-07,11.06479
2021-07-08,17.0898
2021-07-09,12.88366
2021-07-10,8.03334
2021-07-11,5.26714
2021-07-12,7.46494
2021-07-13,8.71542
2021-07-14,8.90488
2021-07-15,7.31337
2021-07-16,7.50284
2021-07-17,4.35771
2021-07-18,4.9261
2021-07-19,9.24592
2021-07-20,12.50473
2021-07-21,10.68586
2021-07-22,12.50473
2021-07-23,10.76165
2021-07-24,6.47972
2021-07-25,5.45661
2021-07-26,9.62485
2021-07-27,9.32171
2021-07-28,7.61652
2021-07-29,7.04812
2021-07-30,7.7302
2021-07-31,6.32815
2021-08-01,5.19136
2021-08-02,8.41227
2021-08-03,9.58696
2021-08-04,8.71542
2021-08-05,9.01856
2021-08-06,8.90488
2021-08-07,6.29026
2021-08-08,6.82076
2021-08-09,7.88177
2021-08-10,11.67108
2021-08-11,15.34672
2021-08-12,12.76998
2021-08-13,12.76998
2021-08-14,7.65441
2021-08-15,5.60818
2021-08-16,9.73853
2021-08-17,12.27737
2021-08-18,10.76165
2021-08-19,17.05191
2021-08-20,16.02879
2021-08-21,10.30693
2021-08-22,9.01856
2021-08-23,13.48995
2021-08-24,14.55096
2021-08-25,11.36794
2021-08-26,10.79954
2021-08-27,10.76165
2021-08-28,7.01023
2021-08-29,5.91133
2021-08-30,9.17014
2021-08-31,11.40583
2021-09-01,10.76165
2021-09-02,10.79954
2021-09-03,10.19325
2021-09-04,6.66919
2021-09-05,5.4945
2021-09-06,8.48806
2021-09-07,12.05001
2021-09-08,16.40773
2021-09-09,17.43084
2021-09-10,11.36794
2021-09-11,6.74497
2021-09-12,5.34293
2021-09-13,9.24592
2021-09-14,9.928
2021-09-15,8.37438
2021-09-16,8.90488
2021-09-17,15.9909
2021-09-18,27.16938
2021-09-19,23.68321
2021-09-20,20.72754
2021-09-21,24.10003
2021-09-22,25.04736
2021-09-23,22.58431
2021-09-24,22.12959
2021-09-25,20.31072
2021-09-26,18.03713
2021-09-27,19.40128
2021-09-28,23.60742
2021-09-29,27.47252
2021-09-30,20.38651
2021-10-01,21.10647
2021-10-02,18.64342
2021-10-03,12.80788
2021-10-04,21.14437
2021-10-05,24.06214
2021-10-06,27.77567
2021-10-07,23.45585
2021-10-08,18.30238
2021-10-09,13.03524
2021-10-10,14.47517
2021-10-11,16.82455
2021-10-12,18.7571
2021-10-13,18.60553
2021-10-14,17.16559
2021-10-15,16.78666
2021-10-16,14.24782
2021-10-17,12.31527
2021-10-18,16.36983
2021-10-19,16.78666
2021-10-20,16.74876
2021-10-21,14.70253
2021-10-22,12.95945
2021-10-23,9.51117
2021-10-24,8.8291
2021-10-25,13.56574
2021-10-26,16.63508
2021-10-27,18.52974
2021-10-28,14.51307
2021-10-29,13.41417
2021-10-30,8.29859
2021-10-31,8.60174
2021-11-01,12.31527
2021-11-02,13.14892
2021-11-03,14.892
2021-11-04,15.4225
2021-11-05,12.1258
2021-11-06,7.76809
2021-11-07,7.54073
2021-11-08,11.17847
2021-11-09,14.28571
2021-11-10,14.3615
2021-11-11,15.19514
2021-11-12,12.54262
2021-11-13,11.48162
2021-11-14,8.60174
2021-11-15,14.892
2021-11-16,13.56574
2021-11-17,12.23948
2021-11-18,11.36794
2021-11-19,10.4964
2021-11-20,8.33649
2021-11-21,6.40394
2021-11-22,11.67108
2021-11-23,11.10269
2021-11-24,12.50473
2021-11-25,13.7931
2021-11-26,14.55096
2021-11-27,8.60174
2021-11-28,7.23758
2021-11-29,15.49829
2021-11-30,18.1887
2021-12-01,18.71921
2021-12-02,15.91511
2021-12-03,12.54262
2021-12-04,11.48162
2021-12-05,10.07957
2021-12-06,16.29405
2021-12-07,14.62675
2021-12-08,19.70443
2021-12-09,18.98446
2021-12-10,14.39939
2021-12-11,9.01856
2021-12-12,7.65441
2021-12-13,12.05001
2021-12-14,13.14892
2021-12-15,9.8901
2021-12-16,11.5953
2021-12-17,10.00378
2021-12-18,6.66919
2021-12-19,5.72186
2021-12-20,10.19325
2021-12-21,12.61841
2021-12-22,10.87533
2021-12-23,9.3596
2021-12-24,7.54073
2021-12-25,5.03978
2021-12-26,4.77453
2021-12-27,7.88177
2021-12-28,10.34482
2021-12-29,8.86699
2021-12-30,7.95755
2021-12-31,6.25236
2022-01-01,5.22925
2022-01-02,5.68397
2022-01-03,8.90488
2022-01-04,9.70064
2022-01-05,12.46684
2022-01-06,11.48162
2022-01-07,8.90488
2022-01-08,5.87343
2022-01-09,7.04812
2022-01-10,10.42061
2022-01-11,11.93633
2022-01-12,11.06479
2022-01-13,10.07957
2022-01-14,9.96589
2022-01-15,7.35126
2022-01-16,7.1618
2022-01-17,10.30693
2022-01-18,11.89844
2022-01-19,14.43728
2022-01-20,12.31527
2022-01-21,12.84577
2022-01-22,8.86699
2022-01-23,7.54073
2022-01-24,17.31716
2022-01-25,21.29594
2022-01-26,18.2266
2022-01-27,22.0538
2022-01-28,17.35505
2022-01-29,9.47328
2022-01-30,7.23758
2022-01-31,8.41227
2022-02-01,9.70064
2022-02-02,11.10269
2022-02-03,18.07502
2022-02-04,15.72565
2022-02-05,10.61007
2022-02-06,9.39749
2022-02-07,14.43728
2022-02-08,14.3615
2022-02-09,13.83099
2022-02-10,15.64986
2022-02-11,14.3615
2022-02-12,8.56384
2022-02-13,7.88177
2022-02-14,13.86888
2022-02-15,15.57408
2022-02-16,17.58241
2022-02-17,17.0898
2022-02-18,14.02046
2022-02-19,10.4585
2022-02-20,6.63129
2022-02-21,13.86888
2022-02-22,16.06669
2022-02-23,16.21826
2022-02-24,18.87078
2022-02-25,16.14247
2022-02-26,9.13224
2022-02-27,6.25236
2022-02-28,11.48162
2022-03-01,9.81432
2022-03-02,12.50473
2022-03-03,12.61841
2022-03-04,16.06669
2022-03-05,8.7912
2022-03-06,7.01023
2022-03-07,19.06025
2022-03-08,21.10647
2022-03-09,12.6942
2022-03-10,13.56574
2022-03-11,12.27737
2022-03-12,8.41227
2022-03-13,6.85865
2022-03-14,12.99734
2022-03-15,11.29215
2022-03-16,12.58052
2022-03-17,5.15346
2022-03-18,3.2967
2022-03-19,1.6294
2022-03-20,1.36415
2022-03-21,9.928
2022-03-22,12.99734
2022-03-23,13.56574
2022-03-24,14.17203
2022-03-25,10.68586
2022-03-26,6.13868
2022-03-27,4.54717
2022-03-28,10.26904
2022-03-29,10.83743
2022-03-30,12.05001
2022-03-31,9.73853
2022-04-01,9.3596
2022-04-02,7.04812
2022-04-03,5.30503
2022-04-04,8.7912
2022-04-05,8.56384
2022-04-06,9.8901
2022-04-07,10.95111
2022-04-08,8.18491
2022-04-09,5.07768
2022-04-10,4.20613
2022-04-11,8.2607
2022-04-12,10.79954
2022-04-13,10.30693
2022-04-14,10.72375
2022-04-15,7.7302
2022-04-16,1.74308
2022-04-17,4.13035
2022-04-18,7.80598
2022-04-19,10.68586
2022-04-20,11.48162
2022-04-21,9.62485
2022-04-22,10.34482
2022-04-23,7.42705
2022-04-24,5.83554
2022-04-25,10.11746
2022-04-26,10.91322
2022-04-27,12.39105
2022-04-28,3.94088
2022-04-29,1.55361
2022-04-30,3.59984
2022-05-01,5.60818
2022-05-02,9.05646
2022-05-03,9.20803
2022-05-04,8.41227
2022-05-05,8.22281
2022-05-06,11.44372
2022-05-07,7.19969
2022-05-08,4.85032
2022-05-09,11.63319
2022-05-10,16.10458
2022-05-11,14.81621
2022-05-12,17.58241
2022-05-13,14.77832
2022-05-14,7.57862
2022-05-15,8.07123
2022-05-16,11.97423
2022-05-17,12.88366
2022-05-18,12.76998
2022-05-19,14.17203
2022-05-20,12.46684
2022-05-21,6.21447
2022-05-22,5.79765
2022-05-23,10.61007
2022-05-24,12.61841
2022-05-25,13.18681
2022-05-26,12.01212
2022-05-27,10.68586
2022-05-28,5.60818
2022-05-29,5.87343
2022-05-30,10.91322
2022-05-31,10.68586
2022-06-01,8.60174
2022-06-02,8.2607
2022-06-03,2.80409
2022-06-04,1.13679
2022-06-05,1.21258
2022-06-06,0.79575
2022-06-07,3.52406
2022-06-08,3.97877
2022-06-09,12.35316
2022-06-10,10.00378
2022-06-11,6.21447
2022-06-12,5.68397
2022-06-13,14.55096
2022-06-14,17.01402
2022-06-15,17.6582
2022-06-16,17.46873
2022-06-17,14.81621
2022-06-18,7.38916
2022-06-19,6.21447
2022-06-20,13.60363
2022-06-21,12.6942
2022-06-22,14.74043
2022-06-23,16.02879
2022-06-24,13.71731
2022-06-25,7.01023
2022-06-26,5.34293
2022-06-27,11.17847
2022-06-28,10.11746
2022-06-29,11.29215
2022-06-30,12.58052
2022-07-01,9.3596
2022-07-02,2.23569
2022-07-03,4.73664
2022-07-04,2.12201
2022-07-05,2.80409
2022-07-06,3.52406
2022-07-07,2.1978
2022-07-08,6.025
2022-07-09,4.88821
2022-07-10,3.8651
2022-07-11,7.1618
2022-07-12,9.8901
2022-07-13,10.30693
2022-07-14,9.85221
2022-07-15,8.7912
2022-07-16,5.19136
2022-07-17,4.58507
2022-07-18,8.8291
2022-07-19,8.8291
2022-07-20,9.62485
2022-07-21,9.96589
2022-07-22,8.86699
2022-07-23,4.20613
2022-07-24,4.31981
2022-07-25,7.76809
2022-07-26,8.60174
2022-07-27,8.7912
2022-07-28,8.29859
2022-07-29,6.82076
2022-07-30,4.62296
2022-07-31,4.13035
2022-08-01,6.97233
2022-08-02,8.03334
2022-08-03,8.18491
2022-08-04,9.28381
2022-08-05,8.29859
2022-08-06,4.88821
2022-08-07,4.05456
2022-08-08,7.42705
2022-08-09,8.33649
2022-08-10,9.39749
2022-08-11,10.19325
2022-08-12,8.52595
2022-08-13,4.24403
2022-08-14,4.16824
2022-08-15,5.60818
2022-08-16,8.94278
2022-08-17,8.8291
2022-08-18,7.50284
2022-08-19,7.23758
2022-08-20,6.51762
2022-08-21,5.64607
2022-08-22,7.88177
2022-08-23,10.04168
2022-08-24,9.24592
2022-08-25,6.29026
2022-08-26,6.44183
2022-08-27,5.22925
2022-08-28,3.63774
2022-08-29,8.56384
2022-08-30,7.76809
2022-08-31,7.95755
2022-09-01,8.48806
2022-09-02,7.88177
2022-09-03,4.69874
2022-09-04,4.66085
2022-09-05,7.01023
2022-09-06,7.04812
2022-09-07,7.65441
2022-09-08,7.95755
2022-09-09,4.09245
2022-09-10,2.65251
2022-09-11,2.53884
2022-09-12,3.18302
2022-09-13,8.22281
2022-09-14,10.91322
2022-09-15,7.80598
2022-09-16,6.82076
2022-09-17,4.50928
2022-09-18,4.24403
2022-09-19,7.91966
2022-09-20,6.70708
2022-09-21,6.70708
2022-09-22,7.19969
2022-09-23,7.6923
2022-09-24,4.54717
2022-09-25,3.94088
2022-09-26,11.10269
2022-09-27,8.33649
2022-09-28,10.64797
2022-09-29,10.11746
2022-09-30,5.98711
2022-10-01,2.69041
2022-10-02,2.08412
2022-10-03,3.75142
2022-10-04,5.34293
2022-10-05,4.47139
2022-10-06,3.94088
2022-10-07,4.28192
2022-10-08,2.23569
2022-10-09,4.58507
2022-10-10,4.13035
2022-10-11,4.88821
2022-10-12,4.20613
2022-10-13,4.81242
2022-10-14,3.97877
2022-10-15,2.38726
2022-10-16,2.42516
2022-10-17,3.94088
2022-10-18,5.03978
2022-10-19,4.01667
2022-10-20,3.78931
2022-10-21,3.25881
2022-10-22,1.25047
2022-10-23,1.55361
2022-10-24,2.84198
2022-10-25,2.95566
2022-10-26,2.87987
2022-10-27,3.37248
2022-10-28,2.1599
2022-10-29,1.40204
2022-10-30,1.21258
2022-10-31,2.12201
2022-11-01,1.89465
2022-11-02,2.57673
2022-11-03,3.2967
2022-11-04,1.59151
2022-11-05,1.40204
2022-11-06,1.28836
2022-11-07,2.57673
2022-11-08,2.42516
2022-11-09,2.08412
2022-11-10,2.84198
2022-11-11,2.08412
2022-11-12,1.36415
2022-11-13,1.85676
2022-11-14,2.76619
2022-11-15,1.55361
2022-11-16,2.1599
2022-11-17,2.46305
2022-11-18,2.80409
2022-11-19,0.83364
2022-11-20,0.98522
2022-11-21,1.85676
2022-11-22,1.32625
2022-11-23,1.85676
2022-11-24,1.17468
2022-11-25,1.32625
2022-11-26,0.87154
2022-11-27,0.64418
2022-11-28,1.74308
2022-11-29,1.81887
2022-11-30,1.51572
2022-12-01,2.46305
2022-12-02,1.59151
2022-12-03,0.71996
2022-12-04,0.37893
2022-12-05,1.74308
2022-12-06,1.21258
2022-12-07,2.46305
2022-12-08,2.31148
2022-12-09,1.40204
2022-12-10,0.83364
2022-12-11,1.25047
2022-12-12,2.04622
2022-12-13,2.46305
2022-12-14,1.74308
2022-12-15,3.03145
2022-12-16,2.08412
2022-12-17,1.55361
2022-12-18,1.21258
2022-12-19,1.78097
2022-12-20,2.50094
2022-12-21,2.08412
2022-12-22,3.2967
2022-12-23,2.27358
2022-12-24,1.47783
2022-12-25,1.6294
2022-12-26,2.23569
2022-12-27,2.00833
2022-12-28,2.87987
2022-12-29,2.08412
2022-12-30,1.78097
2022-12-31,1.55361
2023-01-01,0.71996
2023-01-02,1.36415
2023-01-03,2.38726
2023-01-04,1.97044
2023-01-05,1.74308
2023-01-06,3.2967
2023-01-07,2.12201
2023-01-08,2.38726
2023-01-09,3.2967
2023-01-10,2.34937
2023-01-11,2.95566
2023-01-12,2.34937
2023-01-13,2.04622
2023-01-14,1.93255
2023-01-15,2.04622
2023-01-16,1.89465
2023-01-17,1.97044
2023-01-18,1.89465
2023-01-19,2.65251
2023-01-20,2.31148
2023-01-21,1.66729
2023-01-22,1.17468
2023-01-23,1.32625
2023-01-24,1.97044
2023-01-25,1.89465
2023-01-26,1.89465
2023-01-27,2.50094
2023-01-28,1.89465
2023-01-29,0.56839
2023-01-30,0.94732
2023-01-31,1.47783
2023-02-01,1.36415
2023-02-02,1.89465
2023-02-03,3.94088
2023-02-04,1.55361
2023-02-05,1.40204
2023-02-06,2.50094
2023-02-07,1.21258
2023-02-08,2.95566
2023-02-09,1.97044
2023-02-10,1.55361
2023-02-11,0.64418
2023-02-12,1.0989
2023-02-13,1.061
2023-02-14,1.32625
2023-02-15,2.65251
2023-02-16,1.81887
2023-02-17,2.12201
2023-02-18,2.00833
2023-02-19,0.94732
2023-02-20,2.23569
2023-02-21,3.41038
2023-02-22,3.14513
2023-02-23,1.85676
2023-02-24,1.66729
2023-02-25,0.79575
2023-02-26,1.32625
2023-02-27,1.55361
2023-02-28,1.85676
2023-03-01,1.0989
2023-03-02,1.32625
2023-03-03,1.93255
2023-03-04,2.04622
2023-03-05,1.97044
2023-03-06,2.00833
2023-03-07,2.27358
2023-03-08,3.71352
2023-03-09,3.03145
2023-03-10,2.91777
2023-03-11,1.061
2023-03-12,2.87987
2023-03-13,3.56195
2023-03-14,4.81242
2023-03-15,4.43349
2023-03-16,4.09245
2023-03-17,2.91777
2023-03-18,3.2967
2023-03-19,2.69041
2023-03-20,3.25881
2023-03-21,3.56195
2023-03-22,4.54717
2023-03-23,4.88821
2023-03-24,3.67563
2023-03-25,2.91777
2023-03-26,2.53884
2023-03-27,2.91777
2023-03-28,3.67563
2023-03-29,3.97877
2023-03-30,2.99355
2023-03-31,2.7283
2023-04-01,1.66729
2023-04-02,1.78097
2023-04-03,3.48616
2023-04-04,2.99355
2023-04-05,2.84198
2023-04-06,4.3956
2023-04-07,2.69041
2023-04-08,2.08412
2023-04-09,1.70519
2023-04-10,4.20613
2023-04-11,5.00189
2023-04-12,4.28192
2023-04-13,4.62296
2023-04-14,3.18302
2023-04-15,2.27358
2023-04-16,2.27358
2023-04-17,4.54717
2023-04-18,4.35771
2023-04-19,3.56195
2023-04-20,4.35771
2023-04-21,3.14513
2023-04-22,1.51572
2023-04-23,1.59151
2023-04-24,2.99355
2023-04-25,4.62296
2023-04-26,2.57673
2023-04-27,4.50928
2023-04-28,3.48616
2023-04-29,2.00833
2023-04-30,2.04622
2023-05-01,2.00833
2023-05-02,3.14513
2023-05-03,2.80409
2023-05-04,2.7283
2023-05-05,2.23569
2023-05-06,1.28836
2023-05-07,1.85676
2023-05-08,2.91777
2023-05-09,3.03145
2023-05-10,2.69041
2023-05-11,2.91777
2023-05-12,2.1978
2023-05-13,2.1599
2023-05-14,0.83364
2023-05-15,2.53884
2023-05-16,2.12201
2023-05-17,2.57673
2023-05-18,2.34937
2023-05-19,1.74308
2023-05-20,1.17468
2023-05-21,1.59151
2023-05-22,1.93255
2023-05-23,1.81887
2023-05-24,1.51572
2023-05-25,2.7283
2023-05-26,2.00833
2023-05-27,1.36415
2023-05-28,0.98522
2023-05-29,1.81887
