date,지급명령신청서
2020-03-20,30.29197
2020-03-21,12.77372
2020-03-22,10.58394
2020-03-23,31.02189
2020-03-24,37.9562
2020-03-25,36.49635
2020-03-26,36.13138
2020-03-27,31.02189
2020-03-28,14.59854
2020-03-29,12.77372
2020-03-30,42.70072
2020-03-31,33.9416
2020-04-01,35.03649
2020-04-02,47.08029
2020-04-03,37.9562
2020-04-04,15.32846
2020-04-05,16.78832
2020-04-06,45.9854
2020-04-07,43.06569
2020-04-08,33.21167
2020-04-09,32.48175
2020-04-10,32.84671
2020-04-11,8.75912
2020-04-12,9.12408
2020-04-13,29.927
2020-04-14,31.02189
2020-04-15,38.68613
2020-04-16,34.30656
2020-04-17,33.57664
2020-04-18,13.50364
2020-04-19,14.9635
2020-04-20,36.86131
2020-04-21,33.21167
2020-04-22,41.9708
2020-04-23,31.75182
2020-04-24,23.35766
2020-04-25,14.9635
2020-04-26,12.40875
2020-04-27,38.68613
2020-04-28,30.29197
2020-04-29,26.64233
2020-04-30,10.58394
2020-05-01,14.59854
2020-05-02,5.10948
2020-05-03,6.56934
2020-05-04,23.72262
2020-05-05,12.40875
2020-05-06,31.02189
2020-05-07,32.11678
2020-05-08,22.26277
2020-05-09,11.67883
2020-05-10,12.04379
2020-05-11,33.57664
2020-05-12,30.29197
2020-05-13,27.37226
2020-05-14,27.73722
2020-05-15,23.72262
2020-05-16,14.59854
2020-05-17,10.58394
2020-05-18,34.30656
2020-05-19,36.49635
2020-05-20,25.54744
2020-05-21,42.70072
2020-05-22,31.38686
2020-05-23,11.67883
2020-05-24,11.67883
2020-05-25,39.78102
2020-05-26,36.13138
2020-05-27,33.21167
2020-05-28,31.02189
2020-05-29,28.83211
2020-05-30,14.23357
2020-05-31,16.05839
2020-06-01,34.67153
2020-06-02,37.59124
2020-06-03,35.03649
2020-06-04,36.13138
2020-06-05,24.81751
2020-06-06,9.85401
2020-06-07,16.05839
2020-06-08,40.14598
2020-06-09,29.927
2020-06-10,39.78102
2020-06-11,28.10218
2020-06-12,31.02189
2020-06-13,6.9343
2020-06-14,8.02919
2020-06-15,28.10218
2020-06-16,22.9927
2020-06-17,29.927
2020-06-18,26.64233
2020-06-19,28.46715
2020-06-20,12.40875
2020-06-21,16.42335
2020-06-22,28.46715
2020-06-23,46.35036
2020-06-24,36.49635
2020-06-25,29.19708
2020-06-26,23.35766
2020-06-27,10.58394
2020-06-28,6.56934
2020-06-29,30.29197
2020-06-30,39.78102
2020-07-01,33.9416
2020-07-02,36.49635
2020-07-03,29.56204
2020-07-04,14.59854
2020-07-05,17.51824
2020-07-06,39.05109
2020-07-07,29.56204
2020-07-08,39.41605
2020-07-09,38.32116
2020-07-10,18.9781
2020-07-11,7.66423
2020-07-12,8.02919
2020-07-13,27.73722
2020-07-14,29.56204
2020-07-15,27.00729
2020-07-16,29.19708
2020-07-17,21.16788
2020-07-18,12.77372
2020-07-19,8.02919
2020-07-20,31.75182
2020-07-21,38.32116
2020-07-22,33.21167
2020-07-23,27.73722
2020-07-24,21.53284
2020-07-25,12.40875
2020-07-26,9.85401
2020-07-27,27.73722
2020-07-28,22.9927
2020-07-29,25.54744
2020-07-30,22.62773
2020-07-31,28.83211
2020-08-01,9.85401
2020-08-02,9.12408
2020-08-03,27.00729
2020-08-04,24.08759
2020-08-05,21.16788
2020-08-06,28.46715
2020-08-07,24.81751
2020-08-08,5.47445
2020-08-09,4.37956
2020-08-10,22.62773
2020-08-11,25.18248
2020-08-12,23.72262
2020-08-13,25.54744
2020-08-14,21.16788
2020-08-15,17.51824
2020-08-16,10.21897
2020-08-17,17.88321
2020-08-18,26.64233
2020-08-19,24.45255
2020-08-20,29.927
2020-08-21,20.80291
2020-08-22,9.48905
2020-08-23,7.66423
2020-08-24,25.18248
2020-08-25,25.18248
2020-08-26,27.00729
2020-08-27,27.73722
2020-08-28,22.62773
2020-08-29,6.56934
2020-08-30,8.39416
2020-08-31,31.75182
2020-09-01,32.11678
2020-09-02,31.75182
2020-09-03,30.29197
2020-09-04,21.89781
2020-09-05,7.66423
2020-09-06,11.31386
2020-09-07,31.38686
2020-09-08,25.18248
2020-09-09,28.46715
2020-09-10,29.56204
2020-09-11,29.56204
2020-09-12,7.66423
2020-09-13,14.23357
2020-09-14,32.84671
2020-09-15,26.27737
2020-09-16,32.48175
2020-09-17,24.45255
2020-09-18,18.61313
2020-09-19,7.66423
2020-09-20,9.85401
2020-09-21,24.81751
2020-09-22,21.89781
2020-09-23,24.08759
2020-09-24,22.26277
2020-09-25,19.70802
2020-09-26,9.85401
2020-09-27,10.21897
2020-09-28,23.35766
2020-09-29,25.18248
2020-09-30,10.21897
2020-10-01,4.37956
2020-10-02,7.66423
2020-10-03,10.58394
2020-10-04,16.05839
2020-10-05,34.67153
2020-10-06,32.48175
2020-10-07,26.27737
2020-10-08,31.38686
2020-10-09,13.13868
2020-10-10,10.9489
2020-10-11,9.85401
2020-10-12,37.22627
2020-10-13,42.33576
2020-10-14,36.13138
2020-10-15,32.11678
2020-10-16,35.40145
2020-10-17,13.86861
2020-10-18,10.21897
2020-10-19,40.87591
2020-10-20,33.21167
2020-10-21,38.68613
2020-10-22,35.03649
2020-10-23,29.56204
2020-10-24,5.47445
2020-10-25,7.29927
2020-10-26,31.02189
2020-10-27,32.84671
2020-10-28,29.56204
2020-10-29,28.83211
2020-10-30,21.89781
2020-10-31,15.69343
2020-11-01,12.40875
2020-11-02,33.9416
2020-11-03,36.49635
2020-11-04,35.40145
2020-11-05,33.21167
2020-11-06,27.00729
2020-11-07,12.77372
2020-11-08,13.86861
2020-11-09,36.13138
2020-11-10,35.40145
2020-11-11,31.02189
2020-11-12,29.19708
2020-11-13,20.43795
2020-11-14,9.12408
2020-11-15,11.67883
2020-11-16,39.05109
2020-11-17,27.73722
2020-11-18,22.9927
2020-11-19,27.37226
2020-11-20,22.9927
2020-11-21,8.39416
2020-11-22,13.13868
2020-11-23,36.13138
2020-11-24,33.9416
2020-11-25,33.57664
2020-11-26,29.19708
2020-11-27,17.88321
2020-11-28,6.20437
2020-11-29,8.75912
2020-11-30,27.00729
2020-12-01,26.64233
2020-12-02,22.62773
2020-12-03,25.9124
2020-12-04,22.62773
2020-12-05,6.56934
2020-12-06,8.75912
2020-12-07,22.62773
2020-12-08,35.03649
2020-12-09,25.9124
2020-12-10,36.86131
2020-12-11,23.35766
2020-12-12,10.9489
2020-12-13,12.40875
2020-12-14,24.81751
2020-12-15,34.30656
2020-12-16,34.67153
2020-12-17,25.18248
2020-12-18,25.18248
2020-12-19,9.12408
2020-12-20,10.21897
2020-12-21,28.10218
2020-12-22,32.11678
2020-12-23,26.64233
2020-12-24,20.07299
2020-12-25,8.02919
2020-12-26,8.02919
2020-12-27,6.56934
2020-12-28,26.64233
2020-12-29,27.73722
2020-12-30,25.18248
2020-12-31,17.15328
2021-01-01,10.21897
2021-01-02,9.48905
2021-01-03,10.21897
2021-01-04,28.46715
2021-01-05,38.32116
2021-01-06,36.49635
2021-01-07,29.927
2021-01-08,19.70802
2021-01-09,13.50364
2021-01-10,15.69343
2021-01-11,37.9562
2021-01-12,27.37226
2021-01-13,23.72262
2021-01-14,28.46715
2021-01-15,29.56204
2021-01-16,6.9343
2021-01-17,12.40875
2021-01-18,28.46715
2021-01-19,30.29197
2021-01-20,27.37226
2021-01-21,27.00729
2021-01-22,29.927
2021-01-23,8.39416
2021-01-24,11.67883
2021-01-25,30.29197
2021-01-26,22.9927
2021-01-27,23.72262
2021-01-28,25.18248
2021-01-29,21.89781
2021-01-30,8.75912
2021-01-31,9.48905
2021-02-01,29.927
2021-02-02,30.29197
2021-02-03,21.16788
2021-02-04,23.72262
2021-02-05,20.07299
2021-02-06,7.66423
2021-02-07,2.55474
2021-02-08,22.26277
2021-02-09,22.62773
2021-02-10,16.42335
2021-02-11,2.18978
2021-02-12,5.10948
2021-02-13,5.10948
2021-02-14,5.10948
2021-02-15,17.51824
2021-02-16,22.9927
2021-02-17,20.07299
2021-02-18,21.53284
2021-02-19,25.9124
2021-02-20,6.56934
2021-02-21,9.48905
2021-02-22,22.9927
2021-02-23,24.45255
2021-02-24,18.61313
2021-02-25,25.18248
2021-02-26,15.32846
2021-02-27,6.9343
2021-02-28,7.29927
2021-03-01,11.31386
2021-03-02,26.27737
2021-03-03,28.83211
2021-03-04,20.07299
2021-03-05,15.32846
2021-03-06,12.77372
2021-03-07,8.75912
2021-03-08,21.53284
2021-03-09,22.26277
2021-03-10,27.37226
2021-03-11,24.08759
2021-03-12,18.61313
2021-03-13,5.83941
2021-03-14,6.20437
2021-03-15,25.54744
2021-03-16,26.64233
2021-03-17,22.26277
2021-03-18,21.53284
2021-03-19,19.34306
2021-03-20,7.29927
2021-03-21,7.29927
2021-03-22,21.53284
2021-03-23,23.72262
2021-03-24,21.53284
2021-03-25,16.05839
2021-03-26,18.24817
2021-03-27,6.20437
2021-03-28,7.66423
2021-03-29,22.26277
2021-03-30,25.18248
2021-03-31,20.80291
2021-04-01,20.43795
2021-04-02,17.15328
2021-04-03,9.12408
2021-04-04,9.48905
2021-04-05,24.81751
2021-04-06,23.72262
2021-04-07,17.51824
2021-04-08,18.61313
2021-04-09,18.24817
2021-04-10,5.10948
2021-04-11,8.75912
2021-04-12,20.80291
2021-04-13,20.80291
2021-04-14,17.51824
2021-04-15,14.9635
2021-04-16,21.16788
2021-04-17,17.51824
2021-04-18,9.12408
2021-04-19,22.26277
2021-04-20,25.54744
2021-04-21,25.54744
2021-04-22,23.35766
2021-04-23,18.9781
2021-04-24,5.83941
2021-04-25,9.12408
2021-04-26,26.27737
2021-04-27,22.62773
2021-04-28,25.9124
2021-04-29,18.9781
2021-04-30,21.16788
2021-05-01,6.20437
2021-05-02,4.37956
2021-05-03,23.35766
2021-05-04,24.81751
2021-05-05,9.85401
2021-05-06,19.34306
2021-05-07,19.70802
2021-05-08,12.04379
2021-05-09,9.12408
2021-05-10,25.18248
2021-05-11,22.62773
2021-05-12,17.88321
2021-05-13,21.89781
2021-05-14,12.40875
2021-05-15,12.40875
2021-05-16,11.31386
2021-05-17,22.26277
2021-05-18,22.26277
2021-05-19,6.56934
2021-05-20,21.16788
2021-05-21,15.32846
2021-05-22,11.31386
2021-05-23,8.75912
2021-05-24,20.07299
