date,대만달러
2020-06-29,7.38007
2020-06-30,6.68819
2020-07-01,6.84963
2020-07-02,5.9963
2020-07-03,5.6273
2020-07-04,5.32749
2020-07-05,5.4428
2020-07-06,6.8035
2020-07-07,7.42619
2020-07-08,7.58763
2020-07-09,7.67988
2020-07-10,6.41143
2020-07-11,4.33579
2020-07-12,4.98154
2020-07-13,7.54151
2020-07-14,7.42619
2020-07-15,6.50369
2020-07-16,6.50369
2020-07-17,6.50369
2020-07-18,4.31273
2020-07-19,5.0738
2020-07-20,6.94188
2020-07-21,7.1725
2020-07-22,7.19557
2020-07-23,6.48062
2020-07-24,7.77214
2020-07-25,5.51199
2020-07-26,5.48892
2020-07-27,7.54151
2020-07-28,9.82472
2020-07-29,7.70295
2020-07-30,7.67988
2020-07-31,6.84963
2020-08-01,4.75092
2020-08-02,5.37361
2020-08-03,7.56457
2020-08-04,7.28782
2020-08-05,6.71125
2020-08-06,7.33394
2020-08-07,6.41143
2020-08-08,4.72785
2020-08-09,4.54335
2020-08-10,6.73431
2020-08-11,6.75738
2020-08-12,6.8035
2020-08-13,7.05719
2020-08-14,5.4428
2020-08-15,4.2666
2020-08-16,3.80535
2020-08-17,4.91236
2020-08-18,7.10332
2020-08-19,7.47232
2020-08-20,6.13468
2020-08-21,6.68819
2020-08-22,5.41974
2020-08-23,4.98154
2020-08-24,7.51845
2020-08-25,7.03413
2020-08-26,6.8035
2020-08-27,7.65682
2020-08-28,7.6107
2020-08-29,5.74261
2020-08-30,5.55811
2020-08-31,6.38837
2020-09-01,6.59594
2020-09-02,6.59594
2020-09-03,6.04243
2020-09-04,6.54981
2020-09-05,4.84317
2020-09-06,5.39667
2020-09-07,7.38007
2020-09-08,9.06365
2020-09-09,6.73431
2020-09-10,7.9797
2020-09-11,6.87269
2020-09-12,4.88929
2020-09-13,4.93542
2020-09-14,6.89575
2020-09-15,6.988
2020-09-16,7.12638
2020-09-17,6.96494
2020-09-18,7.88745
2020-09-19,5.85793
2020-09-20,4.70479
2020-09-21,7.33394
2020-09-22,7.42619
2020-09-23,6.59594
2020-09-24,6.96494
2020-09-25,6.06549
2020-09-26,4.33579
2020-09-27,4.0821
2020-09-28,5.76568
2020-09-29,5.4428
2020-09-30,4.28966
2020-10-01,4.61254
2020-10-02,6.41143
2020-10-03,4.52029
2020-10-04,4.2666
2020-10-05,7.65682
2020-10-06,6.94188
2020-10-07,7.08025
2020-10-08,6.31918
2020-10-09,4.05904
2020-10-10,6.15774
2020-10-11,4.93542
2020-10-12,7.44926
2020-10-13,7.56457
2020-10-14,7.56457
2020-10-15,7.01107
2020-10-16,5.60424
2020-10-17,4.65867
2020-10-18,4.84317
2020-10-19,7.38007
2020-10-20,6.87269
2020-10-21,6.96494
2020-10-22,7.10332
2020-10-23,6.48062
2020-10-24,3.69003
2020-10-25,4.68173
2020-10-26,7.08025
2020-10-27,7.56457
2020-10-28,7.19557
2020-10-29,6.15774
2020-10-30,5.92712
2020-10-31,3.25184
2020-11-01,4.38191
2020-11-02,5.88099
2020-11-03,5.6273
2020-11-04,6.54981
2020-11-05,6.29612
2020-11-06,4.86623
2020-11-07,4.05904
2020-11-08,4.42804
2020-11-09,7.91051
2020-11-10,7.26476
2020-11-11,7.47232
2020-11-12,7.88745
2020-11-13,6.619
2020-11-14,3.71309
2020-11-15,4.84317
2020-11-16,8.80996
2020-11-17,7.14944
2020-11-18,7.21863
2020-11-19,6.84963
2020-11-20,5.8118
2020-11-21,4.10516
2020-11-22,4.28966
2020-11-23,6.06549
2020-11-24,5.30442
2020-11-25,6.29612
2020-11-26,5.6273
2020-11-27,6.04243
2020-11-28,4.61254
2020-11-29,4.52029
2020-11-30,6.89575
2020-12-01,6.64206
2020-12-02,7.05719
2020-12-03,8.04889
2020-12-04,10.35516
2020-12-05,6.13468
2020-12-06,5.39667
2020-12-07,8.21033
2020-12-08,8.9714
2020-12-09,7.6107
2020-12-10,7.77214
2020-12-11,7.51845
2020-12-12,5.0738
2020-12-13,5.4428
2020-12-14,8.1642
2020-12-15,8.39483
2020-12-16,7.9797
2020-12-17,7.91051
2020-12-18,7.1725
2020-12-19,5.0738
2020-12-20,4.82011
2020-12-21,6.73431
2020-12-22,7.70295
2020-12-23,7.35701
2020-12-24,6.4345
2020-12-25,6.22693
2020-12-26,5.60424
2020-12-27,5.85793
2020-12-28,9.01752
2020-12-29,8.09501
2020-12-30,7.56457
2020-12-31,5.88099
2021-01-01,5.32749
2021-01-02,5.85793
2021-01-03,8.07195
2021-01-04,7.56457
2021-01-05,7.42619
2021-01-06,8.23339
2021-01-07,6.8035
2021-01-08,7.56457
2021-01-09,6.25
2021-01-10,8.25645
2021-01-11,7.03413
2021-01-12,7.42619
2021-01-13,6.75738
2021-01-14,8.83302
2021-01-15,8.09501
2021-01-16,5.83487
2021-01-17,7.19557
2021-01-18,7.74907
2021-01-19,8.46402
2021-01-20,7.6107
2021-01-21,9.29428
2021-01-22,7.44926
2021-01-23,5.28136
2021-01-24,5.58118
2021-01-25,7.74907
2021-01-26,7.03413
2021-01-27,6.84963
2021-01-28,7.31088
2021-01-29,5.9963
2021-01-30,4.91236
2021-01-31,4.86623
2021-02-01,7.31088
2021-02-02,7.10332
2021-02-03,7.49538
2021-02-04,7.14944
2021-02-05,6.36531
2021-02-06,4.82011
2021-02-07,4.82011
2021-02-08,6.73431
2021-02-09,6.78044
2021-02-10,5.37361
2021-02-11,4.10516
2021-02-12,4.42804
2021-02-13,4.6356
2021-02-14,5.11992
2021-02-15,7.03413
2021-02-16,6.36531
2021-02-17,6.20387
2021-02-18,7.14944
2021-02-19,6.82656
2021-02-20,4.49723
2021-02-21,4.91236
2021-02-22,6.57287
2021-02-23,6.91881
2021-02-24,6.36531
2021-02-25,6.64206
2021-02-26,6.29612
2021-02-27,4.12822
2021-02-28,5.23523
2021-03-01,4.35885
2021-03-02,6.48062
2021-03-03,6.08856
2021-03-04,6.04243
2021-03-05,5.55811
2021-03-06,3.43634
2021-03-07,3.69003
2021-03-08,6.4345
2021-03-09,6.08856
2021-03-10,5.39667
2021-03-11,4.58948
2021-03-12,6.68819
2021-03-13,3.22878
2021-03-14,3.80535
2021-03-15,4.77398
2021-03-16,4.56642
2021-03-17,4.86623
2021-03-18,5.69649
2021-03-19,5.58118
2021-03-20,2.74446
2021-03-21,3.62084
2021-03-22,5.39667
2021-03-23,4.42804
2021-03-24,5.60424
2021-03-25,4.77398
2021-03-26,4.79704
2021-03-27,3.82841
2021-03-28,3.39022
2021-03-29,5.05073
2021-03-30,3.8976
2021-03-31,4.33579
2021-04-01,4.61254
2021-04-02,3.48247
2021-04-03,3.29797
2021-04-04,3.96678
2021-04-05,5.41974
2021-04-06,6.84963
2021-04-07,7.14944
2021-04-08,6.29612
2021-04-09,5.46586
2021-04-10,4.03597
2021-04-11,3.43634
2021-04-12,5.88099
2021-04-13,5.6273
2021-04-14,6.38837
2021-04-15,7.10332
2021-04-16,5.28136
2021-04-17,3.82841
2021-04-18,4.70479
2021-04-19,5.95018
2021-04-20,4.84317
2021-04-21,6.25
2021-04-22,6.01937
2021-04-23,5.71955
2021-04-24,4.10516
2021-04-25,3.66697
2021-04-26,6.22693
2021-04-27,4.98154
2021-04-28,5.9963
2021-04-29,5.35055
2021-04-30,4.68173
2021-05-01,3.4594
2021-05-02,2.62915
2021-05-03,4.91236
2021-05-04,4.12822
2021-05-05,3.43634
2021-05-06,4.68173
2021-05-07,4.12822
2021-05-08,3.04428
2021-05-09,3.36715
2021-05-10,5.02767
2021-05-11,4.86623
2021-05-12,5.97324
2021-05-13,5.37361
2021-05-14,4.86623
2021-05-15,3.57472
2021-05-16,4.31273
2021-05-17,6.45756
2021-05-18,5.16605
2021-05-19,3.82841
2021-05-20,5.16605
2021-05-21,4.33579
2021-05-22,3.34409
2021-05-23,3.0904
2021-05-24,4.31273
2021-05-25,4.86623
2021-05-26,4.91236
2021-05-27,4.77398
2021-05-28,4.12822
2021-05-29,3.18265
2021-05-30,3.96678
2021-05-31,5.16605
2021-06-01,5.28136
2021-06-02,4.84317
2021-06-03,4.72785
2021-06-04,4.10516
2021-06-05,2.42158
2021-06-06,2.97509
2021-06-07,4.05904
2021-06-08,5.18911
2021-06-09,4.4511
2021-06-10,4.88929
2021-06-11,4.19741
2021-06-12,3.64391
2021-06-13,2.99815
2021-06-14,4.68173
2021-06-15,4.24354
2021-06-16,4.42804
2021-06-17,6.66512
2021-06-18,7.91051
2021-06-19,3.25184
2021-06-20,3.50553
2021-06-21,5.69649
2021-06-22,4.88929
2021-06-23,5.55811
2021-06-24,4.47416
2021-06-25,4.28966
2021-06-26,2.65221
2021-06-27,3.15959
2021-06-28,4.58948
2021-06-29,3.64391
2021-06-30,4.49723
2021-07-01,4.35885
2021-07-02,3.64391
2021-07-03,3.25184
2021-07-04,3.22878
2021-07-05,4.31273
2021-07-06,4.72785
2021-07-07,4.05904
2021-07-08,4.6356
2021-07-09,3.62084
2021-07-10,2.81365
2021-07-11,2.07564
2021-07-12,4.65867
2021-07-13,4.98154
2021-07-14,4.61254
2021-07-15,4.77398
2021-07-16,4.01291
2021-07-17,2.55996
2021-07-18,2.69833
2021-07-19,3.73616
2021-07-20,4.05904
2021-07-21,3.80535
2021-07-22,3.41328
2021-07-23,4.0821
2021-07-24,2.30627
2021-07-25,2.32933
2021-07-26,3.75922
2021-07-27,5.51199
2021-07-28,5.53505
2021-07-29,4.84317
2021-07-30,5.09686
2021-07-31,4.03597
2021-08-01,5.2583
2021-08-02,5.58118
2021-08-03,6.01937
2021-08-04,6.15774
2021-08-05,5.35055
2021-08-06,5.83487
2021-08-07,4.12822
2021-08-08,4.86623
2021-08-09,6.619
2021-08-10,6.66512
2021-08-11,6.13468
2021-08-12,6.29612
2021-08-13,6.31918
2021-08-14,5.16605
2021-08-15,4.28966
2021-08-16,7.28782
2021-08-17,8.83302
2021-08-18,8.14114
2021-08-19,7.6107
2021-08-20,6.71125
2021-08-21,4.6356
2021-08-22,5.53505
2021-08-23,7.35701
2021-08-24,7.54151
2021-08-25,7.42619
2021-08-26,7.05719
2021-08-27,5.74261
2021-08-28,4.54335
2021-08-29,4.72785
2021-08-30,7.58763
2021-08-31,6.48062
2021-09-01,6.619
2021-09-02,6.01937
2021-09-03,6.4345
2021-09-04,4.6356
2021-09-05,5.92712
2021-09-06,6.75738
2021-09-07,7.26476
2021-09-08,5.60424
2021-09-09,6.64206
2021-09-10,6.34225
2021-09-11,4.72785
2021-09-12,4.2666
2021-09-13,5.85793
2021-09-14,6.87269
2021-09-15,7.19557
2021-09-16,6.91881
2021-09-17,5.55811
2021-09-18,4.61254
2021-09-19,3.71309
2021-09-20,3.25184
2021-09-21,3.34409
2021-09-22,4.93542
2021-09-23,6.36531
2021-09-24,7.05719
2021-09-25,3.87453
2021-09-26,5.83487
2021-09-27,6.4345
2021-09-28,6.22693
2021-09-29,6.36531
2021-09-30,6.89575
2021-10-01,6.619
2021-10-02,4.40498
2021-10-03,4.35885
2021-10-04,4.38191
2021-10-05,7.14944
2021-10-06,6.64206
2021-10-07,6.87269
2021-10-08,6.57287
2021-10-09,4.61254
2021-10-10,4.22047
2021-10-11,5.76568
2021-10-12,7.24169
2021-10-13,7.49538
2021-10-14,7.14944
2021-10-15,6.91881
2021-10-16,4.33579
2021-10-17,4.68173
2021-10-18,6.41143
2021-10-19,6.75738
2021-10-20,5.88099
2021-10-21,5.88099
2021-10-22,5.85793
2021-10-23,3.96678
2021-10-24,3.78228
2021-10-25,5.92712
2021-10-26,5.71955
2021-10-27,6.18081
2021-10-28,5.97324
2021-10-29,5.2583
2021-10-30,3.36715
2021-10-31,5.28136
2021-11-01,6.25
2021-11-02,6.73431
2021-11-03,8.3487
2021-11-04,6.31918
2021-11-05,12.31549
2021-11-06,6.36531
2021-11-07,7.1725
2021-11-08,11.04704
2021-11-09,8.53321
2021-11-10,6.8035
2021-11-11,6.84963
2021-11-12,11.78505
2021-11-13,4.77398
2021-11-14,5.8118
2021-11-15,10.93173
2021-11-16,8.99446
2021-11-17,6.38837
2021-11-18,6.619
2021-11-19,8.41789
2021-11-20,5.28136
2021-11-21,5.78874
2021-11-22,6.94188
2021-11-23,6.41143
2021-11-24,6.31918
2021-11-25,7.12638
2021-11-26,7.08025
2021-11-27,3.8976
2021-11-28,4.91236
2021-11-29,7.7952
2021-11-30,7.21863
2021-12-01,8.46402
2021-12-02,6.619
2021-12-03,6.29612
2021-12-04,4.79704
2021-12-05,4.49723
2021-12-06,7.56457
2021-12-07,5.90405
2021-12-08,5.76568
2021-12-09,5.92712
2021-12-10,5.2583
2021-12-11,4.47416
2021-12-12,3.98985
2021-12-13,7.19557
2021-12-14,6.15774
2021-12-15,6.13468
2021-12-16,5.78874
2021-12-17,6.27306
2021-12-18,3.50553
2021-12-19,4.49723
2021-12-20,7.14944
2021-12-21,5.69649
2021-12-22,6.36531
2021-12-23,6.18081
2021-12-24,5.6273
2021-12-25,5.02767
2021-12-26,4.01291
2021-12-27,5.39667
2021-12-28,6.29612
2021-12-29,5.37361
2021-12-30,8.1642
2021-12-31,5.78874
2022-01-01,4.82011
2022-01-02,4.28966
2022-01-03,8.1642
2022-01-04,7.49538
2022-01-05,7.95664
2022-01-06,8.1642
2022-01-07,9.01752
2022-01-08,5.41974
2022-01-09,4.82011
2022-01-10,7.88745
2022-01-11,7.63376
2022-01-12,8.02583
2022-01-13,9.01752
2022-01-14,8.11808
2022-01-15,4.56642
2022-01-16,4.70479
2022-01-17,7.58763
2022-01-18,7.86439
2022-01-19,6.4345
2022-01-20,7.01107
2022-01-21,6.29612
2022-01-22,5.90405
2022-01-23,7.24169
2022-01-24,8.1642
2022-01-25,6.25
2022-01-26,6.27306
2022-01-27,6.75738
2022-01-28,6.50369
2022-01-29,4.54335
2022-01-30,4.54335
2022-01-31,5.53505
2022-02-01,4.70479
2022-02-02,5.90405
2022-02-03,6.66512
2022-02-04,6.73431
2022-02-05,5.00461
2022-02-06,5.05073
2022-02-07,6.29612
2022-02-08,6.75738
2022-02-09,6.68819
2022-02-10,6.08856
2022-02-11,5.8118
2022-02-12,5.65036
2022-02-13,4.56642
2022-02-14,6.31918
2022-02-15,6.82656
2022-02-16,7.44926
2022-02-17,6.34225
2022-02-18,6.66512
2022-02-19,4.54335
2022-02-20,3.96678
2022-02-21,5.88099
2022-02-22,5.90405
2022-02-23,6.64206
2022-02-24,7.12638
2022-02-25,7.51845
2022-02-26,3.98985
2022-02-27,4.40498
2022-02-28,5.83487
2022-03-01,4.88929
2022-03-02,7.40313
2022-03-03,6.66512
2022-03-04,7.24169
2022-03-05,5.09686
2022-03-06,4.68173
2022-03-07,7.91051
2022-03-08,8.51014
2022-03-09,6.06549
2022-03-10,7.03413
2022-03-11,7.01107
2022-03-12,4.95848
2022-03-13,5.58118
2022-03-14,8.18726
2022-03-15,8.04889
2022-03-16,7.77214
2022-03-17,9.64022
2022-03-18,7.88745
2022-03-19,5.23523
2022-03-20,5.16605
2022-03-21,7.35701
2022-03-22,8.90221
2022-03-23,7.63376
2022-03-24,8.02583
2022-03-25,7.54151
2022-03-26,4.95848
2022-03-27,4.47416
2022-03-28,8.02583
2022-03-29,8.07195
2022-03-30,7.84132
2022-03-31,7.54151
2022-04-01,7.63376
2022-04-02,4.35885
2022-04-03,4.61254
2022-04-04,6.84963
2022-04-05,5.9963
2022-04-06,6.94188
2022-04-07,7.05719
2022-04-08,6.87269
2022-04-09,4.86623
2022-04-10,5.32749
2022-04-11,6.4345
2022-04-12,7.08025
2022-04-13,7.6107
2022-04-14,8.74077
2022-04-15,7.63376
2022-04-16,4.05904
2022-04-17,4.33579
2022-04-18,7.31088
2022-04-19,7.91051
2022-04-20,8.39483
2022-04-21,6.68819
2022-04-22,7.05719
2022-04-23,4.88929
2022-04-24,4.93542
2022-04-25,7.88745
2022-04-26,8.48708
2022-04-27,9.10977
2022-04-28,9.66328
2022-04-29,8.90221
2022-04-30,6.34225
2022-05-01,4.86623
2022-05-02,8.25645
2022-05-03,7.93357
2022-05-04,6.66512
2022-05-05,5.67343
2022-05-06,7.70295
2022-05-07,4.86623
2022-05-08,5.60424
2022-05-09,8.18726
2022-05-10,8.11808
2022-05-11,7.88745
2022-05-12,7.91051
2022-05-13,7.42619
2022-05-14,4.33579
2022-05-15,4.91236
2022-05-16,8.14114
2022-05-17,7.38007
2022-05-18,7.81826
2022-05-19,8.02583
2022-05-20,7.01107
2022-05-21,4.95848
2022-05-22,5.60424
2022-05-23,7.49538
2022-05-24,7.35701
2022-05-25,6.27306
2022-05-26,6.27306
2022-05-27,6.91881
2022-05-28,5.18911
2022-05-29,4.88929
2022-05-30,7.28782
2022-05-31,11.96955
2022-06-01,7.6107
2022-06-02,8.64852
2022-06-03,6.68819
2022-06-04,4.93542
2022-06-05,5.32749
2022-06-06,6.52675
2022-06-07,7.93357
2022-06-08,7.65682
2022-06-09,6.68819
2022-06-10,8.09501
2022-06-11,5.51199
2022-06-12,5.05073
2022-06-13,8.1642
2022-06-14,9.17896
2022-06-15,8.25645
2022-06-16,7.91051
2022-06-17,6.20387
2022-06-18,4.33579
2022-06-19,6.15774
2022-06-20,8.37177
2022-06-21,7.24169
2022-06-22,8.37177
2022-06-23,10.72416
2022-06-24,7.77214
2022-06-25,5.21217
2022-06-26,5.78874
2022-06-27,8.48708
2022-06-28,8.18726
2022-06-29,7.14944
2022-06-30,8.7869
2022-07-01,7.9797
2022-07-02,4.86623
2022-07-03,4.40498
2022-07-04,7.67988
2022-07-05,8.41789
2022-07-06,8.64852
2022-07-07,7.77214
2022-07-08,6.91881
2022-07-09,4.4511
2022-07-10,5.14298
2022-07-11,8.90221
2022-07-12,9.89391
2022-07-13,8.9714
2022-07-14,8.62546
2022-07-15,9.54797
2022-07-16,5.95018
2022-07-17,6.38837
2022-07-18,8.51014
2022-07-19,7.24169
2022-07-20,8.7869
2022-07-21,8.1642
2022-07-22,7.56457
2022-07-23,4.77398
2022-07-24,4.88929
2022-07-25,8.57933
2022-07-26,8.25645
2022-07-27,7.31088
2022-07-28,7.7952
2022-07-29,7.81826
2022-07-30,4.82011
2022-07-31,5.16605
2022-08-01,8.90221
2022-08-02,9.89391
2022-08-03,8.7869
2022-08-04,10.90867
2022-08-05,10.67804
2022-08-06,6.57287
2022-08-07,7.58763
2022-08-08,10.67804
2022-08-09,10.49354
2022-08-10,10.95479
2022-08-11,9.24815
2022-08-12,9.38653
2022-08-13,6.54981
2022-08-14,6.68819
2022-08-15,7.58763
2022-08-16,10.05535
2022-08-17,8.64852
2022-08-18,10.23985
2022-08-19,9.84778
2022-08-20,6.78044
2022-08-21,7.10332
2022-08-22,13.19188
2022-08-23,11.57749
2022-08-24,10.83948
2022-08-25,10.49354
2022-08-26,9.77859
2022-08-27,7.10332
2022-08-28,6.48062
2022-08-29,11.55442
2022-08-30,9.40959
2022-08-31,9.17896
2022-09-01,11.43911
2022-09-02,9.82472
2022-09-03,6.29612
2022-09-04,7.40313
2022-09-05,11.8773
2022-09-06,10.90867
2022-09-07,11.73892
2022-09-08,11.57749
2022-09-09,6.87269
2022-09-10,5.14298
2022-09-11,6.71125
2022-09-12,9.36346
2022-09-13,10.8856
2022-09-14,13.56088
2022-09-15,11.85424
2022-09-16,11.02398
2022-09-17,7.24169
2022-09-18,7.58763
2022-09-19,14.71402
2022-09-20,10.47047
2022-09-21,10.65498
2022-09-22,14.25276
2022-09-23,15.15221
2022-09-24,12.33856
2022-09-25,9.98616
2022-09-26,17.27398
2022-09-27,14.25276
2022-09-28,16.3976
2022-09-29,13.67619
2022-09-30,13.33025
2022-10-01,9.06365
2022-10-02,8.92527
2022-10-03,11.07011
2022-10-04,13.79151
2022-10-05,14.46033
2022-10-06,14.66789
2022-10-07,11.76199
2022-10-08,8.7869
2022-10-09,8.51014
2022-10-10,9.94003
2022-10-11,13.81457
2022-10-12,13.44557
2022-10-13,14.34501
2022-10-14,13.63007
2022-10-15,10.40129
2022-10-16,9.06365
2022-10-17,14.20664
2022-10-18,15.0369
2022-10-19,16.02859
2022-10-20,15.89022
2022-10-21,14.78321
2022-10-22,11.20848
2022-10-23,10.83948
2022-10-24,15.9594
2022-10-25,16.12084
2022-10-26,16.05166
2022-10-27,15.17527
2022-10-28,14.55258
2022-10-29,9.91697
2022-10-30,9.84778
2022-10-31,15.47509
2022-11-01,17.66605
2022-11-02,16.3976
2022-11-03,19.07287
2022-11-04,16.88191
2022-11-05,12.10793
2022-11-06,12.17712
2022-11-07,21.26383
2022-11-08,23.57011
2022-11-09,24.63099
2022-11-10,22.11715
2022-11-11,28.73616
2022-11-12,16.48985
2022-11-13,16.16697
2022-11-14,25.0
2022-11-15,26.31457
2022-11-16,21.6559
2022-11-17,22.30166
2022-11-18,20.38745
2022-11-19,13.49169
2022-11-20,17.1356
2022-11-21,23.96217
2022-11-22,24.63099
2022-11-23,22.6476
2022-11-24,20.77952
2022-11-25,21.05627
2022-11-26,16.12084
2022-11-27,18.79612
2022-11-28,23.24723
2022-11-29,23.24723
2022-11-30,24.16974
2022-12-01,25.02306
2022-12-02,23.50092
2022-12-03,16.85885
2022-12-04,19.44188
2022-12-05,26.26845
2022-12-06,27.92896
2022-12-07,25.5535
2022-12-08,25.39206
2022-12-09,26.01476
2022-12-10,21.37915
2022-12-11,23.47785
2022-12-12,32.54151
2022-12-13,29.52029
2022-12-14,29.31273
2022-12-15,25.99169
2022-12-16,26.29151
2022-12-17,20.59501
2022-12-18,22.80904
2022-12-19,30.67343
2022-12-20,30.39667
2022-12-21,33.74077
2022-12-22,36.60055
2022-12-23,32.05719
2022-12-24,23.47785
2022-12-25,24.7463
2022-12-26,35.65498
2022-12-27,37.01568
2022-12-28,35.90867
2022-12-29,33.85608
2022-12-30,33.07195
2022-12-31,24.3773
2023-01-01,25.0
2023-01-02,36.09317
2023-01-03,36.46217
2023-01-04,38.28413
2023-01-05,36.71586
2023-01-06,37.15405
2023-01-07,30.4428
2023-01-08,31.78044
2023-01-09,41.55904
2023-01-10,41.99723
2023-01-11,40.38284
2023-01-12,40.01383
2023-01-13,38.03044
2023-01-14,29.65867
2023-01-15,34.20202
2023-01-16,38.97601
2023-01-17,39.78321
2023-01-18,34.87084
2023-01-19,35.44741
2023-01-20,33.53321
2023-01-21,29.79704
2023-01-22,27.26014
2023-01-23,31.15774
2023-01-24,33.44095
2023-01-25,43.35793
2023-01-26,38.8607
2023-01-27,37.75369
2023-01-28,28.39022
2023-01-29,30.9963
2023-01-30,43.17343
2023-01-31,41.74354
2023-02-01,45.52583
2023-02-02,48.29335
2023-02-03,44.53413
2023-02-04,36.64667
2023-02-05,45.6642
2023-02-06,56.91881
2023-02-07,54.47416
2023-02-08,51.03782
2023-02-09,50.369
2023-02-10,47.41697
2023-02-11,37.52306
2023-02-12,39.39114
2023-02-13,61.07011
2023-02-14,59.29428
2023-02-15,58.00276
2023-02-16,56.06549
2023-02-17,58.32564
2023-02-18,42.32011
2023-02-19,44.09594
2023-02-20,58.60239
2023-02-21,58.39483
2023-02-22,54.79704
2023-02-23,52.88284
2023-02-24,48.98523
2023-02-25,39.25276
2023-02-26,41.7666
2023-02-27,56.75738
2023-02-28,49.79243
2023-03-01,43.84225
2023-03-02,54.84317
2023-03-03,53.57472
2023-03-04,36.5083
2023-03-05,38.30719
2023-03-06,52.00645
2023-03-07,50.16143
2023-03-08,54.12822
2023-03-09,49.44649
2023-03-10,46.05627
2023-03-11,33.07195
2023-03-12,33.55627
2023-03-13,52.76752
2023-03-14,48.47785
2023-03-15,49.16974
2023-03-16,52.16789
2023-03-17,46.60977
2023-03-18,36.00092
2023-03-19,35.40129
2023-03-20,47.27859
2023-03-21,45.34132
2023-03-22,44.64944
2023-03-23,55.55811
2023-03-24,46.72509
2023-03-25,33.7869
2023-03-26,35.90867
2023-03-27,47.94741
2023-03-28,40.26752
2023-03-29,41.72047
2023-03-30,40.52121
2023-03-31,36.11623
2023-04-01,30.51199
2023-04-02,31.75738
2023-04-03,43.68081
2023-04-04,44.62638
2023-04-05,44.99538
2023-04-06,51.61439
2023-04-07,46.77121
2023-04-08,35.35516
2023-04-09,36.16236
2023-04-10,57.72601
2023-04-11,57.65682
2023-04-12,55.60424
2023-04-13,61.55442
2023-04-14,62.13099
2023-04-15,42.43542
2023-04-16,43.40405
2023-04-17,59.59409
2023-04-18,59.45571
2023-04-19,52.46771
2023-04-20,53.59778
2023-04-21,52.21402
2023-04-22,40.72878
2023-04-23,43.28874
2023-04-24,58.23339
2023-04-25,60.21678
2023-04-26,58.37177
2023-04-27,58.25645
2023-04-28,54.88929
2023-04-29,43.38099
2023-04-30,41.16697
2023-05-01,49.49261
2023-05-02,59.64022
2023-05-03,55.74261
2023-05-04,56.94188
2023-05-05,46.63284
2023-05-06,47.25553
2023-05-07,43.91143
2023-05-08,58.18726
2023-05-09,61.90036
2023-05-10,56.04243
2023-05-11,50.9225
2023-05-12,52.65221
2023-05-13,37.38468
2023-05-14,39.52952
2023-05-15,53.43634
2023-05-16,52.19095
2023-05-17,52.58302
2023-05-18,49.67712
2023-05-19,44.99538
2023-05-20,33.74077
2023-05-21,41.5821
2023-05-22,57.03413
2023-05-23,57.05719
2023-05-24,53.71309
2023-05-25,54.15129
2023-05-26,48.36254
2023-05-27,41.81273
2023-05-28,40.84409
2023-05-29,46.37915
