date,카드혜택비교
2021-03-31,31.57894
2021-04-02,13.15789
2021-04-03,15.78947
2021-04-06,13.15789
2021-04-08,31.57894
2021-04-11,15.78947
2021-04-14,28.94736
2021-04-15,15.78947
2021-04-16,18.42105
2021-04-19,13.15789
2021-04-20,26.31578
2021-04-21,18.42105
2021-04-22,18.42105
2021-04-23,13.15789
2021-04-24,15.78947
2021-04-26,21.05263
2021-04-27,34.21052
2021-04-28,18.42105
2021-05-01,15.78947
2021-05-02,28.94736
2021-05-03,13.15789
2021-05-04,28.94736
2021-05-06,13.15789
2021-05-09,13.15789
2021-05-10,26.31578
2021-05-11,23.68421
2021-05-13,31.57894
2021-05-14,18.42105
2021-05-17,42.10526
2021-05-18,13.15789
2021-05-23,21.05263
2021-05-24,21.05263
2021-05-25,18.42105
2021-05-26,42.10526
2021-05-30,15.78947
2021-05-31,13.15789
2021-06-01,23.68421
2021-06-02,34.21052
2021-06-03,44.73684
2021-06-07,34.21052
2021-06-08,26.31578
2021-06-09,28.94736
2021-06-13,15.78947
2021-06-15,23.68421
2021-06-16,21.05263
2021-06-17,15.78947
2021-06-20,13.15789
2021-06-21,13.15789
2021-06-22,26.31578
2021-06-24,21.05263
2021-06-25,18.42105
2021-06-26,18.42105
2021-06-28,13.15789
2021-06-29,21.05263
2021-06-30,18.42105
2021-07-01,36.8421
2021-07-05,21.05263
2021-07-06,15.78947
2021-07-07,13.15789
2021-07-09,13.15789
2021-07-12,18.42105
2021-07-14,18.42105
2021-07-15,13.15789
2021-07-16,18.42105
2021-07-17,15.78947
2021-07-19,31.57894
2021-07-21,21.05263
2021-07-22,13.15789
2021-07-26,34.21052
2021-07-27,13.15789
2021-07-29,13.15789
2021-07-30,13.15789
2021-08-01,13.15789
2021-08-02,15.78947
2021-08-03,21.05263
2021-08-06,18.42105
2021-08-08,26.31578
2021-08-09,18.42105
2021-08-10,55.26315
2021-08-11,13.15789
2021-08-12,15.78947
2021-08-13,39.47368
2021-08-15,18.42105
2021-08-17,42.10526
2021-08-18,31.57894
2021-08-19,23.68421
2021-08-22,15.78947
2021-08-23,28.94736
2021-08-24,15.78947
2021-08-25,15.78947
2021-08-26,21.05263
2021-08-27,21.05263
2021-08-31,39.47368
2021-09-01,44.73684
2021-09-03,26.31578
2021-09-06,13.15789
2021-09-09,13.15789
2021-09-12,15.78947
2021-09-13,21.05263
2021-09-14,36.8421
2021-09-15,39.47368
2021-09-16,13.15789
2021-09-17,15.78947
2021-09-18,13.15789
2021-09-19,15.78947
2021-09-23,39.47368
2021-09-24,21.05263
2021-09-25,13.15789
2021-09-27,21.05263
2021-09-28,21.05263
2021-09-29,15.78947
2021-09-30,13.15789
2021-10-01,47.36842
2021-10-05,15.78947
2021-10-06,34.21052
2021-10-08,23.68421
2021-10-09,13.15789
2021-10-12,13.15789
2021-10-13,13.15789
2021-10-14,15.78947
2021-10-15,23.68421
2021-10-18,28.94736
2021-10-20,21.05263
2021-10-21,34.21052
2021-10-22,42.10526
2021-10-25,21.05263
2021-10-26,15.78947
2021-10-27,18.42105
2021-10-28,23.68421
2021-10-29,15.78947
2021-10-30,15.78947
2021-10-31,28.94736
2021-11-01,13.15789
2021-11-02,18.42105
2021-11-03,13.15789
2021-11-04,15.78947
2021-11-05,39.47368
2021-11-07,18.42105
2021-11-09,31.57894
2021-11-12,36.8421
2021-11-13,13.15789
2021-11-14,13.15789
2021-11-15,31.57894
2021-11-16,47.36842
2021-11-17,31.57894
2021-11-18,15.78947
2021-11-19,31.57894
2021-11-20,13.15789
2021-11-21,15.78947
2021-11-22,47.36842
2021-11-23,21.05263
2021-11-24,18.42105
2021-11-25,21.05263
2021-11-29,21.05263
2021-11-30,13.15789
2021-12-02,42.10526
2021-12-06,15.78947
2021-12-08,13.15789
2021-12-11,18.42105
2021-12-17,18.42105
2021-12-21,23.68421
2021-12-22,13.15789
2021-12-23,13.15789
2021-12-27,15.78947
2021-12-28,34.21052
2021-12-31,26.31578
2022-01-01,13.15789
2022-01-02,31.57894
2022-01-04,15.78947
2022-01-05,42.10526
2022-01-06,36.8421
2022-01-07,13.15789
2022-01-08,34.21052
2022-01-09,34.21052
2022-01-10,44.73684
2022-01-11,18.42105
2022-01-12,18.42105
2022-01-13,39.47368
2022-01-14,28.94736
2022-01-17,76.31578
2022-01-18,36.8421
2022-01-19,28.94736
2022-01-20,81.57894
2022-01-21,55.26315
2022-01-22,26.31578
2022-01-23,23.68421
2022-01-24,36.8421
2022-01-25,44.73684
2022-01-26,15.78947
2022-01-27,44.73684
2022-01-29,18.42105
2022-01-30,13.15789
2022-02-01,18.42105
2022-02-02,18.42105
2022-02-03,31.57894
2022-02-04,44.73684
2022-02-07,34.21052
2022-02-08,21.05263
2022-02-09,13.15789
2022-02-10,36.8421
2022-02-12,13.15789
2022-02-13,13.15789
2022-02-14,13.15789
2022-02-15,13.15789
2022-02-17,21.05263
2022-02-18,13.15789
2022-02-20,50.0
2022-02-21,28.94736
2022-02-22,31.57894
2022-02-23,13.15789
2022-02-24,52.63157
2022-02-25,52.63157
2022-02-26,26.31578
2022-02-27,13.15789
2022-03-01,50.0
2022-03-02,23.68421
2022-03-03,21.05263
2022-03-05,13.15789
2022-03-06,21.05263
2022-03-08,13.15789
2022-03-09,23.68421
2022-03-10,36.8421
2022-03-12,26.31578
2022-03-13,18.42105
2022-03-14,39.47368
2022-03-15,36.8421
2022-03-16,39.47368
2022-03-17,26.31578
2022-03-18,36.8421
2022-03-20,15.78947
2022-03-22,15.78947
2022-03-24,28.94736
2022-03-25,18.42105
2022-03-28,28.94736
2022-03-29,21.05263
2022-03-31,42.10526
2022-04-07,13.15789
2022-04-09,13.15789
2022-04-10,13.15789
2022-04-11,13.15789
2022-04-12,18.42105
2022-04-13,18.42105
2022-04-14,31.57894
2022-04-18,13.15789
2022-04-19,18.42105
2022-04-20,13.15789
2022-04-21,13.15789
2022-04-22,28.94736
2022-04-25,13.15789
2022-04-26,23.68421
2022-04-27,26.31578
2022-04-29,23.68421
2022-04-30,18.42105
2022-05-01,13.15789
2022-05-03,15.78947
2022-05-04,34.21052
2022-05-09,28.94736
2022-05-12,15.78947
2022-05-16,28.94736
2022-05-17,34.21052
2022-05-18,18.42105
2022-05-19,15.78947
2022-05-20,39.47368
2022-05-23,13.15789
2022-05-24,52.63157
2022-05-25,15.78947
2022-05-26,36.8421
2022-05-27,39.47368
2022-05-29,13.15789
2022-05-30,39.47368
2022-06-01,31.57894
2022-06-03,13.15789
2022-06-08,28.94736
2022-06-10,21.05263
2022-06-11,13.15789
2022-06-12,31.57894
2022-06-13,13.15789
2022-06-14,18.42105
2022-06-15,13.15789
2022-06-17,13.15789
2022-06-20,23.68421
2022-06-21,44.73684
2022-06-22,36.8421
2022-06-23,18.42105
2022-06-24,15.78947
2022-06-26,15.78947
2022-06-28,47.36842
2022-06-29,13.15789
2022-07-01,13.15789
2022-07-04,36.8421
2022-07-05,28.94736
2022-07-06,34.21052
2022-07-07,13.15789
2022-07-08,13.15789
2022-07-09,13.15789
2022-07-10,18.42105
2022-07-11,15.78947
2022-07-12,15.78947
2022-07-13,21.05263
2022-07-16,15.78947
2022-07-18,15.78947
2022-07-19,15.78947
2022-07-20,13.15789
2022-07-21,18.42105
2022-07-24,26.31578
2022-07-25,26.31578
2022-07-26,31.57894
2022-07-27,21.05263
2022-07-28,39.47368
2022-07-30,21.05263
2022-07-31,18.42105
2022-08-01,23.68421
2022-08-03,39.47368
2022-08-04,26.31578
2022-08-05,23.68421
2022-08-08,44.73684
2022-08-10,13.15789
2022-08-11,50.0
2022-08-12,28.94736
2022-08-14,15.78947
2022-08-15,15.78947
2022-08-16,44.73684
2022-08-18,18.42105
2022-08-19,31.57894
2022-08-20,15.78947
2022-08-22,15.78947
2022-08-23,13.15789
2022-08-24,47.36842
2022-08-25,18.42105
2022-08-26,36.8421
2022-08-28,26.31578
2022-08-29,39.47368
2022-08-30,34.21052
2022-08-31,21.05263
2022-09-01,13.15789
2022-09-05,18.42105
2022-09-06,26.31578
2022-09-07,23.68421
2022-09-08,21.05263
2022-09-11,23.68421
2022-09-12,15.78947
2022-09-13,63.15789
2022-09-14,21.05263
2022-09-15,42.10526
2022-09-18,15.78947
2022-09-19,18.42105
2022-09-20,28.94736
2022-09-21,50.0
2022-09-22,26.31578
2022-09-23,31.57894
2022-09-24,18.42105
2022-09-25,18.42105
2022-09-28,15.78947
2022-09-29,18.42105
2022-09-30,23.68421
2022-10-01,31.57894
2022-10-02,15.78947
2022-10-04,13.15789
2022-10-05,50.0
2022-10-06,44.73684
2022-10-07,52.63157
2022-10-09,15.78947
2022-10-10,18.42105
2022-10-11,28.94736
2022-10-13,18.42105
2022-10-17,18.42105
2022-10-18,18.42105
2022-10-19,34.21052
2022-10-20,44.73684
2022-10-21,39.47368
2022-10-22,13.15789
2022-10-23,15.78947
2022-10-25,31.57894
2022-10-27,21.05263
2022-10-28,13.15789
2022-10-31,15.78947
2022-11-01,34.21052
2022-11-02,28.94736
2022-11-03,13.15789
2022-11-04,18.42105
2022-11-08,31.57894
2022-11-12,15.78947
2022-11-14,18.42105
2022-11-16,13.15789
2022-11-17,26.31578
2022-11-19,21.05263
2022-11-21,26.31578
2022-11-22,31.57894
2022-11-24,18.42105
2022-11-25,13.15789
2022-11-27,13.15789
2022-11-28,15.78947
2022-11-30,44.73684
2022-12-01,34.21052
2022-12-02,18.42105
2022-12-04,15.78947
2022-12-05,15.78947
2022-12-07,26.31578
2022-12-08,28.94736
2022-12-09,39.47368
2022-12-11,13.15789
2022-12-12,21.05263
2022-12-13,28.94736
2022-12-14,47.36842
2022-12-15,15.78947
2022-12-16,13.15789
2022-12-17,18.42105
2022-12-21,28.94736
2022-12-23,18.42105
2022-12-25,23.68421
2022-12-26,26.31578
2022-12-30,31.57894
2023-01-01,13.15789
2023-01-02,34.21052
2023-01-03,23.68421
2023-01-04,18.42105
2023-01-05,15.78947
2023-01-06,39.47368
2023-01-08,31.57894
2023-01-09,15.78947
2023-01-10,31.57894
2023-01-11,31.57894
2023-01-12,13.15789
2023-01-13,39.47368
2023-01-15,15.78947
2023-01-16,50.0
2023-01-17,31.57894
2023-01-18,23.68421
2023-01-19,39.47368
2023-01-21,23.68421
2023-01-22,13.15789
2023-01-23,13.15789
2023-01-25,34.21052
2023-01-26,44.73684
2023-01-27,39.47368
2023-01-28,15.78947
2023-01-29,26.31578
2023-01-30,39.47368
2023-01-31,63.15789
2023-02-01,15.78947
2023-02-02,31.57894
2023-02-03,34.21052
2023-02-04,13.15789
2023-02-05,21.05263
2023-02-06,31.57894
2023-02-07,21.05263
2023-02-08,44.73684
2023-02-09,26.31578
2023-02-10,28.94736
2023-02-11,13.15789
2023-02-12,28.94736
2023-02-13,18.42105
2023-02-14,15.78947
2023-02-15,13.15789
2023-02-16,28.94736
2023-02-17,42.10526
2023-02-18,13.15789
2023-02-19,21.05263
2023-02-20,26.31578
2023-02-21,44.73684
2023-02-22,57.89473
2023-02-23,55.26315
2023-02-24,15.78947
2023-02-25,13.15789
2023-02-27,44.73684
2023-02-28,39.47368
2023-03-01,13.15789
2023-03-02,36.8421
2023-03-05,18.42105
2023-03-06,13.15789
2023-03-07,13.15789
2023-03-08,28.94736
2023-03-09,18.42105
2023-03-10,28.94736
2023-03-12,18.42105
2023-03-13,73.68421
2023-03-14,13.15789
2023-03-15,31.57894
2023-03-16,34.21052
2023-03-17,26.31578
2023-03-18,15.78947
2023-03-19,39.47368
2023-03-20,34.21052
2023-03-21,100.0
2023-03-22,52.63157
2023-03-23,71.05263
2023-03-24,13.15789
2023-03-25,15.78947
2023-03-27,52.63157
2023-03-28,42.10526
2023-03-29,65.78947
2023-03-30,34.21052
2023-03-31,42.10526
2023-04-01,23.68421
2023-04-02,26.31578
2023-04-03,47.36842
2023-04-04,31.57894
2023-04-05,26.31578
2023-04-07,50.0
2023-04-08,18.42105
2023-04-10,15.78947
2023-04-11,36.8421
2023-04-12,18.42105
2023-04-13,31.57894
2023-04-14,28.94736
2023-04-17,18.42105
2023-04-18,31.57894
2023-04-21,44.73684
2023-04-22,34.21052
2023-04-24,18.42105
2023-04-25,42.10526
2023-04-26,21.05263
2023-04-27,26.31578
2023-04-29,18.42105
2023-04-30,23.68421
2023-05-01,13.15789
2023-05-02,55.26315
2023-05-03,44.73684
2023-05-04,13.15789
2023-05-07,26.31578
2023-05-08,31.57894
2023-05-09,57.89473
2023-05-10,39.47368
2023-05-11,31.57894
2023-05-12,18.42105
2023-05-15,36.8421
2023-05-17,21.05263
2023-05-18,34.21052
2023-05-19,34.21052
2023-05-20,13.15789
2023-05-22,34.21052
2023-05-23,21.05263
2023-05-24,18.42105
2023-05-26,36.8421
2023-05-27,13.15789
2023-05-30,13.15789
2023-05-31,34.21052
2023-06-01,39.47368
2023-06-02,21.05263
2023-06-04,13.15789
2023-06-05,36.8421
2023-06-07,13.15789
2023-06-11,13.15789
2023-06-12,15.78947
2023-06-13,15.78947
2023-06-14,13.15789
2023-06-15,44.73684
2023-06-16,34.21052
2023-06-19,36.8421
2023-06-21,21.05263
2023-06-22,15.78947
2023-06-23,28.94736
2023-06-25,15.78947
2023-06-26,18.42105
2023-06-27,52.63157
2023-06-30,18.42105
2023-07-02,26.31578
2023-07-03,68.42105
2023-07-04,34.21052
2023-07-05,18.42105
2023-07-06,42.10526
2023-07-07,34.21052
2023-07-09,15.78947
2023-07-10,15.78947
2023-07-11,13.15789
2023-07-12,21.05263
2023-07-13,47.36842
2023-07-14,15.78947
2023-07-15,28.94736
2023-07-16,15.78947
2023-07-17,31.57894
2023-07-18,26.31578
2023-07-19,15.78947
2023-07-20,18.42105
2023-07-21,15.78947
2023-07-22,15.78947
2023-07-24,31.57894
2023-07-25,15.78947
2023-07-26,36.8421
2023-07-27,23.68421
2023-07-28,52.63157
2023-07-30,21.05263
2023-07-31,44.73684
2023-08-01,39.47368
2023-08-04,31.57894
2023-08-05,15.78947
2023-08-07,36.8421
2023-08-08,42.10526
2023-08-09,34.21052
2023-08-10,28.94736
2023-08-14,21.05263
2023-08-15,26.31578
2023-08-17,36.8421
2023-08-20,36.8421
2023-08-22,21.05263
2023-08-23,13.15789
2023-08-24,13.15789
2023-08-25,39.47368
2023-08-26,21.05263
2023-08-27,13.15789
2023-08-28,39.47368
2023-08-29,28.94736
2023-08-30,31.57894
2023-08-31,36.8421
2023-09-01,13.15789
2023-09-02,21.05263
2023-09-03,28.94736
2023-09-04,18.42105
2023-09-05,57.89473
2023-09-06,18.42105
2023-09-07,26.31578
2023-09-08,34.21052
2023-09-09,21.05263
2023-09-11,15.78947
2023-09-12,34.21052
2023-09-13,39.47368
2023-09-14,28.94736
2023-09-15,21.05263
2023-09-18,18.42105
2023-09-20,36.8421
2023-09-22,26.31578
2023-09-25,15.78947
2023-09-26,13.15789
2023-09-29,18.42105
2023-10-02,15.78947
2023-10-04,15.78947
2023-10-06,15.78947
2023-10-07,13.15789
2023-10-08,15.78947
2023-10-11,15.78947
2023-10-12,13.15789
2023-10-13,31.57894
2023-10-14,26.31578
2023-10-15,15.78947
2023-10-16,21.05263
2023-10-17,28.94736
2023-10-18,13.15789
2023-10-19,13.15789
2023-10-20,18.42105
2023-10-23,28.94736
2023-10-25,13.15789
2023-10-26,18.42105
2023-10-27,18.42105
2023-10-28,28.94736
2023-10-30,28.94736
2023-10-31,36.8421
2023-11-01,42.10526
2023-11-03,44.73684
2023-11-04,13.15789
2023-11-05,13.15789
2023-11-06,28.94736
2023-11-08,13.15789
2023-11-09,39.47368
2023-11-10,28.94736
2023-11-11,15.78947
2023-11-12,21.05263
2023-11-14,15.78947
2023-11-15,21.05263
2023-11-16,34.21052
2023-11-19,18.42105
2023-11-20,36.8421
2023-11-21,36.8421
2023-11-22,31.57894
2023-11-23,18.42105
2023-11-24,36.8421
2023-11-25,13.15789
2023-11-26,28.94736
2023-11-27,26.31578
2023-11-28,13.15789
2023-11-30,28.94736
2023-12-01,28.94736
2023-12-03,23.68421
2023-12-04,23.68421
2023-12-05,13.15789
2023-12-06,36.8421
2023-12-07,42.10526
2023-12-08,44.73684
2023-12-09,23.68421
2023-12-10,18.42105
2023-12-11,39.47368
2023-12-12,44.73684
2023-12-13,28.94736
2023-12-15,31.57894
2023-12-16,13.15789
2023-12-17,18.42105
2023-12-18,23.68421
2023-12-20,15.78947
2023-12-21,28.94736
2023-12-24,26.31578
2023-12-26,39.47368
2023-12-27,34.21052
2023-12-28,34.21052
2023-12-29,23.68421
2024-01-01,50.0
2024-01-02,65.78947
2024-01-03,65.78947
2024-01-04,52.63157
2024-01-05,36.8421
2024-01-06,15.78947
2024-01-07,15.78947
2024-01-08,44.73684
2024-01-09,50.0
2024-01-10,57.89473
2024-01-11,44.73684
2024-01-12,36.8421
2024-01-13,13.15789
2024-01-14,31.57894
2024-01-15,31.57894
2024-01-16,26.31578
2024-01-17,50.0
2024-01-18,44.73684
2024-01-19,50.0
2024-01-20,15.78947
2024-01-21,34.21052
2024-01-22,44.73684
2024-01-23,44.73684
2024-01-24,52.63157
2024-01-25,34.21052
2024-01-26,34.21052
2024-01-28,26.31578
2024-01-29,60.52631
2024-01-30,65.78947
2024-01-31,78.94736
2024-02-01,68.42105
2024-02-02,63.15789
2024-02-03,21.05263
2024-02-04,18.42105
2024-02-05,78.94736
2024-02-06,50.0
2024-02-07,18.42105
2024-02-08,28.94736
2024-02-09,18.42105
2024-02-11,31.57894
2024-02-12,39.47368
2024-02-13,42.10526
2024-02-14,71.05263
2024-02-15,52.63157
2024-02-16,47.36842
2024-02-17,26.31578
2024-02-18,15.78947
2024-02-19,26.31578
2024-02-20,34.21052
2024-02-21,65.78947
2024-02-22,50.0
2024-02-23,68.42105
2024-02-24,23.68421
2024-02-25,78.94736
2024-02-26,44.73684
2024-02-27,18.42105
2024-02-28,28.94736
2024-02-29,36.8421
2024-03-01,36.8421
2024-03-03,31.57894
2024-03-04,23.68421
2024-03-05,39.47368
2024-03-06,50.0
2024-03-07,44.73684
2024-03-08,47.36842
2024-03-10,28.94736
2024-03-11,42.10526
2024-03-12,65.78947
2024-03-13,18.42105
2024-03-14,47.36842
2024-03-15,13.15789
2024-03-16,31.57894
2024-03-18,39.47368
2024-03-19,26.31578
2024-03-20,44.73684
