date,벤처캐피탈
2020-06-24,54.06162
2020-06-25,63.86554
2020-06-26,51.2605
2020-06-27,31.09243
2020-06-28,39.21568
2020-06-29,44.81792
2020-06-30,44.53781
2020-07-01,45.37815
2020-07-02,56.30252
2020-07-03,43.97759
2020-07-04,26.61064
2020-07-05,21.56862
2020-07-06,51.82072
2020-07-07,39.77591
2020-07-08,45.93837
2020-07-09,47.61904
2020-07-10,34.73389
2020-07-11,23.52941
2020-07-12,26.61064
2020-07-13,48.17927
2020-07-14,47.05882
2020-07-15,41.45658
2020-07-16,50.98039
2020-07-17,47.61904
2020-07-18,29.13165
2020-07-19,24.92997
2020-07-20,59.94397
2020-07-21,58.54341
2020-07-22,62.46498
2020-07-23,57.70308
2020-07-24,39.21568
2020-07-25,24.36974
2020-07-26,24.08963
2020-07-27,50.70028
2020-07-28,53.5014
2020-07-29,60.22408
2020-07-30,91.31652
2020-07-31,56.86274
2020-08-01,28.0112
2020-08-02,22.96918
2020-08-03,44.2577
2020-08-04,49.0196
2020-08-05,46.49859
2020-08-06,50.14005
2020-08-07,37.53501
2020-08-08,16.52661
2020-08-09,19.04761
2020-08-10,42.29691
2020-08-11,44.53781
2020-08-12,43.41736
2020-08-13,40.33613
2020-08-14,33.33333
2020-08-15,15.40616
2020-08-16,19.32773
2020-08-17,26.89075
2020-08-18,34.45378
2020-08-19,36.13445
2020-08-20,42.0168
2020-08-21,36.13445
2020-08-22,18.48739
2020-08-23,22.12885
2020-08-24,40.89635
2020-08-25,40.61624
2020-08-26,38.09523
2020-08-27,39.77591
2020-08-28,27.73109
2020-08-29,18.20728
2020-08-30,29.69187
2020-08-31,47.61904
2020-09-01,47.89915
2020-09-02,46.49859
2020-09-03,43.97759
2020-09-04,38.37535
2020-09-05,19.88795
2020-09-06,26.05042
2020-09-07,44.2577
2020-09-08,46.77871
2020-09-09,52.10084
2020-09-10,49.57983
2020-09-11,41.45658
2020-09-12,22.96918
2020-09-13,26.05042
2020-09-14,47.05882
2020-09-15,49.85994
2020-09-16,50.14005
2020-09-17,49.0196
2020-09-18,39.49579
2020-09-19,20.44817
2020-09-20,28.85154
2020-09-21,38.65546
2020-09-22,40.89635
2020-09-23,42.29691
2020-09-24,38.37535
2020-09-25,34.73389
2020-09-26,21.84873
2020-09-27,22.68907
2020-09-28,35.014
2020-09-29,30.81232
2020-09-30,19.60784
2020-10-01,19.32773
2020-10-02,19.32773
2020-10-03,17.92717
2020-10-04,24.64985
2020-10-05,43.97759
2020-10-06,46.77871
2020-10-07,50.70028
2020-10-08,37.81512
2020-10-09,28.85154
2020-10-10,22.40896
2020-10-11,27.73109
2020-10-12,41.45658
2020-10-13,90.19607
2020-10-14,59.94397
2020-10-15,54.34173
2020-10-16,47.33893
2020-10-17,38.09523
2020-10-18,57.70308
2020-10-19,62.18487
2020-10-20,63.86554
2020-10-21,77.59103
2020-10-22,65.54621
2020-10-23,64.14565
2020-10-24,34.73389
2020-10-25,50.70028
2020-10-26,73.38935
2020-10-27,58.54341
2020-10-28,62.18487
2020-10-29,57.70308
2020-10-30,55.18207
2020-10-31,50.42016
2020-11-01,52.94117
2020-11-02,69.74789
2020-11-03,64.70588
2020-11-04,63.86554
2020-11-05,61.06442
2020-11-06,47.33893
2020-11-07,34.73389
2020-11-08,53.22128
2020-11-09,71.70868
2020-11-10,73.66946
2020-11-11,55.74229
2020-11-12,63.58543
2020-11-13,47.61904
2020-11-14,33.61344
2020-11-15,43.69747
2020-11-16,76.7507
2020-11-17,61.90476
2020-11-18,55.46218
2020-11-19,63.30532
2020-11-20,52.66106
2020-11-21,38.65546
2020-11-22,49.29971
2020-11-23,63.86554
2020-11-24,49.29971
2020-11-25,52.66106
2020-11-26,51.82072
2020-11-27,50.70028
2020-11-28,35.29411
2020-11-29,49.0196
2020-11-30,66.94677
2020-12-01,75.35014
2020-12-02,66.66666
2020-12-03,55.18207
2020-12-04,48.17927
2020-12-05,22.40896
2020-12-06,65.2661
2020-12-07,83.47338
2020-12-08,67.507
2020-12-09,71.14845
2020-12-10,75.07002
2020-12-11,61.62464
2020-12-12,38.09523
2020-12-13,52.10084
2020-12-14,85.43417
2020-12-15,56.58263
2020-12-16,57.42296
2020-12-17,55.18207
2020-12-18,46.21848
2020-12-19,29.69187
2020-12-20,32.49299
2020-12-21,49.0196
2020-12-22,51.2605
2020-12-23,47.05882
2020-12-24,37.2549
2020-12-25,16.80672
2020-12-26,24.08963
2020-12-27,20.72829
2020-12-28,41.17647
2020-12-29,47.61904
2020-12-30,42.29691
2020-12-31,24.36974
2021-01-01,28.0112
2021-01-02,28.57142
2021-01-03,23.52941
2021-01-04,44.81792
2021-01-05,49.29971
2021-01-06,46.49859
2021-01-07,45.37815
2021-01-08,51.54061
2021-01-09,23.52941
2021-01-10,34.73389
2021-01-11,52.94117
2021-01-12,46.49859
2021-01-13,49.57983
2021-01-14,50.70028
2021-01-15,38.93557
2021-01-16,26.89075
2021-01-17,78.71148
2021-01-18,69.46778
2021-01-19,55.46218
2021-01-20,48.17927
2021-01-21,52.38095
2021-01-22,49.29971
2021-01-23,30.2521
2021-01-24,30.81232
2021-01-25,45.65826
2021-01-26,57.14285
2021-01-27,38.37535
2021-01-28,40.61624
2021-01-29,35.85434
2021-01-30,25.7703
2021-01-31,29.41176
2021-02-01,50.42016
2021-02-02,47.33893
2021-02-03,45.37815
2021-02-04,35.014
2021-02-05,39.77591
2021-02-06,21.28851
2021-02-07,29.13165
2021-02-08,46.49859
2021-02-09,49.29971
2021-02-10,37.81512
2021-02-11,25.49019
2021-02-12,25.49019
2021-02-13,33.61344
2021-02-14,36.97478
2021-02-15,40.89635
2021-02-16,52.10084
2021-02-17,60.78431
2021-02-18,59.66386
2021-02-19,48.45938
2021-02-20,28.57142
2021-02-21,29.13165
2021-02-22,48.73949
2021-02-23,54.62184
2021-02-24,45.93837
2021-02-25,39.77591
2021-02-26,37.2549
2021-02-27,26.89075
2021-02-28,28.85154
2021-03-01,32.21288
2021-03-02,47.89915
2021-03-03,54.62184
2021-03-04,51.54061
2021-03-05,37.81512
2021-03-06,23.52941
2021-03-07,28.0112
2021-03-08,50.98039
2021-03-09,46.77871
2021-03-10,50.98039
2021-03-11,39.49579
2021-03-12,45.09803
2021-03-13,27.45098
2021-03-14,34.45378
2021-03-15,69.46778
2021-03-16,54.90196
2021-03-17,48.73949
2021-03-18,42.57703
2021-03-19,38.65546
2021-03-20,25.49019
2021-03-21,31.09243
2021-03-22,53.5014
2021-03-23,50.98039
2021-03-24,50.42016
2021-03-25,40.61624
2021-03-26,48.17927
2021-03-27,30.2521
2021-03-28,33.61344
2021-03-29,46.77871
2021-03-30,40.89635
2021-03-31,47.89915
2021-04-01,45.93837
2021-04-02,50.14005
2021-04-03,32.49299
2021-04-04,34.73389
2021-04-05,56.58263
2021-04-06,55.46218
2021-04-07,59.66386
2021-04-08,57.14285
2021-04-09,54.06162
2021-04-10,39.21568
2021-04-11,41.73669
2021-04-12,56.0224
2021-04-13,60.5042
2021-04-14,54.34173
2021-04-15,55.74229
2021-04-16,50.70028
2021-04-17,31.65266
2021-04-18,34.17366
2021-04-19,56.86274
2021-04-20,58.54341
2021-04-21,72.54901
2021-04-22,56.30252
2021-04-23,55.46218
2021-04-24,40.05602
2021-04-25,31.93277
2021-04-26,49.57983
2021-04-27,55.74229
2021-04-28,50.14005
2021-04-29,55.74229
2021-04-30,47.61904
2021-05-01,23.24929
2021-05-02,20.72829
2021-05-03,48.45938
2021-05-04,43.41736
2021-05-05,29.69187
2021-05-06,39.49579
2021-05-07,47.05882
2021-05-08,27.17086
2021-05-09,35.29411
2021-05-10,50.42016
2021-05-11,62.46498
2021-05-12,45.09803
2021-05-13,39.21568
2021-05-14,35.57422
2021-05-15,14.28571
2021-05-16,20.44817
2021-05-17,41.73669
2021-05-18,46.77871
2021-05-19,24.64985
2021-05-20,33.05322
2021-05-21,34.17366
2021-05-22,25.7703
2021-05-23,23.24929
2021-05-24,45.37815
2021-05-25,42.57703
2021-05-26,58.2633
2021-05-27,42.29691
2021-05-28,42.0168
2021-05-29,21.56862
2021-05-30,29.41176
2021-05-31,41.73669
2021-06-01,46.21848
2021-06-02,45.09803
2021-06-03,45.65826
2021-06-04,41.73669
2021-06-05,33.89355
2021-06-06,28.0112
2021-06-07,53.5014
2021-06-08,47.61904
2021-06-09,55.18207
2021-06-10,45.65826
2021-06-11,47.33893
2021-06-12,30.81232
2021-06-13,26.05042
2021-06-14,54.34173
2021-06-15,56.0224
2021-06-16,51.2605
2021-06-17,57.42296
2021-06-18,45.37815
2021-06-19,15.96638
2021-06-20,21.0084
2021-06-21,42.57703
2021-06-22,53.78151
2021-06-23,43.13725
2021-06-24,44.81792
2021-06-25,41.45658
2021-06-26,14.56582
2021-06-27,18.20728
2021-06-28,37.2549
2021-06-29,45.65826
2021-06-30,36.41456
2021-07-01,42.0168
2021-07-02,32.21288
2021-07-03,20.16806
2021-07-04,27.73109
2021-07-05,41.73669
2021-07-06,39.77591
2021-07-07,44.81792
2021-07-08,41.73669
2021-07-09,31.37254
2021-07-10,19.32773
2021-07-11,26.33053
2021-07-12,46.77871
2021-07-13,53.78151
2021-07-14,42.57703
2021-07-15,43.97759
2021-07-16,35.014
2021-07-17,22.96918
2021-07-18,21.84873
2021-07-19,44.81792
2021-07-20,45.93837
2021-07-21,46.77871
2021-07-22,40.05602
2021-07-23,43.13725
2021-07-24,19.32773
2021-07-25,38.37535
2021-07-26,43.97759
2021-07-27,38.37535
2021-07-28,39.77591
2021-07-29,42.0168
2021-07-30,32.49299
2021-07-31,15.96638
2021-08-01,18.48739
2021-08-02,40.05602
2021-08-03,43.41736
2021-08-04,42.57703
2021-08-05,47.89915
2021-08-06,35.29411
2021-08-07,22.40896
2021-08-08,21.0084
2021-08-09,36.41456
2021-08-10,34.73389
2021-08-11,47.33893
2021-08-12,40.89635
2021-08-13,38.65546
2021-08-14,18.20728
2021-08-15,20.72829
2021-08-16,29.41176
2021-08-17,50.70028
2021-08-18,47.61904
2021-08-19,53.22128
2021-08-20,41.17647
2021-08-21,21.0084
2021-08-22,24.08963
2021-08-23,49.57983
2021-08-24,43.97759
2021-08-25,53.5014
2021-08-26,52.66106
2021-08-27,41.17647
2021-08-28,15.96638
2021-08-29,35.014
2021-08-30,43.69747
2021-08-31,45.09803
2021-09-01,51.54061
2021-09-02,53.78151
2021-09-03,44.81792
2021-09-04,36.69467
2021-09-05,33.05322
2021-09-06,53.5014
2021-09-07,47.33893
2021-09-08,50.42016
2021-09-09,59.10364
2021-09-10,49.0196
2021-09-11,22.96918
2021-09-12,29.41176
2021-09-13,45.09803
2021-09-14,49.57983
2021-09-15,54.62184
2021-09-16,60.78431
2021-09-17,38.65546
2021-09-18,17.08683
2021-09-19,16.80672
2021-09-20,20.16806
2021-09-21,17.08683
2021-09-22,16.24649
2021-09-23,41.45658
2021-09-24,46.77871
2021-09-25,26.61064
2021-09-26,25.7703
2021-09-27,45.37815
2021-09-28,46.21848
2021-09-29,40.89635
2021-09-30,35.29411
2021-10-01,40.61624
2021-10-02,34.17366
2021-10-03,30.2521
2021-10-04,29.41176
2021-10-05,38.09523
2021-10-06,42.85714
2021-10-07,49.57983
2021-10-08,38.65546
2021-10-09,18.48739
2021-10-10,24.08963
2021-10-11,26.33053
2021-10-12,60.22408
2021-10-13,50.14005
2021-10-14,43.41736
2021-10-15,49.29971
2021-10-16,32.49299
2021-10-17,31.37254
2021-10-18,43.69747
2021-10-19,54.62184
2021-10-20,43.69747
2021-10-21,55.46218
2021-10-22,40.33613
2021-10-23,17.36694
2021-10-24,19.88795
2021-10-25,45.37815
2021-10-26,42.85714
2021-10-27,45.65826
2021-10-28,48.73949
2021-10-29,47.89915
2021-10-30,25.7703
2021-10-31,27.45098
2021-11-01,45.93837
2021-11-02,54.06162
2021-11-03,53.78151
2021-11-04,45.93837
2021-11-05,43.13725
2021-11-06,25.49019
2021-11-07,34.17366
2021-11-08,52.10084
2021-11-09,52.66106
2021-11-10,51.54061
2021-11-11,44.53781
2021-11-12,41.73669
2021-11-13,23.80952
2021-11-14,23.80952
2021-11-15,56.58263
2021-11-16,50.14005
2021-11-17,50.42016
2021-11-18,46.21848
2021-11-19,35.57422
2021-11-20,19.60784
2021-11-21,28.0112
2021-11-22,47.61904
2021-11-23,41.17647
2021-11-24,55.46218
2021-11-25,51.82072
2021-11-26,38.37535
2021-11-27,24.92997
2021-11-28,39.21568
2021-11-29,49.57983
2021-11-30,63.86554
2021-12-01,58.54341
2021-12-02,55.74229
2021-12-03,53.78151
2021-12-04,29.13165
2021-12-05,52.66106
2021-12-06,64.42577
2021-12-07,73.38935
2021-12-08,59.66386
2021-12-09,55.18207
2021-12-10,70.02801
2021-12-11,36.97478
2021-12-12,31.93277
2021-12-13,100.0
2021-12-14,62.46498
2021-12-15,56.58263
2021-12-16,58.54341
2021-12-17,42.29691
2021-12-18,35.014
2021-12-19,29.97198
2021-12-20,50.14005
2021-12-21,73.10924
2021-12-22,55.18207
2021-12-23,49.0196
2021-12-24,31.65266
2021-12-25,19.60784
2021-12-26,23.24929
2021-12-27,42.0168
2021-12-28,50.70028
2021-12-29,46.49859
2021-12-30,42.29691
2021-12-31,31.65266
2022-01-01,24.36974
2022-01-02,20.72829
2022-01-03,45.37815
2022-01-04,45.09803
2022-01-05,57.98319
2022-01-06,50.14005
2022-01-07,43.41736
2022-01-08,26.05042
2022-01-09,59.10364
2022-01-10,64.14565
2022-01-11,53.5014
2022-01-12,47.89915
2022-01-13,63.02521
2022-01-14,49.85994
2022-01-15,31.65266
2022-01-16,25.49019
2022-01-17,46.49859
2022-01-18,44.81792
2022-01-19,47.89915
2022-01-20,47.33893
2022-01-21,43.13725
2022-01-22,17.36694
2022-01-23,31.37254
2022-01-24,38.37535
2022-01-25,47.89915
2022-01-26,46.49859
2022-01-27,45.37815
2022-01-28,33.89355
2022-01-29,14.0056
2022-01-30,28.29131
2022-01-31,20.44817
2022-02-01,22.40896
2022-02-02,29.13165
2022-02-03,38.37535
2022-02-04,40.61624
2022-02-05,22.40896
2022-02-06,26.61064
2022-02-07,55.46218
2022-02-08,49.85994
2022-02-09,47.61904
2022-02-10,40.33613
2022-02-11,47.33893
2022-02-12,22.12885
2022-02-13,22.68907
2022-02-14,53.22128
2022-02-15,54.06162
2022-02-16,43.69747
2022-02-17,47.33893
2022-02-18,64.42577
2022-02-19,31.09243
2022-02-20,19.88795
2022-02-21,47.33893
2022-02-22,45.93837
2022-02-23,47.05882
2022-02-24,57.14285
2022-02-25,44.2577
2022-02-26,25.21008
2022-02-27,30.2521
2022-02-28,36.13445
2022-03-01,32.49299
2022-03-02,41.17647
2022-03-03,45.65826
2022-03-04,43.97759
2022-03-05,31.09243
2022-03-06,30.2521
2022-03-07,54.90196
2022-03-08,46.49859
2022-03-09,28.29131
2022-03-10,42.0168
2022-03-11,38.09523
2022-03-12,26.33053
2022-03-13,32.7731
2022-03-14,41.45658
2022-03-15,45.93837
2022-03-16,44.81792
2022-03-17,46.49859
2022-03-18,46.49859
2022-03-19,32.49299
2022-03-20,28.57142
2022-03-21,55.74229
2022-03-22,54.62184
2022-03-23,47.89915
2022-03-24,46.21848
2022-03-25,45.37815
2022-03-26,34.45378
2022-03-27,37.2549
2022-03-28,49.0196
2022-03-29,52.94117
2022-03-30,51.2605
2022-03-31,49.85994
2022-04-01,47.61904
2022-04-02,28.29131
2022-04-03,29.97198
2022-04-04,42.0168
2022-04-05,57.70308
2022-04-06,46.21848
2022-04-07,50.70028
2022-04-08,41.45658
2022-04-09,22.12885
2022-04-10,28.0112
2022-04-11,50.42016
2022-04-12,58.82352
2022-04-13,52.66106
2022-04-14,54.90196
2022-04-15,53.22128
2022-04-16,26.05042
2022-04-17,35.85434
2022-04-18,61.06442
2022-04-19,61.34453
2022-04-20,55.46218
2022-04-21,63.30532
2022-04-22,50.98039
2022-04-23,21.56862
2022-04-24,26.33053
2022-04-25,54.34173
2022-04-26,49.29971
2022-04-27,47.33893
2022-04-28,53.5014
2022-04-29,47.05882
2022-04-30,27.17086
2022-05-01,23.80952
2022-05-02,52.10084
2022-05-03,56.58263
2022-05-04,38.37535
2022-05-05,17.36694
2022-05-06,29.41176
2022-05-07,24.36974
2022-05-08,22.68907
2022-05-09,47.05882
2022-05-10,50.98039
2022-05-11,45.65826
2022-05-12,48.17927
2022-05-13,43.97759
2022-05-14,31.09243
2022-05-15,27.73109
2022-05-16,50.42016
2022-05-17,46.21848
2022-05-18,51.82072
2022-05-19,65.54621
2022-05-20,49.85994
2022-05-21,21.84873
2022-05-22,34.17366
2022-05-23,48.73949
2022-05-24,50.98039
2022-05-25,50.98039
2022-05-26,49.29971
2022-05-27,47.05882
2022-05-28,24.64985
2022-05-29,24.08963
2022-05-30,51.54061
2022-05-31,50.42016
2022-06-01,28.57142
2022-06-02,39.49579
2022-06-03,38.09523
2022-06-04,23.52941
2022-06-05,28.0112
2022-06-06,29.13165
2022-06-07,47.33893
2022-06-08,59.94397
2022-06-09,46.21848
2022-06-10,44.53781
2022-06-11,20.72829
2022-06-12,29.97198
2022-06-13,61.62464
2022-06-14,52.66106
2022-06-15,48.73949
2022-06-16,56.58263
2022-06-17,50.14005
2022-06-18,24.64985
2022-06-19,25.49019
2022-06-20,44.81792
2022-06-21,53.22128
2022-06-22,48.73949
2022-06-23,38.37535
2022-06-24,45.65826
2022-06-25,28.0112
2022-06-26,23.24929
2022-06-27,38.93557
2022-06-28,36.13445
2022-06-29,44.81792
2022-06-30,38.37535
2022-07-01,34.73389
2022-07-02,14.56582
2022-07-03,21.84873
2022-07-04,53.5014
2022-07-05,40.05602
2022-07-06,39.49579
2022-07-07,40.89635
2022-07-08,38.65546
2022-07-09,20.72829
2022-07-10,22.68907
2022-07-11,44.81792
2022-07-12,45.09803
2022-07-13,40.61624
2022-07-14,36.97478
2022-07-15,47.89915
2022-07-16,20.44817
2022-07-17,21.28851
2022-07-18,47.61904
2022-07-19,50.14005
2022-07-20,43.97759
2022-07-21,38.93557
2022-07-22,41.73669
2022-07-23,22.68907
2022-07-24,20.16806
2022-07-25,43.97759
2022-07-26,38.09523
2022-07-27,40.89635
2022-07-28,38.93557
2022-07-29,31.09243
2022-07-30,28.29131
2022-07-31,19.04761
2022-08-01,43.13725
2022-08-02,40.89635
2022-08-03,40.89635
2022-08-04,40.33613
2022-08-05,26.61064
2022-08-06,18.48739
2022-08-07,19.04761
2022-08-08,38.65546
2022-08-09,35.85434
2022-08-10,34.73389
2022-08-11,35.29411
2022-08-12,32.7731
2022-08-13,15.40616
2022-08-14,15.96638
2022-08-15,19.88795
2022-08-16,36.97478
2022-08-17,38.37535
2022-08-18,43.41736
2022-08-19,41.45658
2022-08-20,19.04761
2022-08-21,18.20728
2022-08-22,39.77591
2022-08-23,38.09523
2022-08-24,38.93557
2022-08-25,37.2549
2022-08-26,33.05322
2022-08-27,25.49019
2022-08-28,24.64985
2022-08-29,30.53221
2022-08-30,37.2549
2022-08-31,39.77591
2022-09-01,35.29411
2022-09-02,31.65266
2022-09-03,14.28571
2022-09-04,19.04761
2022-09-05,43.97759
2022-09-06,53.5014
2022-09-07,50.70028
2022-09-08,42.85714
2022-09-09,18.7675
2022-09-10,14.28571
2022-09-11,17.64705
2022-09-12,20.72829
2022-09-13,42.85714
2022-09-14,48.73949
2022-09-15,35.57422
2022-09-16,38.37535
2022-09-17,15.68627
2022-09-18,20.44817
2022-09-19,52.10084
2022-09-20,44.81792
2022-09-21,53.78151
2022-09-22,40.05602
2022-09-23,44.53781
2022-09-24,19.04761
2022-09-25,24.08963
2022-09-26,42.57703
2022-09-27,47.61904
2022-09-28,45.37815
2022-09-29,44.2577
2022-09-30,31.37254
2022-10-01,22.40896
2022-10-02,19.04761
2022-10-03,20.72829
2022-10-04,40.61624
2022-10-05,35.29411
2022-10-06,33.61344
2022-10-07,41.73669
2022-10-08,20.44817
2022-10-09,18.48739
2022-10-10,21.28851
2022-10-11,45.09803
2022-10-12,39.77591
2022-10-13,40.89635
2022-10-14,41.45658
2022-10-15,24.92997
2022-10-16,26.89075
2022-10-17,49.29971
2022-10-18,46.77871
2022-10-19,43.13725
2022-10-20,43.97759
2022-10-21,41.17647
2022-10-22,26.61064
2022-10-23,22.68907
2022-10-24,46.21848
2022-10-25,43.13725
2022-10-26,37.81512
2022-10-27,46.77871
2022-10-28,35.57422
2022-10-29,20.72829
2022-10-30,17.92717
2022-10-31,31.65266
2022-11-01,42.29691
2022-11-02,38.93557
2022-11-03,38.65546
2022-11-04,36.41456
2022-11-05,19.04761
2022-11-06,26.61064
2022-11-07,50.14005
2022-11-08,36.97478
2022-11-09,49.0196
2022-11-10,41.73669
2022-11-11,40.33613
2022-11-12,25.21008
2022-11-13,29.41176
2022-11-14,45.09803
2022-11-15,47.05882
2022-11-16,45.09803
2022-11-17,40.33613
2022-11-18,29.41176
2022-11-19,20.16806
2022-11-20,18.7675
2022-11-21,36.97478
2022-11-22,40.33613
2022-11-23,45.09803
2022-11-24,38.65546
2022-11-25,31.93277
2022-11-26,19.04761
2022-11-27,23.52941
2022-11-28,36.69467
2022-11-29,33.05322
2022-11-30,39.77591
2022-12-01,40.89635
2022-12-02,37.81512
2022-12-03,36.41456
2022-12-04,39.49579
2022-12-05,45.37815
2022-12-06,53.78151
2022-12-07,53.5014
2022-12-08,48.45938
2022-12-09,35.57422
2022-12-10,24.08963
2022-12-11,26.33053
2022-12-12,45.65826
2022-12-13,54.62184
2022-12-14,39.77591
2022-12-15,38.09523
2022-12-16,40.05602
2022-12-17,23.24929
2022-12-18,26.89075
2022-12-19,45.37815
2022-12-20,40.89635
2022-12-21,33.89355
2022-12-22,31.65266
2022-12-23,29.69187
2022-12-24,10.64425
2022-12-25,15.12605
2022-12-26,35.29411
2022-12-27,41.73669
2022-12-28,31.65266
2022-12-29,28.57142
2022-12-30,22.68907
2022-12-31,14.56582
2023-01-01,14.0056
2023-01-02,32.7731
2023-01-03,40.33613
2023-01-04,47.61904
2023-01-05,39.77591
2023-01-06,35.014
2023-01-07,28.85154
2023-01-08,21.0084
2023-01-09,41.17647
2023-01-10,42.0168
2023-01-11,35.29411
2023-01-12,40.61624
2023-01-13,33.33333
2023-01-14,20.16806
2023-01-15,26.89075
2023-01-16,34.45378
2023-01-17,37.81512
2023-01-18,40.33613
2023-01-19,36.69467
2023-01-20,28.29131
2023-01-21,14.0056
2023-01-22,12.32492
2023-01-23,17.36694
2023-01-24,25.7703
2023-01-25,35.014
2023-01-26,40.33613
2023-01-27,32.49299
2023-01-28,19.04761
2023-01-29,18.7675
2023-01-30,42.85714
2023-01-31,33.89355
2023-02-01,40.05602
2023-02-02,36.13445
2023-02-03,35.57422
2023-02-04,18.48739
2023-02-05,18.48739
2023-02-06,42.57703
2023-02-07,38.93557
2023-02-08,38.93557
2023-02-09,40.33613
2023-02-10,40.61624
2023-02-11,15.68627
2023-02-12,17.36694
2023-02-13,31.93277
2023-02-14,36.69467
2023-02-15,34.17366
2023-02-16,35.57422
2023-02-17,34.45378
2023-02-18,16.24649
2023-02-19,22.96918
2023-02-20,40.89635
2023-02-21,43.97759
2023-02-22,40.61624
2023-02-23,39.21568
2023-02-24,26.61064
2023-02-25,17.92717
2023-02-26,18.48739
2023-02-27,42.29691
2023-02-28,38.93557
2023-03-01,16.24649
2023-03-02,31.65266
2023-03-03,26.33053
2023-03-04,17.64705
2023-03-05,19.32773
2023-03-06,36.41456
2023-03-07,43.41736
2023-03-08,41.45658
2023-03-09,43.69747
2023-03-10,33.89355
2023-03-11,26.89075
2023-03-12,39.49579
2023-03-13,79.2717
2023-03-14,62.18487
2023-03-15,45.09803
2023-03-16,50.42016
2023-03-17,40.05602
2023-03-18,24.08963
2023-03-19,27.73109
2023-03-20,50.14005
2023-03-21,44.81792
2023-03-22,42.57703
2023-03-23,38.09523
2023-03-24,35.85434
2023-03-25,33.89355
2023-03-26,23.24929
2023-03-27,39.49579
2023-03-28,40.33613
2023-03-29,41.73669
2023-03-30,35.85434
2023-03-31,38.93557
2023-04-01,18.48739
2023-04-02,19.04761
2023-04-03,39.21568
2023-04-04,43.41736
2023-04-05,38.93557
2023-04-06,42.0168
2023-04-07,39.77591
2023-04-08,28.0112
2023-04-09,21.28851
2023-04-10,32.7731
2023-04-11,39.21568
2023-04-12,42.29691
2023-04-13,42.29691
2023-04-14,35.85434
2023-04-15,19.88795
2023-04-16,28.57142
2023-04-17,43.13725
2023-04-18,51.2605
2023-04-19,50.98039
2023-04-20,43.41736
2023-04-21,43.13725
2023-04-22,18.20728
2023-04-23,20.44817
2023-04-24,36.97478
2023-04-25,39.21568
2023-04-26,40.33613
2023-04-27,29.13165
2023-04-28,33.89355
2023-04-29,17.92717
2023-04-30,21.56862
2023-05-01,23.80952
2023-05-02,42.29691
2023-05-03,37.53501
2023-05-04,33.61344
2023-05-05,16.80672
2023-05-06,11.20448
2023-05-07,20.16806
2023-05-08,36.41456
2023-05-09,36.69467
2023-05-10,37.2549
2023-05-11,36.13445
2023-05-12,26.05042
2023-05-13,19.04761
2023-05-14,18.48739
2023-05-15,36.69467
2023-05-16,41.45658
2023-05-17,44.53781
2023-05-18,38.93557
2023-05-19,33.05322
2023-05-20,19.88795
2023-05-21,21.84873
2023-05-22,42.0168
2023-05-23,38.93557
2023-05-24,32.7731
2023-05-25,31.93277
2023-05-26,25.7703
2023-05-27,18.48739
2023-05-28,19.32773
