date,한국주식
2020-03-20,41.81675
2020-03-21,19.89036
2020-03-22,13.93891
2020-03-23,33.35943
2020-03-24,28.97415
2020-03-25,31.63664
2020-03-26,24.35395
2020-03-27,22.78778
2020-03-28,9.71025
2020-03-29,10.49334
2020-03-30,21.22161
2020-03-31,16.20986
2020-04-01,18.16758
2020-04-02,18.01096
2020-04-03,11.51135
2020-04-04,8.37901
2020-04-05,7.90916
2020-04-06,15.81832
2020-04-07,14.25215
2020-04-08,12.21613
2020-04-09,14.17384
2020-04-10,9.78856
2020-04-11,6.73453
2020-04-12,6.57791
2020-04-13,11.27642
2020-04-14,11.19812
2020-04-15,11.43304
2020-04-16,8.69224
2020-04-17,11.19812
2020-04-18,7.67423
2020-04-19,6.02975
2020-04-20,11.43304
2020-04-21,16.83633
2020-04-22,12.21613
2020-04-23,8.37901
2020-04-24,9.78856
2020-04-25,5.87314
2020-04-26,6.26468
2020-04-27,9.86687
2020-04-28,8.84886
2020-04-29,10.02349
2020-04-30,8.77055
2020-05-01,10.1801
2020-05-02,5.32498
2020-05-03,5.71652
2020-05-04,10.1801
2020-05-05,6.26468
2020-05-06,7.90916
2020-05-07,6.57791
2020-05-08,5.48159
2020-05-09,4.30696
2020-05-10,3.28895
2020-05-11,6.02975
2020-05-12,8.06577
2020-05-13,6.02975
2020-05-14,6.26468
2020-05-15,4.38527
2020-05-16,3.52388
2020-05-17,3.91542
2020-05-18,6.65622
2020-05-19,7.59592
2020-05-20,7.51761
2020-05-21,8.53563
2020-05-22,8.53563
2020-05-23,4.54189
2020-05-24,5.87314
2020-05-25,8.53563
2020-05-26,8.14408
2020-05-27,8.37901
2020-05-28,8.53563
2020-05-29,6.96945
2020-05-30,3.21064
2020-05-31,3.36726
2020-06-01,7.98747
2020-06-02,7.20438
2020-06-03,9.71025
2020-06-04,8.06577
2020-06-05,7.59592
2020-06-06,4.22866
2020-06-07,6.02975
2020-06-08,8.69224
2020-06-09,8.45732
2020-06-10,7.04776
2020-06-11,10.25841
2020-06-12,16.05324
2020-06-13,5.48159
2020-06-14,4.77682
2020-06-15,22.78778
2020-06-16,15.27016
2020-06-17,14.17384
2020-06-18,6.57791
2020-06-19,7.12607
2020-06-20,5.48159
2020-06-21,4.77682
2020-06-22,6.42129
2020-06-23,8.06577
2020-06-24,7.04776
2020-06-25,8.69224
2020-06-26,7.83085
2020-06-27,4.15035
2020-06-28,5.48159
2020-06-29,8.14408
2020-06-30,6.73453
2020-07-01,7.20438
2020-07-02,7.04776
2020-07-03,5.79483
2020-07-04,4.07204
2020-07-05,4.77682
2020-07-06,7.98747
2020-07-07,7.98747
2020-07-08,7.98747
2020-07-09,8.84886
2020-07-10,7.90916
2020-07-11,5.5599
2020-07-12,5.09005
2020-07-13,8.45732
2020-07-14,7.12607
2020-07-15,8.06577
2020-07-16,9.63194
2020-07-17,6.10806
2020-07-18,4.30696
2020-07-19,4.38527
2020-07-20,8.84886
2020-07-21,9.55364
2020-07-22,7.98747
2020-07-23,8.37901
2020-07-24,8.53563
2020-07-25,4.77682
2020-07-26,8.22239
2020-07-27,8.92717
2020-07-28,10.33672
2020-07-29,7.12607
2020-07-30,6.34299
2020-07-31,7.28269
2020-08-01,5.48159
2020-08-02,4.38527
2020-08-03,7.20438
2020-08-04,9.78856
2020-08-05,10.72826
2020-08-06,8.84886
2020-08-07,10.96319
2020-08-08,5.32498
2020-08-09,6.34299
2020-08-10,11.82458
2020-08-11,12.37274
2020-08-12,12.45105
2020-08-13,10.02349
2020-08-14,10.88488
2020-08-15,7.51761
2020-08-16,6.34299
2020-08-17,12.29444
2020-08-18,18.01096
2020-08-19,13.15583
2020-08-20,20.28191
2020-08-21,11.19812
2020-08-22,6.02975
2020-08-23,7.04776
2020-08-24,10.64996
2020-08-25,8.3007
2020-08-26,10.1018
2020-08-27,12.60767
2020-08-28,10.41503
2020-08-29,5.32498
2020-08-30,9.71025
2020-08-31,15.81832
2020-09-01,15.27016
2020-09-02,13.39075
2020-09-03,14.33046
2020-09-04,20.98668
2020-09-05,8.84886
2020-09-06,7.83085
2020-09-07,15.6617
2020-09-08,13.70399
2020-09-09,18.32419
2020-09-10,14.17384
2020-09-11,11.19812
2020-09-12,7.20438
2020-09-13,7.20438
2020-09-14,12.29444
2020-09-15,12.84259
2020-09-16,13.93891
2020-09-17,11.74628
2020-09-18,9.16209
2020-09-19,6.57791
2020-09-20,5.5599
2020-09-21,11.35473
2020-09-22,19.18559
2020-09-23,12.68598
2020-09-24,19.89036
2020-09-25,12.13782
2020-09-26,5.95144
2020-09-27,5.95144
2020-09-28,11.27642
2020-09-29,8.61393
2020-09-30,7.98747
2020-10-01,6.81284
2020-10-02,9.71025
2020-10-03,6.42129
2020-10-04,6.10806
2020-10-05,12.9209
2020-10-06,9.31871
2020-10-07,10.96319
2020-10-08,9.16209
2020-10-09,7.90916
2020-10-10,5.71652
2020-10-11,4.85512
2020-10-12,7.361
2020-10-13,8.92717
2020-10-14,9.47533
2020-10-15,11.43304
2020-10-16,13.46906
2020-10-17,5.24667
2020-10-18,5.09005
2020-10-19,8.53563
2020-10-20,11.0415
2020-10-21,8.37901
2020-10-22,9.78856
2020-10-23,7.59592
2020-10-24,4.22866
2020-10-25,5.48159
2020-10-26,10.49334
2020-10-27,9.31871
2020-10-28,6.73453
2020-10-29,8.37901
2020-10-30,9.16209
2020-10-31,4.77682
2020-11-01,4.6202
2020-11-02,5.32498
2020-11-03,4.6202
2020-11-04,8.53563
2020-11-05,10.64996
2020-11-06,8.69224
2020-11-07,4.6202
2020-11-08,5.48159
2020-11-09,11.19812
2020-11-10,12.52936
2020-11-11,9.78856
2020-11-12,8.53563
2020-11-13,11.9812
2020-11-14,6.81284
2020-11-15,6.65622
2020-11-16,13.70399
2020-11-17,12.29444
2020-11-18,9.16209
2020-11-19,8.69224
2020-11-20,7.98747
2020-11-21,4.93343
2020-11-22,6.34299
2020-11-23,11.58966
2020-11-24,12.60767
2020-11-25,14.17384
2020-11-26,10.72826
2020-11-27,11.74628
2020-11-28,8.22239
2020-11-29,7.75254
2020-11-30,10.1018
2020-12-01,11.0415
2020-12-02,12.84259
2020-12-03,49.88253
2020-12-04,15.50509
2020-12-05,8.77055
2020-12-06,8.69224
2020-12-07,14.722
2020-12-08,14.56538
2020-12-09,14.48707
2020-12-10,15.34847
2020-12-11,14.722
2020-12-12,8.61393
2020-12-13,7.28269
2020-12-14,12.84259
2020-12-15,12.45105
2020-12-16,9.16209
2020-12-17,10.64996
2020-12-18,13.23414
2020-12-19,9.31871
2020-12-20,7.90916
2020-12-21,14.87862
2020-12-22,14.80031
2020-12-23,13.39075
2020-12-24,15.34847
2020-12-25,9.31871
2020-12-26,8.77055
2020-12-27,9.86687
2020-12-28,13.54737
2020-12-29,18.48081
2020-12-30,22.31793
2020-12-31,33.0462
2021-01-01,7.90916
2021-01-02,9.63194
2021-01-03,11.0415
2021-01-04,62.09866
2021-01-05,25.52858
2021-01-06,21.22161
2021-01-07,23.64917
2021-01-08,38.76272
2021-01-09,24.19733
2021-01-10,15.81832
2021-01-11,43.38292
2021-01-12,27.48629
2021-01-13,22.00469
2021-01-14,23.17932
2021-01-15,21.06499
2021-01-16,11.66797
2021-01-17,9.31871
2021-01-18,25.7635
2021-01-19,20.90837
2021-01-20,16.13155
2021-01-21,20.43852
2021-01-22,18.16758
2021-01-23,13.23414
2021-01-24,11.66797
2021-01-25,18.4025
2021-01-26,20.83007
2021-01-27,19.65544
2021-01-28,22.63116
2021-01-29,39.4675
2021-01-30,19.26389
2021-01-31,14.95693
2021-02-01,21.37823
2021-02-02,16.5231
2021-02-03,16.20986
2021-02-04,16.05324
2021-02-05,15.03523
2021-02-06,9.63194
2021-02-07,10.72826
2021-02-08,16.83633
2021-02-09,18.08927
2021-02-10,18.24588
2021-02-11,16.91464
2021-02-12,13.54737
2021-02-13,12.84259
2021-02-14,10.25841
2021-02-15,20.90837
