date,세액공제
2020-03-20,11.21985
2020-03-21,7.75952
2020-03-22,6.9556
2020-03-23,10.97518
2020-03-24,10.20622
2020-03-25,11.39461
2020-03-26,11.42957
2020-03-27,11.63928
2020-03-28,6.64103
2020-03-29,6.01188
2020-03-30,12.19853
2020-03-31,11.32471
2020-04-01,8.98287
2020-04-02,10.62565
2020-04-03,10.03145
2020-04-04,6.04683
2020-04-05,7.06046
2020-04-06,9.4023
2020-04-07,9.9965
2020-04-08,11.04508
2020-04-09,14.47046
2020-04-10,11.95386
2020-04-11,7.51485
2020-04-12,6.32645
2020-04-13,10.31108
2020-04-14,9.36735
2020-04-15,7.58476
2020-04-16,9.78678
2020-04-17,9.75183
2020-04-18,5.59245
2020-04-19,6.46627
2020-04-20,11.08004
2020-04-21,8.94792
2020-04-22,82.10415
2020-04-23,69.34638
2020-04-24,33.97413
2020-04-25,16.35791
2020-04-26,10.03145
2020-04-27,16.39286
2020-04-28,16.56763
2020-04-29,17.72107
2020-04-30,24.18734
2020-05-01,25.20097
2020-05-02,14.64522
2020-05-03,16.2181
2020-05-04,27.78748
2020-05-05,18.00069
2020-05-06,22.22998
2020-05-07,21.32121
2020-05-08,19.04928
2020-05-09,13.87626
2020-05-10,13.63159
2020-05-11,31.7721
2020-05-12,31.7022
2020-05-13,25.09612
2020-05-14,23.45333
2020-05-15,22.33484
2020-05-16,11.42957
2020-05-17,11.49947
2020-05-18,19.81824
2020-05-19,20.13282
2020-05-20,22.47465
2020-05-21,19.29395
2020-05-22,17.26668
2020-05-23,10.55574
2020-05-24,11.32471
2020-05-25,19.3289
2020-05-26,22.19503
2020-05-27,18.62984
2020-05-28,18.24536
2020-05-29,18.24536
2020-05-30,10.6606
2020-05-31,11.53442
2020-06-01,16.25305
2020-06-02,11.42957
2020-06-03,10.94023
2020-06-04,11.2548
2020-06-05,8.45858
2020-06-06,5.27787
2020-06-07,5.80216
2020-06-08,9.08773
2020-06-09,10.6606
2020-06-10,9.82174
2020-06-11,8.28381
2020-06-12,8.00419
2020-06-13,5.66235
2020-06-14,5.55749
2020-06-15,9.15763
2020-06-16,8.98287
2020-06-17,9.68192
2020-06-18,9.22754
2020-06-19,8.66829
2020-06-20,5.73226
2020-06-21,5.76721
2020-06-22,8.84306
2020-06-23,10.97518
2020-06-24,10.52079
2020-06-25,16.14819
2020-06-26,7.93428
2020-06-27,5.83711
2020-06-28,4.68367
2020-06-29,8.49353
2020-06-30,7.89933
2020-07-01,8.28381
2020-07-02,8.84306
2020-07-03,6.74589
2020-07-04,4.08947
2020-07-05,4.50891
2020-07-06,7.72457
2020-07-07,7.27018
2020-07-08,8.31876
2020-07-09,7.96924
2020-07-10,6.39636
2020-07-11,4.15938
2020-07-12,4.99825
2020-07-13,8.28381
2020-07-14,8.31876
2020-07-15,7.72457
2020-07-16,7.27018
2020-07-17,6.92065
2020-07-18,4.68367
2020-07-19,5.38273
2020-07-20,7.96924
2020-07-21,8.45858
2020-07-22,11.98881
2020-07-23,11.28975
2020-07-24,8.70325
2020-07-25,4.54386
2020-07-26,4.64872
2020-07-27,9.26249
2020-07-28,7.65466
2020-07-29,8.52848
2020-07-30,8.10905
2020-07-31,7.65466
2020-08-01,5.17301
2020-08-02,4.33414
2020-08-03,6.99056
2020-08-04,7.72457
2020-08-05,7.5498
2020-08-06,8.00419
2020-08-07,7.72457
2020-08-08,4.68367
2020-08-09,5.38273
2020-08-10,10.31108
2020-08-11,8.10905
2020-08-12,8.17895
2020-08-13,8.00419
2020-08-14,7.23523
2020-08-15,3.46032
2020-08-16,3.63509
2020-08-17,4.22929
2020-08-18,6.71094
2020-08-19,10.17126
2020-08-20,8.00419
2020-08-21,6.9556
2020-08-22,4.47396
2020-08-23,5.31282
2020-08-24,7.86438
2020-08-25,9.29744
2020-08-26,7.86438
2020-08-27,8.8081
2020-08-28,7.5498
2020-08-29,5.59245
2020-08-30,4.40405
2020-08-31,6.8857
2020-09-01,8.7382
2020-09-02,8.31876
2020-09-03,7.86438
2020-09-04,6.04683
2020-09-05,4.3691
2020-09-06,4.47396
2020-09-07,6.53617
2020-09-08,7.86438
2020-09-09,8.87801
2020-09-10,9.05277
2020-09-11,7.37504
2020-09-12,5.27787
2020-09-13,4.33414
2020-09-14,7.20027
2020-09-15,8.28381
2020-09-16,8.00419
2020-09-17,18.35022
2020-09-18,8.38867
2020-09-19,4.96329
2020-09-20,4.75358
2020-09-21,7.79447
2020-09-22,9.19259
2020-09-23,8.56343
2020-09-24,8.144
2020-09-25,7.13037
2020-09-26,4.61377
2020-09-27,5.38273
2020-09-28,7.30513
2020-09-29,6.67598
2020-09-30,3.94966
2020-10-01,3.32051
2020-10-02,3.63509
2020-10-03,3.94966
2020-10-04,4.82348
2020-10-05,7.58476
2020-10-06,8.45858
2020-10-07,8.00419
2020-10-08,7.72457
2020-10-09,4.99825
2020-10-10,5.80216
2020-10-11,5.31282
2020-10-12,6.99056
2020-10-13,7.37504
2020-10-14,9.36735
2020-10-15,8.56343
2020-10-16,8.28381
2020-10-17,5.59245
2020-10-18,5.66235
2020-10-19,8.56343
2020-10-20,8.70325
2020-10-21,9.19259
2020-10-22,7.96924
2020-10-23,11.04508
2020-10-24,7.51485
2020-10-25,6.46627
2020-10-26,9.50716
2020-10-27,8.42362
2020-10-28,9.43725
2020-10-29,9.64697
2020-10-30,11.21985
2020-10-31,5.48759
2020-11-01,7.44494
2020-11-02,9.68192
2020-11-03,10.5907
2020-11-04,8.24886
2020-11-05,8.59839
2020-11-06,9.19259
2020-11-07,5.24292
2020-11-08,5.48759
2020-11-09,9.61202
2020-11-10,8.84306
2020-11-11,9.12268
2020-11-12,11.60433
2020-11-13,11.42957
2020-11-14,6.15169
2020-11-15,7.37504
2020-11-16,11.39461
2020-11-17,11.42957
2020-11-18,11.95386
2020-11-19,8.94792
2020-11-20,10.5907
2020-11-21,5.80216
2020-11-22,6.92065
2020-11-23,12.61796
2020-11-24,12.26843
2020-11-25,12.58301
2020-11-26,12.33834
2020-11-27,11.81405
2020-11-28,9.05277
2020-11-29,10.80041
2020-11-30,14.05103
2020-12-01,17.4764
2020-12-02,15.93848
2020-12-03,14.88989
2020-12-04,12.93254
2020-12-05,8.91296
2020-12-06,10.34603
2020-12-07,16.74239
2020-12-08,18.10555
2020-12-09,18.14051
2020-12-10,18.17546
2020-12-11,16.53268
2020-12-12,10.41593
2020-12-13,10.41593
2020-12-14,17.72107
2020-12-15,19.74833
2020-12-16,18.42013
2020-12-17,21.95036
2020-12-18,16.04334
2020-12-19,10.10136
2020-12-20,11.60433
2020-12-21,19.74833
2020-12-22,20.09786
2020-12-23,22.12513
2020-12-24,20.27263
2020-12-25,13.94617
2020-12-26,13.31702
2020-12-27,32.47116
2020-12-28,34.53337
2020-12-29,31.35267
2020-12-30,27.3331
2020-12-31,23.97763
2021-01-01,12.65291
2021-01-02,13.66655
2021-01-03,13.7015
2021-01-04,20.62216
2021-01-05,21.25131
2021-01-06,21.21635
2021-01-07,18.31527
2021-01-08,17.33659
2021-01-09,11.01013
2021-01-10,12.47815
2021-01-11,20.16777
2021-01-12,20.83187
2021-01-13,27.26319
2021-01-14,28.48654
2021-01-15,70.36001
2021-01-16,30.37399
2021-01-17,28.34673
2021-01-18,91.15693
2021-01-19,92.90457
2021-01-20,100.0
2021-01-21,93.11429
2021-01-22,66.68996
2021-01-23,31.80706
2021-01-24,30.58371
2021-01-25,57.95176
2021-01-26,57.04299
2021-01-27,43.79587
2021-01-28,34.46347
2021-01-29,28.6613
2021-01-30,16.46277
2021-01-31,14.88989
2021-02-01,26.52918
2021-02-02,25.72527
2021-02-03,23.31352
2021-02-04,24.32715
2021-02-05,19.71338
2021-02-06,11.42957
2021-02-07,11.70919
2021-02-08,22.09017
2021-02-09,21.21635
2021-02-10,18.87451
2021-02-11,9.50716
2021-02-12,8.03914
2021-02-13,8.03914
2021-02-14,9.05277
2021-02-15,21.91541
2021-02-16,23.66305
2021-02-17,24.78154
2021-02-18,22.99895
2021-02-19,23.20866
2021-02-20,11.28975
2021-02-21,9.12268
2021-02-22,20.09786
2021-02-23,20.86682
2021-02-24,20.20272
2021-02-25,21.91541
2021-02-26,17.4764
2021-02-27,8.94792
2021-02-28,7.40999
2021-03-01,9.71688
2021-03-02,13.49178
2021-03-03,15.93848
2021-03-04,12.75777
2021-03-05,14.47046
2021-03-06,8.31876
2021-03-07,8.17895
2021-03-08,14.57532
2021-03-09,13.63159
2021-03-10,16.53268
2021-03-11,13.00244
2021-03-12,11.1849
2021-03-13,6.2216
2021-03-14,6.64103
2021-03-15,11.70919
2021-03-16,11.2548
2021-03-17,13.21216
2021-03-18,11.46452
2021-03-19,8.7382
2021-03-20,5.59245
2021-03-21,6.85075
2021-03-22,10.62565
2021-03-23,9.9965
2021-03-24,9.36735
2021-03-25,13.21216
2021-03-26,8.7382
2021-03-27,5.6274
2021-03-28,5.6274
2021-03-29,9.71688
2021-03-30,8.77315
2021-03-31,10.31108
2021-04-01,9.47221
2021-04-02,8.10905
2021-04-03,4.78853
2021-04-04,6.15169
2021-04-05,8.91296
2021-04-06,9.4023
2021-04-07,9.43725
2021-04-08,12.05872
2021-04-09,10.10136
2021-04-10,6.67598
2021-04-11,5.87207
2021-04-12,10.06641
2021-04-13,10.94023
2021-04-14,10.24117
2021-04-15,10.38098
2021-04-16,9.82174
2021-04-17,7.06046
2021-04-18,5.87207
2021-04-19,9.54211
2021-04-20,10.20622
2021-04-21,9.43725
2021-04-22,8.66829
2021-04-23,8.98287
2021-04-24,4.99825
2021-04-25,5.87207
2021-04-26,9.01782
2021-04-27,8.42362
2021-04-28,7.82943
2021-04-29,9.08773
2021-04-30,7.82943
2021-05-01,15.09961
2021-05-02,16.63753
2021-05-03,29.9196
2021-05-04,25.13107
2021-05-05,15.34428
2021-05-06,24.60678
2021-05-07,19.64348
2021-05-08,11.60433
2021-05-09,11.56938
2021-05-10,25.30583
2021-05-11,25.83012
2021-05-12,23.41838
2021-05-13,22.47465
2021-05-14,19.53862
2021-05-15,10.94023
2021-05-16,13.38692
2021-05-17,21.07654
2021-05-18,18.17546
2021-05-19,13.49178
2021-05-20,20.55225
2021-05-21,18.6648
2021-05-22,9.96155
2021-05-23,12.12862
2021-05-24,19.36385
2021-05-25,22.09017
2021-05-26,20.44739
2021-05-27,20.76197
2021-05-28,18.55994
2021-05-29,9.9965
2021-05-30,13.84131
2021-05-31,25.30583
2021-06-01,10.03145
2021-06-02,9.15763
2021-06-03,10.27612
2021-06-04,8.84306
2021-06-05,5.6274
2021-06-06,5.90702
2021-06-07,8.00419
2021-06-08,9.4023
2021-06-09,10.20622
2021-06-10,9.71688
2021-06-11,8.77315
2021-06-12,4.40405
2021-06-13,5.48759
2021-06-14,7.93428
2021-06-15,9.19259
2021-06-16,8.21391
2021-06-17,9.29744
2021-06-18,9.36735
2021-06-19,4.64872
2021-06-20,4.64872
2021-06-21,8.98287
2021-06-22,8.21391
2021-06-23,8.70325
2021-06-24,7.93428
2021-06-25,6.99056
2021-06-26,4.99825
2021-06-27,5.17301
2021-06-28,8.52848
2021-06-29,8.8081
2021-06-30,9.64697
2021-07-01,10.03145
2021-07-02,6.71094
2021-07-03,4.50891
2021-07-04,4.19433
2021-07-05,7.93428
2021-07-06,8.42362
2021-07-07,8.10905
2021-07-08,8.28381
2021-07-09,8.66829
2021-07-10,4.85844
2021-07-11,4.68367
2021-07-12,7.58476
2021-07-13,8.52848
2021-07-14,7.06046
2021-07-15,8.49353
2021-07-16,7.30513
2021-07-17,4.439
2021-07-18,4.40405
2021-07-19,7.51485
2021-07-20,8.70325
2021-07-21,8.17895
2021-07-22,7.82943
2021-07-23,9.22754
2021-07-24,5.17301
2021-07-25,5.73226
2021-07-26,10.62565
2021-07-27,12.86263
2021-07-28,7.65466
2021-07-29,7.89933
2021-07-30,7.20027
2021-07-31,4.71862
2021-08-01,3.56518
2021-08-02,8.03914
2021-08-03,7.93428
2021-08-04,7.93428
2021-08-05,7.89933
2021-08-06,6.9556
2021-08-07,4.54386
2021-08-08,5.24292
2021-08-09,10.90527
2021-08-10,9.12268
2021-08-11,9.29744
2021-08-12,8.98287
2021-08-13,7.65466
2021-08-14,4.54386
2021-08-15,4.26424
2021-08-16,6.46627
2021-08-17,8.56343
2021-08-18,9.4023
2021-08-19,9.50716
2021-08-20,7.27018
2021-08-21,4.19433
2021-08-22,4.22929
2021-08-23,7.5498
2021-08-24,8.03914
2021-08-25,10.13631
2021-08-26,10.83537
2021-08-27,7.27018
2021-08-28,4.96329
2021-08-29,5.34778
2021-08-30,8.42362
2021-08-31,9.64697
2021-09-01,8.42362
2021-09-02,10.06641
2021-09-03,8.28381
2021-09-04,5.27787
2021-09-05,6.43131
2021-09-06,10.45089
2021-09-07,9.92659
2021-09-08,10.24117
2021-09-09,8.42362
2021-09-10,7.86438
2021-09-11,4.64872
2021-09-12,5.6973
2021-09-13,7.44494
2021-09-14,9.82174
2021-09-15,8.63334
2021-09-16,9.92659
2021-09-17,7.93428
2021-09-18,4.68367
2021-09-19,4.26424
2021-09-20,5.6973
2021-09-21,5.31282
2021-09-22,6.46627
2021-09-23,10.62565
2021-09-24,9.43725
2021-09-25,7.34009
2021-09-26,8.10905
2021-09-27,10.31108
2021-09-28,10.90527
2021-09-29,9.29744
2021-09-30,10.20622
2021-10-01,8.52848
2021-10-02,4.82348
2021-10-03,4.08947
2021-10-04,5.97693
2021-10-05,9.29744
2021-10-06,9.08773
2021-10-07,8.59839
2021-10-08,7.02551
2021-10-09,4.85844
2021-10-10,5.06815
2021-10-11,7.4799
2021-10-12,9.01782
2021-10-13,9.12268
2021-10-14,9.43725
2021-10-15,7.30513
2021-10-16,5.83711
2021-10-17,5.76721
2021-10-18,7.93428
2021-10-19,7.79447
2021-10-20,11.1849
2021-10-21,8.59839
2021-10-22,8.10905
2021-10-23,5.0332
2021-10-24,5.83711
2021-10-25,9.89164
2021-10-26,9.01782
2021-10-27,9.92659
2021-10-28,9.29744
2021-10-29,8.31876
2021-10-30,5.45263
2021-10-31,5.59245
2021-11-01,9.82174
2021-11-02,11.2548
2021-11-03,9.92659
2021-11-04,10.55574
2021-11-05,9.19259
2021-11-06,5.17301
2021-11-07,5.41768
2021-11-08,10.20622
2021-11-09,11.11499
2021-11-10,10.06641
2021-11-11,10.06641
2021-11-12,7.93428
2021-11-13,5.31282
2021-11-14,5.6274
2021-11-15,10.6606
2021-11-16,11.77909
2021-11-17,11.08004
2021-11-18,10.62565
2021-11-19,10.03145
2021-11-20,6.53617
2021-11-21,6.2216
2021-11-22,9.85669
2021-11-23,11.2548
2021-11-24,10.06641
2021-11-25,13.17721
2021-11-26,9.82174
2021-11-27,5.83711
2021-11-28,6.46627
2021-11-29,12.65291
2021-11-30,11.01013
2021-12-01,11.42957
2021-12-02,10.13631
2021-12-03,10.55574
2021-12-04,6.01188
2021-12-05,8.00419
2021-12-06,12.75777
2021-12-07,14.22579
2021-12-08,13.52673
2021-12-09,15.30933
2021-12-10,12.33834
2021-12-11,8.17895
2021-12-12,11.11499
2021-12-13,14.12093
2021-12-14,13.7015
2021-12-15,13.42188
2021-12-16,13.14225
2021-12-17,11.28975
2021-12-18,6.46627
2021-12-19,9.15763
2021-12-20,15.90353
2021-12-21,16.63753
2021-12-22,17.79098
2021-12-23,16.63753
2021-12-24,15.93848
2021-12-25,9.50716
2021-12-26,10.10136
2021-12-27,18.28032
2021-12-28,18.76966
2021-12-29,17.86088
2021-12-30,20.69206
2021-12-31,20.72701
2022-01-01,8.21391
2022-01-02,10.27612
2022-01-03,15.37923
2022-01-04,17.16183
2022-01-05,15.13456
2022-01-06,13.73645
2022-01-07,13.7714
2022-01-08,6.92065
2022-01-09,9.12268
2022-01-10,16.2181
2022-01-11,17.33659
2022-01-12,17.93079
2022-01-13,19.71338
2022-01-14,22.61447
2022-01-15,24.32715
2022-01-16,22.50961
2022-01-17,61.27228
2022-01-18,78.04963
2022-01-19,65.81614
2022-01-20,66.86473
2022-01-21,60.08388
2022-01-22,25.86508
2022-01-23,23.87277
2022-01-24,57.8469
2022-01-25,53.44285
2022-01-26,44.77455
2022-01-27,33.31003
2022-01-28,27.82243
2022-01-29,14.08598
2022-01-30,11.63928
2022-01-31,8.8081
2022-02-01,10.27612
2022-02-02,13.00244
2022-02-03,23.52324
2022-02-04,21.1814
2022-02-05,11.849
2022-02-06,11.46452
2022-02-07,23.24362
2022-02-08,21.39112
2022-02-09,23.97763
2022-02-10,24.01258
2022-02-11,19.15414
2022-02-12,9.9965
2022-02-13,9.57707
2022-02-14,22.22998
2022-02-15,22.22998
2022-02-16,22.82418
2022-02-17,21.21635
2022-02-18,20.20272
2022-02-19,10.76546
2022-02-20,9.50716
2022-02-21,21.63579
2022-02-22,22.64942
2022-02-23,20.55225
2022-02-24,19.18909
2022-02-25,19.71338
2022-02-26,10.55574
2022-02-27,8.31876
2022-02-28,14.3656
2022-03-01,10.24117
2022-03-02,12.19853
2022-03-03,12.75777
2022-03-04,12.05872
2022-03-05,6.64103
