date,SK바이오사이언스주가
2021-08-26,9.94508
2021-08-27,8.49302
2021-08-28,0.92312
2021-08-29,0.75706
2021-08-30,8.41211
2021-08-31,11.14727
2021-09-01,8.901
2021-09-02,7.8203
2021-09-03,10.53159
2021-09-04,1.19369
2021-09-05,1.01066
2021-09-06,9.01745
2021-09-07,8.09406
2021-09-08,7.77282
2021-09-09,7.66725
2021-09-10,6.79823
2021-09-11,0.68544
2021-09-12,0.5491
2021-09-13,5.8576
2021-09-14,6.33481
2021-09-15,6.25868
2021-09-16,5.5101
2021-09-17,5.24722
2021-09-18,0.57774
2021-09-19,0.5162
2021-09-20,0.37641
2021-09-21,0.40718
2021-09-22,0.53371
2021-09-23,6.49928
2021-09-24,6.70513
2021-09-25,0.81038
2021-09-26,0.69924
2021-09-27,6.29953
2021-09-28,5.45784
2021-09-29,6.28123
2021-09-30,5.20292
2021-10-01,5.1191
2021-10-02,0.56873
2021-10-03,0.43105
2021-10-04,0.82922
2021-10-05,5.5552
2021-10-06,5.70322
2021-10-07,5.62894
2021-10-08,4.86391
2021-10-09,0.53318
2021-10-10,0.39922
2021-10-11,0.71064
2021-10-12,4.94031
2021-10-13,4.26096
2021-10-14,4.56496
2021-10-15,3.9193
2021-10-16,0.41779
2021-10-17,0.35784
2021-10-18,3.46278
2021-10-19,3.39116
2021-10-20,3.59462
2021-10-21,3.5413
2021-10-22,3.11767
2021-10-23,0.37588
2021-10-24,0.29418
2021-10-25,3.34633
2021-10-26,3.8445
2021-10-27,3.63414
2021-10-28,4.44426
2021-10-29,4.02302
2021-10-30,0.42654
2021-10-31,0.36155
2021-11-01,3.32961
2021-11-02,4.54719
2021-11-03,4.87055
2021-11-04,5.01671
2021-11-05,5.62523
2021-11-06,0.78465
2021-11-07,0.60268
2021-11-08,6.47806
2021-11-09,4.57239
2021-11-10,4.14876
2021-11-11,3.9392
2021-11-12,4.86604
2021-11-13,0.83293
2021-11-14,0.61621
2021-11-15,4.55647
2021-11-16,4.56151
2021-11-17,4.00445
2021-11-18,3.97846
2021-11-19,3.76996
2021-11-20,0.53
2021-11-21,0.49525
2021-11-22,3.64581
2021-11-23,3.35773
2021-11-24,4.0331
2021-11-25,3.94424
2021-11-26,5.82895
2021-11-27,1.13082
2021-11-28,1.00694
2021-11-29,5.91941
2021-11-30,5.34113
2021-12-01,4.93368
2021-12-02,4.00021
2021-12-03,4.12727
2021-12-04,0.55599
2021-12-05,0.46978
2021-12-06,3.597
2021-12-07,3.85033
2021-12-08,4.40235
2021-12-09,4.00153
2021-12-10,3.48877
2021-12-11,0.49551
2021-12-12,0.47721
2021-12-13,3.41821
2021-12-14,4.59414
2021-12-15,3.74608
2021-12-16,3.79834
2021-12-17,4.60395
2021-12-18,0.78333
2021-12-19,0.67563
2021-12-20,4.63578
2021-12-21,5.0931
2021-12-22,4.50687
2021-12-23,5.03368
2021-12-24,4.03522
2021-12-25,0.5995
2021-12-26,0.58623
2021-12-27,4.46336
2021-12-28,4.22621
2021-12-29,3.62592
2021-12-30,3.21767
2021-12-31,0.97485
2022-01-01,0.38994
2022-01-02,0.42628
2022-01-03,3.37842
2022-01-04,3.01925
2022-01-05,3.04711
2022-01-06,3.91877
2022-01-07,3.58639
2022-01-08,0.5743
2022-01-09,0.58862
2022-01-10,3.4137
2022-01-11,3.54236
2022-01-12,5.06499
2022-01-13,4.18616
2022-01-14,3.5283
2022-01-15,0.57032
2022-01-16,0.51647
2022-01-17,3.17364
2022-01-18,3.71664
2022-01-19,3.46357
2022-01-20,3.30574
2022-01-21,3.03464
2022-01-22,0.51886
2022-01-23,0.40453
2022-01-24,3.03729
2022-01-25,2.72932
2022-01-26,2.77919
2022-01-27,2.98318
2022-01-28,2.95957
2022-01-29,0.48437
2022-01-30,0.33821
2022-01-31,0.26791
2022-02-01,0.32388
2022-02-02,0.42177
2022-02-03,3.06249
2022-02-04,2.91076
2022-02-05,0.43291
2022-02-06,0.40134
2022-02-07,2.74921
2022-02-08,3.01448
2022-02-09,3.35243
2022-02-10,3.25587
2022-02-11,2.83144
2022-02-12,0.45864
2022-02-13,0.34855
2022-02-14,3.01342
2022-02-15,4.65833
2022-02-16,3.09857
2022-02-17,2.59748
2022-02-18,2.17359
2022-02-19,0.32229
2022-02-20,0.29868
2022-02-21,2.19613
2022-02-22,2.21338
2022-02-23,2.0436
2022-02-24,2.43726
2022-02-25,2.22346
2022-02-26,0.28569
2022-02-27,0.24696
2022-02-28,2.20648
2022-03-01,0.4605
2022-03-02,1.94599
2022-03-03,2.01496
2022-03-04,1.86535
2022-03-05,0.27136
2022-03-06,0.24988
2022-03-07,1.93723
2022-03-08,1.77967
2022-03-09,0.28065
2022-03-10,1.87383
2022-03-11,1.93829
2022-03-12,0.37322
2022-03-13,0.23131
2022-03-14,1.83723
2022-03-15,2.20701
2022-03-16,1.84359
2022-03-17,1.92901
2022-03-18,3.2694
2022-03-19,0.40028
2022-03-20,0.3589
2022-03-21,2.42134
2022-03-22,2.28261
2022-03-23,2.81845
2022-03-24,2.37174
2022-03-25,2.04997
2022-03-26,0.32362
2022-03-27,0.28383
2022-03-28,1.97039
2022-03-29,1.8481
2022-03-30,2.30065
2022-03-31,2.34946
2022-04-01,1.76057
2022-04-02,0.25783
2022-04-03,0.23316
2022-04-04,1.83802
2022-04-05,1.64756
2022-04-06,1.71706
2022-04-07,1.50591
2022-04-08,1.52819
2022-04-09,0.19974
2022-04-10,0.17215
2022-04-11,1.44888
2022-04-12,1.37513
2022-04-13,1.63616
2022-04-14,1.4823
2022-04-15,1.52634
2022-04-16,0.31964
2022-04-17,0.25412
2022-04-18,1.72316
2022-04-19,1.42819
2022-04-20,1.45127
2022-04-21,1.54729
2022-04-22,1.54676
2022-04-23,0.2833
2022-04-24,0.226
2022-04-25,5.27455
2022-04-26,3.70523
2022-04-27,2.82773
2022-04-28,2.15873
2022-04-29,2.09958
2022-04-30,0.47933
2022-05-01,0.28914
2022-05-02,1.94758
2022-05-03,1.75049
2022-05-04,1.56984
2022-05-05,0.31991
2022-05-06,1.6213
2022-05-07,0.24086
2022-05-08,0.23184
2022-05-09,1.50061
2022-05-10,1.61202
2022-05-11,1.78417
2022-05-12,1.58682
2022-05-13,1.63801
2022-05-14,0.26049
2022-05-15,0.22202
2022-05-16,1.70221
2022-05-17,1.49026
2022-05-18,1.44145
2022-05-19,1.33402
2022-05-20,1.55074
2022-05-21,0.25571
2022-05-22,0.20796
2022-05-23,2.02291
2022-05-24,1.6083
2022-05-25,1.60751
2022-05-26,1.50883
2022-05-27,1.43535
2022-05-28,0.252
2022-05-29,0.17985
2022-05-30,1.43031
2022-05-31,1.34436
2022-06-01,0.25306
2022-06-02,1.18812
2022-06-03,1.18122
2022-06-04,0.17109
2022-06-05,0.13024
2022-06-06,0.20664
2022-06-07,1.17698
2022-06-08,1.36558
2022-06-09,1.3571
2022-06-10,1.32394
2022-06-11,0.18515
2022-06-12,0.17878
2022-06-13,1.72078
2022-06-14,1.79187
2022-06-15,1.67488
2022-06-16,1.77913
2022-06-17,1.69849
2022-06-18,0.25571
2022-06-19,0.18382
2022-06-20,1.86057
2022-06-21,1.66772
2022-06-22,1.73563
2022-06-23,1.68125
2022-06-24,2.0314
2022-06-25,0.34855
2022-06-26,0.30823
2022-06-27,3.64926
2022-06-28,3.15772
2022-06-29,4.94508
2022-06-30,3.34394
2022-07-01,2.36458
2022-07-02,0.36898
2022-07-03,0.2833
2022-07-04,2.37519
2022-07-05,9.22542
2022-07-06,5.58438
2022-07-07,9.10844
2022-07-08,5.93108
2022-07-09,0.94726
2022-07-10,0.89898
2022-07-11,6.68284
2022-07-12,5.27826
2022-07-13,5.67961
2022-07-14,5.48384
2022-07-15,5.54353
2022-07-16,0.95973
2022-07-17,0.80773
2022-07-18,4.0774
2022-07-19,3.34076
2022-07-20,3.2816
2022-07-21,2.77866
2022-07-22,2.44814
2022-07-23,0.31274
2022-07-24,0.29099
2022-07-25,2.57891
2022-07-26,2.36696
2022-07-27,2.48501
2022-07-28,2.3606
2022-07-29,2.53939
2022-07-30,0.2955
2022-07-31,0.2459
2022-08-01,2.29879
2022-08-02,1.94333
2022-08-03,2.17783
2022-08-04,2.27359
2022-08-05,3.23279
2022-08-06,0.37031
2022-08-07,0.29709
2022-08-08,2.27492
2022-08-09,2.66221
2022-08-10,2.03671
2022-08-11,2.6073
2022-08-12,2.78051
2022-08-13,0.37137
2022-08-14,0.29232
2022-08-15,0.45917
2022-08-16,2.45636
2022-08-17,2.05554
2022-08-18,2.03114
2022-08-19,1.99665
2022-08-20,0.25624
2022-08-21,0.1939
2022-08-22,1.82025
2022-08-23,1.71918
2022-08-24,1.88975
2022-08-25,1.96243
2022-08-26,1.72157
2022-08-27,0.24828
2022-08-28,0.18011
2022-08-29,1.55101
2022-08-30,1.70513
2022-08-31,1.73669
2022-09-01,1.68523
2022-09-02,1.91813
2022-09-03,0.30266
2022-09-04,0.23767
2022-09-05,1.67435
2022-09-06,1.50511
2022-09-07,1.45922
2022-09-08,1.51015
2022-09-09,0.24563
2022-09-10,0.17215
2022-09-11,0.16605
2022-09-12,0.22865
2022-09-13,1.94466
2022-09-14,1.70115
2022-09-15,1.4571
2022-09-16,1.46904
2022-09-17,0.2459
2022-09-18,0.20902
2022-09-19,1.79266
2022-09-20,2.03618
2022-09-21,1.87702
2022-09-22,1.75314
2022-09-23,1.71759
2022-09-24,0.27693
2022-09-25,0.2191
2022-09-26,1.6351
2022-09-27,1.65022
2022-09-28,1.86667
2022-09-29,1.83325
2022-09-30,1.66109
2022-10-01,0.25279
2022-10-02,0.19417
2022-10-03,0.22839
2022-10-04,1.90434
2022-10-05,2.39959
2022-10-06,1.73484
2022-10-07,1.93564
2022-10-08,0.24908
2022-10-09,0.18701
2022-10-10,0.24935
2022-10-11,1.70645
2022-10-12,1.72847
2022-10-13,1.45631
2022-10-14,1.42898
2022-10-15,0.21566
2022-10-16,0.17268
2022-10-17,1.60539
2022-10-18,1.71149
2022-10-19,1.43243
2022-10-20,1.20192
2022-10-21,1.12791
2022-10-22,0.18011
2022-10-23,0.14085
2022-10-24,1.70619
2022-10-25,1.65366
2022-10-26,1.54331
2022-10-27,1.45339
2022-10-28,1.27699
2022-10-29,0.1817
2022-10-30,0.126
2022-10-31,1.33428
2022-11-01,1.24462
2022-11-02,2.424
2022-11-03,1.47753
2022-11-04,1.30829
2022-11-05,0.1886
2022-11-06,0.13687
2022-11-07,1.79054
2022-11-08,1.45631
2022-11-09,1.50803
2022-11-10,1.46559
2022-11-11,1.88047
2022-11-12,0.28993
2022-11-13,0.23847
2022-11-14,2.17889
2022-11-15,2.26616
2022-11-16,1.85871
2022-11-17,1.56056
2022-11-18,1.47859
2022-11-19,0.17958
2022-11-20,0.14536
2022-11-21,1.22261
2022-11-22,1.1669
2022-11-23,2.37174
2022-11-24,1.41652
2022-11-25,1.22897
2022-11-26,0.14934
2022-11-27,0.14881
2022-11-28,1.11411
2022-11-29,1.10191
2022-11-30,1.16266
2022-12-01,1.17804
2022-12-02,0.97379
2022-12-03,0.10584
2022-12-04,0.10478
2022-12-05,1.03798
2022-12-06,1.1921
2022-12-07,1.00986
2022-12-08,1.03002
2022-12-09,0.90084
2022-12-10,0.14589
2022-12-11,0.12626
2022-12-12,0.95734
2022-12-13,1.04408
2022-12-14,2.40516
2022-12-15,1.30988
2022-12-16,1.12976
2022-12-17,0.18621
2022-12-18,0.13952
2022-12-19,0.97352
2022-12-20,0.93612
2022-12-21,0.94461
2022-12-22,0.95018
2022-12-23,0.97352
2022-12-24,0.14032
2022-12-25,0.13767
2022-12-26,0.95734
2022-12-27,0.94036
2022-12-28,1.08281
2022-12-29,1.00111
2022-12-30,0.38888
2022-12-31,0.10637
2023-01-01,0.12043
2023-01-02,1.05257
2023-01-03,1.07114
2023-01-04,1.03931
2023-01-05,1.24462
2023-01-06,1.14727
2023-01-07,0.13767
2023-01-08,0.12626
2023-01-09,1.22048
2023-01-10,1.10483
2023-01-11,1.05284
2023-01-12,1.11411
2023-01-13,1.0287
2023-01-14,0.12308
2023-01-15,0.10318
2023-01-16,1.02445
2023-01-17,0.95336
2023-01-18,0.88704
2023-01-19,0.82736
2023-01-20,0.87988
2023-01-21,0.12706
2023-01-22,0.08992
2023-01-23,0.09549
2023-01-24,0.11724
2023-01-25,0.98732
2023-01-26,1.08759
2023-01-27,1.49026
2023-01-28,0.23476
2023-01-29,0.16632
2023-01-30,1.15098
2023-01-31,1.02578
2023-02-01,1.16584
2023-02-02,1.1921
2023-02-03,1.06292
2023-02-04,0.13369
2023-02-05,0.12175
2023-02-06,0.90057
2023-02-07,0.9767
2023-02-08,0.98466
2023-02-09,1.13958
2023-02-10,0.99501
2023-02-11,0.14881
2023-02-12,0.12255
2023-02-13,0.91331
2023-02-14,0.89527
2023-02-15,0.87219
2023-02-16,1.07061
2023-02-17,0.88227
2023-02-18,0.12918
2023-02-19,0.09576
2023-02-20,1.05204
2023-02-21,0.87484
2023-02-22,0.80375
2023-02-23,0.81861
2023-02-24,0.79208
2023-02-25,0.10345
2023-02-26,0.10027
2023-02-27,0.91861
2023-02-28,0.92126
2023-03-01,0.22361
2023-03-02,1.11066
2023-03-03,1.3372
2023-03-04,0.22574
2023-03-05,0.16764
2023-03-06,1.0791
2023-03-07,1.08652
2023-03-08,0.92737
2023-03-09,1.06822
2023-03-10,0.91861
2023-03-11,0.14403
2023-03-12,0.11141
2023-03-13,1.01437
2023-03-14,1.01782
2023-03-15,0.9645
2023-03-16,0.99793
2023-03-17,1.14117
2023-03-18,0.18329
2023-03-19,0.16977
2023-03-20,1.0714
2023-03-21,0.88545
2023-03-22,0.8958
2023-03-23,0.93187
2023-03-24,0.85442
2023-03-25,0.1008
2023-03-26,0.08143
2023-03-27,0.92312
2023-03-28,0.90349
2023-03-29,0.91729
2023-03-30,1.20483
2023-03-31,1.10111
2023-04-01,0.16393
2023-04-02,0.1435
2023-04-03,1.18414
2023-04-04,1.41758
2023-04-05,1.32739
2023-04-06,1.22712
2023-04-07,1.13215
2023-04-08,0.16658
2023-04-09,0.1756
2023-04-10,1.1157
2023-04-11,1.45896
2023-04-12,1.31704
2023-04-13,2.8394
2023-04-14,2.31577
2023-04-15,0.34829
2023-04-16,0.26871
2023-04-17,1.68311
2023-04-18,1.47169
2023-04-19,1.26346
2023-04-20,1.19581
2023-04-21,1.08865
2023-04-22,0.2016
2023-04-23,0.16154
2023-04-24,1.10775
2023-04-25,1.05204
2023-04-26,0.97724
2023-04-27,0.97883
2023-04-28,1.01543
2023-04-29,0.1703
2023-04-30,0.11326
2023-05-01,0.24324
2023-05-02,1.04965
2023-05-03,0.97644
2023-05-04,4.83129
2023-05-05,0.7698
2023-05-06,0.39551
2023-05-07,0.44564
2023-05-08,1.77462
2023-05-09,1.84598
2023-05-10,1.45975
2023-05-11,1.27062
2023-05-12,1.17778
2023-05-13,0.15889
2023-05-14,0.11406
2023-05-15,1.08493
2023-05-16,1.24781
2023-05-17,1.10032
2023-05-18,1.08016
2023-05-19,1.06955
2023-05-20,0.14616
2023-05-21,0.11804
2023-05-22,1.18361
2023-05-23,1.23905
2023-05-24,1.20563
2023-05-25,1.02631
2023-05-26,0.9974
2023-05-27,0.21486
2023-05-28,0.18276
