date,용산푸르지오써밋
2020-07-23,14.27174
2020-07-24,13.53861
2020-07-25,14.71163
2020-07-26,12.12121
2020-07-27,14.565
2020-07-28,13.88074
2020-07-29,14.27174
2020-07-30,14.17399
2020-07-31,13.44086
2020-08-01,14.95601
2020-08-02,13.83186
2020-08-03,14.41837
2020-08-04,14.46725
2020-08-05,14.32062
2020-08-06,13.00097
2020-08-07,13.78299
2020-08-08,15.73802
2020-08-09,14.3695
2020-08-10,18.96383
2020-08-11,15.34701
2020-08-12,14.46725
2020-08-13,15.29814
2020-08-14,14.90713
2020-08-15,13.24535
2020-08-16,12.60997
2020-08-17,14.46725
2020-08-18,15.24926
2020-08-19,16.76441
2020-08-20,22.09188
2020-08-21,21.35874
2020-08-22,15.68914
2020-08-23,17.05767
2020-08-24,16.86217
2020-08-25,13.04985
2020-08-26,15.49364
2020-08-27,15.44477
2020-08-28,13.83186
2020-08-29,13.83186
2020-08-30,14.71163
2020-08-31,16.37341
2020-09-01,14.51612
2020-09-02,13.24535
2020-09-03,15.88465
2020-09-04,15.15151
2020-09-05,17.44868
2020-09-06,15.93352
2020-09-07,17.54643
2020-09-08,17.69305
2020-09-09,17.10654
2020-09-10,18.96383
2020-09-11,19.79472
2020-09-12,21.35874
2020-09-13,20.82111
2020-09-14,19.06158
2020-09-15,17.64418
2020-09-16,16.52003
2020-09-17,15.44477
2020-09-18,14.07624
2020-09-19,13.00097
2020-09-20,13.53861
2020-09-21,13.53861
2020-09-22,14.3695
2020-09-23,12.26783
2020-09-24,12.75659
2020-09-25,14.95601
2020-09-26,11.63245
2020-09-27,11.63245
2020-09-28,16.52003
2020-09-29,20.91886
2020-09-30,14.07624
2020-10-01,12.56109
2020-10-02,15.54252
2020-10-03,17.05767
2020-10-04,15.39589
2020-10-05,15.68914
2020-10-06,15.83577
2020-10-07,14.32062
2020-10-08,14.27174
2020-10-09,14.3695
2020-10-10,14.46725
2020-10-11,12.51221
2020-10-12,13.24535
2020-10-13,14.90713
2020-10-14,16.27565
2020-10-15,14.95601
2020-10-16,17.15542
2020-10-17,14.61388
2020-10-18,15.29814
2020-10-19,17.2043
2020-10-20,16.1779
2020-10-21,18.08406
2020-10-22,12.51221
2020-10-23,12.60997
2020-10-24,14.51612
2020-10-25,12.46334
2020-10-26,14.51612
2020-10-27,16.03128
2020-10-28,16.12903
2020-10-29,13.78299
2020-10-30,14.02737
2020-10-31,14.02737
2020-11-01,12.31671
2020-11-02,13.39198
2020-11-03,13.68523
2020-11-04,11.9257
2020-11-05,14.565
2020-11-06,13.39198
2020-11-07,11.97458
2020-11-08,11.09481
2020-11-09,12.85434
2020-11-10,15.00488
2020-11-11,15.39589
2020-11-12,16.12903
2020-11-13,14.32062
2020-11-14,14.41837
2020-11-15,11.63245
2020-11-16,14.7605
2020-11-17,15.59139
2020-11-18,16.1779
2020-11-19,13.24535
2020-11-20,14.02737
2020-11-21,12.51221
2020-11-22,14.17399
2020-11-23,17.83968
2020-11-24,16.12903
2020-11-25,15.44477
2020-11-26,14.22287
2020-11-27,15.88465
2020-11-28,16.86217
2020-11-29,14.85826
2020-11-30,16.03128
2020-12-01,17.05767
2020-12-02,16.03128
2020-12-03,15.9824
2020-12-04,14.85826
2020-12-05,13.63636
2020-12-06,15.93352
2020-12-07,15.34701
2020-12-08,14.07624
2020-12-09,14.90713
2020-12-10,15.73802
2020-12-11,15.20039
2020-12-12,12.85434
2020-12-13,12.31671
2020-12-14,15.83577
2020-12-15,12.31671
2020-12-16,14.90713
2020-12-17,12.21896
2020-12-18,14.02737
2020-12-19,12.02346
2020-12-20,10.99706
2020-12-21,17.44868
2020-12-22,14.02737
2020-12-23,13.53861
2020-12-24,12.65884
2020-12-25,11.24144
2020-12-26,10.70381
2020-12-27,14.71163
2020-12-28,16.42228
2020-12-29,17.00879
2020-12-30,16.32453
2020-12-31,11.14369
2021-01-01,12.02346
2021-01-02,13.19648
2021-01-03,12.46334
2021-01-04,15.9824
2021-01-05,14.66275
2021-01-06,17.3998
2021-01-07,16.12903
2021-01-08,15.93352
2021-01-09,13.09872
2021-01-10,13.04985
2021-01-11,16.12903
2021-01-12,16.81329
2021-01-13,15.73802
2021-01-14,16.08015
2021-01-15,13.29423
2021-01-16,13.48973
2021-01-17,13.48973
2021-01-18,16.37341
2021-01-19,15.68914
2021-01-20,16.47116
2021-01-21,15.44477
2021-01-22,16.56891
2021-01-23,16.95992
2021-01-24,16.81329
2021-01-25,16.12903
2021-01-26,15.10263
2021-01-27,15.34701
2021-01-28,13.88074
2021-01-29,14.41837
2021-01-30,12.46334
2021-01-31,14.565
2021-02-01,18.6217
2021-02-02,16.27565
2021-02-03,17.69305
2021-02-04,17.44868
2021-02-05,14.3695
2021-02-06,15.10263
2021-02-07,14.12512
2021-02-08,13.3431
2021-02-09,13.97849
2021-02-10,14.46725
2021-02-11,12.90322
2021-02-12,12.12121
2021-02-13,12.85434
2021-02-14,13.83186
2021-02-15,14.71163
2021-02-16,11.97458
2021-02-17,15.10263
2021-02-18,14.51612
2021-02-19,12.85434
2021-02-20,13.29423
2021-02-21,13.53861
2021-02-22,13.1476
2021-02-23,13.48973
2021-02-24,13.24535
2021-02-25,10.85043
2021-02-26,10.70381
2021-02-27,12.75659
2021-02-28,11.82795
2021-03-01,13.24535
2021-03-02,13.09872
2021-03-03,13.24535
2021-03-04,11.77908
2021-03-05,13.19648
2021-03-06,11.9257
2021-03-07,12.85434
2021-03-08,13.3431
2021-03-09,12.90322
2021-03-10,13.24535
2021-03-11,13.09872
2021-03-12,12.85434
2021-03-13,11.14369
2021-03-14,14.27174
2021-03-15,16.1779
2021-03-16,16.1779
2021-03-17,12.60997
2021-03-18,12.26783
2021-03-19,13.3431
2021-03-20,11.87683
2021-03-21,13.78299
2021-03-22,15.05376
2021-03-23,12.65884
2021-03-24,11.63245
2021-03-25,15.00488
2021-03-26,12.36559
2021-03-27,11.68132
2021-03-28,11.43695
2021-03-29,14.17399
2021-03-30,14.22287
2021-03-31,12.41446
2021-04-01,14.27174
2021-04-02,11.82795
2021-04-03,12.51221
2021-04-04,12.80547
2021-04-05,11.7302
2021-04-06,13.29423
2021-04-07,14.66275
2021-04-08,14.80938
2021-04-09,14.95601
2021-04-10,14.51612
2021-04-11,13.09872
2021-04-12,13.58748
2021-04-13,15.34701
2021-04-14,13.48973
2021-04-15,11.87683
2021-04-16,12.90322
2021-04-17,14.12512
2021-04-18,12.26783
2021-04-19,16.27565
2021-04-20,14.41837
2021-04-21,12.9521
2021-04-22,11.29032
2021-04-23,12.41446
2021-04-24,15.34701
2021-04-25,11.82795
2021-04-26,13.19648
2021-04-27,10.41055
2021-04-28,12.85434
2021-04-29,12.12121
2021-04-30,10.85043
2021-05-01,11.33919
2021-05-02,10.21505
2021-05-03,12.56109
2021-05-04,11.43695
2021-05-05,12.65884
2021-05-06,13.92961
2021-05-07,12.60997
2021-05-08,10.45943
2021-05-09,12.46334
2021-05-10,12.70772
2021-05-11,11.58357
2021-05-12,12.26783
2021-05-13,11.82795
2021-05-14,11.5347
2021-05-15,11.43695
2021-05-16,13.63636
2021-05-17,12.51221
2021-05-18,12.41446
2021-05-19,12.56109
2021-05-20,14.12512
2021-05-21,11.38807
2021-05-22,12.21896
2021-05-23,11.68132
2021-05-24,13.1476
2021-05-25,14.02737
2021-05-26,15.93352
2021-05-27,15.49364
2021-05-28,15.05376
2021-05-29,13.24535
2021-05-30,11.58357
2021-05-31,15.64027
2021-06-01,15.59139
2021-06-02,15.05376
2021-06-03,16.42228
2021-06-04,15.29814
2021-06-05,13.92961
2021-06-06,13.48973
2021-06-07,15.64027
2021-06-08,12.12121
2021-06-09,14.22287
2021-06-10,12.26783
2021-06-11,13.44086
2021-06-12,10.65493
2021-06-13,13.73411
2021-06-14,15.68914
2021-06-15,14.90713
2021-06-16,13.04985
2021-06-17,12.17008
2021-06-18,14.51612
2021-06-19,12.75659
2021-06-20,10.70381
2021-06-21,13.92961
2021-06-22,15.34701
2021-06-23,12.85434
2021-06-24,13.48973
2021-06-25,12.26783
2021-06-26,11.68132
2021-06-27,11.77908
2021-06-28,15.15151
2021-06-29,13.48973
2021-06-30,14.565
2021-07-01,14.41837
2021-07-02,14.32062
2021-07-03,14.51612
2021-07-04,11.7302
2021-07-05,13.73411
2021-07-06,14.7605
2021-07-07,12.80547
2021-07-08,13.68523
2021-07-09,12.21896
2021-07-10,11.14369
2021-07-11,12.80547
2021-07-12,15.24926
2021-07-13,12.65884
2021-07-14,12.41446
2021-07-15,13.24535
2021-07-16,12.21896
2021-07-17,13.09872
2021-07-18,11.58357
2021-07-19,12.90322
2021-07-20,13.04985
2021-07-21,14.41837
2021-07-22,13.73411
2021-07-23,12.17008
2021-07-24,11.58357
2021-07-25,11.68132
2021-07-26,13.88074
2021-07-27,15.39589
2021-07-28,13.44086
2021-07-29,15.24926
2021-07-30,15.00488
2021-07-31,13.24535
2021-08-01,12.56109
2021-08-02,17.54643
2021-08-03,14.22287
2021-08-04,13.39198
2021-08-05,16.47116
2021-08-06,13.88074
2021-08-07,13.3431
2021-08-08,15.39589
2021-08-09,15.00488
2021-08-10,15.44477
2021-08-11,15.68914
2021-08-12,14.565
2021-08-13,14.66275
2021-08-14,12.46334
2021-08-15,14.3695
2021-08-16,14.90713
2021-08-17,15.24926
2021-08-18,16.95992
2021-08-19,15.39589
2021-08-20,16.37341
2021-08-21,14.90713
2021-08-22,16.27565
2021-08-23,14.7605
2021-08-24,16.1779
2021-08-25,15.10263
2021-08-26,14.02737
2021-08-27,13.29423
2021-08-28,13.39198
2021-08-29,22.77614
2021-08-30,19.79472
2021-08-31,18.32844
2021-09-01,15.49364
2021-09-02,16.22678
2021-09-03,17.35092
2021-09-04,14.32062
2021-09-05,14.95601
2021-09-06,15.10263
2021-09-07,16.56891
2021-09-08,16.22678
2021-09-09,15.39589
2021-09-10,13.92961
2021-09-11,12.51221
2021-09-12,15.44477
2021-09-13,13.3431
2021-09-14,14.90713
2021-09-15,13.58748
2021-09-16,14.90713
2021-09-17,11.9257
2021-09-18,12.07233
2021-09-19,10.06842
2021-09-20,9.23753
2021-09-21,10.85043
2021-09-22,12.02346
2021-09-23,14.41837
2021-09-24,13.88074
2021-09-25,12.21896
2021-09-26,13.09872
2021-09-27,14.7605
2021-09-28,13.73411
2021-09-29,13.88074
2021-09-30,12.80547
2021-10-01,13.44086
2021-10-02,12.85434
2021-10-03,13.29423
2021-10-04,15.20039
2021-10-05,14.27174
2021-10-06,12.31671
2021-10-07,14.7605
2021-10-08,11.09481
2021-10-09,13.24535
2021-10-10,13.92961
2021-10-11,15.54252
2021-10-12,16.08015
2021-10-13,14.22287
2021-10-14,13.24535
2021-10-15,11.33919
2021-10-16,12.41446
2021-10-17,12.12121
2021-10-18,12.51221
2021-10-19,13.58748
2021-10-20,11.48582
2021-10-21,11.43695
2021-10-22,11.33919
2021-10-23,10.16617
2021-10-24,11.24144
2021-10-25,13.58748
2021-10-26,11.43695
2021-10-27,11.63245
2021-10-28,22.82502
2021-10-29,13.1476
2021-10-30,11.58357
2021-10-31,13.09872
2021-11-01,13.44086
2021-11-02,11.09481
2021-11-03,12.41446
2021-11-04,11.19257
2021-11-05,12.65884
2021-11-06,11.82795
2021-11-07,12.56109
2021-11-08,12.85434
2021-11-09,13.63636
2021-11-10,14.3695
2021-11-11,12.60997
2021-11-12,12.12121
2021-11-13,11.77908
2021-11-14,11.97458
2021-11-15,13.29423
2021-11-16,14.61388
2021-11-17,13.3431
2021-11-18,12.26783
2021-11-19,12.41446
2021-11-20,12.60997
2021-11-21,14.27174
2021-11-22,14.27174
2021-11-23,11.97458
2021-11-24,12.51221
2021-11-25,13.04985
2021-11-26,13.09872
2021-11-27,9.62854
2021-11-28,12.75659
2021-11-29,14.51612
2021-11-30,12.80547
2021-12-01,14.66275
2021-12-02,12.36559
2021-12-03,10.94819
2021-12-04,10.45943
2021-12-05,9.97067
2021-12-06,13.48973
2021-12-07,12.41446
2021-12-08,16.71554
2021-12-09,11.58357
2021-12-10,10.5083
2021-12-11,8.94428
2021-12-12,12.12121
2021-12-13,13.83186
2021-12-14,12.65884
2021-12-15,11.04594
2021-12-16,10.75268
2021-12-17,10.01955
2021-12-18,10.65493
2021-12-19,11.19257
2021-12-20,11.9257
2021-12-21,10.89931
2021-12-22,12.90322
2021-12-23,11.58357
2021-12-24,10.26392
2021-12-25,9.28641
2021-12-26,9.53079
2021-12-27,12.51221
2021-12-28,12.36559
2021-12-29,10.41055
2021-12-30,11.82795
2021-12-31,9.67741
2022-01-01,9.0909
2022-01-02,10.26392
2022-01-03,14.41837
2022-01-04,12.70772
2022-01-05,13.73411
2022-01-06,15.93352
2022-01-07,12.31671
2022-01-08,12.26783
2022-01-09,11.29032
2022-01-10,14.41837
2022-01-11,13.53861
2022-01-12,12.46334
2022-01-13,12.75659
2022-01-14,13.53861
2022-01-15,13.1476
2022-01-16,12.51221
2022-01-17,12.75659
2022-01-18,13.97849
2022-01-19,12.36559
2022-01-20,11.24144
2022-01-21,13.48973
2022-01-22,12.75659
2022-01-23,12.85434
2022-01-24,14.27174
2022-01-25,13.78299
2022-01-26,12.90322
2022-01-27,11.7302
2022-01-28,11.87683
2022-01-29,10.89931
2022-01-30,9.43304
2022-01-31,8.84652
2022-02-01,9.48191
2022-02-02,12.36559
2022-02-03,13.53861
2022-02-04,10.94819
2022-02-05,12.31671
2022-02-06,13.73411
2022-02-07,14.61388
2022-02-08,12.31671
2022-02-09,10.55718
2022-02-10,9.33528
2022-02-11,11.5347
2022-02-12,10.21505
2022-02-13,12.46334
2022-02-14,13.19648
2022-02-15,13.24535
2022-02-16,10.85043
2022-02-17,11.63245
2022-02-18,10.26392
2022-02-19,11.43695
2022-02-20,12.9521
2022-02-21,13.48973
2022-02-22,12.60997
2022-02-23,10.94819
2022-02-24,10.16617
2022-02-25,8.74877
2022-02-26,9.28641
2022-02-27,10.65493
2022-02-28,10.99706
2022-03-01,9.82404
2022-03-02,9.48191
2022-03-03,10.55718
2022-03-04,9.77517
2022-03-05,10.1173
2022-03-06,10.3128
2022-03-07,10.36168
2022-03-08,9.13978
2022-03-09,8.40664
2022-03-10,9.97067
2022-03-11,11.29032
2022-03-12,11.33919
2022-03-13,11.14369
2022-03-14,10.01955
2022-03-15,12.51221
2022-03-16,12.60997
2022-03-17,13.97849
2022-03-18,12.60997
2022-03-19,10.16617
2022-03-20,13.97849
2022-03-21,16.81329
2022-03-22,11.24144
2022-03-23,11.97458
2022-03-24,11.48582
2022-03-25,11.48582
2022-03-26,10.16617
2022-03-27,10.45943
2022-03-28,19.64809
2022-03-29,11.58357
2022-03-30,13.44086
2022-03-31,12.65884
2022-04-01,10.01955
2022-04-02,12.51221
2022-04-03,11.29032
2022-04-04,10.3128
2022-04-05,12.07233
2022-04-06,10.41055
2022-04-07,9.38416
2022-04-08,9.57966
2022-04-09,8.60215
2022-04-10,8.8954
2022-04-11,11.38807
2022-04-12,10.06842
2022-04-13,11.48582
2022-04-14,12.46334
2022-04-15,11.43695
2022-04-16,11.29032
2022-04-17,10.5083
2022-04-18,11.24144
2022-04-19,10.89931
2022-04-20,9.13978
2022-04-21,9.53079
2022-04-22,10.1173
2022-04-23,9.57966
2022-04-24,15.29814
2022-04-25,12.65884
2022-04-26,13.68523
2022-04-27,11.04594
2022-04-28,10.06842
2022-04-29,12.75659
2022-04-30,14.71163
2022-05-01,13.00097
2022-05-02,11.7302
2022-05-03,10.55718
2022-05-04,11.77908
2022-05-05,9.92179
2022-05-06,12.85434
2022-05-07,9.87292
2022-05-08,9.28641
2022-05-09,13.09872
2022-05-10,12.31671
2022-05-11,11.5347
2022-05-12,12.12121
2022-05-13,14.61388
2022-05-14,11.7302
2022-05-15,10.45943
2022-05-16,14.17399
2022-05-17,11.63245
2022-05-18,12.07233
2022-05-19,12.36559
2022-05-20,11.7302
2022-05-21,10.65493
2022-05-22,8.55327
2022-05-23,11.58357
2022-05-24,10.60606
2022-05-25,10.16617
2022-05-26,11.09481
2022-05-27,12.90322
2022-05-28,11.14369
2022-05-29,13.1476
2022-05-30,12.75659
2022-05-31,13.48973
2022-06-01,9.97067
2022-06-02,10.85043
2022-06-03,10.94819
2022-06-04,10.06842
2022-06-05,12.07233
2022-06-06,12.31671
2022-06-07,14.12512
2022-06-08,12.85434
2022-06-09,10.45943
2022-06-10,11.19257
2022-06-11,10.06842
2022-06-12,12.02346
2022-06-13,13.48973
2022-06-14,12.9521
2022-06-15,12.26783
2022-06-16,9.57966
2022-06-17,9.28641
2022-06-18,10.01955
2022-06-19,11.38807
2022-06-20,11.7302
2022-06-21,11.5347
2022-06-22,12.07233
2022-06-23,11.43695
2022-06-24,11.29032
2022-06-25,11.87683
2022-06-26,9.67741
2022-06-27,12.9521
2022-06-28,11.48582
2022-06-29,12.17008
2022-06-30,11.63245
2022-07-01,12.80547
2022-07-02,10.16617
2022-07-03,10.16617
2022-07-04,13.68523
2022-07-05,12.80547
2022-07-06,14.17399
2022-07-07,11.82795
2022-07-08,11.77908
2022-07-09,11.5347
2022-07-10,14.71163
2022-07-11,14.32062
2022-07-12,12.31671
2022-07-13,12.07233
2022-07-14,12.75659
2022-07-15,12.07233
2022-07-16,9.18866
2022-07-17,11.33919
2022-07-18,12.80547
2022-07-19,10.26392
2022-07-20,12.07233
2022-07-21,10.36168
2022-07-22,10.94819
2022-07-23,11.24144
2022-07-24,9.72629
2022-07-25,11.5347
2022-07-26,14.32062
2022-07-27,12.70772
2022-07-28,11.38807
2022-07-29,11.24144
2022-07-30,14.61388
2022-07-31,16.66666
2022-08-01,18.96383
2022-08-02,13.73411
2022-08-03,14.71163
2022-08-04,12.80547
2022-08-05,13.83186
2022-08-06,12.41446
2022-08-07,12.26783
2022-08-08,14.32062
2022-08-09,13.88074
2022-08-10,15.59139
2022-08-11,12.85434
2022-08-12,13.19648
2022-08-13,9.77517
2022-08-14,12.07233
2022-08-15,10.89931
2022-08-16,11.77908
2022-08-17,11.43695
2022-08-18,11.5347
2022-08-19,14.46725
2022-08-20,16.37341
2022-08-21,14.17399
2022-08-22,13.19648
2022-08-23,14.41837
2022-08-24,13.3431
2022-08-25,11.82795
2022-08-26,11.58357
2022-08-27,12.07233
2022-08-28,11.5347
2022-08-29,12.9521
2022-08-30,10.75268
2022-08-31,10.99706
2022-09-01,8.99315
2022-09-02,10.55718
2022-09-03,11.14369
2022-09-04,11.68132
2022-09-05,11.38807
2022-09-06,9.53079
2022-09-07,10.55718
2022-09-08,8.94428
2022-09-09,9.67741
2022-09-10,18.8172
2022-09-11,100.0
2022-09-12,24.04692
2022-09-13,21.4565
2022-09-14,13.78299
2022-09-15,13.09872
2022-09-16,13.09872
2022-09-17,12.9521
2022-09-18,11.87683
2022-09-19,11.77908
2022-09-20,11.48582
2022-09-21,11.82795
2022-09-22,9.87292
2022-09-23,11.77908
2022-09-24,9.18866
2022-09-25,10.21505
2022-09-26,12.65884
2022-09-27,10.1173
2022-09-28,10.16617
2022-09-29,10.01955
2022-09-30,8.50439
2022-10-01,8.26001
2022-10-02,9.13978
2022-10-03,11.87683
2022-10-04,11.68132
2022-10-05,12.51221
2022-10-06,10.26392
2022-10-07,9.82404
2022-10-08,12.41446
2022-10-09,11.14369
2022-10-10,8.6999
2022-10-11,10.55718
2022-10-12,11.33919
2022-10-13,10.3128
2022-10-14,10.94819
2022-10-15,9.72629
2022-10-16,9.62854
2022-10-17,10.41055
2022-10-18,10.16617
2022-10-19,9.0909
2022-10-20,10.26392
2022-10-21,10.45943
2022-10-22,9.0909
2022-10-23,9.67741
2022-10-24,10.94819
2022-10-25,11.24144
2022-10-26,10.3128
2022-10-27,9.28641
2022-10-28,9.38416
2022-10-29,9.0909
2022-10-30,7.18475
2022-10-31,8.8954
2022-11-01,7.82013
2022-11-02,7.86901
2022-11-03,7.03812
2022-11-04,7.91788
2022-11-05,7.62463
2022-11-06,7.2825
2022-11-07,8.8954
2022-11-08,9.87292
2022-11-09,8.60215
2022-11-10,8.16226
2022-11-11,8.55327
2022-11-12,8.01564
2022-11-13,8.55327
2022-11-14,8.60215
2022-11-15,11.5347
2022-11-16,10.94819
2022-11-17,10.55718
2022-11-18,9.72629
2022-11-19,8.8954
2022-11-20,8.35777
2022-11-21,9.57966
2022-11-22,9.57966
2022-11-23,8.8954
2022-11-24,7.57575
2022-11-25,7.72238
2022-11-26,7.08699
2022-11-27,10.89931
2022-11-28,9.77517
2022-11-29,10.55718
2022-11-30,8.45552
2022-12-01,8.84652
2022-12-02,9.62854
2022-12-03,6.84261
2022-12-04,7.91788
2022-12-05,11.24144
2022-12-06,9.18866
2022-12-07,9.23753
2022-12-08,9.82404
2022-12-09,7.72238
2022-12-10,9.28641
2022-12-11,9.57966
2022-12-12,9.04203
2022-12-13,8.21114
2022-12-14,8.01564
2022-12-15,7.72238
2022-12-16,9.18866
2022-12-17,7.6735
2022-12-18,7.42913
2022-12-19,6.89149
2022-12-20,8.35777
2022-12-21,7.42913
2022-12-22,7.86901
2022-12-23,9.18866
2022-12-24,7.57575
2022-12-25,7.2825
2022-12-26,10.21505
2022-12-27,10.80156
2022-12-28,9.97067
2022-12-29,9.43304
2022-12-30,9.67741
2022-12-31,6.45161
2023-01-01,8.01564
2023-01-02,8.35777
2023-01-03,9.87292
2023-01-04,10.26392
2023-01-05,8.30889
2023-01-06,9.87292
2023-01-07,9.13978
2023-01-08,8.6999
2023-01-09,11.09481
2023-01-10,11.09481
2023-01-11,10.16617
2023-01-12,9.0909
2023-01-13,9.62854
2023-01-14,8.11339
2023-01-15,9.38416
2023-01-16,10.65493
2023-01-17,9.23753
2023-01-18,8.55327
2023-01-19,8.99315
2023-01-20,8.99315
2023-01-21,7.23362
2023-01-22,7.6735
2023-01-23,9.18866
2023-01-24,9.38416
2023-01-25,9.87292
2023-01-26,10.60606
2023-01-27,9.57966
2023-01-28,10.01955
2023-01-29,11.87683
2023-01-30,12.07233
2023-01-31,11.7302
2023-02-01,10.70381
2023-02-02,10.60606
2023-02-03,11.68132
2023-02-04,11.04594
2023-02-05,10.60606
2023-02-06,12.60997
2023-02-07,11.48582
2023-02-08,9.18866
2023-02-09,11.04594
2023-02-10,10.01955
2023-02-11,12.07233
2023-02-12,11.04594
2023-02-13,14.66275
2023-02-14,10.94819
2023-02-15,10.5083
2023-02-16,12.26783
2023-02-17,11.04594
2023-02-18,11.04594
2023-02-19,9.62854
2023-02-20,9.77517
2023-02-21,10.16617
2023-02-22,8.11339
2023-02-23,10.65493
2023-02-24,11.43695
2023-02-25,10.36168
2023-02-26,9.48191
2023-02-27,12.26783
2023-02-28,11.97458
2023-03-01,9.87292
2023-03-02,9.62854
2023-03-03,9.13978
2023-03-04,9.43304
2023-03-05,7.86901
2023-03-06,8.79765
2023-03-07,10.60606
2023-03-08,11.5347
2023-03-09,9.92179
2023-03-10,8.74877
2023-03-11,7.62463
2023-03-12,7.13587
2023-03-13,8.8954
2023-03-14,11.09481
2023-03-15,9.38416
2023-03-16,9.38416
2023-03-17,8.8954
2023-03-18,11.5347
2023-03-19,8.65102
2023-03-20,12.36559
2023-03-21,11.29032
2023-03-22,9.04203
2023-03-23,8.65102
2023-03-24,9.38416
2023-03-25,8.50439
2023-03-26,9.67741
2023-03-27,8.79765
2023-03-28,9.43304
2023-03-29,8.45552
2023-03-30,10.21505
2023-03-31,6.98924
2023-04-01,9.28641
2023-04-02,7.08699
2023-04-03,9.92179
2023-04-04,8.99315
2023-04-05,7.57575
2023-04-06,8.01564
2023-04-07,9.87292
2023-04-08,8.99315
2023-04-09,8.55327
2023-04-10,9.53079
2023-04-11,10.75268
2023-04-12,9.77517
2023-04-13,8.50439
2023-04-14,8.26001
2023-04-15,8.60215
2023-04-16,7.72238
2023-04-17,10.5083
2023-04-18,8.40664
2023-04-19,8.40664
2023-04-20,9.67741
2023-04-21,9.38416
2023-04-22,7.52688
2023-04-23,13.00097
2023-04-24,10.60606
2023-04-25,10.1173
2023-04-26,8.65102
2023-04-27,8.84652
2023-04-28,9.18866
2023-04-29,9.13978
2023-04-30,7.91788
2023-05-01,10.36168
2023-05-02,9.33528
2023-05-03,7.33137
2023-05-04,9.18866
2023-05-05,9.04203
2023-05-06,8.6999
2023-05-07,8.30889
2023-05-08,9.87292
2023-05-09,10.06842
2023-05-10,9.87292
2023-05-11,10.99706
2023-05-12,8.55327
2023-05-13,9.77517
2023-05-14,8.79765
2023-05-15,9.57966
2023-05-16,9.28641
2023-05-17,10.80156
2023-05-18,8.55327
2023-05-19,10.5083
2023-05-20,8.06451
2023-05-21,7.77126
2023-05-22,9.38416
2023-05-23,10.99706
2023-05-24,8.60215
2023-05-25,8.65102
2023-05-26,7.96676
2023-05-27,8.74877
2023-05-28,9.04203
