date,금1돈
2020-08-03,12.5135
2020-08-04,10.98123
2020-08-05,31.53914
2020-08-06,17.49337
2020-08-07,16.35399
2020-08-08,11.67861
2020-08-09,11.04999
2020-08-10,12.58226
2020-08-11,13.08319
2020-08-12,25.17434
2020-08-13,14.39937
2020-08-14,11.22679
2020-08-15,10.06777
2020-08-16,9.04626
2020-08-17,8.46675
2020-08-18,12.75906
2020-08-19,10.49995
2020-08-20,10.64728
2020-08-21,10.40172
2020-08-22,8.14261
2020-08-23,6.30586
2020-08-24,9.72399
2020-08-25,10.25439
2020-08-26,8.98732
2020-08-27,9.79275
2020-08-28,9.57666
2020-08-29,7.48453
2020-08-30,7.60239
2020-08-31,10.17581
2020-09-01,8.90875
2020-09-02,9.02661
2020-09-03,9.0659
2020-09-04,12.28759
2020-09-05,9.76328
2020-09-06,10.42137
2020-09-07,10.90266
2020-09-08,9.56684
2020-09-09,9.70435
2020-09-10,9.72399
2020-09-11,9.73381
2020-09-12,8.94804
2020-09-13,9.92044
2020-09-14,9.67488
2020-09-15,9.76328
2020-09-16,9.4195
2020-09-17,9.70435
2020-09-18,9.39004
2020-09-19,8.01492
2020-09-20,7.34701
2020-09-21,8.90875
2020-09-22,9.19359
2020-09-23,9.75346
2020-09-24,9.89097
2020-09-25,12.72959
2020-09-26,7.98546
2020-09-27,6.56124
2020-09-28,9.44897
2020-09-29,9.40968
2020-09-30,8.31941
2020-10-01,10.63746
2020-10-02,8.05421
2020-10-03,7.94617
2020-10-04,7.28808
2020-10-05,10.29368
2020-10-06,9.81239
2020-10-07,9.49808
2020-10-08,9.34092
2020-10-09,7.96581
2020-10-10,7.53364
2020-10-11,6.61035
2020-10-12,9.38021
2020-10-13,8.28012
2020-10-14,9.10519
2020-10-15,8.54532
2020-10-16,8.58461
2020-10-17,6.77733
2020-10-18,6.66928
2020-10-19,9.03644
2020-10-20,9.2427
2020-10-21,8.57479
2020-10-22,8.39799
2020-10-23,8.15244
2020-10-24,7.33719
2020-10-25,7.05235
2020-10-26,9.48826
2020-10-27,8.9775
2020-10-28,8.9775
2020-10-29,8.8007
2020-10-30,10.90266
2020-10-31,7.92652
2020-11-01,7.43541
2020-11-02,8.67301
2020-11-03,8.84981
2020-11-04,9.28199
2020-11-05,9.26235
2020-11-06,10.11688
2020-11-07,8.73195
2020-11-08,7.78901
2020-11-09,9.44897
2020-11-10,11.04017
2020-11-11,9.95972
2020-11-12,10.20528
2020-11-13,9.11501
2020-11-14,7.96581
2020-11-15,6.98359
2020-11-16,9.67488
2020-11-17,9.28199
2020-11-18,9.56684
2020-11-19,8.40781
2020-11-20,9.07572
2020-11-21,9.67488
2020-11-22,8.14261
2020-11-23,9.94008
2020-11-24,10.08741
2020-11-25,11.19732
2020-11-26,11.38395
2020-11-27,11.16786
2020-11-28,9.66506
2020-11-29,8.87928
2020-11-30,11.75719
2020-12-01,11.61968
2020-12-02,15.46017
2020-12-03,12.62154
2020-12-04,11.66879
2020-12-05,9.81239
2020-12-06,10.7455
2020-12-07,14.02612
2020-12-08,11.90452
2020-12-09,11.46252
2020-12-10,11.31519
2020-12-11,11.25626
2020-12-12,9.09537
2020-12-13,8.21137
2020-12-14,10.63746
2020-12-15,11.20715
2020-12-16,10.79461
2020-12-17,10.68657
2020-12-18,11.76701
2020-12-19,9.42932
2020-12-20,8.70248
2020-12-21,11.35448
2020-12-22,11.32501
2020-12-23,11.11875
2020-12-24,12.31706
2020-12-25,9.28199
2020-12-26,9.03644
2020-12-27,8.50604
2020-12-28,12.48403
2020-12-29,12.41528
2020-12-30,13.19123
2020-12-31,12.9555
2021-01-01,13.31892
2021-01-02,10.57852
2021-01-03,11.64915
2021-01-04,14.60563
2021-01-05,14.41901
2021-01-06,13.98683
2021-01-07,11.48217
2021-01-08,13.18141
2021-01-09,14.42883
2021-01-10,13.25017
2021-01-11,14.59581
2021-01-12,14.87083
2021-01-13,13.64306
2021-01-14,13.1323
2021-01-15,12.47421
2021-01-16,12.0715
2021-01-17,23.61261
2021-01-18,14.55652
2021-01-19,13.00461
2021-01-20,13.70199
2021-01-21,12.71977
2021-01-22,12.52332
2021-01-23,13.3091
2021-01-24,12.18937
2021-01-25,13.72163
2021-01-26,14.39937
2021-01-27,12.64119
2021-01-28,12.39563
2021-01-29,11.74737
2021-01-30,10.94195
2021-01-31,10.68657
2021-02-01,13.62341
2021-02-02,14.07523
2021-02-03,11.66879
2021-02-04,11.43306
2021-02-05,12.56261
2021-02-06,11.00088
2021-02-07,10.97141
2021-02-08,12.2483
2021-02-09,13.17159
2021-02-10,13.31892
2021-02-11,12.65101
2021-02-12,15.57803
2021-02-13,12.94568
2021-02-14,13.12248
2021-02-15,15.44052
2021-02-16,13.69217
2021-02-17,13.62341
2021-02-18,14.39937
2021-02-19,22.87594
2021-02-20,16.2263
2021-02-21,16.36381
2021-02-22,15.74501
2021-02-23,17.44425
2021-02-24,13.24034
2021-02-25,14.7235
2021-02-26,12.82781
2021-02-27,12.98497
2021-02-28,13.41714
2021-03-01,10.55888
2021-03-02,16.01021
2021-03-03,19.86052
2021-03-04,19.48728
2021-03-05,16.51114
2021-03-06,14.33061
2021-03-07,13.02426
2021-03-08,15.30301
2021-03-09,13.47608
2021-03-10,13.89843
2021-03-11,14.00648
2021-03-12,14.47794
2021-03-13,13.33857
2021-03-14,13.14212
2021-03-15,12.12061
2021-03-16,11.94381
2021-03-17,11.79648
2021-03-18,11.55092
2021-03-19,10.9223
2021-03-20,11.60003
2021-03-21,10.41155
2021-03-22,11.82595
2021-03-23,12.11079
2021-03-24,11.28572
2021-03-25,10.66692
2021-03-26,10.58835
2021-03-27,9.48826
2021-03-28,9.96955
2021-03-29,11.60986
2021-03-30,13.23052
2021-03-31,12.85728
2021-04-01,11.94381
2021-04-02,13.50554
2021-04-03,13.28946
2021-04-04,10.4803
2021-04-05,12.46439
2021-04-06,11.2759
2021-04-07,12.0715
2021-04-08,11.75719
2021-04-09,11.67861
2021-04-10,10.29368
2021-04-11,9.53737
2021-04-12,11.70808
2021-04-13,14.62528
2021-04-14,13.31892
2021-04-15,12.75906
2021-04-16,11.44288
2021-04-17,10.32315
2021-04-18,9.01679
2021-04-19,11.8063
2021-04-20,11.29555
2021-04-21,11.70808
2021-04-22,10.17581
2021-04-23,14.43866
2021-04-24,10.91248
2021-04-25,10.72586
2021-04-26,13.3975
2021-04-27,12.88674
2021-04-28,15.05745
2021-04-29,13.37786
2021-04-30,11.94381
2021-05-01,12.20901
2021-05-02,11.68843
2021-05-03,12.57243
2021-05-04,11.94381
2021-05-05,10.75532
2021-05-06,13.86897
2021-05-07,12.7787
2021-05-08,12.70012
2021-05-09,9.16412
2021-05-10,10.5687
2021-05-11,10.27403
2021-05-12,9.85168
2021-05-13,9.4195
2021-05-14,8.87928
2021-05-15,8.1819
2021-05-16,7.32737
2021-05-17,11.21697
2021-05-18,10.58835
2021-05-19,11.65897
2021-05-20,11.0991
2021-05-21,10.84372
2021-05-22,7.77919
2021-05-23,12.18937
2021-05-24,14.24221
2021-05-25,11.37412
2021-05-26,10.82408
2021-05-27,10.29368
2021-05-28,9.98919
2021-05-29,9.3311
2021-05-30,7.89706
2021-05-31,10.93212
2021-06-01,10.63746
2021-06-02,11.37412
2021-06-03,10.60799
2021-06-04,10.29368
2021-06-05,8.40781
2021-06-06,8.37835
2021-06-07,8.74177
2021-06-08,9.00697
2021-06-09,9.3311
2021-06-10,9.30164
2021-06-11,10.3035
2021-06-12,8.96768
2021-06-13,7.80866
2021-06-14,10.29368
2021-06-15,8.83017
2021-06-16,9.71417
2021-06-17,9.02661
2021-06-18,10.05795
2021-06-19,8.29977
2021-06-20,7.6515
2021-06-21,10.28386
2021-06-22,9.37039
2021-06-23,9.88115
2021-06-24,9.84186
2021-06-25,10.82408
2021-06-26,8.51586
2021-06-27,7.78901
2021-06-28,10.00883
2021-06-29,10.53923
2021-06-30,11.30537
2021-07-01,10.73568
2021-07-02,13.28946
2021-07-03,11.14821
2021-07-04,8.43728
2021-07-05,11.65897
2021-07-06,11.35448
2021-07-07,10.19546
2021-07-08,9.16412
2021-07-09,8.75159
2021-07-10,8.0051
2021-07-11,15.45034
2021-07-12,9.75346
2021-07-13,11.23661
2021-07-14,11.00088
2021-07-15,10.71603
2021-07-16,10.57852
2021-07-17,11.07946
2021-07-18,14.59581
2021-07-19,10.9223
2021-07-20,10.53923
2021-07-21,10.34279
2021-07-22,10.75532
2021-07-23,9.40968
2021-07-24,9.52755
2021-07-25,8.29977
2021-07-26,8.66319
2021-07-27,10.00883
2021-07-28,9.95972
2021-07-29,10.67675
2021-07-30,12.54297
2021-07-31,9.52755
2021-08-01,10.09723
2021-08-02,11.02052
2021-08-03,10.62763
2021-08-04,9.44897
2021-08-05,10.60799
2021-08-06,10.08741
2021-08-07,10.20528
2021-08-08,9.63559
2021-08-09,11.8063
2021-08-10,10.73568
2021-08-11,13.41714
2021-08-12,14.56634
2021-08-13,11.30537
2021-08-14,11.37412
2021-08-15,9.89097
2021-08-16,9.53737
2021-08-17,11.19732
2021-08-18,10.96159
2021-08-19,10.45083
2021-08-20,10.49012
2021-08-21,10.07759
2021-08-22,9.56684
2021-08-23,11.41341
2021-08-24,11.10892
2021-08-25,10.47048
2021-08-26,10.25439
2021-08-27,11.23661
2021-08-28,9.88115
2021-08-29,15.23425
2021-08-30,12.19919
2021-08-31,11.64915
2021-09-01,11.32501
2021-09-02,12.15008
2021-09-03,14.38954
2021-09-04,11.21697
2021-09-05,9.92044
2021-09-06,11.7179
2021-09-07,12.09115
2021-09-08,11.72772
2021-09-09,11.8947
2021-09-10,11.04999
2021-09-11,10.88301
2021-09-12,10.09723
2021-09-13,11.25626
2021-09-14,10.67675
2021-09-15,11.1875
2021-09-16,10.37226
2021-09-17,13.94754
2021-09-18,13.98683
2021-09-19,11.96346
2021-09-20,10.41155
2021-09-21,11.74737
2021-09-22,11.29555
2021-09-23,11.97328
2021-09-24,11.17768
2021-09-25,10.40172
2021-09-26,8.67301
2021-09-27,10.72586
2021-09-28,10.78479
2021-09-29,10.66692
2021-09-30,10.81426
2021-10-01,10.47048
2021-10-02,9.17395
2021-10-03,9.30164
2021-10-04,10.3035
2021-10-05,12.15008
2021-10-06,10.77497
2021-10-07,11.0991
2021-10-08,9.90079
2021-10-09,9.72399
2021-10-10,8.04439
2021-10-11,8.86946
2021-10-12,10.46066
2021-10-13,9.48826
2021-10-14,10.23475
2021-10-15,10.42137
2021-10-16,9.64541
2021-10-17,7.9167
2021-10-18,9.07572
2021-10-19,9.79275
2021-10-20,9.7731
2021-10-21,10.34279
2021-10-22,9.39004
2021-10-23,8.94804
2021-10-24,9.90079
2021-10-25,12.70012
2021-10-26,11.02052
2021-10-27,10.82408
2021-10-28,14.91994
2021-10-29,11.70808
2021-10-30,9.23288
2021-10-31,8.83017
2021-11-01,11.29555
2021-11-02,11.69826
2021-11-03,10.3035
2021-11-04,10.6571
2021-11-05,10.42137
2021-11-06,9.22306
2021-11-07,9.07572
2021-11-08,11.00088
2021-11-09,10.07759
2021-11-10,11.04017
2021-11-11,10.86337
2021-11-12,10.24457
2021-11-13,11.0107
2021-11-14,9.95972
2021-11-15,10.9223
2021-11-16,12.79834
2021-11-17,11.88488
2021-11-18,10.73568
2021-11-19,10.81426
2021-11-20,11.16786
2021-11-21,10.19546
2021-11-22,12.5135
2021-11-23,11.10892
2021-11-24,10.27403
2021-11-25,10.80443
2021-11-26,9.35075
2021-11-27,10.17581
2021-11-28,11.47235
2021-11-29,12.38581
2021-11-30,12.00275
2021-12-01,11.0991
2021-12-02,11.47235
2021-12-03,11.47235
2021-12-04,10.37226
2021-12-05,9.5079
2021-12-06,12.38581
2021-12-07,12.47421
2021-12-08,11.12857
2021-12-09,11.20715
2021-12-10,12.53314
2021-12-11,10.3919
2021-12-12,9.88115
2021-12-13,11.61968
2021-12-14,12.06168
2021-12-15,11.43306
2021-12-16,11.08928
2021-12-17,11.72772
2021-12-18,10.81426
2021-12-19,9.75346
2021-12-20,13.43679
2021-12-21,14.32079
2021-12-22,12.98497
2021-12-23,13.27963
2021-12-24,12.70012
2021-12-25,10.94195
2021-12-26,9.66506
2021-12-27,12.37599
2021-12-28,13.80021
2021-12-29,14.0163
2021-12-30,12.93586
2021-12-31,15.59768
2022-01-01,15.44052
2022-01-02,13.24034
2022-01-03,19.48728
2022-01-04,15.21461
2022-01-05,14.66457
2022-01-06,16.36381
2022-01-07,15.90217
2022-01-08,12.83763
2022-01-09,12.22866
2022-01-10,14.15381
2022-01-11,24.96807
2022-01-12,19.54621
2022-01-13,14.64492
2022-01-14,12.96532
2022-01-15,14.20292
2022-01-16,13.17159
2022-01-17,14.30114
2022-01-18,13.24034
2022-01-19,12.88674
2022-01-20,12.02239
2022-01-21,13.11266
2022-01-22,15.84323
2022-01-23,18.82919
2022-01-24,15.86288
2022-01-25,15.12621
2022-01-26,14.53688
2022-01-27,13.09301
2022-01-28,14.38954
2022-01-29,13.60377
2022-01-30,15.91199
2022-01-31,12.67066
2022-02-01,17.73892
2022-02-02,13.43679
2022-02-03,13.89843
2022-02-04,14.56634
2022-02-05,15.11639
2022-02-06,15.50928
2022-02-07,14.09488
2022-02-08,14.96906
2022-02-09,13.19123
2022-02-10,12.50368
2022-02-11,12.05186
2022-02-12,13.24034
2022-02-13,11.61968
2022-02-14,14.50741
2022-02-15,15.6075
2022-02-16,12.83763
2022-02-17,12.26795
2022-02-18,14.18328
2022-02-19,12.6019
2022-02-20,12.36617
2022-02-21,13.59394
2022-02-22,14.15381
2022-02-23,13.6627
2022-02-24,23.51438
2022-02-25,16.95314
2022-02-26,12.56261
2022-02-27,12.62154
2022-02-28,13.8395
2022-03-01,12.64119
2022-03-02,14.38954
2022-03-03,13.45643
2022-03-04,13.86897
2022-03-05,13.11266
2022-03-06,23.41616
2022-03-07,19.22208
2022-03-08,19.35959
2022-03-09,13.38768
2022-03-10,13.02426
2022-03-11,13.15194
2022-03-12,13.54483
2022-03-13,11.30537
2022-03-14,13.19123
2022-03-15,12.70012
2022-03-16,12.74923
2022-03-17,11.52146
2022-03-18,11.79648
2022-03-19,10.6571
2022-03-20,9.36057
2022-03-21,10.75532
2022-03-22,10.79461
2022-03-23,11.22679
2022-03-24,11.84559
2022-03-25,12.50368
2022-03-26,10.01866
2022-03-27,8.89892
2022-03-28,10.97141
2022-03-29,10.43119
2022-03-30,11.4527
2022-03-31,11.31519
2022-04-01,11.40359
2022-04-02,10.27403
2022-04-03,8.11315
2022-04-04,9.70435
2022-04-05,10.58835
2022-04-06,9.5079
2022-04-07,9.7731
2022-04-08,9.54719
2022-04-09,8.61408
2022-04-10,7.93635
2022-04-11,10.11688
2022-04-12,9.75346
2022-04-13,9.85168
2022-04-14,9.79275
2022-04-15,9.93026
2022-04-16,10.01866
2022-04-17,8.55515
2022-04-18,11.3643
2022-04-19,11.23661
2022-04-20,12.17955
2022-04-21,10.96159
2022-04-22,11.83577
2022-04-23,11.15803
2022-04-24,10.70621
2022-04-25,12.56261
2022-04-26,13.25999
2022-04-27,12.90639
2022-04-28,13.02426
2022-04-29,11.72772
2022-04-30,10.33297
2022-05-01,10.44101
2022-05-02,12.40546
2022-05-03,12.41528
2022-05-04,12.85728
2022-05-05,10.57852
2022-05-06,11.57057
2022-05-07,11.55092
2022-05-08,11.40359
2022-05-09,11.77683
2022-05-10,12.10097
2022-05-11,12.43492
2022-05-12,12.31706
2022-05-13,11.47235
2022-05-14,9.87132
2022-05-15,8.52568
2022-05-16,11.92417
2022-05-17,12.14026
2022-05-18,11.50181
2022-05-19,10.88301
2022-05-20,11.87506
2022-05-21,9.88115
2022-05-22,9.35075
2022-05-23,11.34466
2022-05-24,11.56075
2022-05-25,11.68843
2022-05-26,11.12857
2022-05-27,10.10706
2022-05-28,9.92044
2022-05-29,8.93821
2022-05-30,11.42323
2022-05-31,11.55092
2022-06-01,10.09723
2022-06-02,11.38395
2022-06-03,10.72586
2022-06-04,9.63559
2022-06-05,9.05608
2022-06-06,11.04999
2022-06-07,11.5411
2022-06-08,11.22679
2022-06-09,11.82595
2022-06-10,11.48217
2022-06-11,9.76328
2022-06-12,10.19546
2022-06-13,13.3975
2022-06-14,12.52332
2022-06-15,13.59394
2022-06-16,11.66879
2022-06-17,12.3367
2022-06-18,10.86337
2022-06-19,9.62577
2022-06-20,12.59208
2022-06-21,12.11079
2022-06-22,12.05186
2022-06-23,12.10097
2022-06-24,13.09301
2022-06-25,10.90266
2022-06-26,10.16599
2022-06-27,12.4251
2022-06-28,11.61968
2022-06-29,11.67861
2022-06-30,11.8063
2022-07-01,12.40546
2022-07-02,10.24457
2022-07-03,8.87928
2022-07-04,12.54297
2022-07-05,11.85541
2022-07-06,12.99479
2022-07-07,11.7179
2022-07-08,11.40359
2022-07-09,10.59817
2022-07-10,9.84186
2022-07-11,11.77683
2022-07-12,12.70994
2022-07-13,11.21697
2022-07-14,11.91435
2022-07-15,12.21883
2022-07-16,11.79648
2022-07-17,11.16786
2022-07-18,12.29741
2022-07-19,13.3091
2022-07-20,11.90452
2022-07-21,11.49199
2022-07-22,11.05981
2022-07-23,9.2427
2022-07-24,9.72399
2022-07-25,12.74923
2022-07-26,14.60563
2022-07-27,11.37412
2022-07-28,11.22679
2022-07-29,11.20715
2022-07-30,10.53923
2022-07-31,9.30164
2022-08-01,11.49199
2022-08-02,11.00088
2022-08-03,10.47048
2022-08-04,11.04017
2022-08-05,10.78479
2022-08-06,9.90079
2022-08-07,9.25252
2022-08-08,11.03035
2022-08-09,10.8339
2022-08-10,10.79461
2022-08-11,10.73568
2022-08-12,10.89283
2022-08-13,11.22679
2022-08-14,10.25439
2022-08-15,10.26421
2022-08-16,11.77683
2022-08-17,11.06963
2022-08-18,12.21883
2022-08-19,11.00088
2022-08-20,9.9499
2022-08-21,9.46861
2022-08-22,12.04203
2022-08-23,12.08132
2022-08-24,13.41714
2022-08-25,11.93399
2022-08-26,11.49199
2022-08-27,10.61781
2022-08-28,10.28386
2022-08-29,11.85541
2022-08-30,11.96346
2022-08-31,12.11079
2022-09-01,12.34652
2022-09-02,11.47235
2022-09-03,10.23475
2022-09-04,9.58648
2022-09-05,11.03035
2022-09-06,11.40359
2022-09-07,13.71181
2022-09-08,12.05186
2022-09-09,11.66879
2022-09-10,13.55466
2022-09-11,12.21883
2022-09-12,12.23848
2022-09-13,14.38954
2022-09-14,14.43866
2022-09-15,14.71368
2022-09-16,12.97514
2022-09-17,10.79461
2022-09-18,10.58835
2022-09-19,12.09115
2022-09-20,13.55466
2022-09-21,15.50928
2022-09-22,12.58226
2022-09-23,12.36617
2022-09-24,11.65897
2022-09-25,9.72399
2022-09-26,14.34043
2022-09-27,14.39937
2022-09-28,13.42697
2022-09-29,12.68048
2022-09-30,14.47794
2022-10-01,11.38395
2022-10-02,15.0771
2022-10-03,12.89657
2022-10-04,15.46999
2022-10-05,14.58599
2022-10-06,14.5467
2022-10-07,13.0439
2022-10-08,11.07946
2022-10-09,10.69639
2022-10-10,11.44288
2022-10-11,24.37874
2022-10-12,20.6463
2022-10-13,14.66457
2022-10-14,15.1655
2022-10-15,12.44475
2022-10-16,11.43306
2022-10-17,14.84137
2022-10-18,16.80581
2022-10-19,16.68794
2022-10-20,14.41901
2022-10-21,13.25017
2022-10-22,11.4527
2022-10-23,10.46066
2022-10-24,13.01443
2022-10-25,12.59208
2022-10-26,12.25812
2022-10-27,13.0439
2022-10-28,12.28759
2022-10-29,11.19732
2022-10-30,9.0659
2022-10-31,11.46252
2022-11-01,13.54483
2022-11-02,13.59394
2022-11-03,14.22257
2022-11-04,13.77074
2022-11-05,12.43492
2022-11-06,10.75532
2022-11-07,13.67252
2022-11-08,13.42697
2022-11-09,13.62341
2022-11-10,13.97701
2022-11-11,12.92603
2022-11-12,11.95363
2022-11-13,11.86523
2022-11-14,12.53314
2022-11-15,13.52519
2022-11-16,12.75906
2022-11-17,12.46439
2022-11-18,12.91621
2022-11-19,12.19919
2022-11-20,12.43492
2022-11-21,14.18328
2022-11-22,13.0439
2022-11-23,13.19123
2022-11-24,12.62154
2022-11-25,12.44475
2022-11-26,13.4859
2022-11-27,12.05186
2022-11-28,12.70012
2022-11-29,12.48403
2022-11-30,13.34839
2022-12-01,17.60141
2022-12-02,15.9611
2022-12-03,11.55092
2022-12-04,10.73568
2022-12-05,13.60377
2022-12-06,13.81003
2022-12-07,14.56634
2022-12-08,14.39937
2022-12-09,15.11639
2022-12-10,13.27963
2022-12-11,12.61172
2022-12-12,16.34417
2022-12-13,15.53874
2022-12-14,15.63697
2022-12-15,14.83154
2022-12-16,20.5579
2022-12-17,15.73519
2022-12-18,15.0771
2022-12-19,15.79412
2022-12-20,17.94519
2022-12-21,17.04154
2022-12-22,18.27914
2022-12-23,19.07474
2022-12-24,15.30301
2022-12-25,15.58785
2022-12-26,18.51488
2022-12-27,20.05696
2022-12-28,21.16687
2022-12-29,20.9115
2022-12-30,22.15892
2022-12-31,19.18279
2023-01-01,22.39465
2023-01-02,27.71829
2023-01-03,24.20194
2023-01-04,29.50594
2023-01-05,25.85207
2023-01-06,22.65985
2023-01-07,28.61212
2023-01-08,29.46665
2023-01-09,24.86985
2023-01-10,33.81789
2023-01-11,28.66123
2023-01-12,24.37874
2023-01-13,21.66781
2023-01-14,20.45967
2023-01-15,19.90963
2023-01-16,21.84461
2023-01-17,20.19447
2023-01-18,19.80159
2023-01-19,19.22208
2023-01-20,19.48728
2023-01-21,22.74825
2023-01-22,24.50643
2023-01-23,21.15705
2023-01-24,18.69168
2023-01-25,22.28661
2023-01-26,23.16078
2023-01-27,28.06207
2023-01-28,20.63647
2023-01-29,18.67203
2023-01-30,21.76603
2023-01-31,20.68559
2023-02-01,20.30252
2023-02-02,22.05087
2023-02-03,20.47932
2023-02-04,21.42225
2023-02-05,18.64256
2023-02-06,20.22394
2023-02-07,21.33385
2023-02-08,21.09812
2023-02-09,19.97839
2023-02-10,22.4143
2023-02-11,21.07847
2023-02-12,18.56399
2023-02-13,22.01159
2023-02-14,18.94705
2023-02-15,19.51674
2023-02-16,20.37127
2023-02-17,20.09625
2023-02-18,19.26136
2023-02-19,18.60328
2023-02-20,19.64443
2023-02-21,18.04341
2023-02-22,19.11403
2023-02-23,18.27914
2023-02-24,19.34976
2023-02-25,18.5247
2023-02-26,17.14959
2023-02-27,18.59345
2023-02-28,19.04528
2023-03-01,20.49896
2023-03-02,19.81141
2023-03-03,18.30861
2023-03-04,18.11216
2023-03-05,16.46203
2023-03-06,18.41665
2023-03-07,17.43443
2023-03-08,21.02936
2023-03-09,17.82732
2023-03-10,16.58972
2023-03-11,17.51301
2023-03-12,16.10843
2023-03-13,18.26932
2023-03-14,21.21599
2023-03-15,19.75248
2023-03-16,19.50692
2023-03-17,20.16501
2023-03-18,19.72301
2023-03-19,17.25763
2023-03-20,25.50829
2023-03-21,28.00314
2023-03-22,25.01718
2023-03-23,26.24496
2023-03-24,26.03869
2023-03-25,20.75434
2023-03-26,24.1823
2023-03-27,23.10185
2023-03-28,27.97367
2023-03-29,29.19163
2023-03-30,26.99145
2023-03-31,27.56114
2023-04-01,22.9447
2023-04-02,23.32776
2023-04-03,26.69678
2023-04-04,24.37874
2023-04-05,35.00638
2023-04-06,43.5026
2023-04-07,32.541
2023-04-08,24.96807
2023-04-09,37.9334
2023-04-10,38.8174
2023-04-11,29.06394
2023-04-12,30.5078
2023-04-13,28.78892
2023-04-14,31.81416
2023-04-15,26.90305
2023-04-16,22.45359
2023-04-17,37.73696
2023-04-18,24.86003
2023-04-19,25.24309
2023-04-20,23.84834
2023-04-21,21.91336
2023-04-22,19.47745
2023-04-23,17.7291
2023-04-24,20.9115
2023-04-25,21.60887
2023-04-26,21.1767
2023-04-27,22.24732
2023-04-28,20.9115
2023-04-29,19.01581
2023-04-30,17.89608
2023-05-01,18.84883
2023-05-02,22.8563
2023-05-03,22.39465
2023-05-04,22.65985
2023-05-05,22.97416
2023-05-06,23.3867
2023-05-07,20.60701
2023-05-08,27.96385
2023-05-09,22.70896
2023-05-10,21.84461
2023-05-11,22.93487
2023-05-12,18.69168
2023-05-13,19.54621
2023-05-14,16.94332
2023-05-15,21.22581
2023-05-16,19.29083
2023-05-17,19.62479
2023-05-18,17.44425
2023-05-19,20.10607
2023-05-20,17.6407
2023-05-21,14.83154
2023-05-22,18.23003
2023-05-23,16.98261
2023-05-24,17.20852
2023-05-25,18.58363
2023-05-26,16.50132
2023-05-27,15.28337
2023-05-28,13.41714
