date,요식업
2020-03-20,55.97826
2020-03-21,50.18115
2020-03-22,57.06521
2020-03-23,73.55072
2020-03-24,70.47101
2020-03-25,67.21014
2020-03-26,74.63768
2020-03-27,63.40579
2020-03-28,44.20289
2020-03-29,49.45652
2020-03-30,73.55072
2020-03-31,61.41304
2020-04-01,59.23913
2020-04-02,64.31159
2020-04-03,57.60869
2020-04-04,35.50724
2020-04-05,38.22463
2020-04-06,62.13768
2020-04-07,61.41304
2020-04-08,65.94202
2020-04-09,64.67391
2020-04-10,60.50724
2020-04-11,40.76086
2020-04-12,55.25362
2020-04-13,100.0
2020-04-14,69.38405
2020-04-15,47.10144
2020-04-16,59.05797
2020-04-17,56.70289
2020-04-18,34.7826
2020-04-19,43.2971
2020-04-20,60.50724
2020-04-21,66.30434
2020-04-22,67.21014
2020-04-23,66.30434
2020-04-24,56.88405
2020-04-25,33.15217
2020-04-26,40.76086
2020-04-27,65.76086
2020-04-28,62.31884
2020-04-29,59.23913
2020-04-30,47.46376
2020-05-01,43.11594
2020-05-02,32.97101
2020-05-03,42.75362
2020-05-04,62.86231
2020-05-05,46.73913
2020-05-06,64.49275
2020-05-07,59.42028
2020-05-08,50.72463
2020-05-09,34.05797
2020-05-10,42.21014
2020-05-11,63.40579
2020-05-12,57.42753
2020-05-13,52.17391
2020-05-14,60.86956
2020-05-15,49.27536
2020-05-16,36.23188
2020-05-17,37.86231
2020-05-18,59.96376
2020-05-19,62.31884
2020-05-20,70.65217
2020-05-21,89.85507
2020-05-22,67.21014
2020-05-23,45.10869
2020-05-24,48.55072
2020-05-25,78.80434
2020-05-26,68.47826
2020-05-27,62.5
2020-05-28,62.31884
2020-05-29,57.60869
2020-05-30,46.73913
2020-05-31,49.63768
2020-06-01,54.71014
2020-06-02,59.42028
2020-06-03,55.7971
2020-06-04,55.61594
2020-06-05,47.46376
2020-06-06,32.06521
2020-06-07,40.76086
2020-06-08,61.05072
2020-06-09,51.99275
2020-06-10,57.24637
2020-06-11,57.06521
2020-06-12,47.2826
2020-06-13,34.7826
2020-06-14,44.02173
2020-06-15,63.76811
2020-06-16,59.60144
2020-06-17,47.64492
2020-06-18,48.55072
2020-06-19,47.2826
2020-06-20,36.23188
2020-06-21,43.84057
2020-06-22,62.31884
2020-06-23,56.52173
2020-06-24,59.42028
2020-06-25,64.49275
2020-06-26,54.34782
2020-06-27,33.51449
2020-06-28,40.57971
2020-06-29,56.70289
2020-06-30,64.13043
2020-07-01,49.81884
2020-07-02,51.26811
2020-07-03,43.47826
2020-07-04,27.89855
2020-07-05,33.51449
2020-07-06,50.54347
2020-07-07,55.25362
2020-07-08,55.61594
2020-07-09,51.26811
2020-07-10,46.92028
2020-07-11,34.60144
2020-07-12,35.50724
2020-07-13,54.34782
2020-07-14,51.63043
2020-07-15,48.91304
2020-07-16,46.73913
2020-07-17,42.57246
2020-07-18,30.25362
2020-07-19,36.41304
2020-07-20,56.88405
2020-07-21,50.18115
2020-07-22,50.36231
2020-07-23,53.9855
2020-07-24,43.65942
2020-07-25,25.72463
2020-07-26,32.78985
2020-07-27,48.91304
2020-07-28,48.1884
2020-07-29,45.28985
2020-07-30,47.2826
2020-07-31,42.3913
2020-08-01,31.70289
2020-08-02,28.07971
2020-08-03,43.84057
2020-08-04,51.63043
2020-08-05,38.94927
2020-08-06,45.28985
2020-08-07,41.66666
2020-08-08,30.07246
2020-08-09,39.13043
2020-08-10,53.07971
2020-08-11,51.08695
2020-08-12,49.63768
2020-08-13,40.94202
2020-08-14,51.08695
2020-08-15,27.35507
2020-08-16,25.18115
2020-08-17,44.56521
2020-08-18,50.54347
2020-08-19,51.26811
2020-08-20,47.64492
2020-08-21,45.65217
2020-08-22,34.05797
2020-08-23,37.31884
2020-08-24,54.71014
2020-08-25,52.89855
2020-08-26,50.0
2020-08-27,51.81159
2020-08-28,72.2826
2020-08-29,43.65942
2020-08-30,43.65942
2020-08-31,64.85507
2020-09-01,54.34782
2020-09-02,50.18115
2020-09-03,51.08695
2020-09-04,49.45652
2020-09-05,32.78985
2020-09-06,42.3913
2020-09-07,49.63768
2020-09-08,51.26811
2020-09-09,54.71014
2020-09-10,55.43478
2020-09-11,54.8913
2020-09-12,37.68115
2020-09-13,44.20289
2020-09-14,58.33333
2020-09-15,50.36231
2020-09-16,55.25362
2020-09-17,52.35507
2020-09-18,49.45652
2020-09-19,27.17391
2020-09-20,33.69565
2020-09-21,50.72463
2020-09-22,44.92753
2020-09-23,49.0942
2020-09-24,51.08695
2020-09-25,50.54347
2020-09-26,28.80434
2020-09-27,36.23188
2020-09-28,52.53623
2020-09-29,40.57971
2020-09-30,26.26811
2020-10-01,27.17391
2020-10-02,25.18115
2020-10-03,27.17391
2020-10-04,34.23913
2020-10-05,52.35507
2020-10-06,54.71014
2020-10-07,47.82608
2020-10-08,45.28985
2020-10-09,37.5
2020-10-10,34.05797
2020-10-11,34.96376
2020-10-12,62.68115
2020-10-13,51.99275
2020-10-14,52.71739
2020-10-15,54.52898
2020-10-16,43.84057
2020-10-17,32.78985
2020-10-18,31.34057
2020-10-19,54.71014
2020-10-20,53.9855
2020-10-21,48.91304
2020-10-22,49.81884
2020-10-23,43.11594
2020-10-24,35.86956
2020-10-25,40.03623
2020-10-26,59.23913
2020-10-27,50.18115
2020-10-28,57.97101
2020-10-29,55.61594
2020-10-30,48.55072
2020-10-31,33.51449
2020-11-01,34.7826
2020-11-02,53.9855
2020-11-03,53.26086
2020-11-04,55.07246
2020-11-05,51.26811
2020-11-06,50.72463
2020-11-07,33.15217
2020-11-08,31.15942
2020-11-09,57.42753
2020-11-10,55.07246
2020-11-11,53.07971
2020-11-12,53.07971
2020-11-13,47.46376
2020-11-14,33.87681
2020-11-15,37.86231
2020-11-16,54.71014
2020-11-17,46.55797
2020-11-18,44.56521
2020-11-19,49.0942
2020-11-20,46.92028
2020-11-21,31.70289
2020-11-22,32.97101
2020-11-23,48.55072
2020-11-24,50.18115
2020-11-25,45.47101
2020-11-26,53.44202
2020-11-27,61.05072
2020-11-28,32.60869
2020-11-29,38.58695
2020-11-30,56.52173
2020-12-01,57.42753
2020-12-02,51.08695
2020-12-03,44.74637
2020-12-04,44.02173
2020-12-05,32.78985
2020-12-06,37.5
2020-12-07,52.17391
2020-12-08,57.78985
2020-12-09,52.89855
2020-12-10,54.16666
2020-12-11,46.01449
2020-12-12,39.31159
2020-12-13,32.42753
2020-12-14,50.18115
2020-12-15,44.20289
2020-12-16,49.63768
2020-12-17,43.65942
2020-12-18,46.92028
2020-12-19,28.80434
2020-12-20,31.52173
2020-12-21,47.64492
2020-12-22,50.0
2020-12-23,50.18115
2020-12-24,42.75362
2020-12-25,26.99275
2020-12-26,30.25362
2020-12-27,32.06521
2020-12-28,57.06521
2020-12-29,57.97101
2020-12-30,54.71014
2020-12-31,39.49275
2021-01-01,25.72463
2021-01-02,32.42753
2021-01-03,36.41304
2021-01-04,51.26811
2021-01-05,48.36956
2021-01-06,44.02173
2021-01-07,45.83333
2021-01-08,39.13043
2021-01-09,28.62318
2021-01-10,33.15217
2021-01-11,49.27536
2021-01-12,44.56521
2021-01-13,46.19565
2021-01-14,41.66666
2021-01-15,42.21014
2021-01-16,32.78985
2021-01-17,41.12318
2021-01-18,53.80434
2021-01-19,48.1884
2021-01-20,45.10869
2021-01-21,42.3913
2021-01-22,40.03623
2021-01-23,28.62318
2021-01-24,27.17391
2021-01-25,47.10144
2021-01-26,55.43478
2021-01-27,42.02898
2021-01-28,36.5942
2021-01-29,33.33333
2021-01-30,30.43478
2021-01-31,38.58695
2021-02-01,41.12318
2021-02-02,49.27536
2021-02-03,42.75362
2021-02-04,39.31159
2021-02-05,38.40579
2021-02-06,27.35507
2021-02-07,25.54347
2021-02-08,36.95652
2021-02-09,29.8913
2021-02-10,33.87681
2021-02-11,23.1884
2021-02-12,23.73188
2021-02-13,25.0
2021-02-14,29.71014
2021-02-15,46.19565
2021-02-16,42.02898
2021-02-17,38.40579
2021-02-18,32.97101
2021-02-19,40.57971
2021-02-20,28.80434
2021-02-21,27.17391
2021-02-22,37.31884
2021-02-23,40.94202
2021-02-24,39.49275
2021-02-25,39.67391
2021-02-26,31.15942
2021-02-27,25.0
2021-02-28,28.07971
2021-03-01,32.97101
2021-03-02,54.34782
2021-03-03,45.10869
2021-03-04,45.28985
2021-03-05,42.21014
2021-03-06,30.25362
2021-03-07,29.71014
2021-03-08,51.99275
2021-03-09,48.55072
2021-03-10,46.55797
2021-03-11,46.01449
2021-03-12,37.31884
2021-03-13,30.7971
2021-03-14,35.32608
2021-03-15,48.55072
2021-03-16,49.63768
2021-03-17,47.2826
2021-03-18,47.82608
2021-03-19,46.01449
2021-03-20,31.52173
2021-03-21,29.16666
2021-03-22,50.54347
2021-03-23,41.12318
2021-03-24,44.38405
2021-03-25,40.21739
2021-03-26,41.4855
2021-03-27,32.24637
2021-03-28,28.62318
2021-03-29,49.81884
2021-03-30,49.27536
2021-03-31,46.37681
2021-04-01,42.75362
2021-04-02,30.07246
2021-04-03,28.44202
2021-04-04,33.15217
2021-04-05,45.28985
2021-04-06,46.55797
2021-04-07,43.47826
2021-04-08,49.45652
2021-04-09,34.60144
2021-04-10,24.63768
2021-04-11,29.52898
2021-04-12,44.20289
2021-04-13,45.65217
2021-04-14,45.83333
2021-04-15,46.37681
2021-04-16,39.85507
2021-04-17,28.07971
2021-04-18,29.71014
2021-04-19,46.73913
2021-04-20,43.2971
2021-04-21,46.01449
2021-04-22,43.47826
2021-04-23,40.03623
2021-04-24,25.18115
2021-04-25,24.45652
2021-04-26,48.91304
2021-04-27,44.02173
2021-04-28,42.02898
2021-04-29,42.21014
2021-04-30,38.40579
2021-05-01,18.84057
2021-05-02,30.61594
2021-05-03,46.55797
2021-05-04,47.10144
2021-05-05,25.72463
2021-05-06,37.86231
2021-05-07,35.32608
2021-05-08,27.35507
2021-05-09,30.97826
2021-05-10,42.93478
2021-05-11,45.47101
2021-05-12,47.46376
2021-05-13,43.84057
2021-05-14,42.75362
2021-05-15,22.10144
2021-05-16,35.6884
2021-05-17,41.4855
2021-05-18,41.30434
2021-05-19,31.34057
2021-05-20,52.89855
2021-05-21,40.03623
2021-05-22,28.26086
2021-05-23,35.50724
2021-05-24,54.52898
2021-05-25,52.89855
2021-05-26,49.27536
2021-05-27,46.73913
2021-05-28,39.85507
2021-05-29,28.26086
2021-05-30,33.33333
2021-05-31,48.91304
2021-06-01,49.27536
2021-06-02,52.17391
2021-06-03,37.31884
2021-06-04,43.2971
2021-06-05,30.61594
2021-06-06,31.15942
2021-06-07,49.81884
2021-06-08,50.72463
2021-06-09,40.21739
2021-06-10,45.83333
2021-06-11,36.95652
2021-06-12,29.16666
2021-06-13,29.34782
2021-06-14,43.65942
2021-06-15,40.03623
2021-06-16,46.92028
2021-06-17,43.65942
2021-06-18,36.41304
2021-06-19,27.35507
2021-06-20,27.71739
2021-06-21,45.28985
2021-06-22,43.65942
2021-06-23,43.47826
2021-06-24,37.13768
2021-06-25,30.43478
2021-06-26,26.99275
2021-06-27,29.16666
2021-06-28,40.76086
2021-06-29,42.02898
2021-06-30,39.85507
2021-07-01,38.94927
2021-07-02,40.39855
2021-07-03,25.18115
2021-07-04,23.1884
2021-07-05,40.39855
2021-07-06,38.04347
2021-07-07,49.0942
2021-07-08,49.27536
2021-07-09,47.82608
2021-07-10,24.27536
2021-07-11,27.17391
2021-07-12,53.44202
2021-07-13,50.54347
2021-07-14,49.45652
2021-07-15,52.53623
2021-07-16,40.21739
2021-07-17,31.88405
2021-07-18,31.15942
2021-07-19,55.7971
2021-07-20,49.0942
2021-07-21,42.02898
2021-07-22,43.84057
2021-07-23,51.81159
2021-07-24,27.71739
2021-07-25,31.15942
2021-07-26,42.75362
2021-07-27,38.94927
2021-07-28,46.55797
2021-07-29,40.94202
2021-07-30,32.97101
2021-07-31,25.90579
2021-08-01,29.8913
2021-08-02,43.65942
2021-08-03,46.73913
2021-08-04,39.49275
2021-08-05,41.84782
2021-08-06,42.75362
2021-08-07,27.53623
2021-08-08,27.17391
2021-08-09,43.2971
2021-08-10,44.56521
2021-08-11,44.92753
2021-08-12,42.3913
2021-08-13,41.4855
2021-08-14,29.34782
2021-08-15,28.07971
2021-08-16,33.15217
2021-08-17,46.19565
2021-08-18,50.18115
2021-08-19,46.73913
2021-08-20,42.02898
2021-08-21,25.72463
2021-08-22,26.63043
2021-08-23,47.46376
2021-08-24,40.57971
2021-08-25,47.64492
2021-08-26,44.38405
2021-08-27,45.47101
2021-08-28,28.9855
2021-08-29,28.44202
2021-08-30,47.82608
2021-08-31,42.57246
2021-09-01,42.21014
2021-09-02,42.3913
2021-09-03,40.03623
2021-09-04,26.44927
2021-09-05,30.43478
2021-09-06,44.74637
2021-09-07,41.66666
2021-09-08,43.2971
2021-09-09,41.30434
2021-09-10,32.06521
2021-09-11,25.90579
2021-09-12,32.42753
2021-09-13,45.65217
2021-09-14,38.40579
2021-09-15,39.49275
2021-09-16,42.3913
2021-09-17,32.24637
2021-09-18,26.26811
2021-09-19,18.65942
2021-09-20,20.65217
2021-09-21,26.81159
2021-09-22,27.71739
2021-09-23,44.56521
2021-09-24,36.41304
2021-09-25,24.63768
2021-09-26,31.15942
2021-09-27,44.38405
2021-09-28,44.74637
2021-09-29,46.73913
2021-09-30,44.56521
2021-10-01,39.31159
2021-10-02,29.16666
2021-10-03,23.00724
2021-10-04,36.5942
2021-10-05,45.10869
2021-10-06,49.0942
2021-10-07,38.76811
2021-10-08,44.20289
2021-10-09,28.26086
2021-10-10,32.06521
2021-10-11,31.15942
2021-10-12,42.75362
2021-10-13,33.15217
2021-10-14,36.23188
2021-10-15,40.57971
2021-10-16,23.73188
2021-10-17,29.34782
2021-10-18,44.02173
2021-10-19,39.85507
2021-10-20,43.47826
2021-10-21,40.76086
2021-10-22,41.30434
2021-10-23,28.80434
2021-10-24,30.07246
2021-10-25,51.08695
2021-10-26,44.38405
2021-10-27,46.01449
2021-10-28,49.27536
2021-10-29,45.47101
2021-10-30,30.97826
2021-10-31,30.61594
2021-11-01,50.0
2021-11-02,45.83333
2021-11-03,40.57971
2021-11-04,43.47826
2021-11-05,32.42753
2021-11-06,25.54347
2021-11-07,27.35507
2021-11-08,45.47101
2021-11-09,41.66666
2021-11-10,44.38405
2021-11-11,42.57246
2021-11-12,37.5
2021-11-13,27.35507
2021-11-14,26.08695
2021-11-15,38.22463
2021-11-16,46.92028
2021-11-17,41.12318
2021-11-18,39.49275
2021-11-19,38.40579
2021-11-20,29.52898
2021-11-21,29.8913
2021-11-22,42.02898
2021-11-23,44.92753
2021-11-24,44.92753
2021-11-25,45.10869
