date,오늘의주가지수
2020-03-20,35.9375
2020-03-21,4.34027
2020-03-22,1.44675
2020-03-23,34.78009
2020-03-24,39.00462
2020-03-25,38.02083
2020-03-26,43.28703
2020-03-27,40.50925
2020-03-28,4.51388
2020-03-29,1.27314
2020-03-30,37.67361
2020-03-31,31.48148
2020-04-01,39.46759
2020-04-02,38.59953
2020-04-03,34.31712
2020-04-04,3.87731
2020-04-05,1.79398
2020-04-06,29.05092
2020-04-07,36.63194
2020-04-08,34.60648
2020-04-09,29.22453
2020-04-10,32.8125
2020-04-11,3.125
2020-04-12,1.21527
2020-04-13,29.62962
2020-04-14,27.48842
2020-04-15,5.72916
2020-04-16,26.90972
2020-04-17,25.86805
2020-04-18,3.35648
2020-04-19,1.33101
2020-04-20,24.71064
2020-04-21,30.43981
2020-04-22,32.98611
2020-04-23,26.27314
2020-04-24,26.09953
2020-04-25,2.77777
2020-04-26,2.31481
2020-04-27,21.99074
2020-04-28,25.28935
2020-04-29,22.4537
2020-04-30,4.39814
2020-05-01,5.72916
2020-05-02,1.90972
2020-05-03,1.09953
2020-05-04,24.76851
2020-05-05,4.05092
2020-05-06,22.85879
2020-05-07,23.61111
2020-05-08,22.68518
2020-05-09,2.83564
2020-05-10,1.04166
2020-05-11,23.49537
2020-05-12,26.73611
2020-05-13,20.3125
2020-05-14,24.13194
2020-05-15,24.18981
2020-05-16,2.37268
2020-05-17,0.86805
2020-05-18,23.49537
2020-05-19,24.42129
2020-05-20,27.02546
2020-05-21,25.98379
2020-05-22,29.2824
2020-05-23,3.29861
2020-05-24,1.09953
2020-05-25,25.81018
2020-05-26,25.81018
2020-05-27,27.19907
2020-05-28,30.09259
2020-05-29,28.41435
2020-05-30,2.02546
2020-05-31,1.1574
2020-06-01,23.0324
2020-06-02,28.35648
2020-06-03,31.88657
2020-06-04,31.42361
2020-06-05,29.22453
2020-06-06,3.125
2020-06-07,1.44675
2020-06-08,27.37268
2020-06-09,30.43981
2020-06-10,33.91203
2020-06-11,34.375
2020-06-12,43.3449
2020-06-13,4.2824
2020-06-14,1.5625
2020-06-15,48.32175
2020-06-16,47.28009
2020-06-17,48.66898
2020-06-18,39.52546
2020-06-19,38.48379
2020-06-20,3.41435
2020-06-21,1.44675
2020-06-22,34.20138
2020-06-23,37.90509
2020-06-24,36.74768
2020-06-25,42.99768
2020-06-26,33.50694
2020-06-27,4.2824
2020-06-28,1.79398
2020-06-29,37.44212
2020-06-30,34.25925
2020-07-01,33.91203
2020-07-02,32.69675
2020-07-03,29.57175
2020-07-04,4.05092
2020-07-05,0.86805
2020-07-06,31.59722
2020-07-07,35.5324
2020-07-08,30.32407
2020-07-09,29.39814
2020-07-10,29.91898
2020-07-11,3.47222
2020-07-12,1.73611
2020-07-13,29.62962
2020-07-14,33.91203
2020-07-15,37.38425
2020-07-16,32.00231
2020-07-17,36.57407
2020-07-18,3.53009
2020-07-19,0.86805
2020-07-20,37.67361
2020-07-21,26.33101
2020-07-22,32.87037
2020-07-23,31.71296
2020-07-24,36.16898
2020-07-25,2.60416
2020-07-26,1.44675
2020-07-27,30.15046
2020-07-28,31.25
2020-07-29,33.04398
2020-07-30,26.50462
2020-07-31,27.66203
2020-08-01,2.95138
2020-08-02,1.21527
2020-08-03,25.46296
2020-08-04,29.74537
2020-08-05,31.59722
2020-08-06,34.14351
2020-08-07,40.33564
2020-08-08,4.10879
2020-08-09,2.1412
2020-08-10,36.86342
2020-08-11,40.39351
2020-08-12,45.42824
2020-08-13,44.27083
2020-08-14,44.73379
2020-08-15,3.81944
2020-08-16,1.85185
2020-08-17,10.18518
2020-08-18,46.64351
2020-08-19,41.37731
2020-08-20,50.46296
2020-08-21,44.44444
2020-08-22,4.80324
2020-08-23,1.1574
2020-08-24,36.05324
2020-08-25,37.73148
2020-08-26,43.40277
2020-08-27,38.36805
2020-08-28,35.99537
2020-08-29,4.16666
2020-08-30,1.73611
2020-08-31,38.6574
2020-09-01,35.87962
2020-09-02,35.30092
2020-09-03,39.98842
2020-09-04,51.38888
2020-09-05,6.36574
2020-09-06,1.79398
2020-09-07,42.12962
2020-09-08,36.16898
2020-09-09,42.01388
2020-09-10,41.08796
2020-09-11,39.40972
2020-09-12,4.86111
2020-09-13,1.50462
2020-09-14,37.84722
2020-09-15,38.83101
2020-09-16,41.89814
2020-09-17,39.0625
2020-09-18,42.59259
2020-09-19,5.32407
2020-09-20,2.1412
2020-09-21,48.84259
2020-09-22,52.08333
2020-09-23,45.83333
2020-09-24,52.95138
2020-09-25,40.74074
2020-09-26,4.86111
2020-09-27,1.44675
2020-09-28,33.91203
2020-09-29,29.16666
2020-09-30,5.8449
2020-10-01,4.16666
2020-10-02,5.38194
2020-10-03,4.22453
2020-10-04,2.1412
2020-10-05,31.07638
2020-10-06,33.44907
2020-10-07,35.41666
2020-10-08,35.87962
2020-10-09,6.8287
2020-10-10,2.7199
2020-10-11,1.27314
2020-10-12,31.42361
2020-10-13,34.54861
2020-10-14,35.01157
2020-10-15,36.34259
2020-10-16,37.55787
2020-10-17,4.22453
2020-10-18,1.33101
2020-10-19,35.59027
2020-10-20,35.82175
2020-10-21,35.76388
2020-10-22,37.26851
2020-10-23,32.4074
2020-10-24,3.64583
2020-10-25,1.38888
2020-10-26,37.38425
2020-10-27,37.78935
2020-10-28,36.34259
2020-10-29,43.28703
2020-10-30,39.75694
2020-10-31,4.74537
2020-11-01,2.31481
2020-11-02,34.66435
2020-11-03,37.32638
2020-11-04,38.59953
2020-11-05,42.53472
2020-11-06,42.59259
2020-11-07,3.47222
2020-11-08,1.73611
2020-11-09,38.6574
2020-11-10,41.84027
2020-11-11,42.30324
2020-11-12,42.88194
2020-11-13,42.70833
2020-11-14,4.91898
2020-11-15,2.37268
2020-11-16,43.11342
2020-11-17,51.27314
2020-11-18,52.02546
2020-11-19,48.4375
2020-11-20,47.04861
2020-11-21,5.03472
2020-11-22,1.79398
2020-11-23,45.83333
2020-11-24,49.42129
2020-11-25,58.33333
2020-11-26,55.15046
2020-11-27,47.39583
2020-11-28,5.49768
2020-11-29,1.62037
2020-11-30,48.09027
2020-12-01,47.28009
2020-12-02,48.0324
2020-12-03,57.11805
2020-12-04,46.12268
2020-12-05,4.86111
2020-12-06,2.37268
2020-12-07,51.1574
2020-12-08,55.49768
2020-12-09,55.38194
2020-12-10,60.87962
2020-12-11,50.75231
2020-12-12,5.20833
2020-12-13,2.08333
2020-12-14,53.00925
2020-12-15,51.67824
2020-12-16,47.51157
2020-12-17,49.47916
2020-12-18,43.28703
2020-12-19,4.22453
2020-12-20,2.31481
2020-12-21,42.53472
2020-12-22,57.17592
2020-12-23,54.16666
2020-12-24,50.63657
2020-12-25,6.13425
2020-12-26,2.66203
2020-12-27,1.73611
2020-12-28,48.49537
2020-12-29,53.47222
2020-12-30,50.81018
2020-12-31,13.77314
2021-01-01,3.53009
2021-01-02,2.25694
2021-01-03,2.19907
2021-01-04,69.56018
2021-01-05,70.42824
2021-01-06,80.61342
2021-01-07,73.0324
2021-01-08,84.08564
2021-01-09,6.48148
2021-01-10,2.89351
2021-01-11,97.28009
2021-01-12,96.75925
2021-01-13,80.09259
2021-01-14,79.22453
2021-01-15,85.76388
2021-01-16,7.34953
2021-01-17,3.41435
2021-01-18,85.35879
2021-01-19,90.625
2021-01-20,77.77777
2021-01-21,76.33101
2021-01-22,78.58796
2021-01-23,7.06018
2021-01-24,2.77777
2021-01-25,67.82407
2021-01-26,80.61342
2021-01-27,82.69675
2021-01-28,93.75
2021-01-29,100.0
2021-01-30,9.25925
2021-01-31,3.81944
2021-02-01,82.23379
2021-02-02,81.07638
2021-02-03,77.19907
2021-02-04,80.78703
2021-02-05,71.06481
2021-02-06,7.63888
2021-02-07,3.7037
2021-02-08,68.98148
2021-02-09,64.6412
2021-02-10,55.15046
2021-02-11,6.65509
2021-02-12,3.58796
2021-02-13,3.76157
2021-02-14,3.64583
2021-02-15,60.82175
2021-02-16,68.69212
2021-02-17,65.74074
2021-02-18,71.35416
2021-02-19,68.86574
2021-02-20,5.96064
2021-02-21,2.54629
2021-02-22,59.54861
2021-02-23,59.14351
2021-02-24,76.38888
2021-02-25,69.27083
2021-02-26,80.38194
2021-02-27,8.04398
2021-02-28,3.35648
2021-03-01,5.96064
2021-03-02,66.26157
2021-03-03,55.8449
2021-03-04,61.45833
2021-03-05,64.23611
2021-03-06,6.19212
2021-03-07,2.1412
2021-03-08,59.89583
2021-03-09,62.61574
2021-03-10,68.3449
2021-03-11,59.02777
2021-03-12,63.71527
2021-03-13,7.58101
2021-03-14,3.7037
2021-03-15,55.61342
2021-03-16,55.09259
2021-03-17,60.5324
2021-03-18,57.63888
2021-03-19,57.8125
2021-03-20,6.01851
2021-03-21,2.66203
2021-03-22,58.3912
2021-03-23,53.18287
2021-03-24,54.80324
2021-03-25,60.24305
2021-03-26,53.06712
2021-03-27,5.2662
2021-03-28,2.37268
2021-03-29,49.76851
2021-03-30,47.80092
2021-03-31,49.82638
2021-04-01,47.16435
2021-04-02,50.63657
2021-04-03,5.38194
2021-04-04,2.37268
2021-04-05,48.37962
2021-04-06,49.53703
2021-04-07,48.66898
2021-04-08,45.54398
2021-04-09,40.56712
2021-04-10,4.6875
2021-04-11,1.62037
2021-04-12,39.69907
2021-04-13,43.51851
2021-04-14,42.30324
2021-04-15,41.26157
2021-04-16,38.54166
2021-04-17,3.87731
2021-04-18,1.73611
2021-04-19,34.43287
2021-04-20,37.26851
2021-04-21,46.35416
2021-04-22,41.7824
2021-04-23,39.29398
2021-04-24,3.64583
2021-04-25,1.5625
2021-04-26,38.19444
2021-04-27,36.80555
2021-04-28,40.39351
2021-04-29,39.46759
2021-04-30,39.12037
2021-05-01,3.93518
2021-05-02,1.38888
2021-05-03,37.32638
2021-05-04,37.44212
2021-05-05,7.29166
2021-05-06,38.36805
2021-05-07,36.22685
2021-05-08,4.10879
2021-05-09,2.02546
2021-05-10,40.10416
2021-05-11,45.37037
2021-05-12,54.57175
2021-05-13,53.47222
2021-05-14,48.09027
2021-05-15,5.72916
2021-05-16,2.1412
2021-05-17,48.61111
2021-05-18,42.1875
2021-05-19,7.29166
2021-05-20,38.71527
2021-05-21,37.32638
2021-05-22,4.2824
2021-05-23,1.62037
2021-05-24,37.61574
2021-05-25,38.88888
2021-05-26,40.16203
2021-05-27,41.03009
2021-05-28,40.50925
2021-05-29,3.76157
2021-05-30,1.44675
2021-05-31,32.06018
2021-06-01,36.22685
2021-06-02,34.375
2021-06-03,38.77314
2021-06-04,38.19444
2021-06-05,3.87731
2021-06-06,1.85185
2021-06-07,36.5162
2021-06-08,38.54166
2021-06-09,39.52546
2021-06-10,33.15972
2021-06-11,33.27546
2021-06-12,3.41435
2021-06-13,2.1412
2021-06-14,34.02777
2021-06-15,35.59027
2021-06-16,32.4074
2021-06-17,33.27546
2021-06-18,35.18518
2021-06-19,3.53009
2021-06-20,1.90972
2021-06-21,38.31018
2021-06-22,30.72916
2021-06-23,33.33333
2021-06-24,28.93518
2021-06-25,29.86111
2021-06-26,4.2824
2021-06-27,1.38888
2021-06-28,32.00231
2021-06-29,29.86111
2021-06-30,32.23379
2021-07-01,28.35648
2021-07-02,26.5625
2021-07-03,3.41435
2021-07-04,0.86805
2021-07-05,22.97453
2021-07-06,23.72685
2021-07-07,26.21527
2021-07-08,34.31712
2021-07-09,40.625
2021-07-10,3.93518
2021-07-11,2.08333
2021-07-12,26.85185
2021-07-13,27.48842
2021-07-14,30.03472
2021-07-15,27.54629
2021-07-16,31.01851
2021-07-17,5.09259
2021-07-18,2.08333
2021-07-19,29.57175
2021-07-20,32.58101
2021-07-21,30.72916
2021-07-22,30.38194
2021-07-23,28.64583
2021-07-24,3.58796
2021-07-25,1.67824
2021-07-26,31.07638
2021-07-27,31.42361
2021-07-28,33.9699
2021-07-29,29.16666
2021-07-30,32.00231
2021-07-31,3.81944
2021-08-01,1.79398
2021-08-02,27.37268
2021-08-03,32.4074
2021-08-04,32.17592
2021-08-05,34.08564
2021-08-06,30.43981
2021-08-07,3.53009
2021-08-08,1.27314
2021-08-09,29.10879
2021-08-10,30.67129
2021-08-11,31.94444
2021-08-12,32.11805
2021-08-13,37.32638
2021-08-14,3.7037
2021-08-15,1.5625
2021-08-16,5.72916
2021-08-17,33.68055
2021-08-18,31.13425
2021-08-19,39.93055
2021-08-20,45.42824
2021-08-21,4.10879
2021-08-22,1.50462
2021-08-23,35.01157
2021-08-24,31.48148
2021-08-25,36.80555
2021-08-26,32.17592
2021-08-27,32.46527
2021-08-28,3.47222
2021-08-29,1.90972
2021-08-30,28.24074
2021-08-31,33.21759
2021-09-01,33.10185
2021-09-02,33.9699
2021-09-03,30.03472
2021-09-04,4.10879
2021-09-05,1.73611
2021-09-06,34.14351
2021-09-07,30.43981
2021-09-08,32.23379
2021-09-09,29.74537
2021-09-10,29.74537
2021-09-11,2.60416
2021-09-12,1.79398
2021-09-13,28.99305
2021-09-14,30.72916
2021-09-15,30.61342
2021-09-16,29.34027
2021-09-17,25.86805
2021-09-18,2.66203
2021-09-19,1.62037
2021-09-20,1.79398
2021-09-21,4.91898
2021-09-22,5.96064
2021-09-23,34.72222
2021-09-24,33.3912
2021-09-25,3.41435
2021-09-26,1.38888
2021-09-27,31.19212
2021-09-28,32.8125
2021-09-29,42.07175
2021-09-30,33.56481
2021-10-01,38.54166
2021-10-02,3.81944
2021-10-03,1.96759
2021-10-04,6.13425
2021-10-05,40.10416
2021-10-06,43.11342
2021-10-07,41.08796
2021-10-08,35.9375
2021-10-09,4.39814
2021-10-10,2.31481
2021-10-11,6.42361
2021-10-12,39.12037
2021-10-13,36.86342
2021-10-14,32.00231
2021-10-15,34.20138
2021-10-16,3.93518
2021-10-17,1.50462
2021-10-18,29.80324
2021-10-19,30.38194
2021-10-20,32.23379
2021-10-21,32.46527
2021-10-22,30.96064
2021-10-23,3.93518
2021-10-24,1.79398
2021-10-25,29.62962
2021-10-26,29.34027
2021-10-27,34.20138
2021-10-28,32.11805
2021-10-29,33.56481
2021-10-30,4.74537
2021-10-31,2.08333
2021-11-01,31.30787
2021-11-02,33.21759
2021-11-03,33.21759
2021-11-04,31.25
2021-11-05,29.74537
2021-11-06,3.93518
2021-11-07,1.21527
2021-11-08,30.32407
2021-11-09,33.56481
2021-11-10,34.31712
2021-11-11,31.25
2021-11-12,30.03472
2021-11-13,4.39814
2021-11-14,1.50462
2021-11-15,25.52083
2021-11-16,31.8287
2021-11-17,32.29166
2021-11-18,33.33333
2021-11-19,28.99305
2021-11-20,3.99305
2021-11-21,2.43055
2021-11-22,26.85185
2021-11-23,32.17592
2021-11-24,30.43981
2021-11-25,27.48842
2021-11-26,28.18287
2021-11-27,5.32407
2021-11-28,2.02546
2021-11-29,30.2662
2021-11-30,36.74768
