date,AMD주가
2023-05-30,33.13425
2023-05-31,36.04873
2023-06-01,27.54419
2023-06-02,26.58862
2023-06-03,15.48017
2023-06-04,4.56282
2023-06-05,13.61681
2023-06-06,20.30578
2023-06-07,26.12279
2023-06-08,21.15384
2023-06-09,22.14524
2023-06-10,13.44959
2023-06-11,4.41949
2023-06-12,14.96655
2023-06-13,30.24366
2023-06-14,44.2666
2023-06-15,39.96655
2023-06-16,33.67176
2023-06-17,19.93549
2023-06-18,9.41232
2023-06-19,13.55709
2023-06-20,22.09746
2023-06-21,28.03392
2023-06-22,24.59388
2023-06-23,27.28141
2023-06-24,12.49402
2023-06-25,4.03726
2023-06-26,13.68848
2023-06-27,20.48494
2023-06-28,24.61777
2023-06-29,21.47634
2023-06-30,19.91161
2023-07-01,13.76015
2023-07-02,4.3956
2023-07-03,15.32489
2023-07-04,17.08074
2023-07-05,15.75489
2023-07-06,33.44481
2023-07-07,22.84997
2023-07-08,11.04873
2023-07-09,3.6192
2023-07-10,10.53511
2023-07-11,18.84854
2023-07-12,22.73053
2023-07-13,23.99665
2023-07-14,26.70807
2023-07-15,16.51935
2023-07-16,5.33922
2023-07-17,15.59961
2023-07-18,22.89775
2023-07-19,24.30721
2023-07-20,22.75441
2023-07-21,21.90635
2023-07-22,11.58623
2023-07-23,3.63115
2023-07-24,11.95652
2023-07-25,19.64882
2023-07-26,20.11466
2023-07-27,20.56856
2023-07-28,19.93549
2023-07-29,13.2107
2023-07-30,4.2881
2023-07-31,15.1935
2023-08-01,25.89584
2023-08-02,49.94027
2023-08-03,35.06927
2023-08-04,26.06306
2023-08-05,15.68322
2023-08-06,5.44672
2023-08-07,13.35403
2023-08-08,21.01051
2023-08-09,18.80076
2023-08-10,18.95604
2023-08-11,17.23602
2023-08-12,9.65121
2023-08-13,3.01003
2023-08-14,9.61538
2023-08-15,28.53559
2023-08-16,21.32107
2023-08-17,18.01242
2023-08-18,16.41184
2023-08-19,9.83038
2023-08-20,3.73865
2023-08-21,11.16817
2023-08-22,21.18967
2023-08-23,17.66602
2023-08-24,28.90587
2023-08-25,29.38365
2023-08-26,14.07071
2023-08-27,3.96559
2023-08-28,11.4429
2023-08-29,18.89632
2023-08-30,20.66411
2023-08-31,19.0516
2023-09-01,18.09603
2023-09-02,12.09985
2023-09-03,3.81032
2023-09-04,8.11036
2023-09-05,12.98375
2023-09-06,16.74629
2023-09-07,17.27185
2023-09-08,15.03822
2023-09-09,9.57955
2023-09-10,2.89058
2023-09-11,10.75011
2023-09-12,18.13186
2023-09-13,15.27711
2023-09-14,16.05351
2023-09-15,17.10463
2023-09-16,10.78595
2023-09-17,3.12947
2023-09-18,10.28428
2023-09-19,13.36598
2023-09-20,12.82847
2023-09-21,13.48542
2023-09-22,13.18681
2023-09-23,8.61204
2023-09-24,2.54419
2023-09-25,6.71285
2023-09-26,12.06402
2023-09-27,11.23984
2023-09-28,10.08122
2023-09-29,17.23602
2023-09-30,8.67176
2023-10-01,3.05781
2023-10-02,6.95174
2023-10-03,12.29096
2023-10-04,12.91208
2023-10-05,14.64405
2023-10-06,12.51791
2023-10-07,10.78595
2023-10-08,3.22503
2023-10-09,6.53368
2023-10-10,13.40181
2023-10-11,17.58241
2023-10-12,16.43573
2023-10-13,14.10654
2023-10-14,7.59675
2023-10-15,2.37697
2023-10-16,7.22646
2023-10-17,13.27042
2023-10-18,13.2107
2023-10-19,13.22264
2023-10-20,12.85236
2023-10-21,7.76397
2023-10-22,1.95891
2023-10-23,7.10702
2023-10-24,13.38987
2023-10-25,12.69708
2023-10-26,13.91543
2023-10-27,12.82847
2023-10-28,8.00286
2023-10-29,2.61586
2023-10-30,9.22121
2023-10-31,16.60296
2023-11-01,26.11084
2023-11-02,38.72431
2023-11-03,25.90778
2023-11-04,17.35547
2023-11-05,4.83755
2023-11-06,13.24653
2023-11-07,17.96464
2023-11-08,18.82465
2023-11-09,17.90492
2023-11-10,16.8299
2023-11-11,16.13712
2023-11-12,3.76254
2023-11-13,10.10511
2023-11-14,17.85714
2023-11-15,22.59913
2023-11-16,19.89966
2023-11-17,17.23602
2023-11-18,11.69374
2023-11-19,2.92642
2023-11-20,8.71954
2023-11-21,19.51743
2023-11-22,18.40659
2023-11-23,17.91686
2023-11-24,10.4515
2023-11-25,9.53177
2023-11-26,3.02197
2023-11-27,8.54037
2023-11-28,15.16961
2023-11-29,15.93406
2023-11-30,16.13712
2023-12-01,14.6321
2023-12-02,9.51982
2023-12-03,3.23698
2023-12-04,7.46536
2023-12-05,12.97181
2023-12-06,14.67988
2023-12-07,24.49832
2023-12-08,70.3655
2023-12-09,31.60535
2023-12-10,9.94983
2023-12-11,22.15719
2023-12-12,48.49498
2023-12-13,41.54323
2023-12-14,36.18012
2023-12-15,33.43287
2023-12-16,18.89632
2023-12-17,5.92451
2023-12-18,14.38127
2023-12-19,27.68752
2023-12-20,27.56808
2023-12-21,25.90778
2023-12-22,23.06497
2023-12-23,13.83182
2023-12-24,3.87004
2023-12-25,4.25226
2023-12-26,12.1118
2023-12-27,24.83277
2023-12-28,24.62971
2023-12-29,23.94887
2023-12-30,13.89154
2023-12-31,4.56282
2024-01-01,4.58671
2024-01-02,14.8471
2024-01-03,28.23698
2024-01-04,23.5547
2024-01-05,20.59245
2024-01-06,14.50071
2024-01-07,4.16865
2024-01-08,10.94123
2024-01-09,31.50979
2024-01-10,28.11753
2024-01-11,26.26612
2024-01-12,21.17773
2024-01-13,12.23124
2024-01-14,4.35977
2024-01-15,8.67176
2024-01-16,16.00573
2024-01-17,70.18633
2024-01-18,51.44529
2024-01-19,49.04443
2024-01-20,47.94553
2024-01-21,16.3999
2024-01-22,49.46249
2024-01-23,62.45819
2024-01-24,48.17247
2024-01-25,87.29096
2024-01-26,76.07501
2024-01-27,36.00095
2024-01-28,16.78213
2024-01-29,34.80649
2024-01-30,65.70711
2024-01-31,100.0
2024-02-01,54.63449
2024-02-02,53.64309
2024-02-03,38.55709
2024-02-04,11.98041
2024-02-05,34.05398
2024-02-06,57.89536
2024-02-07,46.16579
2024-02-08,48.67415
2024-02-09,40.38461
2024-02-10,33.07453
2024-02-11,12.56569
2024-02-12,23.62637
2024-02-13,52.40086
2024-02-14,53.04586
2024-02-15,56.85618
2024-02-16,48.04108
2024-02-17,27.37697
2024-02-18,21.29718
2024-02-19,19.21882
2024-02-20,27.68752
2024-02-21,42.41519
2024-02-22,62.08791
2024-02-23,79.65838
2024-02-24,34.26899
2024-02-25,14.71571
2024-02-26,29.92116
2024-02-27,41.06545
2024-02-28,39.69182
2024-02-29,36.59818
2024-03-01,87.60152
2024-03-02,61.99235
2024-03-03,19.44577
2024-03-04,53.52365
2024-03-05,80.72145
2024-03-06,68.19159
2024-03-07,70.40133
2024-03-08,67.96464
2024-03-09,47.1333
2024-03-10,13.28236
2024-03-11,39.53655
2024-03-12,57.50119
2024-03-13,57.66841
2024-03-14,53.92976
2024-03-15,48.63831
2024-03-16,27.15002
2024-03-17,9.16149
2024-03-18,29.12087
2024-03-19,48.51887
2024-03-20,50.94362
