date,마이너스통장
2023-05-30,27.87116
2023-05-31,31.90042
2023-06-01,28.71808
2023-06-02,21.62196
2023-06-03,12.52406
2023-06-04,13.063
2023-06-05,23.2388
2023-06-06,15.6679
2023-06-07,25.30476
2023-06-08,22.03259
2023-06-09,21.49364
2023-06-10,12.88335
2023-06-11,13.07583
2023-06-12,25.97202
2023-06-13,24.34235
2023-06-14,21.75028
2023-06-15,22.45605
2023-06-16,19.53034
2023-06-17,10.67624
2023-06-18,12.16476
2023-06-19,23.73925
2023-06-20,24.80431
2023-06-21,22.35339
2023-06-22,21.19851
2023-06-23,19.79982
2023-06-24,11.90812
2023-06-25,12.81919
2023-06-26,25.26626
2023-06-27,22.89233
2023-06-28,21.77595
2023-06-29,19.90247
2023-06-30,17.78519
2023-07-01,11.98511
2023-07-02,12.53689
2023-07-03,22.89233
2023-07-04,21.82728
2023-07-05,22.89233
2023-07-06,21.01886
2023-07-07,17.70819
2023-07-08,10.65058
2023-07-09,12.16476
2023-07-10,23.8419
2023-07-11,19.56884
2023-07-12,21.07019
2023-07-13,20.41575
2023-07-14,18.42679
2023-07-15,12.54972
2023-07-16,12.80636
2023-07-17,24.22687
2023-07-18,22.918
2023-07-19,21.64763
2023-07-20,20.3131
2023-07-21,18.54228
2023-07-22,11.30501
2023-07-23,12.3829
2023-07-24,23.80341
2023-07-25,26.33132
2023-07-26,23.50827
2023-07-27,20.39009
2023-07-28,17.15642
2023-07-29,10.85589
2023-07-30,10.86872
2023-07-31,20.82638
2023-08-01,20.85204
2023-08-02,17.68253
2023-08-03,17.64403
2023-08-04,15.42409
2023-08-05,9.93199
2023-08-06,10.40677
2023-08-07,21.16001
2023-08-08,20.71089
2023-08-09,18.9914
2023-08-10,19.49185
2023-08-11,17.36173
2023-08-12,10.54792
2023-08-13,11.33068
2023-08-14,24.40651
2023-08-15,15.3856
2023-08-16,23.89323
2023-08-17,23.53394
2023-08-18,22.69985
2023-08-19,11.20236
2023-08-20,12.25458
2023-08-21,26.06185
2023-08-22,24.54767
2023-08-23,22.82817
2023-08-24,21.67329
2023-08-25,19.81265
2023-08-26,12.53689
2023-08-27,12.7807
2023-08-28,23.67509
2023-08-29,23.53394
2023-08-30,22.28923
2023-08-31,20.21044
2023-09-01,17.54138
2023-09-02,10.92005
2023-09-03,11.90812
2023-09-04,22.40472
2023-09-05,22.31489
2023-09-06,20.96753
2023-09-07,19.77415
2023-09-08,18.08032
2023-09-09,9.94482
2023-09-10,11.7413
2023-09-11,21.78878
2023-09-12,20.60823
2023-09-13,19.55601
2023-09-14,19.55601
2023-09-15,19.9153
2023-09-16,12.07493
2023-09-17,11.63865
2023-09-18,22.30206
2023-09-19,20.62107
2023-09-20,19.74849
2023-09-21,20.18478
2023-09-22,18.10599
2023-09-23,10.32978
2023-09-24,12.11343
2023-09-25,22.85384
2023-09-26,20.36442
2023-09-27,16.25818
2023-09-28,8.66161
2023-09-29,6.86513
2023-09-30,7.62222
2023-10-01,9.50853
2023-10-02,9.95765
2023-10-03,12.13909
2023-10-04,24.12421
2023-10-05,20.37726
2023-10-06,18.81175
2023-10-07,10.30411
2023-10-08,9.47003
2023-10-09,12.84486
2023-10-10,26.15167
2023-10-11,21.42948
2023-10-12,21.19851
2023-10-13,18.46528
2023-10-14,10.92005
2023-10-15,11.94661
2023-10-16,22.85384
2023-10-17,20.39009
2023-10-18,19.9923
2023-10-19,21.12151
2023-10-20,18.28564
2023-10-21,10.44527
2023-10-22,11.62581
2023-10-23,23.36712
2023-10-24,23.49544
2023-10-25,23.58526
2023-10-26,20.77505
2023-10-27,17.6312
2023-10-28,10.58642
2023-10-29,11.70281
2023-10-30,22.75118
2023-10-31,23.09765
2023-11-01,21.26267
2023-11-02,19.17105
2023-11-03,16.20685
2023-11-04,9.85499
2023-11-05,11.89529
2023-11-06,19.06839
2023-11-07,20.2746
2023-11-08,20.33876
2023-11-09,20.54407
2023-11-10,16.48915
2023-11-11,10.38111
2023-11-12,11.0997
2023-11-13,20.44142
2023-11-14,19.49185
2023-11-15,20.60823
2023-11-16,19.17105
2023-11-17,15.42409
2023-11-18,9.30322
2023-11-19,11.25368
2023-11-20,22.1994
2023-11-21,22.49454
2023-11-22,20.50558
2023-11-23,17.52855
2023-11-24,17.18208
2023-11-25,10.12447
2023-11-26,11.40767
2023-11-27,22.77685
2023-11-28,20.22327
2023-11-29,19.41485
2023-11-30,17.50288
2023-12-01,16.74579
2023-12-02,10.26562
2023-12-03,12.26741
2023-12-04,20.05646
2023-12-05,20.13345
2023-12-06,19.54317
2023-12-07,16.9896
2023-12-08,16.348
2023-12-09,9.94482
2023-12-10,12.15193
2023-12-11,22.04542
2023-12-12,20.67239
2023-12-13,18.64493
2023-12-14,19.06839
2023-12-15,17.81085
2023-12-16,10.8174
2023-12-17,10.44527
2023-12-18,17.81085
2023-12-19,18.51661
2023-12-20,16.86128
2023-12-21,16.29667
2023-12-22,15.87321
2023-12-23,10.17579
2023-12-24,7.80187
2023-12-25,9.68818
2023-12-26,19.26087
2023-12-27,20.65956
2023-12-28,16.9511
2023-12-29,16.29667
2023-12-30,9.16206
2023-12-31,9.52136
2024-01-01,9.79083
2024-01-02,20.05646
2024-01-03,19.60733
2024-01-04,19.15821
2024-01-05,17.72103
2024-01-06,12.47273
2024-01-07,10.90722
2024-01-08,20.13345
2024-01-09,21.21134
2024-01-10,22.81534
2024-01-11,21.45515
2024-01-12,18.83741
2024-01-13,12.31874
2024-01-14,13.22982
2024-01-15,24.90696
2024-01-16,22.58437
2024-01-17,24.22687
2024-01-18,20.72372
2024-01-19,20.00513
2024-01-20,13.28114
2024-01-21,13.75593
2024-01-22,24.8428
2024-01-23,23.46978
2024-01-24,22.35339
2024-01-25,23.00782
2024-01-26,21.00603
2024-01-27,12.39573
2024-01-28,14.10239
2024-01-29,21.99409
2024-01-30,23.26446
2024-01-31,22.05825
2024-02-01,20.69806
2024-02-02,18.36263
2024-02-03,11.66431
2024-02-04,13.12716
2024-02-05,21.9556
2024-02-06,19.40202
2024-02-07,17.70819
2024-02-08,17.20775
2024-02-09,11.18952
2024-02-10,9.68818
2024-02-11,9.67534
2024-02-12,12.71654
2024-02-13,26.34415
2024-02-14,25.81804
2024-02-15,23.2003
2024-02-16,18.9529
2024-02-17,12.15193
2024-02-18,13.21698
2024-02-19,23.89323
2024-02-20,21.85294
2024-02-21,22.14808
2024-02-22,19.49185
2024-02-23,19.9923
2024-02-24,12.62671
2024-02-25,12.7422
2024-02-26,25.49724
2024-02-27,22.95649
2024-02-28,22.01976
2024-02-29,20.68523
2024-03-01,12.48556
2024-03-02,11.459
2024-03-03,14.01257
2024-03-04,22.54587
2024-03-05,24.5605
2024-03-06,21.96843
2024-03-07,20.74939
2024-03-08,18.55511
2024-03-09,12.30591
2024-03-10,12.45989
2024-03-11,23.99589
2024-03-12,23.57243
2024-03-13,22.8795
2024-03-14,23.61093
2024-03-15,24.07288
2024-03-16,13.01167
2024-03-17,13.21698
2024-03-18,22.94366
2024-03-19,23.73925
2024-03-20,23.11048
