date,적금상품
2020-03-20,24.91349
2020-03-21,13.84083
2020-03-22,15.91695
2020-03-23,26.64359
2020-03-24,23.52941
2020-03-25,35.98615
2020-03-26,22.83737
2020-03-27,23.18339
2020-03-28,15.91695
2020-03-29,16.26297
2020-03-30,28.71972
2020-03-31,31.48788
2020-04-01,28.02768
2020-04-02,24.91349
2020-04-03,25.60553
2020-04-04,10.0346
2020-04-05,17.64705
2020-04-06,22.49134
2020-04-07,23.52941
2020-04-08,25.95155
2020-04-09,19.72318
2020-04-10,21.45328
2020-04-11,15.22491
2020-04-12,20.0692
2020-04-13,26.29757
2020-04-14,22.14532
2020-04-15,20.0692
2020-04-16,21.10726
2020-04-17,22.14532
2020-04-18,12.45674
2020-04-19,12.11072
2020-04-20,30.44982
2020-04-21,35.29411
2020-04-22,22.49134
2020-04-23,32.17993
2020-04-24,34.60207
2020-04-25,14.53287
2020-04-26,18.3391
2020-04-27,24.22145
2020-04-28,28.71972
2020-04-29,19.37716
2020-04-30,11.07266
2020-05-01,13.14878
2020-05-02,13.84083
2020-05-03,13.84083
2020-05-04,28.3737
2020-05-05,19.03114
2020-05-06,24.91349
2020-05-07,23.87543
2020-05-08,15.22491
2020-05-09,13.84083
2020-05-10,11.41868
2020-05-11,29.06574
2020-05-12,20.0692
2020-05-13,21.10726
2020-05-14,17.64705
2020-05-15,17.30103
2020-05-16,9.34256
2020-05-17,11.7647
2020-05-18,25.60553
2020-05-19,22.14532
2020-05-20,17.64705
2020-05-21,18.3391
2020-05-22,11.41868
2020-05-23,10.72664
2020-05-24,14.18685
2020-05-25,27.33564
2020-05-26,28.02768
2020-05-27,21.10726
2020-05-28,14.87889
2020-05-29,14.18685
2020-05-30,6.92041
2020-05-31,19.37716
2020-06-01,25.60553
2020-06-02,24.56747
2020-06-03,21.45328
2020-06-04,14.87889
2020-06-05,14.18685
2020-06-06,9.34256
2020-06-07,14.18685
2020-06-08,16.26297
2020-06-09,20.0692
2020-06-10,23.52941
2020-06-11,21.7993
2020-06-12,19.03114
2020-06-13,6.57439
2020-06-14,6.92041
2020-06-15,20.76124
2020-06-16,21.10726
2020-06-17,17.64705
2020-06-18,21.10726
2020-06-19,20.76124
2020-06-20,9.68858
2020-06-21,9.34256
2020-06-22,20.0692
2020-06-23,19.37716
2020-06-24,21.45328
2020-06-25,31.14186
2020-06-26,19.37716
2020-06-27,10.0346
2020-06-28,12.11072
2020-06-29,20.0692
2020-06-30,21.45328
2020-07-01,23.52941
2020-07-02,16.95501
2020-07-03,12.45674
2020-07-04,11.41868
2020-07-05,12.45674
2020-07-06,24.56747
2020-07-07,21.45328
2020-07-08,16.26297
2020-07-09,23.18339
2020-07-10,18.3391
2020-07-11,7.95847
2020-07-12,13.14878
2020-07-13,25.60553
2020-07-14,22.14532
2020-07-15,25.25951
2020-07-16,18.3391
2020-07-17,11.07266
2020-07-18,10.0346
2020-07-19,9.34256
2020-07-20,15.91695
2020-07-21,21.10726
2020-07-22,16.26297
2020-07-23,20.0692
2020-07-24,18.68512
2020-07-25,9.68858
2020-07-26,9.68858
2020-07-27,20.41522
2020-07-28,27.68166
2020-07-29,22.14532
2020-07-30,14.18685
2020-07-31,15.91695
2020-08-01,10.38062
2020-08-02,12.45674
2020-08-03,35.98615
2020-08-04,30.44982
2020-08-05,31.48788
2020-08-06,23.52941
2020-08-07,18.68512
2020-08-08,8.99653
2020-08-09,11.7647
2020-08-10,21.45328
2020-08-11,22.14532
2020-08-12,17.64705
2020-08-13,14.87889
2020-08-14,17.30103
2020-08-15,9.34256
2020-08-16,12.45674
2020-08-17,12.11072
2020-08-18,17.64705
2020-08-19,20.41522
2020-08-20,22.14532
2020-08-21,15.57093
2020-08-22,9.34256
2020-08-23,12.45674
2020-08-24,20.0692
2020-08-25,19.03114
2020-08-26,25.25951
2020-08-27,20.41522
2020-08-28,14.53287
2020-08-29,14.87889
2020-08-30,9.34256
2020-08-31,21.45328
2020-09-01,17.30103
2020-09-02,24.91349
2020-09-03,14.87889
2020-09-04,16.60899
2020-09-05,10.0346
2020-09-06,10.0346
2020-09-07,13.84083
2020-09-08,19.03114
2020-09-09,17.30103
2020-09-10,23.87543
2020-09-11,18.3391
2020-09-12,11.7647
2020-09-13,14.87889
2020-09-14,12.80276
2020-09-15,17.99307
2020-09-16,17.64705
2020-09-17,17.64705
2020-09-18,14.18685
2020-09-19,10.0346
2020-09-20,12.45674
2020-09-21,17.30103
2020-09-22,19.03114
2020-09-23,22.49134
2020-09-24,20.76124
2020-09-25,19.37716
2020-09-26,8.65051
2020-09-27,11.07266
2020-09-28,19.03114
2020-09-29,20.41522
2020-09-30,7.95847
2020-10-01,10.38062
2020-10-02,13.84083
2020-10-03,10.38062
2020-10-04,13.14878
2020-10-05,31.48788
2020-10-06,18.3391
2020-10-07,13.4948
2020-10-08,15.22491
2020-10-09,6.92041
2020-10-10,5.53633
2020-10-11,6.92041
2020-10-12,17.99307
2020-10-13,19.37716
2020-10-14,14.53287
2020-10-15,15.22491
2020-10-16,17.99307
2020-10-17,7.26643
2020-10-18,4.15224
2020-10-19,13.4948
2020-10-20,18.68512
2020-10-21,16.26297
2020-10-22,14.87889
2020-10-23,22.14532
2020-10-24,13.14878
2020-10-25,12.80276
2020-10-26,18.3391
2020-10-27,21.10726
2020-10-28,13.4948
2020-10-29,14.18685
2020-10-30,15.22491
2020-10-31,9.34256
2020-11-01,12.11072
2020-11-02,13.84083
2020-11-03,23.87543
2020-11-04,11.41868
2020-11-05,22.49134
2020-11-06,22.14532
2020-11-07,8.99653
2020-11-08,10.38062
2020-11-09,21.45328
2020-11-10,21.45328
2020-11-11,12.11072
2020-11-12,8.65051
2020-11-13,11.41868
2020-11-14,9.68858
2020-11-15,12.11072
2020-11-16,22.49134
2020-11-17,17.64705
2020-11-18,16.26297
2020-11-19,15.91695
2020-11-20,17.30103
2020-11-21,12.11072
2020-11-22,7.95847
2020-11-23,16.95501
2020-11-24,13.4948
2020-11-25,24.56747
2020-11-26,14.53287
2020-11-27,13.14878
2020-11-28,10.38062
2020-11-29,11.41868
2020-11-30,14.18685
2020-12-01,17.99307
2020-12-02,24.56747
2020-12-03,18.68512
2020-12-04,17.30103
2020-12-05,7.61245
2020-12-06,11.7647
2020-12-07,21.7993
2020-12-08,17.99307
2020-12-09,18.68512
2020-12-10,20.41522
2020-12-11,17.64705
2020-12-12,9.34256
2020-12-13,8.65051
2020-12-14,17.30103
2020-12-15,21.7993
2020-12-16,20.0692
2020-12-17,18.3391
2020-12-18,16.60899
2020-12-19,14.53287
2020-12-20,10.72664
2020-12-21,19.37716
2020-12-22,20.76124
2020-12-23,17.64705
2020-12-24,25.95155
2020-12-25,11.07266
2020-12-26,18.68512
2020-12-27,20.41522
2020-12-28,26.98961
2020-12-29,25.95155
2020-12-30,29.06574
2020-12-31,23.52941
2021-01-01,14.18685
2021-01-02,19.37716
2021-01-03,22.83737
2021-01-04,36.6782
2021-01-05,35.64013
2021-01-06,30.79584
2021-01-07,14.87889
2021-01-08,25.60553
2021-01-09,14.18685
2021-01-10,19.37716
2021-01-11,25.60553
2021-01-12,23.52941
2021-01-13,19.72318
2021-01-14,29.41176
2021-01-15,24.56747
2021-01-16,10.0346
2021-01-17,14.87889
2021-01-18,24.22145
2021-01-19,25.60553
2021-01-20,19.37716
2021-01-21,26.64359
2021-01-22,23.18339
2021-01-23,20.76124
2021-01-24,17.99307
2021-01-25,34.94809
2021-01-26,30.44982
2021-01-27,29.41176
2021-01-28,25.25951
2021-01-29,20.0692
2021-01-30,14.53287
2021-01-31,16.60899
2021-02-01,28.3737
2021-02-02,25.25951
2021-02-03,25.25951
2021-02-04,27.68166
2021-02-05,27.33564
2021-02-06,14.18685
2021-02-07,10.38062
2021-02-08,20.0692
2021-02-09,21.45328
2021-02-10,24.56747
2021-02-11,9.34256
2021-02-12,13.84083
2021-02-13,12.80276
2021-02-14,13.14878
2021-02-15,20.76124
2021-02-16,23.87543
2021-02-17,25.60553
2021-02-18,14.18685
2021-02-19,16.26297
2021-02-20,11.07266
2021-02-21,13.4948
2021-02-22,23.18339
2021-02-23,20.41522
2021-02-24,20.76124
2021-02-25,27.33564
2021-02-26,18.3391
2021-02-27,10.38062
2021-02-28,8.99653
2021-03-01,14.53287
2021-03-02,22.49134
2021-03-03,17.30103
2021-03-04,15.22491
2021-03-05,22.83737
2021-03-06,8.99653
2021-03-07,10.72664
2021-03-08,20.0692
2021-03-09,12.80276
2021-03-10,21.7993
2021-03-11,17.64705
2021-03-12,15.22491
2021-03-13,5.53633
2021-03-14,11.41868
2021-03-15,20.76124
2021-03-16,18.3391
2021-03-17,21.45328
2021-03-18,18.68512
2021-03-19,16.26297
2021-03-20,9.34256
2021-03-21,9.68858
2021-03-22,21.10726
2021-03-23,18.3391
2021-03-24,17.99307
2021-03-25,22.14532
2021-03-26,10.72664
2021-03-27,7.61245
2021-03-28,10.0346
2021-03-29,16.60899
2021-03-30,15.91695
2021-03-31,16.60899
2021-04-01,12.80276
2021-04-02,13.4948
2021-04-03,7.26643
2021-04-04,6.22837
2021-04-05,14.18685
2021-04-06,16.26297
2021-04-07,14.18685
2021-04-08,20.0692
2021-04-09,17.30103
2021-04-10,9.68858
2021-04-11,7.61245
2021-04-12,21.7993
2021-04-13,14.18685
2021-04-14,13.4948
2021-04-15,15.91695
2021-04-16,13.84083
2021-04-17,7.95847
2021-04-18,9.34256
2021-04-19,16.26297
2021-04-20,15.57093
2021-04-21,16.26297
2021-04-22,17.30103
2021-04-23,21.45328
2021-04-24,8.30449
2021-04-25,10.72664
2021-04-26,16.26297
2021-04-27,20.41522
2021-04-28,12.80276
2021-04-29,14.18685
2021-04-30,12.80276
2021-05-01,7.61245
2021-05-02,12.45674
2021-05-03,16.95501
2021-05-04,16.60899
2021-05-05,6.22837
2021-05-06,17.99307
2021-05-07,13.84083
2021-05-08,8.30449
2021-05-09,3.80622
2021-05-10,16.26297
2021-05-11,20.41522
2021-05-12,18.68512
2021-05-13,12.45674
2021-05-14,9.68858
2021-05-15,6.22837
2021-05-16,8.99653
2021-05-17,13.84083
2021-05-18,14.18685
2021-05-19,7.26643
2021-05-20,14.53287
2021-05-21,13.4948
2021-05-22,7.26643
2021-05-23,6.92041
2021-05-24,12.45674
2021-05-25,23.18339
2021-05-26,11.07266
2021-05-27,15.91695
2021-05-28,18.3391
2021-05-29,12.11072
2021-05-30,12.11072
2021-05-31,19.03114
2021-06-01,22.14532
2021-06-02,15.22491
2021-06-03,12.11072
2021-06-04,18.3391
2021-06-05,3.80622
2021-06-06,6.57439
2021-06-07,16.26297
2021-06-08,27.68166
2021-06-09,14.53287
2021-06-10,21.10726
2021-06-11,12.11072
2021-06-12,8.30449
2021-06-13,6.57439
2021-06-14,19.37716
2021-06-15,22.49134
2021-06-16,12.45674
2021-06-17,17.30103
2021-06-18,14.87889
2021-06-19,12.45674
2021-06-20,11.41868
2021-06-21,17.99307
2021-06-22,15.22491
2021-06-23,14.53287
2021-06-24,18.3391
